gene_id	TCGA-E9-A1ND-01A-11R-A144-07	gene_id	TCGA-E9-A1ND-11A-43R-A144-07
ALKBH7|84266	540.2272	ALKBH7|84266	737.0128
ALKBH8|91801	122.4382	ALKBH8|91801	156.7906
lowly_expressed	lowly_expressed	ALK|238	13.5498
ALMS1|7840	644.1747	ALMS1|7840	314.0652
ALOX12B|242	29.4052	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ALOX12P2|245	6.7749
ALOX12|239	66.7063	ALOX12|239	6.2281
ALOX15B|247	49.475	ALOX15B|247	539.0888
ALOX15|246	162.9177	ALOX15|246	77.9114
ALOX5AP|241	1001.4942	ALOX5AP|241	395.36400000000003
ALOX5|240	1060.4645	ALOX5|240	466.5005
ALOXE3|59344	27.9859	ALOXE3|59344	9.6784
ALPK1|80216	719.1368	ALPK1|80216	538.6049
ALPK2|115701	159.4195	ALPK2|115701	66.7812
ALPK3|57538	133.4326	ALPK3|57538	305.3546
ALPL|249	693.6497	ALPL|249	2761.2572
ALS2CL|259173	887.052	ALS2CL|259173	640.7123
ALS2CR4|65062	240.3786	ALS2CR4|65062	715.7202
ALS2CR8|79800	47.9758	ALS2CR8|79800	98.2361
ALS2|57679	252.8723	ALS2|57679	438.917
ALX3|257	18.9904	ALX3|257	37.7459
ALX4|60529	99.9495	ALX4|60529	9.6784
AMACR|23600	315.3408	AMACR|23600	289.3852
lowly_expressed	lowly_expressed	AMBP|259	7.2588
AMBRA1|55626	944.0233	AMBRA1|55626	846.3791
AMD1|262	2291.3429	AMD1|262	1241.2398
AMDHD1|144193	13.4932	AMDHD1|144193	71.1365
AMDHD2|51005	171.9132	AMDHD2|51005	561.3008
AMFR|267	1912.0344	AMFR|267	2685.2815
AMICA1|120425	203.3973	AMICA1|120425	805.2457
AMIGO1|57463	62.4685	AMIGO1|57463	88.5577
AMIGO2|347902	243.8768	AMIGO2|347902	1291.587
AMIGO3|386724	85.9566	AMIGO3|386724	104.5271
AMMECR1L|83607	809.5912	AMMECR1L|83607	660.5531
AMMECR1|9949	628.6825	AMMECR1|9949	167.4369
AMN1|196394	74.4624	AMN1|196394	129.2071
AMOTL1|154810	1827.0773	AMOTL1|154810	1348.2059
AMOTL2|51421	1581.7012	AMOTL2|51421	3651.6732
AMOT|154796	1776.6028	AMOT|154796	574.899
AMPD1|270	5.4972	AMPD1|270	30.0031
AMPD2|271	960.5149	AMPD2|271	889.932
AMPD3|272	441.7769	AMPD3|272	279.7067
AMPH|273	25.4871	AMPH|273	61.4581
AMT|275	21.1343	AMT|275	203.1697
AMY1A|276	384.8057	AMY1A|276	10.1624
AMY2B|280	62.6334	AMY2B|280	383.7499
AMZ1|155185	14.4927	lowly_expressed	lowly_expressed
AMZ2P1|201283	82.9581	AMZ2P1|201283	268.0926
AMZ2|51321	1081.9536	AMZ2|51321	1253.8411
ANAPC10|10393	112.943	ANAPC10|10393	111.7859
ANAPC11|51529	1036.9763	ANAPC11|51529	1262.5517
ANAPC13|25847	993.2484	ANAPC13|25847	1200.0484
ANAPC16|119504	1405.7901	ANAPC16|119504	2334.4383
ANAPC1|64682	725.1338	ANAPC1|64682	341.6487
ANAPC2|29882	1074.9571	ANAPC2|29882	898.1587
ANAPC4|29945	428.7835	ANAPC4|29945	538.1209
ANAPC5|51433	2446.7644	ANAPC5|51433	2517.3607
ANAPC7|51434	1212.8875	ANAPC7|51434	1071.4026
ANGEL1|23357	973.5084	ANGEL1|23357	564.7366
ANGEL2|90806	353.8213	ANGEL2|90806	395.848
ANGPT1|284	201.3983	ANGPT1|284	346.4879
ANGPT2|285	415.2903	ANGPT2|285	272.9318
lowly_expressed	lowly_expressed	ANGPT4|51378	28.0675
ANGPTL1|9068	14.9924	ANGPTL1|9068	688.6206
ANGPTL2|23452	918.5361	ANGPTL2|23452	7871.9543
ANGPTL4|51129	555.2196	ANGPTL4|51129	4597.7401
lowly_expressed	lowly_expressed	ANGPTL5|253935	84.2024
ANGPTL6|83854	10.9795	ANGPTL6|83854	15.1274
lowly_expressed	lowly_expressed	ANGPTL7|10218	40.6494
ANG|283	106.7711	ANG|283	576.9556
ANK1|286	42.4785	ANK1|286	44.0369
ANK2|287	34.9823	ANK2|287	1672.4334
ANK3|288	1186.9006	ANK3|288	332.9381
ANKAR|150709	17.9909	ANKAR|150709	22.2604
ANKDD1A|348094	69.4649	ANKDD1A|348094	244.3805
ANKFY1|51479	2301.3378	ANKFY1|51479	1739.2146
ANKHD1-EIF4EBP3|404734	1009.88	ANKHD1-EIF4EBP3|404734	719.5722
ANKHD1|54882	1418.5786	ANKHD1|54882	1352.3773
ANKH|56172	1949.0157	ANKH|56172	1719.8577
ANKIB1|54467	2578.198	ANKIB1|54467	712.8167
ANKK1|255239	12.9934	ANKK1|255239	34.8424
ANKLE1|126549	18.4907	ANKLE1|126549	18.8729
ANKLE2|23141	1730.1263	ANKLE2|23141	1534.5157
ANKMY1|51281	78.9601	ANKMY1|51281	271.4801
ANKMY2|57037	381.3074	ANKMY2|57037	546.8315
ANKRA2|57763	190.4038	ANKRA2|57763	217.7648
ANKRD10|55608	1242.6675	ANKRD10|55608	1351.4772
ANKRD11|29123	3116.0914	ANKRD11|29123	2191.3717
ANKRD12|23253	694.6492	ANKRD12|23253	666.8441
ANKRD13A|88455	1418.7835	ANKRD13A|88455	1127.0536
ANKRD13B|124930	98.95	ANKRD13B|124930	269.5444
ANKRD13C|81573	533.2307	ANKRD13C|81573	395.36400000000003
ANKRD13D|338692	611.6911	ANKRD13D|338692	953.3258
ANKRD16|54522	92.4533	ANKRD16|54522	162.5251
ANKRD17|26057	2125.9264	ANKRD17|26057	1471.6059
ANKRD19|138649	32.4836	ANKRD19|138649	45.4886
ANKRD1|27063	8.9955	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANKRD20A3|441425	6.291
ANKRD22|118932	742.625	ANKRD22|118932	31.4549
ANKRD23|200539	24.4876	ANKRD23|200539	18.8729
ANKRD24|170961	6.9965	ANKRD24|170961	49.8439
ANKRD26|22852	166.416	ANKRD26|22852	119.5287
ANKRD27|84079	974.5079	ANKRD27|84079	675.5547
ANKRD28|23243	1265.8607	ANKRD28|23243	751.0465
ANKRD29|147463	10.9944	ANKRD29|147463	299.5475
ANKRD2|26287	11.4942	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANKRD30A|91074	11.6141
lowly_expressed	lowly_expressed	ANKRD30B|374860	28.0675
ANKRD32|84250	119.9394	ANKRD32|84250	71.1365
ANKRD34A|284615	13.4932	ANKRD34A|284615	24.1961
ANKRD34B|340120	18.9904	lowly_expressed	lowly_expressed
ANKRD35|148741	205.3963	ANKRD35|148741	306.8064
ANKRD36BP1|84832	206.3958	ANKRD36BP1|84832	19.8408
ANKRD36B|57730	24.9874	ANKRD36B|57730	9.1945
ANKRD36|375248	82.9581	ANKRD36|375248	179.535
ANKRD37|353322	51.7838	ANKRD37|353322	95.8359
ANKRD39|51239	115.9414	ANKRD39|51239	210.9899
ANKRD40|91369	1010.4897	ANKRD40|91369	1604.6844
ANKRD42|338699	144.4271	ANKRD42|338699	185.8259
lowly_expressed	lowly_expressed	ANKRD43|134548	20.3247
ANKRD44|91526	82.9581	ANKRD44|91526	51.7796
ANKRD45|339416	16.4917	lowly_expressed	lowly_expressed
ANKRD46|157567	285.086	ANKRD46|157567	330.0346
ANKRD49|54851	291.3529	ANKRD49|54851	217.7648
ANKRD50|57182	644.1747	ANKRD50|57182	445.6919
ANKRD52|283373	1453.7658	ANKRD52|283373	900.5783
lowly_expressed	lowly_expressed	ANKRD53|79998	101.1396
ANKRD54|129138	379.3084	ANKRD54|129138	445.6919
ANKRD56|345079	134.9319	ANKRD56|345079	37.262
ANKRD57|65124	557.7184	ANKRD57|65124	468.9201
ANKRD58|347454	44.4775	ANKRD58|347454	60.4902
ANKRD5|63926	343.8264	ANKRD5|63926	78.3953
ANKRD6|22881	99.03	ANKRD6|22881	305.4272
ANKRD9|122416	131.4336	ANKRD9|122416	68.7169
ANKS1A|23294	1371.3075	ANKS1A|23294	1259.1643
ANKS1B|56899	16.9914	ANKS1B|56899	20.3247
ANKS3|124401	179.9091	ANKS3|124401	403.5907
ANKS6|203286	39.4801	ANKS6|203286	361.4895
ANKZF1|55139	522.2363	ANKZF1|55139	735.0771
ANLN|54443	1739.6215	ANLN|54443	144.2087
ANO10|55129	1236.8754	ANO10|55129	920.4191
ANO1|55107	322.3372	ANO1|55107	3634.7359
lowly_expressed	lowly_expressed	ANO2|57101	32.4228
lowly_expressed	lowly_expressed	ANO3|63982	26.1318
lowly_expressed	lowly_expressed	ANO4|121601	11.1302
ANO5|203859	58.4705	ANO5|203859	89.0416
ANO6|196527	1411.2873	ANO6|196527	3466.8151
ANO7|50636	16.4917	ANO7|50636	13.0659
ANO8|57719	474.2605	ANO8|57719	264.2212
ANO9|338440	132.9329	ANO9|338440	93.8808
ANP32A|8125	2202.8875	ANP32A|8125	2618.5003
ANP32B|10541	4370.293	ANP32B|10541	4048.005
ANP32E|81611	2173.9022	ANP32E|81611	773.7908
ANPEP|290	1014.9874	ANPEP|290	4822.2798
ANTXR1|84168	5076.4364	ANTXR1|84168	2526.0713
ANTXR2|118429	771.6103	ANTXR2|118429	2177.6477
ANTXRL|195977	10.4947	lowly_expressed	lowly_expressed
ANUBL1|93550	73.9626	ANUBL1|93550	92.913
ANXA11|311	2461.2571	ANXA11|311	8131.8203
lowly_expressed	lowly_expressed	ANXA13|312	6.7749
ANXA1|301	7742.59	ANXA1|301	16248.155
ANXA2P1|303	63.4679	ANXA2P1|303	108.8824
ANXA2P2|304	5921.0099	ANXA2P2|304	9373.5634
ANXA2P3|305	8.9955	lowly_expressed	lowly_expressed
ANXA2|302	16801.0155	ANXA2|302	29751.9901
ANXA3|306	1057.9657	ANXA3|306	1310.46
ANXA4|307	1733.6245	ANXA4|307	1942.9456
ANXA5|308	5900.5202	ANXA5|308	16100.5589
ANXA6|309	1851.0652	ANXA6|309	10805.0038
ANXA7|310	3928.5161	ANXA7|310	3072.4189
ANXA8L2|244	241.3781	ANXA8L2|244	426.8189
ANXA8|653145	708.7621	ANXA8|653145	596.1915
ANXA9|8416	183.9071	ANXA9|8416	108.8824
AOAH|313	239.8789	AOAH|313	401.1711
AOC2|314	7.4962	AOC2|314	91.9451
AOC3|8639	132.4331	AOC3|8639	13493.6727
AOX1|316	65.9667	AOX1|316	1206.9007
AP1AR|55435	476.7592	AP1AR|55435	244.8644
AP1B1|162	4997.976	AP1B1|162	4416.2694
AP1G1|164	2168.9047	AP1G1|164	1473.5416
AP1G2|8906	1933.2737	AP1G2|8906	1029.2144
AP1M1|8907	1422.7815	AP1M1|8907	1952.6241
AP1M2|10053	1979.0006	AP1M2|10053	660.5531
AP1S1|1174	1827.5771	AP1S1|1174	767.0159
AP1S2|8905	468.2635	AP1S2|8905	777.6622
AP1S3|130340	107.9455	AP1S3|130340	50.3279
AP2A1|160	2487.7287	AP2A1|160	2660.4418
AP2A2|161	1440.2727	AP2A2|161	3397.6143
AP2B1|163	3154.407	AP2B1|163	4339.8098
AP2M1|1173	6627.653	AP2M1|1173	8059.7159
AP2S1|1175	1710.6361	AP2S1|1175	2120.5449
AP3B1|8546	1082.9531	AP3B1|8546	944.1312
AP3B2|8120	18.9904	AP3B2|8120	28.5514
AP3D1|8943	2574.6998	AP3D1|8943	3192.9154
AP3M1|26985	922.5341	AP3M1|26985	1025.4301
AP3M2|10947	323.3367	AP3M2|10947	370.684
AP3S1|1176	888.5513	AP3S1|1176	1236.9039
AP3S2|10239	639.577	AP3S2|10239	1578.78
AP4B1|10717	357.9442	AP4B1|10717	473.0335
AP4E1|23431	307.8445	AP4E1|23431	228.895
AP4M1|9179	722.8849	AP4M1|9179	460.2724
AP4S1|11154	70.9642	AP4S1|11154	79.8471
APAF1|317	393.8011	APAF1|317	339.713
APBA1|320	284.8561	APBA1|320	350.3593
APBA2|321	112.4432	APBA2|321	77.9114
APBA3|9546	325.3357	APBA3|9546	252.1232
APBB1IP|54518	913.0389	APBB1IP|54518	1222.8701
APBB1|322	113.4427	APBB1|322	968.8112
APBB2|323	535.7295	APBB2|323	1463.8631
APBB3|10307	118.9399	APBB3|10307	344.0683
APCDD1L|164284	658.6674	APCDD1L|164284	582.6417
APCDD1|147495	879.5558	APCDD1|147495	1931.3315
APC|324	557.2186	APC|324	523.6033
APEH|327	2257.8598	APEH|327	2025.2123
APEX1|328	3191.8881	APEX1|328	3178.8817
APEX2|27301	1247.8698	APEX2|27301	578.2864
APH1A|51107	6717.6076	APH1A|51107	4744.3684
APH1B|83464	300.8481	APH1B|83464	586.5131
API5|8539	1834.5735	API5|8539	1724.6969
APIP|51074	238.3396	APIP|51074	469.5734
APITD1|378708	143.4026	APITD1|378708	206.8668
APLF|200558	89.9546	APLF|200558	91.4612
APLNR|187	357.3196	APLNR|187	954.2936
APLN|8862	150.424	APLN|8862	114.2055
APLP1|333	217.89	APLP1|333	50.8118
APLP2|334	15266.2905	APLP2|334	19924.0243
APOA1BP|128240	2656.6584	APOA1BP|128240	1693.726
lowly_expressed	lowly_expressed	APOA1|335	5.3231
APOB48R|55911	388.3039	APOB48R|55911	882.6732
APOBEC3A|200315	438.7784	APOBEC3A|200315	23.2282
APOBEC3B|9582	429.783	APOBEC3B|9582	116.1412
APOBEC3C|27350	314.841	APOBEC3C|27350	436.4974
APOBEC3D|140564	136.9308	APOBEC3D|140564	103.5592
APOBEC3F|200316	313.3418	APOBEC3F|200316	190.6652
APOBEC3G|60489	668.6623	APOBEC3G|60489	459.7256
APOBEC3H|164668	18.9904	APOBEC3H|164668	9.1945
lowly_expressed	lowly_expressed	APOB|338	98.2361
APOC1|341	1531.7265	APOC1|341	3350.6739
APOC2|344	272.3625	APOC2|344	280.6746
APOD|347	77.4609	APOD|347	18871.0107
APOE|348	7301.3128	APOE|348	12111.5923
APOL1|8542	3068.9502	APOL1|8542	2120.5449
APOL2|23780	2213.3822	APOL2|23780	1362.2396
APOL3|80833	1869.0561	APOL3|80833	1857.7754
APOL4|80832	1560.2121	APOL4|80832	240.993
APOL6|80830	5669.6368	APOL6|80830	3147.9107
APOLD1|81575	171.4134	APOLD1|81575	1060.7564
APOM|55937	42.9783	APOM|55937	67.749
APOOL|139322	115.9414	APOOL|139322	29.0353
APOO|79135	214.3917	APOO|79135	156.3067
APPBP2|10513	1042.9733	APPBP2|10513	822.183
APPL1|26060	1570.7068	APPL1|26060	998.8144
APPL2|55198	768.6119	APPL2|55198	1228.6772
APP|351	14658.0977	APP|351	18323.6952
APRT|353	2864.0537	APRT|353	2173.7763
APTX|54840	588.7027	APTX|54840	543.928
AQP11|282679	25.4871	AQP11|282679	32.4228
AQP1|358	856.5674	AQP1|358	13196.148000000001
AQP3|360	956.5169999999999	AQP3|360	524.0872
lowly_expressed	lowly_expressed	AQP4|361	21.2926
lowly_expressed	lowly_expressed	AQP5|362	427.7868
lowly_expressed	lowly_expressed	AQP6|363	7.7427
lowly_expressed	lowly_expressed	AQP7P1|375719	973.1665
lowly_expressed	lowly_expressed	AQP7P3|441432	31.4549
lowly_expressed	lowly_expressed	AQP7|364	3161.9444
AQP9|366	427.784	AQP9|366	826.0543
lowly_expressed	lowly_expressed	AQPEP|206338	379.3849
AQR|9716	969.0106	AQR|9716	607.3217
ARAF|369	1371.8072	ARAF|369	1604.6844
ARAP1|116985	1908.0115	ARAP1|116985	5630.3854
ARAP2|116984	663.1651	ARAP2|116984	162.5977
ARAP3|64411	214.3917	ARAP3|64411	832.8292
ARCN1|372	5212.3678	ARCN1|372	3019.6714
lowly_expressed	lowly_expressed	ARC|23237	62.9098
AREG|374	130.9339	AREG|374	85.6541
ARF1|375	8484.2155	ARF1|375	8962.2299
ARF3|377	5221.3632	ARF3|377	3788.623
ARF4|378	7589.6672	ARF4|378	3707.8081
ARF5|381	4251.8278	ARF5|381	3294.055
ARF6|382	3302.3323	ARF6|382	2919.9835
ARFGAP1|55738	1556.7139	ARFGAP1|55738	1682.1118
ARFGAP2|84364	1347.3196	ARFGAP2|84364	2383.3144
ARFGAP3|26286	1258.3645	ARFGAP3|26286	1005.5893
ARFGEF1|10565	1677.3429	ARFGEF1|10565	925.2583
ARFGEF2|10564	2117.4307	ARFGEF2|10564	773.3069
ARFIP1|27236	678.1575	ARFIP1|27236	879.2857
ARFIP2|23647	1380.8027	ARFIP2|23647	1175.9297
ARFRP1|10139	594.1999	ARFRP1|10139	967.8434
ARG2|384	273.7068	ARG2|384	111.5343
ARGLU1|55082	1512.2363	ARGLU1|55082	1626.9448
ARHGAP10|79658	324.836	ARHGAP10|79658	1091.2434
ARHGAP11A|9824	481.25699999999995	ARHGAP11A|9824	109.3663
ARHGAP11B|89839	32.4836	ARHGAP11B|89839	9.7026
ARHGAP12|94134	589.7022	ARHGAP12|94134	593.288
ARHGAP15|55843	156.421	ARHGAP15|55843	175.6636
ARHGAP17|55114	1152.9178	ARHGAP17|55114	1872.2931
ARHGAP18|93663	1070.4594	ARHGAP18|93663	780.0818
ARHGAP19|84986	269.8637	ARHGAP19|84986	473.2754
ARHGAP1|392	2094.9421	ARHGAP1|392	4273.5125
ARHGAP20|57569	29.4851	ARHGAP20|57569	198.4079
ARHGAP21|57584	1512.7361	ARHGAP21|57584	2306.3708
ARHGAP22|58504	79.9596	ARHGAP22|58504	250.6714
ARHGAP23|57636	949.5205	ARHGAP23|57636	863.3163
ARHGAP24|83478	202.8975	ARHGAP24|83478	473.2754
ARHGAP25|9938	634.6795	ARHGAP25|9938	1042.3673
ARHGAP26|23092	959.5154	ARHGAP26|23092	765.5641
ARHGAP27|201176	1164.9117	ARHGAP27|201176	877.35
ARHGAP28|79822	87.4558	ARHGAP28|79822	165.0173
ARHGAP29|9411	1732.1253	ARHGAP29|9411	1389.3392
ARHGAP30|257106	1441.2722	ARHGAP30|257106	1952.1401
ARHGAP31|57514	893.5488	ARHGAP31|57514	1323.5259
ARHGAP32|9743	1698.6422	ARHGAP32|9743	469.88800000000003
ARHGAP33|115703	154.9218	ARHGAP33|115703	181.9546
ARHGAP39|80728	370.31300000000005	ARHGAP39|80728	147.1122
ARHGAP42|143872	96.8111	ARHGAP42|143872	68.233
ARHGAP4|393	919.0359	ARHGAP4|393	1626.4608
ARHGAP5|394	1657.6629	ARHGAP5|394	954.2936
ARHGAP6|395	33.9828	ARHGAP6|395	223.0879
ARHGAP8|23779	251.2331	ARHGAP8|23779	260.5725
ARHGAP9|64333	412.2918	ARHGAP9|64333	463.597
ARHGDIA|396	7356.2851	ARHGDIA|396	7713.228
ARHGDIB|397	5956.9917	ARHGDIB|397	6856.2027
lowly_expressed	lowly_expressed	ARHGDIG|398	56.4979
ARHGEF10L|55160	1159.4145	ARHGEF10L|55160	1573.7134
ARHGEF10|9639	371.8122	ARHGEF10|9639	971.2309
ARHGEF11|9826	2087.9456	ARHGEF11|9826	1399.5016
ARHGEF12|23365	4007.4762	ARHGEF12|23365	1853.904
ARHGEF15|22899	151.9233	ARHGEF15|22899	1480.3165
ARHGEF16|27237	270.8632	ARHGEF16|27237	251.6393
ARHGEF17|9828	839.576	ARHGEF17|9828	1667.5942
ARHGEF18|23370	1284.8512	ARHGEF18|23370	995.4269
ARHGEF19|128272	340.8279	ARHGEF19|128272	468.4362
ARHGEF1|9138	1579.2025	ARHGEF1|9138	2317.985
ARHGEF2|9181	1212.3877	ARHGEF2|9181	2388.1536
ARHGEF33|100271715	7.996	ARHGEF33|100271715	8.7106
ARHGEF35|445328	787.1025	ARHGEF35|445328	376.975
ARHGEF37|389337	711.6406	ARHGEF37|389337	754.9179
ARHGEF38|54848	32.4836	lowly_expressed	lowly_expressed
ARHGEF3|50650	1150.9188	ARHGEF3|50650	622.8072
ARHGEF4|50649	140.9288	ARHGEF4|50649	451.4989
ARHGEF5|7984	1480.7522	ARHGEF5|7984	589.9006
ARHGEF6|9459	684.1545	ARHGEF6|9459	2510.5858
ARHGEF7|8874	1482.7512	ARHGEF7|8874	1688.4028
ARHGEF9|23229	542.2262	ARHGEF9|23229	529.4103
ARID1A|8289	2632.1708	ARID1A|8289	1842.7738
ARID1B|57492	1424.2807	ARID1B|57492	1243.1949
ARID2|196528	404.2958	ARID2|196528	370.684
ARID3A|1820	63.9677	ARID3A|1820	61.4581
ARID3B|10620	82.9581	ARID3B|10620	105.01100000000001
ARID4A|5926	430.2827	ARID4A|5926	400.2032
ARID4B|51742	980.0251	ARID4B|51742	654.7461
ARID5A|10865	874.0586	ARID5A|10865	2288.4657
ARID5B|84159	1527.2287	ARID5B|84159	1752.7644
ARIH1|25820	1316.835	ARIH1|25820	1193.3509
ARIH2|10425	1941.5195	ARIH2|10425	1747.9252
ARL10|285598	20.4897	ARL10|285598	15.9694
ARL11|115761	135.4316	ARL11|115761	112.7538
ARL13B|200894	278.8592	ARL13B|200894	150.4996
ARL15|54622	217.89	ARL15|54622	263.2534
ARL16|339231	486.7542	ARL16|339231	617.9680000000001
ARL17A|51326	61.9887	ARL17A|51326	49.3794
ARL1|400	1824.0788	ARL1|400	1714.5346
ARL2BP|23568	1329.3287	ARL2BP|23568	1659.3675
ARL2|402	561.2166	ARL2|402	2108.4469
ARL3|403	348.8238	ARL3|403	627.1625
ARL4A|10124	180.4089	ARL4A|10124	1127.5376
ARL4C|10123	1716.1334	ARL4C|10123	1541.2906
ARL4D|379	188.9046	ARL4D|379	348.4236
ARL5A|26225	1013.4882	ARL5A|26225	541.9923
ARL5B|221079	231.8829	ARL5B|221079	34.3584
ARL6IP1|23204	5189.3794	ARL6IP1|23204	4152.5321
ARL6IP4|51329	2226.3757	ARL6IP4|51329	3269.375
ARL6IP5|10550	6249.8438	ARL6IP5|10550	5359.9168
ARL6IP6|151188	361.3175	ARL6IP6|151188	214.8612
ARL6|84100	77.9606	ARL6|84100	38.7137
ARL8A|127829	1048.9703	ARL8A|127829	1462.8953
ARL8B|55207	2731.1208	ARL8B|55207	2001.0162
ARL9|132946	6.9965	ARL9|132946	8.7106
ARMC10|83787	1277.8997	ARMC10|83787	626.0931
ARMC1|55156	639.677	ARMC1|55156	444.724
ARMC2|84071	24.4876	ARMC2|84071	52.7475
lowly_expressed	lowly_expressed	ARMC4|55130	7.7427
ARMC5|79798	211.3932	ARMC5|79798	414.23699999999997
ARMC6|93436	648.6724	ARMC6|93436	755.4018
ARMC7|79637	373.8112	ARMC7|79637	473.2754
ARMC8|25852	772.6098	ARMC8|25852	617.4841
ARMC9|80210	226.3857	ARMC9|80210	213.4095
ARMCX1|51309	109.4447	ARMCX1|51309	908.805
ARMCX2|9823	295.3508	ARMCX2|9823	826.5383
ARMCX3|51566	1713.6346	ARMCX3|51566	1444.5063
ARMCX5|64860	362.31699999999995	ARMCX5|64860	245.3483
ARMCX6|54470	392.8016	ARMCX6|54470	285.0299
ARNT2|9915	112.4432	ARNT2|9915	141.7891
ARNTL2|56938	546.7239	ARNTL2|56938	25.1639
ARNTL|406	290.3534	ARNTL|406	132.5945
ARNT|405	1462.2616	ARNT|405	1369.9823
ARPC1A|10552	4888.1215	ARPC1A|10552	2485.8816
ARPC1B|10095	8259.7388	ARPC1B|10095	6547.4848
ARPC2|10109	5986.9766	ARPC2|10109	6825.7156
ARPC3|10094	5402.7716	ARPC3|10094	5012.460999999999
ARPC4|10093	4730.5361	ARPC4|10093	4831.0436
ARPC5L|81873	1206.8905	ARPC5L|81873	626.6786
ARPC5|10092	5823.5591	ARPC5|10092	5061.3371
ARPM1|84517	32.4836	ARPM1|84517	45.4886
ARPP19|10776	2045.9668	ARPP19|10776	2705.6062
ARRB1|408	536.729	ARRB1|408	1247.5501
ARRB2|409	1107.9405	ARRB2|409	3058.3852
ARRDC1|92714	1425.2802	ARRDC1|92714	821.699
ARRDC2|27106	601.6961	ARRDC2|27106	1458.54
ARRDC3|57561	4630.6615	ARRDC3|57561	1886.8107
ARRDC4|91947	567.7133	ARRDC4|91947	1281.9086
ARRDC5|645432	8.9955	ARRDC5|645432	12.097999999999999
ARSA|410	1282.3524	ARSA|410	1956.4954
ARSB|411	516.2393	ARSB|411	490.2127
ARSD|414	3179.3944	ARSD|414	1554.3565
ARSE|415	10.4947	ARSE|415	13.5498
ARSF|416	51.474	lowly_expressed	lowly_expressed
ARSG|22901	24.4876	ARSG|22901	114.2055
ARSH|347527	26.4866	lowly_expressed	lowly_expressed
ARSI|340075	122.9379	ARSI|340075	64.8455
ARSJ|79642	50.9743	ARSJ|79642	69.2008
ARSK|153642	92.4533	ARSK|153642	124.3679
ART3|419	134.4321	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ART4|420	9.6784
lowly_expressed	lowly_expressed	ART5|116969	18.8729
ARTN|9048	44.4775	ARTN|9048	6.291
ARV1|64801	241.8779	ARV1|64801	330.0346
ARVCF|421	320.3382	ARVCF|421	541.0245
lowly_expressed	lowly_expressed	ARX|170302	22.2604
AR|367	10.9944	AR|367	35.3263
AS3MT|57412	123.4377	AS3MT|57412	274.8675
ASAH1|427	3024.4726	ASAH1|427	8148.7575
ASAH2B|653308	12.4937	lowly_expressed	lowly_expressed
ASAM|79827	701.6457	ASAM|79827	521.1837
ASAP1|50807	832.0798	ASAP1|50807	1056.4011
ASAP2|8853	553.7204	ASAP2|8853	766.0481
ASAP3|55616	1268.8592	ASAP3|55616	1211.7399
ASB12|142689	7.996	lowly_expressed	lowly_expressed
ASB13|79754	472.2615	ASB13|79754	744.2716
ASB14|142686	5.997000000000001	ASB14|142686	8.7106
ASB16|92591	9.5602	ASB16|92591	11.0963
ASB1|51665	220.7485	ASB1|51665	477.1129
ASB2|51676	94.4523	ASB2|51676	106.4628
ASB3|51130	227.3852	ASB3|51130	237.6056
ASB6|140459	1050.6194	ASB6|140459	784.4903
ASB7|140460	235.3811	ASB7|140460	306.3224
ASB8|140461	547.2237	ASB8|140461	803.31
ASB9|140462	96.95100000000001	ASB9|140462	68.7169
ASCC1|51008	439.7779	ASCC1|51008	488.7609
ASCC2|84164	1494.7452	ASCC2|84164	1835.0311
ASCC3|10973	1248.8693	ASCC3|10973	564.2527
ASCL2|430	114.94200000000001	ASCL2|430	33.3906
ASF1A|25842	356.8198	ASF1A|25842	342.1326
ASF1B|55723	1051.469	ASF1B|55723	208.5703
ASGR1|432	27.9859	ASGR1|432	47.9082
ASGR2|433	12.9934	ASGR2|433	23.7122
ASH1L|55870	1751.9303	ASH1L|55870	991.3765
ASH2L|9070	747.6225	ASH2L|9070	1146.8944
ASL|435	493.7507	ASL|435	660.5531
ASMTL|8623	627.1833	ASMTL|8623	965.4238
ASNA1|439	1509.2378	ASNA1|439	1488.0592
ASNSD1|54529	1420.7825	ASNSD1|54529	984.7807
ASNS|440	1660.6614	ASNS|440	343.5844
lowly_expressed	lowly_expressed	ASPA|443	95.8165
ASPG|374569	39.4801	ASPG|374569	7.2588
ASPHD1|253982	31.4841	ASPHD1|253982	105.9789
ASPHD2|57168	97.9505	ASPHD2|57168	75.4918
ASPH|444	3758.4320000000002	ASPH|444	7284.8944
ASPM|259266	1545.7194	ASPM|259266	66.7812
ASPN|54829	160.9187	ASPN|54829	1234.4843
ASPRV1|151516	109.1249	ASPRV1|151516	99.6879
ASPSCR1|79058	459.7678	ASPSCR1|79058	484.8895
ASRGL1|80150	66.9662	ASRGL1|80150	275.8354
ASS1|445	10501.1969	ASS1|445	4296.7408
ASTE1|28990	198.7296	ASTE1|28990	220.736
lowly_expressed	lowly_expressed	ASTN1|460	49.8439
ASTN2|23245	59.9697	ASTN2|23245	245.8322
ASXL1|171023	1355.3156	lowly_expressed	lowly_expressed
ASXL2|55252	372.8117	ASXL2|55252	146.6283
lowly_expressed	lowly_expressed	ASXL3|80816	12.097999999999999
