gene_id	TCGA-BH-A0AU-01A-11R-A12P-07	gene_id	TCGA-BH-A0AU-11A-11R-A12P-07
ALS2CL|259173	61.3718	ALS2CL|259173	574.1994
ALS2CR11|151254	6.3177	ALS2CR11|151254	14.1428
ALS2CR4|65062	423.2852	ALS2CR4|65062	1487.4229999999998
ALS2CR8|79800	152.0758	ALS2CR8|79800	362.4609
ALS2|57679	727.4368	ALS2|57679	709.5666
ALX3|257	12.6354	ALX3|257	45.6612
lowly_expressed	lowly_expressed	ALX4|60529	62.6326
AMACR|23600	961.1913	AMACR|23600	348.7221
lowly_expressed	lowly_expressed	AMBP|259	47.2775
AMBRA1|55626	1559.1155	AMBRA1|55626	1191.6355
AMD1|262	1287.9061	AMD1|262	1969.9646
AMDHD1|144193	7.6715	AMDHD1|144193	15.3551
AMDHD2|51005	230.6995	AMDHD2|51005	227.7119
AMFR|267	7590.704000000001	AMFR|267	3833.9226
lowly_expressed	lowly_expressed	AMH|268	21.0122
AMICA1|120425	111.0108	AMICA1|120425	141.0243
AMIGO1|57463	142.148	AMIGO1|57463	185.0692
AMIGO2|347902	642.148	AMIGO2|347902	3953.5307
AMIGO3|386724	89.3502	AMIGO3|386724	73.9469
AMMECR1L|83607	1067.6895	AMMECR1L|83607	920.497
AMMECR1|9949	588.4477	AMMECR1|9949	343.8731
AMN1|196394	379.0614	AMN1|196394	257.8038
lowly_expressed	lowly_expressed	AMN|81693	7.2735
AMOTL1|154810	1051.8953	AMOTL1|154810	2792.2012
AMOTL2|51421	1760.3791	AMOTL2|51421	3080.7152
AMOT|154796	969.7653	AMOT|154796	1750.0758
lowly_expressed	lowly_expressed	AMPD1|270	57.7836
AMPD2|271	883.574	AMPD2|271	728.5584
AMPD3|272	312.2744	AMPD3|272	291.7466
AMPH|273	165.6137	AMPH|273	53.3387
AMT|275	16.769000000000002	AMT|275	394.2378
lowly_expressed	lowly_expressed	AMY1A|276	5.6571
lowly_expressed	lowly_expressed	AMY2A|279	5.2531
AMY2B|280	172.4774	AMY2B|280	640.4283
AMZ1|155185	222.4729	AMZ1|155185	22.6285
AMZ2P1|201283	168.7726	AMZ2P1|201283	230.7304
AMZ2|51321	2921.9314	AMZ2|51321	1032.4275
ANAPC10|10393	128.1588	ANAPC10|10393	109.9101
ANAPC11|51529	1199.4585	ANAPC11|51529	510.7587
ANAPC13|25847	1005.6949	ANAPC13|25847	966.8573
ANAPC16|119504	2359.2058	ANAPC16|119504	2359.8343
ANAPC1|64682	1163.8087	ANAPC1|64682	1053.4397
ANAPC2|29882	556.8592	ANAPC2|29882	852.2073
ANAPC4|29945	419.6751	ANAPC4|29945	671.9871
ANAPC5|51433	2953.0686	ANAPC5|51433	2377.6139
ANAPC7|51434	1643.0505	ANAPC7|51434	917.6685
ANGEL1|23357	736.9134	ANGEL1|23357	1038.0847
ANGEL2|90806	1315.4332	ANGEL2|90806	752.3992
ANGPT1|284	23.916999999999998	ANGPT1|284	244.4691
ANGPT2|285	163.3574	ANGPT2|285	144.6611
lowly_expressed	lowly_expressed	ANGPT4|51378	9.2939
ANGPTL1|9068	32.491	ANGPTL1|9068	83.6448
ANGPTL2|23452	1106.0469	ANGPTL2|23452	1699.5656
lowly_expressed	lowly_expressed	ANGPTL3|27329	5.2531
ANGPTL4|51129	118.23100000000001	ANGPTL4|51129	791.9992
ANGPTL6|83854	5.2933	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANGPTL7|10218	71.9265
ANG|283	82.306	ANG|283	469.4333
ANK1|286	15.7942	ANK1|286	6.8694
ANK2|287	315.8845	ANK2|287	242.4487
ANK3|288	1333.4838	ANK3|288	1637.7412
ANKAR|150709	22.5632	ANKAR|150709	84.0489
ANKDD1A|348094	19.4043	ANKDD1A|348094	114.7591
ANKFN1|162282	9.0253	ANKFN1|162282	27.8816
ANKFY1|51479	1925.0903	ANKFY1|51479	2357.4098
ANKHD1-EIF4EBP3|404734	768.2085	ANKHD1-EIF4EBP3|404734	1221.0688
ANKHD1|54882	1920.8845	ANKHD1|54882	3703.4125
ANKH|56172	1200.361	ANKH|56172	1608.6473
ANKIB1|54467	3341.6065	ANKIB1|54467	1411.8598
ANKK1|255239	17.148	ANKK1|255239	55.3591
ANKLE1|126549	14.4404	ANKLE1|126549	34.3469
ANKLE2|23141	2650.2708	ANKLE2|23141	1724.2146
ANKMY1|51281	290.6137	ANKMY1|51281	314.7793
ANKMY2|57037	549.639	ANKMY2|57037	710.3748
ANKRA2|57763	234.657	ANKRA2|57763	475.1995
ANKRD10|55608	1007.852	ANKRD10|55608	1664.4105
ANKRD11|29123	919.63	ANKRD11|29123	2881.192
ANKRD12|23253	1158.3935	ANKRD12|23253	1704.0105
ANKRD13A|88455	1109.657	ANKRD13A|88455	1617.1329999999998
ANKRD13B|124930	262.1841	ANKRD13B|124930	140.6203
ANKRD13C|81573	457.13	ANKRD13C|81573	552.379
ANKRD13D|338692	640.7942	ANKRD13D|338692	537.428
ANKRD16|54522	152.0758	ANKRD16|54522	208.5059
ANKRD17|26057	4283.3935	ANKRD17|26057	4232.3467
ANKRD19|138649	41.9675	ANKRD19|138649	39.1959
lowly_expressed	lowly_expressed	ANKRD1|27063	6.8694
ANKRD20A3|441425	5.4152	ANKRD20A3|441425	40.004
lowly_expressed	lowly_expressed	ANKRD20A4|728747	16.1632
ANKRD20B|729171	14.4404	ANKRD20B|729171	16.1632
ANKRD22|118932	356.0469	ANKRD22|118932	25.053
ANKRD23|200539	27.0758	ANKRD23|200539	80.0081
ANKRD24|170961	20.3069	ANKRD24|170961	93.3428
lowly_expressed	lowly_expressed	ANKRD26P1|124149	48.8938
ANKRD26|22852	174.1877	ANKRD26|22852	404.0812
ANKRD27|84079	829.4224	ANKRD27|84079	888.1705
ANKRD28|23243	1316.3357	ANKRD28|23243	1546.0147
ANKRD29|147463	109.65700000000001	ANKRD29|147463	272.3507
ANKRD30A|91074	118.23100000000001	ANKRD30A|91074	1020.3051
lowly_expressed	lowly_expressed	ANKRD30B|374860	143.4488
lowly_expressed	lowly_expressed	ANKRD31|256006	9.2939
ANKRD32|84250	194.9458	ANKRD32|84250	180.2202
ANKRD34A|284615	13.9892	ANKRD34A|284615	20.6081
ANKRD35|148741	24.3682	ANKRD35|148741	172.1386
ANKRD36BP1|84832	142.5993	ANKRD36BP1|84832	248.51
ANKRD36B|57730	33.8448	ANKRD36B|57730	131.7305
ANKRD36|375248	79.4224	ANKRD36|375248	403.2731
ANKRD37|353322	47.5722	ANKRD37|353322	70.1162
ANKRD39|51239	103.7906	ANKRD39|51239	98.9999
ANKRD40|91369	1696.7509	ANKRD40|91369	1375.8966
ANKRD42|338699	301.444	ANKRD42|338699	318.0119
ANKRD43|134548	112.8159	ANKRD43|134548	22.2245
ANKRD44|91526	76.7148	ANKRD44|91526	111.5264
ANKRD45|339416	10.3791	ANKRD45|339416	16.5673
ANKRD46|157567	948.7951	ANKRD46|157567	551.1708
ANKRD49|54851	196.7509	ANKRD49|54851	420.2445
ANKRD50|57182	1834.8375	ANKRD50|57182	1602.9902
ANKRD52|283373	3262.1841	ANKRD52|283373	1709.6676
lowly_expressed	lowly_expressed	ANKRD53|79998	42.4285
ANKRD54|129138	302.7978	ANKRD54|129138	375.7955
ANKRD55|79722	5.4152	lowly_expressed	lowly_expressed
ANKRD56|345079	106.4982	ANKRD56|345079	106.2734
ANKRD57|65124	1237.8159	ANKRD57|65124	949.5909
ANKRD58|347454	17.148	ANKRD58|347454	7.6775
ANKRD5|63926	486.4621	ANKRD5|63926	226.2855
ANKRD6|22881	277.4684	ANKRD6|22881	409.7828
ANKRD9|122416	19.4043	ANKRD9|122416	60.6122
ANKS1A|23294	815.4332	ANKS1A|23294	1481.7658
ANKS1B|56899	217.50900000000001	ANKS1B|56899	83.6448
ANKS3|124401	235.5596	ANKS3|124401	364.0772
ANKS6|203286	88.8989	ANKS6|203286	157.1876
ANKZF1|55139	458.4838	ANKZF1|55139	1218.7089999999998
ANLN|54443	1112.8159	ANLN|54443	27.8816
ANO10|55129	615.0722	ANO10|55129	747.1462
ANO1|55107	1515.7942	ANO1|55107	8989.1908
ANO2|57101	14.8917	ANO2|57101	36.7714
lowly_expressed	lowly_expressed	ANO3|63982	10.102
lowly_expressed	lowly_expressed	ANO4|121601	6.0612
ANO5|203859	405.6859	ANO5|203859	36.7714
ANO6|196527	2173.7365	ANO6|196527	2797.8584
ANO7|50636	13.5379	ANO7|50636	25.4571
ANO8|57719	188.1769	ANO8|57719	322.4568
ANO9|338440	130.4152	ANO9|338440	156.7835
ANP32A|8125	1801.8953	ANP32A|8125	2352.9649
ANP32B|10541	1895.7581	ANP32B|10541	2441.0547
ANP32E|81611	1296.9314	ANP32E|81611	729.3666
ANPEP|290	2208.4838	ANPEP|290	2741.6911
ANTXR1|84168	6139.4404	ANTXR1|84168	2250.7324
ANTXR2|118429	941.3357	ANTXR2|118429	982.7255
ANUBL1|93550	162.4549	ANUBL1|93550	282.4528
ANXA11|311	2529.3321	ANXA11|311	2928.3766
ANXA1|301	1229.6931	ANXA1|301	4859.8848
ANXA2P1|303	36.5523	ANXA2P1|303	35.5591
ANXA2P2|304	2945.3971	ANXA2P2|304	2586.5239
ANXA2|302	7866.4259999999995	ANXA2|302	7150.2172
ANXA3|306	51.443999999999996	ANXA3|306	1178.7049
ANXA4|307	1030.2347	ANXA4|307	1165.7743
ANXA5|308	5398.4657	ANXA5|308	4977.8766
ANXA6|309	3936.8231	ANXA6|309	4002.0204
ANXA7|310	3471.5704	ANXA7|310	2424.4873
lowly_expressed	lowly_expressed	ANXA8L1|728113	5.2248
ANXA8L2|244	13.9892	ANXA8L2|244	444.8934
ANXA8|653145	22.1119	ANXA8|653145	1053.0639
ANXA9|8416	2097.0217	ANXA9|8416	248.51
AOAH|313	121.8412	AOAH|313	94.555
AOC2|314	23.0144	AOC2|314	21.4163
AOC3|8639	649.8195	AOC3|8639	2262.0467
AOX1|316	79.4224	AOX1|316	321.2446
AP1AR|55435	817.6895	AP1AR|55435	673.1993
AP1B1|162	2741.426	AP1B1|162	2568.3402
AP1G1|164	2068.5921	AP1G1|164	3031.4173
AP1G2|8906	1103.8403	AP1G2|8906	1693.3387
AP1M1|8907	1113.7184	AP1M1|8907	671.5830000000001
AP1M2|10053	4295.5776	AP1M2|10053	1042.9336
AP1S1|1174	963.8989	AP1S1|1174	524.4974
AP1S2|8905	405.2347	AP1S2|8905	266.6936
AP1S3|130340	134.4765	AP1S3|130340	102.2325
AP2A1|160	3531.8321	AP2A1|160	1564.7601
AP2A2|161	1977.8881	AP2A2|161	1505.6066
AP2B1|163	11260.8303	AP2B1|163	7342.9639
AP2M1|1173	7859.2058	AP2M1|1173	4357.6119
AP2S1|1175	1857.852	AP2S1|1175	687.7462
AP3B1|8546	1492.3285	AP3B1|8546	1237.7008
AP3B2|8120	245.4874	AP3B2|8120	165.6733
AP3D1|8943	3814.5307	AP3D1|8943	2913.8297
AP3M1|26985	2800.0903	AP3M1|26985	1436.5087
AP3M2|10947	549.1877	AP3M2|10947	566.5219
AP3S1|1176	682.7617	AP3S1|1176	611.3749
AP3S2|10239	1859.5397	AP3S2|10239	1381.4769
AP4B1|10717	240.1309	AP4B1|10717	423.2953
AP4E1|23431	332.13	AP4E1|23431	357.6119
AP4M1|9179	570.2708	AP4M1|9179	322.0002
AP4S1|11154	33.3935	AP4S1|11154	65.8652
APAF1|317	438.1769	APAF1|317	566.5219
APBA1|320	95.2166	APBA1|320	514.3954
APBA2|321	123.1949	APBA2|321	157.9958
APBA3|9546	102.8881	APBA3|9546	204.4651
APBB1IP|54518	245.0361	APBB1IP|54518	263.0569
APBB1|322	429.1516	APBB1|322	839.6808
APBB2|323	2263.5379	APBB2|323	2424.4873
APBB3|10307	67.2383	APBB3|10307	559.6525
APC2|10297	14.9413	APC2|10297	5.7056
APCDD1L|164284	28.8809	APCDD1L|164284	447.722
APCDD1|147495	295.5776	APCDD1|147495	1815.5369
APC|324	861.9134	APC|324	1253.4599
APEH|327	1967.509	APEH|327	1624.8106
APEX1|328	1796.9314	APEX1|328	2916.6582
APEX2|27301	744.5848	APEX2|27301	483.2811
APH1A|51107	5992.3285	APH1A|51107	4370.1384
APH1B|83464	407.9422	APH1B|83464	852.2073
API5|8539	4152.5271	API5|8539	2793.4135
APIP|51074	385.5686	APIP|51074	315.0702
APITD1|378708	409.7969	APITD1|378708	155.7854
APLF|200558	59.1155	APLF|200558	101.0203
APLNR|187	500.4513	APLNR|187	893.4236
APLN|8862	27.5271	APLN|8862	195.5753
APLP1|333	254.9639	APLP1|333	33.5387
APLP2|334	10334.3863	APLP2|334	15596.3229
APOA1BP|128240	3211.6426	APOA1BP|128240	1011.8194
APOB48R|55911	164.7112	APOB48R|55911	161.6325
lowly_expressed	lowly_expressed	APOBEC2|10930	7.6775
APOBEC3C|27350	142.5993	APOBEC3C|27350	258.612
APOBEC3D|140564	121.8412	APOBEC3D|140564	115.5672
APOBEC3F|200316	181.8592	APOBEC3F|200316	242.8528
APOBEC3G|60489	240.9747	APOBEC3G|60489	240.0242
APOBEC3H|164668	5.4152	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	APOB|338	16.5673
APOC1|341	800.0903	APOC1|341	232.7508
APOC2|344	66.78699999999999	APOC2|344	12.9306
APOD|347	1674.639	APOD|347	12498.6362
APOE|348	2153.4296	APOE|348	1522.174
APOF|319	10.3791	lowly_expressed	lowly_expressed
APOL1|8542	1485.1083	APOL1|8542	612.9912
APOL2|23780	637.1841	APOL2|23780	653.3993
APOL3|80833	484.2058	APOL3|80833	848.5706
APOL4|80832	228.7906	APOL4|80832	294.9793
APOL6|80830	2447.6534	APOL6|80830	1786.039
APOLD1|81575	439.0794	APOLD1|81575	306.6976
APOM|55937	11.2816	APOM|55937	48.8938
APOOL|139322	402.0758	APOOL|139322	258.2079
APOO|79135	314.0794	APOO|79135	143.8529
APPBP2|10513	1818.5921	APPBP2|10513	1433.2761
APPL1|26060	1628.1588	APPL1|26060	2091.1203
APPL2|55198	1252.2563	APPL2|55198	1581.9779999999998
APP|351	12435.4693	APP|351	39926.8613
APRT|353	690.8845	APRT|353	1380.7455
APTX|54840	556.4079	APTX|54840	522.0729
AQP11|282679	23.4657	AQP11|282679	14.950999999999999
AQP1|358	2128.1588	AQP1|358	10375.8157
lowly_expressed	lowly_expressed	AQP2|359	7.6775
AQP3|360	89.8014	AQP3|360	898.6766
AQP4|361	7.6715	AQP4|361	102.2325
AQP5|362	9.9278	AQP5|362	597.6361
lowly_expressed	lowly_expressed	AQP6|363	27.4775
AQP7P1|375719	5.4152	AQP7P1|375719	41.6204
AQP7|364	27.9783	AQP7|364	259.4201
AQP9|366	37.4549	lowly_expressed	lowly_expressed
AQPEP|206338	5.4152	AQPEP|206338	29.0938
AQR|9716	987.8159	AQR|9716	1339.9333
ARAF|369	1367.3285	ARAF|369	1217.4967
ARAP1|116985	2273.0009	ARAP1|116985	2705.2672
ARAP2|116984	661.5523	ARAP2|116984	472.3709
ARAP3|64411	202.1661	ARAP3|64411	627.5381
ARCN1|372	4538.3574	ARCN1|372	4216.9916
ARC|23237	12.1841	ARC|23237	176.9876
AREG|374	15.7942	AREG|374	427.1138
ARF1|375	15105.1444	ARF1|375	7370.8455
ARF3|377	10587.0939	ARF3|377	4285.6854
ARF4|378	4266.2455	ARF4|378	3031.4173
ARF5|381	3151.6065	ARF5|381	1888.9827
ARF6|382	3300.5415	ARF6|382	2648.7524
ARFGAP1|55738	981.9495	ARFGAP1|55738	1156.8845
ARFGAP2|84364	2273.4657	ARFGAP2|84364	2473.7852
ARFGAP3|26286	1267.1480000000001	ARFGAP3|26286	1246.5906
ARFGEF1|10565	7396.2094	ARFGEF1|10565	2111.09
ARFGEF2|10564	6366.4259999999995	ARFGEF2|10564	2752.1972
ARFIP1|27236	1690.8845	ARFIP1|27236	960.5011
ARFIP2|23647	2799.639	ARFIP2|23647	1708.4554
ARFRP1|10139	242.7798	ARFRP1|10139	534.5995
ARG2|384	120.1805	ARG2|384	143.8812
ARGLU1|55082	928.7004	ARGLU1|55082	3420.9516
ARHGAP10|79658	158.8448	ARHGAP10|79658	309.5262
ARHGAP11A|9824	383.574	ARHGAP11A|9824	63.4408
ARHGAP11B|89839	26.6245	ARHGAP11B|89839	12.5265
ARHGAP12|94134	564.5307	ARHGAP12|94134	1461.5618
ARHGAP15|55843	41.065	ARHGAP15|55843	41.2163
ARHGAP17|55114	1014.4404	ARHGAP17|55114	1030.4071
ARHGAP18|93663	418.3213	ARHGAP18|93663	539.8525
ARHGAP19|84986	533.8448	ARHGAP19|84986	1509.2434
ARHGAP1|392	5601.5343	ARHGAP1|392	3109.0009
ARHGAP20|57569	121.3899	ARHGAP20|57569	189.11
ARHGAP21|57584	1412.9061	ARHGAP21|57584	2163.0468
ARHGAP22|58504	26.6245	ARHGAP22|58504	50.1061
ARHGAP23|57636	535.1986	ARHGAP23|57636	782.3012
ARHGAP24|83478	151.6245	ARHGAP24|83478	358.01599999999996
ARHGAP25|9938	232.852	ARHGAP25|9938	467.9261
ARHGAP26|23092	235.1083	ARHGAP26|23092	1099.505
ARHGAP27|201176	277.5271	ARHGAP27|201176	576.6239
ARHGAP28|79822	263.5379	ARHGAP28|79822	155.5713
ARHGAP29|9411	928.2491	ARHGAP29|9411	1943.6307
ARHGAP30|257106	520.7581	ARHGAP30|257106	485.3015
ARHGAP31|57514	758.1227	ARHGAP31|57514	990.4031
ARHGAP32|9743	1400.7220000000002	ARHGAP32|9743	2011.9204
ARHGAP33|115703	156.5884	ARHGAP33|115703	308.314
lowly_expressed	lowly_expressed	ARHGAP36|158763	1721.386
ARHGAP39|80728	351.5343	ARHGAP39|80728	259.0161
ARHGAP42|143872	75.7671	ARHGAP42|143872	240.8082
ARHGAP4|393	186.8231	ARHGAP4|393	391.1506
ARHGAP5|394	1380.8664	ARHGAP5|394	3072.2295
ARHGAP6|395	26.1733	ARHGAP6|395	126.0733
ARHGAP8|23779	535.2211	ARHGAP8|23779	630.5324
ARHGAP9|64333	103.3394	ARHGAP9|64333	129.306
ARHGDIA|396	4457.5812	ARHGDIA|396	3023.3357
ARHGDIB|397	1855.1444	ARHGDIB|397	3252.8538
ARHGDIG|398	8.1227	lowly_expressed	lowly_expressed
ARHGEF10L|55160	723.8267	ARHGEF10L|55160	1380.7455
ARHGEF10|9639	691.7869999999999	ARHGEF10|9639	1243.762
ARHGEF11|9826	2242.7798	ARHGEF11|9826	1553.6923
ARHGEF12|23365	4679.1516	ARHGEF12|23365	5656.733
ARHGEF15|22899	204.4224	ARHGEF15|22899	661.885
ARHGEF16|27237	305.5054	ARHGEF16|27237	263.865
ARHGEF17|9828	958.4838	ARHGEF17|9828	2020.0020000000002
ARHGEF18|23370	849.278	ARHGEF18|23370	1023.5377
ARHGEF19|128272	454.4224	ARHGEF19|128272	496.2117
ARHGEF1|9138	1033.3935	ARHGEF1|9138	1392.4639
ARHGEF2|9181	1706.6787	ARHGEF2|9181	1811.4961
ARHGEF33|100271715	7.6715	ARHGEF33|100271715	15.3551
ARHGEF35|445328	1013.5379	ARHGEF35|445328	1061.1173
ARHGEF37|389337	385.8303	ARHGEF37|389337	2175.1692
ARHGEF38|54848	27.0758	ARHGEF38|54848	69.502
ARHGEF3|50650	740.0722	ARHGEF3|50650	1173.4519
ARHGEF4|50649	35.6498	ARHGEF4|50649	280.4324
ARHGEF5|7984	838.8989	ARHGEF5|7984	870.795
ARHGEF6|9459	1998.6462	ARHGEF6|9459	2465.2995
ARHGEF7|8874	1191.3357	ARHGEF7|8874	1659.1575
ARHGEF9|23229	748.1949	ARHGEF9|23229	1039.701
ARID1A|8289	5222.0217	ARID1A|8289	3476.7148
ARID1B|57492	1644.4043	ARID1B|57492	2694.0095
ARID2|196528	1288.3574	ARID2|196528	1167.3906
ARID3A|1820	79.4224	ARID3A|1820	38.7918
ARID3B|10620	150.2708	ARID3B|10620	164.05700000000002
ARID4A|5926	414.7112	ARID4A|5926	876.0481
ARID4B|51742	2013.8087	ARID4B|51742	1670.8031
ARID5A|10865	206.6787	ARID5A|10865	1661.582
ARID5B|84159	1178.2491	ARID5B|84159	3521.1638
ARIH1|25820	2587.0939	ARIH1|25820	2216.7896
ARIH2|10425	1060.0181	ARIH2|10425	1930.7001
ARL10|285598	115.5235	ARL10|285598	87.2815
ARL11|115761	125.0	ARL11|115761	25.4571
ARL13B|200894	309.5668	ARL13B|200894	245.2773
ARL15|54622	186.8231	ARL15|54622	404.8894
ARL16|339231	420.5776	ARL16|339231	393.171
ARL17A|51326	94.7834	ARL17A|51326	143.9216
ARL1|400	3978.3394	ARL1|400	2077.7856
ARL2BP|23568	1921.4801	ARL2BP|23568	1122.5376
ARL2|402	751.3538	ARL2|402	743.5094
ARL3|403	1666.065	ARL3|403	688.5544
ARL4A|10124	193.1408	ARL4A|10124	2037.3775
ARL4C|10123	952.1661	ARL4C|10123	2229.7202
ARL4D|379	133.57399999999998	ARL4D|379	205.2733
ARL5A|26225	865.9747	ARL5A|26225	619.0524
ARL5B|221079	180.5054	ARL5B|221079	263.0569
ARL6IP1|23204	11267.5993	ARL6IP1|23204	3667.4412
ARL6IP4|51329	1661.1011	ARL6IP4|51329	1693.9085
ARL6IP5|10550	4638.0866	ARL6IP5|10550	3351.4496
ARL6IP6|151188	140.343	ARL6IP6|151188	251.3385
ARL6|84100	123.1949	ARL6|84100	87.2815
ARL8A|127829	1414.7112	ARL8A|127829	993.6357
ARL8B|55207	4084.3863	ARL8B|55207	2045.8632
ARL9|132946	5.4152	ARL9|132946	9.6979
ARMC10|83787	944.0704	ARMC10|83787	725.2329
ARMC1|55156	1671.4801	ARMC1|55156	650.9748
ARMC2|84071	45.1264	ARMC2|84071	63.8448
lowly_expressed	lowly_expressed	ARMC3|219681	6.8694
ARMC4|55130	8.1227	lowly_expressed	lowly_expressed
ARMC5|79798	271.6606	ARMC5|79798	286.0895
ARMC6|93436	753.1588	ARMC6|93436	525.3056
ARMC7|79637	536.1011	ARMC7|79637	325.2854
ARMC8|25852	915.6137	ARMC8|25852	713.2034
ARMC9|80210	631.769	ARMC9|80210	252.9548
ARMCX1|51309	567.2383	ARMCX1|51309	1041.3173
ARMCX2|9823	1792.87	ARMCX2|9823	1146.3784
ARMCX3|51566	3415.6137	ARMCX3|51566	1874.5328
ARMCX5|64860	397.1119	ARMCX5|64860	472.3709
ARMCX6|54470	337.5451	ARMCX6|54470	338.216
ARNT2|9915	1251.3538	ARNT2|9915	648.9544
ARNTL2|56938	57.3105	ARNTL2|56938	14.5469
ARNTL|406	337.0939	ARNTL|406	353.9751
ARNT|405	1485.1083	lowly_expressed	lowly_expressed
ARPC1A|10552	2950.8123	ARPC1A|10552	2009.0918
ARPC1B|10095	2920.1264	ARPC1B|10095	758.4605
ARPC2|10109	4213.8989	ARPC2|10109	2582.4831
ARPC3|10094	3715.704	ARPC3|10094	1962.2184
ARPC4|10093	3458.1318	ARPC4|10093	2292.676
ARPC5L|81873	574.9097	ARPC5L|81873	420.6486
ARPC5|10092	3073.5559999999996	ARPC5|10092	2177.1896
ARPM1|84517	27.0758	ARPM1|84517	27.8816
ARPP19|10776	3040.6137	ARPP19|10776	2866.9563
ARRB1|408	161.5523	ARRB1|408	1004.5459
ARRB2|409	500.9025	ARRB2|409	532.9831
ARRDC1|92714	572.2022	ARRDC1|92714	752.3992
ARRDC2|27106	396.2094	ARRDC2|27106	841.7012
ARRDC3|57561	1836.1913	ARRDC3|57561	6078.5938
ARRDC4|91947	444.4946	ARRDC4|91947	983.5337
ARSA|410	987.3646	ARSA|410	774.2196
ARSB|411	337.5451	ARSB|411	135.3672
ARSD|414	3230.5957	ARSD|414	3980.6041
ARSE|415	70.3971	ARSE|415	55.7632
ARSG|22901	450.8123	ARSG|22901	318.8201
ARSH|347527	5.8664	lowly_expressed	lowly_expressed
ARSI|340075	119.5848	ARSI|340075	18.5877
ARSJ|79642	95.6679	ARSJ|79642	177.3917
ARSK|153642	119.5848	ARSK|153642	211.7386
lowly_expressed	lowly_expressed	ART3|419	7.6775
lowly_expressed	lowly_expressed	ART4|420	5.2531
ART5|116969	9.9278	ART5|116969	31.1143
ARTN|9048	245.0361	ARTN|9048	12.1224
ARV1|64801	542.87	ARV1|64801	388.3221
ARVCF|421	327.6173	ARVCF|421	659.0565
lowly_expressed	lowly_expressed	ARX|170302	5.2531
AR|367	1069.9458	AR|367	744.3176
AS3MT|57412	402.0758	AS3MT|57412	243.66099999999997
ASAH1|427	8311.8231	ASAH1|427	3363.5721
ASAH2B|653308	7.6715	ASAH2B|653308	21.0122
ASAH2|56624	6.769	lowly_expressed	lowly_expressed
ASAM|79827	343.8628	ASAM|79827	436.4077
ASAP1|50807	1397.5632	ASAP1|50807	901.1011
ASAP2|8853	1290.6137	ASAP2|8853	684.9177
ASAP3|55616	872.2924	ASAP3|55616	883.7256
ASB13|79754	2389.8917	ASB13|79754	880.0889
ASB14|142686	8.574	ASB14|142686	13.3347
ASB16|92591	49.2103	ASB16|92591	25.6268
ASB1|51665	286.2274	ASB1|51665	792.2699
ASB2|51676	21.6606	ASB2|51676	19.3959
ASB3|51130	365.9747	ASB3|51130	400.4728
lowly_expressed	lowly_expressed	ASB5|140458	18.1837
ASB6|140459	634.0433	ASB6|140459	845.6652
ASB7|140460	713.4477	ASB7|140460	598.8484
ASB8|140461	1248.6462	ASB8|140461	933.4276
ASB9|140462	8.574	ASB9|140462	35.5591
ASCC1|51008	660.1986	ASCC1|51008	377.4119
ASCC2|84164	1031.5884	ASCC2|84164	1127.3866
ASCC3|10973	1199.0072	ASCC3|10973	1117.2846
ASCL1|429	60.4693	lowly_expressed	lowly_expressed
ASCL2|430	18.9531	ASCL2|430	41.6204
ASF1A|25842	265.7942	ASF1A|25842	549.9545
ASF1B|55723	599.7292	ASF1B|55723	42.8326
ASGR1|432	7.6715	ASGR1|432	13.3347
ASH1L|55870	4186.3267	ASH1L|55870	4077.3411
ASH2L|9070	1324.9097	ASH2L|9070	1211.4355
ASL|435	334.3863	ASL|435	477.624
ASMTL|8623	495.0361	ASMTL|8623	893.8277
ASNA1|439	1933.6643	ASNA1|439	935.8521
ASNSD1|54529	833.0325	ASNSD1|54529	1213.0518
ASNS|440	803.7004	ASNS|440	438.4281
lowly_expressed	lowly_expressed	ASPA|443	17.3755
ASPHD1|253982	38.8087	ASPHD1|253982	41.2163
ASPHD2|57168	146.2094	ASPHD2|57168	46.4693
ASPH|444	8898.0596	ASPH|444	4832.674
ASPM|259266	1005.4152	ASPM|259266	17.7796
ASPN|54829	2694.9458	ASPN|54829	106.2734
ASPRV1|151516	36.5523	ASPRV1|151516	118.6544
ASPSCR1|79058	319.4946	ASPSCR1|79058	229.9222
ASRGL1|80150	32.0397	ASRGL1|80150	75.1591
ASS1|445	410.1986	ASS1|445	1483.3822
ASTE1|28990	180.2347	ASTE1|28990	275.1066
ASTL|431705	7.2202	lowly_expressed	lowly_expressed
ASTN1|460	11.2816	ASTN1|460	112.3346
ASTN2|23245	194.0433	ASTN2|23245	399.2322
ASXL1|171023	3050.5415	ASXL1|171023	2800.6869
ASXL2|55252	962.9964	ASXL2|55252	1015.4561
ASXL3|80816	8.1227	ASXL3|80816	23.4367
ATAD1|84896	1421.0289	ATAD1|84896	1166.5825
ATAD2B|54454	521.2094	ATAD2B|54454	399.2322
ATAD2|29028	1942.2383	ATAD2|29028	503.0811
ATAD3A|55210	572.2022	ATAD3A|55210	408.5261
ATAD3B|83858	197.6534	ATAD3B|83858	290.9385
ATAD3C|219293	165.1625	ATAD3C|219293	192.7467
ATAD5|79915	144.4043	ATAD5|79915	102.6366
ATE1|11101	314.9819	ATE1|11101	318.0119
