gene_id	TCGA-BH-A1EU-01A-11R-A137-07	gene_id	TCGA-BH-A1EU-11A-23R-A137-07
lowly_expressed	lowly_expressed	ALK|238	27.0603
ALMS1P|200420	15.4847	lowly_expressed	lowly_expressed
ALMS1|7840	1389.2846	ALMS1|7840	1014.1451
lowly_expressed	lowly_expressed	ALOX12P2|245	34.4403
lowly_expressed	lowly_expressed	ALOX12|239	8.6101
ALOX15B|247	63.3839	ALOX15B|247	148.2165
ALOX15|246	20.6462	ALOX15|246	25.2153
ALOX5AP|241	450.7071	ALOX5AP|241	335.1784
ALOX5|240	621.4514	ALOX5|240	955.7196
ALOXE3|59344	15.4847	ALOXE3|59344	17.2202
ALPK1|80216	873.5419	ALPK1|80216	817.9582
ALPK2|115701	41.086000000000006	lowly_expressed	lowly_expressed
ALPK3|57538	217.6112	ALPK3|57538	253.3825
ALPL|249	690.4098	ALPL|249	504.92
ALS2CL|259173	159.3889	ALS2CL|259173	235.5474
ALS2CR11|151254	70.8166	ALS2CR11|151254	12.9151
ALS2CR12|130540	10.3231	lowly_expressed	lowly_expressed
ALS2CR4|65062	754.8261	ALS2CR4|65062	1865.9287
ALS2CR8|79800	411.6858	ALS2CR8|79800	397.29400000000004
ALS2|57679	917.7248	ALS2|57679	785.9779
lowly_expressed	lowly_expressed	ALX1|8092	13.5301
ALX3|257	20.2333	ALX3|257	20.9102
ALX4|60529	9.7037	ALX4|60529	23.9852
AMACR|23600	461.6496	AMACR|23600	293.9729
AMBRA1|55626	981.9346	AMBRA1|55626	817.9582
AMD1|262	1463.9476	AMD1|262	2182.6568
AMDHD1|144193	21.2656	AMDHD1|144193	10.4551
AMDHD2|51005	125.7355	AMDHD2|51005	78.1058
AMFR|267	3104.7796	AMFR|267	3479.7048
AMH|268	20.0268	lowly_expressed	lowly_expressed
AMICA1|120425	516.7751	AMICA1|120425	110.7011
AMIGO1|57463	293.5893	AMIGO1|57463	209.7171
AMIGO2|347902	674.5122	AMIGO2|347902	3675.2645
AMIGO3|386724	46.45399999999999	AMIGO3|386724	46.1255
AMMECR1L|83607	853.3086	AMMECR1L|83607	1087.9459
AMMECR1|9949	525.24	AMMECR1|9949	287.8229
AMN1|196394	272.7367	AMN1|196394	212.1771
AMOTL1|154810	1384.3295	AMOTL1|154810	3086.1009
AMOTL2|51421	1331.0622	AMOTL2|51421	3125.4613
AMOT|154796	1681.8416	AMOT|154796	1316.7282
lowly_expressed	lowly_expressed	AMPD1|270	17.8352
AMPD2|271	646.0204	AMPD2|271	517.8352
AMPD3|272	594.1984	AMPD3|272	293.3579
AMPH|273	175.9059	AMPH|273	89.1759
AMT|275	65.5456	AMT|275	179.5572
lowly_expressed	lowly_expressed	AMY1A|276	74.4157
AMY2B|280	310.6411	AMY2B|280	651.9127
AMZ1|155185	37.7826	lowly_expressed	lowly_expressed
AMZ2P1|201283	174.4606	AMZ2P1|201283	215.2522
AMZ2|51321	1033.963	AMZ2|51321	1010.4551
ANAPC10|10393	115.8253	ANAPC10|10393	136.5314
ANAPC11|51529	324.1458	ANAPC11|51529	373.3087
ANAPC13|25847	1232.1648	ANAPC13|25847	1006.7958
ANAPC16|119504	1887.2716	ANAPC16|119504	2565.1907
ANAPC1|64682	791.5763	ANAPC1|64682	956.3346
ANAPC2|29882	475.0697	ANAPC2|29882	434.1943
ANAPC4|29945	505.8326	ANAPC4|29945	739.2374
ANAPC5|51433	2803.7576	ANAPC5|51433	2271.8327
ANAPC7|51434	943.3261	ANAPC7|51434	761.9926
ANGEL1|23357	582.0171	ANGEL1|23357	650.6765
ANGEL2|90806	1192.3196	ANGEL2|90806	905.2891
ANGPT1|284	249.6129	ANGPT1|284	392.3739
ANGPT2|285	484.3605	ANGPT2|285	456.9496
ANGPT4|51378	5.1616	ANGPT4|51378	12.3001
ANGPTL1|9068	292.1441	ANGPTL1|9068	826.5683
ANGPTL2|23452	2063.7968	ANGPTL2|23452	4894.8339
ANGPTL4|51129	371.2192	ANGPTL4|51129	733.0873
ANGPTL5|253935	5.1616	ANGPTL5|253935	9.2251
ANGPTL7|10218	71.6424	ANGPTL7|10218	461.8696
ANG|283	443.834	ANG|283	521.5806
ANK1|286	24.9819	ANK1|286	12.9151
ANK2|287	965.2111	ANK2|287	1324.1082
ANK3|288	1219.5726	ANK3|288	1579.3358
ANKAR|150709	90.4305	ANKAR|150709	69.4957
ANKDD1A|348094	142.459	ANKDD1A|348094	215.8672
ANKFN1|162282	10.1167	lowly_expressed	lowly_expressed
ANKFY1|51479	2278.9305	ANKFY1|51479	2610.7011
ANKHD1-EIF4EBP3|404734	1942.6014	ANKHD1-EIF4EBP3|404734	1821.0886
ANKHD1|54882	4453.3024	ANKHD1|54882	2499.5387
ANKH|56172	1244.3481	ANKH|56172	3274.2927
ANKIB1|54467	1953.546	ANKIB1|54467	1696.8020000000001
lowly_expressed	lowly_expressed	ANKK1|255239	30.7503
ANKLE1|126549	7.6391	ANKLE1|126549	7.3801
ANKLE2|23141	1548.0541	ANKLE2|23141	1504.305
ANKMY1|51281	201.5072	ANKMY1|51281	219.5572
ANKMY2|57037	525.8594	ANKMY2|57037	667.8967
ANKRA2|57763	522.7625	ANKRA2|57763	357.3186
ANKRD10|55608	1718.2554	ANKRD10|55608	2088.5916
ANKRD11|29123	1712.6355	ANKRD11|29123	2148.2595
ANKRD12|23253	2664.1891	ANKRD12|23253	2841.9434
ANKRD13A|88455	1323.2167	ANKRD13A|88455	1835.7934
ANKRD13B|124930	81.3461	ANKRD13B|124930	86.1009
ANKRD13C|81573	699.2877	ANKRD13C|81573	768.7577
ANKRD13D|338692	358.4185	ANKRD13D|338692	351.1685
ANKRD16|54522	112.4538	ANKRD16|54522	134.0713
ANKRD17|26057	3399.1948	ANKRD17|26057	3576.8758
ANKRD19|138649	37.7826	ANKRD19|138649	25.8303
ANKRD20A3|441425	25.8078	ANKRD20A3|441425	14.1451
ANKRD20B|729171	7.8456	ANKRD20B|729171	6.1501
ANKRD22|118932	49.7574	ANKRD22|118932	48.5855
ANKRD23|200539	30.7629	ANKRD23|200539	43.6654
ANKRD24|170961	17.7558	ANKRD24|170961	12.3001
ANKRD26|22852	662.9503	ANKRD26|22852	306.2731
ANKRD27|84079	618.9739	ANKRD27|84079	940.3444
ANKRD28|23243	1820.1714	ANKRD28|23243	1722.0172
ANKRD29|147463	105.9151	ANKRD29|147463	277.3678
ANKRD30A|91074	4108.1862	ANKRD30A|91074	819.1882
ANKRD30B|374860	13.833	ANKRD30B|374860	80.5658
ANKRD31|256006	7.6391	lowly_expressed	lowly_expressed
ANKRD32|84250	374.5226	ANKRD32|84250	183.2718
ANKRD34A|284615	13.0071	ANKRD34A|284615	18.4502
ANKRD35|148741	45.6282	ANKRD35|148741	116.2362
ANKRD36BP1|84832	234.5411	ANKRD36BP1|84832	266.2977
ANKRD36B|57730	86.3012	ANKRD36B|57730	58.4256
ANKRD36|375248	439.7646	ANKRD36|375248	445.8795
ANKRD37|353322	54.5928	ANKRD37|353322	107.5707
ANKRD39|51239	68.7519	ANKRD39|51239	55.3506
ANKRD40|91369	1482.6056	ANKRD40|91369	2279.2128
ANKRD42|338699	695.9843	ANKRD42|338699	332.7183
ANKRD43|134548	486.6316	ANKRD43|134548	79.9508
ANKRD44|91526	413.7504	ANKRD44|91526	138.3764
ANKRD45|339416	7.6391	ANKRD45|339416	17.2202
ANKRD46|157567	628.5166	ANKRD46|157567	604.5509999999999
ANKRD49|54851	624.9613	ANKRD49|54851	481.5498
ANKRD50|57182	2783.7308	ANKRD50|57182	1552.8905
ANKRD52|283373	1990.2963	ANKRD52|283373	1537.5154
ANKRD53|79998	10.3231	ANKRD53|79998	26.4453
ANKRD54|129138	230.6184	ANKRD54|129138	311.1931
ANKRD55|79722	14.0394	lowly_expressed	lowly_expressed
ANKRD56|345079	88.7788	ANKRD56|345079	67.6507
ANKRD57|65124	516.5686	ANKRD57|65124	953.8745
ANKRD58|347454	16.9299	lowly_expressed	lowly_expressed
ANKRD5|63926	450.5007	ANKRD5|63926	214.0221
ANKRD6|22881	264.2139	ANKRD6|22881	375.4797
ANKRD7|56311	5.1616	lowly_expressed	lowly_expressed
ANKRD9|122416	38.6084	ANKRD9|122416	40.5904
ANKS1A|23294	880.1487	ANKS1A|23294	1282.2878
ANKS1B|56899	333.4861	ANKS1B|56899	158.6716
ANKS3|124401	171.5701	ANKS3|124401	167.2817
ANKS6|203286	178.7963	ANKS6|203286	182.0418
ANKZF1|55139	596.8824	ANKZF1|55139	710.3321
ANLN|54443	271.2914	ANLN|54443	30.1353
ANO10|55129	835.5528	ANO10|55129	841.9434
ANO1|55107	1682.0481	ANO1|55107	7617.4662
ANO2|57101	40.2601	ANO2|57101	67.6507
ANO3|63982	10.5296	ANO3|63982	39.3604
ANO4|121601	8.052	ANO4|121601	6.7651
ANO5|203859	26.0142	ANO5|203859	63.3456
ANO6|196527	4928.6673	ANO6|196527	5718.3272
ANO7|50636	5.367999999999999	ANO7|50636	10.4551
ANO8|57719	173.2218	ANO8|57719	211.5621
ANO9|338440	151.7498	ANO9|338440	150.6765
ANP32A|8125	1981.0055	ANP32A|8125	1755.8426
ANP32B|10541	2109.425	ANP32B|10541	1843.7884
ANP32E|81611	1179.3125	ANP32E|81611	1150.0615
ANPEP|290	1773.5109	ANPEP|290	4161.1316
ANTXR1|84168	3709.5076	ANTXR1|84168	6760.1476
ANTXR2|118429	1663.4665	ANTXR2|118429	2338.8684
ANUBL1|93550	157.5307	ANUBL1|93550	263.8376
ANXA11|311	2580.3654	ANXA11|311	3365.3137
ANXA13|312	5.5745	ANXA13|312	7.9951
ANXA1|301	4282.6468	ANXA1|301	14012.3001
ANXA2P1|303	58.4288	ANXA2P1|303	68.2657
ANXA2P2|304	3168.7829	ANXA2P2|304	4478.4748
ANXA2|302	9193.3519	ANXA2|302	12869.6187
ANXA3|306	422.6283	ANXA3|306	2478.4748
ANXA4|307	1343.0371	ANXA4|307	1883.1488
ANXA5|308	7422.7315	ANXA5|308	8048.5855
ANXA6|309	4891.5041	ANXA6|309	4577.4908
ANXA7|310	2995.5611	ANXA7|310	3310.5781
ANXA8L2|244	15.4847	ANXA8L2|244	94.0959
ANXA8|653145	66.6873	ANXA8|653145	273.0627
ANXA9|8416	609.0637	ANXA9|8416	112.5461
AOAH|313	444.3068	AOAH|313	95.32600000000001
AOC2|314	21.6785	AOC2|314	46.1255
AOC3|8639	2265.7169	AOC3|8639	3942.8044
AOX1|316	567.5648	AOX1|316	1353.0135
AP1AR|55435	1016.8267	AP1AR|55435	782.9028
AP1B1|162	2226.2826	AP1B1|162	1904.674
AP1G1|164	3148.9625	AP1G1|164	3523.9852
AP1G2|8906	862.395	AP1G2|8906	1109.1451
AP1M1|8907	662.5374	AP1M1|8907	764.4526
AP1M2|10053	874.1612	AP1M2|10053	751.5375
AP1S1|1174	546.9186	AP1S1|1174	366.5437
AP1S2|8905	702.1782	AP1S2|8905	445.2645
AP1S3|130340	268.1945	AP1S3|130340	174.6617
AP2A1|160	1089.2247	AP2A1|160	1197.2202
AP2A2|161	1401.6723	AP2A2|161	1555.9656
AP2B1|163	8774.44	AP2B1|163	8212.7921
AP2M1|1173	5508.6198	AP2M1|1173	4294.5879
AP2S1|1175	733.5604	AP2S1|1175	528.9053
AP3B1|8546	2254.7744	AP3B1|8546	1464.9446
AP3B2|8120	99.9277	AP3B2|8120	94.7109
AP3D1|8943	2083.4108	AP3D1|8943	1993.2349
AP3M1|26985	1839.5788	AP3M1|26985	1706.0271
AP3M2|10947	1017.2396	AP3M2|10947	683.2718
AP3S1|1176	1058.1191	AP3S1|1176	960.0246
AP3S2|10239	2050.5667	AP3S2|10239	1678.3518
AP4B1|10717	467.1188	AP4B1|10717	391.4084
AP4E1|23431	718.2822	AP4E1|23431	461.2546
AP4M1|9179	273.0443	lowly_expressed	lowly_expressed
AP4S1|11154	82.17200000000001	AP4S1|11154	107.0111
APAF1|317	1042.7914	APAF1|317	779.2128
APBA1|320	202.9524	APBA1|320	424.3542
APBA2|321	52.0285	APBA2|321	31.3653
APBA3|9546	99.1019	APBA3|9546	96.556
APBB1IP|54518	719.3145	APBB1IP|54518	440.9594
APBB1|322	376.7936	APBB1|322	623.0012
APBB2|323	3395.272	APBB2|323	2200.492
APBB3|10307	322.4941	APBB3|10307	293.3579
APC2|10297	5.6302	lowly_expressed	lowly_expressed
APCDD1L|164284	25.6013	APCDD1L|164284	190.6519
APCDD1|147495	327.6556	APCDD1|147495	1054.7355
APC|324	2131.9294	APC|324	1602.0910000000001
APEH|327	1594.3016	APEH|327	1208.4871
APEX1|328	1976.0504	APEX1|328	1976.0148
APEX2|27301	538.2471	APEX2|27301	416.9742
APH1A|51107	4567.7712	APH1A|51107	3434.8093
APH1B|83464	1203.0556	APH1B|83464	936.0394
API5|8539	3184.6805	API5|8539	3113.1611
APIP|51074	364.4348	APIP|51074	365.6212
APITD1|378708	165.4011	APITD1|378708	94.5449
APLF|200558	101.5794	APLF|200558	143.2964
APLNR|187	847.7341	APLNR|187	526.4453
APLN|8862	71.2295	APLN|8862	277.9828
APLP1|333	28.6983	APLP1|333	40.5904
APLP2|334	12676.7833	APLP2|334	17142.0664
APOA1BP|128240	1159.905	APOA1BP|128240	820.4182
APOA1|335	5.367999999999999	lowly_expressed	lowly_expressed
APOB48R|55911	189.7388	APOB48R|55911	52.2755
APOBEC3A|200315	11.8055	lowly_expressed	lowly_expressed
APOBEC3B|9582	63.7597	APOBEC3B|9582	27.0603
APOBEC3C|27350	361.7219	APOBEC3C|27350	494.4649
APOBEC3D|140564	162.0729	APOBEC3D|140564	99.016
APOBEC3F|200316	186.8484	APOBEC3F|200316	216.4822
APOBEC3G|60489	511.82	APOBEC3G|60489	250.3075
APOBEC3H|164668	10.735999999999999	lowly_expressed	lowly_expressed
APOB|338	41.4989	APOB|338	112.5461
APOC1|341	807.6804	APOC1|341	351.1685
APOC2|344	47.6928	APOC2|344	7.3801
APOD|347	4883.6585	APOD|347	19079.3358
APOE|348	1924.4348	APOE|348	468.0197
APOF|319	19.8204	lowly_expressed	lowly_expressed
APOL1|8542	1732.6314	APOL1|8542	916.3592
APOL2|23780	767.2138	APOL2|23780	534.4403
APOL3|80833	999.6903	APOL3|80833	870.8487
APOL4|80832	189.9453	APOL4|80832	381.3038
APOL6|80830	4038.402	APOL6|80830	3027.6753
APOLD1|81575	649.2227	APOLD1|81575	745.3875
APOM|55937	27.4595	APOM|55937	41.2054
APOOL|139322	377.413	APOOL|139322	321.0332
APOO|79135	267.5751	APOO|79135	160.5166
APPBP2|10513	1453.4944	APPBP2|10513	1646.9865
APPL1|26060	3182.2009	APPL1|26060	2928.0443
APPL2|55198	1005.4713	APPL2|55198	1571.9557
APP|351	16745.5353	APP|351	30399.139
APRT|353	627.6453	APRT|353	662.3616
APTX|54840	634.4586	APTX|54840	495.08
AQP11|282679	39.0214	AQP11|282679	21.5252
AQP1|358	4550.6349	AQP1|358	10321.6359
AQP3|360	238.8768	AQP3|360	678.9668
lowly_expressed	lowly_expressed	AQP4|361	31.9803
AQP5|362	5.5745	AQP5|362	13.5301
AQP7P1|375719	37.5761	AQP7P1|375719	63.3456
lowly_expressed	lowly_expressed	AQP7P3|441432	19.6802
AQP7|364	180.2416	AQP7|364	635.3014
AQP9|366	262.8265	AQP9|366	11.6851
AQPEP|206338	91.4525	AQPEP|206338	212.1218
AQR|9716	2004.9551	AQR|9716	1562.7306
ARAF|369	1267.6783	ARAF|369	996.31
ARAP1|116985	2058.5341	ARAP1|116985	1528.1919
ARAP2|116984	867.5545	ARAP2|116984	618.0812
ARAP3|64411	352.844	ARAP3|64411	498.77
ARCN1|372	5115.7221	ARCN1|372	4653.7515
ARC|23237	7.2262	ARC|23237	54.7355
AREG|374	296.4798	AREG|374	190.6519
ARF1|375	7317.2293	ARF1|375	5908.3641
ARF3|377	7119.4384	ARF3|377	4597.786
ARF4|378	5339.9401	ARF4|378	3482.1648
ARF5|381	1436.9774	ARF5|381	1687.5769
ARF6|382	3418.6023	ARF6|382	2988.3149
ARFGAP1|55738	780.0145	ARFGAP1|55738	616.8512
ARFGAP2|84364	1264.7879	ARFGAP2|84364	1602.7060000000001
ARFGAP3|26286	1355.2183	ARFGAP3|26286	1544.8954
ARFGEF1|10565	5023.5883	ARFGEF1|10565	2595.326
ARFGEF2|10564	3433.6740000000004	ARFGEF2|10564	3387.4539
ARFIP1|27236	1094.4565	ARFIP1|27236	1218.9422
ARFIP2|23647	1167.1312	ARFIP2|23647	990.1599
ARFRP1|10139	276.2465	ARFRP1|10139	244.7724
ARG2|384	151.5619	ARG2|384	177.7245
ARGLU1|55082	2829.7719	ARGLU1|55082	3962.4846
ARHGAP10|79658	329.5138	ARHGAP10|79658	591.6359
ARHGAP11A|9824	252.0904	ARHGAP11A|9824	65.8057
ARHGAP11B|89839	31.1758	ARHGAP11B|89839	10.4551
ARHGAP12|94134	1158.6663	ARHGAP12|94134	2102.706
ARHGAP15|55843	215.7531	ARHGAP15|55843	52.8905
ARHGAP17|55114	1209.4560000000001	ARHGAP17|55114	1188.8069
ARHGAP18|93663	1296.1701	ARHGAP18|93663	808.1181
ARHGAP19|84986	587.2179	ARHGAP19|84986	1327.7983
ARHGAP1|392	3825.1265	ARHGAP1|392	3422.5092
ARHGAP20|57569	190.7711	ARHGAP20|57569	690.6519
ARHGAP21|57584	2432.1255	ARHGAP21|57584	3610.7011
ARHGAP22|58504	62.971000000000004	ARHGAP22|58504	31.9803
ARHGAP23|57636	407.5565	ARHGAP23|57636	856.0886
ARHGAP24|83478	427.5834	ARHGAP24|83478	469.2497
ARHGAP25|9938	757.3036	ARHGAP25|9938	303.198
ARHGAP26|23092	704.8622	ARHGAP26|23092	1753.3825
ARHGAP27|201176	389.1649	ARHGAP27|201176	475.3506
ARHGAP28|79822	326.6233	ARHGAP28|79822	159.2866
ARHGAP29|9411	3326.5201	ARHGAP29|9411	5604.5509999999995
ARHGAP30|257106	1277.1756	ARHGAP30|257106	370.8487
ARHGAP31|57514	1288.9439	ARHGAP31|57514	1160.5166
ARHGAP32|9743	3046.1443	ARHGAP32|9743	2166.6667
ARHGAP33|115703	141.8396	ARHGAP33|115703	251.5375
ARHGAP36|158763	13.6265	ARHGAP36|158763	128.5363
ARHGAP39|80728	222.5663	ARHGAP39|80728	156.2116
ARHGAP42|143872	177.3346	ARHGAP42|143872	246.0025
ARHGAP4|393	345.8243	ARHGAP4|393	185.1169
ARHGAP5|394	2954.2686	ARHGAP5|394	4824.1082
ARHGAP6|395	152.7821	ARHGAP6|395	160.5166
ARHGAP8|23779	166.9536	ARHGAP8|23779	411.3407
ARHGAP9|64333	271.4979	ARHGAP9|64333	82.4108
ARHGDIA|396	1971.9211	ARHGDIA|396	2843.1734
ARHGDIB|397	9245.9998	ARHGDIB|397	3640.2214
ARHGEF10L|55160	1155.9822	ARHGEF10L|55160	801.3530000000001
ARHGEF10|9639	845.0501	ARHGEF10|9639	1553.5055
ARHGEF11|9826	1824.0941	ARHGEF11|9826	1439.1144
ARHGEF12|23365	6012.3877	ARHGEF12|23365	8682.0418
ARHGEF15|22899	450.9136	ARHGEF15|22899	557.8106
ARHGEF16|27237	106.3281	ARHGEF16|27237	161.1316
ARHGEF17|9828	1185.2999	ARHGEF17|9828	1837.6384
ARHGEF18|23370	868.3803	ARHGEF18|23370	653.7515
ARHGEF19|128272	152.3692	ARHGEF19|128272	199.262
ARHGEF1|9138	1004.0260000000001	ARHGEF1|9138	881.3038
ARHGEF2|9181	1975.431	ARHGEF2|9181	1378.2288
ARHGEF33|100271715	17.7558	ARHGEF33|100271715	28.9053
ARHGEF35|445328	527.7176	ARHGEF35|445328	831.4883
ARHGEF37|389337	961.4948	ARHGEF37|389337	1678.9668
ARHGEF38|54848	55.3319	ARHGEF38|54848	95.32600000000001
ARHGEF3|50650	1410.1373	ARHGEF3|50650	955.1046
ARHGEF4|50649	43.77	ARHGEF4|50649	138.9914
ARHGEF5|7984	563.8485	ARHGEF5|7984	1047.9705
ARHGEF6|9459	2314.442	ARHGEF6|9459	2974.1697
ARHGEF7|8874	1519.3558	ARHGEF7|8874	1594.7109
ARHGEF9|23229	861.567	ARHGEF9|23229	1097.171
ARID1A|8289	3638.2781	ARID1A|8289	3162.9766
ARID1B|57492	1771.8592	ARID1B|57492	2482.1648
ARID2|196528	2355.9410000000003	ARID2|196528	1375.7688
ARID3A|1820	87.9529	ARID3A|1820	42.4354
ARID3B|10620	187.0548	ARID3B|10620	88.5609
ARID4A|5926	1115.1027	ARID4A|5926	1019.0652
ARID4B|51742	2563.4355	ARID4B|51742	1798.8929999999998
ARID5A|10865	398.0593	ARID5A|10865	1619.9262
ARID5B|84159	2224.8374	ARID5B|84159	6091.0209
ARIH1|25820	2403.2208	ARIH1|25820	2475.3998
ARIH2|10425	1477.5844	ARIH2|10425	1646.3715
ARL10|285598	44.8023	ARL10|285598	105.7811
ARL11|115761	64.4162	ARL11|115761	43.6654
ARL13B|200894	349.9535	ARL13B|200894	490.7749
ARL15|54622	912.9762	ARL15|54622	470.4797
ARL16|339231	270.8785	ARL16|339231	333.9483
ARL17A|51326	117.0971	ARL17A|51326	132.7183
lowly_expressed	lowly_expressed	ARL17B|641522	5.4551
ARL1|400	3902.1369	ARL1|400	2557.1956
ARL2BP|23568	1593.8887	ARL2BP|23568	1614.3911
ARL2|402	463.3013	ARL2|402	783.5178
ARL3|403	630.9487	ARL3|403	592.2509
ARL4A|10124	528.3369	ARL4A|10124	4079.9508
ARL4C|10123	1402.2917	ARL4C|10123	2437.8844
ARL4D|379	70.8166	ARL4D|379	161.7466
ARL5A|26225	1417.1570000000002	ARL5A|26225	1025.8303
ARL5B|221079	449.6748	ARL5B|221079	407.7491
ARL6IP1|23204	6294.4152	ARL6IP1|23204	4022.7552
ARL6IP4|51329	646.0204	ARL6IP4|51329	622.3862
ARL6IP5|10550	4355.1151	ARL6IP5|10550	5030.1353
ARL6IP6|151188	364.4059	ARL6IP6|151188	371.4637
ARL6|84100	109.0121	ARL6|84100	115.6212
ARL8A|127829	911.7374	ARL8A|127829	850.5535
ARL8B|55207	2787.86	ARL8B|55207	2623.0012
ARMC10|83787	850.4181	ARMC10|83787	733.8069
ARMC1|55156	969.9597	ARMC1|55156	814.8831
ARMC2|84071	40.6731	ARMC2|84071	69.4957
ARMC5|79798	145.5559	ARMC5|79798	130.3813
ARMC6|93436	234.5411	ARMC6|93436	243.93599999999998
ARMC7|79637	247.1353	ARMC7|79637	213.4071
ARMC8|25852	897.285	ARMC8|25852	889.2989
ARMC9|80210	349.9535	ARMC9|80210	242.9274
ARMCX1|51309	1560.8548	ARMCX1|51309	826.5683
ARMCX2|9823	1345.5146	ARMCX2|9823	774.9077
ARMCX3|51566	3688.4484	ARMCX3|51566	2148.8315
ARMCX5|64860	684.6289	ARMCX5|64860	428.6593
ARMCX6|54470	332.6107	ARMCX6|54470	236.1624
ARNT2|9915	3885.2070000000003	ARNT2|9915	353.0135
ARNTL2|56938	144.9365	ARNTL2|56938	59.6556
ARNTL|406	422.4218	ARNTL|406	193.7269
ARNT|405	2153.8144	ARNT|405	2242.9274
ARPC1A|10552	1885.4134	ARPC1A|10552	1811.8081
ARPC1B|10095	1536.4922	ARPC1B|10095	863.4686
ARPC2|10109	4525.8594	ARPC2|10109	3492.6199
ARPC3|10094	3621.1417	ARPC3|10094	2286.5929
ARPC4|10093	2421.2223	ARPC4|10093	2230.5658
ARPC5L|81873	644.3687	ARPC5L|81873	418.8192
ARPC5|10092	3465.6756	ARPC5|10092	2664.8216
ARPM1|84517	46.0411	ARPM1|84517	43.6654
ARPP19|10776	4823.5779999999995	ARPP19|10776	5060.2706
ARRB1|408	681.3255	ARRB1|408	913.2841
ARRB2|409	821.7198	ARRB2|409	523.9852
ARRDC1|92714	499.4322	ARRDC1|92714	433.5793
ARRDC2|27106	451.7394	ARRDC2|27106	508.6101
ARRDC3|57561	2663.3633	ARRDC3|57561	6452.0295
ARRDC4|91947	1477.6505	ARRDC4|91947	1777.3678
ARSA|410	481.0571	ARSA|410	432.3493
ARSB|411	539.073	ARSB|411	288.4379
ARSD|414	2830.5977	ARSD|414	3446.4945
ARSE|415	29.3176	ARSE|415	29.5203
ARSG|22901	417.8796	ARSG|22901	309.9631
ARSI|340075	45.0088	ARSI|340075	18.4502
ARSJ|79642	69.1649	ARSJ|79642	236.1624
ARSK|153642	208.7334	ARSK|153642	217.7122
ART4|420	10.735999999999999	ART4|420	25.8303
ART5|116969	11.3554	ART5|116969	13.5301
ARTN|9048	25.6013	ARTN|9048	5.5351
ARV1|64801	674.7187	ARV1|64801	355.4736
ARVCF|421	111.9025	ARVCF|421	228.7823
lowly_expressed	lowly_expressed	ARX|170302	11.6851
AR|367	1566.6357	AR|367	789.0529
AS3MT|57412	282.8533	AS3MT|57412	266.2977
ASAH1|427	14062.3516	ASAH1|427	5548.5855
ASAH2B|653308	12.5942	ASAH2B|653308	7.9951
ASAH2|56624	9.7037	ASAH2|56624	6.1501
ASAM|79827	619.7997	ASAM|79827	1201.107
ASAP1|50807	2170.7443	ASAP1|50807	1282.9028
ASAP2|8853	1110.5605	ASAP2|8853	1231.2423
ASAP3|55616	840.3014	ASAP3|55616	1011.6851
ASB13|79754	1135.5425	ASB13|79754	626.6913
ASB14|142686	27.8745	ASB14|142686	19.0652
ASB16|92591	17.5803	lowly_expressed	lowly_expressed
ASB1|51665	497.2313	ASB1|51665	805.6458
ASB2|51676	69.7842	ASB2|51676	36.2854
ASB3|51130	230.2054	ASB3|51130	302.58299999999997
ASB6|140459	518.1088	ASB6|140459	587.214
ASB7|140460	648.2915	ASB7|140460	573.8007
ASB8|140461	1045.112	ASB8|140461	948.3395
ASB9|140462	28.6983	ASB9|140462	27.6753
ASCC1|51008	405.4919	ASCC1|51008	389.9139
ASCC2|84164	744.2965	ASCC2|84164	835.7934
ASCC3|10973	1363.0639	ASCC3|10973	1494.4649
ASCL2|430	9.2908	ASCL2|430	9.2251
ASF1A|25842	561.7838	ASF1A|25842	519.6802
ASF1B|55723	157.9436	ASF1B|55723	27.6753
lowly_expressed	lowly_expressed	ASGR1|432	5.5351
ASGR2|433	17.1364	lowly_expressed	lowly_expressed
ASH1L|55870	5938.625	ASH1L|55870	4906.4514
ASH2L|9070	1249.7161	ASH2L|9070	1089.1759
ASL|435	323.5264	ASL|435	308.7331
ASMTL|8623	388.3555	ASMTL|8623	506.7651
ASNA1|439	842.5725	ASNA1|439	688.1919
ASNSD1|54529	1167.3377	ASNSD1|54529	1252.1525
ASNS|440	446.7844	ASNS|440	493.8499
ASPA|443	44.5959	ASPA|443	98.40100000000001
ASPHD1|253982	16.517	ASPHD1|253982	9.2251
ASPHD2|57168	86.3012	ASPHD2|57168	49.8155
ASPH|444	8908.849	ASPH|444	10140.5043
ASPM|259266	320.6359	ASPM|259266	14.1451
ASPN|54829	2212.4497	ASPN|54829	565.1907
ASPRV1|151516	54.6237	ASPRV1|151516	85.4428
ASPSCR1|79058	119.7481	ASPSCR1|79058	115.0062
ASRGL1|80150	104.2634	ASRGL1|80150	126.0763
ASS1|445	684.0095	ASS1|445	1728.1673
ASTE1|28990	398.9925	ASTE1|28990	321.4022
ASTN1|460	33.8598	ASTN1|460	53.5055
ASTN2|23245	239.9092	ASTN2|23245	140.8364
ASXL1|171023	2087.54	ASXL1|171023	2303.813
ASXL2|55252	1649.2206	ASXL2|55252	1253.9975
ASXL3|80816	28.6983	ASXL3|80816	46.7405
ATAD1|84896	1154.537	ATAD1|84896	1509.8401
ATAD2B|54454	817.1777	ATAD2B|54454	561.5006
ATAD2|29028	1347.5792	ATAD2|29028	465.5597
ATAD3A|55210	116.6512	ATAD3A|55210	119.3112
