gene_id	TCGA-E9-A1NA-01A-11R-A144-07	gene_id	TCGA-E9-A1NA-11A-33R-A144-07
ALOX15|246	92.7644	lowly_expressed	lowly_expressed
ALOX5AP|241	705.0093	ALOX5AP|241	419.2961
ALOX5|240	1332.0965	ALOX5|240	1112.1128
ALOXE3|59344	44.8361	lowly_expressed	lowly_expressed
ALPK1|80216	596.7842	ALPK1|80216	786.8035
ALPK2|115701	190.7854	ALPK2|115701	6.9052
ALPK3|57538	202.8448	ALPK3|57538	146.159
ALPL|249	43.9085	ALPL|249	2388.7983
ALS2CL|259173	101.4224	ALS2CL|259173	418.1452
lowly_expressed	lowly_expressed	ALS2CR11|151254	11.125
ALS2CR4|65062	457.6376	ALS2CR4|65062	878.4885
ALS2CR8|79800	110.3896	ALS2CR8|79800	168.0253
ALS2|57679	738.7137	ALS2|57679	643.7134
ALX3|257	15.1515	ALX3|257	36.0602
lowly_expressed	lowly_expressed	ALX4|60529	36.8275
AMACR|23600	653.0612	AMACR|23600	201.7838
AMBRA1|55626	1136.3636	AMBRA1|55626	960.1995
AMD1|262	1152.1336	AMD1|262	1906.9723
AMDHD1|144193	16.6976	AMDHD1|144193	9.5905
AMDHD2|51005	337.0223	AMDHD2|51005	174.7156
AMFR|267	5421.1503	AMFR|267	2748.2497
AMH|268	23.5003	lowly_expressed	lowly_expressed
AMICA1|120425	175.9431	AMICA1|120425	146.9262
AMIGO1|57463	23.1911	AMIGO1|57463	219.0467
AMIGO2|347902	7358.0674	AMIGO2|347902	982.0658
AMIGO3|386724	61.8429	AMIGO3|386724	52.1722
AMMECR1L|83607	991.6512	AMMECR1L|83607	861.6093
AMMECR1|9949	355.2876	AMMECR1|9949	167.2581
AMN1|196394	121.8306	AMN1|196394	124.6763
AMOTL1|154810	545.4545	AMOTL1|154810	2455.5481
AMOTL2|51421	1119.0476	AMOTL2|51421	4496.4036
AMOT|154796	510.5133	AMOT|154796	1192.2892
lowly_expressed	lowly_expressed	AMPD1|270	29.1551
AMPD2|271	857.1429	AMPD2|271	716.2175
AMPD3|272	297.1552	AMPD3|272	350.6282
AMPH|273	95.8565	AMPH|273	67.9006
AMT|275	25.974	AMT|275	179.7641
lowly_expressed	lowly_expressed	AMY1A|276	14.1939
AMY2B|280	35.9462	AMY2B|280	225.0312
AMZ1|155185	270.5628	AMZ1|155185	6.1379
AMZ2P1|201283	606.9882	AMZ2P1|201283	216.3614
AMZ2|51321	2030.6122	AMZ2|51321	1013.5226
ANAPC10|10393	164.5022	ANAPC10|10393	103.5773
ANAPC11|51529	1473.7168	ANAPC11|51529	708.9287
ANAPC13|25847	1166.8707	ANAPC13|25847	1078.7072
ANAPC16|119504	2502.7829	ANAPC16|119504	2128.7043
ANAPC1|64682	622.7582	ANAPC1|64682	755.3467
ANAPC2|29882	803.0303	ANAPC2|29882	734.2476
ANAPC4|29945	263.4508	ANAPC4|29945	462.2614
ANAPC5|51433	2165.1206	ANAPC5|51433	2365.7811
ANAPC7|51434	1055.9678	ANAPC7|51434	795.6267
ANGEL1|23357	697.5881	ANGEL1|23357	695.1184
ANGEL2|90806	845.7019	ANGEL2|90806	534.7655
ANGPT1|284	59.9876	ANGPT1|284	547.8086
ANGPT2|285	155.2257	ANGPT2|285	464.1795
lowly_expressed	lowly_expressed	ANGPT4|51378	72.5041
ANGPTL1|9068	21.0266	ANGPTL1|9068	497.93800000000005
ANGPTL2|23452	2022.5727	ANGPTL2|23452	6045.8425
ANGPTL4|51129	365.8009	ANGPTL4|51129	4760.3337
lowly_expressed	lowly_expressed	ANGPTL5|253935	8.4396
lowly_expressed	lowly_expressed	ANGPTL7|10218	385.9212
ANG|283	210.6555	ANG|283	388.9824
ANK1|286	88.7446	ANK1|286	30.6896
ANK2|287	128.0148	ANK2|287	1618.8741
ANK3|288	1034.632	ANK3|288	1039.6087
ANKAR|150709	27.2109	ANKAR|150709	37.2111
ANKDD1A|348094	40.5071	ANKDD1A|348094	377.4815
ANKFY1|51479	1772.7273	ANKFY1|51479	2473.1946
ANKHD1-EIF4EBP3|404734	523.992	ANKHD1-EIF4EBP3|404734	1380.1899
ANKHD1|54882	2850.6215	ANKHD1|54882	1791.9862
ANKH|56172	1306.7409	ANKH|56172	1933.0584
ANKIB1|54467	1634.5083	ANKIB1|54467	1443.9436
ANKK1|255239	18.8621	ANKK1|255239	30.6896
ANKLE1|126549	7.1119	ANKLE1|126549	8.969
ANKLE2|23141	1856.5244	ANKLE2|23141	1613.8870000000002
ANKMY1|51281	171.6141	ANKMY1|51281	186.4391
ANKMY2|57037	252.0099	ANKMY2|57037	390.9082
ANKRA2|57763	527.8293	ANKRA2|57763	239.3785
ANKRD10|55608	1364.4496	ANKRD10|55608	1174.6428
ANKRD11|29123	1997.115	ANKRD11|29123	2975.41
ANKRD12|23253	850.0309	ANKRD12|23253	1483.84
ANKRD13A|88455	578.2313	ANKRD13A|88455	1224.5133
ANKRD13B|124930	320.0371	ANKRD13B|124930	167.2581
ANKRD13C|81573	519.1713	ANKRD13C|81573	549.7267
ANKRD13D|338692	811.0699	ANKRD13D|338692	466.0976
ANKRD16|54522	241.4224	ANKRD16|54522	132.3219
ANKRD17|26057	2611.008	ANKRD17|26057	3000.2877
ANKRD19|138649	41.744	ANKRD19|138649	27.237
lowly_expressed	lowly_expressed	ANKRD20A3|441425	14.1939
ANKRD20B|729171	8.0396	ANKRD20B|729171	5.7543
ANKRD22|118932	277.6747	ANKRD22|118932	36.3134
ANKRD23|200539	52.2573	ANKRD23|200539	31.0732
ANKRD24|170961	23.1911	ANKRD24|170961	32.9913
ANKRD26|22852	433.5189	ANKRD26|22852	202.9347
ANKRD27|84079	1298.0829	ANKRD27|84079	891.9152
ANKRD28|23243	1445.8874	ANKRD28|23243	1061.475
ANKRD29|147463	12.0594	ANKRD29|147463	243.982
ANKRD2|26287	61.5337	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANKRD30A|91074	43.7326
ANKRD31|256006	7.7304	lowly_expressed	lowly_expressed
ANKRD32|84250	233.7662	ANKRD32|84250	117.3876
ANKRD34A|284615	9.2764	ANKRD34A|284615	20.7155
ANKRD35|148741	20.7174	ANKRD35|148741	227.4863
ANKRD36BP1|84832	115.0278	ANKRD36BP1|84832	173.7796
ANKRD36B|57730	53.8033	ANKRD36B|57730	32.9913
ANKRD36|375248	153.3704	ANKRD36|375248	116.2367
ANKRD37|353322	57.3253	ANKRD37|353322	70.1218
ANKRD39|51239	354.6691	ANKRD39|51239	120.0729
ANKRD40|91369	3071.7378	ANKRD40|91369	2910.1371
ANKRD42|338699	330.8596	ANKRD42|338699	215.2105
ANKRD43|134548	6.4935	ANKRD43|134548	53.3231
ANKRD44|91526	76.376	ANKRD44|91526	118.1548
lowly_expressed	lowly_expressed	ANKRD45|339416	6.9052
ANKRD46|157567	380.0557	ANKRD46|157567	515.7418
ANKRD49|54851	178.726	ANKRD49|54851	235.926
ANKRD50|57182	2883.7353	ANKRD50|57182	976.6951
ANKRD52|283373	2583.7972	ANKRD52|283373	1576.6759
ANKRD53|79998	5.5659	ANKRD53|79998	117.3876
ANKRD54|129138	269.3259	ANKRD54|129138	331.8308
ANKRD56|345079	136.3636	ANKRD56|345079	63.6808
ANKRD57|65124	258.1942	ANKRD57|65124	602.2825
ANKRD58|347454	53.1849	ANKRD58|347454	13.4267
ANKRD5|63926	350.9586	ANKRD5|63926	212.5252
ANKRD6|22881	294.7588	ANKRD6|22881	309.7113
ANKRD9|122416	57.8231	ANKRD9|122416	41.4309
ANKS1A|23294	576.376	ANKS1A|23294	1361.0818
ANKS1B|56899	49.7835	ANKS1B|56899	64.4481
ANKS3|124401	190.4762	ANKS3|124401	290.0163
ANKS6|203286	93.69200000000001	ANKS6|203286	397.0461
ANKZF1|55139	602.0408	ANKZF1|55139	538.9853
ANLN|54443	1109.7712	ANLN|54443	43.349
ANO10|55129	552.8757	ANO10|55129	869.6653
ANO1|55107	1333.0241	ANO1|55107	3887.2159
ANO2|57101	8.3488	ANO2|57101	52.1722
lowly_expressed	lowly_expressed	ANO3|63982	96.2885
lowly_expressed	lowly_expressed	ANO4|121601	6.1379
lowly_expressed	lowly_expressed	ANO5|203859	75.9567
ANO6|196527	2243.0427	ANO6|196527	5900.8344
ANO7|50636	13.2962	ANO7|50636	20.7155
ANO8|57719	790.6617	ANO8|57719	469.5502
ANO9|338440	185.838	ANO9|338440	90.9178
ANP32A|8125	2865.1824	ANP32A|8125	1974.4893
ANP32B|10541	3743.0427	ANP32B|10541	2632.013
ANP32E|81611	1940.0124	ANP32E|81611	805.9845
ANPEP|290	488.5591	ANPEP|290	7049.7746
ANTXR1|84168	9306.7409	ANTXR1|84168	6131.005999999999
ANTXR2|118429	715.2134	ANTXR2|118429	2701.8318
ANUBL1|93550	105.4422	ANUBL1|93550	147.6935
ANXA11|311	2701.6079	ANXA11|311	5265.5606
lowly_expressed	lowly_expressed	ANXA13|312	6.9052
ANXA1|301	2122.7582	ANXA1|301	16221.732
ANXA2P1|303	118.4292	ANXA2P1|303	78.642
ANXA2P2|304	6999.6908	ANXA2P2|304	5980.6272
ANXA2P3|305	5.2566	lowly_expressed	lowly_expressed
ANXA2|302	22196.6605	ANXA2|302	17030.7855
ANXA3|306	269.3259	ANXA3|306	925.6737
ANXA4|307	2351.2678	ANXA4|307	1490.7452
ANXA5|308	8969.697	ANXA5|308	11938.2373
ANXA6|309	4110.3896	ANXA6|309	9995.2048
ANXA7|310	2871.9852	ANXA7|310	3446.0535
lowly_expressed	lowly_expressed	ANXA8L2|244	377.4815
lowly_expressed	lowly_expressed	ANXA8|653145	453.8218
ANXA9|8416	1447.7427	ANXA9|8416	94.75399999999999
AOAH|313	162.9561	AOAH|313	164.9564
lowly_expressed	lowly_expressed	AOC2|314	182.9865
AOC3|8639	239.3321	AOC3|8639	19894.121
AOX1|316	69.5733	AOX1|316	3755.2508
AP1AR|55435	1400.1237	AP1AR|55435	435.7917
AP1B1|162	2756.9573	AP1B1|162	3326.3642
AP1G1|164	3231.2925	lowly_expressed	lowly_expressed
AP1G2|8906	2521.9821	AP1G2|8906	1197.5257
AP1M1|8907	2257.5758	AP1M1|8907	1598.9259
AP1M2|10053	2723.2529	AP1M2|10053	598.0627
AP1S1|1174	931.9728	AP1S1|1174	468.3993
AP1S2|8905	443.4137	AP1S2|8905	448.4511
AP1S3|130340	113.1725	AP1S3|130340	56.7757
AP2A1|160	1764.0878	AP2A1|160	2352.0667
AP2A2|161	1550.7112	AP2A2|161	2244.9410000000003
AP2B1|163	19210.5751	AP2B1|163	6180.1093
AP2M1|1173	9049.4743	AP2M1|1173	5967.2005
AP2S1|1175	1099.8763	AP2S1|1175	1111.3455
AP3B1|8546	1753.556	AP3B1|8546	1407.8834
AP3B2|8120	101.1132	AP3B2|8120	136.1849
AP3D1|8943	3934.7557	AP3D1|8943	3395.7994
AP3M1|26985	1711.1936	AP3M1|26985	1495.7322
AP3M2|10947	567.0996	AP3M2|10947	464.9468
AP3S1|1176	1195.1144	AP3S1|1176	977.846
AP3S2|10239	1801.0606	AP3S2|10239	2072.7764
AP4B1|10717	376.5059	AP4B1|10717	308.4262
AP4E1|23431	223.8714	AP4E1|23431	374.7962
AP4M1|9179	548.4447	AP4M1|9179	332.1531
AP4S1|11154	90.2907	AP4S1|11154	77.1075
APAF1|317	372.6036	APAF1|317	470.3174
APBA1|320	44.5269	APBA1|320	380.1669
APBA2|321	111.3173	APBA2|321	108.5643
APBA3|9546	219.8516	APBA3|9546	203.7019
APBB1IP|54518	643.1664	APBB1IP|54518	1008.9192
APBB1|322	206.5553	APBB1|322	875.4196
APBB2|323	2222.6345	APBB2|323	2209.2644
APBB3|10307	204.7001	APBB3|10307	247.4345
APC2|10297	55.2536	lowly_expressed	lowly_expressed
APCDD1L|164284	50.0928	APCDD1L|164284	428.1193
APCDD1|147495	238.0952	APCDD1|147495	4369.8091
APC|324	1582.5603	APC|324	1185.0005
APEH|327	1153.9889	APEH|327	1578.594
APEX1|328	3662.0284	APEX1|328	2790.4479
APEX2|27301	2176.8707	APEX2|27301	444.9986
APH1A|51107	8859.9258	APH1A|51107	3180.5889
APH1B|83464	431.0451	APH1B|83464	594.6101
API5|8539	1464.7495	API5|8539	2239.5703
APIP|51074	316.3234	APIP|51074	336.4227
APITD1|378708	189.0167	APITD1|378708	131.1979
APLF|200558	44.2177	APLF|200558	87.0816
APLNR|187	424.2424	APLNR|187	1166.9704
APLN|8862	115.337	APLN|8862	105.87899999999999
APLP1|333	115.9555	APLP1|333	37.5947
APLP2|334	10072.046999999999	APLP2|334	15512.0361
APOA1BP|128240	3216.7594	APOA1BP|128240	1058.4061
APOA1|335	7.1119	lowly_expressed	lowly_expressed
APOB48R|55911	609.1528	APOB48R|55911	206.3873
APOBEC3A|200315	148.423	APOBEC3A|200315	11.8922
APOBEC3B|9582	126.77799999999999	APOBEC3B|9582	23.7844
APOBEC3C|27350	236.24	APOBEC3C|27350	394.7444
APOBEC3D|140564	33.086	APOBEC3D|140564	70.9696
APOBEC3F|200316	155.5349	APOBEC3F|200316	179.9175
APOBEC3G|60489	283.85900000000004	APOBEC3G|60489	301.1413
APOBEC3H|164668	6.1843	lowly_expressed	lowly_expressed
APOB|338	13.6054	APOB|338	843.5792
APOC1|341	3163.2653	APOC1|341	278.1241
APOC2|344	465.36800000000005	APOC2|344	32.9913
APOD|347	243.9703	APOD|347	13387.1679
APOE|348	17524.7372	APOE|348	2161.312
APOL1|8542	1325.2938	APOL1|8542	1942.6489
APOL2|23780	927.953	APOL2|23780	861.9929
APOL3|80833	345.0835	APOL3|80833	1598.1586
APOL4|80832	84.4156	APOL4|80832	192.9606
APOL6|80830	1387.4459	APOL6|80830	5127.4576
APOLD1|81575	214.9041	APOLD1|81575	957.5141
APOM|55937	12.3686	APOM|55937	34.9094
APOOL|139322	234.3847	APOOL|139322	215.9778
APOO|79135	330.8596	APOO|79135	138.10299999999998
APPBP2|10513	3518.8621	APPBP2|10513	1170.0393
APPL1|26060	991.6512	APPL1|26060	1730.1237
APPL2|55198	862.0903	APPL2|55198	1290.1122
APP|351	16255.101999999999	APP|351	28200.2494
APRT|353	3195.1144	APRT|353	1297.7846
APTX|54840	364.2548	APTX|54840	405.8694
AQP11|282679	42.6716	AQP11|282679	36.8275
AQP1|358	1232.5294	AQP1|358	19113.7048
AQP3|360	71.4286	AQP3|360	383.6194
lowly_expressed	lowly_expressed	AQP4|361	29.5387
lowly_expressed	lowly_expressed	AQP5|362	69.0515
AQP6|363	6.1843	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	AQP7P1|375719	331.4472
lowly_expressed	lowly_expressed	AQP7P3|441432	14.5775
lowly_expressed	lowly_expressed	AQP7|364	2205.8118
AQP9|366	181.50900000000001	AQP9|366	67.9006
lowly_expressed	lowly_expressed	AQPEP|206338	347.5094
AQR|9716	611.008	AQR|9716	1008.9192
ARAF|369	1156.4626	ARAF|369	1386.0171
ARAP1|116985	2457.9221	ARAP1|116985	2581.7282
ARAP2|116984	343.2282	ARAP2|116984	388.9901
ARAP3|64411	485.7761	ARAP3|64411	688.9805
ARCN1|372	3665.1206	ARCN1|372	4089.3833
lowly_expressed	lowly_expressed	ARC|23237	47.9524
AREG|374	433.2096	AREG|374	51.0214
ARF1|375	16842.3006	ARF1|375	7230.0758
ARF3|377	5692.3315	ARF3|377	4749.5924
ARF4|378	4377.8602	ARF4|378	3594.1306
ARF5|381	2147.4954	ARF5|381	1748.5029
ARF6|382	3952.6902	ARF6|382	2441.3542
ARFGAP1|55738	1085.6524	ARFGAP1|55738	1046.1302
ARFGAP2|84364	1670.9957	ARFGAP2|84364	1825.2613
ARFGAP3|26286	745.8256	ARFGAP3|26286	1240.6253
ARFGEF1|10565	1994.4805	ARFGEF1|10565	1748.9211
ARFGEF2|10564	1575.1391	ARFGEF2|10564	2341.2295
ARFIP1|27236	1315.7081	ARFIP1|27236	868.1308
ARFIP2|23647	485.4669	ARFIP2|23647	917.2341
ARFRP1|10139	418.6766	ARFRP1|10139	644.4807
ARG2|384	106.5368	ARG2|384	195.5232
ARGLU1|55082	747.6809	ARGLU1|55082	1662.6067
ARHGAP10|79658	268.3983	ARHGAP10|79658	909.5617
ARHGAP11A|9824	289.4249	ARHGAP11A|9824	94.75399999999999
ARHGAP11B|89839	24.7372	ARHGAP11B|89839	5.3707
ARHGAP12|94134	868.2746	ARHGAP12|94134	888.4626
ARHGAP15|55843	94.6197	ARHGAP15|55843	73.2713
ARHGAP17|55114	714.5949	ARHGAP17|55114	1379.4955
ARHGAP18|93663	621.8306	ARHGAP18|93663	797.1612
ARHGAP19|84986	252.6283	ARHGAP19|84986	616.0928
ARHGAP1|392	3182.4366	ARHGAP1|392	3813.9446
ARHGAP20|57569	48.8559	ARHGAP20|57569	501.00699999999995
ARHGAP21|57584	1453.3086	ARHGAP21|57584	4130.0470000000005
ARHGAP22|58504	151.2059	ARHGAP22|58504	82.4782
ARHGAP23|57636	294.0631	ARHGAP23|57636	1336.1465
ARHGAP24|83478	185.838	ARHGAP24|83478	453.4382
ARHGAP25|9938	357.1429	ARHGAP25|9938	393.9772
ARHGAP26|23092	393.6302	ARHGAP26|23092	1327.7069
ARHGAP27|201176	417.7489	ARHGAP27|201176	643.7134
ARHGAP28|79822	210.2659	ARHGAP28|79822	188.3571
ARHGAP29|9411	3040.1979	ARHGAP29|9411	4486.8131
ARHGAP30|257106	952.0717	ARHGAP30|257106	913.0143
ARHGAP31|57514	619.0476	ARHGAP31|57514	1916.1792
ARHGAP32|9743	2084.1064	ARHGAP32|9743	1033.4708
ARHGAP33|115703	79.1589	ARHGAP33|115703	121.2237
ARHGAP36|158763	164.1929	ARHGAP36|158763	307.2792
ARHGAP39|80728	276.1286	ARHGAP39|80728	212.5252
ARHGAP42|143872	74.8299	ARHGAP42|143872	240.1228
ARHGAP4|393	555.3494	ARHGAP4|393	629.5195
ARHGAP5|394	1176.5615	ARHGAP5|394	2449.0266
ARHGAP6|395	29.9938	ARHGAP6|395	170.327
ARHGAP8|23779	178.8281	ARHGAP8|23779	223.2895
ARHGAP9|64333	121.8306	ARHGAP9|64333	169.5598
ARHGDIA|396	7422.6964	ARHGDIA|396	5732.0418
ARHGDIB|397	1878.4787	ARHGDIB|397	4039.8964
lowly_expressed	lowly_expressed	ARHGDIG|398	43.8861
ARHGEF10L|55160	1192.6407	ARHGEF10L|55160	1435.8876
ARHGEF10|9639	851.577	ARHGEF10|9639	1483.84
ARHGEF11|9826	2263.4508	ARHGEF11|9826	1706.3393
ARHGEF12|23365	3329.0043	ARHGEF12|23365	5009.6864
ARHGEF15|22899	109.462	ARHGEF15|22899	1081.0396
ARHGEF16|27237	775.201	ARHGEF16|27237	184.521
ARHGEF17|9828	1563.6982	ARHGEF17|9828	2256.4496
ARHGEF18|23370	1016.0792	ARHGEF18|23370	647.9333
ARHGEF19|128272	568.6456	ARHGEF19|128272	314.9516
ARHGEF1|9138	1362.0903	ARHGEF1|9138	1638.8223
ARHGEF2|9181	735.6215	ARHGEF2|9181	2165.9154
lowly_expressed	lowly_expressed	ARHGEF33|100271715	13.0431
ARHGEF35|445328	632.9623	ARHGEF35|445328	767.6225
ARHGEF37|389337	247.3717	ARHGEF37|389337	1311.2113
ARHGEF38|54848	35.5597	ARHGEF38|54848	44.4999
ARHGEF3|50650	320.6555	ARHGEF3|50650	683.2262
ARHGEF4|50649	432.5912	ARHGEF4|50649	282.7275
ARHGEF5|7984	371.0575	ARHGEF5|7984	698.571
ARHGEF6|9459	448.6704	ARHGEF6|9459	5025.4148
ARHGEF7|8874	1297.4644	ARHGEF7|8874	1708.2574
ARHGEF9|23229	509.5857	ARHGEF9|23229	655.6056
ARID1A|8289	2902.9066	ARID1A|8289	2923.5638
ARID1B|57492	1393.9394	ARID1B|57492	2308.6218
ARID2|196528	1444.0322	ARID2|196528	886.1609
ARID3A|1820	159.8639	ARID3A|1820	77.1075
ARID3B|10620	203.7724	ARID3B|10620	110.0988
ARID4A|5926	528.4477	ARID4A|5926	631.4376
ARID4B|51742	1861.1998	ARID4B|51742	1159.5205
ARID5A|10865	694.8052	ARID5A|10865	2783.1591
ARID5B|84159	429.8083	ARID5B|84159	3778.268
ARIH1|25820	2047.3098	ARIH1|25820	1817.589
ARIH2|10425	790.3061	ARIH2|10425	1679.1023
ARL10|285598	17.6252	ARL10|285598	66.7498
ARL11|115761	76.6852	ARL11|115761	38.3619
ARL13B|200894	242.115	ARL13B|200894	273.137
ARL15|54622	510.2041	ARL15|54622	347.5592
ARL16|339231	312.9252	ARL16|339231	327.2274
ARL17A|51326	34.8268	ARL17A|51326	129.602
lowly_expressed	lowly_expressed	ARL17B|641522	5.62
ARL1|400	2074.8299	ARL1|400	1810.3002
ARL2BP|23568	3112.2449	ARL2BP|23568	1523.3528
ARL2|402	1356.4378	ARL2|402	1372.5904
ARL3|403	901.3605	ARL3|403	514.8173
ARL4A|10124	757.2665	ARL4A|10124	1257.1209
ARL4C|10123	893.6302	ARL4C|10123	1428.5988
ARL4D|379	71.1194	ARL4D|379	177.2322
ARL5A|26225	1085.3432	ARL5A|26225	700.8727
ARL5B|221079	316.0173	ARL5B|221079	196.4132
ARL6IP1|23204	5847.5572	ARL6IP1|23204	3650.9063
ARL6IP4|51329	1723.2529	ARL6IP4|51329	1835.6191
ARL6IP5|10550	2133.8899	ARL6IP5|10550	4044.8835
ARL6IP6|151188	492.5788	ARL6IP6|151188	237.4604
ARL6|84100	83.7972	ARL6|84100	59.8446
ARL8A|127829	2793.7539	ARL8A|127829	1025.7984
ARL8B|55207	3417.7489	ARL8B|55207	2025.8943
ARL9|132946	24.428	ARL9|132946	12.2758
ARMC10|83787	841.7904	ARMC10|83787	664.7703
ARMC1|55156	808.2869999999999	ARMC1|55156	584.636
ARMC2|84071	25.6648	ARMC2|84071	49.4869
ARMC4|55130	33.3952	lowly_expressed	lowly_expressed
ARMC5|79798	388.99199999999996	ARMC5|79798	306.1283
ARMC6|93436	950.7823	ARMC6|93436	611.0406
ARMC7|79637	503.4014	ARMC7|79637	266.2319
ARMC8|25852	710.2659	ARMC8|25852	812.1224
ARMC9|80210	247.3717	ARMC9|80210	202.5511
ARMCX1|51309	678.7260000000001	ARMCX1|51309	759.9501
ARMCX2|9823	1216.141	ARMCX2|9823	758.0319999999999
ARMCX3|51566	1443.7229	ARMCX3|51566	1940.7308
ARMCX5|64860	360.235	ARMCX5|64860	325.6929
ARMCX6|54470	316.945	ARMCX6|54470	230.9389
ARNT2|9915	364.2548	ARNT2|9915	435.4081
ARNTL2|56938	37.1058	ARNTL2|56938	80.5601
ARNTL|406	97.0934	ARNTL|406	210.2235
ARNT|405	2449.9072	ARNT|405	1799.9425
ARPC1A|10552	2052.8757	ARPC1A|10552	1993.2867
ARPC1B|10095	3558.7508	ARPC1B|10095	2593.2675
ARPC2|10109	5469.696999999999	ARPC2|10109	4195.6459
ARPC3|10094	3707.4829999999997	ARPC3|10094	2455.5481
ARPC4|10093	3304.1651	ARPC4|10093	2883.9551
ARPC5L|81873	394.86699999999996	ARPC5L|81873	514.0501
ARPC5|10092	4185.2195	ARPC5|10092	2447.4921
ARPM1|84517	50.7112	ARPM1|84517	48.7197
ARPP19|10776	2497.2171	ARPP19|10776	4031.0732
ARRB1|408	924.2424	ARRB1|408	1042.6777
ARRB2|409	931.0451	ARRB2|409	824.7818
ARRDC1|92714	1068.0272	ARRDC1|92714	530.1621
ARRDC2|27106	1218.9239	ARRDC2|27106	786.4199
ARRDC3|57561	1261.2863	ARRDC3|57561	3602.9539
ARRDC4|91947	545.7638	ARRDC4|91947	1232.5693
ARSA|410	854.6691	ARSA|410	889.6135
ARSB|411	752.3191	lowly_expressed	lowly_expressed
ARSD|414	2923.6240000000003	ARSD|414	2213.1006
ARSE|415	71.4286	ARSE|415	22.6335
ARSG|22901	449.598	ARSG|22901	201.4002
ARSI|340075	146.2585	ARSI|340075	41.4309
ARSJ|79642	77.6129	ARSJ|79642	90.1506
ARSK|153642	130.1793	ARSK|153642	130.8142
ART4|420	10.8225	ART4|420	45.6507
ART5|116969	5.5659	ART5|116969	14.5775
ARTN|9048	5.8751	ARTN|9048	8.4396
ARV1|64801	426.4069	ARV1|64801	278.5077
ARVCF|421	79.1589	ARVCF|421	442.3132
ARX|170302	177.18	lowly_expressed	lowly_expressed
AR|367	338.2808	AR|367	536.6836
AS3MT|57412	83.1787	AS3MT|57412	180.3011
ASAH1|427	11287.8788	ASAH1|427	7965.0906
ASAH2B|653308	53.4941	ASAH2B|653308	7.2888
ASAM|79827	349.7217	ASAM|79827	1812.2183
ASAP1|50807	1441.5584	ASAP1|50807	1281.289
ASAP2|8853	1166.9759	ASAP2|8853	909.9453
ASAP3|55616	2058.1323	ASAP3|55616	1674.4989
ASB13|79754	863.3271	ASB13|79754	633.3557
lowly_expressed	lowly_expressed	ASB14|142686	11.8922
ASB16|92591	9.9814	ASB16|92591	16.5954
ASB1|51665	294.7341	ASB1|51665	810.5073
ASB2|51676	31.2307	ASB2|51676	39.8964
ASB3|51130	306.1224	ASB3|51130	207.1545
ASB6|140459	379.4372	ASB6|140459	683.8746
ASB7|140460	440.3216	ASB7|140460	469.1666
ASB8|140461	930.1175	ASB8|140461	800.2302
ASB9|140462	9.8949	ASB9|140462	46.8016
ASCC1|51008	739.6413	ASCC1|51008	383.2358
ASCC2|84164	820.3463	ASCC2|84164	1465.0427
ASCC3|10973	1183.9827	ASCC3|10973	1127.4576
ASCL2|430	129.8701	ASCL2|430	14.1939
ASF1A|25842	295.6092	ASF1A|25842	366.3566
ASF1B|55723	816.0173	ASF1B|55723	39.5128
lowly_expressed	lowly_expressed	ASGR1|432	16.4956
lowly_expressed	lowly_expressed	ASGR2|433	11.5086
ASH1L|55870	2979.6475	ASH1L|55870	3400.5984
ASH2L|9070	1188.6209	ASH2L|9070	1113.2636
ASL|435	621.2121	ASL|435	535.5328
ASMTL|8623	535.8689	ASMTL|8623	705.0925
ASNA1|439	2179.9629	ASNA1|439	1125.5395
ASNSD1|54529	1154.2981	ASNSD1|54529	838.9757
ASNS|440	1008.0396	ASNS|440	282.3439
lowly_expressed	lowly_expressed	ASPA|443	138.4866
lowly_expressed	lowly_expressed	ASPG|374569	9.9741
ASPHD1|253982	50.0928	ASPHD1|253982	28.0042
ASPHD2|57168	41.4348	ASPHD2|57168	48.7197
ASPH|444	1846.8182	ASPH|444	15375.9662
ASPM|259266	807.6685	ASPM|259266	16.8793
ASPN|54829	3868.893	lowly_expressed	lowly_expressed
ASPRV1|151516	53.3581	ASPRV1|151516	93.1083
ASPSCR1|79058	742.4242	ASPSCR1|79058	337.9687
ASRGL1|80150	37.1058	ASRGL1|80150	251.6544
ASS1|445	892.3933	ASS1|445	5353.793000000001
ASTE1|28990	291.1503	ASTE1|28990	221.8126
lowly_expressed	lowly_expressed	ASTN1|460	32.9913
ASTN2|23245	137.2913	ASTN2|23245	181.0684
ASXL1|171023	1345.7019	ASXL1|171023	2112.9759
ASXL2|55252	869.2022	ASXL2|55252	996.6433
lowly_expressed	lowly_expressed	ASXL3|80816	33.7585
ATAD1|84896	1285.7143	ATAD1|84896	1058.4061
ATAD2B|54454	447.4335	ATAD2B|54454	324.5421
ATAD2|29028	787.2604	ATAD2|29028	238.2277
ATAD3A|55210	763.1416	ATAD3A|55210	510.5975
ATAD3B|83858	219.5424	ATAD3B|83858	223.2665
ATAD3C|219293	59.9876	ATAD3C|219293	80.5601
ATAD5|79915	159.8639	ATAD5|79915	42.9654
ATE1|11101	271.7996	ATE1|11101	313.8007
ATF1|466	425.4793	ATF1|466	395.5117
ATF2|1386	602.35	ATF2|1386	608.0368
ATF3|467	983.9208	ATF3|467	276.5896
