gene_id	TCGA-BH-A0C3-01A-21R-A12P-07	gene_id	TCGA-BH-A0C3-11A-23R-A12P-07
lowly_expressed	lowly_expressed	ALOX12|239	11.0028
ALOX15B|247	21.5736	ALOX15B|247	708.8556
ALOX15|246	13.1134	ALOX15|246	135.0586
ALOX5AP|241	255.4992	ALOX5AP|241	224.0194
ALOX5|240	328.6802	ALOX5|240	423.3724
ALOXE3|59344	6.3452	ALOXE3|59344	16.5791
ALPK1|80216	513.1134	ALPK1|80216	924.3833
ALPK2|115701	34.264	lowly_expressed	lowly_expressed
ALPK3|57538	1127.7496	ALPK3|57538	282.6526
ALPL|249	258.0372	ALPL|249	1778.4068
ALS2CL|259173	324.8731	ALS2CL|259173	539.4258
ALS2CR11|151254	9.3063	ALS2CR11|151254	5.2568
ALS2CR4|65062	369.2893	ALS2CR4|65062	1704.8120000000001
ALS2CR8|79800	110.4061	ALS2CR8|79800	328.7505
ALS2|57679	720.8122	ALS2|57679	702.7901
ALX3|257	13.5364	ALX3|257	32.7537
ALX4|60529	14.3824	ALX4|60529	95.0263
AMACR|23600	394.6701	AMACR|23600	197.3312
AMBRA1|55626	837.1404	AMBRA1|55626	983.0166
AMD1|262	1075.7910000000002	AMD1|262	1700.7683
AMDHD1|144193	24.1117	AMDHD1|144193	23.8577
AMDHD2|51005	414.63199999999995	AMDHD2|51005	161.3425
AMFR|267	3024.5347	AMFR|267	3432.6729
AMHR2|269	6.3452	lowly_expressed	lowly_expressed
AMICA1|120425	212.3519	AMICA1|120425	250.3033
AMIGO1|57463	59.6447	AMIGO1|57463	168.6211
AMIGO2|347902	219.1201	AMIGO2|347902	2175.8997
AMIGO3|386724	155.2453	AMIGO3|386724	62.6769
AMMECR1L|83607	751.2689999999999	AMMECR1L|83607	887.5859
AMMECR1|9949	290.1861	AMMECR1|9949	219.5714
AMN1|196394	82.9103	AMN1|196394	200.5661
lowly_expressed	lowly_expressed	AMN|81693	5.2568
AMOTL1|154810	2061.3367	AMOTL1|154810	3155.277
AMOTL2|51421	1572.335	AMOTL2|51421	2447.2301
AMOT|154796	672.5888	AMOT|154796	1997.1694
AMPD1|270	7.1912	AMPD1|270	174.2822
AMPD2|271	809.6447	AMPD2|271	848.3623
AMPD3|272	248.731	AMPD3|272	192.4788
AMPH|273	122.6734	AMPH|273	54.5896
AMT|275	50.3976	AMT|275	386.3607
lowly_expressed	lowly_expressed	AMY1A|276	11.7266
AMY2B|280	87.18700000000001	AMY2B|280	586.943
AMZ1|155185	42.7242	AMZ1|155185	12.5354
AMZ2P1|201283	211.9289	AMZ2P1|201283	235.7461
AMZ2|51321	2636.2098	AMZ2|51321	1055.3983
ANAPC10|10393	106.176	ANAPC10|10393	122.9276
ANAPC11|51529	1498.731	ANAPC11|51529	489.6886
ANAPC13|25847	1188.3164	ANAPC13|25847	1105.8512
ANAPC16|119504	1600.6768	ANAPC16|119504	2329.1549
ANAPC1|64682	952.1997	ANAPC1|64682	1163.3643
ANAPC2|29882	647.6311	ANAPC2|29882	674.0801
ANAPC4|29945	441.2014	ANAPC4|29945	723.0085
ANAPC5|51433	2419.6277	ANAPC5|51433	3039.6279999999997
ANAPC7|51434	847.2927	ANAPC7|51434	857.2584
ANGEL1|23357	896.3621	ANGEL1|23357	992.317
ANGEL2|90806	728.4264	ANGEL2|90806	704.4076
ANGPT1|284	184.4332	ANGPT1|284	121.7145
ANGPT2|285	489.0017	ANGPT2|285	194.905
ANGPT4|51378	5.4992	ANGPT4|51378	6.4699
ANGPTL1|9068	343.4856	ANGPTL1|9068	226.85
ANGPTL2|23452	3618.0203	ANGPTL2|23452	2096.2394
ANGPTL4|51129	964.467	ANGPTL4|51129	258.795
ANGPTL5|253935	8.0372	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANGPTL7|10218	42.8629
ANG|283	308.6633	ANG|283	369.1347
ANK1|286	29.1878	ANK1|286	18.6009
ANK2|287	1443.7394	ANK2|287	586.3324
ANK3|288	491.5398	ANK3|288	1553.1743
ANKAR|150709	24.1117	ANKAR|150709	69.1468
ANKDD1A|348094	60.9137	ANKDD1A|348094	120.9058
lowly_expressed	lowly_expressed	ANKFN1|162282	13.7485
ANKFY1|51479	1788.4941	ANKFY1|51479	2538.2127
ANKHD1-EIF4EBP3|404734	951.3367	ANKHD1-EIF4EBP3|404734	1009.6118
ANKHD1|54882	2567.0939	ANKHD1|54882	3943.708
ANKH|56172	1115.9052	ANKH|56172	1877.0724
ANKIB1|54467	1692.8934	ANKIB1|54467	1441.9733
ANKK1|255239	9.3063	ANKK1|255239	65.9118
ANKLE1|126549	85.8714	ANKLE1|126549	34.2984
ANKLE2|23141	1557.9526	ANKLE2|23141	1535.7865
ANKMY1|51281	127.3266	ANKMY1|51281	227.2543
ANKMY2|57037	286.379	ANKMY2|57037	758.1884
ANKRA2|57763	277.0728	ANKRA2|57763	424.9899
ANKRD10|55608	1696.7005	ANKRD10|55608	1668.1965
ANKRD11|29123	1721.1464	ANKRD11|29123	2449.5431
ANKRD12|23253	2020.3046	ANKRD12|23253	1777.5981
ANKRD13A|88455	956.4298	ANKRD13A|88455	2188.0307
ANKRD13B|124930	191.2014	ANKRD13B|124930	171.0473
ANKRD13C|81573	648.4772	ANKRD13C|81573	546.7044
ANKRD13D|338692	293.5702	ANKRD13D|338692	502.6284
ANKRD16|54522	181.4002	ANKRD16|54522	188.4351
ANKRD17|26057	3211.5059	ANKRD17|26057	3555.1961
ANKRD19|138649	33.4179	ANKRD19|138649	37.2018
lowly_expressed	lowly_expressed	ANKRD20A3|441425	12.130999999999998
lowly_expressed	lowly_expressed	ANKRD20B|729171	8.8961
ANKRD22|118932	159.4755	ANKRD22|118932	61.4638
ANKRD23|200539	60.9137	ANKRD23|200539	70.3599
ANKRD24|170961	21.1506	ANKRD24|170961	22.6446
ANKRD26|22852	190.3553	ANKRD26|22852	293.5706
ANKRD27|84079	721.2352	ANKRD27|84079	890.8209
ANKRD28|23243	1944.5854	ANKRD28|23243	1646.9875
ANKRD29|147463	288.0711	ANKRD29|147463	227.6587
lowly_expressed	lowly_expressed	ANKRD30A|91074	736.757
ANKRD30B|374860	9.3063	ANKRD30B|374860	63.0813
ANKRD32|84250	247.0389	ANKRD32|84250	176.7085
ANKRD34A|284615	54.9915	ANKRD34A|284615	17.3878
ANKRD35|148741	62.6058	ANKRD35|148741	165.3862
ANKRD36BP1|84832	202.1997	ANKRD36BP1|84832	207.4404
ANKRD36B|57730	17.7665	ANKRD36B|57730	77.2341
ANKRD36|375248	140.0169	ANKRD36|375248	357.8649
ANKRD37|353322	31.1591	ANKRD37|353322	74.7675
ANKRD39|51239	191.6244	ANKRD39|51239	112.8184
ANKRD40|91369	2386.6328	ANKRD40|91369	1524.4642
ANKRD42|338699	343.4856	ANKRD42|338699	294.3793
ANKRD43|134548	17.7665	ANKRD43|134548	38.4149
ANKRD44|91526	172.1658	ANKRD44|91526	119.2883
lowly_expressed	lowly_expressed	ANKRD45|339416	21.0271
ANKRD46|157567	358.9467	ANKRD46|157567	461.4193
ANKRD49|54851	221.6582	ANKRD49|54851	413.6676
ANKRD50|57182	1390.4399	ANKRD50|57182	1236.5548
ANKRD52|283373	1525.3807	ANKRD52|283373	1594.0154
ANKRD53|79998	59.6447	ANKRD53|79998	38.4149
ANKRD54|129138	283.8409	ANKRD54|129138	364.3348
ANKRD56|345079	115.4822	ANKRD56|345079	63.0813
ANKRD57|65124	398.0541	ANKRD57|65124	813.9911
ANKRD58|347454	10.1523	ANKRD58|347454	7.2786
ANKRD5|63926	395.5161	ANKRD5|63926	208.2491
ANKRD6|22881	228.2318	ANKRD6|22881	378.4755
ANKRD9|122416	52.4535	ANKRD9|122416	76.021
ANKS1A|23294	1012.2673	ANKS1A|23294	1663.1622
ANKS1B|56899	48.2234	ANKS1B|56899	113.2228
ANKS3|124401	235.6176	ANKS3|124401	275.7784
ANKS6|203286	187.8173	ANKS6|203286	234.9373
ANKZF1|55139	554.5685	ANKZF1|55139	1169.4298
ANLN|54443	836.2944	ANLN|54443	98.2612
ANO10|55129	884.9408	ANO10|55129	785.2810000000001
ANO1|55107	2975.4653	ANO1|55107	12847.1492
ANO2|57101	26.2267	ANO2|57101	35.9887
ANO3|63982	40.6091	ANO3|63982	9.3004
ANO4|121601	8.0372	ANO4|121601	10.1092
ANO5|203859	86.7174	ANO5|203859	39.2236
ANO6|196527	4882.4027	ANO6|196527	3399.5148
ANO7|50636	10.1523	ANO7|50636	9.3004
ANO8|57719	317.2589	ANO8|57719	362.31300000000005
ANO9|338440	114.6362	ANO9|338440	273.3522
ANP32A|8125	2292.3012	ANP32A|8125	2059.0376
ANP32B|10541	1890.8629	ANP32B|10541	2081.2778
ANP32E|81611	2414.9746	ANP32E|81611	769.9151
ANPEP|290	648.4772	ANPEP|290	6336.8378
ANTXR1|84168	4776.2267	ANTXR1|84168	4496.9672
ANTXR2|118429	2079.9492	ANTXR2|118429	1433.886
lowly_expressed	lowly_expressed	ANTXRL|195977	8.4917
ANUBL1|93550	254.2301	ANUBL1|93550	190.8613
ANXA11|311	2974.1963	ANXA11|311	3412.8589
ANXA1|301	3525.3807	ANXA1|301	5390.2143
ANXA2P1|303	71.48899999999999	ANXA2P1|303	46.0979
ANXA2P2|304	5299.4924	ANXA2P2|304	3012.131
ANXA2|302	14635.7868	ANXA2|302	9447.6345
ANXA3|306	99.8308	ANXA3|306	820.0566
ANXA4|307	1373.0964	ANXA4|307	1164.5774
ANXA5|308	6764.3824	ANXA5|308	5000.8087
ANXA6|309	6848.5618	ANXA6|309	4413.6676
ANXA7|310	2748.7309999999998	ANXA7|310	2787.7072
ANXA8L2|244	21.5736	ANXA8L2|244	1846.3405
ANXA8|653145	32.1489	ANXA8|653145	2864.9414
ANXA9|8416	1667.9357	ANXA9|8416	166.1949
AOAH|313	167.9357	AOAH|313	107.1573
AOC2|314	47.3773	AOC2|314	25.0708
AOC3|8639	7737.7327	AOC3|8639	2177.5172
AOX1|316	828.6802	AOX1|316	283.057
AP1AR|55435	671.3198	AP1AR|55435	676.9106
AP1B1|162	2615.4822	AP1B1|162	2921.5528
AP1G1|164	1947.9695	AP1G1|164	3042.8629
AP1G2|8906	1165.1819	AP1G2|8906	1825.8633
AP1M1|8907	1051.6074	AP1M1|8907	739.5875
AP1M2|10053	1334.6024	AP1M2|10053	977.7598
AP1S1|1174	736.8866	AP1S1|1174	442.782
AP1S2|8905	533.4179	AP1S2|8905	258.3906
AP1S3|130340	351.5228	AP1S3|130340	99.8787
AP2A1|160	2197.5254	AP2A1|160	1536.5791
AP2A2|161	1219.9662	AP2A2|161	1570.5621
AP2B1|163	8830.3723	AP2B1|163	7811.5649
AP2M1|1173	5778.3418	AP2M1|1173	4676.1019
AP2S1|1175	1555.4146	AP2S1|1175	799.8383
AP3B1|8546	2033.4179	AP3B1|8546	1370.8047
lowly_expressed	lowly_expressed	AP3B2|8120	102.7093
AP3D1|8943	3185.7022	AP3D1|8943	2722.6041
AP3M1|26985	1522.4196	AP3M1|26985	1467.8528
AP3M2|10947	443.3164	AP3M2|10947	630.8128
AP3S1|1176	997.8849	AP3S1|1176	717.7517
AP3S2|10239	1400.9433	AP3S2|10239	1385.4994
AP4B1|10717	334.4966	AP4B1|10717	486.7934
AP4E1|23431	461.5059	AP4E1|23431	271.7347
AP4M1|9179	356.6582	AP4M1|9179	422.6324
AP4S1|11154	39.3401	AP4S1|11154	92.6001
APAF1|317	547.8003	APAF1|317	630.004
APBA1|320	128.5956	APBA1|320	591.9935
APBA2|321	81.6413	APBA2|321	139.911
APBA3|9546	169.6277	APBA3|9546	150.4246
APBB1IP|54518	608.714	APBB1IP|54518	321.4719
APBB1|322	372.6734	APBB1|322	785.6854
APBB2|323	5158.2064	APBB2|323	1845.1274
APBB3|10307	140.0169	APBB3|10307	505.0546
APC2|10297	10.22	lowly_expressed	lowly_expressed
APCDD1L|164284	17.3435	APCDD1L|164284	1344.5208
APCDD1|147495	771.5736	APCDD1|147495	2481.6013
APC|324	1193.3164	APC|324	1170.6429
APEH|327	3289.7631	APEH|327	1679.7412
APEX1|328	2558.7986	APEX1|328	3211.0797
APEX2|27301	1231.3875	APEX2|27301	484.4319
APH1A|51107	14202.1997	APH1A|51107	4520.8249
APH1B|83464	416.2437	APH1B|83464	851.5973
API5|8539	1688.2403	API5|8539	2731.9046
APIP|51074	382.4746	APIP|51074	409.2115
APITD1|378708	201.8274	APITD1|378708	131.5609
APLF|200558	56.2606	APLF|200558	91.7913
APLNR|187	1758.0372	APLNR|187	712.0906
APLN|8862	158.2064	APLN|8862	235.7461
APLP1|333	241.1168	APLP1|333	59.442
APLP2|334	12595.1777	APLP2|334	16142.7416
APOA1BP|128240	4452.1997	APOA1BP|128240	1041.2455
APOB48R|55911	214.467	APOB48R|55911	62.2725
APOBEC3A|200315	20.7276	lowly_expressed	lowly_expressed
APOBEC3B|9582	96.0237	APOBEC3B|9582	52.1634
APOBEC3C|27350	231.3875	APOBEC3C|27350	589.9717
APOBEC3D|140564	92.2166	APOBEC3D|140564	135.0586
APOBEC3F|200316	131.9797	APOBEC3F|200316	285.8876
APOBEC3G|60489	271.5736	APOBEC3G|60489	317.4282
APOBEC3H|164668	8.8832	lowly_expressed	lowly_expressed
APOB|338	432.3181	APOB|338	62.6769
APOC1|341	1178.511	APOC1|341	539.4258
APOC2|344	22.8426	lowly_expressed	lowly_expressed
APOD|347	5319.797	APOD|347	31547.5131
APOE|348	4409.0525	APOE|348	1338.4553
APOF|319	17.3435	APOF|319	6.0655
APOL1|8542	1640.8629	APOL1|8542	744.8443
APOL2|23780	1112.5212	APOL2|23780	558.8354
APOL3|80833	1277.9188	APOL3|80833	753.336
APOL4|80832	990.6937	APOL4|80832	671.2495
APOL6|80830	4450.0846	APOL6|80830	1831.7833
APOLD1|81575	1528.3418	APOLD1|81575	484.4319
APOM|55937	32.9949	APOM|55937	61.0594
APOOL|139322	288.9171	APOOL|139322	267.2867
APOO|79135	247.8849	APOO|79135	162.1512
APPBP2|10513	1742.3858	APPBP2|10513	1318.237
APPL1|26060	2057.1066	APPL1|26060	2188.8395
APPL2|55198	1442.8934	APPL2|55198	1633.239
APP|351	13916.6667	APP|351	39785.6854
APRT|353	1267.3435	APRT|353	1351.3951
APTX|54840	304.1455	APTX|54840	471.8965
AQP11|282679	14.8054	AQP11|282679	19.0053
AQP1|358	9415.6091	AQP1|358	10996.1626
lowly_expressed	lowly_expressed	AQP2|359	6.8742
AQP3|360	181.4721	AQP3|360	810.3518
lowly_expressed	lowly_expressed	AQP4|361	33.1581
lowly_expressed	lowly_expressed	AQP5|362	277.3959
lowly_expressed	lowly_expressed	AQP6|363	13.3441
AQP7P1|375719	164.5516	AQP7P1|375719	27.9013
AQP7P3|441432	9.3063	lowly_expressed	lowly_expressed
AQP7|364	1060.4907	AQP7|364	269.3085
AQP9|366	23.2657	lowly_expressed	lowly_expressed
AQPEP|206338	146.214	AQPEP|206338	35.5398
AQR|9716	1394.6701	AQR|9716	1344.9252
ARAF|369	1118.0203	ARAF|369	1327.5374
ARAP1|116985	3595.1184	ARAP1|116985	2096.9592
ARAP2|116984	369.2893	ARAP2|116984	422.5637
ARAP3|64411	565.5668	ARAP3|64411	529.721
ARCN1|372	4136.6328	ARCN1|372	4348.1601
lowly_expressed	lowly_expressed	ARC|23237	34.7756
AREG|374	166.2437	AREG|374	753.336
ARF1|375	10374.7885	ARF1|375	7522.0380000000005
ARF3|377	5517.7665	ARF3|377	4459.3611
ARF4|378	5158.2064	ARF4|378	3003.2349
ARF5|381	1921.3198	ARF5|381	1915.7946
ARF6|382	2183.5871	ARF6|382	2356.6518
ARFGAP1|55738	1130.7107	ARFGAP1|55738	929.2357
ARFGAP2|84364	1303.7225	ARFGAP2|84364	2223.615
ARFGAP3|26286	1079.5262	ARFGAP3|26286	1351.3951
ARFGEF1|10565	2621.5398	ARFGEF1|10565	2225.7178
ARFGEF2|10564	2692.8934	ARFGEF2|10564	2835.4226
ARFIP1|27236	894.247	ARFIP1|27236	1024.262
ARFIP2|23647	707.2758	ARFIP2|23647	1461.7873
ARFRP1|10139	420.4738	ARFRP1|10139	338.4553
ARG2|384	176.5102	ARG2|384	167.7355
ARGLU1|55082	1481.8105	ARGLU1|55082	4154.4683
ARHGAP10|79658	475.0423	ARHGAP10|79658	385.7663
ARHGAP11A|9824	534.264	ARHGAP11A|9824	66.3162
ARHGAP11B|89839	49.0694	ARHGAP11B|89839	9.7048
ARHGAP12|94134	881.1337	ARHGAP12|94134	1541.0433
ARHGAP15|55843	104.0609	ARHGAP15|55843	71.57300000000001
ARHGAP17|55114	1692.0474	ARHGAP17|55114	1121.7145
ARHGAP18|93663	821.4889999999999	ARHGAP18|93663	602.1027
ARHGAP19|84986	512.6904	ARHGAP19|84986	1317.8326
ARHGAP1|392	3318.5279	ARHGAP1|392	3943.3886
ARHGAP20|57569	195.8545	ARHGAP20|57569	269.7129
ARHGAP21|57584	2420.4738	ARHGAP21|57584	2553.5786
ARHGAP22|58504	41.4552	ARHGAP22|58504	35.9887
ARHGAP23|57636	760.9983	ARHGAP23|57636	846.7448
ARHGAP24|83478	381.5567	ARHGAP24|83478	347.3514
ARHGAP25|9938	422.5888	ARHGAP25|9938	561.6659999999999
ARHGAP26|23092	574.4501	ARHGAP26|23092	1221.1888
ARHGAP27|201176	609.5601	ARHGAP27|201176	634.3227
ARHGAP28|79822	234.7716	ARHGAP28|79822	202.9923
ARHGAP29|9411	9308.3756	ARHGAP29|9411	1826.9309
ARHGAP30|257106	821.4889999999999	ARHGAP30|257106	392.6405
ARHGAP31|57514	1453.0457	ARHGAP31|57514	942.9842
ARHGAP32|9743	1177.665	ARHGAP32|9743	2289.9313
ARHGAP33|115703	112.5212	ARHGAP33|115703	381.3182
lowly_expressed	lowly_expressed	ARHGAP36|158763	1314.5977
ARHGAP39|80728	171.3198	ARHGAP39|80728	236.9592
ARHGAP42|143872	197.5465	ARHGAP42|143872	219.9313
ARHGAP4|393	361.6751	ARHGAP4|393	360.6955
ARHGAP5|394	1642.132	ARHGAP5|394	2971.6943
ARHGAP6|395	151.4382	ARHGAP6|395	254.3469
ARHGAP8|23779	152.6692	ARHGAP8|23779	371.9733
ARHGAP9|64333	152.2843	ARHGAP9|64333	115.649
ARHGDIA|396	4104.9069	ARHGDIA|396	3313.3846
ARHGDIB|397	3830.7953	ARHGDIB|397	3871.0069
ARHGEF10L|55160	598.5618	ARHGEF10L|55160	1108.3704
ARHGEF10|9639	743.2318	ARHGEF10|9639	1291.9531
ARHGEF11|9826	2356.176	ARHGEF11|9826	1475.5358
ARHGEF12|23365	5269.8816	ARHGEF12|23365	5918.7222
ARHGEF15|22899	744.5008	ARHGEF15|22899	386.1706
ARHGEF16|27237	318.5279	ARHGEF16|27237	202.9923
ARHGEF17|9828	1386.2098	ARHGEF17|9828	2135.0586
ARHGEF18|23370	1120.5584	ARHGEF18|23370	773.15
ARHGEF19|128272	212.775	ARHGEF19|128272	438.7384
ARHGEF1|9138	1504.2301	ARHGEF1|9138	1178.7303
ARHGEF2|9181	1988.1557	ARHGEF2|9181	1872.6243
lowly_expressed	lowly_expressed	ARHGEF33|100271715	12.9397
ARHGEF35|445328	315.9898	ARHGEF35|445328	367.1654
ARHGEF37|389337	574.0271	ARHGEF37|389337	2029.1144
ARHGEF38|54848	121.4044	ARHGEF38|54848	65.5075
ARHGEF3|50650	1018.1895	ARHGEF3|50650	932.8751
ARHGEF4|50649	116.7513	ARHGEF4|50649	151.6377
ARHGEF5|7984	275.8037	ARHGEF5|7984	473.1096
ARHGEF6|9459	1369.2893	ARHGEF6|9459	2506.6721
ARHGEF7|8874	1424.7039	ARHGEF7|8874	1801.4557
ARHGEF9|23229	417.9357	ARHGEF9|23229	1562.4747
ARID1A|8289	3611.6751	ARID1A|8289	3185.2002
ARID1B|57492	1497.4619	ARID1B|57492	2650.2224
ARID2|196528	1215.736	ARID2|196528	1250.3033
ARID3A|1820	211.5059	ARID3A|1820	36.7974
ARID3B|10620	148.4772	ARID3B|10620	135.8674
ARID4A|5926	644.6701	ARID4A|5926	865.7501
ARID4B|51742	1525.7783	ARID4B|51742	1416.5305
ARID5A|10865	442.0474	ARID5A|10865	1814.3955
ARID5B|84159	1799.4924	ARID5B|84159	3495.3498
ARIH1|25820	1771.9966	ARIH1|25820	2214.719
ARIH2|10425	1600.6768	ARIH2|10425	1913.0611
ARL10|285598	43.9932	ARL10|285598	94.6219
ARL11|115761	31.7259	ARL11|115761	38.4149
ARL13B|200894	299.9154	ARL13B|200894	257.1775
ARL15|54622	523.2657	ARL15|54622	429.8423
ARL16|339231	493.2318	ARL16|339231	490.093
ARL17A|51326	91.3283	ARL17A|51326	129.35299999999998
ARL17B|641522	5.0042	ARL17B|641522	6.6357
ARL1|400	2520.3046	ARL1|400	2194.905
ARL2BP|23568	1228.4264	ARL2BP|23568	1290.74
ARL2|402	618.0203	ARL2|402	877.8811
ARL3|403	739.0017	ARL3|403	636.4739
ARL4A|10124	434.8562	ARL4A|10124	2070.3599
ARL4C|10123	828.6802	ARL4C|10123	1961.1808
ARL4D|379	127.3266	ARL4D|379	70.7643
ARL5A|26225	1057.1066	ARL5A|26225	535.7865
ARL5B|221079	381.1337	ARL5B|221079	238.5766
ARL6IP1|23204	13176.819	ARL6IP1|23204	3421.3506
ARL6IP4|51329	1681.0491	ARL6IP4|51329	896.0776
ARL6IP5|10550	3979.2724	ARL6IP5|10550	3520.0162
ARL6IP6|151188	266.0745	ARL6IP6|151188	241.0028
ARL6|84100	68.5279	ARL6|84100	77.2341
ARL8A|127829	1085.8714	ARL8A|127829	957.5414
ARL8B|55207	2318.9509	ARL8B|55207	2047.3110000000001
lowly_expressed	lowly_expressed	ARL9|132946	6.0655
ARMC10|83787	702.9907	ARMC10|83787	672.3008
ARMC1|55156	824.4501	ARMC1|55156	659.5228
ARMC2|84071	31.7259	ARMC2|84071	65.9118
ARMC3|219681	13.5364	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ARMC4|55130	16.1747
ARMC5|79798	274.5347	ARMC5|79798	219.167
ARMC6|93436	486.4636	ARMC6|93436	495.3498
ARMC7|79637	511.8443	ARMC7|79637	264.4561
ARMC8|25852	717.4281	ARMC8|25852	748.4836
ARMC9|80210	447.5465	ARMC9|80210	270.5216
ARMCX1|51309	414.5516	ARMCX1|51309	725.0303
ARMCX2|9823	629.4416	ARMCX2|9823	836.2313
ARMCX3|51566	1505.4992	ARMCX3|51566	1707.6425
ARMCX5|64860	350.6768	ARMCX5|64860	522.8467
ARMCX6|54470	141.286	ARMCX6|54470	285.8876
ARNT2|9915	732.2335	ARNT2|9915	479.9838
ARNTL2|56938	75.2961	ARNTL2|56938	28.3057
ARNTL|406	262.6904	ARNTL|406	378.892
ARNT|405	3068.5279	ARNT|405	1964.4157
ARPC1A|10552	2225.4738	ARPC1A|10552	2408.9648
ARPC1B|10095	2210.2284	ARPC1B|10095	857.5131
ARPC2|10109	3895.9391	ARPC2|10109	3427.4161
ARPC3|10094	3021.1506	ARPC3|10094	2190.4569
ARPC4|10093	2957.9992	ARPC4|10093	2281.8924
ARPC5L|81873	507.1912	ARPC5L|81873	379.7008
ARPC5|10092	3768.6125	ARPC5|10092	2268.4998
ARPM1|84517	27.9188	ARPM1|84517	21.4315
ARPP19|10776	4436.1252	ARPP19|10776	3130.6106
ARRB1|408	724.6193	ARRB1|408	920.7439999999999
ARRB2|409	726.7343	ARRB2|409	640.5176
ARRDC1|92714	664.9746	ARRDC1|92714	712.4949
ARRDC2|27106	809.6447	ARRDC2|27106	680.5499
ARRDC3|57561	1841.7936	ARRDC3|57561	4636.4739
ARRDC4|91947	770.3046	ARRDC4|91947	707.6425
ARSA|410	890.4399	ARSA|410	665.9927
ARSB|411	493.2318	ARSB|411	184.7958
ARSD|414	1398.9002	ARSD|414	2886.7772
ARSE|415	13.5364	ARSE|415	39.2236
ARSG|22901	113.3672	ARSG|22901	190.0526
ARSH|347527	6.3452	lowly_expressed	lowly_expressed
ARSI|340075	55.4146	ARSI|340075	25.8795
ARSJ|79642	63.0288	ARSJ|79642	133.8455
ARSK|153642	199.2386	ARSK|153642	176.7085
ART4|420	8.0372	ART4|420	11.3223
ART5|116969	10.5753	ART5|116969	24.6664
ARTN|9048	57.1066	ARTN|9048	7.2786
ARV1|64801	335.4484	ARV1|64801	384.1488
ARVCF|421	153.5533	ARVCF|421	427.4161
AR|367	1507.1912	AR|367	595.6328
AS3MT|57412	107.868	AS3MT|57412	344.909
ASAH1|427	5190.3553	ASAH1|427	3619.4905
ASAH2B|653308	51.1844	ASAH2B|653308	8.4917
ASAH2|56624	5.0761	ASAH2|56624	5.2568
ASAM|79827	585.8714	ASAM|79827	639.3045
ASAP1|50807	1781.3029	ASAP1|50807	968.055
ASAP2|8853	1219.5431	ASAP2|8853	771.5326
ASAP3|55616	626.9036	ASAP3|55616	1245.8552
lowly_expressed	lowly_expressed	ASB12|142689	8.888
ASB13|79754	396.3621	ASB13|79754	825.3134
ASB14|142686	11.8443	ASB14|142686	11.3223
ASB16|92591	33.4772	ASB16|92591	7.2665
ASB1|51665	511.3579	ASB1|51665	795.6854
ASB2|51676	38.0711	ASB2|51676	57.8245
ASB3|51130	280.0338	ASB3|51130	405.5803
lowly_expressed	lowly_expressed	ASB5|140458	5.6611
ASB6|140459	426.066	ASB6|140459	855.7461
ASB7|140460	483.0795	ASB7|140460	537.404
ASB8|140461	873.0964	ASB8|140461	957.1371
ASB9|140462	47.8003	ASB9|140462	23.4533
ASCC1|51008	496.6159	ASCC1|51008	358.6737
ASCC2|84164	1026.6497	ASCC2|84164	1056.6114
ASCC3|10973	1000.0	ASCC3|10973	1059.0376
ASCL2|430	5.4992	lowly_expressed	lowly_expressed
ASF1A|25842	323.6041	ASF1A|25842	475.1314
ASF1B|55723	400.5922	ASF1B|55723	71.1686
ASGR1|432	12.2673	ASGR1|432	7.683
ASGR2|433	8.8832	lowly_expressed	lowly_expressed
ASH1L|55870	3821.2690000000002	ASH1L|55870	4314.8403
ASH2L|9070	1015.2284	ASH2L|9070	1170.2386
ASL|435	384.0948	ASL|435	401.5366
ASMTL|8623	476.7343	ASMTL|8623	611.7347
ASNA1|439	1430.6261	ASNA1|439	835.8269
ASNSD1|54529	945.4315	ASNSD1|54529	1132.6324
ASNS|440	368.8663	ASNS|440	468.6615
ASPA|443	36.802	ASPA|443	21.8358
ASPHD1|253982	5.0761	ASPHD1|253982	29.9232
ASPHD2|57168	57.1066	ASPHD2|57168	59.8463
ASPH|444	4507.6438	ASPH|444	5077.0643
ASPM|259266	627.7496	ASPM|259266	37.2018
ASPN|54829	3378.1726	ASPN|54829	167.0036
ASPRV1|151516	57.2927	ASPRV1|151516	87.8285
ASPSCR1|79058	382.8257	ASPSCR1|79058	186.0089
ASRGL1|80150	64.2978	ASRGL1|80150	81.6822
ASS1|445	2604.0609	ASS1|445	2356.2475
ASTE1|28990	178.8367	ASTE1|28990	292.8953
ASTN1|460	41.4552	ASTN1|460	112.0097
ASTN2|23245	117.5973	ASTN2|23245	317.0239
ASXL1|171023	1750.4229999999998	ASXL1|171023	2875.0505
ASXL2|55252	1066.4129	ASXL2|55252	1109.5835
ASXL3|80816	9.7293	ASXL3|80816	43.2673
ATAD1|84896	1292.7242	ATAD1|84896	1367.1654
ATAD2B|54454	429.78	ATAD2B|54454	394.25800000000004
ATAD2|29028	943.3164	ATAD2|29028	411.2414
ATAD3A|55210	489.0017	ATAD3A|55210	247.0683
ATAD3B|83858	181.4721	ATAD3B|83858	219.9757
ATAD3C|219293	38.9171	ATAD3C|219293	137.0805
ATAD5|79915	131.1337	ATAD5|79915	101.9005
