gene_id	TCGA-BH-A1F8-01A-11R-A13Q-07	gene_id	TCGA-BH-A1F8-11B-21R-A13Q-07
KANK1|23189	349.8264	KANK1|23189	2229.4894
KANK2|25959	717.8819	KANK2|25959	2635.6856
KANK3|256949	6.9444	KANK3|256949	272.5186
KANK4|163782	187.2106	KANK4|163782	387.8371
KARS|3735	2271.1227	KARS|3735	2899.5984
KAT2A|2648	664.3519	KAT2A|2648	858.2903
KAT2B|8850	543.1134	KAT2B|8850	838.21
KAT5|10524	415.4022	KAT5|10524	853.1842
KATNA1|11104	315.1042	KATNA1|11104	350.545
KATNAL1|84056	515.625	KATNAL1|84056	563.9702
KATNAL2|83473	59.8958	KATNAL2|83473	57.3723
KATNB1|10300	258.1019	KATNB1|10300	413.6546
KAZALD1|81621	31.2847	KAZALD1|81621	110.2582
KAZ|23254	158.18	KAZ|23254	763.8153
KBTBD10|10324	126.3079	KBTBD10|10324	30.2008
KBTBD11|9920	206.3079	KBTBD11|9920	390.7057
lowly_expressed	lowly_expressed	KBTBD12|166348	6.8847
KBTBD2|25948	893.2292	KBTBD2|25948	1348.8239
KBTBD3|143879	131.9444	KBTBD3|143879	154.3316
KBTBD4|55709	710.5584	KBTBD4|55709	441.8015
KBTBD6|89890	518.5185	KBTBD6|89890	804.3603
KBTBD7|84078	227.4306	KBTBD7|84078	243.2587
KBTBD8|84541	65.1042	KBTBD8|84541	44.1767
KCMF1|56888	1988.4259	KCMF1|56888	1263.9128
lowly_expressed	lowly_expressed	KCNA1|3736	81.4687
KCNA3|3738	20.8333	KCNA3|3738	19.5066
lowly_expressed	lowly_expressed	KCNA5|3741	6.311
KCNA6|3742	9.2593	KCNA6|3742	103.2702
KCNAB1|7881	129.3403	KCNAB1|7881	359.1509
KCNAB2|8514	48.9005	KCNAB2|8514	123.9243
lowly_expressed	lowly_expressed	KCNB1|3745	53.3563
lowly_expressed	lowly_expressed	KCNB2|9312	13.7694
lowly_expressed	lowly_expressed	KCNC1|3746	20.0803
lowly_expressed	lowly_expressed	KCNC2|3747	78.6001
KCNC3|3748	78.125	KCNC3|3748	284.5668
KCNC4|3749	38.4838	KCNC4|3749	324.1538
KCND1|3750	79.2824	KCND1|3750	98.6804
KCND2|3751	141.4931	KCND2|3751	123.3505
lowly_expressed	lowly_expressed	KCND3|3752	24.6701
lowly_expressed	lowly_expressed	KCNE1L|23630	12.6219
lowly_expressed	lowly_expressed	KCNE1|3753	257.6018
KCNE2|9992	8.9699	KCNE2|9992	12.6219
KCNE3|10008	60.1852	KCNE3|10008	108.4337
KCNE4|23704	1100.6944	KCNE4|23704	119.9082
KCNF1|3754	104.7454	KCNF1|3754	16.0643
KCNG1|3755	28.3565	KCNG1|3755	24.0964
KCNG3|170850	21.412	lowly_expressed	lowly_expressed
KCNH1|3756	6.3657	KCNH1|3756	20.654
KCNH2|3757	50.6366	KCNH2|3757	16.637999999999998
lowly_expressed	lowly_expressed	KCNH3|23416	35.5709
KCNH6|81033	6.3657	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KCNH8|131096	51.6351
lowly_expressed	lowly_expressed	KCNIP1|30820	16.637999999999998
lowly_expressed	lowly_expressed	KCNIP2|30819	1036.7183
KCNIP3|30818	87.6736	KCNIP3|30818	100.4016
KCNIP4|80333	19.9653	KCNIP4|80333	29.8336
KCNJ10|3766	5.787000000000001	lowly_expressed	lowly_expressed
KCNJ11|3767	360.2431	KCNJ11|3767	74.0103
KCNJ12|3768	30.6713	KCNJ12|3768	102.6965
KCNJ13|3769	7.2338	KCNJ13|3769	7.4584
KCNJ14|3770	35.3009	KCNJ14|3770	27.5387
KCNJ15|3772	47.7431	KCNJ15|3772	48.7665
lowly_expressed	lowly_expressed	KCNJ16|3773	352.2662
KCNJ2|3759	78.7037	KCNJ2|3759	430.2926
KCNJ5|3762	34.1435	KCNJ5|3762	76.3052
KCNJ6|3763	5.4977	lowly_expressed	lowly_expressed
KCNJ8|3764	96.6435	KCNJ8|3764	718.3018
KCNK13|56659	9.838	KCNK13|56659	37.8657
KCNK15|60598	243.6343	KCNK15|60598	22.9489
KCNK1|3775	1076.0995	KCNK1|3775	188.1813
KCNK2|3776	15.0463	KCNK2|3776	672.4039
KCNK3|3777	94.9074	KCNK3|3777	198.5083
KCNK5|8645	20.544	KCNK5|8645	119.9082
KCNK6|9424	171.5856	KCNK6|9424	168.101
lowly_expressed	lowly_expressed	KCNK7|10089	5.7372
KCNMA1|3778	158.8542	KCNMA1|3778	1728.0551
KCNMB1|3779	46.0069	KCNMB1|3779	1356.856
lowly_expressed	lowly_expressed	KCNMB2|10242	10.327
KCNMB3|27094	104.1667	KCNMB3|27094	86.6322
KCNMB4|27345	55.2662	KCNMB4|27345	81.4687
lowly_expressed	lowly_expressed	KCNN1|3780	6.311
KCNN2|3781	17.9398	KCNN2|3781	24.0964
KCNN3|3782	14.4676	KCNN3|3782	24.0964
KCNN4|3783	125.0	KCNN4|3783	758.4624
KCNQ1OT1|10984	83.912	KCNQ1OT1|10984	73.4366
KCNQ1|3784	98.3796	KCNQ1|3784	222.03099999999998
KCNQ3|3786	10.1273	KCNQ3|3786	16.637999999999998
lowly_expressed	lowly_expressed	KCNQ4|9132	11.4745
lowly_expressed	lowly_expressed	KCNQ5|56479	33.8497
KCNRG|283518	23.3015	KCNRG|283518	6.4773
lowly_expressed	lowly_expressed	KCNS1|3787	180.7229
KCNS3|3790	836.2269	KCNS3|3790	282.8457
KCNT2|343450	10.4167	KCNT2|343450	32.7022
KCP|375616	9.2593	KCP|375616	13.2186
KCTD10|83892	2171.5856	KCTD10|83892	2746.988
KCTD11|147040	148.1481	KCTD11|147040	412.5072
KCTD12|115207	1515.0463	KCTD12|115207	9781.9851
KCTD13|253980	227.7199	KCTD13|253980	166.9535
KCTD14|65987	1344.6181	KCTD14|65987	615.0316
KCTD15|79047	625.0	KCTD15|79047	514.0562
lowly_expressed	lowly_expressed	KCTD16|57528	14.9168
KCTD17|79734	62.7894	KCTD17|79734	115.3184
KCTD18|130535	512.4421	KCTD18|130535	596.0987
KCTD1|284252	253.4722	KCTD1|284252	832.4727
KCTD20|222658	2654.5139	KCTD20|222658	2071.7154
KCTD21|283219	2274.0162	KCTD21|283219	275.961
KCTD2|23510	829.8611	KCTD2|23510	1240.9639
KCTD3|51133	6277.1991	KCTD3|51133	3559.3804
lowly_expressed	lowly_expressed	KCTD4|386618	11.4745
KCTD5|54442	830.4398	KCTD5|54442	516.3511
KCTD6|200845	197.6273	KCTD6|200845	188.1813
KCTD7|154881	467.41900000000004	KCTD7|154881	398.6804
KCTD9|54793	895.2546	KCTD9|54793	974.1824
KDELC1|79070	134.2593	KDELC1|79070	144.5783
KDELC2|143888	1056.4236	KDELC2|143888	1843.3735
KDELR1|10945	7582.7546	KDELR1|10945	2797.4756
KDELR2|11014	6659.4329	KDELR2|11014	4702.2375
KDELR3|11015	437.7894	KDELR3|11015	374.0677
KDM1A|23028	1719.0394	KDM1A|23028	1640.2754
KDM1B|221656	1126.1574	KDM1B|221656	478.4854
KDM2A|22992	1993.3449	KDM2A|22992	3244.9799
KDM2B|84678	502.3785	KDM2B|84678	692.0941
KDM3A|55818	2569.1551	KDM3A|55818	1363.7407
KDM3B|51780	3521.1227	KDM3B|51780	2426.8503
KDM4A|9682	991.6088	KDM4A|9682	1152.0367
KDM4B|23030	685.7639	KDM4B|23030	904.1882
KDM4C|23081	353.0093	KDM4C|23081	684.4521
KDM4D|55693	32.9861	KDM4D|55693	63.1096
KDM5A|5927	2345.7755	KDM5A|5927	1619.6213
KDM5B|10765	5133.9699	KDM5B|10765	1801.4917
KDM5C|8242	1474.8264	KDM5C|8242	1900.7458
KDM6A|7403	2623.5532	KDM6A|7403	917.9575
KDM6B|23135	304.6875	KDM6B|23135	830.1779
KDR|3791	670.1389	KDR|3791	1873.2071
KDSR|2531	1383.9699	KDSR|2531	2380.9524
KEAP1|9817	468.4606	KEAP1|9817	1000.5737
KERA|11081	57.0023	KERA|11081	30.9811
KGFLP2|654466	24.8032	KGFLP2|654466	80.8376
KHDC1|80759	20.7928	KHDC1|80759	26.747
KHDRBS1|10657	3548.9005	KHDRBS1|10657	4158.3477
KHDRBS3|10656	65.6829	KHDRBS3|10656	240.3901
KHK|3795	64.7512	KHK|3795	91.13600000000001
KHNYN|23351	827.9948	KHNYN|23351	1710.5106
KHSRP|8570	1069.4444	KHSRP|8570	1601.8359
KIAA0020|9933	520.2546	KIAA0020|9933	800.3442
KIAA0040|9674	2318.2870000000003	KIAA0040|9674	1581.1819
KIAA0087|9808	7.2338	lowly_expressed	lowly_expressed
KIAA0090|23065	1072.0486	KIAA0090|23065	1094.0906
KIAA0100|9703	3282.3466	KIAA0100|9703	4467.3322
KIAA0101|9768	757.2338	KIAA0101|9768	64.257
KIAA0114|57291	153.0671	KIAA0114|57291	703.9587
lowly_expressed	lowly_expressed	KIAA0125|9834	14.9168
KIAA0141|9812	1366.6088	KIAA0141|9812	1557.0855
KIAA0146|23514	668.4028	KIAA0146|23514	978.1985
KIAA0174|9798	3578.7037	KIAA0174|9798	2904.7619
KIAA0182|23199	2362.5579	KIAA0182|23199	1760.7573
KIAA0195|9772	1414.7078	KIAA0195|9772	1425.0602
KIAA0196|9897	3756.6551	KIAA0196|9897	1559.9541
KIAA0226|9711	1092.3032	KIAA0226|9711	615.0316
KIAA0232|9778	1977.1412	KIAA0232|9778	1800.3442
KIAA0240|23506	963.5417	KIAA0240|23506	1153.7579
KIAA0247|9766	1291.6667	KIAA0247|9766	2457.8313
KIAA0284|283638	283.8542	KIAA0284|283638	837.0625
KIAA0317|9870	841.7245	KIAA0317|9870	793.4596
KIAA0319L|79932	2831.5972	KIAA0319L|79932	1987.9575
KIAA0319|9856	7.8125	lowly_expressed	lowly_expressed
KIAA0355|9710	499.4213	KIAA0355|9710	1343.0866
KIAA0368|23392	2570.6019	KIAA0368|23392	2970.1664
KIAA0391|9692	727.3409	KIAA0391|9692	553.2645
KIAA0406|9675	2405.3819	KIAA0406|9675	471.6007
lowly_expressed	lowly_expressed	KIAA0408|9729	201.5089
KIAA0415|9907	124.4213	KIAA0415|9907	373.494
KIAA0427|9811	204.5718	KIAA0427|9811	1184.1652
KIAA0430|9665	2485.2431	KIAA0430|9665	2378.0838
KIAA0467|23334	244.6615	KIAA0467|23334	789.1394
KIAA0494|9813	4246.7014	KIAA0494|9813	5564.7045
KIAA0495|57212	52.662	KIAA0495|57212	726.9076
KIAA0513|9764	374.1319	KIAA0513|9764	271.3712
KIAA0528|9847	908.5648	KIAA0528|9847	1143.4309
KIAA0556|23247	434.8958	KIAA0556|23247	471.6007
KIAA0562|9731	589.4097	KIAA0562|9731	749.2828
KIAA0564|23078	1007.5231	KIAA0564|23078	871.4859
KIAA0586|9786	610.5324	KIAA0586|9786	428.5714
KIAA0649|9858	182.581	KIAA0649|9858	519.7935
KIAA0652|9776	2499.1319	KIAA0652|9776	1843.9472
KIAA0664P3|100132341	24.0162	KIAA0664P3|100132341	41.8818
KIAA0664|23277	991.8981	KIAA0664|23277	1344.8078
KIAA0748|9840	8.3912	KIAA0748|9840	12.6219
KIAA0753|9851	317.1296	KIAA0753|9851	462.9948
KIAA0754|643314	51.794	KIAA0754|643314	169.8221
KIAA0776|23376	2514.1782	KIAA0776|23376	1193.3448
KIAA0802|23255	122.1065	KIAA0802|23255	98.1067
KIAA0831|22863	344.3287	KIAA0831|22863	778.5427
KIAA0892|23383	644.9653	KIAA0892|23383	1193.3448
KIAA0895L|653319	75.2315	KIAA0895L|653319	149.4033
KIAA0895|23366	311.9213	KIAA0895|23366	248.99599999999998
KIAA0907|22889	785.8796	KIAA0907|22889	463.5686
KIAA0913|23053	2177.9514	KIAA0913|23053	1405.6225
KIAA0922|23240	668.1134	KIAA0922|23240	528.3993
KIAA0947|23379	1801.2153	KIAA0947|23379	1462.9948
KIAA1009|22832	251.7361	KIAA1009|22832	305.2209
KIAA1012|22878	1341.1458	KIAA1012|22878	1110.1549
KIAA1024|23251	39.3519	KIAA1024|23251	72.2892
KIAA1033|23325	2182.0023	KIAA1033|23325	1235.8003
lowly_expressed	lowly_expressed	KIAA1045|23349	32.1285
KIAA1107|23285	162.3264	KIAA1107|23285	176.1331
KIAA1109|84162	1769.9653	KIAA1109|84162	2743.5456
KIAA1143|57456	820.8912	KIAA1143|57456	1103.8439
KIAA1147|57189	1875.2894	KIAA1147|57189	1584.0505
KIAA1161|57462	439.2361	KIAA1161|57462	264.4865
KIAA1191|57179	3360.5324	KIAA1191|57179	2542.1687
KIAA1199|57214	401.6204	KIAA1199|57214	81.4687
lowly_expressed	lowly_expressed	KIAA1210|57481	19.5066
KIAA1211|57482	43.6921	KIAA1211|57482	10.327
KIAA1217|56243	5567.1296	KIAA1217|56243	3995.4102
lowly_expressed	lowly_expressed	KIAA1239|57495	19.5066
KIAA1244|57221	2097.5116	KIAA1244|57221	454.389
KIAA1257|57501	103.0498	KIAA1257|57501	16.9707
KIAA1267|284058	1617.4769	KIAA1267|284058	1309.8107
KIAA1274|27143	59.8958	KIAA1274|27143	553.6431
KIAA1279|26128	1362.2685	KIAA1279|26128	694.7791
KIAA1310|55683	1685.4745	KIAA1310|55683	1609.868
KIAA1324L|222223	1412.037	KIAA1324L|222223	475.6168
KIAA1324|57535	7515.9144	KIAA1324|57535	7133.6776
KIAA1328|57536	76.9676	KIAA1328|57536	184.739
KIAA1370|56204	5106.1921	KIAA1370|56204	1262.7653
KIAA1377|57562	117.1875	KIAA1377|57562	345.9552
KIAA1383|54627	11.5741	KIAA1383|54627	92.3695
KIAA1407|57577	212.6736	KIAA1407|57577	243.2587
lowly_expressed	lowly_expressed	KIAA1409|57578	8.0321
KIAA1429|25962	3186.3426	KIAA1429|25962	1835.3414
KIAA1430|57587	1427.0833	KIAA1430|57587	1685.5995
KIAA1432|57589	661.6898	KIAA1432|57589	814.0275
KIAA1462|57608	814.5255	KIAA1462|57608	2150.8893
KIAA1467|57613	23202.2569	KIAA1467|57613	681.0098
KIAA1468|57614	739.8727	KIAA1468|57614	870.9122
KIAA1522|57648	2011.5741	KIAA1522|57648	3683.8784
KIAA1524|57650	383.3912	KIAA1524|57650	78.0264
KIAA1529|57653	22.5694	KIAA1529|57653	96.9593
KIAA1530|57654	94.6181	KIAA1530|57654	151.463
KIAA1539|80256	396.9907	KIAA1539|80256	378.0838
KIAA1543|57662	173.0324	KIAA1543|57662	326.4487
KIAA1549|57670	635.9954	KIAA1549|57670	310.9581
KIAA1586|57691	270.8333	KIAA1586|57691	209.4091
KIAA1598|57698	2773.7269	KIAA1598|57698	860.0115
KIAA1609|57707	274.0162	KIAA1609|57707	394.7217
KIAA1614|57710	11.6117	KIAA1614|57710	89.5181
KIAA1632|57724	1157.6968	KIAA1632|57724	802.6391
KIAA1644|85352	45.4282	KIAA1644|85352	25.8176
KIAA1671|85379	1704.2824	KIAA1671|85379	3992.5416
KIAA1683|80726	12.4421	KIAA1683|80726	283.9931
KIAA1704|55425	350.0666	lowly_expressed	lowly_expressed
KIAA1712|80817	380.0521	KIAA1712|80817	476.1618
KIAA1715|80856	1893.2292	KIAA1715|80856	700.5164
KIAA1731|85459	609.0856	KIAA1731|85459	419.3919
KIAA1737|85457	944.7338	KIAA1737|85457	1224.3259
KIAA1755|85449	32.9861	KIAA1755|85449	183.0178
KIAA1797|54914	610.2431	KIAA1797|54914	905.9094
KIAA1804|84451	129.6296	KIAA1804|84451	161.2163
KIAA1826|84437	443.287	KIAA1826|84437	441.7671
KIAA1841|84542	377.6042	KIAA1841|84542	157.2002
lowly_expressed	lowly_expressed	KIAA1875|340390	8.6059
KIAA1908|114796	86.8056	KIAA1908|114796	195.06599999999997
KIAA1919|91749	137.7315	KIAA1919|91749	84.3373
KIAA1949|170954	567.9977	KIAA1949|170954	1112.4498
KIAA1958|158405	63.9468	KIAA1958|158405	39.5869
KIAA1967|57805	1043.6921	KIAA1967|57805	1763.0522
KIAA2013|90231	513.0208	KIAA2013|90231	1006.311
KIAA2018|205717	1550.3472	KIAA2018|205717	970.7401
KIAA2022|340533	226.2731	KIAA2022|340533	83.7636
KIAA2026|158358	731.7708	KIAA2026|158358	885.2553
KIDINS220|57498	2652.1991	KIDINS220|57498	2784.28
KIF11|3832	1907.4074	KIF11|3832	209.4091
KIF12|113220	77.5463	KIF12|113220	310.3844
KIF13A|63971	1293.4028	KIF13A|63971	1499.1394
KIF13B|23303	276.6204	KIF13B|23303	1463.5513
KIF14|9928	361.6898	KIF14|9928	32.7022
KIF15|56992	202.2569	KIF15|56992	72.8629
KIF16B|55614	1775.463	KIF16B|55614	611.5892
KIF17|57576	7.8125	KIF17|57576	75.1578
KIF18A|81930	333.3333	KIF18A|81930	60.8147
KIF18B|146909	208.912	KIF18B|146909	29.2599
lowly_expressed	lowly_expressed	KIF19|124602	32.7022
KIF1A|547	49.4792	lowly_expressed	lowly_expressed
KIF1B|23095	1861.1111	KIF1B|23095	2179.0017
KIF1C|10749	878.7616	KIF1C|10749	2075.7315
KIF20A|10112	563.9468	KIF20A|10112	96.9593
KIF20B|9585	488.1366	KIF20B|9585	275.3873
KIF21A|55605	2443.5764	KIF21A|55605	251.2909
KIF21B|23046	107.3495	KIF21B|23046	146.8732
KIF22|3835	677.9514	KIF22|3835	592.0826
KIF23|9493	970.1968	KIF23|9493	120.4819
KIF24|347240	107.9311	KIF24|347240	54.5037
lowly_expressed	lowly_expressed	KIF25|3834	31.5548
KIF26A|26153	19.3866	KIF26A|26153	263.9128
KIF26B|55083	202.5463	KIF26B|55083	47.619
KIF27|55582	67.419	KIF27|55582	80.3213
KIF2A|3796	1623.2639	KIF2A|3796	561.1015
KIF2C|11004	261.8634	KIF2C|11004	63.1096
KIF3A|11127	1421.0069	KIF3A|11127	557.6592
KIF3B|9371	4850.9838	KIF3B|9371	1771.0843
KIF3C|3797	595.1968	KIF3C|3797	351.6925
KIF4A|24137	716.4352	KIF4A|24137	46.4716
KIF4B|285643	17.3611	lowly_expressed	lowly_expressed
KIF5A|3798	7.8125	KIF5A|3798	11.4745
KIF5B|3799	11137.1528	KIF5B|3799	5349.9713
KIF5C|3800	432.0023	KIF5C|3800	410.786
KIF6|221458	120.081	lowly_expressed	lowly_expressed
KIF7|374654	71.0185	KIF7|374654	153.1899
KIF9|64147	115.6395	KIF9|64147	115.8921
KIFAP3|22920	1403.6458	KIFAP3|22920	942.6277
KIFC1|3833	424.1898	KIFC1|3833	87.206
KIFC2|90990	135.3877	KIFC2|90990	122.2892
KIFC3|3801	31.25	KIFC3|3801	356.856
KILLIN|100144748	22.2801	KILLIN|100144748	29.2599
KIN|22944	428.8194	KIN|22944	260.4705
lowly_expressed	lowly_expressed	KIR2DS4|3809	12.0482
lowly_expressed	lowly_expressed	KIR3DL1|3811	6.8847
lowly_expressed	lowly_expressed	KIRREL3|84623	36.7183
KIRREL|55243	38.4838	KIRREL|55243	513.4825
KITLG|4254	955.7292	KITLG|4254	1384.3947
KIT|3815	112.8472	KIT|3815	10477.3379
KLB|152831	18.5185	KLB|152831	429.7189
KLC1|3831	606.2008	KLC1|3831	1673.5341
KLC2|64837	257.5231	KLC2|64837	317.8428
KLC3|147700	46.195	KLC3|147700	75.8577
KLC4|89953	359.3924	KLC4|89953	408.5141
KLF10|7071	2405.0926	KLF10|7071	4144.5783
KLF11|8462	640.3356	KLF11|8462	1699.9426
KLF12|11278	490.4514	KLF12|11278	548.4796
KLF13|51621	1025.1736	KLF13|51621	2325.8749
lowly_expressed	lowly_expressed	KLF14|136259	8.6059
lowly_expressed	lowly_expressed	KLF15|28999	212.8514
KLF16|83855	60.4745	KLF16|83855	233.5055
KLF2|10365	222.2222	KLF2|10365	1817.5559
KLF3|51274	1603.2957	KLF3|51274	1889.1509
KLF4|9314	126.7361	KLF4|9314	2994.8365
KLF5|688	94.0394	KLF5|688	2231.7843
KLF6|1316	4324.6528	KLF6|1316	10314.4005
KLF7|8609	28.9352	KLF7|8609	111.8761
KLF8|11279	203.4144	KLF8|11279	479.0591
KLF9|687	1668.9815	KLF9|687	3611.0155
KLHDC10|23008	1445.6019	KLHDC10|23008	810.6713
KLHDC1|122773	50.0579	KLHDC1|122773	131.9564
KLHDC2|23588	623.8426	KLHDC2|23588	1272.5186
KLHDC3|116138	1188.0787	KLHDC3|116138	1799.7705
KLHDC4|54758	39.6412	KLHDC4|54758	125.0717
KLHDC5|57542	1692.7083	KLHDC5|57542	1185.3127
lowly_expressed	lowly_expressed	KLHDC7A|127707	111.3024
KLHDC7B|113730	24.5949	KLHDC7B|113730	52.2088
KLHDC8A|55220	9.2593	KLHDC8A|55220	9.1796
KLHDC8B|200942	184.8958	KLHDC8B|200942	508.319
KLHDC9|126823	91.7245	KLHDC9|126823	75.1578
KLHL11|55175	150.7523	KLHL11|55175	60.8147
KLHL12|59349	2293.1134	KLHL12|59349	928.8583
KLHL13|90293	48.0324	KLHL13|90293	1172.6908
KLHL14|57565	8.6806	KLHL14|57565	27.5387
KLHL15|80311	196.7593	KLHL15|80311	453.2415
KLHL17|339451	24.3056	KLHL17|339451	57.3723
KLHL18|23276	336.8056	KLHL18|23276	349.9713
KLHL20|27252	382.8125	KLHL20|27252	505.4504
KLHL21|9903	132.2338	KLHL21|9903	1993.1153
KLHL22|84861	200.5208	KLHL22|84861	364.8881
KLHL23|151230	280.1273	KLHL23|151230	126.2192
KLHL24|54800	1227.7199	KLHL24|54800	1428.5714
KLHL25|64410	111.1111	KLHL25|64410	230.0631
KLHL26|55295	122.6852	KLHL26|55295	238.0952
KLHL28|54813	539.9306	KLHL28|54813	493.9759
KLHL29|114818	37.037	KLHL29|114818	478.4854
KLHL2|11275	240.7407	KLHL2|11275	771.0843
lowly_expressed	lowly_expressed	KLHL30|377007	18.3592
KLHL31|401265	31.8287	KLHL31|401265	137.0109
KLHL32|114792	6.0764	KLHL32|114792	13.1956
lowly_expressed	lowly_expressed	KLHL33|123103	5.7372
KLHL35|283212	56.4236	KLHL35|283212	32.7022
KLHL36|79786	45.1389	KLHL36|79786	204.2456
lowly_expressed	lowly_expressed	KLHL38|340359	6.8847
KLHL3|26249	112.2685	KLHL3|26249	324.1538
KLHL4|56062	7.8125	KLHL4|56062	60.24100000000001
KLHL5|51088	703.125	KLHL5|51088	1104.4177
KLHL6|89857	74.3634	KLHL6|89857	61.9621
KLHL7|55975	546.0069	KLHL7|55975	791.7384
KLHL8|57563	286.16900000000004	KLHL8|57563	376.3626
KLHL9|55958	1464.4097	KLHL9|55958	1677.5674
KLK10|5655	7.8125	KLK10|5655	218.0149
KLK11|11012	7.5231	KLK11|11012	130.2352
lowly_expressed	lowly_expressed	KLK13|26085	9.1796
lowly_expressed	lowly_expressed	KLK1|3816	10.9007
KLK4|9622	50.9259	KLK4|9622	6.8847
KLK5|25818	22.8588	KLK5|25818	1279.4033
KLK6|5653	11.2847	KLK6|5653	473.8956
KLK7|5650	14.7569	KLK7|5650	427.9977
lowly_expressed	lowly_expressed	KLK8|11202	99.8279
lowly_expressed	lowly_expressed	KLKB1|3818	6.311
KLKP1|606293	5.2083	lowly_expressed	lowly_expressed
KLRA1|10748	15.9144	KLRA1|10748	65.4045
KLRAQ1|129285	701.0995	KLRAQ1|129285	645.4389
KLRB1|3820	6.9444	KLRB1|3820	41.3081
lowly_expressed	lowly_expressed	KLRC1|3821	5.1635
lowly_expressed	lowly_expressed	KLRC2|3822	5.4504
KLRD1|3824	41.3773	KLRD1|3824	53.93
KLRF1|51348	5.4977	KLRF1|51348	11.4745
KLRG1|10219	20.544	KLRG1|10219	18.3592
lowly_expressed	lowly_expressed	KLRG2|346689	24.6701
KLRK1|22914	37.9514	KLRK1|22914	81.113
KL|9365	25.1736	KL|9365	376.9363
KMO|8564	316.3455	KMO|8564	23.8038
KNDC1|85442	123.2639	KNDC1|85442	17.7854
KNG1|3827	5.4977	lowly_expressed	lowly_expressed
KNTC1|9735	1110.787	KNTC1|9735	257.0281
KPNA1|3836	4378.7616	KPNA1|3836	1457.2576
KPNA2|3838	4063.3681	KPNA2|3838	867.4699
KPNA3|3839	2982.6389	KPNA3|3839	1106.1388
KPNA4|3840	3970.7755	KPNA4|3840	1547.3322
KPNA5|3841	73.206	KPNA5|3841	137.1199
KPNA6|23633	2377.3148	KPNA6|23633	1942.6277
KPNB1|3837	8165.7986	KPNB1|3837	4099.2542
KPTN|11133	109.375	KPTN|11133	98.1067
KRAS|3845	2416.6667	KRAS|3845	960.9868
KRBA1|84626	109.6644	KRBA1|84626	238.0952
KRBA2|124751	33.8542	KRBA2|124751	109.5812
KRCC1|51315	584.4907	KRCC1|51315	1121.6294
KREMEN1|83999	157.1181	KREMEN1|83999	653.471
KRI1|65095	134.0249	KRI1|65095	405.961
KRIT1|889	1420.1389	KRIT1|889	728.6288
KRR1|11103	1772.6881	KRR1|11103	925.6454
KRT10|3858	451.0995	KRT10|3858	343.6604
KRT14|3861	80.4398	KRT14|3861	24907.6305
KRT15|3866	52.0833	KRT15|3866	16756.7413
KRT16|3868	6.6551	KRT16|3868	214.5726
KRT17|3872	87.0949	KRT17|3872	12088.3534
KRT18|3875	11754.2506	KRT18|3875	5558.6116
KRT19|3880	11779.5139	KRT19|3880	11985.0832
lowly_expressed	lowly_expressed	KRT1|3848	6.311
KRT222|125113	59.8958	KRT222|125113	87.7797
KRT23|25984	61.0532	KRT23|25984	1462.4211
KRT2|3849	5.2083	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KRT31|3881	42.4555
lowly_expressed	lowly_expressed	KRT32|3882	13.7694
lowly_expressed	lowly_expressed	KRT40|125115	5.1635
KRT5|3852	138.5995	KRT5|3852	21253.012000000002
KRT6A|3853	30.0926	KRT6A|3853	139.4148
KRT6B|3854	72.0486	KRT6B|3854	1153.7579
lowly_expressed	lowly_expressed	KRT6C|286887	10.327
KRT75|9119	7.5231	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KRT79|338785	10.327
KRT7|3855	28.9352	KRT7|3855	6412.5072
KRT80|144501	1186.9213	KRT80|144501	386.1159
KRT81|3887	20.2546	KRT81|3887	39.0132
lowly_expressed	lowly_expressed	KRT83|3889	9.7533
KRT86|3892	6.3657	KRT86|3892	6.8847
KRT8|3856	17796.0966	KRT8|3856	8584.2456
lowly_expressed	lowly_expressed	KRT9|3857	5.1635
KRTCAP2|200185	1536.7477	KRTCAP2|200185	1301.2048
KRTCAP3|200634	374.7106	KRTCAP3|200634	321.2851
KSR1|8844	88.5417	KSR1|8844	487.6649
KSR2|283455	11.2847	KSR2|283455	62.5359
KTELC1|56983	566.8403	KTELC1|56983	502.5818
KTI12|112970	110.8218	KTI12|112970	153.1842
KTN1|3895	8955.1505	KTN1|3895	6864.6013
KYNU|8942	129.0509	KYNU|8942	131.3827
KY|339855	59.6065	KY|339855	270.7975
L1CAM|3897	138.0208	L1CAM|3897	72.2892
L1TD1|54596	16.2037	L1TD1|54596	29.2599
L2HGDH|79944	311.3426	L2HGDH|79944	185.3127
L3MBTL2|83746	557.1499	L3MBTL2|83746	787.8199
L3MBTL3|84456	231.7708	L3MBTL3|84456	255.8807
L3MBTL4|91133	9.2593	L3MBTL4|91133	275.3873
L3MBTL|26013	148.1481	L3MBTL|26013	96.3855
LACE1|246269	102.1412	LACE1|246269	42.4555
LACTB2|51110	510.70599999999996	LACTB2|51110	265.634
LACTB|114294	795.1389	LACTB|114294	229.4894
LAD1|3898	603.0093	LAD1|3898	776.8216
LAG3|3902	19.0972	LAG3|3902	9.1796
LAGE3|8270	359.0856	LAGE3|8270	189.9025
LAIR1|3903	199.3634	LAIR1|3903	582.3293
lowly_expressed	lowly_expressed	LALBA|3906	320.7114
LAMA1|284217	58.1597	LAMA1|284217	422.8342
