gene_id	TCGA-BH-A1F2-01A-31R-A13Q-07	gene_id	TCGA-BH-A1F2-11A-32R-A13Q-07
ALKBH8|91801	208.8061	ALKBH8|91801	212.1103
ALK|238	7.3373	ALK|238	29.516
ALMS1|7840	686.3392	ALMS1|7840	908.9199
lowly_expressed	lowly_expressed	ALOX12P2|245	22.8604
ALOX15B|247	23.8461	ALOX15B|247	87.3906
lowly_expressed	lowly_expressed	ALOX15|246	23.4392
ALOX5AP|241	573.2231	ALOX5AP|241	187.5136
ALOX5|240	1188.0241	ALOX5|240	396.7301
lowly_expressed	lowly_expressed	ALOXE3|59344	6.0768
ALPK1|80216	462.5529	ALPK1|80216	722.2745
ALPK2|115701	33.9348	ALPK2|115701	42.2484
ALPK3|57538	401.1033	ALPK3|57538	2028.5032
ALPL|249	155.611	ALPL|249	988.4974
ALS2CL|259173	40.3549	ALS2CL|259173	444.76599999999996
ALS2CR11|151254	6.4201	ALS2CR11|151254	24.3073
ALS2CR12|130540	28.1261	ALS2CR12|130540	6.0768
ALS2CR4|65062	745.6487	ALS2CR4|65062	1263.9803
ALS2CR8|79800	144.2994	ALS2CR8|79800	283.5853
ALS2|57679	935.8059	ALS2|57679	855.0966
lowly_expressed	lowly_expressed	ALX3|257	30.0948
lowly_expressed	lowly_expressed	ALX4|60529	38.1972
AMACR|23600	710.4910000000001	AMACR|23600	256.3843
lowly_expressed	lowly_expressed	AMBP|259	6.0768
AMBRA1|55626	664.3274	AMBRA1|55626	1086.8842
AMD1|262	1934.862	AMD1|262	1504.5764
AMDHD1|144193	51.3608	AMDHD1|144193	14.1793
AMDHD2|51005	57.7809	AMDHD2|51005	161.0041
AMFR|267	1811.6908	AMFR|267	2713.4486
AMICA1|120425	36.992	AMICA1|120425	195.0373
AMIGO1|57463	44.3293	AMIGO1|57463	141.7927
AMIGO2|347902	2748.7196	AMIGO2|347902	2098.8208
AMIGO3|386724	40.6606	AMIGO3|386724	60.1895
AMMECR1L|83607	1009.4842	AMMECR1L|83607	974.8969
AMMECR1|9949	920.2142	AMMECR1|9949	181.7261
AMN1|196394	433.2038	AMN1|196394	157.7082
AMOTL1|154810	1114.6515	AMOTL1|154810	3240.9752
AMOTL2|51421	2042.203	AMOTL2|51421	7089.0545
AMOT|154796	2007.6567	AMOT|154796	1435.5784
lowly_expressed	lowly_expressed	AMPD1|270	49.4827
AMPD2|271	233.2636	AMPD2|271	692.7584
AMPD3|272	216.7548	AMPD3|272	149.6057
AMPH|273	126.5677	AMPH|273	56.7171
AMTN|401138	6.1144	lowly_expressed	lowly_expressed
AMT|275	29.6609	AMT|275	215.03
lowly_expressed	lowly_expressed	AMY1A|276	144.9758
AMY2B|280	138.4082	AMY2B|280	401.5221
AMZ1|155185	29.6547	lowly_expressed	lowly_expressed
AMZ2P1|201283	322.8393	AMZ2P1|201283	244.2306
AMZ2|51321	2813.2263	AMZ2|51321	1375.3888
ANAPC10|10393	173.3427	ANAPC10|10393	125.2984
ANAPC11|51529	472.3359	ANAPC11|51529	563.1194
ANAPC13|25847	1848.9886	ANAPC13|25847	926.9073
ANAPC16|119504	1943.4557	ANAPC16|119504	2473.2692
ANAPC1|64682	1171.2095	ANAPC1|64682	880.2719999999999
ANAPC2|29882	300.5218	ANAPC2|29882	659.4806
ANAPC4|29945	525.2253	ANAPC4|29945	616.6534
ANAPC5|51433	1962.7160000000001	ANAPC5|51433	2033.4226
ANAPC7|51434	1411.5047	ANAPC7|51434	626.2027
ANGEL1|23357	391.0146	ANGEL1|23357	583.3755
ANGEL2|90806	1330.1834	ANGEL2|90806	723.432
ANGPT1|284	147.6623	ANGPT1|284	812.2694
ANGPT2|285	267.8099	ANGPT2|285	526.3691
lowly_expressed	lowly_expressed	ANGPT4|51378	32.9885
ANGPTL1|9068	319.1706	ANGPTL1|9068	789.9877
ANGPTL2|23452	2781.7373	ANGPTL2|23452	6295.0156
ANGPTL4|51129	114.0332	ANGPTL4|51129	1165.0148
ANGPTL5|253935	8.8659	ANGPTL5|253935	11.8643
ANGPTL7|10218	5.1972	ANGPTL7|10218	70.8963
ANG|283	143.3822	ANG|283	656.6737
ANK1|286	6.7258	ANK1|286	34.146
ANK2|287	590.9548	ANK2|287	1171.0917
ANK3|288	1184.0497	ANK3|288	945.6703
ANKAR|150709	20.7889	ANKAR|150709	61.9258
ANKDD1A|348094	49.2208	ANKDD1A|348094	179.1218
lowly_expressed	lowly_expressed	ANKFN1|162282	37.3291
ANKFY1|51479	1683.9003	ANKFY1|51479	2276.4957
ANKHD1-EIF4EBP3|404734	311.4482	ANKHD1-EIF4EBP3|404734	1004.9859
ANKHD1|54882	1973.2786	ANKHD1|54882	2869.1079999999997
ANKH|56172	4281.9004	ANKH|56172	1995.2253
ANKIB1|54467	2061.4633	ANKIB1|54467	1632.9306
lowly_expressed	lowly_expressed	ANKK1|255239	40.8016
ANKLE1|126549	5.8087	ANKLE1|126549	10.128
ANKLE2|23141	1522.1749	ANKLE2|23141	1737.1048
ANKMY1|51281	125.6505	ANKMY1|51281	234.9707
ANKMY2|57037	384.2888	ANKMY2|57037	681.1835
ANKRA2|57763	241.518	ANKRA2|57763	322.0719
ANKRD10|55608	1533.6486	ANKRD10|55608	1317.9918
ANKRD11|29123	667.3418	ANKRD11|29123	3097.7472
ANKRD12|23253	1910.7438	ANKRD12|23253	2170.0065
ANKRD13A|88455	1414.5619	ANKRD13A|88455	1218.2594
ANKRD13B|124930	532.5625	ANKRD13B|124930	134.5583
ANKRD13C|81573	2108.544	ANKRD13C|81573	711.5677
ANKRD13D|338692	253.7468	ANKRD13D|338692	368.3716
ANKRD16|54522	106.3566	ANKRD16|54522	173.5918
ANKRD17|26057	3210.0496	ANKRD17|26057	3477.9715
ANKRD19|138649	19.2603	ANKRD19|138649	34.146
ANKRD1|27063	45.2464	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANKRD20A3|441425	13.0218
lowly_expressed	lowly_expressed	ANKRD20B|729171	13.3111
ANKRD22|118932	387.346	ANKRD22|118932	33.2779
ANKRD23|200539	8.5601	ANKRD23|200539	35.0141
ANKRD24|170961	5.1972	ANKRD24|170961	29.2267
ANKRD26|22852	327.1193	ANKRD26|22852	377.6315
ANKRD27|84079	1014.9871	ANKRD27|84079	858.2797
ANKRD28|23243	1907.9923	ANKRD28|23243	1283.6577
ANKRD29|147463	40.6606	ANKRD29|147463	365.4778
lowly_expressed	lowly_expressed	ANKRD30A|91074	370.6865
ANKRD30B|374860	292.2674	ANKRD30B|374860	19.387999999999998
lowly_expressed	lowly_expressed	ANKRD31|256006	6.0768
ANKRD32|84250	174.2598	ANKRD32|84250	151.9207
ANKRD34A|284615	59.0038	ANKRD34A|284615	19.9667
ANKRD34B|340120	141.5479	lowly_expressed	lowly_expressed
ANKRD35|148741	25.069000000000003	ANKRD35|148741	217.31900000000002
ANKRD36BP1|84832	135.7392	ANKRD36BP1|84832	196.1947
ANKRD36B|57730	7.9487	ANKRD36B|57730	83.05
ANKRD36|375248	67.8696	ANKRD36|375248	287.9259
ANKRD37|353322	106.7387	ANKRD37|353322	153.6049
ANKRD39|51239	37.9092	ANKRD39|51239	114.5916
ANKRD40|91369	5267.8442	ANKRD40|91369	2772.1913
ANKRD42|338699	258.3326	ANKRD42|338699	287.6365
ANKRD43|134548	107.6131	ANKRD43|134548	70.3176
ANKRD44|91526	50.1379	ANKRD44|91526	114.881
lowly_expressed	lowly_expressed	ANKRD45|339416	9.5493
ANKRD46|157567	652.7529	ANKRD46|157567	820.0969
ANKRD49|54851	249.4667	ANKRD49|54851	236.7069
ANKRD50|57182	7857.2843	ANKRD50|57182	1192.5052
ANKRD52|283373	898.5082	ANKRD52|283373	1326.4848
ANKRD53|79998	14.3688	ANKRD53|79998	152.7888
ANKRD54|129138	215.2262	ANKRD54|129138	258.1205
ANKRD56|345079	69.3982	ANKRD56|345079	62.5045
ANKRD57|65124	693.6764	ANKRD57|65124	622.7302
ANKRD5|63926	677.779	ANKRD5|63926	294.5815
ANKRD6|22881	247.7944	ANKRD6|22881	371.9511
ANKRD9|122416	38.2149	ANKRD9|122416	53.8233
ANKS1A|23294	747.4830000000001	ANKS1A|23294	1419.3735
ANKS1B|56899	50.4436	ANKS1B|56899	76.6838
ANKS3|124401	52.278	ANKS3|124401	194.7479
ANKS6|203286	103.0273	ANKS6|203286	320.625
ANKZF1|55139	304.8019	ANKZF1|55139	563.1194
ANLN|54443	1419.7591	ANLN|54443	50.0615
ANO10|55129	953.8433	ANO10|55129	920.7842
ANO1|55107	3256.8246	ANO1|55107	4981.5525
ANO2|57101	10.3944	ANO2|57101	95.493
ANO3|63982	21.4003	ANO3|63982	181.7261
lowly_expressed	lowly_expressed	ANO4|121601	12.7324
ANO5|203859	13.7574	ANO5|203859	71.4751
ANO6|196527	5081.3556	ANO6|196527	9882.9487
ANO7|50636	14.6745	ANO7|50636	17.3624
ANO8|57719	107.3074	ANO8|57719	353.0348
ANO9|338440	68.4811	ANO9|338440	56.7171
ANP32A|8125	2223.8001	ANP32A|8125	2141.0692
ANP32B|10541	2580.5742	ANP32B|10541	3064.4578
ANP32E|81611	2162.6563	ANP32E|81611	1050.1338
ANPEP|290	390.0975	ANPEP|290	2883.3104
ANTXR1|84168	9155.9786	ANTXR1|84168	4410.0412
ANTXR2|118429	1134.5232	ANTXR2|118429	4002.8937
ANUBL1|93550	236.9322	ANUBL1|93550	225.7108
ANXA11|311	1514.2263	ANXA11|311	3552.3403
ANXA1|301	4223.2024	ANXA1|301	14246.1116
ANXA2P1|303	62.06100000000001	ANXA2P1|303	65.3982
ANXA2P2|304	3911.369	ANXA2P2|304	4480.6482
ANXA2|302	14004.0706	ANXA2|302	12748.0286
ANXA3|306	1114.0401	ANXA3|306	1382.6232
ANXA4|307	1776.2274	ANXA4|307	1183.2453
ANXA5|308	11610.2908	ANXA5|308	9214.4976
ANXA6|309	2504.7558	ANXA6|309	10667.149
ANXA7|310	4301.1607	ANXA7|310	2650.3653
ANXA8L2|244	10.7002	ANXA8L2|244	102.7273
lowly_expressed	lowly_expressed	ANXA8|653145	123.8776
ANXA9|8416	573.5289	ANXA9|8416	111.1191
AOAH|313	46.775	AOAH|313	75.2369
AOC2|314	52.8894	AOC2|314	147.5801
AOC3|8639	2793.6603	AOC3|8639	24622.4409
AOX1|316	391.6261	AOX1|316	976.6331
AP1AR|55435	1184.6612	AP1AR|55435	481.5163
AP1B1|162	1589.1274	AP1B1|162	2000.7234
AP1G1|164	3573.8552	AP1G1|164	2263.4739
AP1G2|8906	1960.3589	AP1G2|8906	652.4025
AP1M1|8907	582.089	AP1M1|8907	1187.2965
AP1M2|10053	1248.5564	AP1M2|10053	379.9465
AP1S1|1174	522.4738	AP1S1|1174	375.6059
AP1S2|8905	557.6315	AP1S2|8905	422.1949
AP1S3|130340	331.0937	AP1S3|130340	64.2408
AP2A1|160	984.8065	AP2A1|160	2235.9314
AP2A2|161	1402.9445	AP2A2|161	1718.585
AP2B1|163	7787.5803	AP2B1|163	5993.1997
AP2M1|1173	4350.9929	AP2M1|1173	4646.7482
AP2S1|1175	926.94	AP2S1|1175	672.2130000000001
AP3B1|8546	1623.0622	AP3B1|8546	1324.1699
AP3B2|8120	89.8814	AP3B2|8120	73.2113
AP3D1|8943	2209.737	AP3D1|8943	2933.6613
AP3M1|26985	2360.7622	AP3M1|26985	1512.8409
AP3M2|10947	679.0019	AP3M2|10947	515.6623
AP3S1|1176	1521.5635	AP3S1|1176	798.0901
AP3S2|10239	2582.1028	AP3S2|10239	2182.438
AP4B1|10717	256.1895	AP4B1|10717	363.0066
AP4E1|23431	426.7837	AP4E1|23431	407.7263
AP4M1|9179	190.2337	AP4M1|9179	263.6707
AP4S1|11154	136.9621	AP4S1|11154	80.1563
APAF1|317	717.2168	APAF1|317	590.0311
APBA1|320	121.6762	APBA1|320	335.0937
APBA2|321	14.3688	APBA2|321	38.775999999999996
APBA3|9546	46.1636	APBA3|9546	142.9502
APBB1IP|54518	345.7682	APBB1IP|54518	879.4039
APBB1|322	114.0332	APBB1|322	796.3539
APBB2|323	3758.2038	APBB2|323	3498.2276
APBB3|10307	59.9209	APBB3|10307	305.5777
APCDD1L|164284	154.6938	APCDD1L|164284	47.1678
APCDD1|147495	247.021	APCDD1|147495	2110.1063
APC|324	1033.3303	APC|324	1563.1918
APEH|327	1612.9735	APEH|327	1283.947
APEX1|328	4122.3151	APEX1|328	2345.6558
APEX2|27301	1090.194	APEX2|27301	377.9209
APH1A|51107	4260.8058	APH1A|51107	3144.3247
APH1B|83464	357.0798	APH1B|83464	697.3884
API5|8539	5550.3286	API5|8539	2326.8466
APIP|51074	265.1379	APIP|51074	328.5596
APITD1|378708	96.9894	APITD1|378708	112.8583
APLF|200558	47.0807	APLF|200558	103.5955
APLNR|187	821.467	APLNR|187	1654.0548
APLN|8862	96.9129	APLN|8862	57.0064
APLP1|333	44.3293	APLP1|333	42.5378
APLP2|334	8894.5888	APLP2|334	14935.6869
APOA1BP|128240	1092.6397	APOA1BP|128240	770.0210000000001
APOB48R|55911	66.9525	APOB48R|55911	91.1524
APOBEC3A|200315	15.1942	APOBEC3A|200315	13.6005
APOBEC3B|9582	468.4532	APOBEC3B|9582	43.1165
APOBEC3C|27350	103.9445	APOBEC3C|27350	372.7121
APOBEC3D|140564	10.3944	APOBEC3D|140564	75.2369
APOBEC3F|200316	76.4298	APOBEC3F|200316	204.8759
APOBEC3G|60489	49.5265	APOBEC3G|60489	204.0078
APOB|338	85.6013	APOB|338	893.2938
APOC1|341	779.5835	APOC1|341	1524.9946
APOC2|344	47.6922	APOC2|344	6.6556
APOD|347	10767.1178	APOD|347	17812.0524
APOE|348	623.3611	APOE|348	11505.1725
APOL1|8542	570.7774	APOL1|8542	1280.7639
APOL2|23780	318.8649	APOL2|23780	858.2797
APOL3|80833	270.867	APOL3|80833	1635.2456
APOL4|80832	660.9645	APOL4|80832	647.9057
APOL6|80830	2426.7975	APOL6|80830	7013.2388
APOLD1|81575	2430.1604	APOLD1|81575	4784.779
APOM|55937	26.2918	APOM|55937	49.7721
APOOL|139322	354.9398	APOOL|139322	330.7531
APOO|79135	328.9537	APOO|79135	151.9207
APPBP2|10513	2730.6822	APPBP2|10513	1958.475
APPL1|26060	3596.1727	APPL1|26060	2066.4082
APPL2|55198	1742.2926	APPL2|55198	1723.2149
APP|351	12874.7446	APP|351	25688.4902
APRT|353	527.6709999999999	APRT|353	818.0569
APTX|54840	534.0911	APTX|54840	366.9247
AQP11|282679	29.0433	AQP11|282679	36.461
AQP1|358	3187.7321	AQP1|358	16731.5749
AQP3|360	115.5618	AQP3|360	438.1104
lowly_expressed	lowly_expressed	AQP4|361	29.516
lowly_expressed	lowly_expressed	AQP5|362	23.4392
lowly_expressed	lowly_expressed	AQP6|363	10.9962
AQP7P1|375719	19.566	AQP7P1|375719	610.8659
lowly_expressed	lowly_expressed	AQP7P3|441432	30.0948
AQP7|364	248.2438	AQP7|364	3023.6562
AQP9|366	109.1417	AQP9|366	37.9078
AQPEP|206338	92.6237	AQPEP|206338	800.327
AQR|9716	1320.0947	AQR|9716	1144.7587
ARAF|369	1329.8777	ARAF|369	1097.3016
ARAP1|116985	514.7330000000001	ARAP1|116985	2509.4176
ARAP2|116984	394.3775	ARAP2|116984	261.8824
ARAP3|64411	183.1257	ARAP3|64411	856.2541
ARCN1|372	4722.4415	ARCN1|372	4283.0066
lowly_expressed	lowly_expressed	ARC|23237	86.8118
AREG|374	427.7009	AREG|374	144.6864
ARF1|375	8598.0414	ARF1|375	6297.0412
ARF3|377	5295.6647	ARF3|377	3861.3904
ARF4|378	13860.9942	ARF4|378	3076.9008
ARF5|381	1410.5875	ARF5|381	1476.3799
ARF6|382	5576.009	ARF6|382	2484.8441
ARFGAP1|55738	628.2526	ARFGAP1|55738	708.9633
ARFGAP2|84364	1186.1898	ARFGAP2|84364	2091.5865
ARFGAP3|26286	2266.9065	ARFGAP3|26286	937.2784
ARFGEF1|10565	4397.2421	ARFGEF1|10565	1775.6695
ARFGEF2|10564	3810.4817	ARFGEF2|10564	2533.1694
ARFIP1|27236	2448.5035	ARFIP1|27236	1014.2516
ARFIP2|23647	1879.5605	ARFIP2|23647	848.7304
ARFRP1|10139	107.6131	ARFRP1|10139	498.8787
ARG2|384	145.3602	ARG2|384	424.3826
ARGLU1|55082	970.6579	ARGLU1|55082	2399.1898
ARHGAP10|79658	449.1012	ARHGAP10|79658	898.2131
ARHGAP11A|9824	472.0302	ARHGAP11A|9824	86.8118
ARHGAP11B|89839	14.3688	lowly_expressed	lowly_expressed
ARHGAP12|94134	2101.2067	ARHGAP12|94134	1185.2709
ARHGAP15|55843	59.3095	ARHGAP15|55843	42.8272
ARHGAP17|55114	1219.2074	ARHGAP17|55114	1560.5874
ARHGAP18|93663	857.8475	ARHGAP18|93663	967.0838
ARHGAP19|84986	266.587	ARHGAP19|84986	1079.6499
ARHGAP1|392	4080.1259	ARHGAP1|392	3780.9448
ARHGAP20|57569	83.1556	ARHGAP20|57569	401.6494
ARHGAP21|57584	1501.0803	ARHGAP21|57584	3567.9664
ARHGAP22|58504	24.4575	ARHGAP22|58504	41.0909
ARHGAP23|57636	333.5394	ARHGAP23|57636	1154.0187
ARHGAP24|83478	239.9894	ARHGAP24|83478	776.9659
ARHGAP25|9938	99.6644	ARHGAP25|9938	447.6597
ARHGAP26|23092	215.8376	ARHGAP26|23092	1447.7320000000002
ARHGAP27|201176	285.1991	ARHGAP27|201176	500.9043
ARHGAP28|79822	189.2401	ARHGAP28|79822	421.9055
ARHGAP29|9411	6124.7746	ARHGAP29|9411	4069.4495
ARHGAP30|257106	216.4491	ARHGAP30|257106	386.8914
ARHGAP31|57514	802.2067	ARHGAP31|57514	2805.7585
ARHGAP32|9743	2461.3437	ARHGAP32|9743	1453.2301
ARHGAP33|115703	39.4378	ARHGAP33|115703	178.543
lowly_expressed	lowly_expressed	ARHGAP36|158763	17.3624
ARHGAP39|80728	291.6559	ARHGAP39|80728	107.3573
ARHGAP42|143872	178.8456	ARHGAP42|143872	388.0171
ARHGAP4|393	45.8579	ARHGAP4|393	277.2191
ARHGAP5|394	3017.1409	ARHGAP5|394	3417.2032
ARHGAP6|395	88.0471	ARHGAP6|395	231.2089
ARHGAP8|23779	490.676	ARHGAP8|23779	182.8778
ARHGAP9|64333	55.6409	ARHGAP9|64333	83.3394
ARHGDIA|396	3569.5751	ARHGDIA|396	3416.0457
ARHGDIB|397	5246.1382	ARHGDIB|397	2050.2062
lowly_expressed	lowly_expressed	ARHGDIG|398	9.9342
ARHGEF10L|55160	176.7056	ARHGEF10L|55160	687.2604
ARHGEF10|9639	437.7896	ARHGEF10|9639	1100.7741
ARHGEF11|9826	896.6739	ARHGEF11|9826	1563.1918
ARHGEF12|23365	3855.7281	ARHGEF12|23365	5649.1355
ARHGEF15|22899	212.169	ARHGEF15|22899	1509.9472
ARHGEF16|27237	45.5521	ARHGEF16|27237	262.7505
ARHGEF17|9828	655.1558	ARHGEF17|9828	2074.2241
ARHGEF18|23370	433.2038	ARHGEF18|23370	721.4064
ARHGEF19|128272	74.2897	ARHGEF19|128272	203.4291
ARHGEF1|9138	323.7564	ARHGEF1|9138	1153.7293
ARHGEF2|9181	830.9443	ARHGEF2|9181	2554.2936
ARHGEF33|100271715	9.1716	ARHGEF33|100271715	12.443
ARHGEF35|445328	104.5559	ARHGEF35|445328	520.2923
ARHGEF37|389337	176.7056	ARHGEF37|389337	1099.906
ARHGEF38|54848	29.6547	ARHGEF38|54848	25.4648
ARHGEF3|50650	870.6877	ARHGEF3|50650	1155.4655
ARHGEF4|50649	39.132	ARHGEF4|50649	354.1923
ARHGEF5|7984	244.2695	ARHGEF5|7984	547.2039
ARHGEF6|9459	896.3681	ARHGEF6|9459	2694.9287
ARHGEF7|8874	1312.146	ARHGEF7|8874	2323.6635
ARHGEF9|23229	463.1643	ARHGEF9|23229	703.1759
ARID1A|8289	2299.0069	ARID1A|8289	2683.9326
ARID1B|57492	1271.7911	ARID1B|57492	2658.1784
ARID2|196528	1152.5607	ARID2|196528	913.8393
ARID3A|1820	54.1123	ARID3A|1820	112.2766
ARID3B|10620	47.3864	ARID3B|10620	113.4341
ARID4A|5926	680.2248	ARID4A|5926	1227.23
ARID4B|51742	2022.6370000000002	ARID4B|51742	1654.5149
ARID5A|10865	198.4116	ARID5A|10865	1819.5761
ARID5B|84159	2790.9088	ARID5B|84159	6622.5855
ARIH1|25820	2677.4871	ARIH1|25820	2059.7555
ARIH2|10425	896.0104	ARIH2|10425	1659.2635
ARL10|285598	14.6745	ARL10|285598	63.9514
ARL11|115761	21.4003	ARL11|115761	27.201
ARL13B|200894	309.6934	ARL13B|200894	260.4355
ARL15|54622	680.8362	ARL15|54622	497.1424
ARL16|339231	278.2043	ARL16|339231	389.4958
ARL17A|51326	75.0326	ARL17A|51326	101.9026
ARL1|400	3574.4667	ARL1|400	1945.4532
ARL2BP|23568	2095.7038	ARL2BP|23568	1546.9869
ARL2|402	371.1429	ARL2|402	1160.0955
ARL3|403	538.0655	ARL3|403	510.74300000000005
ARL4A|10124	611.7437	ARL4A|10124	1128.2645
ARL4C|10123	837.0586	ARL4C|10123	1561.4555
ARL4D|379	103.9445	ARL4D|379	197.93099999999998
ARL5A|26225	1596.7704	ARL5A|26225	974.0288
ARL5B|221079	436.8725	ARL5B|221079	485.2782
ARL6IP1|23204	11654.3143	ARL6IP1|23204	5281.6321
ARL6IP4|51329	168.7569	ARL6IP4|51329	1625.4069
ARL6IP5|10550	8346.1289	ARL6IP5|10550	4945.0915
ARL6IP6|151188	640.1756	ARL6IP6|151188	288.2153
ARL6|84100	56.558	ARL6|84100	83.9181
ARL8A|127829	898.5082	ARL8A|127829	934.6741
ARL8B|55207	4968.2396	ARL8B|55207	2143.3842
lowly_expressed	lowly_expressed	ARL9|132946	21.4136
ARMC10|83787	1001.5141	ARMC10|83787	585.7889
ARMC1|55156	1466.2284	ARMC1|55156	778.7022
ARMC2|84071	43.4121	ARMC2|84071	43.4059
lowly_expressed	lowly_expressed	ARMC4|55130	5.4981
ARMC5|79798	104.8616	ARMC5|79798	265.3548
ARMC6|93436	238.1551	ARMC6|93436	350.9658
ARMC7|79637	193.8259	ARMC7|79637	199.0885
ARMC8|25852	1073.3794	ARMC8|25852	891.8469
ARMC9|80210	258.6383	ARMC9|80210	161.1806
ARMCX1|51309	850.816	ARMCX1|51309	923.9673
ARMCX2|9823	466.2215	ARMCX2|9823	661.7956
ARMCX3|51566	3906.7832	ARMCX3|51566	1936.4827
ARMCX5|64860	592.1777	ARMCX5|64860	344.9324
ARMCX6|54470	245.7981	ARMCX6|54470	172.4662
ARNT2|9915	387.346	ARNT2|9915	290.5303
ARNTL2|56938	114.3389	ARNTL2|56938	82.1819
ARNTL|406	253.7468	ARNTL|406	200.5353
ARNT|405	1836.7598	ARNT|405	2692.035
ARPC1A|10552	1968.219	ARPC1A|10552	2019.4256
ARPC1B|10095	784.1693	ARPC1B|10095	1071.6545
ARPC2|10109	6341.5294	ARPC2|10109	2984.8803
ARPC3|10094	5501.4136	ARPC3|10094	1838.3853
ARPC4|10093	2705.8211	ARPC4|10093	2258.4504
ARPC5L|81873	773.1634	ARPC5L|81873	399.9132
ARPC5|10092	5964.8836	ARPC5|10092	2210.2293
ARPM1|84517	46.775	ARPM1|84517	67.4239
ARPP19|10776	5278.2387	ARPP19|10776	4411.4881
ARRB1|408	226.5378	ARRB1|408	1501.266
ARRB2|409	414.8607	ARRB2|409	469.3627
ARRDC1|92714	972.4922	ARRDC1|92714	363.7416
ARRDC2|27106	129.0134	ARRDC2|27106	551.8339
ARRDC3|57561	3031.204	ARRDC3|57561	4400.2026
ARRDC4|91947	515.748	ARRDC4|91947	1272.6615
ARSA|410	288.293	ARSA|410	650.7994
ARSB|411	966.0721	ARSB|411	236.1282
ARSD|414	3738.6378	ARSD|414	1941.6914
ARSE|415	59.6152	ARSE|415	27.7798
ARSG|22901	203.9146	ARSG|22901	190.4073
ARSI|340075	81.9327	ARSI|340075	25.1754
ARSJ|79642	109.1417	ARSJ|79642	138.8989
ARSK|153642	151.3309	ARSK|153642	187.5136
lowly_expressed	lowly_expressed	ART3|419	6.9449
lowly_expressed	lowly_expressed	ART4|420	11.8643
lowly_expressed	lowly_expressed	ART5|116969	30.0948
ARV1|64801	750.5402	ARV1|64801	298.05400000000003
ARVCF|421	71.5382	ARVCF|421	309.3395
AR|367	670.1361	AR|367	745.7137
AS3MT|57412	39.132	AS3MT|57412	169.2831
ASAH1|427	10524.6826	ASAH1|427	5920.5672
ASAH2B|653308	12.2288	ASAH2B|653308	12.7324
ASAH2|56624	7.643	lowly_expressed	lowly_expressed
ASAM|79827	362.8885	ASAM|79827	2347.9708
ASAP1|50807	2429.8547	ASAP1|50807	1671.4172
ASAP2|8853	1868.5546	ASAP2|8853	999.4936
ASAP3|55616	422.8094	ASAP3|55616	917.0224
ASB13|79754	492.5133	ASB13|79754	516.241
ASB14|142686	15.286	ASB14|142686	18.2334
lowly_expressed	lowly_expressed	ASB16|92591	12.1826
ASB1|51665	269.3293	ASB1|51665	802.4973
lowly_expressed	lowly_expressed	ASB2|51676	29.2267
ASB3|51130	452.7699	ASB3|51130	327.57
ASB6|140459	500.6088	ASB6|140459	528.7796
ASB7|140460	586.0633	ASB7|140460	506.11300000000006
ASB8|140461	786.615	ASB8|140461	925.1248
ASB9|140462	39.7435	ASB9|140462	50.3509
ASCC1|51008	799.4552	ASCC1|51008	489.3294
ASCC2|84164	786.3093	ASCC2|84164	1391.015
ASCC3|10973	2113.4355	ASCC3|10973	955.7983
ASCL2|430	288.293	lowly_expressed	lowly_expressed
ASF1A|25842	588.2034	ASF1A|25842	421.9055
ASF1B|55723	669.2189	ASF1B|55723	31.2523
lowly_expressed	lowly_expressed	ASGR1|432	10.7068
ASH1L|55870	2142.1609	ASH1L|55870	4048.7911
ASH2L|9070	1751.1585	ASH2L|9070	1618.7514
ASL|435	147.968	ASL|435	390.9426
ASMTL|8623	116.4789	ASMTL|8623	644.9917
ASNA1|439	819.3269	ASNA1|439	957.8239
ASNSD1|54529	1553.664	ASNSD1|54529	1140.4181
ASNS|440	442.0697	ASNS|440	228.3151
ASPA|443	25.069000000000003	ASPA|443	161.1806
lowly_expressed	lowly_expressed	ASPG|374569	12.443
lowly_expressed	lowly_expressed	ASPHD1|253982	7.8131
ASPHD2|57168	89.8814	ASPHD2|57168	35.5929
ASPH|444	7320.3591	ASPH|444	15693.9188
ASPM|259266	785.0864	ASPM|259266	30.0948
ASPN|54829	13211.0355	ASPN|54829	165.5212
ASPRV1|151516	24.0234	ASPRV1|151516	102.8547
ASPSCR1|79058	194.4373	ASPSCR1|79058	225.7108
ASRGL1|80150	789.6722	ASRGL1|80150	92.0205
ASS1|445	2021.7198	ASS1|445	5202.0545
ASTE1|28990	222.9303	ASTE1|28990	243.9847
lowly_expressed	lowly_expressed	ASTL|431705	6.6556
lowly_expressed	lowly_expressed	ASTN1|460	226.5789
ASTN2|23245	91.41	ASTN2|23245	168.9937
ASXL1|171023	1454.611	ASXL1|171023	2411.3434
ASXL2|55252	737.7	ASXL2|55252	1145.3375
ASXL3|80816	7.9487	ASXL3|80816	36.461
ATAD1|84896	1167.5409	ATAD1|84896	1169.6448
ATAD2B|54454	605.6294	lowly_expressed	lowly_expressed
ATAD2|29028	2554.2823	ATAD2|29028	416.1181
ATAD3A|55210	22.0118	ATAD3A|55210	284.1641
ATAD3B|83858	17.7317	ATAD3B|83858	165.2319
ATAD3C|219293	24.4575	ATAD3C|219293	94.3355
ATAD5|79915	107.3074	ATAD5|79915	83.3394
ATE1|11101	210.6404	ATE1|11101	377.9209
ATF1|466	539.5941	ATF1|466	473.4139
