gene_id	TCGA-A7-A0D9-01A-31R-A056-07	gene_id	TCGA-A7-A0D9-11A-53R-A089-07
ALKBH4|54784	346.5994	ALKBH4|54784	143.0092
ALKBH5|54890	4312.0338	ALKBH5|54890	2393.3452
ALKBH6|84964	102.92299999999999	ALKBH6|84964	57.0265
ALKBH7|84266	333.0589	ALKBH7|84266	278.5132
ALKBH8|91801	300.5352	ALKBH8|91801	198.0652
lowly_expressed	lowly_expressed	ALK|238	6.11
ALMS1P|200420	6.1754	lowly_expressed	lowly_expressed
ALMS1|7840	1406.7517	ALMS1|7840	862.5255
ALOX12P2|245	58.4603	lowly_expressed	lowly_expressed
ALOX12|239	6.1754	ALOX12|239	5.611000000000001
ALOX15B|247	26.76	ALOX15B|247	16.2933
ALOX15|246	48.9914	lowly_expressed	lowly_expressed
ALOX5AP|241	103.7464	ALOX5AP|241	589.613
ALOX5|240	342.5278	ALOX5|240	272.4033
ALOXE3|59344	69.9876	lowly_expressed	lowly_expressed
ALPK1|80216	492.3837	ALPK1|80216	522.4033
ALPK2|115701	27.1717	ALPK2|115701	63.1365
ALPK3|57538	218.1968	ALPK3|57538	1334.0122
ALPL|249	167.5587	ALPL|249	346.2322
ALS2CL|259173	365.1709	ALS2CL|259173	245.9267
lowly_expressed	lowly_expressed	ALS2CR11|151254	25.9674
lowly_expressed	lowly_expressed	ALS2CR12|130540	5.0916
ALS2CR4|65062	382.8736	ALS2CR4|65062	546.8432
ALS2CR8|79800	189.3783	ALS2CR8|79800	138.4929
ALS2|57679	713.8739999999999	ALS2|57679	609.9796
ALX3|257	33.7587	ALX3|257	25.4582
AMACR|23600	482.0914	AMACR|23600	291.7515
AMBRA1|55626	1062.1655	AMBRA1|55626	745.4175
AMD1|262	1185.6731	AMD1|262	909.8778
lowly_expressed	lowly_expressed	AMDHD1|144193	13.2383
AMDHD2|51005	267.8386	AMDHD2|51005	154.0275
AMFR|267	4249.4854	AMFR|267	3091.6497
AMICA1|120425	62.5772	AMICA1|120425	500.5092
AMIGO1|57463	230.9592	AMIGO1|57463	133.9104
AMIGO2|347902	216.12599999999998	AMIGO2|347902	823.3096
AMIGO3|386724	76.9864	AMIGO3|386724	37.169000000000004
AMMECR1L|83607	1107.0399	AMMECR1L|83607	901.7312
AMMECR1|9949	460.6834	AMMECR1|9949	161.9145
AMN1|196394	565.2532	AMN1|196394	128.3096
AMOTL1|154810	723.7546	AMOTL1|154810	2685.336
AMOTL2|51421	1249.8971	AMOTL2|51421	5971.4868
AMOT|154796	566.0766	AMOT|154796	1386.9654
AMPD2|271	480.8563	AMPD2|271	598.2688
AMPD3|272	659.9424	AMPD3|272	456.2118
AMPH|273	140.387	AMPH|273	205.1935
AMT|275	53.273	AMT|275	103.7271
lowly_expressed	lowly_expressed	AMY1A|276	6.6191
AMY2B|280	39.7077	AMY2B|280	305.5601
AMZ1|155185	430.6299	lowly_expressed	lowly_expressed
AMZ2P1|201283	154.3845	AMZ2P1|201283	243.89
AMZ2|51321	1712.2273	AMZ2|51321	1808.5539999999999
ANAPC10|10393	139.1519	ANAPC10|10393	146.6395
ANAPC11|51529	319.473	ANAPC11|51529	670.0611
ANAPC13|25847	679.2384	ANAPC13|25847	1092.22
ANAPC16|119504	1993.4129	ANAPC16|119504	2576.8839
ANAPC1|64682	916.0148	ANAPC1|64682	894.6029
ANAPC2|29882	473.0342	ANAPC2|29882	477.0876
ANAPC4|29945	490.3252	ANAPC4|29945	516.2933
ANAPC5|51433	2532.3178	ANAPC5|51433	2349.7963
ANAPC7|51434	1426.513	ANAPC7|51434	759.165
ANGEL1|23357	826.2660000000001	ANGEL1|23357	537.6782
ANGEL2|90806	696.9946	ANGEL2|90806	552.444
ANGPT1|284	60.5187	ANGPT1|284	2260.1833
ANGPT2|285	409.2219	ANGPT2|285	337.5764
lowly_expressed	lowly_expressed	ANGPT4|51378	43.7882
ANGPTL1|9068	33.7587	ANGPTL1|9068	1347.7597
ANGPTL2|23452	1490.7369	ANGPTL2|23452	13314.663999999999
ANGPTL4|51129	289.8312	ANGPTL4|51129	2758.1466
lowly_expressed	lowly_expressed	ANGPTL5|253935	159.8778
ANGPTL6|83854	5.0556	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANGPTL7|10218	11.2016
ANG|283	28.7279	ANG|283	637.8564
ANK1|286	1136.2701	ANK1|286	52.9532
ANK2|287	170.4405	ANK2|287	2179.7352
ANK3|288	2083.1618	ANK3|288	166.4969
ANKAR|150709	16.4677	ANKAR|150709	63.6456
ANKDD1A|348094	202.9642	ANKDD1A|348094	474.0326
ANKFY1|51479	1207.0811	ANKFY1|51479	2808.554
ANKHD1-EIF4EBP3|404734	722.7625	ANKHD1-EIF4EBP3|404734	518.5438
ANKHD1|54882	3895.0926	ANKHD1|54882	2407.7037
ANKH|56172	1848.0856	ANKH|56172	1720.9776
ANKIB1|54467	2682.9971	ANKIB1|54467	1621.1813
ANKLE1|126549	5.7637	ANKLE1|126549	9.165
ANKLE2|23141	2261.4245	ANKLE2|23141	1698.5743
ANKMY1|51281	188.9667	ANKMY1|51281	157.332
ANKMY2|57037	529.0243	ANKMY2|57037	680.2444
ANKRA2|57763	341.7044	ANKRA2|57763	267.8208
ANKRD10|55608	1048.0362	ANKRD10|55608	1041.5122
ANKRD11|29123	2166.9946	ANKRD11|29123	2288.0092
ANKRD12|23253	1478.7979	ANKRD12|23253	1634.4196
ANKRD13A|88455	1581.7209	ANKRD13A|88455	900.7128
ANKRD13B|124930	133.7999	ANKRD13B|124930	110.99799999999999
ANKRD13C|81573	696.1713	ANKRD13C|81573	699.0835
ANKRD13D|338692	493.6188	ANKRD13D|338692	314.1548
ANKRD16|54522	154.3845	ANKRD16|54522	107.4338
ANKRD17|26057	3726.6365	ANKRD17|26057	2542.2607
ANKRD19|138649	70.3993	ANKRD19|138649	59.0631
lowly_expressed	lowly_expressed	ANKRD1|27063	6.6191
ANKRD20A3|441425	9.8806	ANKRD20A3|441425	6.11
ANKRD20B|729171	5.352	ANKRD20B|729171	6.6191
ANKRD22|118932	54.755	ANKRD22|118932	6.6191
ANKRD23|200539	671.8814	ANKRD23|200539	11.7108
ANKRD24|170961	17.2911	ANKRD24|170961	20.8758
ANKRD26|22852	337.1758	ANKRD26|22852	195.5193
ANKRD27|84079	1281.1857	ANKRD27|84079	905.8045
ANKRD28|23243	1344.1746	ANKRD28|23243	1257.1283
ANKRD29|147463	40.3458	ANKRD29|147463	359.9796
lowly_expressed	lowly_expressed	ANKRD30A|91074	17.3116
ANKRD32|84250	117.7439	ANKRD32|84250	100.8147
ANKRD34A|284615	9.0572	ANKRD34A|284615	14.2566
ANKRD35|148741	21.408	ANKRD35|148741	259.165
ANKRD36BP1|84832	65.459	ANKRD36BP1|84832	81.4664
ANKRD36B|57730	33.7587	ANKRD36B|57730	31.5682
ANKRD36|375248	230.9592	ANKRD36|375248	140.5295
ANKRD37|353322	34.3022	ANKRD37|353322	48.9969
ANKRD39|51239	805.6814	ANKRD39|51239	126.7821
ANKRD40|91369	722.1079	ANKRD40|91369	5557.5356
ANKRD42|338699	500.2058	ANKRD42|338699	178.2077
ANKRD43|134548	9.0572	ANKRD43|134548	26.4766
ANKRD44|91526	32.9354	ANKRD44|91526	164.9695
lowly_expressed	lowly_expressed	ANKRD45|339416	5.6008
ANKRD46|157567	1322.569	ANKRD46|157567	970.4684
ANKRD49|54851	369.2878	ANKRD49|54851	258.1466
ANKRD50|57182	4281.1857	ANKRD50|57182	794.2974
ANKRD52|283373	1693.2894	ANKRD52|283373	1123.7271
ANKRD53|79998	6.5871	ANKRD53|79998	171.5886
ANKRD54|129138	395.6361	ANKRD54|129138	263.2383
lowly_expressed	lowly_expressed	ANKRD55|79722	5.6008
ANKRD56|345079	200.49400000000003	ANKRD56|345079	11.7108
ANKRD57|65124	657.0605	ANKRD57|65124	364.5621
ANKRD58|347454	11.9391	lowly_expressed	lowly_expressed
ANKRD5|63926	853.0259	ANKRD5|63926	256.6191
ANKRD6|22881	202.9601	ANKRD6|22881	205.6161
ANKRD9|122416	48.5797	ANKRD9|122416	89.613
ANKS1A|23294	1087.2787	ANKS1A|23294	1110.4888
ANKS1B|56899	40.7575	ANKS1B|56899	27.4949
ANKS3|124401	228.9008	ANKS3|124401	95.2138
ANKS6|203286	116.5089	ANKS6|203286	479.1242
ANKZF1|55139	570.1935	ANKZF1|55139	363.5438
ANLN|54443	353.2318	ANLN|54443	44.2974
ANO10|55129	1048.5797	ANO10|55129	1284.1141
ANO1|55107	2171.6756	ANO1|55107	514.2566
ANO2|57101	25.5249	ANO2|57101	87.5764
lowly_expressed	lowly_expressed	ANO3|63982	320.2648
lowly_expressed	lowly_expressed	ANO4|121601	8.1466
ANO5|203859	478.7979	ANO5|203859	261.2016
ANO6|196527	2745.986	ANO6|196527	11382.8921
ANO7|50636	100.8646	lowly_expressed	lowly_expressed
ANO8|57719	342.1161	ANO8|57719	189.4094
ANO9|338440	535.6114	ANO9|338440	8.1466
ANP32A|8125	9192.6719	ANP32A|8125	2679.7352
ANP32B|10541	1710.9922	ANP32B|10541	3395.6212
ANP32C|23520	6.1754	lowly_expressed	lowly_expressed
ANP32E|81611	1044.4627	ANP32E|81611	573.8289
ANPEP|290	197.6122	ANPEP|290	1172.0978
ANTXR1|84168	5368.4644	ANTXR1|84168	3712.3218
ANTXR2|118429	574.3104	ANTXR2|118429	6465.8859
ANUBL1|93550	137.0935	ANUBL1|93550	116.0896
ANXA11|311	1484.5615	ANXA11|311	7129.8371
ANXA1|301	1895.0185	ANXA1|301	29428.2077
ANXA2P1|303	76.5747	ANXA2P1|303	181.2627
ANXA2P2|304	7163.4417	ANXA2P2|304	10511.7108
ANXA2P3|305	9.8806	ANXA2P3|305	21.3849
ANXA2|302	24817.6204	ANXA2|302	38789.7149
ANXA3|306	479.2096	ANXA3|306	452.6477
ANXA4|307	1151.0910000000001	ANXA4|307	1474.5418
ANXA5|308	3014.8209	ANXA5|308	30322.8106
ANXA6|309	10613.8329	ANXA6|309	20087.5764
ANXA7|310	2862.4949	ANXA7|310	4541.7515
ANXA8L2|244	44.8744	ANXA8L2|244	6.11
ANXA8|653145	152.7378	ANXA8|653145	56.0081
ANXA9|8416	524.4957	ANXA9|8416	16.2933
AOAH|313	31.7003	AOAH|313	136.9654
AOC2|314	28.4068	AOC2|314	442.4644
AOC3|8639	982.2972	AOC3|8639	50073.8289
AOX1|316	67.9292	AOX1|316	3270.8758
AP1AR|55435	774.3928	AP1AR|55435	245.4175
AP1B1|162	2263.4829	AP1B1|162	1947.0468
AP1G1|164	4706.4636	AP1G1|164	2251.0183
AP1G2|8906	1337.5669	AP1G2|8906	214.9644
AP1M1|8907	772.7460000000001	AP1M1|8907	1911.4053
AP1M2|10053	3004.9403	AP1M2|10053	25.4582
AP1S1|1174	1907.3693	AP1S1|1174	337.0672
AP1S2|8905	179.4977	AP1S2|8905	460.7943
AP1S3|130340	233.8411	AP1S3|130340	15.7841
AP2A1|160	1982.0873	AP2A1|160	2056.5479
AP2A2|161	1933.7176	AP2A2|161	2148.6762
AP2B1|163	4765.7472	AP2B1|163	5881.8737
AP2M1|1173	5415.3973	AP2M1|1173	6500.5092
AP2S1|1175	779.7448	AP2S1|1175	1017.3116
AP3B1|8546	1940.7163	AP3B1|8546	1580.4481
AP3B2|8120	235.8995	lowly_expressed	lowly_expressed
AP3D1|8943	5425.6896	AP3D1|8943	2350.3055
AP3M1|26985	2140.7987	AP3M1|26985	1896.6395
AP3M2|10947	514.6151	AP3M2|10947	428.2077
AP3S1|1176	417.0441	AP3S1|1176	1216.9043
AP3S2|10239	2988.4315	AP3S2|10239	3134.4196
AP4B1|10717	345.4467	AP4B1|10717	345.4786
AP4E1|23431	484.9732	AP4E1|23431	381.3646
AP4M1|9179	479.3536	AP4M1|9179	191.7363
AP4S1|11154	46.5212	AP4S1|11154	75.8656
APAF1|317	550.844	APAF1|317	401.222
APBA1|320	135.035	APBA1|320	244.3992
APBA2|321	207.9045	APBA2|321	16.2933
APBA3|9546	196.3771	APBA3|9546	114.5621
APBB1IP|54518	121.4492	APBB1IP|54518	2501.0183
APBB1|322	164.2651	APBB1|322	545.3157
APBB2|323	6484.1499	APBB2|323	4655.2953
APBB3|10307	241.6632	APBB3|10307	155.8045
APC2|10297	58.6949	APC2|10297	7.6986
lowly_expressed	lowly_expressed	APCDD1L|164284	36.6599
APCDD1|147495	300.9469	APCDD1|147495	3548.3707
APC|324	1172.499	APC|324	1706.721
APEH|327	2362.7007	APEH|327	972.5051
APEX1|328	2860.0247	APEX1|328	2181.2627
APEX2|27301	566.4883	APEX2|27301	266.2933
APH1A|51107	3166.7353	APH1A|51107	2523.9308
APH1B|83464	1536.8464	APH1B|83464	562.1181
API5|8539	3425.6896	API5|8539	2132.3829
APIP|51074	357.7604	APIP|51074	858.8238
APITD1|378708	183.3882	APITD1|378708	86.1507
APLF|200558	75.3396	APLF|200558	118.1263
APLNR|187	590.7781	APLNR|187	1314.1548
APLN|8862	45.6978	APLN|8862	19.3483
APLP1|333	683.4088	APLP1|333	24.4399
APLP2|334	32612.1861	APLP2|334	15636.9654
APOA1BP|128240	1363.1124	APOA1BP|128240	1054.4807
APOB48R|55911	386.1671	APOB48R|55911	169.5519
APOBEC3A|200315	13.5858	APOBEC3A|200315	34.1141
APOBEC3B|9582	84.8086	APOBEC3B|9582	23.4216
APOBEC3C|27350	166.3236	APOBEC3C|27350	301.4257
APOBEC3D|140564	116.9205	APOBEC3D|140564	72.8106
APOBEC3F|200316	113.2153	APOBEC3F|200316	76.3747
APOBEC3G|60489	110.7452	APOBEC3G|60489	149.1853
APOB|338	9.0572	APOB|338	906.8228
APOC1|341	366.8176	APOC1|341	350.3055
APOC2|344	69.1643	APOC2|344	19.3483
APOD|347	1896.2536	APOD|347	14442.9735
APOE|348	1211.6097	APOE|348	2602.3422
APOL1|8542	1045.2861	APOL1|8542	1250.5092
APOL2|23780	637.711	APOL2|23780	884.9287
APOL3|80833	173.734	APOL3|80833	2009.6741
APOL4|80832	107.4516	APOL4|80832	255.6008
APOL6|80830	403.8699	APOL6|80830	10145.6212
APOLD1|81575	748.8678	APOLD1|81575	13387.9837
APOM|55937	17.7028	APOM|55937	41.7515
APOOL|139322	290.2429	APOOL|139322	298.3707
APOO|79135	281.5974	APOO|79135	145.112
APPBP2|10513	1263.0712	APPBP2|10513	1586.0489
APPL1|26060	1881.4327	APPL1|26060	1373.2179
APPL2|55198	930.424	APPL2|55198	1075.3564
APP|351	16788.802	APP|351	11235.2342
APRT|353	1496.5006	APRT|353	823.8289
APTX|54840	521.6138	APTX|54840	408.3503
AQP11|282679	21.8197	AQP11|282679	52.443999999999996
AQP1|358	2032.5237	AQP1|358	19668.5336
AQP3|360	241.6632	AQP3|360	276.9857
AQP4|361	6.5871	AQP4|361	8.1466
lowly_expressed	lowly_expressed	AQP5|362	15.2749
AQP7P1|375719	18.9378	AQP7P1|375719	1417.0061
lowly_expressed	lowly_expressed	AQP7P3|441432	72.3014
AQP7|364	107.0399	AQP7|364	9354.888
AQP9|366	18.9378	AQP9|366	269.8574
AQPEP|206338	10.1112	AQPEP|206338	1470.2749
AQR|9716	1106.6282	AQR|9716	1216.9043
ARAF|369	997.9415	ARAF|369	1243.89
ARAP1|116985	1608.3779	ARAP1|116985	2460.779
ARAP2|116984	159.3248	ARAP2|116984	143.5845
ARAP3|64411	219.4319	ARAP3|64411	648.1669999999999
ARCN1|372	5716.3442	ARCN1|372	5768.3299
ARC|23237	208.7279	ARC|23237	33.0957
AREG|374	19.7612	AREG|374	137.4745
ARF1|375	11289.0078	ARF1|375	7255.6008
ARF3|377	6350.7616	ARF3|377	3639.002
ARF4|378	4196.7888	ARF4|378	3633.4012
ARF5|381	3681.7291	ARF5|381	1462.7953
ARF6|382	5335.529	ARF6|382	1885.9470000000001
ARFGAP1|55738	2832.853	ARFGAP1|55738	688.9002
ARFGAP2|84364	2305.8872	ARFGAP2|84364	1952.1385
ARFGAP3|26286	979.8271	ARFGAP3|26286	831.9756
ARFGEF1|10565	6823.4253	ARFGEF1|10565	1562.4847
ARFGEF2|10564	9126.8012	ARFGEF2|10564	1755.0916
ARFIP1|27236	1215.3149	ARFIP1|27236	786.1507
ARFIP2|23647	1133.7999	ARFIP2|23647	695.0102
ARFRP1|10139	2017.7028	ARFRP1|10139	587.5764
ARG2|384	140.8357	ARG2|384	423.0448
ARGLU1|55082	2207.9045	ARGLU1|55082	2235.7434
ARHGAP10|79658	158.5014	ARHGAP10|79658	1681.7719
ARHGAP11A|9824	103.3347	ARHGAP11A|9824	105.3971
ARHGAP12|94134	1078.6332	ARHGAP12|94134	903.7678
ARHGAP15|55843	10.2923	ARHGAP15|55843	80.9572
ARHGAP17|55114	948.9502	ARHGAP17|55114	1565.1731
ARHGAP18|93663	472.2108	ARHGAP18|93663	919.5519
ARHGAP19|84986	278.3038	ARHGAP19|84986	409.3686
ARHGAP1|392	3096.3359	ARHGAP1|392	3415.9878
ARHGAP20|57569	38.2874	ARHGAP20|57569	759.165
ARHGAP21|57584	1820.0906	ARHGAP21|57584	6723.5234
ARHGAP22|58504	28.4068	ARHGAP22|58504	42.2607
ARHGAP23|57636	601.4821	ARHGAP23|57636	759.6741
ARHGAP24|83478	139.1519	ARHGAP24|83478	829.4297
ARHGAP25|9938	123.9193	ARHGAP25|9938	514.2566
ARHGAP26|23092	204.1993	ARHGAP26|23092	941.446
ARHGAP27|201176	683.8205	ARHGAP27|201176	379.2515
ARHGAP28|79822	78.6332	ARHGAP28|79822	460.7943
ARHGAP29|9411	1203.7876	ARHGAP29|9411	2947.0468
ARHGAP30|257106	196.7888	ARHGAP30|257106	706.721
ARHGAP31|57514	557.0193	ARHGAP31|57514	3030.5499
ARHGAP32|9743	2928.3656	ARHGAP32|9743	758.1466
ARHGAP33|115703	196.7888	ARHGAP33|115703	43.7882
ARHGAP36|158763	47.7563	lowly_expressed	lowly_expressed
ARHGAP39|80728	1869.0819	ARHGAP39|80728	40.7332
ARHGAP42|143872	178.2627	ARHGAP42|143872	496.3747
ARHGAP4|393	290.2429	ARHGAP4|393	339.61300000000006
ARHGAP5|394	1856.3195	ARHGAP5|394	1945.0102
ARHGAP6|395	47.7563	ARHGAP6|395	334.0122
ARHGAP8|23779	1385.142	ARHGAP8|23779	28.1823
ARHGAP9|64333	26.3483	ARHGAP9|64333	140.0204
ARHGDIA|396	2108.6867	ARHGDIA|396	4488.2892
ARHGDIB|397	1447.921	ARHGDIB|397	2929.2261
ARHGDIG|398	7.5504	ARHGDIG|398	75.5855
ARHGEF10L|55160	1913.1329999999998	ARHGEF10L|55160	758.6558
ARHGEF10|9639	332.6472	ARHGEF10|9639	1575.3564
ARHGEF11|9826	1284.0675	ARHGEF11|9826	1566.7006
ARHGEF12|23365	5540.5517	ARHGEF12|23365	4649.6945
ARHGEF15|22899	200.49400000000003	ARHGEF15|22899	1504.0733
ARHGEF16|27237	1105.3932	ARHGEF16|27237	59.0631
ARHGEF17|9828	1678.8802	ARHGEF17|9828	1364.0529999999999
ARHGEF18|23370	928.7773	ARHGEF18|23370	639.002
ARHGEF19|128272	356.93699999999995	ARHGEF19|128272	49.8982
ARHGEF1|9138	845.6155	ARHGEF1|9138	898.6762
ARHGEF2|9181	2557.431	ARHGEF2|9181	3314.664
ARHGEF33|100271715	7.4105	ARHGEF33|100271715	10.6925
ARHGEF35|445328	1031.7003	ARHGEF35|445328	332.4847
ARHGEF37|389337	376.6982	ARHGEF37|389337	647.1487
ARHGEF3|50650	520.3788	ARHGEF3|50650	689.9185
ARHGEF4|50649	146.5624	ARHGEF4|50649	281.5682
ARHGEF5|7984	910.2511	ARHGEF5|7984	300.9165
ARHGEF6|9459	714.2857	ARHGEF6|9459	9983.1976
ARHGEF7|8874	1568.5467	ARHGEF7|8874	2983.7067
ARHGEF9|23229	596.1301	ARHGEF9|23229	554.4807
ARID1A|8289	4811.445	ARID1A|8289	2011.2016
ARID1B|57492	1770.2758	ARID1B|57492	2020.3666
ARID2|196528	1198.4356	ARID2|196528	738.2892
ARID3A|1820	160.1482	ARID3A|1820	86.55799999999999
ARID3B|10620	215.3149	ARID3B|10620	88.5947
ARID4A|5926	681.762	ARID4A|5926	943.4827
ARID4B|51742	1401.2063	ARID4B|51742	1026.1711
ARID5A|10865	285.7143	ARID5A|10865	586.0489
ARID5B|84159	600.6587	ARID5B|84159	5083.5031
ARIH1|25820	12156.8547	ARIH1|25820	2068.2281
ARIH2|10425	2367.5957	ARIH2|10425	1710.7587
ARL10|285598	23.8781	ARL10|285598	30.5499
ARL11|115761	113.2153	ARL11|115761	59.0631
ARL13B|200894	251.5438	ARL13B|200894	216.3951
ARL15|54622	198.8473	ARL15|54622	328.4114
ARL16|339231	184.8497	ARL16|339231	409.3686
ARL17A|51326	150.9263	ARL17A|51326	81.7261
ARL1|400	3619.5965	ARL1|400	2413.442
ARL2BP|23568	1390.6958	ARL2BP|23568	2077.9022
ARL2|402	673.5282	ARL2|402	1857.4338
ARL3|403	865.7884	ARL3|403	460.7943
ARL4A|10124	205.0226	ARL4A|10124	552.444
ARL4C|10123	482.9148	ARL4C|10123	434.8269
ARL4D|379	28.8184	ARL4D|379	160.387
ARL5A|26225	713.4623	ARL5A|26225	745.9267
ARL5B|221079	265.9531	ARL5B|221079	257.1283
ARL6IP1|23204	7019.3495	ARL6IP1|23204	4723.0143
ARL6IP4|51329	1129.683	ARL6IP4|51329	1971.4868
ARL6IP5|10550	1942.7748	ARL6IP5|10550	6631.3646
ARL6IP6|151188	224.7839	ARL6IP6|151188	213.3401
ARL6|84100	61.7538	ARL6|84100	75.3564
ARL8A|127829	1068.3409	ARL8A|127829	1267.3116
ARL8B|55207	2443.3923	ARL8B|55207	2275.9674
ARMC10|83787	1166.6282	ARMC10|83787	638.2128
ARMC1|55156	1282.8324	ARMC1|55156	742.8717
ARMC2|84071	51.0498	ARMC2|84071	64.1548
ARMC3|219681	7.8221	lowly_expressed	lowly_expressed
ARMC5|79798	232.1943	ARMC5|79798	168.5336
ARMC6|93436	710.1317	ARMC6|93436	366.0234
ARMC7|79637	122.2725	ARMC7|79637	186.3544
ARMC8|25852	911.8979	ARMC8|25852	1014.7658
ARMC9|80210	542.6101	ARMC9|80210	48.3707
ARMCX1|51309	355.2902	ARMCX1|51309	919.0428
ARMCX2|9823	461.0951	ARMCX2|9823	514.2566
ARMCX3|51566	790.4487	ARMCX3|51566	2093.1772
ARMCX5|64860	305.4755	ARMCX5|64860	253.5642
ARMCX6|54470	140.387	ARMCX6|54470	196.5377
ARNT2|9915	1602.7172	ARNT2|9915	44.8065
ARNTL2|56938	40.7575	ARNTL2|56938	77.9022
ARNTL|406	549.6089	ARNTL|406	255.0916
ARNT|405	1569.3701	ARNT|405	2119.1446
ARPC1A|10552	3562.0626	ARPC1A|10552	2373.7831
ARPC1B|10095	2224.2692	ARPC1B|10095	1626.7261
ARPC2|10109	2975.2985	ARPC2|10109	4918.5336
ARPC3|10094	4273.3635	ARPC3|10094	2921.5886
ARPC4|10093	2384.8662	ARPC4|10093	2949.4959
ARPC5L|81873	390.2841	ARPC5L|81873	478.6151
ARPC5|10092	2118.5673	ARPC5|10092	2429.7352
ARPM1|84517	26.76	ARPM1|84517	86.0489
ARPP19|10776	3937.8345	ARPP19|10776	5530.0407
lowly_expressed	lowly_expressed	ARPP21|10777	6.11
ARRB1|408	1305.0638	ARRB1|408	1401.7312
ARRB2|409	343.3512	ARRB2|409	1119.1446
ARRDC1|92714	1074.5163	ARRDC1|92714	253.055
ARRDC2|27106	715.9325	ARRDC2|27106	809.0631
ARRDC3|57561	871.1404	ARRDC3|57561	2518.8391
ARRDC4|91947	10142.8571	ARRDC4|91947	812.1181
ARSA|410	849.3207	ARSA|410	717.9226
ARSB|411	418.2791	ARSB|411	458.7576
ARSD|414	2928.7773	ARSD|414	1108.9613
ARSE|415	23.0548	lowly_expressed	lowly_expressed
ARSG|22901	287.3611	ARSG|22901	146.1303
ARSI|340075	77.3981	ARSI|340075	27.4949
ARSJ|79642	54.3434	ARSJ|79642	23.4216
ARSK|153642	65.0473	ARSK|153642	125.7637
lowly_expressed	lowly_expressed	ART4|420	6.6191
ART5|116969	6.9988	lowly_expressed	lowly_expressed
ARTN|9048	128.0362	lowly_expressed	lowly_expressed
ARV1|64801	426.51300000000003	ARV1|64801	328.9206
ARVCF|421	357.3487	ARVCF|421	104.88799999999999
AR|367	46.9329	AR|367	843.1772
AS3MT|57412	83.6846	AS3MT|57412	46.6904
ASAH1|427	2471.3874	ASAH1|427	12482.6884
ASAH2B|653308	25.5249	ASAH2B|653308	13.7475
ASAH2|56624	8.6455	lowly_expressed	lowly_expressed
ASAM|79827	157.6781	ASAM|79827	5071.2831
ASAP1|50807	1715.1091	ASAP1|50807	1450.1018
ASAP2|8853	1478.3862	ASAP2|8853	1655.2953
ASAP3|55616	904.4874	ASAP3|55616	727.0876
ASB13|79754	651.7085	ASB13|79754	382.3829
ASB14|142686	21.8197	ASB14|142686	18.8391
ASB16|92591	113.3676	ASB16|92591	13.7475
ASB1|51665	366.0683	ASB1|51665	925.9572
ASB2|51676	7.4105	ASB2|51676	10.6925
ASB3|51130	340.881	ASB3|51130	284.1141
ASB6|140459	458.3573	ASB6|140459	437.276
ASB7|140460	382.0502	ASB7|140460	458.7576
ASB8|140461	848.909	ASB8|140461	1013.2383
ASB9|140462	8.2338	ASB9|140462	90.6314
ASCC1|51008	627.4187	ASCC1|51008	609.4705
ASCC2|84164	1298.065	ASCC2|84164	1738.2892
ASCC3|10973	1340.881	ASCC3|10973	838.0855
ASCL1|429	13.5858	lowly_expressed	lowly_expressed
ASCL2|430	757.5134	ASCL2|430	10.6925
ASF1A|25842	547.9621	ASF1A|25842	451.1202
ASF1B|55723	167.5587	ASF1B|55723	46.8432
lowly_expressed	lowly_expressed	ASGR1|432	8.6558
lowly_expressed	lowly_expressed	ASGR2|433	14.2566
ASH1L|55870	2747.9868	ASH1L|55870	3881.3086
ASH2L|9070	32221.902000000002	ASH2L|9070	1505.6008
lowly_expressed	lowly_expressed	ASIP|434	5.0916
ASL|435	1044.8744	ASL|435	312.6273
ASMTL|8623	647.1799	ASMTL|8623	683.7271
ASNA1|439	1419.9259	ASNA1|439	1079.9389
ASNSD1|54529	956.7723	ASNSD1|54529	1162.9328
ASNS|440	1154.3845	ASNS|440	183.2994
lowly_expressed	lowly_expressed	ASPA|443	342.1589
lowly_expressed	lowly_expressed	ASPG|374569	6.6191
ASPHD1|253982	20.5846	ASPHD1|253982	8.6558
ASPHD2|57168	193.0836	ASPHD2|57168	33.6049
ASPH|444	3471.2762	ASPH|444	34825.9725
ASPM|259266	128.0362	ASPM|259266	22.9124
ASPN|54829	1293.5364	ASPN|54829	754.5825
ASPRV1|151516	30.4652	ASPRV1|151516	100.336
ASPSCR1|79058	219.4319	ASPSCR1|79058	250.5092
ASRGL1|80150	149.4442	ASRGL1|80150	101.833
ASS1|445	2618.3615	ASS1|445	6595.723000000001
ASTE1|28990	207.2334	ASTE1|28990	186.1813
ASTN1|460	9.8806	ASTN1|460	13.2383
ASTN2|23245	254.014	ASTN2|23245	76.8839
ASXL1|171023	1078.2215	ASXL1|171023	1728.1059
ASXL2|55252	986.4142	ASXL2|55252	1073.3198
lowly_expressed	lowly_expressed	ASXL3|80816	27.4949
ATAD1|84896	1616.3029999999999	ATAD1|84896	1263.2383
ATAD2B|54454	532.7295	ATAD2B|54454	235.7434
ATAD2|29028	1146.5624	ATAD2|29028	251.0183
ATAD3A|55210	603.1289	ATAD3A|55210	299.8982
ATAD3B|83858	271.3051	ATAD3B|83858	75.3564
ATAD3C|219293	336.7641	ATAD3C|219293	17.3116
