gene_id	TCGA-E9-A1RB-01A-11R-A157-07	gene_id	TCGA-E9-A1RB-11A-33R-A157-07
ALKBH3|221120	405.5671	ALKBH3|221120	272.3511
ALKBH4|54784	184.9116	ALKBH4|54784	181.2946
ALKBH5|54890	2916.1811	ALKBH5|54890	2282.661
ALKBH6|84964	87.1488	ALKBH6|84964	44.0384
ALKBH7|84266	252.8616	ALKBH7|84266	276.4113
ALKBH8|91801	169.0947	ALKBH8|91801	289.8415
lowly_expressed	lowly_expressed	ALK|238	14.9918
ALMS1|7840	1280.9573	ALMS1|7840	1098.7741
ALOX12P2|245	32.5182	ALOX12P2|245	5.9343
lowly_expressed	lowly_expressed	ALOX12|239	6.2466
ALOX15B|247	91.051	ALOX15B|247	769.2668
ALOX5AP|241	364.4641	ALOX5AP|241	566.8775
ALOX5|240	271.3319	ALOX5|240	352.6197
ALPK1|80216	328.564	ALPK1|80216	631.5296
ALPK2|115701	55.1509	ALPK2|115701	80.2686
ALPK3|57538	85.0676	ALPK3|57538	857.0313
ALPL|249	112.6431	ALPL|249	573.7487
ALS2CL|259173	254.9428	ALS2CL|259173	197.0797
lowly_expressed	lowly_expressed	ALS2CR11|151254	13.1178
ALS2CR4|65062	610.5619	ALS2CR4|65062	1389.5526
ALS2CR8|79800	60.6139	ALS2CR8|79800	210.1975
ALS2|57679	474.5057	ALS2|57679	698.9927
lowly_expressed	lowly_expressed	ALX1|8092	8.1206
ALX3|257	17.6899	ALX3|257	20.6137
lowly_expressed	lowly_expressed	ALX4|60529	50.5973
AMACR|23600	379.8127	AMACR|23600	292.0278
lowly_expressed	lowly_expressed	AMBP|259	5.6219
AMBRA1|55626	1008.0645	AMBRA1|55626	854.2203
AMD1|262	3144.9011	AMD1|262	1962.989
AMDHD1|144193	20.8117	AMDHD1|144193	12.1808
AMDHD2|51005	195.6426	AMDHD2|51005	110.9831
AMFR|267	2937.8252	AMFR|267	2849.6916
AMICA1|120425	57.4922	AMICA1|120425	393.8471
AMIGO1|57463	34.0791	AMIGO1|57463	218.9428
AMIGO2|347902	963.3195	AMIGO2|347902	1507.9254
AMIGO3|386724	113.6837	AMIGO3|386724	44.9754
AMMECR1L|83607	577.5234	AMMECR1L|83607	889.5135
AMMECR1|9949	779.9168	AMMECR1|9949	339.1895
AMN1|196394	107.9605	AMN1|196394	128.055
AMOTL1|154810	802.5494	AMOTL1|154810	3299.7579
AMOTL2|51421	735.9521	AMOTL2|51421	2938.7054
AMOT|154796	2235.9521	AMOT|154796	1521.6678
lowly_expressed	lowly_expressed	AMPD1|270	84.0166
AMPD2|271	593.6524	AMPD2|271	486.2966
AMPD3|272	421.1759	AMPD3|272	195.8304
AMPH|273	1397.2425	AMPH|273	763.6449
AMT|275	37.9813	AMT|275	86.6651
AMY2B|280	37.2008	AMY2B|280	265.4017
AMZ1|155185	73.3611	AMZ1|155185	13.4302
AMZ2P1|201283	152.7055	AMZ2P1|201283	218.9428
AMZ2|51321	1852.4974	AMZ2|51321	1452.6431
ANAPC10|10393	100.1561	ANAPC10|10393	118.6851
ANAPC11|51529	1356.3996	ANAPC11|51529	627.4694
ANAPC13|25847	1475.1795	ANAPC13|25847	1438.1354
ANAPC16|119504	3739.5942	ANAPC16|119504	2839.0724
ANAPC1|64682	685.4839	ANAPC1|64682	985.3986
ANAPC2|29882	478.4079	ANAPC2|29882	437.8855
ANAPC4|29945	377.7315	ANAPC4|29945	530.6473
ANAPC5|51433	4123.3091	ANAPC5|51433	2015.7726
ANAPC7|51434	1482.3101	ANAPC7|51434	828.297
ANGEL1|23357	405.5671	ANGEL1|23357	595.2994
ANGEL2|90806	1124.3496	ANGEL2|90806	722.4174
ANGPT1|284	23.4131	ANGPT1|284	834.5436
ANGPT2|285	199.2716	ANGPT2|285	423.5184
lowly_expressed	lowly_expressed	ANGPT4|51378	10.3069
ANGPTL1|9068	11.4464	ANGPTL1|9068	1015.3822
ANGPTL2|23452	870.1873	ANGPTL2|23452	6810.9628
ANGPTL4|51129	345.9938	ANGPTL4|51129	1598.8131
lowly_expressed	lowly_expressed	ANGPTL5|253935	177.403
lowly_expressed	lowly_expressed	ANGPTL7|10218	98.3837
ANG|283	398.4495	ANG|283	808.7827
lowly_expressed	lowly_expressed	ANK1|286	25.9233
ANK2|287	86.1082	ANK2|287	2113.2193
ANK3|288	248.6993	lowly_expressed	lowly_expressed
ANKAR|150709	10.1457	ANKAR|150709	54.3453
ANKDD1A|348094	41.8835	ANKDD1A|348094	83.7042
ANKFY1|51479	1206.8158	ANKFY1|51479	2641.0557
ANKHD1-EIF4EBP3|404734	759.8153	ANKHD1-EIF4EBP3|404734	1063.7776
ANKHD1|54882	1707.1696	ANKHD1|54882	2853.8268
ANKH|56172	1400.1041	ANKH|56172	1738.4243
ANKIB1|54467	1830.9053	ANKIB1|54467	1780.5887
lowly_expressed	lowly_expressed	ANKK1|255239	11.8685
ANKLE1|126549	29.3965	ANKLE1|126549	10.9315
ANKLE2|23141	2142.0395	ANKLE2|23141	1613.1803
ANKMY1|51281	156.6077	ANKMY1|51281	167.0961
ANKMY2|57037	393.8606	ANKMY2|57037	688.0612
ANKRA2|57763	162.8512	ANKRA2|57763	298.5867
ANKRD10|55608	1610.6322	ANKRD10|55608	1157.8043
ANKRD11|29123	1479.2274	ANKRD11|29123	2261.5289
ANKRD12|23253	1327.2633	ANKRD12|23253	2125.0878
ANKRD13A|88455	1372.2685	ANKRD13A|88455	1364.5663
ANKRD13B|124930	178.9802	ANKRD13B|124930	105.2549
ANKRD13C|81573	738.2934	ANKRD13C|81573	675.568
ANKRD13D|338692	592.872	ANKRD13D|338692	267.9784
ANKRD16|54522	176.6363	ANKRD16|54522	108.6406
ANKRD17|26057	4494.5369	ANKRD17|26057	3968.1424
ANKRD19|138649	36.9407	ANKRD19|138649	30.9206
lowly_expressed	lowly_expressed	ANKRD20A3|441425	5.6219
ANKRD22|118932	118.3663	ANKRD22|118932	23.737
ANKRD23|200539	22.1124	ANKRD23|200539	25.9233
lowly_expressed	lowly_expressed	ANKRD24|170961	14.0548
ANKRD26|22852	879.8127	ANKRD26|22852	414.7732
ANKRD27|84079	916.4932	ANKRD27|84079	1022.8781
ANKRD28|23243	1743.4964	ANKRD28|23243	1574.1391
ANKRD29|147463	31.4776	ANKRD29|147463	254.8606
ANKRD30A|91074	1614.204	ANKRD30A|91074	589.3652
ANKRD30B|374860	116.2851	ANKRD30B|374860	28.421999999999997
ANKRD32|84250	258.5848	ANKRD32|84250	172.0934
ANKRD34A|284615	13.0073	ANKRD34A|284615	17.8028
ANKRD35|148741	18.9906	ANKRD35|148741	162.4112
ANKRD36BP1|84832	155.0468	ANKRD36BP1|84832	246.7401
ANKRD36B|57730	37.9813	ANKRD36B|57730	44.3507
ANKRD36|375248	131.3736	ANKRD36|375248	203.014
ANKRD37|353322	82.2034	ANKRD37|353322	57.0469
ANKRD39|51239	120.9677	ANKRD39|51239	77.1453
ANKRD40|91369	1598.0749	ANKRD40|91369	2814.3984
ANKRD42|338699	241.155	ANKRD42|338699	243.6168
ANKRD43|134548	315.2966	ANKRD43|134548	84.9535
ANKRD44|91526	22.6327	ANKRD44|91526	202.3893
lowly_expressed	lowly_expressed	ANKRD45|339416	15.3041
ANKRD46|157567	344.3392	ANKRD46|157567	964.9286
ANKRD49|54851	469.56300000000005	ANKRD49|54851	376.9813
ANKRD50|57182	1100.9365	ANKRD50|57182	1382.6813
ANKRD52|283373	2343.6524	ANKRD52|283373	1165.9249
lowly_expressed	lowly_expressed	ANKRD53|79998	178.9646
ANKRD54|129138	328.0437	ANKRD54|129138	257.6716
lowly_expressed	lowly_expressed	ANKRD55|79722	9.3699
ANKRD56|345079	17.6899	ANKRD56|345079	29.9836
ANKRD57|65124	349.6358	ANKRD57|65124	709.6119
ANKRD58|347454	11.9667	ANKRD58|347454	7.1836
ANKRD5|63926	398.0229	ANKRD5|63926	245.1784
ANKRD6|22881	168.2024	ANKRD6|22881	268.1284
ANKRD9|122416	39.0219	ANKRD9|122416	33.1069
ANKS1A|23294	600.6764	ANKS1A|23294	1142.5002
ANKS1B|56899	156.0874	ANKS1B|56899	71.5234
ANKS3|124401	224.2456	ANKS3|124401	139.6112
ANKS6|203286	52.2893	ANKS6|203286	308.2689
ANKZF1|55139	427.6795	ANKZF1|55139	468.8061
ANLN|54443	2052.0291	ANLN|54443	218.0058
ANO10|55129	920.3954	ANO10|55129	1023.5028
ANO1|55107	447.1904	ANO1|55107	3337.8621
lowly_expressed	lowly_expressed	ANO2|57101	58.0932
lowly_expressed	lowly_expressed	ANO3|63982	123.0577
ANO5|203859	282.7784	ANO5|203859	112.7508
ANO6|196527	2982.3101	ANO6|196527	9574.7638
ANO7|50636	12.2268	ANO7|50636	10.6192
ANO8|57719	218.7825	ANO8|57719	218.6304
ANO9|338440	292.92400000000004	ANO9|338440	43.7261
ANP32A|8125	2546.5661	ANP32A|8125	2648.2392
ANP32B|10541	3032.7784	ANP32B|10541	3158.8975
ANP32E|81611	3384.2352	ANP32E|81611	1312.7196
ANPEP|290	1716.9615	ANPEP|290	2078.8631
ANTXR1|84168	6075.9625	ANTXR1|84168	6176.3098
ANTXR2|118429	684.4433	ANTXR2|118429	6268.7593
ANUBL1|93550	242.9761	ANUBL1|93550	183.0249
ANXA11|311	2176.3788	ANXA11|311	2959.9438
ANXA13|312	5.9834	lowly_expressed	lowly_expressed
ANXA1|301	1530.9573	ANXA1|301	12068.4001
ANXA2P1|303	76.2227	ANXA2P1|303	74.6467
ANXA2P2|304	4587.6691	ANXA2P2|304	4917.6232
ANXA2|302	13942.5078	ANXA2|302	14111.3454
ANXA3|306	64.5161	ANXA3|306	868.5875
ANXA4|307	1493.2362	ANXA4|307	1730.3037
ANXA5|308	5680.281	ANXA5|308	9159.9906
ANXA6|309	2247.6587	ANXA6|309	8497.2281
ANXA7|310	3532.2581	ANXA7|310	3167.3304
ANXA8L2|244	17.4298	ANXA8L2|244	74.02199999999999
ANXA8|653145	34.3392	ANXA8|653145	127.118
ANXA9|8416	111.8626	ANXA9|8416	57.1562
AOAH|313	67.1176	AOAH|313	195.5181
AOC2|314	11.1863	AOC2|314	81.5179
AOC3|8639	308.7929	AOC3|8639	15383.7745
AOX1|316	388.3975	AOX1|316	4418.5211
AP1AR|55435	529.6566	AP1AR|55435	472.2417
AP1B1|162	2137.0968	AP1B1|162	1816.1943
AP1G1|164	1900.1041	AP1G1|164	2788.7874
AP1G2|8906	716.423	AP1G2|8906	440.5122
AP1M1|8907	1023.9334	AP1M1|8907	1050.6754
AP1M2|10053	2501.0406	AP1M2|10053	525.0254
AP1S1|1174	1270.2914	AP1S1|1174	397.5951
AP1S2|8905	2089.7503	AP1S2|8905	763.3326
AP1S3|130340	114.9844	AP1S3|130340	51.5343
AP2A1|160	1816.475	AP2A1|160	1567.6677
AP2A2|161	1328.5639999999999	AP2A2|161	1756.2271
AP2B1|163	5608.2206	AP2B1|163	6531.4281
AP2M1|1173	11817.898000000001	AP2M1|1173	5139.3769
AP2S1|1175	1664.6722	AP2S1|1175	759.2723
AP3B1|8546	1204.9948	AP3B1|8546	1410.7910000000002
AP3B2|8120	133.7149	AP3B2|8120	57.4686
AP3D1|8943	2384.2352	AP3D1|8943	2118.2166
AP3M1|26985	2710.4579	AP3M1|26985	1946.7479
AP3M2|10947	1535.64	AP3M2|10947	695.5571
AP3S1|1176	4796.3059	AP3S1|1176	1634.731
AP3S2|10239	1710.2471	AP3S2|10239	2144.4023
AP4B1|10717	401.0224	AP4B1|10717	349.9555
AP4E1|23431	332.4662	AP4E1|23431	410.7129
AP4M1|9179	446.9797	AP4M1|9179	259.2051
AP4S1|11154	51.5088	AP4S1|11154	101.8193
APAF1|317	520.5515	APAF1|317	735.5353
APBA1|320	63.2154	APBA1|320	348.8717
APBA2|321	18.2102	APBA2|321	76.5207
APBA3|9546	82.9865	APBA3|9546	132.1152
APBB1IP|54518	173.5172	APBB1IP|54518	1131.5687
APBB1|322	648.8033	APBB1|322	677.442
APBB2|323	1843.6524	APBB2|323	2788.7874
APBB3|10307	108.4807	APBB3|10307	165.8468
APC2|10297	7.6275	lowly_expressed	lowly_expressed
APCDD1L|164284	17.6899	APCDD1L|164284	175.52900000000002
APCDD1|147495	191.4672	APCDD1|147495	3448.1143
APC|324	452.3933	APC|324	1484.8129999999999
APEH|327	2581.1655	APEH|327	1202.4674
APEX1|328	2865.2445	APEX1|328	2215.9756
APEX2|27301	1407.128	APEX2|27301	376.3567
APH1A|51107	8622.2685	APH1A|51107	3689.2325
APH1B|83464	607.18	APH1B|83464	786.4449
API5|8539	3899.0635	API5|8539	2900.6012
APIP|51074	871.9329	APIP|51074	651.6749
APITD1|378708	404.4433	APITD1|378708	138.8616
APLF|200558	61.1342	APLF|200558	121.4961
APLNR|187	361.0822	APLNR|187	878.2697
APLN|8862	130.333	APLN|8862	135.2385
APLP1|333	103.538	APLP1|333	33.4192
APLP2|334	17291.8835	APLP2|334	16958.8506
APOA1BP|128240	3663.6316	APOA1BP|128240	1057.5467
APOB48R|55911	97.0343	APOB48R|55911	93.6988
lowly_expressed	lowly_expressed	APOBEC2|10930	9.0575
APOBEC3A|200315	7.2841	APOBEC3A|200315	59.0302
APOBEC3B|9582	156.0874	APOBEC3B|9582	36.2302
APOBEC3C|27350	119.667	APOBEC3C|27350	297.0251
APOBEC3D|140564	34.0791	APOBEC3D|140564	65.2768
APOBEC3F|200316	59.0531	APOBEC3F|200316	125.8687
APOBEC3G|60489	92.3517	APOBEC3G|60489	259.5456
lowly_expressed	lowly_expressed	APOB|338	387.2882
APOC1|341	1044.2248	APOC1|341	224.5647
APOC2|344	30.436999999999998	APOC2|344	8.4329
APOD|347	1587.4089	APOD|347	32137.1125
APOE|348	1656.0874	APOE|348	1320.8402
APOL1|8542	745.5775	APOL1|8542	915.7492
APOL2|23780	392.82	APOL2|23780	583.1186
APOL3|80833	285.64	APOL3|80833	1359.8813
APOL4|80832	87.1488	APOL4|80832	380.1046
APOL6|80830	994.7971	APOL6|80830	5791.8326
APOLD1|81575	364.9844	APOLD1|81575	1041.9302
APOM|55937	27.8356	APOM|55937	34.0439
APOOL|139322	184.7034	APOOL|139322	352.3073
APOO|79135	475.026	APOO|79135	122.1207
APPBP2|10513	902.9657	APPBP2|10513	1644.4132
APPL1|26060	2910.2497	APPL1|26060	2521.7459
APPL2|55198	918.8345	APPL2|55198	1396.4238
APP|351	18755.2029	APP|351	30686.9681
APRT|353	1290.5827	APRT|353	816.4285
APTX|54840	648.283	APTX|54840	438.1979
AQP11|282679	12.7471	AQP11|282679	17.8028
AQP1|358	748.3871	AQP1|358	11106.2575
AQP3|360	198.4912	AQP3|360	396.6581
AQP4|361	16.9095	AQP4|361	40.2905
AQP5|362	18.4703	AQP5|362	198.9537
lowly_expressed	lowly_expressed	AQP6|363	8.4329
lowly_expressed	lowly_expressed	AQP7P1|375719	640.8995
lowly_expressed	lowly_expressed	AQP7P3|441432	32.7946
lowly_expressed	lowly_expressed	AQP7|364	3429.6869
AQP8|343	5.7232	lowly_expressed	lowly_expressed
AQP9|366	135.796	AQP9|366	480.05
AQPEP|206338	8.3247	AQPEP|206338	702.6469999999999
AQR|9716	1443.0281	AQR|9716	1452.6431
ARAF|369	1207.5963	ARAF|369	992.5822
ARAP1|116985	1261.1629	ARAP1|116985	2234.9465
ARAP2|116984	332.4662	ARAP2|116984	392.2855
ARAP3|64411	97.2945	ARAP3|64411	504.0993
ARCN1|372	6918.3143	ARCN1|372	4736.1599
lowly_expressed	lowly_expressed	ARC|23237	34.6685
AREG|374	2515.3486	AREG|374	452.2527
ARF1|375	20806.7118	ARF1|375	7034.5905
ARF3|377	8660.77	ARF3|377	4275.7867
ARF4|378	7627.2112	ARF4|378	3481.8459
ARF5|381	3024.4537	ARF5|381	1527.2898
ARF6|382	2378.2518	ARF6|382	2488.639
ARFGAP1|55738	1119.4069	ARFGAP1|55738	577.4967
ARFGAP2|84364	1598.8554	ARFGAP2|84364	1810.5723
ARFGAP3|26286	607.9605	ARFGAP3|26286	885.7656
ARFGEF1|10565	3914.8517	ARFGEF1|10565	2425.2362
ARFGEF2|10564	2443.0281	ARFGEF2|10564	2830.6395
ARFIP1|27236	629.2924	ARFIP1|27236	989.4589
ARFIP2|23647	1725.2862	ARFIP2|23647	746.7791
ARFRP1|10139	320.7596	ARFRP1|10139	386.3512
ARG2|384	141.8028	ARG2|384	287.9956
ARGLU1|55082	1116.2851	ARGLU1|55082	2357.1484
ARHGAP10|79658	91.051	ARHGAP10|79658	726.79
ARHGAP11A|9824	993.7565	ARHGAP11A|9824	188.0222
ARHGAP11B|89839	50.9886	ARHGAP11B|89839	7.5927
ARHGAP12|94134	654.2664	ARHGAP12|94134	1456.391
ARHGAP15|55843	43.7045	ARHGAP15|55843	112.1262
ARHGAP17|55114	1638.3975	ARHGAP17|55114	1275.8648
ARHGAP18|93663	475.026	ARHGAP18|93663	719.9188
ARHGAP19|84986	486.9927	ARHGAP19|84986	921.6835
ARHGAP1|392	4392.2997	ARHGAP1|392	3284.4538
ARHGAP20|57569	22.3725	ARHGAP20|57569	830.171
ARHGAP21|57584	1787.461	ARHGAP21|57584	3991.8794
ARHGAP22|58504	70.4995	ARHGAP22|58504	34.6685
ARHGAP23|57636	156.0874	ARHGAP23|57636	676.505
ARHGAP24|83478	263.5276	ARHGAP24|83478	795.1901
ARHGAP25|9938	129.8127	ARHGAP25|9938	578.1213
ARHGAP26|23092	288.7617	ARHGAP26|23092	1057.2343
ARHGAP27|201176	188.6056	ARHGAP27|201176	396.30199999999996
ARHGAP28|79822	76.4828	ARHGAP28|79822	334.5046
ARHGAP29|9411	1582.2060000000001	ARHGAP29|9411	3249.1606
ARHGAP30|257106	272.1124	ARHGAP30|257106	630.905
ARHGAP31|57514	335.3278	ARHGAP31|57514	1997.9699
ARHGAP32|9743	1309.8335	ARHGAP32|9743	1308.0347
ARHGAP33|115703	188.6056	ARHGAP33|115703	71.5234
lowly_expressed	lowly_expressed	ARHGAP36|158763	108.0659
ARHGAP39|80728	490.1145	ARHGAP39|80728	127.4303
ARHGAP42|143872	161.5245	ARHGAP42|143872	488.7765
ARHGAP4|393	243.4964	ARHGAP4|393	275.4743
ARHGAP5|394	1411.8106	ARHGAP5|394	3452.1746
ARHGAP6|395	38.7617	ARHGAP6|395	249.551
ARHGAP8|23779	182.0161	ARHGAP8|23779	156.2239
ARHGAP9|64333	62.6951	ARHGAP9|64333	191.1455
ARHGDIA|396	3983.8709999999996	ARHGDIA|396	2811.2751
ARHGDIB|397	3427.9396	ARHGDIB|397	2889.982
ARHGDIG|398	7.2841	ARHGDIG|398	9.7509
ARHGEF10L|55160	603.538	ARHGEF10L|55160	680.8776
ARHGEF10|9639	693.8085	ARHGEF10|9639	1501.0541
ARHGEF11|9826	2079.3444	ARHGEF11|9826	1464.8239
ARHGEF12|23365	4345.2133	ARHGEF12|23365	6187.2414
ARHGEF15|22899	88.7097	ARHGEF15|22899	738.9709
ARHGEF16|27237	274.7138	ARHGEF16|27237	109.3152
ARHGEF17|9828	754.9428	ARHGEF17|9828	1204.029
ARHGEF18|23370	932.3621	ARHGEF18|23370	758.6476
ARHGEF19|128272	731.5297	ARHGEF19|128272	150.855
ARHGEF1|9138	505.2029	ARHGEF1|9138	809.5573
ARHGEF2|9181	2264.5682	ARHGEF2|9181	2360.2717
ARHGEF33|100271715	10.665999999999999	ARHGEF33|100271715	12.8055
ARHGEF35|445328	250.7804	ARHGEF35|445328	248.3017
ARHGEF37|389337	282.7784	ARHGEF37|389337	1166.2372
ARHGEF38|54848	14.5682	ARHGEF38|54848	31.5452
ARHGEF3|50650	827.0031	ARHGEF3|50650	1078.785
ARHGEF4|50649	13.7877	ARHGEF4|50649	305.7703
ARHGEF5|7984	383.7149	ARHGEF5|7984	258.6086
ARHGEF6|9459	775.2341	ARHGEF6|9459	4893.5738
ARHGEF7|8874	819.1988	ARHGEF7|8874	1960.8027
ARHGEF9|23229	452.9136	ARHGEF9|23229	679.316
ARID1A|8289	4525.7544	ARID1A|8289	2819.3956
ARID1B|57492	1307.4922	ARID1B|57492	2492.387
ARID2|196528	1928.1998	ARID2|196528	1394.5499
ARID3A|1820	44.7451	ARID3A|1820	62.4658
ARID3B|10620	55.6712	ARID3B|10620	108.6906
ARID4A|5926	323.8814	ARID4A|5926	1077.2234
ARID4B|51742	1674.2976	ARID4B|51742	1662.9624
ARID5A|10865	199.7919	ARID5A|10865	551.8857
ARID5B|84159	1140.7388	ARID5B|84159	3584.2898
ARIH1|25820	1946.6701	ARIH1|25820	2567.6583
ARIH2|10425	2466.1524	ARIH2|10425	1580.0484
ARL10|285598	11.1863	ARL10|285598	74.6467
ARL11|115761	92.87200000000001	ARL11|115761	43.4138
ARL13B|200894	249.7399	ARL13B|200894	271.4141
ARL15|54622	86.3684	ARL15|54622	541.8912
ARL16|339231	443.2882	ARL16|339231	342.9375
ARL17A|51326	32.2529	ARL17A|51326	54.5733
ARL1|400	2844.6929999999998	ARL1|400	2214.1017
ARL2BP|23568	1669.0947	ARL2BP|23568	1598.8131
ARL2|402	864.9844	ARL2|402	1029.1247
ARL3|403	1548.3871	ARL3|403	600.9214
ARL4A|10124	678.7201	ARL4A|10124	1070.9768
ARL4C|10123	810.3538	ARL4C|10123	1057.2343
ARL4D|379	83.7669	ARL4D|379	188.9592
ARL5A|26225	630.0728	ARL5A|26225	1039.7439
ARL5B|221079	290.3226	ARL5B|221079	363.2389
ARL6IP1|23204	19405.5671	ARL6IP1|23204	8247.6771
ARL6IP4|51329	1290.8429	ARL6IP4|51329	1203.0921
ARL6IP5|10550	3630.333	ARL6IP5|10550	6014.8356
ARL6IP6|151188	377.4714	ARL6IP6|151188	270.1648
ARL6|84100	115.2445	ARL6|84100	102.1316
ARL8A|127829	1334.2872	ARL8A|127829	831.1080000000001
ARL8B|55207	3362.3829	ARL8B|55207	2589.5214
ARL9|132946	24.1935	lowly_expressed	lowly_expressed
ARMC10|83787	1638.8398	ARMC10|83787	892.1527
ARMC1|55156	1523.1529999999998	ARMC1|55156	870.1491
ARMC2|84071	21.5921	ARMC2|84071	47.474
ARMC3|219681	85.0676	ARMC3|219681	9.0575
lowly_expressed	lowly_expressed	ARMC4|55130	9.6822
ARMC5|79798	241.9355	ARMC5|79798	139.9235
ARMC6|93436	548.1087	ARMC6|93436	317.2827
ARMC7|79637	241.6753	ARMC7|79637	192.7071
ARMC8|25852	1148.2830000000001	ARMC8|25852	943.5465
ARMC9|80210	240.1145	ARMC9|80210	143.9838
ARMCX1|51309	223.4651	ARMCX1|51309	991.3329
ARMCX2|9823	1250.7804	ARMCX2|9823	864.8395
ARMCX3|51566	1427.6795	ARMCX3|51566	2160.6934
ARMCX5|64860	280.1769	ARMCX5|64860	339.1895
ARMCX6|54470	272.6327	ARMCX6|54470	212.0715
ARNT2|9915	1801.2487	ARNT2|9915	457.5623
ARNTL2|56938	59.0531	ARNTL2|56938	94.9481
ARNTL|406	336.3684	ARNTL|406	526.2747
ARNT|405	1737.513	ARNT|405	2710.0804
ARPC1A|10552	4665.9729	ARPC1A|10552	2400.8745
ARPC1B|10095	3829.3444	ARPC1B|10095	1411.1033
ARPC2|10109	4561.3944	ARPC2|10109	3573.3583
ARPC3|10094	5308.2726	ARPC3|10094	2780.3545
ARPC4|10093	4224.0687	ARPC4|10093	2479.4847
ARPC5L|81873	1436.0042	ARPC5L|81873	437.8855
ARPC5|10092	6815.0364	ARPC5|10092	3158.2728
ARPM1|84517	82.7263	ARPM1|84517	49.9727
ARPP19|10776	5694.0687	ARPP19|10776	5819.3176
ARRB1|408	231.5297	ARRB1|408	1010.0726
ARRB2|409	709.4173	ARRB2|409	838.6039
ARRDC1|92714	856.9199	ARRDC1|92714	367.2991
ARRDC2|27106	422.4766	ARRDC2|27106	548.1377
ARRDC3|57561	672.7367	ARRDC3|57561	4457.5623
ARRDC4|91947	355.6191	ARRDC4|91947	951.3547
ARSA|410	557.232	ARSA|410	514.4062
ARSB|411	295.2653	ARSB|411	302.9593
ARSD|414	1013.0073	ARSD|414	1839.9313
ARSE|415	9.3652	ARSE|415	16.8658
ARSG|22901	110.0416	ARSG|22901	144.9207
ARSI|340075	59.8335	ARSI|340075	9.3699
ARSJ|79642	127.9917	ARSJ|79642	118.6851
ARSK|153642	165.9729	ARSK|153642	285.1566
lowly_expressed	lowly_expressed	ART3|419	11.2439
lowly_expressed	lowly_expressed	ART4|420	23.4247
lowly_expressed	lowly_expressed	ART5|116969	10.6192
ARTN|9048	135.796	ARTN|9048	12.1808
ARV1|64801	943.2882	ARV1|64801	330.7566
ARVCF|421	58.5328	ARVCF|421	155.2276
AR|367	932.102	AR|367	947.6068
AS3MT|57412	291.103	AS3MT|57412	145.2331
ASAH1|427	4415.9729	ASAH1|427	8101.1947
ASAH2B|653308	24.974	lowly_expressed	lowly_expressed
ASAH2|56624	5.9834	ASAH2|56624	11.2439
ASAM|79827	123.8293	ASAM|79827	2454.9075
ASAP1|50807	1856.6597	ASAP1|50807	1327.0867
ASAP2|8853	1220.8637	ASAP2|8853	1650.6598
ASAP3|55616	1174.2976	ASAP3|55616	1265.2456
ASB13|79754	2906.0874	ASB13|79754	696.1818
ASB14|142686	12.487	ASB14|142686	14.3671
ASB16|92591	5.2159	ASB16|92591	5.6219
ASB1|51665	179.9324	ASB1|51665	780.5825
ASB2|51676	7.0239	ASB2|51676	29.9836
ASB3|51130	287.461	ASB3|51130	351.3703
ASB6|140459	1645.3018	ASB6|140459	590.6739
ASB7|140460	412.3309	ASB7|140460	542.5158
ASB8|140461	768.7305	ASB8|140461	906.3793
ASB9|140462	90.0104	ASB9|140462	56.2193
ASCC1|51008	1181.0614	ASCC1|51008	535.9569
ASCC2|84164	853.2778	ASCC2|84164	1270.8675
ASCC3|10973	1392.5598	ASCC3|10973	1334.5827
ASCL2|430	8.0645	ASCL2|430	12.1808
ASF1A|25842	233.3507	ASF1A|25842	462.5595
ASF1B|55723	1936.0042	ASF1B|55723	180.5263
ASGR1|432	13.5276	ASGR1|432	10.6192
lowly_expressed	lowly_expressed	ASGR2|433	14.0548
ASH1L|55870	3593.3689	ASH1L|55870	5082.8016
ASH2L|9070	2703.4339	ASH2L|9070	1528.2268
ASL|435	225.8065	ASL|435	286.7182
ASMTL|8623	247.3985	ASMTL|8623	524.0790000000001
ASNA1|439	1630.5931	ASNA1|439	934.4889999999999
ASNSD1|54529	1009.6254	ASNSD1|54529	1045.0535
ASNS|440	672.7367	ASNS|440	308.2689
lowly_expressed	lowly_expressed	ASPA|443	142.7344
ASPHD1|253982	211.4984	ASPHD1|253982	14.9918
ASPHD2|57168	36.6805	ASPHD2|57168	42.1644
ASPH|444	12783.8866	ASPH|444	14735.2979
ASPM|259266	1852.2373	ASPM|259266	220.8167
ASPN|54829	2223.205	ASPN|54829	1785.2737
ASPRV1|151516	19.5578	ASPRV1|151516	89.5417
ASPSCR1|79058	264.5682	ASPSCR1|79058	164.9098
ASRGL1|80150	675.5983	ASRGL1|80150	165.5345
ASS1|445	10502.3413	ASS1|445	3881.6272
ASTE1|28990	234.7294	ASTE1|28990	267.3226
ASTN1|460	234.9116	ASTN1|460	69.3371
ASTN2|23245	73.3611	ASTN2|23245	209.2606
ASXL1|171023	1859.5213	ASXL1|171023	2093.5426
ASXL2|55252	568.6785	ASXL2|55252	1268.6812
lowly_expressed	lowly_expressed	ASXL3|80816	44.0384
ATAD1|84896	1316.3371	ATAD1|84896	1380.8074
ATAD2B|54454	465.1405	ATAD2B|54454	448.1924
ATAD2|29028	4963.3195	ATAD2|29028	1110.6426
ATAD3A|55210	521.5921	ATAD3A|55210	206.4496
ATAD3B|83858	321.0198	ATAD3B|83858	91.8248
