gene_id	TCGA-BH-A1FG-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FG-11B-12R-A13Q-07
ALOX5AP|241	260.7429	ALOX5AP|241	704.6502
ALOX5|240	189.7305	ALOX5|240	641.8098
ALOXE3|59344	12.0175	ALOXE3|59344	18.8521
ALPK1|80216	504.37	ALPK1|80216	434.0176
lowly_expressed	lowly_expressed	ALPK2|115701	10.0545
ALPK3|57538	55.3532	ALPK3|57538	108.0855
ALPL|249	128.5506	ALPL|249	611.2275
ALS2CL|259173	99.7815	ALS2CL|259173	80.0168
lowly_expressed	lowly_expressed	ALS2CR11|151254	8.7977
lowly_expressed	lowly_expressed	ALS2CR12|130540	5.8651
ALS2CR4|65062	354.3336	ALS2CR4|65062	1948.8898
ALS2CR8|79800	124.1806	ALS2CR8|79800	170.088
ALS2|57679	386.3802	ALS2|57679	591.5375
lowly_expressed	lowly_expressed	ALX1|8092	5.8651
AMACR|23600	378.7327	AMACR|23600	323.4185
AMBP|259	7.6475	lowly_expressed	lowly_expressed
AMBRA1|55626	761.1071	AMBRA1|55626	285.7143
AMD1|262	909.2972	AMD1|262	4549.225
AMDHD1|144193	51.3474	AMDHD1|144193	24.2983
AMDHD2|51005	371.4348	AMDHD2|51005	25.5551
AMFR|267	5871.8135	AMFR|267	2968.1609
AMICA1|120425	33.1391	AMICA1|120425	22.6225
AMIGO1|57463	147.4873	AMIGO1|57463	77.5031
AMIGO2|347902	1006.555	AMIGO2|347902	6235.441999999999
AMIGO3|386724	94.319	AMIGO3|386724	14.2438
AMMECR1L|83607	741.0779	AMMECR1L|83607	795.1403
AMMECR1|9949	260.3787	AMMECR1|9949	383.7453
AMN1|196394	320.8303	AMN1|196394	487.6414
AMOTL1|154810	269.8471	AMOTL1|154810	1821.5333
AMOTL2|51421	1621.9956	AMOTL2|51421	3368.6636
AMOT|154796	365.9869	AMOT|154796	1306.2421
lowly_expressed	lowly_expressed	AMPD1|270	26.393
AMPD2|271	465.7684	AMPD2|271	272.3083
AMPD3|272	282.2287	AMPD3|272	209.468
AMPH|273	52.4399	AMPH|273	124.8429
AMT|275	16.3875	AMT|275	74.9895
lowly_expressed	lowly_expressed	AMY1A|276	108.9233
AMY2B|280	42.4035	AMY2B|280	237.1177
AMZ1|155185	151.1289	lowly_expressed	lowly_expressed
AMZ2P1|201283	321.1945	AMZ2P1|201283	260.1592
AMZ2|51321	3471.9592	AMZ2|51321	1968.1609
ANAPC10|10393	149.3081	ANAPC10|10393	336.8245
ANAPC11|51529	1935.1784	ANAPC11|51529	176.372
ANAPC13|25847	2629.2935	ANAPC13|25847	3640.8504
ANAPC16|119504	2709.7597	ANAPC16|119504	4256.8077
ANAPC1|64682	786.2345	ANAPC1|64682	406.7868
ANAPC2|29882	543.3358	ANAPC2|29882	130.708
ANAPC4|29945	410.7793	ANAPC4|29945	633.4311
ANAPC5|51433	2690.823	ANAPC5|51433	2001.6757
ANAPC7|51434	1280.772	ANAPC7|51434	979.0532
ANGEL1|23357	534.2316	ANGEL1|23357	563.8877
ANGEL2|90806	790.2403	ANGEL2|90806	1056.5563
ANGPT1|284	13.8383	ANGPT1|284	278.5924
ANGPT2|285	152.5856	ANGPT2|285	559.6984
lowly_expressed	lowly_expressed	ANGPT4|51378	7.5408
ANGPTL1|9068	19.665	ANGPTL1|9068	383.7453
ANGPTL2|23452	592.134	ANGPTL2|23452	4618.3494
ANGPTL4|51129	29.4975	ANGPTL4|51129	205.2786
lowly_expressed	lowly_expressed	ANGPTL5|253935	11.7302
lowly_expressed	lowly_expressed	ANGPTL7|10218	421.4495
ANG|283	530.7138	ANG|283	560.5153
lowly_expressed	lowly_expressed	ANK1|286	15.9196
ANK2|287	68.4632	ANK2|287	1074.5706
ANK3|288	1296.4312	ANK3|288	816.925
ANKAR|150709	22.9425	ANKAR|150709	67.8676
ANKDD1A|348094	19.665	ANKDD1A|348094	142.0193
ANKFY1|51479	1261.8354	ANKFY1|51479	1647.256
ANKHD1-EIF4EBP3|404734	1289.2098	ANKHD1-EIF4EBP3|404734	788.253
ANKHD1|54882	1642.6293	ANKHD1|54882	2443.0205
ANKH|56172	538.9658	ANKH|56172	2363.6364
ANKIB1|54467	1603.7873	ANKIB1|54467	1501.8852
lowly_expressed	lowly_expressed	ANKK1|255239	8.7977
ANKLE2|23141	1335.7611	ANKLE2|23141	1263.0917
ANKMY1|51281	260.3787	ANKMY1|51281	116.4642
ANKMY2|57037	521.1216	ANKMY2|57037	799.7486
ANKRA2|57763	226.8755	ANKRA2|57763	550.4818
ANKRD10|55608	1111.504	ANKRD10|55608	2098.4499
ANKRD11|29123	650.091	ANKRD11|29123	749.4763
ANKRD12|23253	1379.8252	ANKRD12|23253	1934.2271
ANKRD13A|88455	1039.6941	ANKRD13A|88455	2305.4043
ANKRD13B|124930	133.2848	ANKRD13B|124930	48.1776
ANKRD13C|81573	709.3955	ANKRD13C|81573	1035.1906
ANKRD13D|338692	322.6511	ANKRD13D|338692	220.7792
ANKRD16|54522	255.2586	ANKRD16|54522	115.6263
ANKRD17|26057	1902.7677	ANKRD17|26057	3011.3113
ANKRD19|138649	63.0007	ANKRD19|138649	29.3255
lowly_expressed	lowly_expressed	ANKRD1|27063	7.5408
ANKRD20A3|441425	8.3758	ANKRD20A3|441425	22.6225
lowly_expressed	lowly_expressed	ANKRD20A4|728747	5.4462
lowly_expressed	lowly_expressed	ANKRD20B|729171	10.4734
ANKRD22|118932	443.9184	ANKRD22|118932	100.9636
ANKRD23|200539	12.3816	ANKRD23|200539	5.0272
ANKRD24|170961	82.6657	ANKRD24|170961	6.284
ANKRD26|22852	273.1245	ANKRD26|22852	222.455
ANKRD27|84079	662.7822	ANKRD27|84079	788.8563
ANKRD28|23243	1652.2214	ANKRD28|23243	1743.6112
ANKRD29|147463	11.6533	ANKRD29|147463	426.0578
ANKRD30A|91074	113.6198	ANKRD30A|91074	84.2061
ANKRD30B|374860	100.1457	ANKRD30B|374860	21.3657
ANKRD32|84250	154.7706	ANKRD32|84250	189.359
lowly_expressed	lowly_expressed	ANKRD34A|284615	38.1232
ANKRD35|148741	11.6533	ANKRD35|148741	56.5563
ANKRD36BP1|84832	41.1508	ANKRD36BP1|84832	179.3046
ANKRD36B|57730	7.6475	ANKRD36B|57730	11.3113
ANKRD36|375248	54.9891	ANKRD36|375248	184.7507
ANKRD37|353322	91.9701	ANKRD37|353322	476.5857
ANKRD39|51239	175.1639	ANKRD39|51239	50.6912
ANKRD40|91369	1847.7786	ANKRD40|91369	2028.9066
ANKRD42|338699	981.0634	ANKRD42|338699	452.4508
ANKRD43|134548	12.7458	ANKRD43|134548	41.0557
ANKRD44|91526	29.1333	lowly_expressed	lowly_expressed
ANKRD46|157567	1657.531	ANKRD46|157567	1152.0737
ANKRD49|54851	341.2236	ANKRD49|54851	742.7734
ANKRD50|57182	466.1326	ANKRD50|57182	1369.0825
ANKRD52|283373	933.7218	ANKRD52|283373	525.3456
lowly_expressed	lowly_expressed	ANKRD53|79998	18.0142
ANKRD54|129138	641.6606	ANKRD54|129138	247.5911
lowly_expressed	lowly_expressed	ANKRD55|79722	14.2438
ANKRD56|345079	134.0131	ANKRD56|345079	66.6108
ANKRD57|65124	1680.6264	ANKRD57|65124	1733.9757
ANKRD5|63926	430.8084	ANKRD5|63926	140.3435
ANKRD6|22881	61.9883	ANKRD6|22881	282.4592
lowly_expressed	lowly_expressed	ANKRD7|56311	5.4462
ANKRD9|122416	85.2149	ANKRD9|122416	22.6225
ANKS1A|23294	730.1529	ANKS1A|23294	712.191
ANKS1B|56899	251.6387	ANKS1B|56899	46.0829
ANKS3|124401	215.2221	ANKS3|124401	31.0013
ANKS6|203286	80.1165	ANKS6|203286	51.9481
ANKZF1|55139	279.6795	ANKZF1|55139	224.5496
ANLN|54443	272.7604	ANLN|54443	58.651
ANO10|55129	1324.1078	ANO10|55129	843.318
ANO1|55107	731.2454	ANO1|55107	6195.6431
ANO2|57101	15.295	ANO2|57101	18.4332
lowly_expressed	lowly_expressed	ANO3|63982	55.7185
ANO5|203859	48.4341	ANO5|203859	322.5806
ANO6|196527	2617.2615	ANO6|196527	4482.1952
lowly_expressed	lowly_expressed	ANO7|50636	10.4734
ANO8|57719	181.3547	ANO8|57719	155.4252
ANO9|338440	283.3212	ANO9|338440	26.393
ANP32A|8125	3297.5237	ANP32A|8125	3357.7713
ANP32B|10541	1794.2462	ANP32B|10541	3149.9791
ANP32E|81611	577.9315	ANP32E|81611	2057.3942
ANPEP|290	265.4771	ANPEP|290	4036.0285
ANTXR1|84168	1586.6715	ANTXR1|84168	5917.8886
ANTXR2|118429	215.5863	ANTXR2|118429	1631.3364
lowly_expressed	lowly_expressed	ANTXRL|195977	5.0272
ANUBL1|93550	661.3256	ANUBL1|93550	348.5547
ANXA11|311	3260.0146	ANXA11|311	2550.0628
lowly_expressed	lowly_expressed	ANXA13|312	5.0272
ANXA1|301	1257.8296	ANXA1|301	24108.9233
ANXA2P1|303	110.7065	ANXA2P1|303	51.9481
ANXA2P2|304	7013.11	ANXA2P2|304	3154.1684
ANXA2P3|305	12.0175	lowly_expressed	lowly_expressed
ANXA2|302	22665.6956	ANXA2|302	14501.8852
ANXA3|306	54.6249	ANXA3|306	3237.1177
ANXA4|307	1873.2702	ANXA4|307	3043.5693
ANXA5|308	6408.5943	ANXA5|308	13634.6879
ANXA6|309	6793.1537	ANXA6|309	2114.7884
ANXA7|310	4562.6366	ANXA7|310	4260.5781
ANXA8L2|244	24.035	ANXA8L2|244	264.3486
ANXA8|653145	83.39399999999999	ANXA8|653145	1142.4382
ANXA9|8416	4101.2382	ANXA9|8416	118.1399
AOAH|313	41.5149	AOAH|313	101.3825
AOC2|314	18.5725	AOC2|314	30.1634
AOC3|8639	284.0495	AOC3|8639	4284.0385
AOX1|316	62.2724	AOX1|316	704.2313
AP1AR|55435	1572.1049	AP1AR|55435	1359.4470000000001
AP1B1|162	3428.6235	AP1B1|162	682.4466
AP1G1|164	2379.0969	AP1G1|164	2489.7361
AP1G2|8906	1455.4698	AP1G2|8906	534.2941
AP1M1|8907	888.201	AP1M1|8907	456.6401
AP1M2|10053	2656.2272	AP1M2|10053	532.8865
AP1S1|1174	867.4436	AP1S1|1174	300.796
AP1S2|8905	249.8179	AP1S2|8905	1028.0687
AP1S3|130340	310.2695	AP1S3|130340	111.01799999999999
AP2A1|160	1829.6468	AP2A1|160	348.7432
AP2A2|161	1369.9927	AP2A2|161	744.4491
AP2B1|163	15919.5193	AP2B1|163	7021.3657
AP2M1|1173	5377.6402	AP2M1|1173	3295.3498
AP2S1|1175	1824.8361	AP2S1|1175	589.4428
AP3B1|8546	1692.6438	AP3B1|8546	1650.1885
AP3B2|8120	147.1231	AP3B2|8120	38.1232
AP3D1|8943	3344.8653	AP3D1|8943	1047.7587
AP3M1|26985	1831.3911	AP3M1|26985	2100.1257
AP3M2|10947	1144.9381	AP3M2|10947	449.5182
AP3S1|1176	1238.1646	AP3S1|1176	2188.9401
AP3S2|10239	2339.7305	AP3S2|10239	1159.6146
AP4B1|10717	246.1034	AP4B1|10717	240.6703
AP4E1|23431	346.6861	AP4E1|23431	356.5145
AP4M1|9179	411.1435	AP4M1|9179	187.6833
AP4S1|11154	65.1857	AP4S1|11154	167.5744
APAF1|317	313.547	APAF1|317	521.5752
APBA1|320	32.0466	APBA1|320	294.9309
APBA2|321	11.2891	APBA2|321	9.2166
APBA3|9546	139.8398	APBA3|9546	23.0415
APBB1IP|54518	112.5273	APBB1IP|54518	354.0008
APBB1|322	615.4406	APBB1|322	312.9451
APBB2|323	3672.6147	APBB2|323	2527.8592
APBB3|10307	136.9264	APBB3|10307	201.5082
APCDD1L|164284	18.9366	APCDD1L|164284	115.2074
APCDD1|147495	99.7815	APCDD1|147495	1550.0628
APC|324	776.4019999999999	APC|324	1041.8936
APEH|327	2844.5011	APEH|327	566.8203
APEX1|328	2610.7065	APEX1|328	4123.5861
APEX2|27301	888.9294	APEX2|27301	501.8852
APH1A|51107	6187.9097	APH1A|51107	2814.4114
APH1B|83464	762.9279	APH1B|83464	1039.7989
API5|8539	3014.5666	API5|8539	4609.9707
APIP|51074	508.5834	APIP|51074	654.6418
APITD1|378708	430.9323	APITD1|378708	101.3825
APLF|200558	15.6591	APLF|200558	150.8169
APLNR|187	368.1719	APLNR|187	449.0993
APLN|8862	64.4574	APLN|8862	137.8299
APLP1|333	5.4625	APLP1|333	27.2308
APLP2|334	27112.1631	APLP2|334	12881.0222
APOA1BP|128240	2625.2731	APOA1BP|128240	947.633
APOB48R|55911	244.3554	APOB48R|55911	15.5006
APOBEC3A|200315	40.4224	lowly_expressed	lowly_expressed
APOBEC3B|9582	136.1981	APOBEC3B|9582	27.8341
APOBEC3C|27350	87.764	APOBEC3C|27350	459.1537
APOBEC3D|140564	55.7174	APOBEC3D|140564	95.9363
APOBEC3F|200316	212.3088	APOBEC3F|200316	211.1437
APOBEC3G|60489	110.7065	APOBEC3G|60489	201.0892
APOBEC3H|164668	7.6475	APOBEC3H|164668	8.7977
lowly_expressed	lowly_expressed	APOB|338	244.6586
APOC1|341	347.0503	APOC1|341	215.752
APOC2|344	151.4931	APOC2|344	137.411
APOD|347	2087.0357	APOD|347	22553.8333
APOE|348	922.0685	APOE|348	381.6506
APOF|319	88.1282	lowly_expressed	lowly_expressed
APOL1|8542	1250.5462	APOL1|8542	432.3419
APOL2|23780	636.9264	APOL2|23780	188.9401
APOL3|80833	594.319	APOL3|80833	718.4751
APOL4|80832	54.2607	APOL4|80832	139.5057
APOL6|80830	2902.7677	APOL6|80830	2963.9715
APOLD1|81575	233.7946	APOLD1|81575	1028.9066
APOM|55937	56.8099	APOM|55937	85.8819
APOOL|139322	207.5747	APOOL|139322	183.4939
APOO|79135	348.5069	APOO|79135	297.8634
APPBP2|10513	1956.6642	APPBP2|10513	1731.4621
APPL1|26060	2122.724	APPL1|26060	2728.1106
APPL2|55198	1273.4887	APPL2|55198	1551.3196
APP|351	13647.1231	APP|351	31979.0532
APRT|353	1022.2141	APRT|353	452.8697
APTX|54840	1014.9308	APTX|54840	576.4558
AQP11|282679	166.7881	AQP11|282679	51.5291
AQP1|358	1712.6729999999998	AQP1|358	10844.7801
AQP3|360	1522.9425	AQP3|360	676.5815
lowly_expressed	lowly_expressed	AQP4|361	76.2463
lowly_expressed	lowly_expressed	AQP5|362	8.7977
lowly_expressed	lowly_expressed	AQP7P1|375719	69.1244
lowly_expressed	lowly_expressed	AQP7P3|441432	7.5408
AQP7|364	9.1042	AQP7|364	693.7579
AQP9|366	36.0524	AQP9|366	17.1764
lowly_expressed	lowly_expressed	AQPEP|206338	214.9141
AQR|9716	1540.4224	AQR|9716	1038.961
ARAF|369	1272.032	ARAF|369	1048.5966
ARAP1|116985	1182.7713	ARAP1|116985	294.7926
ARAP2|116984	145.3023	ARAP2|116984	441.5584
ARAP3|64411	116.5331	ARAP3|64411	189.778
ARCN1|372	5949.0168	ARCN1|372	5581.901999999999
ARC|23237	28.0408	ARC|23237	274.403
AREG|374	20.7575	AREG|374	475.9112
ARF1|375	13236.7079	ARF1|375	5882.6979
ARF3|377	8080.4807	ARF3|377	4806.4516
ARF4|378	10293.5178	ARF4|378	8059.4889
ARF5|381	3066.5987	ARF5|381	1417.2602
ARF6|382	7767.2979	ARF6|382	4576.4558
ARFGAP1|55738	851.0561	ARFGAP1|55738	248.8479
ARFGAP2|84364	2398.3977	ARFGAP2|84364	847.9263
ARFGAP3|26286	1839.7669	ARFGAP3|26286	1499.3716
ARFGEF1|10565	7756.5586	ARFGEF1|10565	1740.2597
ARFGEF2|10564	3134.0131	ARFGEF2|10564	2358.1902
ARFIP1|27236	1560.8157	ARFIP1|27236	2063.2593
ARFIP2|23647	2376.9119	ARFIP2|23647	803.1001
ARFRP1|10139	331.0269	ARFRP1|10139	92.5848
ARG2|384	108.5907	ARG2|384	179.1035
ARGLU1|55082	801.8937	ARGLU1|55082	2665.2702
ARHGAP10|79658	52.4399	ARHGAP10|79658	436.5312
ARHGAP11A|9824	176.2564	ARHGAP11A|9824	67.4487
ARHGAP12|94134	1161.3256	ARHGAP12|94134	1898.6175
ARHGAP15|55843	47.3416	ARHGAP15|55843	140.7625
ARHGAP17|55114	1244.3554	ARHGAP17|55114	963.1336
ARHGAP18|93663	375.091	ARHGAP18|93663	872.2245
ARHGAP19|84986	466.8609	ARHGAP19|84986	747.8006
ARHGAP1|392	4004.37	ARHGAP1|392	2010.4734
ARHGAP20|57569	13.11	ARHGAP20|57569	354.8387
ARHGAP21|57584	1015.295	ARHGAP21|57584	2241.726
ARHGAP22|58504	13.4741	ARHGAP22|58504	27.2308
ARHGAP23|57636	236.3438	ARHGAP23|57636	616.2547
ARHGAP24|83478	82.6657	ARHGAP24|83478	386.2589
ARHGAP25|9938	115.8048	ARHGAP25|9938	160.8714
ARHGAP26|23092	152.2214	ARHGAP26|23092	807.2895
ARHGAP27|201176	207.5747	ARHGAP27|201176	246.3343
ARHGAP28|79822	42.6074	ARHGAP28|79822	314.2019
ARHGAP29|9411	1369.6286	ARHGAP29|9411	5064.9351
ARHGAP30|257106	171.8864	ARHGAP30|257106	185.1697
ARHGAP31|57514	311.7261	ARHGAP31|57514	773.3557
ARHGAP32|9743	4147.4873	ARHGAP32|9743	1414.7465
ARHGAP33|115703	111.4348	ARHGAP33|115703	57.8132
lowly_expressed	lowly_expressed	ARHGAP36|158763	26.8119
ARHGAP39|80728	502.5492	ARHGAP39|80728	84.2061
ARHGAP42|143872	20.0291	ARHGAP42|143872	171.3448
ARHGAP4|393	101.2382	ARHGAP4|393	65.354
ARHGAP5|394	2344.1369	ARHGAP5|394	4100.9636
ARHGAP6|395	38.6016	ARHGAP6|395	186.4265
ARHGAP8|23779	380.7684	ARHGAP8|23779	195.8023
ARHGAP9|64333	52.4399	ARHGAP9|64333	73.7327
ARHGDIA|396	5805.5353	ARHGDIA|396	1632.5932
ARHGDIB|397	8070.284000000001	ARHGDIB|397	9023.4604
ARHGEF10L|55160	1211.5805	ARHGEF10L|55160	269.3758
ARHGEF10|9639	193.3722	ARHGEF10|9639	909.0909
ARHGEF11|9826	1142.0248	ARHGEF11|9826	519.8995
ARHGEF12|23365	7603.7873	ARHGEF12|23365	6589.4428
ARHGEF15|22899	156.9556	ARHGEF15|22899	395.0566
ARHGEF16|27237	271.6679	ARHGEF16|27237	40.2178
ARHGEF17|9828	839.4028	ARHGEF17|9828	676.1625
ARHGEF18|23370	564.8216	ARHGEF18|23370	237.9556
ARHGEF19|128272	586.3074	ARHGEF19|128272	136.5731
ARHGEF1|9138	626.7298	ARHGEF1|9138	229.9958
ARHGEF2|9181	819.3736	ARHGEF2|9181	661.0809
lowly_expressed	lowly_expressed	ARHGEF33|100271715	8.3787
ARHGEF35|445328	554.6249	ARHGEF35|445328	542.9409
ARHGEF37|389337	1510.1966	ARHGEF37|389337	821.5333
ARHGEF38|54848	17.48	ARHGEF38|54848	32.2581
ARHGEF3|50650	1074.654	ARHGEF3|50650	808.1274
ARHGEF4|50649	9.8325	ARHGEF4|50649	71.2191
ARHGEF5|7984	580.8449	ARHGEF5|7984	420.1927
ARHGEF6|9459	2475.2367	ARHGEF6|9459	1893.1713
ARHGEF7|8874	1304.4428	ARHGEF7|8874	1360.2849
ARHGEF9|23229	512.3816	ARHGEF9|23229	670.2974
ARID1A|8289	2026.22	ARID1A|8289	2119.8157
ARID1B|57492	1905.681	ARID1B|57492	1780.0587
ARID2|196528	1121.2673	ARID2|196528	1183.9129
ARID3A|1820	62.6366	ARID3A|1820	17.5953
ARID3B|10620	82.3015	ARID3B|10620	58.2321
ARID4A|5926	363.8019	ARID4A|5926	851.2778
ARID4B|51742	928.8201	ARID4B|51742	1719.3129
ARID5A|10865	483.9767	ARID5A|10865	1036.4474
ARID5B|84159	1410.4151	ARID5B|84159	5227.9011
ARIH1|25820	1771.6679	ARIH1|25820	2521.5752
ARIH2|10425	966.7152	ARIH2|10425	877.6707
lowly_expressed	lowly_expressed	ARL10|285598	34.7717
ARL11|115761	45.1566	ARL11|115761	18.4332
ARL13B|200894	141.6606	ARL13B|200894	468.7893
ARL15|54622	154.0422	ARL15|54622	809.3842
ARL16|339231	516.0233	ARL16|339231	216.1709
ARL17A|51326	163.3358	ARL17A|51326	81.4705
lowly_expressed	lowly_expressed	ARL17B|641522	6.7784
ARL1|400	5957.7567	ARL1|400	3482.1952
ARL2BP|23568	1154.4064	ARL2BP|23568	3315.0398
ARL2|402	588.8565	ARL2|402	675.7436
ARL3|403	2066.6424	ARL3|403	637.6204
ARL4A|10124	248.3613	ARL4A|10124	4258.4835
ARL4C|10123	351.0561	ARL4C|10123	5084.6251
ARL4D|379	84.4865	ARL4D|379	163.8039
ARL5A|26225	833.2119	ARL5A|26225	1897.3607
ARL5B|221079	164.9672	ARL5B|221079	179.7235
ARL6IP1|23204	24159.8689	ARL6IP1|23204	9050.6912
ARL6IP4|51329	793.5178	ARL6IP4|51329	322.5806
ARL6IP5|10550	4432.6293	ARL6IP5|10550	10085.8819
ARL6IP6|151188	329.9345	ARL6IP6|151188	856.305
ARL6|84100	67.3707	ARL6|84100	72.4759
ARL8A|127829	1325.9286	ARL8A|127829	1078.3410000000001
ARL8B|55207	6117.9898	ARL8B|55207	4810.222
lowly_expressed	lowly_expressed	ARL9|132946	10.4734
ARMC10|83787	989.5193	ARMC10|83787	1328.806
ARMC1|55156	2233.0663	ARMC1|55156	1364.0553
ARMC2|84071	27.6766	ARMC2|84071	37.2853
ARMC3|219681	6.1908	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ARMC4|55130	5.0272
ARMC5|79798	367.0794	ARMC5|79798	97.6121
ARMC6|93436	548.7983	ARMC6|93436	130.2891
ARMC7|79637	601.2382	ARMC7|79637	116.4642
ARMC8|25852	896.5768	ARMC8|25852	1127.3565
ARMC9|80210	359.7961	ARMC9|80210	59.9078
ARMCX1|51309	481.4275	ARMCX1|51309	1745.287
ARMCX2|9823	1297.5237	ARMCX2|9823	1154.5873
ARMCX3|51566	2187.1814	ARMCX3|51566	1796.8161
ARMCX5|64860	488.3467	ARMCX5|64860	610.3896
ARMCX6|54470	232.7021	ARMCX6|54470	150.8169
ARNT2|9915	2792.0612	ARNT2|9915	139.5057
ARNTL2|56938	9.8325	ARNTL2|56938	32.2581
ARNTL|406	187.1814	ARNTL|406	119.3967
ARNT|405	1486.89	ARNT|405	1775.0314
ARPC1A|10552	2304.4101	ARPC1A|10552	2247.5911
ARPC1B|10095	1364.9272	ARPC1B|10095	390.4483
ARPC2|10109	4141.6606	ARPC2|10109	5108.9233
ARPC3|10094	4923.5251	ARPC3|10094	4248.429
ARPC4|10093	3336.0488	ARPC4|10093	1599.9749
ARPC5L|81873	927.8951	ARPC5L|81873	351.4872
ARPC5|10092	2709.0313	ARPC5|10092	6290.7415
ARPM1|84517	42.6074	ARPM1|84517	38.961
ARPP19|10776	5084.4865	ARPP19|10776	7815.6682
ARRB1|408	594.319	ARRB1|408	618.7683
ARRB2|409	395.8485	ARRB2|409	503.9799
ARRDC1|92714	1033.5033	ARRDC1|92714	253.0373
ARRDC2|27106	457.0284	ARRDC2|27106	154.1684
ARRDC3|57561	1628.9148	ARRDC3|57561	9213.2384
ARRDC4|91947	541.5149	ARRDC4|91947	2746.5438
ARSA|410	1593.5907	ARSA|410	195.2241
ARSB|411	152.5856	ARSB|411	260.1592
ARSD|414	5645.6664	ARSD|414	2263.0917
ARSE|415	16.3875	ARSE|415	26.8119
ARSG|22901	893.2993	ARSG|22901	170.088
ARSH|347527	5.0983	lowly_expressed	lowly_expressed
ARSI|340075	23.3066	ARSI|340075	9.2166
ARSJ|79642	18.9366	ARSJ|79642	229.5769
ARSK|153642	46.6133	ARSK|153642	299.5392
lowly_expressed	lowly_expressed	ART3|419	6.284
lowly_expressed	lowly_expressed	ART4|420	29.7444
ART5|116969	5.8267	lowly_expressed	lowly_expressed
ARTN|9048	278.9512	ARTN|9048	6.284
ARV1|64801	813.1828	ARV1|64801	911.1856
ARVCF|421	142.0248	ARVCF|421	43.9883
AR|367	527.3125	AR|367	170.088
AS3MT|57412	197.378	AS3MT|57412	186.8454
ASAH1|427	7197.0138	ASAH1|427	8617.5115
ASAH2B|653308	12.7458	lowly_expressed	lowly_expressed
ASAH2|56624	12.3816	lowly_expressed	lowly_expressed
ASAM|79827	78.6599	ASAM|79827	276.4977
ASAP1|50807	637.2906	ASAP1|50807	1133.2216
ASAP2|8853	988.7109	ASAP2|8853	1207.3733
ASAP3|55616	762.9279	ASAP3|55616	623.3766
ASB13|79754	4109.2498	ASB13|79754	664.0134
ASB14|142686	19.3008	ASB14|142686	18.0142
ASB16|92591	15.6118	lowly_expressed	lowly_expressed
ASB1|51665	201.6387	ASB1|51665	306.3343
ASB2|51676	5.0983	ASB2|51676	22.2036
ASB3|51130	278.587	ASB3|51130	521.4914
ASB6|140459	833.7036	ASB6|140459	300.2849
ASB7|140460	646.7589	ASB7|140460	776.7072
ASB8|140461	1028.0408	ASB8|140461	866.3594
ASB9|140462	9.4683	ASB9|140462	69.1244
ASCC1|51008	630.7356	ASCC1|51008	550.0628
ASCC2|84164	1039.3299	ASCC2|84164	591.9564
ASCC3|10973	931.1726	ASCC3|10973	1232.9284
ASCL2|430	46.6133	lowly_expressed	lowly_expressed
ASF1A|25842	621.2673	ASF1A|25842	1219.1035
ASF1B|55723	337.9461	ASF1B|55723	41.8936
ASH1L|55870	1937.6438	ASH1L|55870	2236.6988
ASH2L|9070	4170.7939	ASH2L|9070	1613.3222
ASL|435	418.0626	ASL|435	97.6121
ASMTL|8623	564.0896	ASMTL|8623	151.6548
ASNA1|439	1824.4720000000002	ASNA1|439	453.7076
ASNSD1|54529	743.9913	ASNSD1|54529	1643.4855
ASNS|440	268.3904	ASNS|440	476.7491
lowly_expressed	lowly_expressed	ASPA|443	95.0984
ASPHD1|253982	112.1631	ASPHD1|253982	10.4734
ASPHD2|57168	52.4399	ASPHD2|57168	42.7315
ASPH|444	18509.7997	ASPH|444	11841.5584
ASPM|259266	110.3423	ASPM|259266	8.7977
ASPN|54829	1313.1828	ASPN|54829	547.5492
ASPRV1|151516	29.6905	ASPRV1|151516	43.6447
ASPSCR1|79058	453.3867	ASPSCR1|79058	57.3942
ASRGL1|80150	23.6708	ASRGL1|80150	119.3967
ASS1|445	638.7473	ASS1|445	1497.6959
ASTE1|28990	199.4865	ASTE1|28990	304.7842
ASTL|431705	12.3816	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ASTN1|460	17.5953
ASTN2|23245	162.7822	ASTN2|23245	67.8676
ASXL1|171023	1029.4975	ASXL1|171023	1542.1031
ASXL2|55252	444.6468	ASXL2|55252	299.9581
lowly_expressed	lowly_expressed	ASXL3|80816	28.0687
ATAD1|84896	1596.1398	ATAD1|84896	2024.2983
ATAD2B|54454	300.8012	ATAD2B|54454	346.46
ATAD2|29028	1487.6184	ATAD2|29028	435.6933
ATAD3A|55210	319.3736	ATAD3A|55210	28.0687
ATAD3B|83858	69.5557	ATAD3B|83858	20.1089
ATAD3C|219293	308.0845	ATAD3C|219293	204.4407
ATAD5|79915	88.1282	ATAD5|79915	82.5304
ATE1|11101	336.1253	ATE1|11101	115.2074
ATF1|466	562.6366	ATF1|466	728.5295
ATF2|1386	536.7808	ATF2|1386	326.77
ATF3|467	440.2768	ATF3|467	8262.2539
ATF4|468	6562.6366	ATF4|468	4732.7189
ATF5|22809	747.9971	ATF5|22809	454.9644
ATF6B|1388	2756.1763	ATF6B|1388	857.5618
ATF6|22926	1933.3576	ATF6|22926	1545.8735
ATF7IP2|80063	151.8572	ATF7IP2|80063	118.5589
ATF7IP|55729	483.6125	ATF7IP|55729	731.4621
