gene_id	TCGA-BH-A1FC-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FC-11A-32R-A13Q-07
ALKBH5|54890	2580.5693	ALKBH5|54890	2473.3373
ALKBH6|84964	103.8617	ALKBH6|84964	73.9645
ALKBH7|84266	605.811	ALKBH7|84266	440.2367
ALKBH8|91801	112.1	ALKBH8|91801	292.3077
ALK|238	17.3593	lowly_expressed	lowly_expressed
ALMS1|7840	1102.4641	ALMS1|7840	391.716
lowly_expressed	lowly_expressed	ALOX12P2|245	7.6923
ALOX15B|247	5.2961	ALOX15B|247	1778.1065
ALOX15|246	115.3365	ALOX15|246	23.0769
ALOX5AP|241	462.523	ALOX5AP|241	351.4793
ALOX5|240	398.676	ALOX5|240	560.355
ALOXE3|59344	20.0074	lowly_expressed	lowly_expressed
ALPK1|80216	671.4233	ALPK1|80216	729.5858
ALPK2|115701	54.4318	ALPK2|115701	16.567999999999998
ALPK3|57538	57.9625	ALPK3|57538	189.9408
ALPL|249	152.9974	ALPL|249	2220.7101
ALPPL2|251	7.9441	lowly_expressed	lowly_expressed
ALS2CL|259173	57.9625	ALS2CL|259173	386.3905
lowly_expressed	lowly_expressed	ALS2CR11|151254	8.8757
ALS2CR4|65062	694.3729	ALS2CR4|65062	888.1657
ALS2CR8|79800	93.85799999999999	ALS2CR8|79800	156.213
ALS2|57679	453.1078	ALS2|57679	544.9704
ALX1|8092	72.968	lowly_expressed	lowly_expressed
ALX3|257	64.1412	ALX3|257	18.3432
lowly_expressed	lowly_expressed	ALX4|60529	21.8935
AMACR|23600	161.8242	AMACR|23600	297.0414
AMBRA1|55626	520.1912	AMBRA1|55626	705.9172
AMD1|262	2487.9735	AMD1|262	2091.1243
AMDHD1|144193	6.473	AMDHD1|144193	24.2604
AMDHD2|51005	134.7731	AMDHD2|51005	165.8462
AMFR|267	1632.9533	AMFR|267	3886.3905
AMH|268	22.6554	AMH|268	7.1006
AMICA1|120425	203.0158	AMICA1|120425	205.9172
AMIGO1|57463	80.3236	AMIGO1|57463	151.4793
AMIGO2|347902	186.5392	AMIGO2|347902	2492.3077
AMIGO3|386724	70.0257	AMIGO3|386724	75.1479
AMMECR1L|83607	911.8058	AMMECR1L|83607	810.6509
AMMECR1|9949	366.8996	AMMECR1|9949	217.1598
AMN1|196394	81.2063	AMN1|196394	247.3373
AMOTL1|154810	885.3255	AMOTL1|154810	1803.5503
AMOTL2|51421	1935.7117	AMOTL2|51421	3966.2722
AMOT|154796	1076.8665	AMOT|154796	746.1538
AMPD1|270	60.0221	AMPD1|270	13.6095
AMPD2|271	689.0769	AMPD2|271	494.0828
AMPD3|272	132.9901	AMPD3|272	164.497
AMPH|273	27.6572	AMPH|273	46.7456
AMTN|401138	48.253	lowly_expressed	lowly_expressed
AMT|275	59.6102	AMT|275	205.8462
AMY1A|276	7.0614	AMY1A|276	13.0178
AMY2B|280	51.2188	AMY2B|280	293.7278
AMZ1|155185	8.5325	lowly_expressed	lowly_expressed
AMZ2P1|201283	120.3384	AMZ2P1|201283	230.1775
AMZ2|51321	1416.6973	AMZ2|51321	1128.4024
ANAPC10|10393	204.4869	ANAPC10|10393	146.7456
ANAPC11|51529	1783.0085	ANAPC11|51529	781.0651
ANAPC13|25847	854.1464	ANAPC13|25847	1487.0769
ANAPC16|119504	1374.6229999999998	ANAPC16|119504	2759.1716
ANAPC1|64682	840.6032	ANAPC1|64682	568.6391
ANAPC2|29882	965.3549	ANAPC2|29882	555.6213
ANAPC4|29945	604.3398	ANAPC4|29945	564.497
ANAPC5|51433	2603.0158	ANAPC5|51433	1788.1657
ANAPC7|51434	1760.3531	ANAPC7|51434	862.1302
ANGEL1|23357	389.555	ANGEL1|23357	579.8817
ANGEL2|90806	355.719	ANGEL2|90806	717.7515
ANGPT1|284	33.5417	ANGPT1|284	556.8047
ANGPT2|285	79.441	ANGPT2|285	633.1361
lowly_expressed	lowly_expressed	ANGPT4|51378	19.5266
ANGPTL1|9068	9.7095	ANGPTL1|9068	668.0473
ANGPTL2|23452	518.7201	ANGPTL2|23452	3638.4615
ANGPTL4|51129	38.5436	ANGPTL4|51129	1544.3787
lowly_expressed	lowly_expressed	ANGPTL5|253935	14.2012
ANGPTL6|83854	6.5642	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANGPTL7|10218	172.7811
ANG|283	114.5862	ANG|283	352.1124
ANK1|286	25.3034	ANK1|286	49.1124
ANK2|287	35.8955	ANK2|287	1425.4438
ANK3|288	584.0382	ANK3|288	884.0237
ANKAR|150709	23.8323	ANKAR|150709	44.3787
ANKDD1A|348094	48.5473	ANKDD1A|348094	336.6864
ANKFY1|51479	1518.7937	ANKFY1|51479	2100.0
ANKHD1-EIF4EBP3|404734	335.6705	ANKHD1-EIF4EBP3|404734	1024.9408
ANKHD1|54882	2043.9573	ANKHD1|54882	1650.1775
ANKH|56172	1148.3634	ANKH|56172	1636.6864
ANKIB1|54467	1892.4605	ANKIB1|54467	1239.0533
lowly_expressed	lowly_expressed	ANKK1|255239	16.567999999999998
ANKLE1|126549	157.4108	ANKLE1|126549	5.3254
ANKLE2|23141	2500.6252	ANKLE2|23141	1504.7337
ANKMY1|51281	156.5281	ANKMY1|51281	210.6509
ANKMY2|57037	173.0048	ANKMY2|57037	548.5207
ANKRA2|57763	152.1147	ANKRA2|57763	262.1302
ANKRD10|55608	923.5160000000001	ANKRD10|55608	1479.2899
ANKRD11|29123	1451.7749	ANKRD11|29123	1733.9763
ANKRD12|23253	2201.6918	ANKRD12|23253	1440.2367
ANKRD13A|88455	1221.3314	ANKRD13A|88455	1365.6805
ANKRD13B|124930	747.6278	ANKRD13B|124930	73.9645
ANKRD13C|81573	475.7631	ANKRD13C|81573	649.7041
ANKRD13D|338692	822.0669	ANKRD13D|338692	374.5562
ANKRD16|54522	395.1011	ANKRD16|54522	149.1124
ANKRD17|26057	2734.2405	ANKRD17|26057	2030.7692
ANKRD19|138649	26.1861	ANKRD19|138649	24.8521
ANKRD1|27063	301.2872	ANKRD1|27063	6.5089
ANKRD20A3|441425	187.1276	ANKRD20A3|441425	15.9763
ANKRD20B|729171	46.7819	lowly_expressed	lowly_expressed
ANKRD22|118932	179.77200000000002	ANKRD22|118932	97.0414
ANKRD23|200539	30.8937	ANKRD23|200539	19.5266
lowly_expressed	lowly_expressed	ANKRD24|170961	18.9349
ANKRD26|22852	390.7319	ANKRD26|22852	215.9763
ANKRD27|84079	4308.3487	ANKRD27|84079	692.3077
ANKRD28|23243	2309.0842	ANKRD28|23243	1590.5325
ANKRD29|147463	77.6756	ANKRD29|147463	373.3728
lowly_expressed	lowly_expressed	ANKRD30A|91074	579.8817
lowly_expressed	lowly_expressed	ANKRD30B|374860	124.8521
ANKRD32|84250	196.2486	ANKRD32|84250	146.7456
ANKRD34A|284615	6.1787	ANKRD34A|284615	17.1598
ANKRD35|148741	11.1806	ANKRD35|148741	97.0414
ANKRD36BP1|84832	211.2541	ANKRD36BP1|84832	99.4083
ANKRD36B|57730	59.1394	ANKRD36B|57730	22.4852
ANKRD36|375248	283.3395	ANKRD36|375248	220.1183
ANKRD37|353322	80.3619	ANKRD37|353322	106.8402
ANKRD39|51239	200.662	ANKRD39|51239	99.4083
ANKRD40|91369	1654.1376	ANKRD40|91369	2492.8994
ANKRD42|338699	60.0221	ANKRD42|338699	292.8994
ANKRD43|134548	8.2383	ANKRD43|134548	205.9172
ANKRD44|91526	83.8544	ANKRD44|91526	58.5799
ANKRD45|339416	45.8992	ANKRD45|339416	13.6095
ANKRD46|157567	702.0552	ANKRD46|157567	568.6391
ANKRD49|54851	323.6484	ANKRD49|54851	293.4911
ANKRD50|57182	1283.7072	ANKRD50|57182	925.4438
ANKRD52|283373	1580.5811	ANKRD52|283373	908.284
lowly_expressed	lowly_expressed	ANKRD53|79998	52.6627
ANKRD54|129138	371.9014	ANKRD54|129138	387.574
ANKRD56|345079	16.1824	ANKRD56|345079	53.2544
ANKRD57|65124	827.6572	ANKRD57|65124	779.8817
ANKRD58|347454	51.4895	ANKRD58|347454	10.0592
ANKRD5|63926	132.4016	ANKRD5|63926	175.7396
ANKRD6|22881	121.1122	ANKRD6|22881	245.3136
ANKRD9|122416	79.7352	ANKRD9|122416	47.3373
ANKS1A|23294	1646.7819	ANKS1A|23294	1144.3787
ANKS1B|56899	113.5712	ANKS1B|56899	56.213
ANKS3|124401	146.5245	ANKS3|124401	208.28400000000002
ANKS6|203286	1063.9206	ANKS6|203286	267.4556
ANKZF1|55139	861.199	ANKZF1|55139	499.4083
ANLN|54443	5595.2924	ANLN|54443	31.9527
ANO10|55129	900.0368	ANO10|55129	982.8402
ANO1|55107	452.5193	ANO1|55107	3395.8579999999997
ANO2|57101	168.0029	ANO2|57101	111.2426
lowly_expressed	lowly_expressed	ANO3|63982	56.213
lowly_expressed	lowly_expressed	ANO4|121601	8.8757
ANO5|203859	36.7782	ANO5|203859	76.3314
ANO6|196527	2143.7293	ANO6|196527	3953.8462
ANO7|50636	19.7131	ANO7|50636	7.6923
ANO8|57719	456.05	ANO8|57719	189.3491
ANO9|338440	95.6234	ANO9|338440	115.3846
ANP32A|8125	1744.7591	ANP32A|8125	2083.4320000000002
ANP32B|10541	7960.2795	ANP32B|10541	1863.9053
ANP32E|81611	7664.2883	ANP32E|81611	1029.5858
ANPEP|290	341.0077	ANPEP|290	2885.2071
ANTXR1|84168	2423.2438	ANTXR1|84168	3443.7870000000003
ANTXR2|118429	441.63300000000004	ANTXR2|118429	1742.0118
ANUBL1|93550	106.5097	ANUBL1|93550	206.5089
ANXA11|311	2061.3461	ANXA11|311	4049.1124
ANXA1|301	2944.612	ANXA1|301	10441.4201
ANXA2P1|303	95.3292	ANXA2P1|303	68.6391
ANXA2P2|304	5423.1703	ANXA2P2|304	4892.8994
lowly_expressed	lowly_expressed	ANXA2P3|305	6.5089
ANXA2|302	16590.5112	ANXA2|302	15232.5444
ANXA3|306	2965.7962	ANXA3|306	1723.6686
ANXA4|307	2104.8915	ANXA4|307	1657.3964
ANXA5|308	7184.1118	ANXA5|308	11686.3905
ANXA6|309	3946.1567	ANXA6|309	6498.2249
ANXA7|310	3064.0677	ANXA7|310	3539.0533
ANXA8L2|244	5.0018	ANXA8L2|244	86.9822
ANXA8|653145	28.5399	ANXA8|653145	366.2722
ANXA9|8416	42.6627	ANXA9|8416	160.9467
AOAH|313	199.1909	AOAH|313	126.6272
lowly_expressed	lowly_expressed	AOC2|314	124.2604
AOC3|8639	91.5042	AOC3|8639	7926.6272
AOX1|316	16.4766	AOX1|316	1264.497
AP1AR|55435	997.1313	AP1AR|55435	526.0355
AP1B1|162	1740.6399	AP1B1|162	2375.7396
AP1G1|164	1260.7576	AP1G1|164	2576.9231
AP1G2|8906	703.9853	AP1G2|8906	1182.1479
AP1M1|8907	979.4777	AP1M1|8907	1091.1243
AP1M2|10053	4907.3924	AP1M2|10053	1002.9586
AP1S1|1174	1401.1033	AP1S1|1174	502.9586
AP1S2|8905	323.9426	AP1S2|8905	632.5444
AP1S3|130340	71.4969	AP1S3|130340	192.3077
AP2A1|160	1350.9702	AP2A1|160	1565.7278
AP2A2|161	1293.7109	AP2A2|161	1600.0
AP2B1|163	6144.0235	AP2B1|163	6033.7278
AP2M1|1173	4393.3799	AP2M1|1173	5315.3846
AP2S1|1175	1083.9279	AP2S1|1175	1106.5089
AP3B1|8546	915.6307	AP3B1|8546	1260.9467
AP3B2|8120	13.8286	AP3B2|8120	55.0296
AP3D1|8943	2487.9735	AP3D1|8943	2175.7396
AP3M1|26985	1139.5366	AP3M1|26985	1343.787
AP3M2|10947	965.3549	AP3M2|10947	510.0592
AP3S1|1176	1013.6079	AP3S1|1176	1166.8639
AP3S2|10239	975.2291	AP3S2|10239	1878.5621
AP4B1|10717	281.7448	AP4B1|10717	376.4379
AP4E1|23431	197.7197	AP4E1|23431	334.3195
AP4M1|9179	511.3174	AP4M1|9179	300.5148
AP4S1|11154	43.5454	AP4S1|11154	93.4911
APAF1|317	511.0702	lowly_expressed	lowly_expressed
APBA1|320	83.2659	APBA1|320	195.858
APBA2|321	566.6789	APBA2|321	34.9112
APBA3|9546	211.8426	APBA3|9546	162.1302
APBB1IP|54518	365.1342	APBB1IP|54518	629.5858
APBB1|322	221.2578	APBB1|322	712.426
APBB2|323	1374.9172	APBB2|323	2542.6036
APBB3|10307	100.0368	APBB3|10307	288.1657
APCDD1L|164284	7.0614	APCDD1L|164284	43.1953
APCDD1|147495	562.2655	APCDD1|147495	1111.8343
APC|324	682.8981	APC|324	795.8580000000001
APEH|327	1806.5465	APEH|327	1527.2189
APEX1|328	2893.7109	APEX1|328	2460.9467
APEX2|27301	949.1725	APEX2|27301	545.5621
APH1A|51107	11375.947	APH1A|51107	4118.3432
APH1B|83464	111.5116	APH1B|83464	779.2899
API5|8539	1958.3670000000002	API5|8539	2569.2308
APIP|51074	222.8466	APIP|51074	281.9349
APITD1|378708	202.1567	APITD1|378708	123.6686
APLF|200558	151.2321	APLF|200558	95.2663
APLNR|187	385.73	APLNR|187	2001.1834
APLN|8862	52.9606	APLN|8862	149.1124
APLP1|333	92.9754	APLP1|333	25.4438
APLP2|334	5996.6164	APLP2|334	14869.2308
APOA1BP|128240	3553.6594	APOA1BP|128240	1136.0947
APOB48R|55911	79.7352	APOB48R|55911	108.8757
APOBEC3A|200315	59.7278	APOBEC3A|200315	42.0118
APOBEC3B|9582	1160.7209	APOBEC3B|9582	46.1538
APOBEC3C|27350	421.6256	APOBEC3C|27350	427.8107
APOBEC3D|140564	199.1909	APOBEC3D|140564	131.3609
APOBEC3F|200316	214.7848	APOBEC3F|200316	191.71599999999998
APOBEC3G|60489	497.5359	APOBEC3G|60489	340.2367
APOBEC3H|164668	14.1228	lowly_expressed	lowly_expressed
APOB|338	5.8845	APOB|338	34.3195
APOC1|341	1626.4803	APOC1|341	288.7574
APOC2|344	86.2082	APOC2|344	24.8521
APOD|347	27.0688	APOD|347	27734.9112
APOE|348	4398.9702	APOE|348	1641.4201
lowly_expressed	lowly_expressed	APOF|319	5.9172
APOL1|8542	1401.986	APOL1|8542	3096.4497
APOL2|23780	555.7926	APOL2|23780	1040.8284
APOL3|80833	571.975	APOL3|80833	1768.0473
APOL4|80832	164.178	APOL4|80832	791.716
APOL6|80830	3765.2078	APOL6|80830	4830.7692
APOLD1|81575	214.1905	APOLD1|81575	1452.6627
APOM|55937	20.89	APOM|55937	58.5799
APOOL|139322	162.1184	APOOL|139322	175.1479
APOO|79135	244.7959	APOO|79135	214.2012
APPBP2|10513	1022.1405	APPBP2|10513	1208.2839999999999
APPL1|26060	2361.1622	APPL1|26060	1607.6923
APPL2|55198	911.5116	APPL2|55198	1349.1124
APP|351	23812.8724	APP|351	23719.5266
APRT|353	1028.9077	APRT|353	1096.4497
APTX|54840	718.4994	APTX|54840	477.5148
AQP11|282679	10.8864	AQP11|282679	48.5207
AQP1|358	692.0191	AQP1|358	14190.5266
AQP3|360	167.4145	AQP3|360	518.3432
AQP4|361	6.7672	AQP4|361	31.9527
lowly_expressed	lowly_expressed	AQP5|362	507.1006
lowly_expressed	lowly_expressed	AQP7P1|375719	140.2367
lowly_expressed	lowly_expressed	AQP7P3|441432	31.3609
lowly_expressed	lowly_expressed	AQP7|364	1033.1361
AQP9|366	164.7665	AQP9|366	24.2604
lowly_expressed	lowly_expressed	AQPEP|206338	175.4201
AQR|9716	659.9485	AQR|9716	942.6036
ARAF|369	1794.4833	ARAF|369	1286.9822
ARAP1|116985	1315.7631	ARAP1|116985	1641.4083
ARAP2|116984	514.0125	ARAP2|116984	398.2249
ARAP3|64411	177.1239	ARAP3|64411	901.1834
ARCN1|372	2876.3516	ARCN1|372	3877.5148
lowly_expressed	lowly_expressed	ARC|23237	63.9053
AREG|374	27.363000000000003	AREG|374	78.6982
ARF1|375	5737.1092	ARF1|375	8027.8107
ARF3|377	4079.441	ARF3|377	4421.3018
ARF4|378	3604.8547	ARF4|378	4680.4734
ARF5|381	2933.9463	ARF5|381	2294.6036
ARF6|382	3869.3637	ARF6|382	3369.8225
ARFGAP1|55738	822.6554	ARFGAP1|55738	797.6331
ARFGAP2|84364	1246.3406	ARFGAP2|84364	1712.4260000000002
ARFGAP3|26286	1091.2836	ARFGAP3|26286	1426.0355
ARFGEF1|10565	4121.3476	ARFGEF1|10565	1640.8284
ARFGEF2|10564	1246.9289999999999	ARFGEF2|10564	1868.6391
ARFIP1|27236	1129.5329	ARFIP1|27236	1166.8639
ARFIP2|23647	439.8676	ARFIP2|23647	1778.1065
ARFRP1|10139	225.377	ARFRP1|10139	400.0
ARG2|384	126.1552	ARG2|384	183.3254
ARGLU1|55082	964.4722	ARGLU1|55082	2328.4024
ARHGAP10|79658	208.0177	ARHGAP10|79658	519.5266
ARHGAP11A|9824	1358.4406	ARHGAP11A|9824	58.5799
ARHGAP11B|89839	87.0908	lowly_expressed	lowly_expressed
ARHGAP12|94134	767.3409	ARHGAP12|94134	923.6686
ARHGAP15|55843	146.5245	ARHGAP15|55843	129.5858
ARHGAP17|55114	1026.2597	ARHGAP17|55114	1634.9112
ARHGAP18|93663	395.1453	ARHGAP18|93663	680.4734
ARHGAP19|84986	461.9345	ARHGAP19|84986	457.9882
ARHGAP1|392	1376.9768	ARHGAP1|392	3622.4852
ARHGAP20|57569	13.8286	ARHGAP20|57569	327.8107
ARHGAP21|57584	4415.7411	ARHGAP21|57584	2010.0592
ARHGAP22|58504	438.1022	ARHGAP22|58504	37.8698
ARHGAP23|57636	287.4586	ARHGAP23|57636	1469.2308
ARHGAP24|83478	67.3777	ARHGAP24|83478	433.7278
ARHGAP25|9938	464.2883	ARHGAP25|9938	485.2071
ARHGAP26|23092	357.4844	ARHGAP26|23092	866.2722
ARHGAP27|201176	1138.9334	ARHGAP27|201176	628.9941
ARHGAP28|79822	191.8352	ARHGAP28|79822	254.4379
ARHGAP29|9411	1030.9673	ARHGAP29|9411	3921.8935
ARHGAP30|257106	768.2236	ARHGAP30|257106	592.8994
ARHGAP31|57514	361.3093	ARHGAP31|57514	1591.7160000000001
ARHGAP32|9743	639.9412	ARHGAP32|9743	1054.4379
ARHGAP33|115703	969.4741	ARHGAP33|115703	124.8521
lowly_expressed	lowly_expressed	ARHGAP36|158763	165.0888
ARHGAP39|80728	1087.7529	ARHGAP39|80728	202.3669
ARHGAP42|143872	53.2549	ARHGAP42|143872	151.4793
ARHGAP4|393	826.7745	ARHGAP4|393	469.8225
ARHGAP5|394	1346.3773	ARHGAP5|394	2307.6923
ARHGAP6|395	28.2457	ARHGAP6|395	192.8994
ARHGAP8|23779	164.7665	ARHGAP8|23779	414.1361
ARHGAP9|64333	295.1085	ARHGAP9|64333	182.2485
ARHGDIA|396	6941.3755	ARHGDIA|396	4618.9349
ARHGDIB|397	2945.2004	ARHGDIB|397	5385.2071
lowly_expressed	lowly_expressed	ARHGDIG|398	20.1183
ARHGEF10L|55160	815.0055	ARHGEF10L|55160	747.3373
ARHGEF10|9639	349.246	ARHGEF10|9639	967.4556
ARHGEF11|9826	2731.8867	ARHGEF11|9826	1081.6568
ARHGEF12|23365	1473.1887	ARHGEF12|23365	4949.7041
ARHGEF15|22899	99.7426	ARHGEF15|22899	1949.7041
ARHGEF16|27237	823.8323	ARHGEF16|27237	188.1657
ARHGEF17|9828	905.3328	ARHGEF17|9828	1624.8521
ARHGEF18|23370	850.0184	ARHGEF18|23370	647.3373
ARHGEF19|128272	1200.4413	ARHGEF19|128272	216.56799999999998
ARHGEF1|9138	1632.6591	ARHGEF1|9138	1199.4083
ARHGEF2|9181	5382.5671	ARHGEF2|9181	1704.142
ARHGEF33|100271715	10.2979	ARHGEF33|100271715	8.8757
ARHGEF35|445328	339.2424	ARHGEF35|445328	262.1302
ARHGEF37|389337	261.861	ARHGEF37|389337	1184.0237
lowly_expressed	lowly_expressed	ARHGEF38|54848	40.8284
ARHGEF3|50650	1445.8257	ARHGEF3|50650	1067.4556
ARHGEF4|50649	268.0397	ARHGEF4|50649	155.0296
ARHGEF5|7984	661.7139	ARHGEF5|7984	437.2781
ARHGEF6|9459	1333.4314	ARHGEF6|9459	2437.2781
ARHGEF7|8874	850.9011	ARHGEF7|8874	1794.6746
ARHGEF9|23229	879.7352	ARHGEF9|23229	582.2485
ARID1A|8289	5407.5763	ARID1A|8289	2342.0118
ARID1B|57492	1466.4215	ARID1B|57492	1586.3905
ARID2|196528	553.1445	ARID2|196528	662.1302
ARID3A|1820	70.32	ARID3A|1820	52.6627
ARID3B|10620	110.0405	ARID3B|10620	112.426
ARID4A|5926	436.6311	ARID4A|5926	636.6864
ARID4B|51742	645.8786	ARID4B|51742	1179.2367
ARID5A|10865	293.9316	ARID5A|10865	1195.858
ARID5B|84159	749.3932	ARID5B|84159	3305.3254
ARIH1|25820	1412.2839	ARIH1|25820	1888.1657
ARIH2|10425	2254.0493	ARIH2|10425	1617.6923
ARL10|285598	34.7186	ARL10|285598	13.0178
ARL11|115761	38.8378	ARL11|115761	35.503
ARL13B|200894	253.3284	ARL13B|200894	408.284
ARL15|54622	105.0386	ARL15|54622	638.4615
ARL16|339231	482.5303	ARL16|339231	243.787
ARL17A|51326	55.7146	ARL17A|51326	30.6568
ARL1|400	1784.4796	ARL1|400	2314.7929
ARL2BP|23568	1019.7867	ARL2BP|23568	1928.4024
ARL2|402	1231.6293	ARL2|402	1223.6686
ARL3|403	481.3534	ARL3|403	564.497
ARL4A|10124	333.3579	ARL4A|10124	924.2604
ARL4C|10123	2440.8974	ARL4C|10123	1422.4852
ARL4D|379	16.1824	ARL4D|379	179.8817
ARL5A|26225	857.6683	ARL5A|26225	837.2781
ARL5B|221079	529.9007	ARL5B|221079	131.9527
ARL6IP1|23204	15341.5226	ARL6IP1|23204	4206.5089
ARL6IP4|51329	1516.7341	ARL6IP4|51329	871.0059
ARL6IP5|10550	2449.1357	ARL6IP5|10550	5246.1538
ARL6IP6|151188	700.8459	ARL6IP6|151188	294.6746
ARL6|84100	70.9084	ARL6|84100	67.4556
ARL8A|127829	1552.3354	ARL8A|127829	1114.2012
ARL8B|55207	1911.5851	ARL8B|55207	2379.8817
ARL9|132946	176.8297	lowly_expressed	lowly_expressed
ARMC10|83787	884.6723	ARMC10|83787	655.2426
ARMC1|55156	2200.2207	ARMC1|55156	600.5917
ARMC2|84071	37.6609	ARMC2|84071	56.213
ARMC3|219681	27.9515	ARMC3|219681	5.3254
ARMC4|55130	27.0688	lowly_expressed	lowly_expressed
ARMC5|79798	138.5804	ARMC5|79798	228.9941
ARMC6|93436	1278.6760000000002	ARMC6|93436	434.9112
ARMC7|79637	287.7529	ARMC7|79637	307.6923
ARMC8|25852	757.043	ARMC8|25852	718.3432
ARMC9|80210	72.0853	ARMC9|80210	139.645
ARMCX1|51309	715.263	ARMCX1|51309	673.3728
ARMCX2|9823	880.3236	ARMCX2|9823	665.0888
ARMCX3|51566	1162.4862	ARMCX3|51566	1895.858
ARMCX5|64860	298.9334	ARMCX5|64860	385.2071
ARMCX6|54470	280.103	ARMCX6|54470	187.574
ARNT2|9915	1316.3663	ARNT2|9915	266.2722
ARNTL2|56938	146.2302	ARNTL2|56938	70.4142
ARNTL|406	150.3494	ARNTL|406	230.1775
ARNT|405	2715.7043	ARNT|405	1741.4201
ARPC1A|10552	2897.6447	ARPC1A|10552	2256.2129999999997
ARPC1B|10095	1935.3086	ARPC1B|10095	2040.2367
ARPC2|10109	4407.5028	ARPC2|10109	4511.2426
ARPC3|10094	2862.8172	ARPC3|10094	2739.0533
ARPC4|10093	2922.1449	ARPC4|10093	2964.1361
ARPC5L|81873	1966.6054	ARPC5L|81873	663.9053
ARPC5|10092	6135.491	ARPC5|10092	3580.4734
ARPM1|84517	27.6572	ARPM1|84517	68.0473
ARPP19|10776	2299.0805	ARPP19|10776	4187.5740000000005
ARRB1|408	195.0717	ARRB1|408	875.1479
ARRB2|409	1156.3075	ARRB2|409	688.1657
ARRDC1|92714	968.2972	ARRDC1|92714	761.5385
ARRDC2|27106	635.2335	ARRDC2|27106	645.5621
ARRDC3|57561	834.1302	ARRDC3|57561	3842.6036
ARRDC4|91947	150.3494	ARRDC4|91947	952.6627
ARSA|410	654.064	ARSA|410	752.6627
ARSB|411	315.1159	ARSB|411	254.4379
ARSD|414	1004.4869	ARSD|414	2681.6568
ARSE|415	26.4803	ARSE|415	16.567999999999998
ARSG|22901	33.836	ARSG|22901	268.6391
lowly_expressed	lowly_expressed	ARSH|347527	6.5089
ARSI|340075	60.3163	ARSI|340075	31.9527
ARSJ|79642	27.6572	ARSJ|79642	185.7988
ARSK|153642	155.05700000000002	ARSK|153642	140.8284
ART3|419	3671.9382	ART3|419	14.7929
lowly_expressed	lowly_expressed	ART4|420	21.8935
lowly_expressed	lowly_expressed	ART5|116969	14.7929
ARTN|9048	22.6554	ARTN|9048	10.6509
ARV1|64801	88.8562	ARV1|64801	384.0237
ARVCF|421	209.783	ARVCF|421	298.2249
lowly_expressed	lowly_expressed	ARX|170302	24.8521
AR|367	46.4877	AR|367	384.0237
AS3MT|57412	168.8856	AS3MT|57412	268.6036
ASAH1|427	2114.3067	ASAH1|427	10860.355
ASAH2B|653308	14.4171	ASAH2B|653308	14.7929
ASAM|79827	167.1203	ASAM|79827	779.2899
ASAP1|50807	2782.4936	ASAP1|50807	1320.7101
ASAP2|8853	1632.9533	ASAP2|8853	834.9112
ASAP3|55616	1752.4089999999999	ASAP3|55616	901.1834
ASB13|79754	805.5903	ASB13|79754	651.4793
ASB14|142686	5.0018	ASB14|142686	5.3254
ASB1|51665	272.6326	ASB1|51665	520.4675
ASB2|51676	54.1376	ASB2|51676	61.5385
ASB3|51130	300.1103	ASB3|51130	271.5976
ASB6|140459	1125.9198	ASB6|140459	762.9941
ASB7|140460	329.2387	ASB7|140460	451.4793
ASB8|140461	559.6175	ASB8|140461	911.8343
ASB9|140462	32.9533	ASB9|140462	59.1716
ASCC1|51008	555.2041	ASCC1|51008	446.1538
ASCC2|84164	692.3134	ASCC2|84164	1076.3314
ASCC3|10973	1093.9316	ASCC3|10973	760.9467
ASCL2|430	13.5344	ASCL2|430	34.9112
ASF1A|25842	520.1912	ASF1A|25842	515.3846
ASF1B|55723	1389.3343	ASF1B|55723	46.1538
lowly_expressed	lowly_expressed	ASGR1|432	7.6923
lowly_expressed	lowly_expressed	ASGR2|433	10.0592
ASH1L|55870	2983.0232	ASH1L|55870	2009.9704
ASH2L|9070	1789.4814	ASH2L|9070	1077.5148
lowly_expressed	lowly_expressed	ASIP|434	5.3254
ASL|435	542.2582	ASL|435	475.7396
ASMTL|8623	315.0923	ASMTL|8623	595.8580000000001
ASNA1|439	2367.0467	ASNA1|439	1005.3254
ASNSD1|54529	776.4619	ASNSD1|54529	1014.7929
ASNS|440	2351.4527	ASNS|440	386.9822
lowly_expressed	lowly_expressed	ASPA|443	88.1657
ASPHD1|253982	55.9029	ASPHD1|253982	16.567999999999998
ASPHD2|57168	94.1523	ASPHD2|57168	74.5562
ASPH|444	6222.0022	ASPH|444	9490.9586
ASPM|259266	998.3082	ASPM|259266	14.2012
ASPN|54829	1002.7216	ASPN|54829	466.8639
ASPRV1|151516	39.0026	ASPRV1|151516	99.1124
ASPSCR1|79058	672.0118	ASPSCR1|79058	262.7219
ASRGL1|80150	236.8518	ASRGL1|80150	588.1657
ASS1|445	4808.2383	ASS1|445	3583.4320000000002
ASTE1|28990	164.79	ASTE1|28990	239.6627
lowly_expressed	lowly_expressed	ASTN1|460	23.6686
ASTN2|23245	66.2008	ASTN2|23245	147.929
ASXL1|171023	1956.0132	ASXL1|171023	1789.9408
ASXL2|55252	805.2961	ASXL2|55252	501.1834
lowly_expressed	lowly_expressed	ASXL3|80816	15.9763
ATAD1|84896	1200.4413	ATAD1|84896	1090.5325
