gene_id	TCGA-E2-A15I-01A-21R-A137-07	gene_id	TCGA-E2-A15I-11A-32R-A137-07
ALMS1|7840	1204.9246	ALMS1|7840	986.8263
ALOX15B|247	27.2	ALOX15B|247	47.9042
ALOX5AP|241	391.7506	ALOX5AP|241	185.7618
ALOX5|240	375.5013	ALOX5|240	97.9375
ALPK1|80216	907.8441	ALPK1|80216	601.996
ALPK2|115701	18.3688	ALPK2|115701	15.4358
ALPK3|57538	126.8156	ALPK3|57538	2978.5762
ALPL|249	81.9532	ALPL|249	349.1683
ALS2CL|259173	196.4052	ALS2CL|259173	228.3433
ALS2CR11|151254	13.4234	ALS2CR11|151254	27.678
ALS2CR12|130540	30.7325	ALS2CR12|130540	11.1776
ALS2CR4|65062	577.5584	ALS2CR4|65062	1038.9887
ALS2CR8|79800	353.2467	ALS2CR8|79800	285.2961
ALS2|57679	671.5219999999999	ALS2|57679	668.5296
lowly_expressed	lowly_expressed	ALX1|8092	5.855
ALX3|257	27.9065	ALX3|257	11.1776
ALX4|60529	9.1844	ALX4|60529	36.1943
AMACR|23600	252.5714	AMACR|23600	205.4558
lowly_expressed	lowly_expressed	AMBP|259	7.4518
AMBRA1|55626	1394.6181	AMBRA1|55626	698.8689
AMD1|262	989.4441	AMD1|262	1490.3526
AMDHD1|144193	8.8312	AMDHD1|144193	6.3872
AMDHD2|51005	263.2783	AMDHD2|51005	120.825
AMFR|267	1552.5194	AMFR|267	2633.6659999999997
AMH|268	21.9013	lowly_expressed	lowly_expressed
AMICA1|120425	182.2753	AMICA1|120425	38.3234
AMIGO1|57463	111.9792	AMIGO1|57463	224.6174
AMIGO2|347902	605.4649	AMIGO2|347902	1086.3606
AMIGO3|386724	167.7922	AMIGO3|386724	31.9361
AMMECR1L|83607	758.7739999999999	AMMECR1L|83607	978.8423
AMMECR1|9949	334.1714	AMMECR1|9949	176.18099999999998
AMN1|196394	281.1844	AMN1|196394	195.3426
AMOTL1|154810	853.0909	AMOTL1|154810	3173.9188
AMOTL2|51421	1340.9246	AMOTL2|51421	6400.0
AMOT|154796	607.2311	AMOT|154796	903.2601
lowly_expressed	lowly_expressed	AMPD1|270	91.5502
AMPD2|271	476.5298	AMPD2|271	340.652
AMPD3|272	359.6052	AMPD3|272	88.8889
AMPH|273	228.1974	AMPH|273	389.6208
AMT|275	90.742	AMT|275	117.0991
AMY1A|276	14.8364	AMY1A|276	14.3713
lowly_expressed	lowly_expressed	AMY2A|279	6.9195
AMY2B|280	175.3517	AMY2B|280	534.2648
AMZ1|155185	7.4182	lowly_expressed	lowly_expressed
AMZ2P1|201283	217.6	AMZ2P1|201283	327.8776
AMZ2|51321	1436.6545	AMZ2|51321	2268.5296
ANAPC10|10393	110.213	ANAPC10|10393	157.5516
ANAPC11|51529	535.1688	ANAPC11|51529	564.7372
ANAPC13|25847	1325.629	ANAPC13|25847	1140.2901
ANAPC16|119504	2687.5012	ANAPC16|119504	3723.7525
ANAPC1|64682	947.7610000000001	ANAPC1|64682	961.8097
ANAPC2|29882	924.8	ANAPC2|29882	372.5882
ANAPC4|29945	616.4156	ANAPC4|29945	561.5436
ANAPC5|51433	2088.7479	ANAPC5|51433	2003.9920000000002
ANAPC7|51434	858.0363	ANAPC7|51434	597.2056
ANGEL1|23357	951.2935	ANGEL1|23357	508.3167
ANGEL2|90806	837.9013	ANGEL2|90806	763.8057
ANGPT1|284	50.8675	ANGPT1|284	1584.5642
ANGPT2|285	185.8078	ANGPT2|285	326.2808
lowly_expressed	lowly_expressed	ANGPT4|51378	18.0971
ANGPTL1|9068	67.1169	ANGPTL1|9068	736.1277
ANGPTL2|23452	560.6026	ANGPTL2|23452	7837.658
lowly_expressed	lowly_expressed	ANGPTL3|27329	6.9195
ANGPTL4|51129	219.3662	ANGPTL4|51129	1315.2362
ANGPTL5|253935	7.0649	ANGPTL5|253935	44.1783
lowly_expressed	lowly_expressed	ANGPTL7|10218	21.823
ANG|283	159.6039	ANG|283	1424.7345
ANK1|286	10.5974	ANK1|286	21.823
ANK2|287	361.0182	ANK2|287	3396.4072
ANK3|288	2395.7194	ANK3|288	609.98
ANKAR|150709	39.5636	ANKAR|150709	96.3407
ANKDD1A|348094	81.6	ANKDD1A|348094	111.2442
ANKFN1|162282	30.026	lowly_expressed	lowly_expressed
ANKFY1|51479	1605.5064	ANKFY1|51479	2110.978
ANKHD1-EIF4EBP3|404734	1460.7353	ANKHD1-EIF4EBP3|404734	922.8583
ANKHD1|54882	3389.6285	ANKHD1|54882	2746.31
ANKH|56172	1308.0727	ANKH|56172	1911.9095
ANKIB1|54467	2254.0674	ANKIB1|54467	1737.8576
ANKK1|255239	30.026	ANKK1|255239	15.4358
ANKLE1|126549	8.4779	ANKLE1|126549	5.3227
ANKLE2|23141	1390.7324	ANKLE2|23141	1760.7452
ANKMY1|51281	330.9922	ANKMY1|51281	170.326
ANKMY2|57037	889.4753	ANKMY2|57037	871.8563
ANKRA2|57763	557.0701	ANKRA2|57763	409.847
ANKRD10|55608	5515.5521	ANKRD10|55608	1193.0912
ANKRD11|29123	1528.1489	ANKRD11|29123	1923.9281
ANKRD12|23253	2671.9583	ANKRD12|23253	2067.8643
ANKRD13A|88455	1307.7194	ANKRD13A|88455	1077.312
ANKRD13B|124930	91.4909	ANKRD13B|124930	128.2768
ANKRD13C|81573	644.6753	ANKRD13C|81573	906.4538
ANKRD13D|338692	522.4519	ANKRD13D|338692	228.8756
ANKRD16|54522	239.1127	ANKRD16|54522	144.1171
ANKRD17|26057	4253.4439	ANKRD17|26057	2899.8004
ANKRD19|138649	25.787	ANKRD19|138649	28.2102
ANKRD1|27063	9.1844	lowly_expressed	lowly_expressed
ANKRD20A3|441425	6.0052	ANKRD20A3|441425	21.2908
ANKRD20B|729171	17.6623	ANKRD20B|729171	24.4844
ANKRD22|118932	125.0352	ANKRD22|118932	21.823
ANKRD23|200539	61.4649	ANKRD23|200539	28.2102
ANKRD24|170961	47.3351	ANKRD24|170961	17.5649
ANKRD26|22852	1050.9089999999999	ANKRD26|22852	364.6041
ANKRD27|84079	484.3013	lowly_expressed	lowly_expressed
ANKRD28|23243	1692.4051	ANKRD28|23243	1221.5569
ANKRD29|147463	61.4649	ANKRD29|147463	372.0559
ANKRD30A|91074	5159.8751	ANKRD30A|91074	57.485
ANKRD30B|374860	3477.3609	ANKRD30B|374860	7.984
ANKRD31|256006	7.4182	lowly_expressed	lowly_expressed
ANKRD32|84250	236.6753	ANKRD32|84250	185.7618
ANKRD34A|284615	46.2753	ANKRD34A|284615	13.839
ANKRD35|148741	36.3844	ANKRD35|148741	136.7931
ANKRD36BP1|84832	134.58700000000002	ANKRD36BP1|84832	175.1164
ANKRD36B|57730	12.3636	ANKRD36B|57730	66.0013
ANKRD36|375248	147.6571	ANKRD36|375248	200.6653
ANKRD37|353322	125.6711	ANKRD37|353322	97.9375
ANKRD39|51239	52.2805	ANKRD39|51239	74.5176
ANKRD40|91369	1370.9506	ANKRD40|91369	3759.9468
ANKRD42|338699	560.2493	ANKRD42|338699	297.5383
ANKRD43|134548	14.1299	ANKRD43|134548	102.1956
ANKRD44|91526	103.5013	ANKRD44|91526	141.5835
ANKRD45|339416	6.7117	ANKRD45|339416	10.1131
ANKRD46|157567	571.8535	ANKRD46|157567	1378.8955
ANKRD49|54851	527.3974	ANKRD49|54851	301.2641
ANKRD50|57182	2487.2103	ANKRD50|57182	988.9554
ANKRD52|283373	1506.9506	ANKRD52|283373	931.4704
ANKRD53|79998	7.7714	ANKRD53|79998	305.5223
ANKRD54|129138	216.8935	ANKRD54|129138	198.5363
ANKRD55|79722	6.0052	lowly_expressed	lowly_expressed
ANKRD56|345079	144.1247	ANKRD56|345079	14.3713
ANKRD57|65124	752.7688	ANKRD57|65124	599.3347
ANKRD58|347454	6.3584	lowly_expressed	lowly_expressed
ANKRD5|63926	749.5896	ANKRD5|63926	328.4098
ANKRD6|22881	158.5018	ANKRD6|22881	308.8756
ANKRD9|122416	119.7506	ANKRD9|122416	53.2269
ANKS1A|23294	1123.3246	ANKS1A|23294	1158.7492
ANKS1B|56899	281.8909	ANKS1B|56899	34.5975
ANKS3|124401	596.987	ANKS3|124401	91.5502
ANKS6|203286	70.2961	ANKS6|203286	338.523
ANKZF1|55139	723.0961	ANKZF1|55139	384.8303
ANLN|54443	248.6857	ANLN|54443	11.1776
ANO10|55129	739.6987	ANO10|55129	1290.7518
ANO1|55107	1776.4778	ANO1|55107	2586.2941
ANO2|57101	13.0701	ANO2|57101	88.8889
ANO3|63982	122.5766	ANO3|63982	654.1583
lowly_expressed	lowly_expressed	ANO4|121601	12.7745
ANO5|203859	6.0052	ANO5|203859	79.3081
ANO6|196527	2391.1271	ANO6|196527	21360.479
ANO7|50636	7.0649	ANO7|50636	10.1131
ANO8|57719	278.7117	ANO8|57719	248.0373
ANO9|338440	284.0104	ANO9|338440	7.4518
ANP32A|8125	2654.296	ANP32A|8125	2060.9448
ANP32B|10541	2567.7505	ANP32B|10541	3256.4205
ANP32E|81611	718.8571	ANP32E|81611	1068.7957
ANPEP|290	4052.4465	ANPEP|290	928.2768
ANTXR1|84168	4781.9011	ANTXR1|84168	3063.2069
ANTXR2|118429	991.9168	ANTXR2|118429	7491.6833
ANUBL1|93550	575.4389	ANUBL1|93550	190.5522
ANXA11|311	2067.1999	ANXA11|311	3567.2655
ANXA13|312	5.6519	lowly_expressed	lowly_expressed
ANXA1|301	1557.4649	ANXA1|301	15338.9222
ANXA2P1|303	37.0909	ANXA2P1|303	60.1464
ANXA2P2|304	2219.4492	ANXA2P2|304	4442.3154
ANXA2|302	6491.9685	ANXA2|302	12919.7605
ANXA3|306	603.3454	ANXA3|306	1114.0386
ANXA4|307	1251.9064	ANXA4|307	1132.1357
ANXA5|308	3719.6881	ANXA5|308	11428.8756
ANXA6|309	3927.0440000000003	ANXA6|309	11152.0958
ANXA7|310	3246.6907	ANXA7|310	3174.9834
ANXA8L2|244	109.1532	ANXA8L2|244	22.8876
ANXA8|653145	192.1662	ANXA8|653145	81.4371
ANXA9|8416	121.5169	ANXA9|8416	37.2588
AOAH|313	186.8675	AOAH|313	31.4039
AOC2|314	7.4182	AOC2|314	134.1317
AOC3|8639	376.561	AOC3|8639	37728.2768
AOX1|316	926.5662	AOX1|316	1215.7019
AP1AR|55435	1417.5791	AP1AR|55435	475.8483
AP1B1|162	1441.9532	AP1B1|162	1278.5096
AP1G1|164	2512.644	AP1G1|164	2200.3992
AP1G2|8906	2737.4997	AP1G2|8906	222.9887
AP1M1|8907	717.7974	AP1M1|8907	1364.7372
AP1M2|10053	1641.1843	AP1M2|10053	115.5023
AP1S1|1174	757.3610000000001	AP1S1|1174	292.7478
AP1S2|8905	333.4649	AP1S2|8905	742.515
AP1S3|130340	139.8857	AP1S3|130340	27.678
AP2A1|160	1518.3075	AP2A1|160	2191.6274
AP2A2|161	1407.6882	AP2A2|161	1613.839
AP2B1|163	6305.8075	AP2B1|163	5482.9009
AP2M1|1173	4999.8543	AP2M1|1173	4115.5023
AP2S1|1175	785.2675	AP2S1|1175	674.3846
AP3B1|8546	1236.0103	AP3B1|8546	1216.7665
AP3B2|8120	12.0104	AP3B2|8120	42.0492
AP3D1|8943	3476.3011	AP3D1|8943	1883.1670000000001
AP3M1|26985	2155.1583	AP3M1|26985	2064.6707
AP3M2|10947	757.0078	AP3M2|10947	493.9454
AP3S1|1176	893.0077	AP3S1|1176	1260.9448
AP3S2|10239	1739.2562	AP3S2|10239	2904.3779
AP4B1|10717	317.7949	AP4B1|10717	321.4744
AP4E1|23431	362.7844	AP4E1|23431	404.5243
AP4M1|9179	512.9143	AP4M1|9179	250.8423
AP4S1|11154	123.2831	AP4S1|11154	84.0985
APAF1|317	540.8208	APAF1|317	628.6094
APBA1|320	82.6597	APBA1|320	312.4418
APBA2|321	24.374000000000002	APBA2|321	22.3553
APBA3|9546	218.3065	APBA3|9546	104.85700000000001
APBB1IP|54518	327.1065	APBB1IP|54518	1409.98
APBB1|322	525.2779	APBB1|322	606.2542
APBB2|323	3403.8855	APBB2|323	4243.2468
APBB3|10307	359.6052	APBB3|10307	198.5363
APCDD1L|164284	22.961	APCDD1L|164284	164.4711
APCDD1|147495	107.0338	APCDD1|147495	3155.2894
APC|324	1087.6467	APC|324	1413.1737
APEH|327	1786.3687	APEH|327	1239.1218
APEX1|328	3484.7790000000005	APEX1|328	2096.0745
APEX2|27301	699.7818	APEX2|27301	260.2794
APH1A|51107	3942.2336	lowly_expressed	lowly_expressed
APH1B|83464	947.0545	APH1B|83464	979.9069
API5|8539	2902.2752	API5|8539	2444.7106
APIP|51074	417.4882	APIP|51074	1039.0472
APITD1|378708	260.2157	APITD1|378708	102.7279
APLF|200558	84.426	APLF|200558	120.825
APLNR|187	497.0182	APLNR|187	861.7432
APLN|8862	69.2364	APLN|8862	56.9528
APLP1|333	17.6623	APLP1|333	44.1783
APLP2|334	7626.9503	APLP2|334	12423.686000000002
APOA1BP|128240	1308.0727	APOA1BP|128240	854.8237
APOB48R|55911	833.309	APOB48R|55911	13.839
APOBEC3A|200315	6.0052	lowly_expressed	lowly_expressed
APOBEC3B|9582	26.8468	APOBEC3B|9582	8.5163
APOBEC3C|27350	181.5688	APOBEC3C|27350	264.5376
APOBEC3D|140564	127.8753	APOBEC3D|140564	77.7112
APOBEC3F|200316	170.2649	APOBEC3F|200316	124.5509
APOBEC3G|60489	257.1636	APOBEC3G|60489	146.9062
APOBEC3H|164668	12.3636	lowly_expressed	lowly_expressed
APOBEC4|403314	45.5688	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	APOB|338	1685.6953
APOC1|341	1127.5636	APOC1|341	731.3373
APOC2|344	72.0623	lowly_expressed	lowly_expressed
APOD|347	1539.8025	APOD|347	25258.8157
APOE|348	2303.8752	APOE|348	3988.2901
APOF|319	43.0961	lowly_expressed	lowly_expressed
APOL1|8542	1433.8285	APOL1|8542	1017.6979
APOL2|23780	681.0597	APOL2|23780	480.1065
APOL3|80833	721.3298	APOL3|80833	1213.0406
APOL4|80832	108.8	APOL4|80832	195.8749
APOL6|80830	1988.0726	APOL6|80830	9372.7212
APOLD1|81575	945.2883	APOLD1|81575	12242.1823
APOM|55937	51.574	APOM|55937	81.9694
APOOL|139322	311.9169	APOOL|139322	374.185
APOO|79135	212.6545	APOO|79135	139.9867
APPBP2|10513	1511.896	APPBP2|10513	2072.1224
APPL1|26060	1893.0493	APPL1|26060	2247.2389
APPL2|55198	1785.6622	APPL2|55198	1643.1138
APP|351	6694.7321	APP|351	15481.0379
APRT|353	565.1948	APRT|353	752.6281
APTX|54840	604.7584	APTX|54840	440.7186
AQP11|282679	33.9117	AQP11|282679	22.8876
AQP12B|653437	9.5377	lowly_expressed	lowly_expressed
AQP1|358	2090.8074	AQP1|358	11715.3054
AQP3|360	1113.4337	AQP3|360	175.1164
lowly_expressed	lowly_expressed	AQP4|361	51.0978
lowly_expressed	lowly_expressed	AQP5|362	114.4378
lowly_expressed	lowly_expressed	AQP7P1|375719	1027.8110000000001
lowly_expressed	lowly_expressed	AQP7P3|441432	73.4531
AQP7|364	5.2987	AQP7|364	5836.8596
lowly_expressed	lowly_expressed	AQPEP|206338	1500.0772
AQR|9716	1628.4674	AQR|9716	1103.9255
ARAF|369	1352.5817	ARAF|369	1113.5063
ARAP1|116985	1995.0492	ARAP1|116985	1760.6760000000002
ARAP2|116984	249.0389	ARAP2|116984	161.8097
ARAP3|64411	205.2364	ARAP3|64411	694.6108
ARCN1|372	5020.3426	ARCN1|372	4641.9162
ARC|23237	6.7117	ARC|23237	25.0166
AREG|374	172.7377	AREG|374	175.6487
ARF1|375	6406.4828	ARF1|375	5907.6514
ARF3|377	6155.6776	ARF3|377	2786.9594
ARF4|378	4129.1011	ARF4|378	2878.5096
ARF5|381	2731.657	ARF5|381	1460.0133
ARF6|382	5150.6906	ARF6|382	2021.0246
ARFGAP1|55738	998.2753	ARFGAP1|55738	360.8782
ARFGAP2|84364	2157.6311	ARFGAP2|84364	1746.9062
ARFGAP3|26286	1321.8493	ARFGAP3|26286	953.8257
ARFGEF1|10565	2478.8984	ARFGEF1|10565	1797.4717
ARFGEF2|10564	3164.031	ARFGEF2|10564	2151.4305
ARFIP1|27236	1411.9272	ARFIP1|27236	971.3906
ARFIP2|23647	1775.4181	ARFIP2|23647	489.6873
ARFRP1|10139	469.1117	ARFRP1|10139	304.4578
ARG2|384	150.0486	ARG2|384	476.4338
ARGLU1|55082	5220.9867	ARGLU1|55082	2530.9381
ARHGAP10|79658	181.2156	ARHGAP10|79658	1144.3779
ARHGAP11A|9824	82.6597	ARHGAP11A|9824	45.7751
ARHGAP11B|89839	8.4779	lowly_expressed	lowly_expressed
ARHGAP12|94134	1319.0233	ARHGAP12|94134	1229.0086
ARHGAP15|55843	120.8104	ARHGAP15|55843	47.9042
ARHGAP17|55114	1149.8181	ARHGAP17|55114	1453.0938
ARHGAP18|93663	1184.7895	ARHGAP18|93663	915.5023
ARHGAP19|84986	562.0156	ARHGAP19|84986	788.8224
ARHGAP1|392	3739.1167	ARHGAP1|392	3739.7206
ARHGAP20|57569	62.8779	ARHGAP20|57569	725.4824
ARHGAP21|57584	1146.6389	ARHGAP21|57584	4033.5329
ARHGAP22|58504	57.226000000000006	ARHGAP22|58504	21.823
ARHGAP23|57636	331.6987	ARHGAP23|57636	503.5263
ARHGAP24|83478	161.787	ARHGAP24|83478	1226.8796
ARHGAP25|9938	334.5247	ARHGAP25|9938	348.1038
ARHGAP26|23092	227.8441	ARHGAP26|23092	764.8703
ARHGAP27|201176	545.0209	ARHGAP27|201176	246.4405
ARHGAP28|79822	186.16099999999997	ARHGAP28|79822	465.2029
ARHGAP29|9411	4633.8907	ARHGAP29|9411	4141.5835
ARHGAP30|257106	629.1324	ARHGAP30|257106	191.6168
ARHGAP31|57514	548.5922	ARHGAP31|57514	2492.6148
ARHGAP32|9743	4618.7011	ARHGAP32|9743	1044.8436
ARHGAP33|115703	223.2519	ARHGAP33|115703	69.1949
ARHGAP36|158763	25.787	ARHGAP36|158763	66.5336
ARHGAP39|80728	440.8519	ARHGAP39|80728	38.3234
ARHGAP42|143872	169.5584	ARHGAP42|143872	634.9807
ARHGAP4|393	328.1662	ARHGAP4|393	112.3087
ARHGAP5|394	4442.7842	ARHGAP5|394	3353.2934
ARHGAP6|395	97.4961	ARHGAP6|395	223.5529
ARHGAP8|23779	394.0821	ARHGAP8|23779	59.7418
ARHGAP9|64333	198.5247	ARHGAP9|64333	36.7265
ARHGDIA|396	2960.9141	ARHGDIA|396	2809.3147
ARHGDIB|397	4846.8984	ARHGDIB|397	1752.2289
lowly_expressed	lowly_expressed	ARHGDIG|398	20.2262
ARHGEF10L|55160	563.4285	ARHGEF10L|55160	364.6041
ARHGEF10|9639	803.2831	ARHGEF10|9639	880.3726
ARHGEF11|9826	1554.2856	ARHGEF11|9826	1303.5263
ARHGEF12|23365	5219.927	ARHGEF12|23365	4821.823
ARHGEF15|22899	186.8675	ARHGEF15|22899	1169.3945
ARHGEF16|27237	416.8311	ARHGEF16|27237	87.8244
ARHGEF17|9828	1382.961	ARHGEF17|9828	1475.9814
ARHGEF18|23370	1145.5792	ARHGEF18|23370	483.8323
ARHGEF19|128272	473.7039	ARHGEF19|128272	69.7272
ARHGEF1|9138	1345.1636	ARHGEF1|9138	570.0599
ARHGEF2|9181	655.6259	ARHGEF2|9181	2988.6893
ARHGEF33|100271715	22.6078	ARHGEF33|100271715	7.4518
ARHGEF35|445328	1112.7272	ARHGEF35|445328	218.7625
ARHGEF37|389337	1934.0259	ARHGEF37|389337	534.3979
ARHGEF38|54848	167.7922	ARHGEF38|54848	7.984
ARHGEF3|50650	1552.1662	ARHGEF3|50650	614.2382
ARHGEF4|50649	45.2156	ARHGEF4|50649	460.9448
ARHGEF5|7984	722.7428	ARHGEF5|7984	253.8922
ARHGEF6|9459	598.0467	ARHGEF6|9459	6502.1956
ARHGEF7|8874	2383.709	ARHGEF7|8874	3170.7252
ARHGEF9|23229	601.9324	ARHGEF9|23229	867.0659
ARID1A|8289	5074.0361	ARID1A|8289	1989.0885
ARID1B|57492	3000.8309999999997	ARID1B|57492	2212.1091
ARID2|196528	1756.6960000000001	ARID2|196528	947.9707
ARID3A|1820	73.4753	ARID3A|1820	113.3733
ARID3B|10620	179.8026	ARID3B|10620	89.9534
ARID4A|5926	1185.496	ARID4A|5926	1278.5096
ARID4B|51742	1802.1729999999998	ARID4B|51742	1514.3047
ARID5A|10865	396.3428	ARID5A|10865	372.5882
ARID5B|84159	3014.6076	ARID5B|84159	6528.2768
ARIH1|25820	2389.0077	ARIH1|25820	2535.1963
ARIH2|10425	1656.0207	ARIH2|10425	1594.0918
ARL10|285598	21.5481	ARL10|285598	60.6786
ARL11|115761	30.3792	ARL11|115761	9.0486
ARL13B|200894	312.2701	ARL13B|200894	311.9095
ARL15|54622	630.1922	ARL15|54622	433.2668
ARL16|339231	300.2597	ARL16|339231	266.6667
ARL17A|51326	181.1131	ARL17A|51326	89.0805
ARL17B|641522	8.5521	lowly_expressed	lowly_expressed
ARL1|400	2277.7349	ARL1|400	2308.4498
ARL2BP|23568	981.6727	ARL2BP|23568	1989.0885
ARL2|402	499.8441	ARL2|402	1097.006
ARL3|403	652.0935	ARL3|403	548.2369
ARL4A|10124	329.9325	ARL4A|10124	817.0326
ARL4C|10123	589.5688	ARL4C|10123	499.8004
ARL4D|379	203.8234	ARL4D|379	57.485
ARL5A|26225	1235.3038	ARL5A|26225	1406.2542
ARL5B|221079	318.9818	ARL5B|221079	350.2329
ARL6IP1|23204	6690.8464	ARL6IP1|23204	8042.5815
ARL6IP4|51329	1122.2649	ARL6IP4|51329	866.0013
ARL6IP5|10550	4819.3452	ARL6IP5|10550	6427.1457
ARL6IP6|151188	316.1558	ARL6IP6|151188	439.654
ARL6|84100	80.5403	ARL6|84100	102.1956
ARL8A|127829	866.5142	ARL8A|127829	877.7112
ARL8B|55207	2383.709	ARL8B|55207	2488.8889
ARL9|132946	8.4779	lowly_expressed	lowly_expressed
ARMC10|83787	1274.2952	ARMC10|83787	821.6154
ARMC1|55156	763.0129	ARMC1|55156	900.5988
ARMC2|84071	85.4857	ARMC2|84071	47.9042
ARMC3|219681	404.8208	lowly_expressed	lowly_expressed
ARMC4|55130	159.6675	lowly_expressed	lowly_expressed
ARMC5|79798	319.335	ARMC5|79798	111.2442
ARMC6|93436	392.3547	ARMC6|93436	204.3912
ARMC7|79637	263.1688	ARMC7|79637	135.1963
ARMC8|25852	735.8129	ARMC8|25852	848.4365
ARMC9|80210	414.7117	ARMC9|80210	77.179
ARMCX1|51309	671.5219999999999	ARMCX1|51309	902.1956
ARMCX2|9823	1078.109	ARMCX2|9823	532.2688
ARMCX3|51566	1784.9558	ARMCX3|51566	1811.3107
ARMCX5|64860	439.0857	ARMCX5|64860	328.9421
ARMCX6|54470	344.7688	ARMCX6|54470	153.2934
ARNT2|9915	3823.1894	ARNT2|9915	103.2601
ARNTL2|56938	43.0961	ARNTL2|56938	126.1477
ARNTL|406	655.6259	ARNTL|406	430.0732
ARNT|405	1576.1869	ARNT|405	3281.9694
ARPC1A|10552	2134.6241	ARPC1A|10552	2777.8417
ARPC1B|10095	1327.1939	ARPC1B|10095	583.4358
ARPC2|10109	3013.9011	ARPC2|10109	3106.853
ARPC3|10094	2620.3843	ARPC3|10094	2312.1756
ARPC4|10093	2838.0832	ARPC4|10093	2239.8031
ARPC5L|81873	469.4649	ARPC5L|81873	290.6188
ARPC5|10092	3360.0829	ARPC5|10092	2224.8836
ARPM1|84517	16.6026	ARPM1|84517	76.6467
ARPP19|10776	4946.8673	ARPP19|10776	6096.6068
ARRB1|408	540.4675	ARRB1|408	1705.3892
ARRB2|409	435.2	ARRB2|409	340.1198
ARRDC1|92714	884.5298	ARRDC1|92714	233.1337
ARRDC2|27106	609.7039	ARRDC2|27106	514.1717
ARRDC3|57561	2924.883	ARRDC3|57561	4939.9867
ARRDC4|91947	1592.4363	ARRDC4|91947	823.9521
ARSA|410	522.8052	ARSA|410	589.7538
ARSB|411	250.0987	ARSB|411	266.6667
ARSD|414	2933.7141	ARSD|414	1037.3919
ARSE|415	31.7922	ARSE|415	14.3713
ARSG|22901	358.5454	ARSG|22901	118.6959
ARSI|340075	63.2312	lowly_expressed	lowly_expressed
ARSJ|79642	43.8026	ARSJ|79642	105.3892
ARSK|153642	156.4883	ARSK|153642	259.2149
lowly_expressed	lowly_expressed	ART4|420	20.2262
ART5|116969	5.6519	ART5|116969	5.855
ARV1|64801	476.5298	ARV1|64801	320.9581
ARVCF|421	338.4104	ARVCF|421	84.6307
AR|367	2052.7168	AR|367	601.996
AS3MT|57412	71.7091	AS3MT|57412	274.1184
ASAH1|427	9098.5762	ASAH1|427	9807.5848
ASAH2B|653308	7.7714	lowly_expressed	lowly_expressed
ASAH2|56624	19.4286	ASAH2|56624	13.3067
ASAM|79827	194.9922	ASAM|79827	3054.6906
ASAP1|50807	1648.9558	ASAP1|50807	1473.32
ASAP2|8853	726.6285	ASAP2|8853	1364.2049
ASAP3|55616	1550.3999	ASAP3|55616	879.8403
ASB13|79754	558.8363	ASB13|79754	449.7671
ASB14|142686	12.3636	ASB14|142686	9.0486
ASB16|92591	32.2408	ASB16|92591	5.855
ASB1|51665	468.6842	ASB1|51665	807.6274
ASB2|51676	29.3195	ASB2|51676	13.3067
ASB3|51130	314.3896	ASB3|51130	352.8942
lowly_expressed	lowly_expressed	ASB4|51666	5.3227
ASB6|140459	639.91	ASB6|140459	348.7532
ASB7|140460	574.7324	ASB7|140460	501.3972
ASB8|140461	834.722	ASB8|140461	975.1164
ASB9|140462	36.0312	lowly_expressed	lowly_expressed
ASCC1|51008	507.2623	ASCC1|51008	506.7199
ASCC2|84164	785.9739999999999	ASCC2|84164	1174.7172
ASCC3|10973	1254.0259	ASCC3|10973	953.2934
ASCL2|430	19.7818	lowly_expressed	lowly_expressed
ASF1A|25842	547.5324	ASF1A|25842	473.7192
ASF1B|55723	176.9766	ASF1B|55723	12.2422
ASH1L|55870	4211.2627	ASH1L|55870	3449.6181
ASH2L|9070	1146.2857	ASH2L|9070	1705.9215
ASL|435	450.7428	ASL|435	245.9082
ASMTL|8623	494.1922	ASMTL|8623	511.5103
ASNA1|439	1257.2051	ASNA1|439	744.1118
ASNSD1|54529	1029.7142	ASNSD1|54529	1397.7379
ASNS|440	358.1922	ASNS|440	304.4578
ASPA|443	8.1247	ASPA|443	303.9255
lowly_expressed	lowly_expressed	ASPG|374569	5.855
ASPHD1|253982	10.5974	lowly_expressed	lowly_expressed
ASPHD2|57168	26.1403	ASPHD2|57168	37.7911
ASPH|444	6583.9398	ASPH|444	22643.5502
ASPM|259266	51.574	ASPM|259266	7.984
ASPN|54829	1841.4752	ASPN|54829	661.6101
ASPRV1|151516	64.2344	ASPRV1|151516	70.6959
ASPSCR1|79058	334.1714	ASPSCR1|79058	126.1477
ASRGL1|80150	64.2909	ASRGL1|80150	58.0173
ASS1|445	143.4182	ASS1|445	9293.9454
ASTE1|28990	320.5326	ASTE1|28990	238.7066
ASTN1|460	30.026	ASTN1|460	48.9687
ASTN2|23245	1310.8986	ASTN2|23245	94.2116
ASXL1|171023	1449.3714	ASXL1|171023	2396.2741
ASXL2|55252	1127.5636	ASXL2|55252	1130.5389
ASXL3|80816	9.5377	ASXL3|80816	40.9847
ATAD1|84896	1155.8233	ATAD1|84896	1395.0765
ATAD2B|54454	608.6441	ATAD2B|54454	340.652
ATAD2|29028	1102.8363	ATAD2|29028	495.01
ATAD3A|55210	248.3325	ATAD3A|55210	101.6633
ATAD3B|83858	227.4909	ATAD3B|83858	50.0333
ATAD3C|219293	40.2701	ATAD3C|219293	34.5975
