gene_id	TCGA-AC-A23H-01A-11R-A157-07	gene_id	TCGA-AC-A23H-11A-12R-A157-07
ALPK2|115701	207.6917	lowly_expressed	lowly_expressed
ALPK3|57538	403.4814	lowly_expressed	lowly_expressed
ALPL|249	75.8759	ALPL|249	1962.2506
ALS2CL|259173	111.5822	ALS2CL|259173	164.5943
ALS2CR4|65062	633.192	ALS2CR4|65062	1859.9159
ALS2CR8|79800	77.6612	lowly_expressed	lowly_expressed
ALS2|57679	928.9593	ALS2|57679	675.9102
lowly_expressed	lowly_expressed	ALX1|8092	18.2485
lowly_expressed	lowly_expressed	ALX3|257	16.1016
lowly_expressed	lowly_expressed	ALX4|60529	18.6063
AMACR|23600	712.341	AMACR|23600	316.3074
AMBP|259	30.0528	lowly_expressed	lowly_expressed
AMBRA1|55626	1036.9709	AMBRA1|55626	827.9810000000001
AMD1|262	1228.8924	AMD1|262	2066.7358
lowly_expressed	lowly_expressed	AMDHD1|144193	26.1204
AMDHD2|51005	455.4698	lowly_expressed	lowly_expressed
AMFR|267	1863.5721	AMFR|267	2861.0788
AMH|268	12.1997	lowly_expressed	lowly_expressed
AMICA1|120425	14.2825	AMICA1|120425	98.041
AMIGO1|57463	70.52	AMIGO1|57463	168.5303
AMIGO2|347902	1668.9667	lowly_expressed	lowly_expressed
AMIGO3|386724	136.2791	AMIGO3|386724	52.5986
AMMECR1L|83607	1285.4274	AMMECR1L|83607	792.9153
AMMECR1|9949	993.5282	AMMECR1|9949	287.3244
AMN1|196394	245.4809	AMN1|196394	203.2382
AMOTL1|154810	695.9756	AMOTL1|154810	3806.4228
AMOTL2|51421	875.1023	AMOTL2|51421	2124.6981
AMOT|154796	3342.1111	AMOT|154796	2083.1917
lowly_expressed	lowly_expressed	AMPD1|270	81.2237
AMPD2|271	269.5827	AMPD2|271	553.1801
AMPD3|272	234.1739	lowly_expressed	lowly_expressed
AMPH|273	129.7329	AMPH|273	409.6968
AMTN|401138	24.3993	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	AMT|275	153.6846
lowly_expressed	lowly_expressed	AMY1A|276	61.544
AMY2B|280	8.87	AMY2B|280	327.4139
AMZ1|155185	7.7364	lowly_expressed	lowly_expressed
AMZ2P1|201283	195.1945	lowly_expressed	lowly_expressed
AMZ2|51321	1964.1449	lowly_expressed	lowly_expressed
ANAPC10|10393	98.4899	ANAPC10|10393	125.5926
ANAPC11|51529	756.6763	lowly_expressed	lowly_expressed
ANAPC13|25847	1827.7944	ANAPC13|25847	1456.9962
ANAPC16|119504	1326.4896	ANAPC16|119504	2701.8517
ANAPC1|64682	948.8953	lowly_expressed	lowly_expressed
ANAPC2|29882	689.727	ANAPC2|29882	314.8761
ANAPC4|29945	268.69	ANAPC4|29945	601.1271
ANAPC5|51433	2620.5460000000003	ANAPC5|51433	2280.3471
ANAPC7|51434	1177.7133	lowly_expressed	lowly_expressed
ANGEL1|23357	709.9606	ANGEL1|23357	684.1399
ANGEL2|90806	953.9537	ANGEL2|90806	749.9776
ANGPT1|284	53.5595	lowly_expressed	lowly_expressed
ANGPT2|285	169.9026	ANGPT2|285	460.5063
lowly_expressed	lowly_expressed	ANGPT4|51378	21.4688
ANGPTL1|9068	13.6874	ANGPTL1|9068	941.408
ANGPTL2|23452	1337.2015	ANGPTL2|23452	5728.9561
ANGPTL4|51129	111.8798	ANGPTL4|51129	534.2159
lowly_expressed	lowly_expressed	ANGPTL5|253935	94.8206
ANGPTL6|83854	20.0461	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANGPTL7|10218	390.017
ANG|283	169.6258	ANG|283	654.2517
ANK1|286	13.6874	ANK1|286	20.0376
ANK2|287	73.4955	lowly_expressed	lowly_expressed
ANK3|288	1243.4724	ANK3|288	1268.0919999999999
ANKAR|150709	17.2581	ANKAR|150709	60.4705
ANKDD1A|348094	30.0528	ANKDD1A|348094	138.4739
ANKFY1|51479	1181.879	ANKFY1|51479	2899.0071
ANKHD1-EIF4EBP3|404734	1489.971	ANKHD1-EIF4EBP3|404734	1099.3935
ANKHD1|54882	2453.2084	ANKHD1|54882	2877.1625
ANKH|56172	2273.5996	ANKH|56172	2589.4982
ANKIB1|54467	1884.4008	lowly_expressed	lowly_expressed
ANKK1|255239	18.4483	ANKK1|255239	46.5158
lowly_expressed	lowly_expressed	ANKLE1|126549	6.7985
ANKLE2|23141	1912.0732	ANKLE2|23141	1218.7137
ANKMY1|51281	174.3658	ANKMY1|51281	129.8864
ANKMY2|57037	313.0254	lowly_expressed	lowly_expressed
ANKRA2|57763	289.8163	ANKRA2|57763	239.3774
ANKRD10|55608	569.6258	ANKRD10|55608	1484.5693
ANKRD11|29123	2298.4155	lowly_expressed	lowly_expressed
ANKRD12|23253	937.8859	ANKRD12|23253	1983.0038
ANKRD13A|88455	799.2264	ANKRD13A|88455	1910.0098
ANKRD13B|124930	155.62	ANKRD13B|124930	132.3911
ANKRD13C|81573	455.5531	ANKRD13C|81573	638.6976
ANKRD13D|338692	476.6793	lowly_expressed	lowly_expressed
ANKRD16|54522	72.0077	lowly_expressed	lowly_expressed
ANKRD17|26057	4425.5003	ANKRD17|26057	3685.4817
ANKRD19|138649	29.1602	ANKRD19|138649	31.1298
ANKRD1|27063	78.8514	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANKRD20A3|441425	5.0094
ANKRD20B|729171	5.6535	lowly_expressed	lowly_expressed
ANKRD22|118932	344.5659	ANKRD22|118932	56.8924
ANKRD23|200539	24.6969	ANKRD23|200539	19.3219
ANKRD24|170961	12.7948	lowly_expressed	lowly_expressed
ANKRD26|22852	130.0305	lowly_expressed	lowly_expressed
ANKRD27|84079	654.0207	ANKRD27|84079	892.7453
ANKRD28|23243	1760.9165	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANKRD29|147463	398.9623
ANKRD30A|91074	1308.6365	ANKRD30A|91074	122.3723
ANKRD30B|374860	152.9421	ANKRD30B|374860	16.8172
ANKRD31|256006	5.3559	lowly_expressed	lowly_expressed
ANKRD32|84250	311.5376	ANKRD32|84250	126.3083
ANKRD34A|284615	61.5934	ANKRD34A|284615	20.3954
ANKRD35|148741	20.2336	ANKRD35|148741	156.3646
ANKRD36BP1|84832	137.1718	ANKRD36BP1|84832	256.5525
ANKRD36B|57730	59.8081	lowly_expressed	lowly_expressed
ANKRD36|375248	167.8197	ANKRD36|375248	230.4321
ANKRD37|353322	130.1317	ANKRD37|353322	66.9827
ANKRD39|51239	247.8613	ANKRD39|51239	83.3706
ANKRD40|91369	5537.4544	ANKRD40|91369	1775.4719
ANKRD42|338699	213.0477	ANKRD42|338699	264.4244
ANKRD43|134548	597.7832	ANKRD43|134548	44.7267
ANKRD44|91526	119.6162	lowly_expressed	lowly_expressed
ANKRD45|339416	22.614	ANKRD45|339416	22.9001
ANKRD46|157567	286.5908	lowly_expressed	lowly_expressed
ANKRD49|54851	217.8085	ANKRD49|54851	339.5653
ANKRD50|57182	3562.5976	ANKRD50|57182	1232.6684
ANKRD52|283373	1813.2857	ANKRD52|283373	984.7035
lowly_expressed	lowly_expressed	ANKRD53|79998	91.2425
ANKRD54|129138	679.3127	ANKRD54|129138	232.9368
lowly_expressed	lowly_expressed	ANKRD55|79722	6.4406
ANKRD56|345079	64.5689	ANKRD56|345079	51.5252
ANKRD57|65124	713.8288	ANKRD57|65124	973.2534
ANKRD58|347454	9.8192	ANKRD58|347454	5.725
ANKRD5|63926	729.3015	lowly_expressed	lowly_expressed
ANKRD6|22881	167.9	ANKRD6|22881	383.8197
ANKRD9|122416	49.9888	ANKRD9|122416	25.046999999999997
ANKS1A|23294	649.2598	lowly_expressed	lowly_expressed
ANKS1B|56899	84.8025	ANKS1B|56899	93.7472
ANKS3|124401	105.0361	ANKS3|124401	121.2989
ANKS6|203286	72.0077	ANKS6|203286	327.3996
ANKZF1|55139	350.517	lowly_expressed	lowly_expressed
ANLN|54443	1452.6519	ANLN|54443	58.3236
ANO10|55129	673.3616	ANO10|55129	1100.6351
ANO1|55107	9430.633	lowly_expressed	lowly_expressed
ANO2|57101	18.7458	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANO3|63982	53.3142
lowly_expressed	lowly_expressed	ANO5|203859	68.3424
ANO6|196527	2695.5293	lowly_expressed	lowly_expressed
ANO7|50636	24.3993	ANO7|50636	15.386
ANO8|57719	155.9176	ANO8|57719	187.1366
ANO9|338440	166.6295	ANO9|338440	45.0845
ANP32A|8125	2899.9479	ANP32A|8125	2322.2113
ANP32B|10541	4344.8635	ANP32B|10541	2795.9567
ANP32E|81611	1624.9349	ANP32E|81611	1231.595
ANPEP|290	226.4376	ANPEP|290	5565.0774
ANTXR1|84168	6170.3489	ANTXR1|84168	10117.184000000001
ANTXR2|118429	365.6922	ANTXR2|118429	2441.0055
ANUBL1|93550	60.4032	ANUBL1|93550	161.374
ANXA11|311	1464.5539999999999	ANXA11|311	3597.4595
lowly_expressed	lowly_expressed	ANXA13|312	7.8719
ANXA1|301	1366.3617	ANXA1|301	15941.6764
ANXA2P1|303	98.1924	ANXA2P1|303	77.6456
ANXA2P2|304	6846.686	ANXA2P2|304	6105.0183
ANXA2P3|305	5.3559	ANXA2P3|305	6.4406
ANXA2|302	19218.9243	ANXA2|302	19286.8772
ANXA3|306	1178.9035	ANXA3|306	2279.9893
ANXA4|307	1155.3969	ANXA4|307	2529.0276
ANXA5|308	8316.0009	ANXA5|308	11789.9633
ANXA6|309	5519.6013	ANXA6|309	4727.7932
ANXA7|310	2930.2983	ANXA7|310	3589.9454
lowly_expressed	lowly_expressed	ANXA8L2|244	244.7446
lowly_expressed	lowly_expressed	ANXA8|653145	645.1382
ANXA9|8416	317.4887	ANXA9|8416	145.988
AOAH|313	16.0678	AOAH|313	141.6942
lowly_expressed	lowly_expressed	AOC2|314	17.1751
AOC3|8639	406.7544	AOC3|8639	4162.0896
lowly_expressed	lowly_expressed	AOX1|316	3143.7517
AP1AR|55435	884.0289	AP1AR|55435	562.841
AP1B1|162	4478.1671	AP1B1|162	1901.4223
AP1G1|164	5782.0427	lowly_expressed	lowly_expressed
AP1G2|8906	1361.1753	AP1G2|8906	583.3008
AP1M1|8907	913.7841	AP1M1|8907	832.9904
AP1M2|10053	2662.7985	AP1M2|10053	762.1433
AP1S1|1174	1949.8624	AP1S1|1174	360.6763
AP1S2|8905	278.8068	AP1S2|8905	606.1365
AP1S3|130340	381.4625	AP1S3|130340	75.4987
AP2A1|160	1562.9101	AP2A1|160	1127.3996
AP2A2|161	1169.6794	AP2A2|161	1480.2755
AP2B1|163	5566.0195	AP2B1|163	9181.501
AP2M1|1173	9029.5321	AP2M1|1173	5517.1303
AP2S1|1175	1143.7923	AP2S1|1175	757.1339
AP3B1|8546	1913.8585	AP3B1|8546	1492.4412
AP3D1|8943	3810.4590000000003	AP3D1|8943	1865.6409
AP3M1|26985	1419.0285	AP3M1|26985	1842.7409
AP3M2|10947	329.3908	AP3M2|10947	568.5661
AP3S1|1176	1408.9117	AP3S1|1176	1573.6649
AP3S2|10239	1076.1973	AP3S2|10239	1621.6513
AP4B1|10717	368.2125	lowly_expressed	lowly_expressed
AP4E1|23431	493.9374	AP4E1|23431	319.5277
AP4M1|9179	335.2168	AP4M1|9179	261.3078
AP4S1|11154	48.5011	lowly_expressed	lowly_expressed
APAF1|317	445.4363	lowly_expressed	lowly_expressed
APBA1|320	63.9738	APBA1|320	515.6096
APBA2|321	113.9627	APBA2|321	51.1674
APBA3|9546	142.2302	APBA3|9546	81.9394
APBB1IP|54518	173.7707	APBB1IP|54518	558.9051
APBB1|322	83.9098	APBB1|322	683.0665
APBB2|323	2230.157	APBB2|323	2438.1429
APBB3|10307	76.471	APBB3|10307	133.1067
APC2|10297	71.2728	lowly_expressed	lowly_expressed
APCDD1L|164284	91.6462	APCDD1L|164284	614.724
APCDD1|147495	114.5578	APCDD1|147495	1594.0603
APC|324	1200.3273	lowly_expressed	lowly_expressed
APEH|327	3776.8355	APEH|327	1197.2448
APEX1|328	1809.7151	lowly_expressed	lowly_expressed
APEX2|27301	925.6862	lowly_expressed	lowly_expressed
APH1A|51107	4225.8424	APH1A|51107	4195.7241
APH1B|83464	172.5805	APH1B|83464	1120.3149
API5|8539	3966.079	API5|8539	3384.2025
APIP|51074	250.947	APIP|51074	426.1455
APITD1|378708	276.8013	APITD1|378708	158.7584
APLF|200558	33.921	lowly_expressed	lowly_expressed
APLNR|187	467.4552	APLNR|187	1085.6069
APLN|8862	93.7291	APLN|8862	128.813
APLP1|333	324.0348	lowly_expressed	lowly_expressed
APLP2|334	15521.5354	APLP2|334	14580.5528
APOA1BP|128240	1553.5223	APOA1BP|128240	1054.1193
APOB48R|55911	107.7141	APOB48R|55911	39.7173
lowly_expressed	lowly_expressed	APOBEC2|10930	5.0094
APOBEC3A|200315	201.2378	lowly_expressed	lowly_expressed
APOBEC3B|9582	476.5871	APOBEC3B|9582	31.4876
APOBEC3C|27350	60.4032	APOBEC3C|27350	751.7667
APOBEC3D|140564	45.8231	APOBEC3D|140564	72.2784
APOBEC3F|200316	145.2057	APOBEC3F|200316	295.91200000000003
APOBEC3G|60489	187.4582	APOBEC3G|60489	481.2595
lowly_expressed	lowly_expressed	APOBEC3H|164668	8.9453
APOC1|341	919.7352	APOC1|341	526.344
APOC2|344	119.0211	APOC2|344	42.9377
APOD|347	99.6801	APOD|347	33350.0313
APOE|348	2314.0668	APOE|348	1519.2772
APOF|319	5.6535	lowly_expressed	lowly_expressed
APOL1|8542	513.8734	APOL1|8542	1334.2875
APOL2|23780	1303.8756	APOL2|23780	610.0725
APOL3|80833	99.085	APOL3|80833	1229.8059
APOL4|80832	149.3714	APOL4|80832	583.5942
APOL6|80830	733.7648	APOL6|80830	2727.6143
APOLD1|81575	260.6561	APOLD1|81575	425.0827
APOM|55937	16.9605	APOM|55937	55.8189
APOOL|139322	435.0219	APOOL|139322	284.4619
APOO|79135	388.0086	APOO|79135	160.6584
APPBP2|10513	5522.8744	APPBP2|10513	1565.793
APPL1|26060	2396.4859	APPL1|26060	2326.1472
APPL2|55198	1044.7073	APPL2|55198	1589.0509
APP|351	42018.8946	lowly_expressed	lowly_expressed
APRT|353	2375.9577	APRT|353	820.4669
APTX|54840	1069.4042	APTX|54840	540.2988
AQP11|282679	99.6801	AQP11|282679	28.2673
AQP1|358	2060.552	AQP1|358	15424.911
AQP3|360	34.5161	AQP3|360	411.8436
lowly_expressed	lowly_expressed	AQP4|361	121.6567
lowly_expressed	lowly_expressed	AQP5|362	22.9001
lowly_expressed	lowly_expressed	AQP7P1|375719	124.87700000000001
lowly_expressed	lowly_expressed	AQP7P3|441432	7.8719
lowly_expressed	lowly_expressed	AQP7|364	557.4738
AQP9|366	94.3242	AQP9|366	44.0111
lowly_expressed	lowly_expressed	AQPEP|206338	163.5209
AQR|9716	1708.5472	AQR|9716	1220.8605
ARAF|369	1309.2316	ARAF|369	949.6377
ARAP1|116985	1416.898	lowly_expressed	lowly_expressed
ARAP2|116984	668.0057	ARAP2|116984	474.8189
ARAP3|64411	129.7329	ARAP3|64411	492.3517
ARCN1|372	9358.9229	ARCN1|372	4792.1997
ARC|23237	42.55	ARC|23237	8.9453
AREG|374	19.3409	AREG|374	64.0487
ARF1|375	14034.0698	ARF1|375	6949.4588
ARF3|377	7513.5015	ARF3|377	5595.8494
ARF4|378	10292.643	ARF4|378	4540.2988
ARF5|381	3232.2636	ARF5|381	1692.0726
ARF6|382	3696.1988	ARF6|382	3179.8909
ARFGAP1|55738	1293.1637	ARFGAP1|55738	484.4798
ARFGAP2|84364	2880.3095	ARFGAP2|84364	1665.6229999999998
ARFGAP3|26286	2982.6676	ARFGAP3|26286	1660.6137
ARFGEF1|10565	3561.4461	lowly_expressed	lowly_expressed
ARFGEF2|10564	3881.5741	lowly_expressed	lowly_expressed
ARFIP1|27236	1397.0096	ARFIP1|27236	1259.1466
ARFIP2|23647	3187.0862	ARFIP2|23647	878.7906
ARFRP1|10139	400.8034	ARFRP1|10139	245.8181
ARG2|384	172.6341	ARG2|384	216.5274
ARGLU1|55082	898.6089	ARGLU1|55082	2367.6536
ARHGAP10|79658	497.8055	ARHGAP10|79658	669.1117
ARHGAP11A|9824	652.5329	ARHGAP11A|9824	99.83
ARHGAP11B|89839	47.2633	lowly_expressed	lowly_expressed
ARHGAP12|94134	1209.849	ARHGAP12|94134	1691.0278
ARHGAP15|55843	85.6952	ARHGAP15|55843	93.0316
ARHGAP17|55114	869.7463	lowly_expressed	lowly_expressed
ARHGAP18|93663	541.5458	lowly_expressed	lowly_expressed
ARHGAP19|84986	268.69	ARHGAP19|84986	1316.039
ARHGAP1|392	4509.7077	ARHGAP1|392	4384.292
ARHGAP20|57569	11.307	lowly_expressed	lowly_expressed
ARHGAP21|57584	1223.5364	ARHGAP21|57584	3606.4049
ARHGAP22|58504	30.3504	ARHGAP22|58504	66.1955
ARHGAP23|57636	218.7012	lowly_expressed	lowly_expressed
ARHGAP24|83478	105.6312	ARHGAP24|83478	473.3876
ARHGAP25|9938	113.3676	ARHGAP25|9938	398.9623
ARHGAP26|23092	216.6183	ARHGAP26|23092	1592.629
ARHGAP27|201176	613.256	ARHGAP27|201176	310.9402
ARHGAP28|79822	66.0567	lowly_expressed	lowly_expressed
ARHGAP29|9411	1890.9470000000001	lowly_expressed	lowly_expressed
ARHGAP30|257106	150.8592	ARHGAP30|257106	307.7198
ARHGAP31|57514	521.3122	ARHGAP31|57514	1373.2892
ARHGAP32|9743	4302.611	ARHGAP32|9743	1694.606
ARHGAP33|115703	140.7424	ARHGAP33|115703	64.4065
ARHGAP39|80728	892.6579	lowly_expressed	lowly_expressed
ARHGAP42|143872	57.4277	lowly_expressed	lowly_expressed
ARHGAP4|393	348.7317	lowly_expressed	lowly_expressed
ARHGAP5|394	1679.9821	ARHGAP5|394	3492.9779
ARHGAP6|395	37.4916	ARHGAP6|395	184.2741
ARHGAP8|23779	912.1357	ARHGAP8|23779	209.7325
ARHGAP9|64333	21.1262	lowly_expressed	lowly_expressed
ARHGDIA|396	3815.5174	ARHGDIA|396	2991.323
ARHGDIB|397	2852.3395	ARHGDIB|397	4606.1365
ARHGEF10L|55160	450.7922	ARHGEF10L|55160	726.3619
ARHGEF10|9639	285.6505	ARHGEF10|9639	1509.6162
ARHGEF11|9826	1381.5369	lowly_expressed	lowly_expressed
ARHGEF12|23365	5950.1599	ARHGEF12|23365	6382.3240000000005
ARHGEF15|22899	126.4599	lowly_expressed	lowly_expressed
ARHGEF16|27237	845.9421	ARHGEF16|27237	63.333
ARHGEF17|9828	836.1229	ARHGEF17|9828	1190.4464
ARHGEF18|23370	618.0168	ARHGEF18|23370	495.5721
ARHGEF19|128272	191.3263	ARHGEF19|128272	265.14
ARHGEF1|9138	535.2972	lowly_expressed	lowly_expressed
ARHGEF2|9181	1009.8936	ARHGEF2|9181	1362.5548
lowly_expressed	lowly_expressed	ARHGEF33|100271715	17.5329
ARHGEF35|445328	773.9344	ARHGEF35|445328	656.2304
ARHGEF37|389337	402.8863	ARHGEF37|389337	1171.8401
ARHGEF38|54848	252.0271	ARHGEF38|54848	35.7814
ARHGEF3|50650	823.3281	lowly_expressed	lowly_expressed
ARHGEF4|50649	17.5556	ARHGEF4|50649	219.6976
ARHGEF5|7984	837.3131	lowly_expressed	lowly_expressed
ARHGEF6|9459	274.6411	ARHGEF6|9459	2243.1344
ARHGEF7|8874	1098.5643	ARHGEF7|8874	1983.0038
ARHGEF9|23229	332.3663	lowly_expressed	lowly_expressed
ARID1A|8289	3329.3164	lowly_expressed	lowly_expressed
ARID1B|57492	2057.5764	ARID1B|57492	2305.7519
ARID2|196528	1373.8005	lowly_expressed	lowly_expressed
ARID3A|1820	90.1584	lowly_expressed	lowly_expressed
ARID3B|10620	71.1151	ARID3B|10620	94.4628
ARID4A|5926	413.3006	ARID4A|5926	765.0058
ARID4B|51742	2193.076	ARID4B|51742	1264.156
ARID5A|10865	491.5569	ARID5A|10865	1108.1492
ARID5B|84159	1252.6966	ARID5B|84159	4372.8419
ARIH1|25820	2229.8594	ARIH1|25820	2539.7621
ARIH2|10425	1645.96	ARIH2|10425	1443.7785
ARL10|285598	18.7458	ARL10|285598	54.3877
ARL11|115761	30.0528	ARL11|115761	28.6251
ARL13B|200894	350.517	ARL13B|200894	338.4918
ARL15|54622	378.1894	ARL15|54622	542.0878
ARL16|339231	142.2302	ARL16|339231	255.8368
ARL17A|51326	620.3645	ARL17A|51326	91.79
ARL1|400	2149.2226	ARL1|400	3188.4784
ARL2BP|23568	1144.685	ARL2BP|23568	2298.2378
ARL2|402	537.38	ARL2|402	981.4831
ARL3|403	545.414	ARL3|403	755.3448
ARL4A|10124	297.8502	ARL4A|10124	4754.987
ARL4C|10123	683.4784	ARL4C|10123	2098.9355
ARL4D|379	23.2091	ARL4D|379	153.1443
ARL5A|26225	1048.2779	ARL5A|26225	878.4328
ARL5B|221079	294.8747	ARL5B|221079	241.8821
ARL6IP1|23204	7842.8922	ARL6IP1|23204	5846.6768
ARL6IP4|51329	832.5523	ARL6IP4|51329	648.0007
ARL6IP5|10550	9930.5215	ARL6IP5|10550	8627.9631
ARL6IP6|151188	405.5642	ARL6IP6|151188	231.1477
ARL6|84100	44.6329	ARL6|84100	80.8659
ARL8A|127829	1467.5296	ARL8A|127829	819.3935
ARL8B|55207	4158.298	ARL8B|55207	2819.2146
ARL9|132946	16.0678	ARL9|132946	13.9547
ARMC10|83787	827.5980000000001	ARMC10|83787	947.7914
ARMC1|55156	988.1723	ARMC1|55156	763.9324
ARMC2|84071	44.9304	ARMC2|84071	40.433
lowly_expressed	lowly_expressed	ARMC4|55130	20.0376
ARMC5|79798	218.7012	lowly_expressed	lowly_expressed
ARMC6|93436	532.9168	ARMC6|93436	260.1306
ARMC7|79637	697.1658	ARMC7|79637	193.2194
ARMC8|25852	781.3732	ARMC8|25852	867.6984
ARMC9|80210	465.0748	ARMC9|80210	214.3304
ARMCX1|51309	100.8703	lowly_expressed	lowly_expressed
ARMCX2|9823	254.1099	ARMCX2|9823	989.7129
ARMCX3|51566	2560.1428	ARMCX3|51566	2232.0422
ARMCX5|64860	467.4552	ARMCX5|64860	420.0734
ARMCX6|54470	194.3019	ARMCX6|54470	247.2493
ARNT2|9915	184.7802	ARNT2|9915	381.4295
ARNTL2|56938	23.8042	ARNTL2|56938	97.6832
ARNTL|406	363.3118	ARNTL|406	156.3646
ARNT|405	1329.4651	ARNT|405	2506.1276
ARPC1A|10552	2086.927	ARPC1A|10552	2397.3522
ARPC1B|10095	2468.9013	ARPC1B|10095	889.8828
ARPC2|10109	5948.0771	lowly_expressed	lowly_expressed
ARPC3|10094	4749.2375	ARPC3|10094	3198.1394
ARPC4|10093	4053.5267	ARPC4|10093	2713.6273
ARPC5L|81873	997.9915	ARPC5L|81873	383.5763
ARPC5|10092	4785.5389	lowly_expressed	lowly_expressed
ARPM1|84517	27.0773	ARPM1|84517	47.2314
ARPP19|10776	5208.0637	ARPP19|10776	4755.7027
ARRB1|408	693.8927	ARRB1|408	983.9878
ARRB2|409	456.1482	ARRB2|409	700.9572
ARRDC1|92714	2152.7933	ARRDC1|92714	285.1776
ARRDC2|27106	251.1344	ARRDC2|27106	422.57800000000003
ARRDC3|57561	2580.674	ARRDC3|57561	7263.9771
ARRDC4|91947	1072.9748	ARRDC4|91947	1780.4813
ARSA|410	841.7764	ARSA|410	402.1827
ARSB|411	678.1224	ARSB|411	329.5465
ARSD|414	6467.3064	ARSD|414	2208.0687
ARSE|415	33.6234	lowly_expressed	lowly_expressed
ARSG|22901	774.827	ARSG|22901	158.5115
ARSH|347527	93.134	lowly_expressed	lowly_expressed
ARSI|340075	96.7046	ARSI|340075	36.8548
ARSJ|79642	66.3542	ARSJ|79642	149.924
ARSK|153642	91.6462	ARSK|153642	266.5712
lowly_expressed	lowly_expressed	ART3|419	7.8719
lowly_expressed	lowly_expressed	ART4|420	44.3689
lowly_expressed	lowly_expressed	ART5|116969	10.3766
ARV1|64801	366.8824	ARV1|64801	410.4124
ARVCF|421	795.3582	lowly_expressed	lowly_expressed
ARX|170302	77.6612	ARX|170302	7.5141
AR|367	1729.0783	AR|367	439.7531
AS3MT|57412	10.7119	lowly_expressed	lowly_expressed
ASAH1|427	2697.9097	ASAH1|427	5009.3926
lowly_expressed	lowly_expressed	ASAH2B|653308	12.5235
ASAH2|56624	16.9605	lowly_expressed	lowly_expressed
ASAM|79827	183.8875	ASAM|79827	770.0152
ASAP1|50807	1501.7481	lowly_expressed	lowly_expressed
ASAP2|8853	817.3771	ASAP2|8853	1107.0758
ASAP3|55616	563.5647	ASAP3|55616	1394.4002
lowly_expressed	lowly_expressed	ASB12|142689	5.3672
ASB13|79754	190.1361	ASB13|79754	664.1023
ASB14|142686	10.7149	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ASB16|92591	5.7536
ASB1|51665	340.5192	ASB1|51665	770.4804
ASB3|51130	277.0215	ASB3|51130	354.5934
ASB6|140459	614.2617	ASB6|140459	492.3625
ASB7|140460	458.5286	ASB7|140460	637.9819
ASB8|140461	983.709	ASB8|140461	999.7316
ASB9|140462	69.0322	ASB9|140462	45.4423
ASCC1|51008	436.8073	ASCC1|51008	553.5379
ASCC2|84164	2025.4407	ASCC2|84164	900.2594
ASCC3|10973	1681.1724	ASCC3|10973	1394.7579999999998
ASCL2|430	472.8111	ASCL2|430	10.7344
ASF1A|25842	551.0675	ASF1A|25842	614.3662
ASF1B|55723	590.6419999999999	ASF1B|55723	69.4159
ASGR1|432	5.0584	ASGR1|432	8.5875
lowly_expressed	lowly_expressed	ASGR2|433	7.1563
ASH1L|55870	2502.614	lowly_expressed	lowly_expressed
ASH2L|9070	456.7433	ASH2L|9070	1281.3311
lowly_expressed	lowly_expressed	ASIP|434	5.0094
ASL|435	707.2826	ASL|435	240.4508
ASMTL|8623	648.9593	ASMTL|8623	469.4517
ASNA1|439	1755.5605	ASNA1|439	760.3542
ASNSD1|54529	1451.1642	ASNSD1|54529	1374.7205
ASNS|440	706.6875	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ASPHD1|253982	11.8079
ASPHD2|57168	84.2074	ASPHD2|57168	43.6533
ASPH|444	42656.3208	ASPH|444	6504.1596
ASPM|259266	878.3754	lowly_expressed	lowly_expressed
ASPN|54829	4801.0117	ASPN|54829	823.6873
ASPRV1|151516	27.4433	ASPRV1|151516	79.6493
ASPSCR1|79058	299.6355	lowly_expressed	lowly_expressed
ASRGL1|80150	526.9657	ASRGL1|80150	91.6003
ASS1|445	5557.0929	ASS1|445	2319.7066
ASTE1|28990	243.5825	ASTE1|28990	291.7005
ASTN2|23245	819.7575	lowly_expressed	lowly_expressed
ASXL1|171023	1071.487	ASXL1|171023	2175.5076
ASXL2|55252	969.4265	lowly_expressed	lowly_expressed
ASXL3|80816	5.0584	ASXL3|80816	63.333
ATAD1|84896	935.803	ATAD1|84896	1510.3319
ATAD2B|54454	448.7094	ATAD2B|54454	374.631
ATAD2|29028	878.0778	lowly_expressed	lowly_expressed
ATAD3A|55210	346.3513	ATAD3A|55210	126.3083
ATAD3B|83858	44.6329	ATAD3B|83858	22.5423
ATAD3C|219293	10.7119	ATAD3C|219293	48.3049
ATAD5|79915	182.9949	lowly_expressed	lowly_expressed
ATE1|11101	223.1645	ATE1|11101	316.3074
ATF1|466	539.4629	ATF1|466	523.8393
ATF2|1386	875.1023	lowly_expressed	lowly_expressed
ATF3|467	262.4414	ATF3|467	262.6353
ATF4|468	6799.6727	ATF4|468	4376.0623
ATF5|22809	754.2959	ATF5|22809	436.5328
ATF6B|1388	1926.9508	ATF6B|1388	1345.0219
ATF6|22926	1867.7379	lowly_expressed	lowly_expressed
