gene_id	TCGA-AC-A6IX-01A-12R-A32P-07	gene_id	TCGA-AC-A6IX-06A-11R-A32P-07
lowly_expressed	lowly_expressed	ALOX12B|242	7.1721
ALOX12P2|245	36.0952	ALOX12P2|245	19.508
ALOX12|239	5.1044	ALOX12|239	5.184
ALOX15B|247	16.4069	ALOX15B|247	11.7622
ALOX15|246	47.7623	ALOX15|246	13.1966
ALOX5AP|241	283.6569	ALOX5AP|241	611.3462
ALOX5|240	523.9267	ALOX5|240	719.5008
ALOXE3|59344	33.543	ALOXE3|59344	80.0402
ALPK1|80216	541.7919999999999	ALPK1|80216	570.0351
ALPK2|115701	23.3342	ALPK2|115701	105.2858
ALPK3|57538	281.8339	ALPK3|57538	137.9904
ALPL|249	285.8445	ALPL|249	199.957
ALS2CL|259173	201.2579	ALS2CL|259173	230.9403
ALS2CR11|151254	6.9274	ALS2CR11|151254	9.1802
lowly_expressed	lowly_expressed	ALS2CR12|130540	7.1721
ALS2CR4|65062	694.5584	ALS2CR4|65062	461.8805
ALS2CR8|79800	142.1931	ALS2CR8|79800	171.5556
ALS2|57679	653.3589	ALS2|57679	596.1414
ALX3|257	32.0846	ALX3|257	34.4259
ALX4|60529	6.5628	lowly_expressed	lowly_expressed
AMACR|23600	372.2541	AMACR|23600	378.6846
AMBP|259	87.5034	AMBP|259	74.3025
AMBRA1|55626	1103.6369	AMBRA1|55626	833.3931
AMD1|262	1030.7173	AMD1|262	1623.467
AMDHD1|144193	31.3554	AMDHD1|144193	32.9915
AMDHD2|51005	395.829	AMDHD2|51005	228.34400000000002
AMFR|267	2304.9859	AMFR|267	1532.8122
AMH|268	28.8032	AMH|268	15.2048
AMICA1|120425	180.1112	AMICA1|120425	425.1596
AMIGO1|57463	103.1811	AMIGO1|57463	119.0562
AMIGO2|347902	809.3993	AMIGO2|347902	984.5657
AMIGO3|386724	86.7742	AMIGO3|386724	79.7533
AMMECR1L|83607	1097.4387	AMMECR1L|83607	872.9829
AMMECR1|9949	398.1406	AMMECR1|9949	446.9626
AMN1|196394	189.2261	AMN1|196394	271.3907
AMOTL1|154810	1082.8548	AMOTL1|154810	732.6974
AMOTL2|51421	1754.0789	AMOTL2|51421	1239.9053
AMOT|154796	903.1082	AMOT|154796	1166.4635
AMPD1|270	6.9274	AMPD1|270	36.4341
AMPD2|271	1028.1652	AMPD2|271	768.5577
AMPD3|272	179.7466	AMPD3|272	476.7984
AMPH|273	135.9949	AMPH|273	29.5489
lowly_expressed	lowly_expressed	AMTN|401138	10.0409
AMT|275	67.7823	AMT|275	83.2303
lowly_expressed	lowly_expressed	AMY1A|276	57.6633
lowly_expressed	lowly_expressed	AMY2A|279	6.0245
AMY2B|280	160.7802	AMY2B|280	185.217
AMZ1|155185	49.9499	AMZ1|155185	11.4753
AMZ2P1|201283	222.7691	AMZ2P1|201283	217.7437
AMZ2|51321	1468.2344	AMZ2|51321	1325.97
ANAPC10|10393	138.9117	ANAPC10|10393	136.2691
ANAPC11|51529	1199.1614	ANAPC11|51529	871.8353
ANAPC13|25847	1089.5525	ANAPC13|25847	1290.3622
ANAPC16|119504	2256.4944	ANAPC16|119504	2577.3506
ANAPC1|64682	696.3814	ANAPC1|64682	721.5089999999999
ANAPC2|29882	1234.892	ANAPC2|29882	1118.2672
ANAPC4|29945	470.3309	ANAPC4|29945	406.2253
ANAPC5|51433	2506.6083	ANAPC5|51433	2740.5867
ANAPC7|51434	1237.0796	ANAPC7|51434	1448.4688
ANGEL1|23357	835.6576	ANGEL1|23357	640.6082
ANGEL2|90806	813.4172	ANGEL2|90806	902.5317
ANGPT1|284	154.954	ANGPT1|284	139.1379
ANGPT2|285	290.9489	ANGPT2|285	165.5311
ANGPT4|51378	6.9274	lowly_expressed	lowly_expressed
ANGPTL1|9068	176.1006	ANGPTL1|9068	45.0405
ANGPTL2|23452	2300.2461	ANGPTL2|23452	720.0746
ANGPTL4|51129	493.3005	ANGPTL4|51129	35.2865
lowly_expressed	lowly_expressed	ANGPTL6|83854	30.0853
ANG|283	315.6321	ANG|283	574.2294
ANK1|286	12.0317	ANK1|286	59.6715
ANK2|287	405.0679	ANK2|287	462.4543
ANK3|288	1289.5816	ANK3|288	2859.6428
ANKAR|150709	29.5324	ANKAR|150709	53.9339
ANKDD1A|348094	91.514	ANKDD1A|348094	92.9499
ANKFN1|162282	16.0423	ANKFN1|162282	33.8521
ANKFY1|51479	2292.9542	ANKFY1|51479	2134.4044
ANKHD1-EIF4EBP3|404734	559.2963	ANKHD1-EIF4EBP3|404734	692.6027
ANKHD1|54882	2563.7298	ANKHD1|54882	2978.1855
ANKH|56172	846.2310000000001	ANKH|56172	782.6149
ANKIB1|54467	1316.5618	ANKIB1|54467	1327.1176
ANKK1|255239	15.6777	ANKK1|255239	30.4095
ANKLE1|126549	6.1982	ANKLE1|126549	18.0736
ANKLE2|23141	1534.2266	ANKLE2|23141	1557.1972
ANKMY1|51281	323.39799999999997	ANKMY1|51281	220.6125
ANKMY2|57037	518.8223	ANKMY2|57037	826.5079
ANKRA2|57763	449.9134	ANKRA2|57763	432.9054
ANKRD10|55608	1574.7844	ANKRD10|55608	1047.588
ANKRD11|29123	2142.6269	ANKRD11|29123	1898.2314
ANKRD12|23253	1167.806	ANKRD12|23253	1536.2548
ANKRD13A|88455	877.2218	ANKRD13A|88455	1143.226
ANKRD13B|124930	121.0464	ANKRD13B|124930	57.9502
ANKRD13C|81573	638.0458	ANKRD13C|81573	806.4262
ANKRD13D|338692	848.4186	ANKRD13D|338692	821.6309
ANKRD16|54522	110.4731	ANKRD16|54522	192.4177
ANKRD17|26057	3123.5074	ANKRD17|26057	3748.978
ANKRD19|138649	31.3554	ANKRD19|138649	31.2702
lowly_expressed	lowly_expressed	ANKRD1|27063	11.4753
ANKRD20A3|441425	16.0423	ANKRD20A3|441425	21.5162
ANKRD20B|729171	7.6565	ANKRD20B|729171	15.2048
ANKRD22|118932	513.3534	ANKRD22|118932	502.9047
ANKRD23|200539	49.5853	ANKRD23|200539	62.2535
ANKRD24|170961	22.2405	ANKRD24|170961	23.5243
ANKRD26|22852	152.4018	ANKRD26|22852	262.7842
ANKRD27|84079	935.1928	ANKRD27|84079	839.7045
ANKRD28|23243	1094.8865	ANKRD28|23243	817.6146
ANKRD29|147463	66.7214	ANKRD29|147463	208.5634
ANKRD2|26287	5.1044	lowly_expressed	lowly_expressed
ANKRD30A|91074	489.6545	ANKRD30A|91074	1333.4289999999999
ANKRD30B|374860	304.0744	ANKRD30B|374860	875.2779
ANKRD32|84250	203.4454	ANKRD32|84250	198.2357
ANKRD34A|284615	100.2643	ANKRD34A|284615	74.3025
ANKRD35|148741	81.3053	ANKRD35|148741	37.0078
ANKRD36BP1|84832	87.868	ANKRD36BP1|84832	134.5478
ANKRD36B|57730	31.3554	ANKRD36B|57730	32.9915
ANKRD36|375248	133.0781	ANKRD36|375248	147.4575
ANKRD37|353322	59.2252	ANKRD37|353322	57.8756
ANKRD39|51239	147.662	ANKRD39|51239	112.4579
ANKRD40|91369	1601.3126	ANKRD40|91369	1225.2743
ANKRD42|338699	185.2156	ANKRD42|338699	206.2684
ANKRD43|134548	66.7214	ANKRD43|134548	205.4077
ANKRD44|91526	58.7002	ANKRD44|91526	257.0465
ANKRD46|157567	871.1549	ANKRD46|157567	1092.7089
ANKRD49|54851	204.5392	ANKRD49|54851	256.4728
ANKRD50|57182	3111.8403	ANKRD50|57182	2158.7894
ANKRD52|283373	2094.9777	ANKRD52|283373	2072.7247
ANKRD53|79998	25.5218	ANKRD53|79998	8.6065
ANKRD54|129138	267.9792	ANKRD54|129138	329.9147
lowly_expressed	lowly_expressed	ANKRD55|79722	11.4753
ANKRD56|345079	77.2947	ANKRD56|345079	154.6296
ANKRD57|65124	351.8367	ANKRD57|65124	399.3402
ANKRD58|347454	11.6671	ANKRD58|347454	23.2375
ANKRD5|63926	282.5631	ANKRD5|63926	402.7828
ANKRD6|22881	304.9676	ANKRD6|22881	233.5337
ANKRD9|122416	49.9499	ANKRD9|122416	84.0565
ANKS1A|23294	976.3923	ANKS1A|23294	895.9334
ANKS1B|56899	102.4519	ANKS1B|56899	85.7778
ANKS3|124401	338.3465	ANKS3|124401	232.3747
ANKS6|203286	538.5106	ANKS6|203286	296.9232
ANKZF1|55139	674.8701	ANKZF1|55139	721.5089999999999
ANLN|54443	366.7852	ANLN|54443	273.112
ANO10|55129	643.5147	ANO10|55129	649.7884
ANO1|55107	9175.8272	ANO1|55107	16022.0899
ANO2|57101	76.5655	ANO2|57101	26.1063
ANO3|63982	8.3857	ANO3|63982	6.5983
ANO4|121601	25.1572	ANO4|121601	7.7458
ANO5|203859	223.8629	ANO5|203859	226.3501
ANO6|196527	2185.0333	ANO6|196527	1855.5548
ANO7|50636	15.6777	ANO7|50636	24.385
ANO8|57719	280.0109	ANO8|57719	353.1521
ANO9|338440	245.7388	ANO9|338440	334.5048
ANP32A|8125	2637.4989	ANP32A|8125	2933.0847
ANP32B|10541	3569.0457	ANP32B|10541	3868.8948
ANP32E|81611	2937.5627	ANP32E|81611	2103.4211
ANPEP|290	315.0123	ANPEP|290	180.7359
ANTXR1|84168	3312.369	ANTXR1|84168	1203.7582
ANTXR2|118429	1013.9459	ANTXR2|118429	897.3679
ANUBL1|93550	157.1416	ANUBL1|93550	167.2524
ANXA11|311	3083.7663	ANXA11|311	4197.375
ANXA13|312	5.468999999999999	lowly_expressed	lowly_expressed
ANXA1|301	2893.4464	ANXA1|301	1680.8434
ANXA2P1|303	75.1071	ANXA2P1|303	82.6221
ANXA2P2|304	4522.4683	ANXA2P2|304	5138.9228
ANXA2P3|305	5.1044	ANXA2P3|305	5.4508
ANXA2|302	12413.8182	ANXA2|302	13773.2195
ANXA3|306	491.8421	ANXA3|306	1461.6654
ANXA4|307	1400.7839	ANXA4|307	1428.3870000000002
ANXA5|308	6996.2629	ANXA5|308	7692.1753
ANXA6|309	8642.4209	ANXA6|309	10217.0265
ANXA7|310	2798.651	ANXA7|310	2954.6009
ANXA8L2|244	20.4175	lowly_expressed	lowly_expressed
ANXA8|653145	34.6368	ANXA8|653145	15.7785
ANXA9|8416	2349.4668	ANXA9|8416	1294.413
AOAH|313	191.7783	AOAH|313	281.7184
AOC2|314	46.3039	AOC2|314	20.3686
AOC3|8639	4463.4035	AOC3|8639	1492.9355
AOX1|316	240.2698	AOX1|316	514.0931
AP1AR|55435	771.4885	AP1AR|55435	824.4997
AP1B1|162	2046.4862	AP1B1|162	3608.1188
AP1G1|164	1904.2931	AP1G1|164	2095.6752
AP1G2|8906	1780.4539	AP1G2|8906	1606.5208
AP1M1|8907	815.9694	AP1M1|8907	892.204
AP1M2|10053	917.6921	AP1M2|10053	1419.4937
AP1S1|1174	1167.806	AP1S1|1174	1173.9224
AP1S2|8905	243.5512	AP1S2|8905	277.7021
AP1S3|130340	146.5682	AP1S3|130340	177.86700000000002
AP2A1|160	3115.9967	AP2A1|160	2455.3511
AP2A2|161	2247.7441	AP2A2|161	2378.2543
AP2B1|163	4827.6365	AP2B1|163	4802.1229
AP2M1|1173	6839.4859	AP2M1|1173	7197.8771
AP2S1|1175	1956.066	AP2S1|1175	1623.467
AP3B1|8546	1413.9094	AP3B1|8546	1528.5089
AP3B2|8120	49.2207	AP3B2|8120	43.6061
AP3D1|8943	2775.6813	AP3D1|8943	3613.2827
AP3M1|26985	1532.7682	AP3M1|26985	2130.1011
AP3M2|10947	591.3773	AP3M2|10947	541.3469
AP3S1|1176	900.9206	AP3S1|1176	629.1329
AP3S2|10239	1398.8625	AP3S2|10239	1497.4281
AP4B1|10717	386.0906	AP4B1|10717	360.2525
AP4E1|23431	382.8275	AP4E1|23431	391.5943
AP4M1|9179	473.1456	AP4M1|9179	319.5525
AP4S1|11154	67.8151	AP4S1|11154	65.696
APAF1|317	558.5635	APAF1|317	621.1002
APBA1|320	181.5696	APBA1|320	472.782
APBA2|321	68.5443	APBA2|321	162.0885
APBA3|9546	179.7466	APBA3|9546	252.7433
APBB1IP|54518	530.4895	APBB1IP|54518	583.5186
APBB1|322	409.0785	APBB1|322	501.4703
APBB2|323	2004.9221	APBB2|323	2488.1302
APBB3|10307	315.0123	APBB3|10307	242.1287
APC2|10297	5.87	lowly_expressed	lowly_expressed
APCDD1L|164284	18.9591	lowly_expressed	lowly_expressed
APCDD1|147495	881.5969	APCDD1|147495	325.3245
APC|324	852.4291	APC|324	1001.2192
APEH|327	1610.0629	APEH|327	1244.2086
APEX1|328	3038.5562	APEX1|328	2368.5003
APEX2|27301	705.4963	APEX2|27301	535.8961
APH1A|51107	16166.6211	APH1A|51107	14171.6991
APH1B|83464	518.0932	APH1B|83464	681.6324
API5|8539	2220.0346	API5|8539	2743.1686
APIP|51074	346.13800000000003	APIP|51074	425.3231
APITD1|378708	133.5375	APITD1|378708	108.1059
APLF|200558	58.3356	APLF|200558	76.8845
APLNR|187	1957.5244	APLNR|187	1075.8086
APLN|8862	139.6409	APLN|8862	24.0981
APLP1|333	139.2763	APLP1|333	187.62099999999998
APLP2|334	7140.6435	APLP2|334	4739.5826
APOA1BP|128240	2049.0384	APOA1BP|128240	2323.4598
APOB48R|55911	285.4799	APOB48R|55911	436.348
APOBEC3A|200315	10.2087	APOBEC3A|200315	22.9506
APOBEC3B|9582	96.98299999999999	APOBEC3B|9582	179.0146
APOBEC3C|27350	311.7309	APOBEC3C|27350	604.1741
APOBEC3D|140564	162.6105	APOBEC3D|140564	303.2346
APOBEC3F|200316	164.0689	APOBEC3F|200316	351.4308
APOBEC3G|60489	317.9291	APOBEC3G|60489	510.0767
APOBEC3H|164668	8.0211	APOBEC3H|164668	24.6719
APOB|338	26.6156	lowly_expressed	lowly_expressed
APOC1|341	822.8967	APOC1|341	424.01199999999994
APOC2|344	28.8032	APOC2|344	56.5158
APOD|347	5727.0987	APOD|347	1761.4574
APOE|348	4411.6307	APOE|348	2553.5394
APOL1|8542	1999.0885	APOL1|8542	1374.4531
APOL2|23780	816.6986	APOL2|23780	784.91
APOL3|80833	923.5257	APOL3|80833	1238.7578
APOL4|80832	460.8513	APOL4|80832	115.3267
APOL6|80830	1784.3405	APOL6|80830	2389.4427
APOLD1|81575	1538.6018	APOLD1|81575	948.6653
APOM|55937	31.72	APOM|55937	23.8112
APOOL|139322	171.3609	APOOL|139322	293.4806
APOO|79135	186.3094	APOO|79135	308.3985
APPBP2|10513	1288.8524	APPBP2|10513	1417.1986
APPL1|26060	1075.5628	APPL1|26060	1316.5029
APPL2|55198	1103.2723	APPL2|55198	965.9327
APP|351	16444.4444	APP|351	27351.0722
APRT|353	1014.6751	APRT|353	789.7869999999999
APTX|54840	695.6522	APTX|54840	698.2715
AQP11|282679	106.0979	AQP11|282679	163.8098
AQP1|358	6053.8875	AQP1|358	2909.3222
lowly_expressed	lowly_expressed	AQP2|359	5.4508
AQP3|360	1871.1148	AQP3|360	7290.5401
lowly_expressed	lowly_expressed	AQP4|361	9.1802
lowly_expressed	lowly_expressed	AQP5|362	110.4497
AQP7P1|375719	102.0873	AQP7P1|375719	10.6146
AQP7|364	657.7339999999999	AQP7|364	89.7942
AQP9|366	12.7609	lowly_expressed	lowly_expressed
AQPEP|206338	91.7546	AQPEP|206338	18.0736
AQR|9716	1356.3029999999999	AQR|9716	1313.6341
ARAF|369	1471.5158	ARAF|369	1564.6561
ARAP1|116985	3492.0208	ARAP1|116985	2508.1374
ARAP2|116984	260.6873	ARAP2|116984	548.8059
ARAP3|64411	509.3428	ARAP3|64411	231.8009
ARCN1|372	3668.5808	ARCN1|372	3631.6431
ARC|23237	14.5839	lowly_expressed	lowly_expressed
AREG|374	1029.6236	AREG|374	100.1219
ARF1|375	12899.0976	ARF1|375	12937.8183
ARF3|377	7443.6241	ARF3|377	5893.996999999999
ARF4|378	4218.7585	ARF4|378	3582.5862
ARF5|381	2401.6042	ARF5|381	2218.9687
ARF6|382	3753.8966	ARF6|382	3082.8373
ARFGAP1|55738	2614.1646	ARFGAP1|55738	1559.2053
ARFGAP2|84364	2801.9324	ARFGAP2|84364	2480.9582
ARFGAP3|26286	712.0591	ARFGAP3|26286	1592.4837
ARFGEF1|10565	1348.362	ARFGEF1|10565	1395.6824
ARFGEF2|10564	2570.0483	ARFGEF2|10564	3918.2385
ARFIP1|27236	1319.114	ARFIP1|27236	1282.9377
ARFIP2|23647	2236.4415	ARFIP2|23647	1795.3095
ARFRP1|10139	832.3763	ARFRP1|10139	600.7315
ARG2|384	146.6594	ARG2|384	223.9862
ARGLU1|55082	2120.1349	ARGLU1|55082	2422.7211
ARHGAP10|79658	333.2422	ARHGAP10|79658	196.2275
ARHGAP11A|9824	316.1061	ARHGAP11A|9824	271.6775
ARHGAP11B|89839	23.3342	ARHGAP11B|89839	22.6637
ARHGAP12|94134	600.8568	ARHGAP12|94134	1091.0134
ARHGAP15|55843	82.3991	ARHGAP15|55843	307.251
ARHGAP17|55114	1085.0424	ARHGAP17|55114	1302.7326
ARHGAP18|93663	741.5915	ARHGAP18|93663	883.3106
ARHGAP19|84986	529.7603	ARHGAP19|84986	500.6096
ARHGAP1|392	4530.1249	ARHGAP1|392	3536.1113
ARHGAP20|57569	157.1416	ARHGAP20|57569	109.589
ARHGAP21|57584	1025.9776	ARHGAP21|57584	936.3838
ARHGAP22|58504	93.337	ARHGAP22|58504	117.04799999999999
ARHGAP23|57636	678.8807	ARHGAP23|57636	376.3896
ARHGAP24|83478	280.3755	ARHGAP24|83478	1375.3138
ARHGAP25|9938	315.7415	ARHGAP25|9938	651.7966
ARHGAP26|23092	291.6781	ARHGAP26|23092	1083.2676
ARHGAP27|201176	1530.5806	ARHGAP27|201176	1368.9565
ARHGAP28|79822	143.2868	ARHGAP28|79822	63.9748
ARHGAP29|9411	1608.9691	ARHGAP29|9411	2373.3773
ARHGAP30|257106	798.4687	ARHGAP30|257106	1776.0884
ARHGAP31|57514	739.0393	ARHGAP31|57514	752.7792
ARHGAP32|9743	2011.4848	ARHGAP32|9743	3090.5831
ARHGAP33|115703	164.7981	ARHGAP33|115703	150.6132
ARHGAP39|80728	276.0004	ARHGAP39|80728	210.2847
ARHGAP42|143872	119.5078	ARHGAP42|143872	175.2851
ARHGAP4|393	531.2187	ARHGAP4|393	877.8599
ARHGAP5|394	951.9643	ARHGAP5|394	1318.2242
ARHGAP6|395	90.0556	ARHGAP6|395	70.2862
ARHGAP8|23779	532.575	ARHGAP8|23779	540.4863
ARHGAP9|64333	205.9976	ARHGAP9|64333	603.3135
ARHGDIA|396	5707.775	ARHGDIA|396	4678.4767
ARHGDIB|397	5713.6086	ARHGDIB|397	5790.7194
ARHGDIG|398	14.9485	lowly_expressed	lowly_expressed
ARHGEF10L|55160	954.5165	ARHGEF10L|55160	910.5644
ARHGEF10|9639	798.8333	ARHGEF10|9639	747.0415
ARHGEF11|9826	1899.918	ARHGEF11|9826	1805.9241
ARHGEF12|23365	2694.3761	ARHGEF12|23365	2425.0161
ARHGEF15|22899	697.8398	ARHGEF15|22899	221.1863
ARHGEF16|27237	385.015	ARHGEF16|27237	354.5865
ARHGEF17|9828	1365.7825	ARHGEF17|9828	795.8115
ARHGEF18|23370	664.2968	ARHGEF18|23370	1044.8254
ARHGEF19|128272	643.1501	ARHGEF19|128272	538.765
ARHGEF1|9138	2455.9293	ARHGEF1|9138	2684.9315
ARHGEF2|9181	2361.4985	ARHGEF2|9181	1913.505
ARHGEF33|100271715	6.9274	ARHGEF33|100271715	7.1721
ARHGEF35|445328	710.2361	ARHGEF35|445328	570.6089
ARHGEF37|389337	835.6576	ARHGEF37|389337	1460.5178
ARHGEF38|54848	55.7834	ARHGEF38|54848	74.3025
ARHGEF3|50650	706.2255	ARHGEF3|50650	930.6462
ARHGEF4|50649	148.0266	ARHGEF4|50649	69.9993
ARHGEF5|7984	430.5897	ARHGEF5|7984	461.5936
ARHGEF6|9459	1530.2160000000001	ARHGEF6|9459	1249.6593
ARHGEF7|8874	1623.5529999999999	ARHGEF7|8874	1542.2793
ARHGEF9|23229	521.0099	ARHGEF9|23229	734.4187
ARID1A|8289	2560.9334	ARID1A|8289	2585.0965
ARID1B|57492	2053.0489	ARID1B|57492	2188.6251
ARID2|196528	883.0553	ARID2|196528	1175.6437
ARID3A|1820	69.6381	ARID3A|1820	94.958
ARID3B|10620	194.6951	ARID3B|10620	220.8994
ARID4A|5926	645.7023	ARID4A|5926	689.6651
ARID4B|51742	1695.0141	ARID4B|51742	1881.3914
ARID5A|10865	499.8633	ARID5A|10865	483.9705
ARID5B|84159	1357.0322	ARID5B|84159	1431.2558
ARIH1|25820	1729.6509	ARIH1|25820	2280.7143
ARIH2|10425	1186.3276	ARIH2|10425	1039.9053
ARL10|285598	17.1361	ARL10|285598	27.2538
ARL11|115761	156.4124	ARL11|115761	102.9907
ARL13B|200894	301.8868	ARL13B|200894	237.5385
ARL15|54622	434.2357	ARL15|54622	389.5862
ARL16|339231	569.1368	ARL16|339231	492.8638
ARL17A|51326	61.9451	ARL17A|51326	74.1189
lowly_expressed	lowly_expressed	ARL17B|641522	5.095
ARL1|400	3661.6535	ARL1|400	5814.2437
ARL2BP|23568	1027.8006	ARL2BP|23568	963.6377
ARL2|402	701.8503	ARL2|402	641.182
ARL3|403	898.7330000000001	ARL3|403	628.846
ARL4A|10124	344.9093	ARL4A|10124	287.1692
ARL4C|10123	967.6419999999999	ARL4C|10123	785.4838
ARL4D|379	86.7742	ARL4D|379	50.2044
ARL5A|26225	1252.3927	ARL5A|26225	1758.3017
ARL5B|221079	160.4229	ARL5B|221079	204.5471
ARL6IP1|23204	4739.4039	ARL6IP1|23204	3370.2933
ARL6IP4|51329	2386.2911	ARL6IP4|51329	2297.6404
ARL6IP5|10550	3154.4982	ARL6IP5|10550	4738.1482
ARL6IP6|151188	382.0983	ARL6IP6|151188	271.6775
ARL6|84100	80.2115	ARL6|84100	101.8432
ARL8A|127829	1649.4394	ARL8A|127829	1427.5264
ARL8B|55207	2555.8289999999997	ARL8B|55207	2131.5355
ARL9|132946	10.9379	ARL9|132946	11.4753
ARMC10|83787	724.9075	ARMC10|83787	822.0498
ARMC1|55156	432.4127	ARMC1|55156	450.4052
ARMC2|84071	60.5232	ARMC2|84071	62.2535
lowly_expressed	lowly_expressed	ARMC4|55130	20.3686
ARMC5|79798	314.6477	ARMC5|79798	262.2104
ARMC6|93436	671.9169	ARMC6|93436	526.9139
ARMC7|79637	444.4444	ARMC7|79637	396.4713
ARMC8|25852	747.7896	ARMC8|25852	677.9029
ARMC9|80210	373.3479	ARMC9|80210	240.6943
ARMCX1|51309	1983.7754	ARMCX1|51309	904.253
ARMCX2|9823	1749.3392	ARMCX2|9823	1562.0742
ARMCX3|51566	2374.2594	ARMCX3|51566	2684.0709
ARMCX5|64860	268.7084	ARMCX5|64860	354.2996
ARMCX6|54470	336.8882	ARMCX6|54470	87.2122
ARNT2|9915	747.0604	ARNT2|9915	6176.5761
ARNTL2|56938	17.1361	ARNTL2|56938	59.3846
ARNTL|406	301.5222	ARNTL|406	266.5137
ARNT|405	3550.8158	ARNT|405	3925.4106
ARPC1A|10552	2396.2848	ARPC1A|10552	1817.9732
ARPC1B|10095	3903.2322	ARPC1B|10095	2541.4904
ARPC2|10109	5140.8258	ARPC2|10109	5055.1531
ARPC3|10094	3938.7476	ARPC3|10094	3897.583
ARPC4|10093	3324.0069	ARPC4|10093	3010.3278
ARPC5L|81873	848.054	ARPC5L|81873	758.2299
ARPC5|10092	3577.796	ARPC5|10092	3710.8226
ARPM1|84517	33.543	ARPM1|84517	29.8358
ARPP19|10776	3427.9464	ARPP19|10776	3796.3136
ARRB1|408	573.1474	ARRB1|408	704.8698
ARRB2|409	705.4963	ARRB2|409	758.2299
ARRDC1|92714	1494.4855	ARRDC1|92714	1420.3543
ARRDC2|27106	657.3694	ARRDC2|27106	757.6562
ARRDC3|57561	1454.3797	ARRDC3|57561	1672.5238
ARRDC4|91947	553.4591	ARRDC4|91947	376.6765
lowly_expressed	lowly_expressed	ARRDC5|645432	8.6065
ARSA|410	562.2095	ARSA|410	845.4422
ARSB|411	429.8605	ARSB|411	323.6032
ARSD|414	2990.7939	ARSD|414	4267.3743
ARSE|415	32.8138	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ARSF|416	45.9012
ARSG|22901	155.6832	ARSG|22901	117.04799999999999
ARSH|347527	19.3237	ARSH|347527	77.1713
ARSI|340075	59.794	ARSI|340075	20.9424
ARSJ|79642	44.8455	ARSJ|79642	33.8521
ARSK|153642	118.4942	ARSK|153642	127.0889
lowly_expressed	lowly_expressed	ART4|420	88.9335
ART5|116969	32.4492	ART5|116969	8.0327
ARTN|9048	16.0423	lowly_expressed	lowly_expressed
ARV1|64801	579.7101	ARV1|64801	855.1962
ARVCF|421	339.4403	ARVCF|421	419.4219
AR|367	520.2807	AR|367	522.4127
AS3MT|57412	170.2671	AS3MT|57412	296.9232
ASAH1|427	7171.6343	ASAH1|427	7622.7498
lowly_expressed	lowly_expressed	ASAH2B|653308	20.9424
ASAH2|56624	23.3342	lowly_expressed	lowly_expressed
ASAM|79827	312.4601	ASAM|79827	177.5801
ASAP1|50807	807.9482	ASAP1|50807	687.37
ASAP2|8853	650.4421	ASAP2|8853	506.3473
ASAP3|55616	1317.6556	ASAP3|55616	1331.4208
lowly_expressed	lowly_expressed	ASB12|142689	6.8852
ASB13|79754	921.3381	ASB13|79754	882.45
ASB14|142686	11.3025	ASB14|142686	10.6146
ASB16|92591	18.2663	ASB16|92591	20.2051
ASB1|51665	467.961	ASB1|51665	605.2528
ASB2|51676	34.2722	ASB2|51676	77.4582
ASB3|51130	301.8868	ASB3|51130	391.8812
ASB6|140459	837.7213	ASB6|140459	715.4414
ASB7|140460	475.7998	ASB7|140460	506.3473
ASB8|140461	826.9073	ASB8|140461	575.7728
ASB9|140462	36.0952	ASB9|140462	165.81799999999998
ASCC1|51008	452.4656	ASCC1|51008	407.3729
ASCC2|84164	1196.9738	ASCC2|84164	2310.837
ASCC3|10973	1273.5393	ASCC3|10973	1523.345
ASCL1|429	42.6579	ASCL1|429	6.8852
ASCL2|430	19.3237	ASCL2|430	13.4835
ASCL4|121549	16.7715	lowly_expressed	lowly_expressed
ASF1A|25842	429.8605	ASF1A|25842	515.8144
ASF1B|55723	171.7255	ASF1B|55723	363.7668
ASGR1|432	17.1361	ASGR1|432	8.0327
ASGR2|433	10.2087	ASGR2|433	12.9097
ASH1L|55870	2590.8887	ASH1L|55870	3182.8215
ASH2L|9070	1202.0782	ASH2L|9070	1119.9885
ASL|435	654.8172	ASL|435	499.4621
ASMTL|8623	664.2968	ASMTL|8623	636.5804
ASNA1|439	1136.086	ASNA1|439	1433.264
ASNSD1|54529	1033.6341	ASNSD1|54529	1164.7422
ASNS|440	400.6927	ASNS|440	530.4454
ASPA|443	31.72	ASPA|443	31.8439
ASPG|374569	11.6671	lowly_expressed	lowly_expressed
ASPHD1|253982	10.5733	ASPHD1|253982	6.8852
ASPHD2|57168	67.4506	ASPHD2|57168	223.4813
ASPH|444	3542.8639	ASPH|444	1382.6321
ASPM|259266	274.54200000000003	ASPM|259266	210.2847
ASPN|54829	2574.4235	ASPN|54829	158.9328
ASPRV1|151516	60.2315	ASPRV1|151516	88.3884
ASPSCR1|79058	596.4816	ASPSCR1|79058	582.9448
ASRGL1|80150	154.2248	ASRGL1|80150	113.8923
ASS1|445	2772.4	ASS1|445	1248.7987
ASTE1|28990	233.5284	ASTE1|28990	232.3202
ASTL|431705	8.3857	ASTL|431705	16.9261
ASTN1|460	32.0846	lowly_expressed	lowly_expressed
ASTN2|23245	391.2132	ASTN2|23245	724.0909
ASXL1|171023	1408.4404	ASXL1|171023	1203.7582
ASXL2|55252	582.6269	ASXL2|55252	815.8933
