gene_id	TCGA-E2-A1LS-01A-12R-A157-07	gene_id	TCGA-E2-A1LS-11A-32R-A157-07
ALOX12P2|245	13.5135	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ALOX15B|247	5.5589
ALOX15|246	8.5085	lowly_expressed	lowly_expressed
ALOX5AP|241	75.0751	ALOX5AP|241	170.8426
ALOX5|240	55.5556	ALOX5|240	34.465
ALPK1|80216	1333.8338	ALPK1|80216	380.2267
lowly_expressed	lowly_expressed	ALPK2|115701	18.9002
ALPK3|57538	68.0681	ALPK3|57538	7176.130999999999
ALPL|249	1672.1722	ALPL|249	393.1974
ALS2CL|259173	115.1151	ALS2CL|259173	329.4557
ALS2CR11|151254	24.5245	ALS2CR11|151254	35.2062
ALS2CR4|65062	1581.5816	ALS2CR4|65062	639.2701
ALS2CR8|79800	143.1431	ALS2CR8|79800	146.013
ALS2|57679	651.1512	ALS2|57679	682.2587
lowly_expressed	lowly_expressed	ALX1|8092	25.5708
ALX3|257	25.025	ALX3|257	14.0825
lowly_expressed	lowly_expressed	ALX4|60529	9.2648
AMACR|23600	90.5906	AMACR|23600	207.9017
AMBRA1|55626	437.9379	AMBRA1|55626	735.9944
AMD1|262	3455.9509999999996	AMD1|262	1105.1034
lowly_expressed	lowly_expressed	AMDHD1|144193	5.9295
AMDHD2|51005	34.5345	AMDHD2|51005	99.1554
AMFR|267	2874.3744	AMFR|267	2372.8964
AMH|268	37.037	lowly_expressed	lowly_expressed
AMICA1|120425	21.021	AMICA1|120425	50.0298
AMIGO1|57463	34.5345	AMIGO1|57463	280.5377
AMIGO2|347902	211.2112	AMIGO2|347902	659.2819999999999
AMIGO3|386724	254.7548	AMIGO3|386724	31.5003
AMMECR1L|83607	904.9049	AMMECR1L|83607	1086.9444
AMMECR1|9949	673.1732	AMMECR1|9949	131.1893
AMN1|196394	473.4735	AMN1|196394	148.2365
AMOTL1|154810	371.8719	AMOTL1|154810	2867.6359
AMOTL2|51421	1310.8108	AMOTL2|51421	7504.1043
AMOT|154796	1516.016	AMOT|154796	817.1539
AMPD2|271	410.4104	AMPD2|271	562.9283
AMPD3|272	264.2643	AMPD3|272	108.9539
AMPH|273	6.5065	AMPH|273	91.9067
AMTN|401138	35.5355	lowly_expressed	lowly_expressed
AMT|275	54.7147	AMT|275	145.8648
AMY1A|276	775.7758	AMY1A|276	20.3825
AMY2A|279	14.014000000000001	AMY2A|279	5.1883
AMY2B|280	336.0561	AMY2B|280	426.9138
AMZ2P1|201283	166.6667	AMZ2P1|201283	235.6961
AMZ2|51321	864.3644	AMZ2|51321	1744.3735
ANAPC10|10393	220.2202	ANAPC10|10393	150.8307
ANAPC11|51529	434.4344	ANAPC11|51529	743.7768
ANAPC13|25847	2156.7067	ANAPC13|25847	1055.8296
ANAPC16|119504	2048.5485	ANAPC16|119504	3258.6098
ANAPC1|64682	593.5936	ANAPC1|64682	980.5847
ANAPC2|29882	318.3183	ANAPC2|29882	393.1974
ANAPC4|29945	324.3243	ANAPC4|29945	516.6043
ANAPC5|51433	3254.2543	ANAPC5|51433	2195.7538
ANAPC7|51434	1147.1471	ANAPC7|51434	783.8007
ANGEL1|23357	254.7548	ANGEL1|23357	392.8268
ANGEL2|90806	1319.3193	ANGEL2|90806	566.6342
ANGPT1|284	34.034	ANGPT1|284	1661.361
ANGPT2|285	113.1131	ANGPT2|285	226.4313
lowly_expressed	lowly_expressed	ANGPT4|51378	12.9707
ANGPTL1|9068	7.5075	ANGPTL1|9068	1170.3275
ANGPTL2|23452	309.3093	ANGPTL2|23452	11125.523000000001
ANGPTL4|51129	10.5105	ANGPTL4|51129	1003.932
ANGPTL5|253935	7.5075	ANGPTL5|253935	67.8182
lowly_expressed	lowly_expressed	ANGPTL7|10218	10.3766
ANG|283	372.5325	ANG|283	789.8969
ANK2|287	146.6466	ANK2|287	3319.0162
ANK3|288	1030.5305	ANK3|288	322.0439
ANKAR|150709	202.2022	ANKAR|150709	65.9653
ANKDD1A|348094	58.0581	ANKDD1A|348094	181.9604
ANKFY1|51479	694.1942	ANKFY1|51479	1897.0571
ANKHD1-EIF4EBP3|404734	527.2723	ANKHD1-EIF4EBP3|404734	1439.0803
ANKHD1|54882	1509.3193	ANKHD1|54882	1883.0970000000002
ANKH|56172	760.2603	ANKH|56172	1523.1305
ANKIB1|54467	2114.1141	ANKIB1|54467	1963.7636
ANKLE1|126549	5.005	ANKLE1|126549	5.1883
ANKLE2|23141	1715.2152	ANKLE2|23141	1727.6969
ANKMY1|51281	79.0791	ANKMY1|51281	116.7363
ANKMY2|57037	705.7057	ANKMY2|57037	723.3943
ANKRA2|57763	179.1792	ANKRA2|57763	286.4671
ANKRD10|55608	1459.2943	ANKRD10|55608	1091.4916
ANKRD11|29123	2745.9359	ANKRD11|29123	2231.4158
ANKRD12|23253	1237.7377	ANKRD12|23253	1930.0398
ANKRD13A|88455	3316.8168	ANKRD13A|88455	991.7025
ANKRD13B|124930	88.5886	ANKRD13B|124930	154.5366
ANKRD13C|81573	389.3894	ANKRD13C|81573	805.6656
ANKRD13D|338692	383.3834	ANKRD13D|338692	290.5436
ANKRD16|54522	134.6346	ANKRD16|54522	99.6891
ANKRD17|26057	4569.0691	ANKRD17|26057	2940.6424
ANKRD19|138649	38.038000000000004	ANKRD19|138649	25.5708
ANKRD20A3|441425	13.013	ANKRD20A3|441425	5.1883
lowly_expressed	lowly_expressed	ANKRD20B|729171	12.9707
ANKRD22|118932	110.1101	lowly_expressed	lowly_expressed
ANKRD23|200539	14.5145	ANKRD23|200539	11.4883
lowly_expressed	lowly_expressed	ANKRD24|170961	17.7884
ANKRD26|22852	265.2653	ANKRD26|22852	307.2202
ANKRD27|84079	699.6997	ANKRD27|84079	870.5191
ANKRD28|23243	1495.4955	ANKRD28|23243	1221.8397
ANKRD29|147463	21.021	ANKRD29|147463	386.5268
lowly_expressed	lowly_expressed	ANKRD30A|91074	14.0825
lowly_expressed	lowly_expressed	ANKRD31|256006	7.0412
ANKRD32|84250	79.5796	ANKRD32|84250	154.9072
ANKRD34A|284615	24.024	ANKRD34A|284615	22.2355
ANKRD35|148741	306.8068	ANKRD35|148741	200.4899
ANKRD36BP1|84832	231.7317	ANKRD36BP1|84832	105.2479
ANKRD36B|57730	88.0881	ANKRD36B|57730	19.6413
ANKRD36|375248	362.3624	ANKRD36|375248	153.7954
ANKRD37|353322	109.3093	ANKRD37|353322	143.7376
ANKRD39|51239	188.6887	ANKRD39|51239	118.9598
ANKRD40|91369	755.7558	ANKRD40|91369	5216.4439
ANKRD42|338699	146.1461	ANKRD42|338699	254.2257
lowly_expressed	lowly_expressed	ANKRD43|134548	94.1302
lowly_expressed	lowly_expressed	ANKRD44|91526	198.637
ANKRD45|339416	33.033	ANKRD45|339416	6.3001
ANKRD46|157567	538.5385	ANKRD46|157567	1144.1341
ANKRD49|54851	204.7047	ANKRD49|54851	200.8605
ANKRD50|57182	1452.4525	ANKRD50|57182	902.3899
ANKRD52|283373	651.6517	ANKRD52|283373	1202.9395
ANKRD53|79998	14.014000000000001	ANKRD53|79998	216.4253
ANKRD54|129138	826.3263	ANKRD54|129138	227.1725
ANKRD56|345079	11.011	lowly_expressed	lowly_expressed
ANKRD57|65124	672.1722	ANKRD57|65124	394.3092
ANKRD5|63926	401.4014	ANKRD5|63926	283.1318
ANKRD6|22881	213.2533	ANKRD6|22881	257.8204
ANKRD9|122416	17.5175	ANKRD9|122416	68.93
ANKS1A|23294	728.7287	ANKS1A|23294	931.2961
ANKS1B|56899	58.0581	ANKS1B|56899	28.5355
ANKS3|124401	77.5776	ANKS3|124401	103.0244
ANKS6|203286	217.2172	lowly_expressed	lowly_expressed
ANKZF1|55139	415.4154	ANKZF1|55139	394.3092
ANLN|54443	526.026	ANLN|54443	22.6061
ANO10|55129	2302.3023	ANO10|55129	1324.4935
ANO1|55107	6144.6446	ANO1|55107	546.6222
ANO2|57101	15.5155	ANO2|57101	117.8481
ANO3|63982	34.034	ANO3|63982	536.9869
ANO4|121601	7.5075	ANO4|121601	12.9707
ANO5|203859	76.5766	ANO5|203859	247.1844
ANO6|196527	2189.6897	ANO6|196527	15196.8396
ANO7|50636	21.021	ANO7|50636	6.6706
ANO8|57719	67.5676	ANO8|57719	227.9137
ANO9|338440	120.1201	ANO9|338440	8.5236
ANP32A|8125	2666.1662	ANP32A|8125	2416.9968
ANP32B|10541	3369.3694	ANP32B|10541	3153.7324
ANP32E|81611	2268.2683	ANP32E|81611	876.4485
ANPEP|290	56.5566	ANPEP|290	431.3683
ANTXR1|84168	3073.0731	ANTXR1|84168	2002.3051
ANTXR2|118429	1183.1832	ANTXR2|118429	5980.2327
ANUBL1|93550	72.0721	ANUBL1|93550	167.8779
ANXA11|311	1633.1331	ANXA11|311	5404.7043
ANXA13|312	5.005	lowly_expressed	lowly_expressed
ANXA1|301	5150.6507	ANXA1|301	30024.9408
ANXA2P1|303	40.5405	ANXA2P1|303	149.7189
ANXA2P2|304	2698.6987	ANXA2P2|304	10282.4277
lowly_expressed	lowly_expressed	ANXA2P3|305	7.0412
ANXA2|302	10233.2332	ANXA2|302	30122.0357
ANXA3|306	1205.7057	ANXA3|306	934.6314
ANXA4|307	1812.3123	ANXA4|307	1030.9851
ANXA5|308	17695.1952	ANXA5|308	17207.6683
ANXA6|309	1093.0931	ANXA6|309	18222.3474
ANXA7|310	1748.7487	ANXA7|310	3437.6054
ANXA8L2|244	69.5696	lowly_expressed	lowly_expressed
ANXA8|653145	347.8478	ANXA8|653145	8.531
ANXA9|8416	32.5325	ANXA9|8416	36.6885
AOAH|313	22.022	AOAH|313	15.9354
lowly_expressed	lowly_expressed	AOC2|314	219.3901
AOC3|8639	422.4224	AOC3|8639	43679.7498
AOX1|316	21.021	AOX1|316	1192.563
AP1AR|55435	652.6527	AP1AR|55435	364.2913
AP1B1|162	2620.1201	AP1B1|162	1825.1624
AP1G1|164	4037.0370000000003	AP1G1|164	2276.1721
AP1G2|8906	390.8809	AP1G2|8906	128.2987
AP1M1|8907	574.0741	AP1M1|8907	1490.5184
AP1M2|10053	1395.3954	AP1M2|10053	27.7944
AP1S1|1174	1362.8629	AP1S1|1174	359.4736
AP1S2|8905	313.8138	AP1S2|8905	516.9749
AP1S3|130340	79.0791	AP1S3|130340	12.9707
AP2A1|160	714.2543	AP2A1|160	1867.3135
AP2A2|161	1359.3594	AP2A2|161	1607.2547
AP2B1|163	1961.4615	AP2B1|163	4991.1243
AP2M1|1173	5202.2022	AP2M1|1173	4962.9594
AP2S1|1175	1592.0921	AP2S1|1175	822.7128
AP3B1|8546	1397.3974	AP3B1|8546	1642.4609
AP3B2|8120	45.5455	AP3B2|8120	6.3001
AP3D1|8943	2003.003	AP3D1|8943	2699.0168
AP3M1|26985	69.5696	AP3M1|26985	2140.1651
AP3M2|10947	706.7067	AP3M2|10947	378.7444
AP3S1|1176	991.4915	AP3S1|1176	1228.1397
AP3S2|10239	1792.2923	AP3S2|10239	2523.8642
AP4B1|10717	346.1311	AP4B1|10717	361.6379
AP4E1|23431	230.2302	AP4E1|23431	431.3683
AP4M1|9179	577.4525	AP4M1|9179	234.8363
AP4S1|11154	32.5325	AP4S1|11154	75.6006
APAF1|317	1058.5586	APAF1|317	496.963
APBA1|320	2733.2332	APBA1|320	235.3255
APBA2|321	317.3173	APBA2|321	24.8296
APBA3|9546	81.5816	APBA3|9546	110.0656
APBB1IP|54518	58.0581	APBB1IP|54518	1838.1331
APBB1|322	269.2693	APBB1|322	544.0281
APBB2|323	579.0791	APBB2|323	4789.8932
APBB3|10307	106.6066	APBB3|10307	168.6191
APCDD1L|164284	34.5345	APCDD1L|164284	38.1709
APCDD1|147495	1542.5425	APCDD1|147495	2780.9175
APC|324	586.0861	APC|324	1533.8776
APEH|327	844.8448	APEH|327	1185.1511
APEX1|328	1981.4815	APEX1|328	2322.1254
APEX2|27301	383.3834	APEX2|27301	241.255
APH1A|51107	7373.8739	APH1A|51107	2457.0207
APH1B|83464	465.4655	APH1B|83464	428.4036
API5|8539	3829.8298	API5|8539	2320.6431
APIP|51074	219.4094	APIP|51074	984.2906
APITD1|378708	340.4004	APITD1|378708	99.1591
APLF|200558	239.2392	APLF|200558	115.2539
APLNR|187	397.8979	APLNR|187	1158.4686
APLN|8862	17.017	APLN|8862	41.8768
APLP1|333	108.1081	APLP1|333	19.2708
APLP2|334	6914.4144	APLP2|334	12495.2286
APOA1BP|128240	1724.2242	APOA1BP|128240	891.6428
APOB48R|55911	32.5325	APOB48R|55911	18.9002
lowly_expressed	lowly_expressed	APOBEC3A|200315	13.1041
APOBEC3B|9582	173.6436	lowly_expressed	lowly_expressed
APOBEC3C|27350	31.031	APOBEC3C|27350	128.9658
APOBEC3D|140564	18.018	APOBEC3D|140564	36.318000000000005
APOBEC3F|200316	205.7057	APOBEC3F|200316	51.5122
APOBEC3G|60489	31.5315	APOBEC3G|60489	72.2653
lowly_expressed	lowly_expressed	APOB|338	1099.9151
APOC1|341	316.8168	APOC1|341	139.3423
APOC2|344	52.0521	lowly_expressed	lowly_expressed
APOD|347	1215.2152	APOD|347	16848.1947
APOE|348	369.3694	APOE|348	4511.2085
APOL1|8542	248.2482	APOL1|8542	984.6612
APOL2|23780	645.6456	APOL2|23780	530.6868
APOL3|80833	122.6226	APOL3|80833	1440.4886
APOL4|80832	117.6176	APOL4|80832	410.2446
APOL6|80830	2226.7267	APOL6|80830	10730.8432
APOLD1|81575	604.6046	APOLD1|81575	7183.1722
APOM|55937	217.2172	APOM|55937	54.8475
APOOL|139322	163.6637	lowly_expressed	lowly_expressed
APOO|79135	545.045	APOO|79135	209.3841
APPBP2|10513	636.6366	APPBP2|10513	2143.871
APPL1|26060	1544.0439999999999	APPL1|26060	1662.8434
APPL2|55198	1006.5065	APPL2|55198	1300.0345
APP|351	181534.5345	APP|351	12984.4092
APRT|353	2664.1642	APRT|353	681.1469
APTX|54840	1097.5976	APTX|54840	479.9158
AQP11|282679	92.5926	AQP11|282679	46.3239
AQP1|358	2363.3634	AQP1|358	7300.6496
AQP3|360	208.7087	AQP3|360	79.6771
AQP4|361	56.0561	lowly_expressed	lowly_expressed
AQP5|362	2339.3393	AQP5|362	42.2474
AQP6|363	25.025	AQP6|363	7.0412
AQP7P1|375719	6.5065	AQP7P1|375719	909.8018
lowly_expressed	lowly_expressed	AQP7P3|441432	234.9549
lowly_expressed	lowly_expressed	AQP7|364	6773.6687
lowly_expressed	lowly_expressed	AQP9|366	11.4883
lowly_expressed	lowly_expressed	AQPEP|206338	1742.817
AQR|9716	1465.9660000000001	AQR|9716	1103.621
ARAF|369	630.6306	ARAF|369	1331.1641
ARAP1|116985	980.4054	ARAP1|116985	2557.0507
ARAP2|116984	191.6917	ARAP2|116984	90.0537
ARAP3|64411	112.1121	ARAP3|64411	792.3243
ARCN1|372	8190.6907	ARCN1|372	5593.7059
lowly_expressed	lowly_expressed	ARC|23237	22.2355
AREG|374	564.5646	AREG|374	112.2892
ARF1|375	22283.2833	ARF1|375	6852.2341
ARF3|377	7107.6076	ARF3|377	2909.8833
ARF4|378	15549.048999999999	ARF4|378	4153.9585
ARF5|381	5366.7768	ARF5|381	1229.2515
ARF6|382	2438.9389	ARF6|382	1925.9633
ARFGAP1|55738	1197.1972	ARFGAP1|55738	625.1876
ARFGAP2|84364	1857.3574	ARFGAP2|84364	2026.3935
ARFGAP3|26286	2520.02	ARFGAP3|26286	913.5077
ARFGEF1|10565	1646.8418	ARFGEF1|10565	1692.8613
ARFGEF2|10564	2615.6156	ARFGEF2|10564	2109.7766
ARFIP1|27236	2086.0861	ARFIP1|27236	945.7491
ARFIP2|23647	1248.7487	ARFIP2|23647	620.7405
ARFRP1|10139	212.7127	ARFRP1|10139	474.3569
ARG2|384	174.1191	ARG2|384	611.6462
ARGLU1|55082	2123.1231	ARGLU1|55082	1423.4414
ARHGAP10|79658	464.4645	ARHGAP10|79658	993.1848
ARHGAP11A|9824	320.3203	ARHGAP11A|9824	68.1888
ARHGAP11B|89839	9.3694	ARHGAP11B|89839	6.6966
ARHGAP12|94134	990.9910000000001	ARHGAP12|94134	1179.5923
ARHGAP15|55843	20.5205	ARHGAP15|55843	46.6945
ARHGAP17|55114	982.4825	ARHGAP17|55114	1714.7262
ARHGAP18|93663	1282.2823	ARHGAP18|93663	919.0666
ARHGAP19|84986	116.1161	ARHGAP19|84986	317.5968
ARHGAP1|392	3096.0961	ARHGAP1|392	3565.0888
ARHGAP20|57569	11.5115	ARHGAP20|57569	1049.8853
ARHGAP21|57584	2983.4835	ARHGAP21|57584	4991.4949
ARHGAP22|58504	21.021	ARHGAP22|58504	15.1942
ARHGAP23|57636	222.7227	ARHGAP23|57636	718.5766
ARHGAP24|83478	384.8849	ARHGAP24|83478	846.8012
ARHGAP25|9938	131.6316	ARHGAP25|9938	321.6733
ARHGAP26|23092	167.1672	ARHGAP26|23092	595.5403
ARHGAP27|201176	317.3173	ARHGAP27|201176	226.4313
ARHGAP28|79822	111.1111	ARHGAP28|79822	550.3282
ARHGAP29|9411	371.3714	ARHGAP29|9411	3438.3466
ARHGAP30|257106	157.1572	ARHGAP30|257106	164.5426
ARHGAP31|57514	407.9079	lowly_expressed	lowly_expressed
ARHGAP32|9743	2260.7608	ARHGAP32|9743	1158.8392
ARHGAP33|115703	113.6136	ARHGAP33|115703	55.2181
ARHGAP39|80728	145.1451	ARHGAP39|80728	42.2474
ARHGAP42|143872	106.97200000000001	ARHGAP42|143872	655.1907
ARHGAP4|393	72.5726	ARHGAP4|393	116.7363
ARHGAP5|394	1544.5445	ARHGAP5|394	2558.9333
ARHGAP6|395	47.5475	ARHGAP6|395	219.0195
ARHGAP8|23779	649.4444	ARHGAP8|23779	14.4531
ARHGAP9|64333	20.02	ARHGAP9|64333	25.2002
ARHGDIA|396	1822.8228	ARHGDIA|396	3790.7789
ARHGDIB|397	6412.4124	ARHGDIB|397	1496.0773
lowly_expressed	lowly_expressed	ARHGDIG|398	43.9114
ARHGEF10L|55160	662.6627	ARHGEF10L|55160	573.3048
ARHGEF10|9639	1427.4274	ARHGEF10|9639	1104.3622
ARHGEF11|9826	2054.5546	ARHGEF11|9826	1493.1126
ARHGEF12|23365	2144.1441	ARHGEF12|23365	4665.7451
ARHGEF15|22899	128.6286	ARHGEF15|22899	1525.7246
ARHGEF16|27237	142.1421	ARHGEF16|27237	186.4075
ARHGEF17|9828	542.0419999999999	ARHGEF17|9828	1512.0127
ARHGEF18|23370	385.3854	ARHGEF18|23370	531.7986
ARHGEF19|128272	314.8148	ARHGEF19|128272	48.9181
ARHGEF1|9138	639.1391	ARHGEF1|9138	804.9244
ARHGEF2|9181	2802.8028	ARHGEF2|9181	3921.9683
ARHGEF33|100271715	31.5315	ARHGEF33|100271715	7.7824
ARHGEF35|445328	1004.5045	ARHGEF35|445328	291.6554
ARHGEF37|389337	992.4925	ARHGEF37|389337	508.4513
ARHGEF38|54848	23.023000000000003	lowly_expressed	lowly_expressed
ARHGEF3|50650	1181.1812	ARHGEF3|50650	645.1995
ARHGEF4|50649	55.0551	ARHGEF4|50649	537.3575
ARHGEF5|7984	759.7598	ARHGEF5|7984	252.3727
ARHGEF6|9459	5576.0761	ARHGEF6|9459	8724.8322
ARHGEF7|8874	2071.0711	ARHGEF7|8874	3303.4513
ARHGEF9|23229	3927.4274	ARHGEF9|23229	683.3705
ARID1A|8289	2136.6366	ARID1A|8289	1914.1043
ARID1B|57492	1892.3924	ARID1B|57492	2580.4276
ARID2|196528	1061.0611	ARID2|196528	983.92
ARID3A|1820	18.5185	ARID3A|1820	88.9419
ARID3B|10620	48.5485	ARID3B|10620	75.9712
ARID4A|5926	364.8649	ARID4A|5926	1344.5054
ARID4B|51742	2538.5385	ARID4B|51742	1221.0096
ARID5A|10865	3637.6376	ARID5A|10865	788.2478
ARID5B|84159	1058.0581	ARID5B|84159	6851.4929
ARIH1|25820	3000.0	ARIH1|25820	2513.3506
ARIH2|10425	1218.6637	ARIH2|10425	1970.7789
ARL10|285598	5.5055	ARL10|285598	38.5415
ARL11|115761	114.1141	ARL11|115761	6.3001
ARL13B|200894	303.8038	ARL13B|200894	242.7373
ARL15|54622	170.1702	ARL15|54622	329.0851
ARL16|339231	278.7788	ARL16|339231	464.351
ARL17A|51326	35.0851	ARL17A|51326	108.3164
ARL1|400	7197.1972	ARL1|400	2505.1975
ARL2BP|23568	1792.2923	ARL2BP|23568	2094.9529
ARL2|402	433.4334	ARL2|402	1423.0708
ARL3|403	303.8038	ARL3|403	401.721
ARL4A|10124	2059.5596	ARL4A|10124	568.1165
ARL4C|10123	2016.016	ARL4C|10123	173.8073
ARL4D|379	40.5405	ARL4D|379	121.9246
ARL5A|26225	1107.1071	ARL5A|26225	1076.9385
ARL5B|221079	245.2452	ARL5B|221079	544.7693
ARL6IP1|23204	9397.8979	ARL6IP1|23204	5504.764
ARL6IP4|51329	594.0941	ARL6IP4|51329	1640.2373
ARL6IP5|10550	4596.0961	ARL6IP5|10550	6067.6922
ARL6IP6|151188	220.2202	ARL6IP6|151188	223.09599999999998
ARL6|84100	137.6376	ARL6|84100	84.4948
ARL8A|127829	2039.5395	ARL8A|127829	1141.0508
ARL8B|55207	3864.8649	ARL8B|55207	2537.439
ARL9|132946	88.0881	lowly_expressed	lowly_expressed
ARMC10|83787	2511.4364	ARMC10|83787	738.4811
ARMC1|55156	848.8488	ARMC1|55156	979.8435
ARMC2|84071	44.5445	ARMC2|84071	47.8063
ARMC3|219681	17.017	lowly_expressed	lowly_expressed
ARMC5|79798	136.1361	ARMC5|79798	152.6836
ARMC6|93436	254.7548	ARMC6|93436	336.8527
ARMC7|79637	86.0861	ARMC7|79637	154.166
ARMC8|25852	722.2222	ARMC8|25852	1088.4268
ARMC9|80210	176.6767	ARMC9|80210	64.4829
ARMCX1|51309	1334.3343	ARMCX1|51309	835.6835
ARMCX2|9823	1902.9029	ARMCX2|9823	476.2099
ARMCX3|51566	3579.5796	ARMCX3|51566	2397.3555
ARMCX5|64860	546.0459999999999	ARMCX5|64860	262.7493
ARMCX6|54470	542.0419999999999	ARMCX6|54470	180.8486
ARNT2|9915	1313.3133	ARNT2|9915	74.4889
lowly_expressed	lowly_expressed	ARNTL2|56938	186.778
ARNTL|406	143.6436	ARNTL|406	162.319
ARNT|405	1735.2352	ARNT|405	2570.7922
ARPC1A|10552	4726.7267	ARPC1A|10552	2573.0158
ARPC1B|10095	2463.4635	ARPC1B|10095	850.1366
ARPC2|10109	3687.6877	ARPC2|10109	4054.64
ARPC3|10094	9370.8709	ARPC3|10094	2280.6192
ARPC4|10093	3553.1982	ARPC4|10093	2418.9683
ARPC5L|81873	705.2052	ARPC5L|81873	484.3629
ARPC5|10092	8201.7017	ARPC5|10092	1714.3556
ARPM1|84517	95.0951	ARPM1|84517	143.7894
ARPP19|10776	3746.7467	ARPP19|10776	4709.4749
ARRB1|408	160.1602	ARRB1|408	1729.5498
ARRB2|409	234.2342	ARRB2|409	249.0374
ARRDC1|92714	493.4935	ARRDC1|92714	141.1953
ARRDC2|27106	219.2192	ARRDC2|27106	268.6787
ARRDC3|57561	2748.2482	ARRDC3|57561	2183.8948
ARRDC4|91947	622.6226	ARRDC4|91947	1284.4696
ARSA|410	932.9329	ARSA|410	502.8925
ARSB|411	385.8859	ARSB|411	310.5556
ARSD|414	2333.3333	ARSD|414	657.4291
ARSE|415	193.6937	lowly_expressed	lowly_expressed
ARSF|416	20.02	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ARSG|22901	120.4422
ARSH|347527	10.01	lowly_expressed	lowly_expressed
ARSI|340075	5.5055	ARSI|340075	5.1883
ARSJ|79642	491.99199999999996	ARSJ|79642	41.8768
ARSK|153642	102.1021	ARSK|153642	171.2132
ART3|419	867.8679	ART3|419	13.3413
lowly_expressed	lowly_expressed	ART4|420	11.1177
lowly_expressed	lowly_expressed	ART5|116969	8.5236
ARV1|64801	2878.3784	ARV1|64801	370.5914
ARVCF|421	116.1161	ARVCF|421	89.3125
AR|367	33.033	AR|367	782.3183
AS3MT|57412	78.5786	AS3MT|57412	161.5778
ASAH1|427	4092.0921	ASAH1|427	9947.7837
ASAH2B|653308	8.008	ASAH2B|653308	5.5589
ASAM|79827	72.5726	ASAM|79827	5248.6853
ASAP1|50807	536.5365	ASAP1|50807	1683.5965
ASAP2|8853	620.1201	ASAP2|8853	1531.2835
ASAP3|55616	887.3874	ASAP3|55616	647.4231
ASB12|142689	11.4915	lowly_expressed	lowly_expressed
ASB13|79754	349.8498	ASB13|79754	267.9375
ASB14|142686	12.5125	ASB14|142686	9.2648
lowly_expressed	lowly_expressed	ASB16|92591	5.9554
ASB1|51665	180.6356	ASB1|51665	765.0266
ASB2|51676	8.5085	ASB2|51676	22.2355
ASB3|51130	411.9119	ASB3|51130	327.2322
ASB4|51666	11.011	lowly_expressed	lowly_expressed
ASB6|140459	845.1752	ASB6|140459	390.3772
ASB7|140460	590.0901	ASB7|140460	479.1746
ASB8|140461	931.4314	ASB8|140461	1124.7448
ASB9|140462	31.5315	ASB9|140462	78.1948
ASCC1|51008	342.8428	ASCC1|51008	577.7519
ASCC2|84164	1294.7948	ASCC2|84164	1828.1271
ASCC3|10973	1175.6757	ASCC3|10973	776.3889
ASCL2|430	17.017	lowly_expressed	lowly_expressed
ASF1A|25842	1384.3844	ASF1A|25842	490.663
ASF1B|55723	273.2733	ASF1B|55723	14.0825
lowly_expressed	lowly_expressed	ASGR1|432	5.9295
lowly_expressed	lowly_expressed	ASGR2|433	5.9295
ASH1L|55870	2616.6066	ASH1L|55870	3318.6048
ASH2L|9070	1298.2983	ASH2L|9070	1626.896
ASL|435	178.1782	ASL|435	272.0141
ASMTL|8623	207.2072	ASMTL|8623	470.2804
ASNA1|439	911.9119	ASNA1|439	962.0552
ASNSD1|54529	2477.4775	ASNSD1|54529	1311.8934
ASNS|440	1123.1231	ASNS|440	205.6782
lowly_expressed	lowly_expressed	ASPA|443	373.5561
lowly_expressed	lowly_expressed	ASPG|374569	44.1004
ASPHD1|253982	64.0641	lowly_expressed	lowly_expressed
ASPHD2|57168	27.026999999999997	ASPHD2|57168	25.9414
ASPH|444	9402.6476	ASPH|444	35820.2595
ASPM|259266	401.4014	lowly_expressed	lowly_expressed
ASPN|54829	324.3243	ASPN|54829	575.1578
ASPRV1|151516	44.1892	ASPRV1|151516	86.2366
ASPSCR1|79058	108.1081	ASPSCR1|79058	199.7487
ASRGL1|80150	343.8438	ASRGL1|80150	62.2593
ASS1|445	3378.3784	ASS1|445	7840.9718
ASTE1|28990	184.4344	ASTE1|28990	198.4591
ASTN1|460	6.006	ASTN1|460	9.6354
ASTN2|23245	882.3824	ASTN2|23245	87.089
ASXL1|171023	1841.8418	lowly_expressed	lowly_expressed
ASXL2|55252	322.3223	ASXL2|55252	1254.8223
lowly_expressed	lowly_expressed	ASXL3|80816	34.465
ATAD1|84896	761.7618	ATAD1|84896	1242.2222
ATAD2B|54454	505.005	ATAD2B|54454	299.0672
ATAD2|29028	495.4955	ATAD2|29028	394.6798
ATAD3A|55210	261.7618	ATAD3A|55210	306.8496
ATAD3B|83858	118.6186	ATAD3B|83858	92.6478
ATAD3C|219293	91.5916	ATAD3C|219293	36.318000000000005
ATAD5|79915	69.0691	ATAD5|79915	28.9061
ATE1|11101	71.5716	ATE1|11101	528.0927
ATF1|466	396.8969	ATF1|466	378.7444
ATF2|1386	458.959	ATF2|1386	905.7253
ATF3|467	3220.7207	ATF3|467	5464.3695
ATF4|468	11221.2212	ATF4|468	7107.201
ATF5|22809	1089.5896	ATF5|22809	1332.2759
ATF6B|1388	2615.1151	ATF6B|1388	1198.863
ATF6|22926	2154.6547	ATF6|22926	1443.8239
