gene_id	TCGA-E2-A1L7-01A-11R-A144-07	gene_id	TCGA-E2-A1L7-11A-33R-A144-07
ALMS1P|200420	14.0725	ALMS1P|200420	8.9577
ALMS1|7840	1418.4156	ALMS1|7840	862.3779
lowly_expressed	lowly_expressed	ALOX12P2|245	51.3029
lowly_expressed	lowly_expressed	ALOX12|239	5.2932
ALOX15B|247	137.3286	ALOX15B|247	373.3713
ALOX15|246	45.6145	ALOX15|246	55.3746
ALOX5AP|241	296.9793	ALOX5AP|241	398.6156
ALOX5|240	438.19	ALOX5|240	575.3257
lowly_expressed	lowly_expressed	ALOXE3|59344	6.5147
ALPK1|80216	329.4917	ALPK1|80216	869.2997
ALPK2|115701	24.263	ALPK2|115701	34.202
ALPK3|57538	206.2356	ALPK3|57538	146.987
ALPL|249	211.0882	ALPL|249	1272.8013
ALS2CL|259173	132.9613	ALS2CL|259173	331.8404
ALS2CR4|65062	1041.3684	ALS2CR4|65062	1491.0423
ALS2CR8|79800	107.7278	ALS2CR8|79800	218.6482
ALS2|57679	874.4389	ALS2|57679	692.5896
ALX3|257	25.7188	ALX3|257	35.8306
lowly_expressed	lowly_expressed	ALX4|60529	19.544
AMACR|23600	602.6932	AMACR|23600	261.8078
AMBP|259	64.5396	AMBP|259	60.2606
AMBRA1|55626	1177.2413	AMBRA1|55626	1380.7003
AMD1|262	2033.4927	AMD1|262	1800.1507
AMDHD1|144193	6.7936	AMDHD1|144193	9.3648
AMDHD2|51005	92.345	AMDHD2|51005	235.5945
AMFR|267	2706.2963	AMFR|267	3717.8339
AMH|268	96.5668	lowly_expressed	lowly_expressed
AMICA1|120425	283.8772	AMICA1|120425	412.4593
AMIGO1|57463	47.5555	AMIGO1|57463	115.6352
AMIGO2|347902	808.9288	AMIGO2|347902	2571.2541
AMIGO3|386724	136.8434	AMIGO3|386724	65.5537
AMMECR1L|83607	912.2892	AMMECR1L|83607	943.4039
AMMECR1|9949	725.9493	AMMECR1|9949	305.3746
AMN1|196394	131.0203	AMN1|196394	212.1336
AMOTL1|154810	650.734	AMOTL1|154810	2739.0065
AMOTL2|51421	777.3869	AMOTL2|51421	3079.8046
AMOT|154796	1135.0237	AMOT|154796	1033.3876
lowly_expressed	lowly_expressed	AMPD1|270	24.43
AMPD2|271	599.2964	AMPD2|271	754.8860000000001
AMPD3|272	282.9067	AMPD3|272	291.9381
AMPH|273	287.2741	AMPH|273	119.7068
AMT|275	24.6075	AMT|275	167.9072
lowly_expressed	lowly_expressed	AMY1A|276	19.1368
AMY2A|279	13.102	lowly_expressed	lowly_expressed
AMY2B|280	67.5676	AMY2B|280	311.2744
AMZ1|155185	47.0702	AMZ1|155185	7.329
AMZ2P1|201283	204.7798	AMZ2P1|201283	191.7752
AMZ2|51321	1430.5471	AMZ2|51321	908.7948
ANAPC10|10393	66.9659	ANAPC10|10393	170.1954
ANAPC11|51529	1815.8437	ANAPC11|51529	654.7231
ANAPC13|25847	1180.6672	ANAPC13|25847	1110.0611
ANAPC16|119504	2491.326	ANAPC16|119504	2316.3681
ANAPC1|64682	877.8357	ANAPC1|64682	736.1564
ANAPC2|29882	526.0221	ANAPC2|29882	883.1433
ANAPC4|29945	293.5824	ANAPC4|29945	568.8111
ANAPC5|51433	2014.3152	ANAPC5|51433	2217.0195
ANAPC7|51434	1894.4559	ANAPC7|51434	900.2443
ANGEL1|23357	239.2333	ANGEL1|23357	705.6189
ANGEL2|90806	607.0605	ANGEL2|90806	590.3909
ANGPT1|284	34.9387	ANGPT1|284	148.2085
ANGPT2|285	167.4148	ANGPT2|285	328.5831
lowly_expressed	lowly_expressed	ANGPT4|51378	26.0586
ANGPTL1|9068	17.4694	ANGPTL1|9068	234.1205
ANGPTL2|23452	995.7539999999999	ANGPTL2|23452	3305.3746
ANGPTL4|51129	108.213	ANGPTL4|51129	725.9772
lowly_expressed	lowly_expressed	ANGPTL7|10218	157.1661
ANG|283	410.4865	ANG|283	397.8868
ANK1|286	10.6757	ANK1|286	24.43
ANK2|287	224.1902	ANK2|287	832.2476
ANK3|288	1792.5513	ANK3|288	1192.5896
ANKAR|150709	21.8367	ANKAR|150709	46.8241
ANKDD1A|348094	84.4353	ANKDD1A|348094	107.4919
lowly_expressed	lowly_expressed	ANKFN1|162282	71.2541
ANKFY1|51479	1236.9283	ANKFY1|51479	2173.8599
ANKHD1-EIF4EBP3|404734	647.1091	ANKHD1-EIF4EBP3|404734	1013.0945
ANKHD1|54882	3889.1423	ANKHD1|54882	2454.9674
ANKH|56172	1220.4295	ANKH|56172	1663.6808
ANKIB1|54467	930.2438	ANKIB1|54467	1212.1336
ANKK1|255239	9.7052	ANKK1|255239	54.5603
ANKLE1|126549	9.7052	ANKLE1|126549	8.5505
ANKLE2|23141	1198.1075	ANKLE2|23141	1533.7948
ANKMY1|51281	266.4079	ANKMY1|51281	302.5244
ANKMY2|57037	134.4171	ANKMY2|57037	616.8567
ANKRA2|57763	270.2899	ANKRA2|57763	305.7818
ANKRD10|55608	1529.5402	ANKRD10|55608	1520.1832
ANKRD11|29123	2284.5469	ANKRD11|29123	2674.1612
ANKRD12|23253	1240.8104	ANKRD12|23253	1265.8795
ANKRD13A|88455	1103.4817	ANKRD13A|88455	1285.0163
ANKRD13B|124930	347.9316	ANKRD13B|124930	146.1726
ANKRD13C|81573	1209.2685	ANKRD13C|81573	587.5407
ANKRD13D|338692	827.3687	ANKRD13D|338692	524.8371
ANKRD16|54522	161.1064	ANKRD16|54522	179.7598
ANKRD17|26057	3070.7267	ANKRD17|26057	3255.2932
ANKRD19|138649	29.6009	ANKRD19|138649	45.6026
ANKRD20A3|441425	34.9387	ANKRD20A3|441425	28.0945
ANKRD20B|729171	9.2199	ANKRD20B|729171	5.2932
ANKRD22|118932	166.9295	ANKRD22|118932	76.1401
ANKRD23|200539	65.0249	ANKRD23|200539	42.7524
ANKRD24|170961	31.5419	ANKRD24|170961	50.0814
ANKRD26|22852	411.0154	ANKRD26|22852	377.44300000000004
ANKRD27|84079	648.7929	ANKRD27|84079	772.8013
ANKRD28|23243	1275.7491	ANKRD28|23243	1364.4137
ANKRD29|147463	11.161	ANKRD29|147463	241.4495
ANKRD30A|91074	3570.5447	ANKRD30A|91074	1056.1889
ANKRD30B|374860	331.918	ANKRD30B|374860	128.6645
ANKRD32|84250	253.3058	ANKRD32|84250	157.9805
ANKRD34A|284615	11.6462	ANKRD34A|284615	26.873
ANKRD35|148741	16.9841	ANKRD35|148741	207.6547
ANKRD36BP1|84832	107.7278	ANKRD36BP1|84832	107.0847
ANKRD36B|57730	35.424	ANKRD36B|57730	29.7231
ANKRD36|375248	255.2469	ANKRD36|375248	223.9414
ANKRD37|353322	26.0391	ANKRD37|353322	140.7736
ANKRD39|51239	194.1041	ANKRD39|51239	106.6775
ANKRD40|91369	1400.461	ANKRD40|91369	1371.3355
ANKRD42|338699	595.4143	ANKRD42|338699	302.9316
ANKRD43|134548	199.442	ANKRD43|134548	24.43
ANKRD44|91526	80.5532	ANKRD44|91526	100.9772
lowly_expressed	lowly_expressed	ANKRD45|339416	18.3225
ANKRD46|157567	474.7252	ANKRD46|157567	378.9414
ANKRD49|54851	449.351	ANKRD49|54851	245.9283
ANKRD50|57182	675.4822	ANKRD50|57182	1258.1433
ANKRD52|283373	1122.8922	ANKRD52|283373	1296.8241
lowly_expressed	lowly_expressed	ANKRD53|79998	35.4235
ANKRD54|129138	469.2466	ANKRD54|129138	374.1857
ANKRD55|79722	5.3379	lowly_expressed	lowly_expressed
ANKRD56|345079	28.6304	ANKRD56|345079	87.9479
ANKRD57|65124	385.7819	ANKRD57|65124	696.2541
ANKRD58|347454	16.4988	ANKRD58|347454	12.215
ANKRD5|63926	297.4645	ANKRD5|63926	153.5016
ANKRD6|22881	199.3886	ANKRD6|22881	244.5806
ANKRD9|122416	48.526	ANKRD9|122416	68.4039
ANKS1A|23294	521.6547	ANKS1A|23294	1740.2279999999998
ANKS1B|56899	147.0338	ANKS1B|56899	132.329
ANKS3|124401	173.2379	ANKS3|124401	319.6254
ANKS6|203286	124.7119	ANKS6|203286	168.1596
ANKZF1|55139	641.9993	ANKZF1|55139	722.7199
ANLN|54443	743.4187	ANLN|54443	103.4202
ANO10|55129	464.8793	ANO10|55129	880.2932
ANO1|55107	4253.7911	ANO1|55107	6896.1726
ANO2|57101	81.5237	ANO2|57101	74.5114
ANO3|63982	21.8367	ANO3|63982	9.3648
ANO4|121601	19.8957	ANO4|121601	15.8795
ANO5|203859	74.7301	ANO5|203859	130.7003
ANO6|196527	1637.2679999999998	ANO6|196527	2864.8208
ANO7|50636	34.4535	ANO7|50636	12.6221
ANO8|57719	460.9972	ANO8|57719	401.4658
ANO9|338440	90.7437	ANO9|338440	139.2508
ANP32A|8125	4709.9357	ANP32A|8125	2173.0456
ANP32B|10541	3047.9194	ANP32B|10541	2396.987
ANP32E|81611	2458.3283	ANP32E|81611	974.3485
ANPEP|290	256.2174	ANPEP|290	4825.7329
ANTXR1|84168	3705.9323	ANTXR1|84168	3254.886
ANTXR2|118429	573.5776	ANTXR2|118429	1044.7883
ANUBL1|93550	168.8706	ANUBL1|93550	203.1759
ANXA11|311	1840.1068	ANXA11|311	3947.8827
ANXA13|312	6.3084	lowly_expressed	lowly_expressed
ANXA1|301	1333.0098	ANXA1|301	10271.987
ANXA2P1|303	34.9387	ANXA2P1|303	67.1824
ANXA2P2|304	2785.3937	ANXA2P2|304	3768.3225
ANXA2|302	7949.0477	ANXA2|302	12305.3746
ANXA3|306	30.5714	ANXA3|306	884.3648
ANXA4|307	960.33	ANXA4|307	1454.8046
ANXA5|308	5352.9055	ANXA5|308	6671.0098
ANXA6|309	2186.0973	ANXA6|309	5802.1173
ANXA7|310	4481.3781	ANXA7|310	2749.1857
ANXA8L2|244	30.5714	ANXA8L2|244	132.7362
ANXA8|653145	50.4331	ANXA8|653145	358.3062
ANXA9|8416	230.4986	ANXA9|8416	203.1759
AOAH|313	224.6755	AOAH|313	279.316
AOC2|314	12.1315	AOC2|314	28.9088
AOC3|8639	433.8226	AOC3|8639	2805.3746
AOX1|316	57.2607	AOX1|316	805.3746
AP1AR|55435	502.7296	AP1AR|55435	510.9935
AP1B1|162	3102.2686	AP1B1|162	3003.6645
AP1G1|164	1337.8624	AP1G1|164	2656.3518
AP1G2|8906	1183.1615	AP1G2|8906	1247.3371
AP1M1|8907	1383.9621	AP1M1|8907	896.5798
AP1M2|10053	1824.5784	AP1M2|10053	1099.3485
AP1S1|1174	798.7383	AP1S1|1174	566.3681
AP1S2|8905	548.344	AP1S2|8905	401.87300000000005
AP1S3|130340	103.3604	AP1S3|130340	107.4919
AP2A1|160	1478.1075	AP2A1|160	1824.4422
AP2A2|161	886.0852	AP2A2|161	1904.316
AP2B1|163	6703.87	AP2B1|163	7396.5798
AP2M1|1173	7910.2269	AP2M1|1173	5270.7655
AP2S1|1175	1286.4248	AP2S1|1175	912.4593
AP3B1|8546	1057.8673	AP3B1|8546	1300.8958
AP3B2|8120	1125.8037	AP3B2|8120	161.2378
AP3D1|8943	4274.6573	AP3D1|8943	3030.5375
AP3M1|26985	2732.9856	AP3M1|26985	1353.4202
AP3M2|10947	430.4258	AP3M2|10947	495.11400000000003
AP3S1|1176	3053.2573	AP3S1|1176	731.2704
AP3S2|10239	1736.3339	AP3S2|10239	1244.5969
AP4B1|10717	421.5844	AP4B1|10717	392.7077
AP4E1|23431	290.6709	AP4E1|23431	398.6156
AP4M1|9179	381.5553	AP4M1|9179	353.1352
AP4S1|11154	82.009	AP4S1|11154	108.7134
APAF1|317	715.2736	APAF1|317	467.0195
APBA1|320	123.7414	APBA1|320	355.45599999999996
APBA2|321	65.9954	APBA2|321	93.6482
APBA3|9546	234.8659	APBA3|9546	231.2704
APBB1IP|54518	334.3443	APBB1IP|54518	346.4984
APBB1|322	712.362	APBB1|322	842.0195
APBB2|323	2487.9292	APBB2|323	1855.4560000000001
APBB3|10307	474.0992	APBB3|10307	363.1922
APC2|10297	23.4526	APC2|10297	7.4064
APCDD1L|164284	5.3379	APCDD1L|164284	417.3453
APCDD1|147495	389.664	APCDD1|147495	1383.9577
APC|324	930.2438	APC|324	927.5244
APEH|327	1527.5992	APEH|327	1840.3909
APEX1|328	4310.0813	APEX1|328	2984.9349
APEX2|27301	935.0964	APEX2|27301	548.0456
APH1A|51107	4775.9311	APH1A|51107	3910.8306
APH1B|83464	230.4986	APH1B|83464	531.759
API5|8539	3730.1953	API5|8539	2576.1401
APIP|51074	506.3448	APIP|51074	356.3518
APITD1|378708	246.847	APITD1|378708	164.7109
APLF|200558	19.8957	APLF|200558	103.01299999999999
APLNR|187	401.7955	APLNR|187	850.57
APLN|8862	158.6801	APLN|8862	265.4723
APLP1|333	2292.8545	APLP1|333	78.1759
APLP2|334	4954.9921	APLP2|334	13548.4528
APOA1BP|128240	1600.8735	APOA1BP|128240	1214.9837
APOA1|335	11.6462	lowly_expressed	lowly_expressed
APOB48R|55911	195.5599	APOB48R|55911	219.8697
APOBEC3A|200315	14.155	lowly_expressed	lowly_expressed
APOBEC3B|9582	234.2982	APOBEC3B|9582	32.1661
APOBEC3C|27350	230.9839	APOBEC3C|27350	462.9479
APOBEC3D|140564	104.3309	APOBEC3D|140564	131.1075
APOBEC3F|200316	215.9408	APOBEC3F|200316	261.4007
APOBEC3G|60489	428.97	APOBEC3G|60489	464.5765
APOBEC3H|164668	15.5283	APOBEC3H|164668	5.7003
lowly_expressed	lowly_expressed	APOB|338	28.9088
APOC1|341	2445.2263	APOC1|341	473.5342
APOC2|344	162.0769	APOC2|344	21.5798
APOD|347	12269.8047	APOD|347	9349.7557
APOE|348	6443.7705	APOE|348	3977.1987
APOL1|8542	5498.4836	APOL1|8542	2488.1922
APOL2|23780	2473.8566	APOL2|23780	945.4397
APOL3|80833	1752.2747	APOL3|80833	1629.4788
APOL4|80832	2460.2693	APOL4|80832	911.2378
APOL6|80830	7789.3971	APOL6|80830	2843.241
APOLD1|81575	1372.1121	APOLD1|81575	6275.6515
APOM|55937	26.7281	APOM|55937	55.7818
APOOL|139322	148.4896	APOOL|139322	166.9381
APOO|79135	369.283	APOO|79135	150.6515
APPBP2|10513	1254.8829	APPBP2|10513	1316.3681
APPL1|26060	1172.3887	APPL1|26060	1572.4756
APPL2|55198	686.6432	APPL2|55198	1309.8534
APP|351	18612.641	APP|351	35027.6873
APRT|353	996.2392	APRT|353	1433.2248
APTX|54840	637.6319	APTX|54840	548.8599
AQP11|282679	24.7483	AQP11|282679	14.658
AQP1|358	2053.9998	AQP1|358	19216.0586
AQP3|360	211.0882	AQP3|360	784.202
AQP4|361	15.5283	AQP4|361	54.9674
AQP5|362	20.3809	AQP5|362	216.2052
lowly_expressed	lowly_expressed	AQP6|363	10.5863
AQP7P1|375719	5.8231	AQP7P1|375719	13.4365
AQP7|364	30.0861	AQP7|364	136.4007
AQP9|366	30.0861	AQP9|366	8.1433
AQPEP|206338	11.6462	AQPEP|206338	11.0261
AQR|9716	956.4479	AQR|9716	1210.9121
ARAF|369	1099.5997	ARAF|369	1214.5765
ARAP1|116985	2405.8765	ARAP1|116985	2671.7915
ARAP2|116984	497.3917	ARAP2|116984	472.7199
ARAP3|64411	498.8475	ARAP3|64411	780.1303
ARCN1|372	3105.6654	ARCN1|372	4007.7362
ARC|23237	56.7754	ARC|23237	200.7329
AREG|374	4246.5122	AREG|374	2107.4919
ARF1|375	11410.8941	ARF1|375	7441.7752
ARF3|377	5228.1936	ARF3|377	4881.5147
ARF4|378	3193.4975	ARF4|378	3700.7329
ARF5|381	1603.7656	ARF5|381	2188.4731
ARF6|382	5970.6418	ARF6|382	3493.8925
ARFGAP1|55738	1579.5220000000002	ARFGAP1|55738	1120.114
ARFGAP2|84364	1937.1588	ARFGAP2|84364	2234.9349
ARFGAP3|26286	997.2098	ARFGAP3|26286	1235.7492
ARFGEF1|10565	3100.8709999999996	ARFGEF1|10565	1809.5847
ARFGEF2|10564	2273.4441	ARFGEF2|10564	2281.3518
ARFIP1|27236	559.505	ARFIP1|27236	1165.3094
ARFIP2|23647	850.1759	ARFIP2|23647	1741.0423
ARFRP1|10139	644.4256	ARFRP1|10139	769.9511
ARG2|384	150.4938	ARG2|384	181.5879
ARGLU1|55082	1410.1662	ARGLU1|55082	2115.228
ARHGAP10|79658	110.1541	ARHGAP10|79658	523.6156
ARHGAP11A|9824	1614.9460000000001	ARHGAP11A|9824	80.2117
ARHGAP11B|89839	89.7731	ARHGAP11B|89839	6.6979
ARHGAP12|94134	543.9767	ARHGAP12|94134	1040.7166
ARHGAP15|55843	106.7572	ARHGAP15|55843	107.4919
ARHGAP17|55114	709.4504	ARHGAP17|55114	1179.9674
ARHGAP18|93663	504.1854	ARHGAP18|93663	817.9967
ARHGAP19|84986	275.6278	ARHGAP19|84986	1161.2378
ARHGAP1|392	2588.8633	ARHGAP1|392	3513.4365
ARHGAP20|57569	33.9682	ARHGAP20|57569	234.5277
ARHGAP21|57584	1695.014	ARHGAP21|57584	1785.8306
ARHGAP22|58504	35.424	ARHGAP22|58504	92.8339
ARHGAP23|57636	239.7185	ARHGAP23|57636	1033.7948
ARHGAP24|83478	335.3148	ARHGAP24|83478	479.2345
ARHGAP25|9938	410.0449	ARHGAP25|9938	404.7231
ARHGAP26|23092	375.1062	ARHGAP26|23092	1027.2801
ARHGAP27|201176	323.1833	ARHGAP27|201176	692.5896
ARHGAP28|79822	229.0428	ARHGAP28|79822	173.8599
ARHGAP29|9411	5206.8422	ARHGAP29|9411	2491.4495
ARHGAP30|257106	788.0626	ARHGAP30|257106	594.0554
ARHGAP31|57514	560.4756	ARHGAP31|57514	1414.4951
ARHGAP32|9743	1461.6038	ARHGAP32|9743	1328.9902
ARHGAP33|115703	328.0359	ARHGAP33|115703	198.6971
lowly_expressed	lowly_expressed	ARHGAP36|158763	55.7818
ARHGAP39|80728	738.5661	ARHGAP39|80728	328.1759
ARHGAP42|143872	54.8344	ARHGAP42|143872	186.4577
ARHGAP4|393	601.7227	ARHGAP4|393	642.9153
ARHGAP5|394	2070.6054	ARHGAP5|394	2373.3713
ARHGAP6|395	93.6552	ARHGAP6|395	119.7068
ARHGAP8|23779	302.3268	ARHGAP8|23779	381.3111
ARHGAP9|64333	222.2492	ARHGAP9|64333	174.2671
ARHGDIA|396	8448.3804	ARHGDIA|396	4711.3192
ARHGDIB|397	3168.7492	ARHGDIB|397	3845.2769
ARHGDIG|398	27.1746	lowly_expressed	lowly_expressed
ARHGEF10L|55160	906.9514	ARHGEF10L|55160	1230.0489
ARHGEF10|9639	452.2625	ARHGEF10|9639	940.5537
ARHGEF11|9826	1371.3454	ARHGEF11|9826	1378.6645
ARHGEF12|23365	2833.4344	ARHGEF12|23365	5189.3322
ARHGEF15|22899	164.9885	ARHGEF15|22899	728.4202
ARHGEF16|27237	550.7704	ARHGEF16|27237	431.5961
ARHGEF17|9828	917.1418	ARHGEF17|9828	2001.2215
ARHGEF18|23370	1102.5112	ARHGEF18|23370	1107.0847
ARHGEF19|128272	1058.8378	ARHGEF19|128272	741.0423
ARHGEF1|9138	1574.6694	ARHGEF1|9138	1644.1368
ARHGEF2|9181	2142.4239	ARHGEF2|9181	1543.9739
lowly_expressed	lowly_expressed	ARHGEF33|100271715	19.1368
ARHGEF35|445328	236.80700000000002	ARHGEF35|445328	1344.0554
ARHGEF37|389337	123.7414	ARHGEF37|389337	1482.899
ARHGEF38|54848	10.6757	ARHGEF38|54848	72.0684
ARHGEF3|50650	1051.5589	ARHGEF3|50650	1121.3355
ARHGEF4|50649	27.6598	ARHGEF4|50649	169.7883
ARHGEF5|7984	149.9454	ARHGEF5|7984	1063.9251
ARHGEF6|9459	662.8655	ARHGEF6|9459	1552.9316
ARHGEF7|8874	1335.9214	ARHGEF7|8874	1467.0195
ARHGEF9|23229	263.4963	ARHGEF9|23229	567.5896
ARID1A|8289	4065.5101	ARID1A|8289	3122.5570000000002
ARID1B|57492	2477.7387	ARID1B|57492	2531.3518
ARID2|196528	1413.0778	ARID2|196528	923.8599
ARID3A|1820	121.3151	ARID3A|1820	22.3941
ARID3B|10620	239.2333	ARID3B|10620	114.4137
ARID4A|5926	679.3643	ARID4A|5926	686.0749
ARID4B|51742	1601.5237	ARID4B|51742	1396.991
ARID5A|10865	1652.7963	ARID5A|10865	2319.6254
ARID5B|84159	937.5227	ARID5B|84159	5836.3192
ARIH1|25820	1733.8348	ARIH1|25820	1881.1075
ARIH2|10425	1158.7529	ARIH2|10425	1578.1759
ARL10|285598	10.1905	ARL10|285598	54.9674
ARL11|115761	35.424	ARL11|115761	52.9316
ARL13B|200894	188.28099999999998	ARL13B|200894	376.6287
ARL15|54622	156.7391	ARL15|54622	592.8339
ARL16|339231	769.1374	ARL16|339231	469.8697
ARL17A|51326	66.2041	ARL17A|51326	101.934
ARL1|400	1948.3198	ARL1|400	1945.4397
ARL2BP|23568	803.1057	ARL2BP|23568	1310.6678
ARL2|402	430.9111	ARL2|402	1040.3094
ARL3|403	699.7452	ARL3|403	642.9153
ARL4A|10124	205.7503	ARL4A|10124	661.645
ARL4C|10123	800.1941	ARL4C|10123	1912.4593
ARL4D|379	102.3899	ARL4D|379	180.7818
ARL5A|26225	1039.9127	ARL5A|26225	686.8893
ARL5B|221079	355.6957	ARL5B|221079	244.2997
ARL6IP1|23204	10420.9632	ARL6IP1|23204	3441.7752
ARL6IP4|51329	1246.1482	ARL6IP4|51329	1742.671
ARL6IP5|10550	1644.5469	ARL6IP5|10550	3567.9967
ARL6IP6|151188	433.8226	ARL6IP6|151188	271.5798
ARL6|84100	76.1859	ARL6|84100	78.9902
ARL8A|127829	1157.8309	ARL8A|127829	1077.7687
ARL8B|55207	2581.5844	ARL8B|55207	2084.2834
ARL9|132946	15.5283	ARL9|132946	20.3583
ARMC10|83787	522.1594	ARMC10|83787	638.693
ARMC1|55156	1086.0124	ARMC1|55156	639.2508
ARMC2|84071	192.16299999999998	ARMC2|84071	62.2964
ARMC3|219681	68.4217	ARMC3|219681	7.329
ARMC4|55130	57.2607	ARMC4|55130	17.101
ARMC5|79798	301.8319	ARMC5|79798	390.8795
ARMC6|93436	1117.5203	ARMC6|93436	609.8656
ARMC7|79637	555.623	ARMC7|79637	319.6254
ARMC8|25852	823.9719	ARMC8|25852	752.443
ARMC9|80210	338.2264	ARMC9|80210	390.8795
ARMCX1|51309	509.5232	ARMCX1|51309	921.0098
ARMCX2|9823	645.3961	ARMCX2|9823	1178.3388
ARMCX3|51566	1677.0593	ARMCX3|51566	1985.7492
ARMCX5|64860	390.6345	ARMCX5|64860	461.3192
ARMCX6|54470	180.0315	ARMCX6|54470	276.0586
ARNT2|9915	2565.0855	ARNT2|9915	307.0033
ARNTL2|56938	38.3356	ARNTL2|56938	77.3616
ARNTL|406	139.7549	ARNTL|406	274.8371
ARNT|405	823.4866	ARNT|405	1350.9772
ARPC1A|10552	1602.1837	ARPC1A|10552	1794.8412
ARPC1B|10095	1842.6786	ARPC1B|10095	2169.7353
ARPC2|10109	4897.2461	ARPC2|10109	3325.3257
ARPC3|10094	3456.0233	ARPC3|10094	2643.7296
ARPC4|10093	3321.6693	ARPC4|10093	2973.1922
ARPC5L|81873	1276.7196	ARPC5L|81873	609.9349
ARPC5|10092	3785.0297	ARPC5|10092	3223.9414
ARPM1|84517	13.5873	ARPM1|84517	31.759
ARPP19|10776	3600.1456	ARPP19|10776	3124.1857
ARPP21|10777	5.8231	lowly_expressed	lowly_expressed
ARRB1|408	604.6342	ARRB1|408	1356.2704
ARRB2|409	901.6135	ARRB2|409	718.2410000000001
ARRDC1|92714	338.2264	ARRDC1|92714	790.7166
ARRDC2|27106	1058.3525	ARRDC2|27106	1678.7459
ARRDC3|57561	2493.7523	ARRDC3|57561	7189.3322
ARRDC4|91947	318.816	ARRDC4|91947	666.5309
ARRDC5|645432	5.3379	lowly_expressed	lowly_expressed
ARSA|410	720.1262	ARSA|410	1145.3583
ARSB|411	518.7432	ARSB|411	287.8664
ARSD|414	1962.3923	ARSD|414	3060.6678
ARSE|415	13.102	ARSE|415	49.2671
ARSG|22901	352.2989	ARSG|22901	233.3062
ARSH|347527	17.4694	lowly_expressed	lowly_expressed
ARSI|340075	61.1428	ARSI|340075	35.8306
ARSJ|79642	41.2471	ARSJ|79642	182.8176
ARSK|153642	166.9295	ARSK|153642	170.1954
ART4|420	5.3379	ART4|420	12.6221
lowly_expressed	lowly_expressed	ART5|116969	24.8371
ARTN|9048	28.1451	ARTN|9048	17.101
ARV1|64801	482.8339	ARV1|64801	287.0521
ARVCF|421	562.4166	ARVCF|421	736.5635
lowly_expressed	lowly_expressed	ARX|170302	15.4723
AR|367	716.7293	AR|367	473.9414
AS3MT|57412	263.4963	AS3MT|57412	208.8762
ASAH1|427	8314.9339	ASAH1|427	3030.9446
ASAH2B|653308	6.7936	ASAH2B|653308	8.1433
ASAH2|56624	24.263	ASAH2|56624	6.5147
ASAM|79827	144.1223	ASAM|79827	580.6189
ASAP1|50807	1914.3516	ASAP1|50807	1121.7427
ASAP2|8853	1164.1393	ASAP2|8853	679.9674
ASAP3|55616	812.3256	ASAP3|55616	1133.1433
lowly_expressed	lowly_expressed	ASB12|142689	6.5147
ASB13|79754	952.5658	ASB13|79754	825.3257
lowly_expressed	lowly_expressed	ASB14|142686	15.8795
ASB16|92591	15.0431	ASB16|92591	7.7524
ASB1|51665	278.7238	ASB1|51665	552.2719999999999
ASB2|51676	39.7913	ASB2|51676	70.4397
ASB3|51130	395.9723	ASB3|51130	392.5081
ASB6|140459	1166.5559	ASB6|140459	860.2687
ASB7|140460	587.6501	ASB7|140460	365.228
ASB8|140461	541.5504	ASB8|140461	680.3746
ASB9|140462	11.161	ASB9|140462	64.3322
ASCC1|51008	505.6412	ASCC1|51008	481.6775
ASCC2|84164	1790.6102	ASCC2|84164	1187.7036
ASCC3|10973	1914.3516	ASCC3|10973	1350.57
ASCL1|429	22.322	lowly_expressed	lowly_expressed
ASCL2|430	25.7188	ASCL2|430	19.1368
ASCL4|121549	10.6757	lowly_expressed	lowly_expressed
ASF1A|25842	834.6476	ASF1A|25842	333.0619
ASF1B|55723	1245.1777	ASF1B|55723	96.0912
ASGR1|432	17.9546	ASGR1|432	12.215
lowly_expressed	lowly_expressed	ASGR2|433	8.5505
ASH1L|55870	1817.7314	ASH1L|55870	2817.3493
ASH2L|9070	806.5025	ASH2L|9070	1167.3453
ASL|435	443.5278	ASL|435	517.5081
ASMTL|8623	248.9385	ASMTL|8623	923.8396
ASNA1|439	1427.1503	ASNA1|439	1008.5505
ASNSD1|54529	1099.5997	ASNSD1|54529	1022.3941
ASNS|440	310.5665	ASNS|440	396.5798
lowly_expressed	lowly_expressed	ASPA|443	20.7655
ASPHD1|253982	246.5122	ASPHD1|253982	34.6091
ASPHD2|57168	93.17	ASPHD2|57168	44.7883
ASPH|444	6909.6882	ASPH|444	5955.451999999999
ASPM|259266	1877.9571	ASPM|259266	63.1107
ASPN|54829	815.7224	ASPN|54829	548.4528
ASPRV1|151516	78.7674	ASPRV1|151516	90.4723
ASPSCR1|79058	589.5912	ASPSCR1|79058	366.0423
ASRGL1|80150	585.7091	ASRGL1|80150	163.2736
ASS1|445	2803.3483	ASS1|445	1938.5179
ASTE1|28990	313.6576	ASTE1|28990	219.5928
ASTL|431705	9.7052	lowly_expressed	lowly_expressed
ASTN1|460	49.0113	ASTN1|460	71.2541
ASTN2|23245	1051.0736	ASTN2|23245	393.7296
ASXL1|171023	2151.6438	ASXL1|171023	1891.2866
ASXL2|55252	586.1943	ASXL2|55252	790.7166
ASXL3|80816	574.0628	ASXL3|80816	25.6515
ATAD1|84896	728.3756	ATAD1|84896	1093.241
ATAD2B|54454	544.462	ATAD2B|54454	446.6612
