gene_id	TCGA-E9-A1NF-01A-11R-A14D-07	gene_id	TCGA-E9-A1NF-11A-73R-A14D-07
AMBRA1|55626	785.705	AMBRA1|55626	725.6881
AMD1|262	1514.4479	AMD1|262	1258.2569
removed	removed	AMDHD1|144193	8.7156
AMDHD2|51005	406.4677	AMDHD2|51005	211.1881
AMFR|267	3924.1909	AMFR|267	2711.4679
AMH|268	47.6748	removed	removed
AMICA1|120425	96.5878	AMICA1|120425	92.6606
AMIGO1|57463	26.0044	AMIGO1|57463	175.6881
AMIGO2|347902	664.9702	AMIGO2|347902	612.367
AMIGO3|386724	70.5834	AMIGO3|386724	68.8073
AMMECR1L|83607	679.8299	AMMECR1L|83607	878.4404
AMMECR1|9949	585.0995	AMMECR1|9949	198.6239
AMN1|196394	152.3116	AMN1|196394	129.3578
AMOTL1|154810	637.1083	AMOTL1|154810	2854.5872
AMOTL2|51421	2067.9706	AMOTL2|51421	5738.5321
AMOT|154796	658.7787	AMOT|154796	606.422
AMPD2|271	829.6649	AMPD2|271	466.9725
AMPD3|272	219.7993	AMPD3|272	343.57800000000003
AMPH|273	139.9285	AMPH|273	124.3119
AMT|275	41.9166	AMT|275	112.5872
AMY2B|280	180.6131	AMY2B|280	254.0917
AMZ1|155185	18.5746	removed	removed
AMZ2P1|201283	313.2914	AMZ2P1|201283	182.1101
AMZ2|51321	2045.6811	AMZ2|51321	1103.6697
ANAPC10|10393	167.7904	ANAPC10|10393	97.2477
ANAPC11|51529	1421.575	ANAPC11|51529	569.2661
ANAPC13|25847	2307.8862	ANAPC13|25847	1255.0138
ANAPC16|119504	1645.0892	ANAPC16|119504	1996.3303
ANAPC1|64682	521.9459	ANAPC1|64682	735.7798
ANAPC2|29882	678.5916	ANAPC2|29882	488.0734
ANAPC4|29945	339.9149	ANAPC4|29945	436.6972
ANAPC5|51433	2924.259	ANAPC5|51433	2049.0826
ANAPC7|51434	1278.5507	ANAPC7|51434	739.4495
ANGEL1|23357	509.5628	ANGEL1|23357	675.6881
ANGEL2|90806	474.8903	ANGEL2|90806	547.7064
ANGPT1|284	314.5297	ANGPT1|284	1400.4587
ANGPT2|285	1087.8516	ANGPT2|285	801.3761
removed	removed	ANGPT4|51378	78.4404
ANGPTL1|9068	80.4899	ANGPTL1|9068	985.7798
ANGPTL2|23452	7423.643	ANGPTL2|23452	15618.3486
ANGPTL4|51129	165.3138	ANGPTL4|51129	4898.1651
removed	removed	ANGPTL5|253935	144.0367
removed	removed	ANGPTL7|10218	11.9266
ANG|283	239.736	ANG|283	520.4954
ANK1|286	17.3363	ANK1|286	132.1101
ANK2|287	243.9462	ANK2|287	3435.7798
ANK3|288	246.4228	ANK3|288	67.8899
ANKAR|150709	35.2917	ANKAR|150709	44.0367
ANKDD1A|348094	76.1558	ANKDD1A|348094	616.5138
ANKFY1|51479	1483.4903	ANKFY1|51479	2542.2018
ANKHD1-EIF4EBP3|404734	1081.4867	ANKHD1-EIF4EBP3|404734	1148.2018
ANKHD1|54882	2456.0185	ANKHD1|54882	1776.6789
ANKH|56172	3519.2649	ANKH|56172	2184.4037
ANKIB1|54467	1505.1606	ANKIB1|54467	1787.156
ANKK1|255239	8.049	ANKK1|255239	5.9633
ANKLE2|23141	1497.1117	ANKLE2|23141	1595.8716
ANKMY1|51281	113.305	ANKMY1|51281	189.9083
ANKMY2|57037	307.719	ANKMY2|57037	505.9633
ANKRA2|57763	253.2335	ANKRA2|57763	196.78900000000002
ANKRD10|55608	1758.7779999999998	ANKRD10|55608	1213.4954
ANKRD11|29123	1651.8441	ANKRD11|29123	2534.6376
ANKRD12|23253	1296.5061	ANKRD12|23253	1927.9817
ANKRD13A|88455	1094.0431	ANKRD13A|88455	938.9908
ANKRD13B|124930	187.6033	ANKRD13B|124930	148.6239
ANKRD13C|81573	564.0483	ANKRD13C|81573	717.8899
ANKRD13D|338692	528.1374	ANKRD13D|338692	373.8532
ANKRD16|54522	157.884	ANKRD16|54522	106.9587
ANKRD17|26057	2885.2524	ANKRD17|26057	2870.1835
ANKRD19|138649	74.2983	ANKRD19|138649	33.945
ANKRD1|27063	13.6214	ANKRD1|27063	8.7156
removed	removed	ANKRD20A3|441425	25.6881
removed	removed	ANKRD20B|729171	8.2569
ANKRD22|118932	118.8774	removed	removed
ANKRD23|200539	21.0512	ANKRD23|200539	16.9725
ANKRD24|170961	47.6748	ANKRD24|170961	11.9266
ANKRD26|22852	130.6413	ANKRD26|22852	194.4954
ANKRD27|84079	603.6741	ANKRD27|84079	843.578
ANKRD28|23243	1435.8155	ANKRD28|23243	1450.0
ANKRD29|147463	17.3363	ANKRD29|147463	288.9908
ANKRD30A|91074	866.814	ANKRD30A|91074	19.7248
ANKRD30B|374860	159.1223	removed	removed
ANKRD32|84250	141.786	ANKRD32|84250	108.2569
ANKRD34A|284615	39.6258	ANKRD34A|284615	10.0917
removed	removed	ANKRD34C|390616	11.9266
ANKRD35|148741	70.5834	ANKRD35|148741	169.7248
ANKRD36BP1|84832	34.6726	ANKRD36BP1|84832	136.2385
ANKRD36B|57730	15.4788	ANKRD36B|57730	33.4862
ANKRD36|375248	85.4431	ANKRD36|375248	227.0642
ANKRD37|353322	134.1023	ANKRD37|353322	56.9128
ANKRD39|51239	117.639	ANKRD39|51239	89.9083
ANKRD40|91369	1393.094	ANKRD40|91369	4497.7064
ANKRD42|338699	230.3249	ANKRD42|338699	163.7615
ANKRD43|134548	7.4298	ANKRD43|134548	22.4771
ANKRD44|91526	62.5344	ANKRD44|91526	194.0367
ANKRD45|339416	8.6681	ANKRD45|339416	5.5046
ANKRD46|157567	501.099	ANKRD46|157567	663.922
ANKRD49|54851	362.2044	ANKRD49|54851	249.0826
ANKRD50|57182	1098.3772	ANKRD50|57182	999.0826
ANKRD52|283373	946.0656	ANKRD52|283373	1225.6881
ANKRD53|79998	16.098	ANKRD53|79998	142.2018
ANKRD54|129138	477.986	ANKRD54|129138	256.8807
ANKRD56|345079	56.9621	removed	removed
ANKRD57|65124	358.4895	ANKRD57|65124	486.6972
ANKRD58|347454	22.9087	ANKRD58|347454	5.5046
ANKRD5|63926	307.0998	ANKRD5|63926	122.4771
ANKRD6|22881	346.3417	ANKRD6|22881	282.4633
ANKRD9|122416	95.3495	ANKRD9|122416	76.6055
ANKS1A|23294	523.1842	ANKS1A|23294	1319.7248
ANKS1B|56899	35.9109	ANKS1B|56899	23.8532
ANKS3|124401	423.5006	ANKS3|124401	163.3028
ANKS6|203286	142.4052	ANKS6|203286	443.1193
ANKZF1|55139	686.0214	ANKZF1|55139	355.0459
ANLN|54443	830.284	ANLN|54443	91.2844
ANO10|55129	703.3577	ANO10|55129	1017.4312
ANO1|55107	985.0722	ANO1|55107	423.3945
ANO2|57101	53.2471	ANO2|57101	122.0183
removed	removed	ANO3|63982	277.0642
removed	removed	ANO4|121601	16.055
removed	removed	ANO5|203859	130.2752
ANO6|196527	3063.5684	ANO6|196527	9996.789
ANO7|50636	16.7171	ANO7|50636	11.9266
ANO8|57719	210.512	ANO8|57719	266.9725
ANO9|338440	60.677	ANO9|338440	6.422000000000001
ANP32A|8125	3392.3386	ANP32A|8125	2060.5505
ANP32B|10541	3416.4856	ANP32B|10541	2550.0
ANP32E|81611	829.6649	ANP32E|81611	891.7431
ANPEP|290	1414.1452	ANPEP|290	1744.0367
ANTXR1|84168	32118.5554	ANTXR1|84168	5006.8807
ANTXR2|118429	2043.2045	ANTXR2|118429	4699.5413
ANUBL1|93550	146.1201	ANUBL1|93550	147.2477
ANXA11|311	3865.9906	ANXA11|311	6447.2477
ANXA13|312	8.6681	removed	removed
ANXA1|301	5348.2425	ANXA1|301	27802.7523
ANXA2P1|303	90.3963	ANXA2P1|303	145.8716
ANXA2P2|304	7065.7726	ANXA2P2|304	9326.1468
ANXA2P3|305	11.7639	ANXA2P3|305	11.9266
ANXA2|302	21942.7779	ANXA2|302	25816.5138
ANXA3|306	50.1514	ANXA3|306	594.9541
ANXA4|307	2221.5205	ANXA4|307	2626.1468
ANXA5|308	8252.0695	ANXA5|308	19693.1193
ANXA6|309	7344.3914	ANXA6|309	12344.9541
ANXA7|310	3176.2542	ANXA7|310	4073.8532
ANXA9|8416	214.84599999999998	ANXA9|8416	19.7248
AOAH|313	182.0309	AOAH|313	200.9174
AOC2|314	20.432000000000002	AOC2|314	247.7064
AOC3|8639	896.5334	AOC3|8639	34858.7156
AOX1|316	161.5989	AOX1|316	2457.7982
AP1AR|55435	434.6453	AP1AR|55435	323.8532
AP1B1|162	2984.9359999999997	AP1B1|162	3408.2569
AP1G1|164	2004.817	AP1G1|164	2096.3303
AP1G2|8906	625.3692	AP1G2|8906	351.7798
AP1M1|8907	1334.8936	AP1M1|8907	1658.7156
AP1M2|10053	2456.1795	removed	removed
AP1S1|1174	2006.0553	AP1S1|1174	297.2477
AP1S2|8905	492.8457	AP1S2|8905	876.1468
AP1S3|130340	97.20700000000001	AP1S3|130340	14.2202
AP2A1|160	2235.9592	AP2A1|160	2247.6284
AP2A2|161	1281.6465	AP2A2|161	2952.7523
AP2B1|163	5990.3041	AP2B1|163	5651.3761
AP2M1|1173	10856.2265	AP2M1|1173	6322.9358
AP2S1|1175	1853.7437	AP2S1|1175	860.0917
AP3B1|8546	1536.1183	AP3B1|8546	1501.3761
AP3B2|8120	21.0512	AP3B2|8120	5.5046
AP3D1|8943	4933.4101	AP3D1|8943	2716.055
AP3M1|26985	1380.0918	AP3M1|26985	1388.9908
AP3M2|10947	527.5182	AP3M2|10947	400.0
AP3S1|1176	1790.5901	AP3S1|1176	1443.1193
AP3S2|10239	25526.088	AP3S2|10239	2250.5413
AP4B1|10717	399.7313	AP4B1|10717	323.4862
AP4E1|23431	332.4851	AP4E1|23431	453.6697
AP4M1|9179	458.7923	AP4M1|9179	275.6239
AP4S1|11154	62.5344	AP4S1|11154	67.8899
APAF1|317	421.6431	APAF1|317	502.2936
APBA1|320	118.8774	APBA1|320	301.3761
APBA2|321	301.5275	APBA2|321	12.844000000000001
APBA3|9546	181.4118	APBA3|9546	153.6697
APBB1IP|54518	330.6276	APBB1IP|54518	1557.3394
APBB1|322	434.6453	APBB1|322	693.578
APBB2|323	2619.6358	APBB2|323	2940.367
APBB3|10307	317.6254	APBB3|10307	191.2844
APC2|10297	19.2928	removed	removed
APCDD1L|164284	86.0622	APCDD1L|164284	125.2294
APCDD1|147495	794.9923	APCDD1|147495	2230.7339
APC|324	1001.1702	APC|324	1694.0367
APEH|327	1419.7175	APEH|327	1082.1101
APEX1|328	2185.6096	APEX1|328	1646.789
APEX2|27301	745.4601	APEX2|27301	300.4587
APH1A|51107	3845.5585	APH1A|51107	2732.5688
APH1B|83464	359.1087	APH1B|83464	608.2569
API5|8539	1874.1758	API5|8539	2088.5321
APIP|51074	251.4008	APIP|51074	552.7936
APITD1|378708	159.6362	APITD1|378708	75.156
APLF|200558	65.6302	APLF|200558	121.7615
APLNR|187	1118.1901	APLNR|187	1005.9633
APLN|8862	1333.0361	APLN|8862	61.9266
APLP1|333	88.5389	APLP1|333	19.7248
APLP2|334	11702.6085	APLP2|334	17299.0826
APOA1BP|128240	1588.7463	APOA1BP|128240	811.0092
APOA1|335	13.6214	removed	removed
APOB48R|55911	583.242	APOB48R|55911	226.1468
APOBEC3A|200315	33.4343	APOBEC3A|200315	25.2294
APOBEC3B|9582	121.354	APOBEC3B|9582	22.4771
APOBEC3C|27350	245.8037	APOBEC3C|27350	295.4128
APOBEC3D|140564	61.9153	APOBEC3D|140564	71.1009
APOBEC3F|200316	131.2604	APOBEC3F|200316	92.2018
APOBEC3G|60489	209.2737	APOBEC3G|60489	140.8257
APOBEC3H|164668	9.2873	removed	removed
removed	removed	APOB|338	192.6606
APOC1|341	1810.4029999999998	APOC1|341	187.15599999999998
APOC2|344	45.1982	removed	removed
APOD|347	6078.8429	APOD|347	13932.1101
APOE|348	6539.4927	APOE|348	3880.2752
APOF|319	9.9064	removed	removed
APOL1|8542	2894.5397	APOL1|8542	1667.4312
APOL2|23780	1350.3724	APOL2|23780	884.4037
APOL3|80833	552.2844	APOL3|80833	2292.6606
APOL4|80832	413.5941	APOL4|80832	570.6422
APOL6|80830	1622.1805	APOL6|80830	8913.3028
APOLD1|81575	692.8321	APOLD1|81575	2859.1743
APOM|55937	51.3897	APOM|55937	21.578000000000003
APOOL|139322	184.5076	APOOL|139322	318.8073
APOO|79135	406.1643	APOO|79135	83.945
APPBP2|10513	1154.7201	APPBP2|10513	1466.055
APPL1|26060	1006.1234	APPL1|26060	1622.4679
APPL2|55198	1085.9941	APPL2|55198	1246.789
APP|351	22712.3849	APP|351	13841.2844
APRT|353	2235.1419	APRT|353	778.4404
APTX|54840	536.1864	APTX|54840	344.4954
AQP11|282679	23.5278	AQP11|282679	19.2661
AQP1|358	3115.6082	AQP1|358	15442.1697
AQP3|360	590.0527	AQP3|360	206.422
removed	removed	AQP7P1|375719	1466.055
removed	removed	AQP7P3|441432	49.5413
AQP7|364	15.4788	AQP7|364	4072.4771
AQP9|366	81.7282	AQP9|366	206.422
AQPEP|206338	11.1448	AQPEP|206338	971.7661
AQR|9716	1297.1253	AQR|9716	1066.5138
ARAF|369	956.5912	ARAF|369	1220.6422
ARAP1|116985	1561.3983	ARAP1|116985	3311.3807
ARAP2|116984	102.7794	ARAP2|116984	232.1101
ARAP3|64411	436.5028	ARAP3|64411	965.5963
ARCN1|372	5251.6547	ARCN1|372	4782.5688
ARC|23237	32.8151	ARC|23237	66.055
AREG|374	233.4206	AREG|374	65.5963
ARF1|375	15547.5478	ARF1|375	6799.5413
ARF3|377	5759.36	ARF3|377	4050.4587
ARF4|378	7664.4934	ARF4|378	3866.5138
ARF5|381	3147.7732	ARF5|381	1335.3211
ARF6|382	4504.3372	ARF6|382	2409.1743
ARFGAP1|55738	1777.5879	ARFGAP1|55738	760.0917
ARFGAP2|84364	1162.7691	ARFGAP2|84364	1638.0734
ARFGAP3|26286	1983.1467	ARFGAP3|26286	969.7248
ARFGEF1|10565	1658.0914	ARFGEF1|10565	1572.1422
ARFGEF2|10564	1597.4144	ARFGEF2|10564	2014.2202
ARFIP1|27236	978.2615	ARFIP1|27236	802.2936
ARFIP2|23647	1387.5216	ARFIP2|23647	552.2936
ARFRP1|10139	648.2531	ARFRP1|10139	499.5413
ARG2|384	177.47400000000002	ARG2|384	297.3028
ARGLU1|55082	1235.8291	ARGLU1|55082	2089.4495
ARHGAP10|79658	281.7146	ARHGAP10|79658	1170.1835
ARHGAP11A|9824	169.6479	ARHGAP11A|9824	118.8073
ARHGAP11B|89839	11.1448	ARHGAP11B|89839	10.9633
ARHGAP12|94134	660.6361	ARHGAP12|94134	1018.3486
ARHGAP15|55843	81.7282	ARHGAP15|55843	83.0275
ARHGAP17|55114	1523.7352	ARHGAP17|55114	1912.3853
ARHGAP18|93663	1138.6221	ARHGAP18|93663	1414.6789
ARHGAP19|84986	183.8884	ARHGAP19|84986	309.1743
ARHGAP1|392	4184.2351	ARHGAP1|392	3840.8257
ARHGAP20|57569	100.3028	ARHGAP20|57569	648.1651
ARHGAP21|57584	1879.7481	ARHGAP21|57584	6184.4037
ARHGAP22|58504	149.835	ARHGAP22|58504	123.3945
ARHGAP23|57636	867.4332	ARHGAP23|57636	1159.1743
ARHGAP24|83478	518.8501	ARHGAP24|83478	882.1101
ARHGAP25|9938	279.8571	ARHGAP25|9938	621.5596
ARHGAP26|23092	481.7009	ARHGAP26|23092	753.6697
ARHGAP27|201176	532.4715	ARHGAP27|201176	450.8394
ARHGAP28|79822	964.0210000000001	ARHGAP28|79822	445.8716
ARHGAP29|9411	1429.624	ARHGAP29|9411	3823.3945
ARHGAP30|257106	475.5094	ARHGAP30|257106	1355.9633
ARHGAP31|57514	1212.9205	ARHGAP31|57514	2936.6972
ARHGAP32|9743	1203.014	ARHGAP32|9743	764.6789
ARHGAP33|115703	156.6457	ARHGAP33|115703	70.6422
ARHGAP39|80728	286.6678	ARHGAP39|80728	41.7431
ARHGAP42|143872	253.8341	ARHGAP42|143872	519.2569
ARHGAP4|393	528.7566	ARHGAP4|393	633.945
ARHGAP5|394	1943.5209	ARHGAP5|394	2289.9083
ARHGAP6|395	143.6435	ARHGAP6|395	474.3119
ARHGAP8|23779	178.3718	ARHGAP8|23779	17.3073
ARHGAP9|64333	120.1157	ARHGAP9|64333	236.6972
ARHGDIA|396	6561.1630000000005	ARHGDIA|396	5360.0917
ARHGDIB|397	8497.8732	ARHGDIB|397	3192.2018
removed	removed	ARHGDIG|398	41.8119
ARHGEF10L|55160	682.9256	removed	removed
ARHGEF10|9639	660.0169999999999	ARHGEF10|9639	1905.0459
ARHGEF11|9826	1114.4752	ARHGEF11|9826	2045.4128
ARHGEF12|23365	3893.2333	ARHGEF12|23365	5434.8624
ARHGEF15|22899	321.3403	ARHGEF15|22899	2193.1193
ARHGEF16|27237	328.151	ARHGEF16|27237	55.5046
ARHGEF17|9828	1781.922	ARHGEF17|9828	1793.1193
ARHGEF18|23370	777.0369	ARHGEF18|23370	723.3945
ARHGEF19|128272	451.3624	ARHGEF19|128272	50.0
ARHGEF1|9138	1144.8137	ARHGEF1|9138	1420.1835
ARHGEF2|9181	1744.7728	ARHGEF2|9181	2513.3028
ARHGEF33|100271715	5.5724	ARHGEF33|100271715	10.5505
ARHGEF35|445328	568.3823	ARHGEF35|445328	335.7798
ARHGEF37|389337	629.0593	ARHGEF37|389337	486.2385
ARHGEF38|54848	37.7683	removed	removed
ARHGEF3|50650	495.9415	ARHGEF3|50650	737.1560000000001
ARHGEF4|50649	80.4899	ARHGEF4|50649	290.367
ARHGEF5|7984	460.6497	ARHGEF5|7984	238.5321
ARHGEF6|9459	664.9702	ARHGEF6|9459	7073.3945
ARHGEF7|8874	1612.2741	ARHGEF7|8874	2793.1193
ARHGEF9|23229	445.1709	ARHGEF9|23229	521.1009
ARID1A|8289	2180.0373	ARID1A|8289	2114.2202
ARID1B|57492	3380.5747	ARID1B|57492	2105.0459
ARID2|196528	829.6649	ARID2|196528	782.1101
ARID3A|1820	87.9197	ARID3A|1820	80.7339
ARID3B|10620	103.3985	ARID3B|10620	100.4587
ARID4A|5926	610.4847	ARID4A|5926	862.8439999999999
ARID4B|51742	819.7584	ARID4B|51742	1175.0367
ARID5A|10865	545.4737	ARID5A|10865	500.0
ARID5B|84159	3228.8822	ARID5B|84159	4455.5046
ARIH1|25820	1819.0711	ARIH1|25820	1927.5229
ARIH2|10425	869.9098	ARIH2|10425	1591.1239
ARL10|285598	44.57899999999999	ARL10|285598	79.3578
ARL11|115761	99.0645	ARL11|115761	73.8532
ARL13B|200894	301.5275	ARL13B|200894	255.9633
ARL15|54622	304.0041	ARL15|54622	486.6972
ARL16|339231	446.4092	ARL16|339231	317.4312
ARL17A|51326	73.7659	ARL17A|51326	79.1606
ARL1|400	3067.9025	ARL1|400	2144.0367
ARL2BP|23568	2341.6362	ARL2BP|23568	1902.2936
ARL2|402	1191.8693	ARL2|402	1450.0
ARL3|403	823.4733	ARL3|403	377.9817
ARL4A|10124	184.5076	ARL4A|10124	540.8257
ARL4C|10123	2491.4712	ARL4C|10123	1333.0275
ARL4D|379	86.0622	ARL4D|379	282.5688
ARL5A|26225	878.5779	ARL5A|26225	1022.4771
ARL5B|221079	182.0309	ARL5B|221079	225.6881
ARL6IP1|23204	6601.408	ARL6IP1|23204	3854.1284
ARL6IP4|51329	2675.9787	ARL6IP4|51329	1804.5872
ARL6IP5|10550	3168.2053	ARL6IP5|10550	5509.633000000001
ARL6IP6|151188	321.3403	ARL6IP6|151188	280.2752
ARL6|84100	82.9665	ARL6|84100	63.7615
ARL8A|127829	1240.1632	ARL8A|127829	1106.8807
ARL8B|55207	2220.9014	ARL8B|55207	2170.1835
ARMC10|83787	896.2547	ARMC10|83787	545.8716
ARMC1|55156	718.2173	ARMC1|55156	661.9266
ARMC2|84071	56.3429	ARMC2|84071	97.2477
ARMC5|79798	486.035	ARMC5|79798	194.9541
ARMC6|93436	798.7072	ARMC6|93436	392.2018
ARMC7|79637	435.8836	ARMC7|79637	201.8349
ARMC8|25852	737.4111	ARMC8|25852	840.367
ARMC9|80210	395.6387	ARMC9|80210	114.2202
ARMCX1|51309	756.6048	ARMCX1|51309	834.4037
ARMCX2|9823	1246.9739	ARMCX2|9823	428.8991
ARMCX3|51566	1949.0933	ARMCX3|51566	1976.6055
ARMCX5|64860	260.6634	ARMCX5|64860	247.2477
ARMCX6|54470	289.1444	ARMCX6|54470	174.3119
ARNT2|9915	257.5676	ARNT2|9915	50.9174
ARNTL2|56938	86.6814	ARNTL2|56938	78.4404
ARNTL|406	159.7414	ARNTL|406	190.36700000000002
ARNT|405	1301.4593	ARNT|405	2224.7706
ARPC1A|10552	2031.7502	ARPC1A|10552	1672.9358
ARPC1B|10095	3154.8935	ARPC1B|10095	2715.1376
ARPC2|10109	6815.6348	ARPC2|10109	4862.3853
ARPC3|10094	6980.3295	ARPC3|10094	2523.8532
ARPC4|10093	3372.7734	ARPC4|10093	2645.0642
ARPC5L|81873	955.972	ARPC5L|81873	373.8532
ARPC5|10092	5309.8551	ARPC5|10092	3288.5321
ARPM1|84517	52.0088	ARPM1|84517	44.4954
ARPP19|10776	4673.9851	ARPP19|10776	5656.422
ARRB1|408	214.84599999999998	ARRB1|408	1259.1743
ARRB2|409	842.0479	ARRB2|409	1620.6422
ARRDC1|92714	1223.4461	ARRDC1|92714	288.5321
ARRDC2|27106	685.4022	ARRDC2|27106	711.9266
ARRDC3|57561	1200.5374	ARRDC3|57561	1998.1651
ARRDC4|91947	1089.7091	ARRDC4|91947	805.9633
ARSA|410	952.8763	ARSA|410	808.2569
ARSB|411	1071.1345	ARSB|411	847.2477
ARSD|414	3942.1464	ARSD|414	855.5046
ARSE|415	196.2715	removed	removed
ARSG|22901	286.6678	ARSG|22901	60.0917
ARSH|347527	8.049	removed	removed
ARSI|340075	229.7057	ARSI|340075	84.8624
ARSJ|79642	306.4807	ARSJ|79642	33.945
ARSK|153642	126.9263	ARSK|153642	166.5138
removed	removed	ART3|419	8.2569
removed	removed	ART4|420	38.0734
ART5|116969	9.2873	removed	removed
ARTN|9048	30.3385	removed	removed
ARV1|64801	399.9728	ARV1|64801	260.0917
ARVCF|421	406.1643	ARVCF|421	141.7431
AR|367	611.1039	AR|367	500.4587
AS3MT|57412	104.0177	AS3MT|57412	148.6239
ASAH1|427	4870.2565	ASAH1|427	8359.633
ASAH2|56624	9.9064	removed	removed
ASAM|79827	800.5647	ASAM|79827	2945.4128
ASAP1|50807	2102.6432	ASAP1|50807	2038.0734
ASAP2|8853	604.2932	ASAP2|8853	2338.9908
ASAP3|55616	904.5824	ASAP3|55616	975.6881
ASB13|79754	776.4177	ASB13|79754	420.1835
ASB14|142686	8.6681	ASB14|142686	13.3119
ASB16|92591	11.7639	ASB16|92591	6.4587
ASB1|51665	131.0251	ASB1|51665	723.1468
ASB2|51676	23.5278	ASB2|51676	18.8073
ASB3|51130	287.9061	ASB3|51130	179.8165
ASB6|140459	947.5144	ASB6|140459	478.0321
ASB7|140460	837.7138	ASB7|140460	417.8899
ASB8|140461	752.8899	ASB8|140461	763.3028
ASB9|140462	18.5746	ASB9|140462	77.5229
ASCC1|51008	466.8413	ASCC1|51008	518.8073
ASCC2|84164	1217.8737	ASCC2|84164	1741.2844
ASCC3|10973	1051.3216	ASCC3|10973	926.6055
ASCL2|430	122.5923	ASCL2|430	8.2569
ASF1A|25842	467.4604	ASF1A|25842	326.1468
ASF1B|55723	577.6696	ASF1B|55723	39.9083
removed	removed	ASGR1|432	11.4679
removed	removed	ASGR2|433	19.7248
ASH1L|55870	1558.3768	ASH1L|55870	3447.4954
ASH2L|9070	845.1437	ASH2L|9070	1306.422
ASL|435	530.614	ASL|435	345.8716
ASMTL|8623	890.3418	ASMTL|8623	579.3578
ASNA1|439	2030.8214	ASNA1|439	920.1835
ASNSD1|54529	1328.0829	ASNSD1|54529	1031.6514
ASNS|440	425.9772	ASNS|440	195.4128
ASPA|443	72.4409	ASPA|443	299.0826
removed	removed	ASPG|374569	6.8807
ASPHD1|253982	48.9131	ASPHD1|253982	7.7982
ASPHD2|57168	69.9643	ASPHD2|57168	57.7982
ASPH|444	5596.9872	ASPH|444	20219.1651
ASPM|259266	307.719	ASPM|259266	50.0
ASPN|54829	13005.3061	ASPN|54829	3361.9266
ASPRV1|151516	48.5044	ASPRV1|151516	107.0596
ASPSCR1|79058	510.18199999999996	ASPSCR1|79058	249.5413
ASRGL1|80150	198.7481	ASRGL1|80150	141.7431
ASS1|445	1832.6925	ASS1|445	5320.6422
ASTE1|28990	312.1521	ASTE1|28990	200.4679
ASTN1|460	5.5724	ASTN1|460	5.0459
ASTN2|23245	108.3518	ASTN2|23245	67.8899
ASXL1|171023	1110.7603	ASXL1|171023	2057.7982
ASXL2|55252	286.0486	ASXL2|55252	1349.5413
ATAD1|84896	933.0634	ATAD1|84896	1024.7706
ATAD2B|54454	337.4383	ATAD2B|54454	339.9083
ATAD2|29028	744.2218	ATAD2|29028	242.6606
ATAD3A|55210	490.9882	ATAD3A|55210	287.6147
ATAD3B|83858	165.933	ATAD3B|83858	124.7706
ATAD3C|219293	90.3963	ATAD3C|219293	10.5505
ATAD5|79915	56.3429	ATAD5|79915	28.4404
ATE1|11101	141.1669	ATE1|11101	424.7706
ATF1|466	448.8858	ATF1|466	466.9725
ATF2|1386	530.614	ATF2|1386	648.1651
ATF3|467	691.5938	ATF3|467	1899.5413
ATF4|468	6117.2304	ATF4|468	6810.5505
ATF5|22809	1404.2387	ATF5|22809	884.4037
ATF6B|1388	1799.2335	ATF6B|1388	1170.5367
ATF6|22926	1399.9047	ATF6|22926	1736.6972
ATF7IP2|80063	50.1514	ATF7IP2|80063	75.2294
ATF7IP|55729	942.9698	ATF7IP|55729	1408.7156
ATF7|11016	1741.1879	ATF7|11016	2922.0321
ATG10|83734	117.0199	ATG10|83734	100.0
ATG12|9140	650.1105	ATG12|9140	690.8257
ATG16L1|55054	441.45599999999996	ATG16L1|55054	473.3945
ATG16L2|89849	357.4989	ATG16L2|89849	320.289
ATG2A|23130	440.2177	ATG2A|23130	561.4679
ATG2B|55102	1197.4417	ATG2B|55102	1321.5596
ATG3|64422	1013.5533	ATG3|64422	732.1101
ATG4A|115201	422.2623	ATG4A|115201	285.3211
ATG4B|23192	513.8969	ATG4B|23192	578.8991
ATG4C|84938	222.2759	ATG4C|84938	256.8807
ATG4D|84971	432.3173	ATG4D|84971	137.9174
ATG5|9474	795.6114	removed	removed
ATG7|10533	800.3480000000001	ATG7|10533	846.0459
ATG9A|79065	1257.9143	ATG9A|79065	1646.2385
ATG9B|285973	69.9643	ATG9B|285973	6.3211
ATHL1|80162	197.5098	ATHL1|80162	226.6055
ATIC|471	3268.508	ATIC|471	957.7982
ATL1|51062	511.4203	ATL1|51062	184.4037
ATL2|64225	778.2752	ATL2|64225	770.1835
ATL3|25923	649.4914	ATL3|25923	1161.0092
ATMIN|23300	1552.8354	ATMIN|23300	1980.2752
ATM|472	1047.6067	ATM|472	1824.3119
ATN1|1822	5166.2116	ATN1|1822	6016.055
ATOH8|84913	32.8151	ATOH8|84913	1472.0183
ATOX1|475	1903.2759	ATOX1|475	464.6789
ATP10A|57194	545.4737	ATP10A|57194	633.945
ATP10D|57205	595.0059	ATP10D|57205	574.7706
ATP11A|23250	520.7076	ATP11A|23250	1644.4954
ATP11B|23200	1553.4546	ATP11B|23200	1861.0092
ATP11C|286410	432.1687	ATP11C|286410	882.5688
ATP13A1|57130	1893.9886	ATP13A1|57130	762.3853
ATP13A2|23400	840.1905	ATP13A2|23400	775.6881
ATP13A3|79572	2225.8546	ATP13A3|79572	3059.1743
ATP13A4|84239	22.2895	removed	removed
ATP13A5|344905	114.5433	removed	removed
