gene_id	TCGA-E9-A1RH-01A-21R-A169-07	gene_id	TCGA-E9-A1RH-11A-34R-A169-07
ALOX15|246	405.9948	ALOX15|246	19.262999999999998
ALOX5AP|241	291.1744	ALOX5AP|241	407.0352
ALOX5|240	191.5788	ALOX5|240	284.7571
ALOXE3|59344	15.2248	lowly_expressed	lowly_expressed
ALPK1|80216	360.0032	ALPK1|80216	490.7873
ALPK2|115701	74.2209	ALPK2|115701	45.2261
ALPK3|57538	136.0717	ALPK3|57538	2441.3735
ALPL|249	106.5736	ALPL|249	906.1977
ALS2CL|259173	219.1737	ALS2CL|259173	327.8894
ALS2CR11|151254	38.6964	ALS2CR11|151254	33.5008
ALS2CR4|65062	647.6885	ALS2CR4|65062	946.8174
ALS2CR8|79800	129.4108	ALS2CR8|79800	209.3802
ALS2|57679	536.04	ALS2|57679	610.9715
lowly_expressed	lowly_expressed	ALX1|8092	5.4439
ALX3|257	26.9606	ALX3|257	15.0754
ALX4|60529	22.52	ALX4|60529	15.4941
AMACR|23600	662.5961	AMACR|23600	268.0067
AMBRA1|55626	366.9812	AMBRA1|55626	758.794
AMD1|262	3100.785	AMD1|262	1406.1977
AMDHD1|144193	8.564	AMDHD1|144193	8.794
AMDHD2|51005	349.8438	AMDHD2|51005	137.4456
AMFR|267	3021.4892	AMFR|267	2968.1742
AMICA1|120425	33.3043	AMICA1|120425	110.9715
AMIGO1|57463	88.8114	AMIGO1|57463	245.8124
AMIGO2|347902	594.3985	AMIGO2|347902	975.2931
AMIGO3|386724	120.5297	AMIGO3|386724	43.1323
AMMECR1L|83607	790.4211	AMMECR1L|83607	830.8208
AMMECR1|9949	664.1821	AMMECR1|9949	213.1491
AMN1|196394	158.2745	AMN1|196394	158.7102
AMOTL1|154810	559.5115	AMOTL1|154810	3167.0854
AMOTL2|51421	5309.9675	AMOTL2|51421	3409.9665
AMOT|154796	61.5336	AMOT|154796	1133.1658
lowly_expressed	lowly_expressed	AMPD1|270	19.6817
AMPD2|271	298.1524	AMPD2|271	538.526
AMPD3|272	234.3985	AMPD3|272	148.2412
AMPH|273	347.63300000000004	AMPH|273	247.0687
AMTN|401138	26.3262	lowly_expressed	lowly_expressed
AMT|275	12.8079	AMT|275	127.8224
lowly_expressed	lowly_expressed	AMY1A|276	23.8693
AMY2B|280	6.0899	AMY2B|280	421.7253
AMZ1|155185	7.6124	AMZ1|155185	7.9564
AMZ2P1|201283	245.1828	AMZ2P1|201283	267.1692
AMZ2|51321	3333.2805	AMZ2|51321	1892.3786
ANAPC10|10393	195.0678	ANAPC10|10393	116.8342
ANAPC11|51529	738.0858	ANAPC11|51529	695.5611
ANAPC13|25847	1654.1591	ANAPC13|25847	1388.6265
ANAPC16|119504	5704.5437	ANAPC16|119504	3105.5276
ANAPC1|64682	1720.4028	ANAPC1|64682	757.1189
ANAPC2|29882	427.5632	ANAPC2|29882	467.7554
ANAPC4|29945	436.7616	ANAPC4|29945	500.0
ANAPC5|51433	1850.4479999999999	ANAPC5|51433	2002.0938
ANAPC7|51434	1227.817	ANAPC7|51434	770.1005
ANGEL1|23357	356.5142	ANGEL1|23357	451.8425
ANGEL2|90806	475.7751	ANGEL2|90806	666.2479
ANGPT1|284	180.1602	ANGPT1|284	1186.3484
ANGPT2|285	461.5019	ANGPT2|285	335.0084
lowly_expressed	lowly_expressed	ANGPT4|51378	49.8325
lowly_expressed	lowly_expressed	ANGPTL1|9068	1073.2831
ANGPTL2|23452	1804.7736	ANGPTL2|23452	10406.1977
ANGPTL4|51129	1875.8227	ANGPTL4|51129	3657.0352
lowly_expressed	lowly_expressed	ANGPTL5|253935	141.9598
lowly_expressed	lowly_expressed	ANGPTL7|10218	42.2948
ANG|283	123.5905	ANG|283	756.6206
ANK1|286	22.2028	ANK1|286	28.4757
ANK2|287	115.1376	ANK2|287	2908.7102
ANK3|288	2197.1295	ANK3|288	457.7052
ANKAR|150709	14.5904	ANKAR|150709	56.1139
ANKDD1A|348094	39.6479	ANKDD1A|348094	166.2479
ANKFY1|51479	1930.3782	ANKFY1|51479	2579.9832
ANKHD1-EIF4EBP3|404734	587.43	ANKHD1-EIF4EBP3|404734	779.3760000000001
ANKHD1|54882	2050.0896	ANKHD1|54882	2158.7018
ANKH|56172	1421.2989	ANKH|56172	1725.7119
ANKIB1|54467	3055.4278	ANKIB1|54467	1638.191
lowly_expressed	lowly_expressed	ANKK1|255239	5.8626
ANKLE1|126549	24.1059	ANKLE1|126549	5.8626
ANKLE2|23141	1277.932	ANKLE2|23141	1672.5293
ANKMY1|51281	132.8998	ANKMY1|51281	171.273
ANKMY2|57037	785.0289	ANKMY2|57037	563.6516
ANKRA2|57763	246.4515	ANKRA2|57763	188.861
ANKRD10|55608	377.4165	ANKRD10|55608	1383.1826
ANKRD11|29123	1141.6636	ANKRD11|29123	2078.5678
ANKRD12|23253	1716.2794	ANKRD12|23253	1706.0302
ANKRD13A|88455	1832.3686	ANKRD13A|88455	1030.5695
ANKRD13B|124930	106.2564	ANKRD13B|124930	184.2546
ANKRD13C|81573	875.4262	ANKRD13C|81573	685.0921
ANKRD13D|338692	152.248	ANKRD13D|338692	281.407
ANKRD16|54522	76.4412	ANKRD16|54522	84.5896
ANKRD17|26057	2916.5015	ANKRD17|26057	2666.2479
ANKRD19|138649	24.4231	ANKRD19|138649	35.5946
ANKRD1|27063	832.6065	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANKRD20A3|441425	10.8878
ANKRD20B|729171	6.6609	ANKRD20B|729171	10.0503
ANKRD22|118932	60.2648	ANKRD22|118932	15.0754
ANKRD23|200539	21.2513	ANKRD23|200539	13.4003
ANKRD24|170961	15.2248	ANKRD24|170961	36.0134
ANKRD26P1|124149	56.7758	lowly_expressed	lowly_expressed
ANKRD26|22852	536.9915	ANKRD26|22852	235.7621
ANKRD27|84079	1035.921	ANKRD27|84079	889.4472
ANKRD28|23243	2409.3252	ANKRD28|23243	1255.0251
lowly_expressed	lowly_expressed	ANKRD29|147463	438.861
ANKRD30A|91074	6.978	ANKRD30A|91074	74.9581
ANKRD32|84250	161.1292	ANKRD32|84250	118.928
ANKRD34A|284615	40.2823	ANKRD34A|284615	25.1256
ANKRD34B|340120	327.6505	lowly_expressed	lowly_expressed
ANKRD35|148741	17.7623	ANKRD35|148741	225.7119
ANKRD36BP1|84832	182.3805	ANKRD36BP1|84832	154.9414
ANKRD36B|57730	53.9212	ANKRD36B|57730	25.5444
ANKRD36|375248	113.5517	ANKRD36|375248	137.3534
ANKRD37|353322	279.3117	ANKRD37|353322	34.598
ANKRD39|51239	152.248	ANKRD39|51239	92.9648
ANKRD40|91369	1379.1135	ANKRD40|91369	3791.8759999999997
ANKRD42|338699	185.5523	ANKRD42|338699	247.9062
ANKRD43|134548	10.7842	ANKRD43|134548	83.3333
ANKRD44|91526	16.4935	ANKRD44|91526	81.2395
lowly_expressed	lowly_expressed	ANKRD45|339416	7.1189
ANKRD46|157567	296.0082	ANKRD46|157567	1097.9899
ANKRD49|54851	211.8785	ANKRD49|54851	292.7136
ANKRD50|57182	5136.151	ANKRD50|57182	921.273
ANKRD52|283373	1453.0172	ANKRD52|283373	983.6683
lowly_expressed	lowly_expressed	ANKRD53|79998	246.6499
ANKRD54|129138	318.135	ANKRD54|129138	242.4623
ANKRD56|345079	53.604	ANKRD56|345079	8.794
ANKRD57|65124	1499.0088	ANKRD57|65124	506.2814
ANKRD58|347454	17.4451	ANKRD58|347454	5.4439
ANKRD5|63926	415.5103	ANKRD5|63926	296.4824
ANKRD6|22881	56.1954	ANKRD6|22881	284.5142
ANKRD9|122416	48.5291	ANKRD9|122416	53.1826
ANKS1A|23294	698.1207	ANKS1A|23294	1076.2144
ANKS1B|56899	40.9167	ANKS1B|56899	41.4573
ANKS3|124401	127.1905	ANKS3|124401	123.9531
ANKS6|203286	122.4328	ANKS6|203286	453.0988
ANKZF1|55139	480.5329	ANKZF1|55139	399.9162
ANLN|54443	4062.8023	ANLN|54443	50.2513
ANO10|55129	686.0677	ANO10|55129	1234.9246
ANO1|55107	725.7156	ANO1|55107	2154.9414
lowly_expressed	lowly_expressed	ANO2|57101	44.8074
ANO3|63982	157.0058	ANO3|63982	417.9229
lowly_expressed	lowly_expressed	ANO4|121601	8.3752
ANO5|203859	6.3437	ANO5|203859	139.866
ANO6|196527	7593.0537	ANO6|196527	12272.1943
ANO7|50636	37.7448	ANO7|50636	12.5628
ANO8|57719	255.6498	ANO8|57719	293.9698
ANO9|338440	19.6654	ANO9|338440	20.938000000000002
ANP32A|8125	2160.019	ANP32A|8125	2317.0017
ANP32B|10541	3413.8451	ANP32B|10541	3309.8827
ANP32E|81611	376.8139	ANP32E|81611	1018.0067
ANPEP|290	790.4211	ANPEP|290	1316.5829
ANTXR1|84168	6369.3601	ANTXR1|84168	5515.4941
ANTXR2|118429	506.2247	ANTXR2|118429	5717.3367
ANUBL1|93550	412.0213	ANUBL1|93550	148.2412
ANXA11|311	5601.1419	ANXA11|311	4578.727
ANXA1|301	1652.5256	ANXA1|301	16865.1591
ANXA2P1|303	75.1725	ANXA2P1|303	100.9213
ANXA2P2|304	4518.5949	ANXA2P2|304	6079.1457
ANXA2P3|305	5.3921	ANXA2P3|305	5.4439
ANXA2|302	12401.237	ANXA2|302	18718.1742
ANXA3|306	2721.4337	ANXA3|306	1064.0704
ANXA4|307	7351.9943	ANXA4|307	1932.5796
ANXA5|308	11467.7662	ANXA5|308	14409.5477
ANXA6|309	3170.8826	ANXA6|309	13280.9883
ANXA7|310	10238.9977	ANXA7|310	3507.5377
ANXA8L2|244	1130.7589	ANXA8L2|244	52.7638
ANXA8|653145	2250.4163	ANXA8|653145	176.2982
ANXA9|8416	132.5827	ANXA9|8416	59.464
AOAH|313	8.2468	AOAH|313	52.7638
AOC2|314	9.5155	AOC2|314	164.5729
AOC3|8639	65.3398	AOC3|8639	31274.2881
AOX1|316	23.1544	AOX1|316	2811.9765
AP1AR|55435	646.1026	AP1AR|55435	366.8342
AP1B1|162	2362.382	AP1B1|162	1989.1122
AP1G1|164	3898.5013	AP1G1|164	2414.1541
AP1G2|8906	1211.5074	AP1G2|8906	279.4012
AP1M1|8907	1449.8454	AP1M1|8907	1563.6516
AP1M2|10053	1448.5766	AP1M2|10053	158.7102
AP1S1|1174	715.2486	AP1S1|1174	370.1843
AP1S2|8905	246.7687	AP1S2|8905	705.6114
AP1S3|130340	751.7247	AP1S3|130340	27.6382
AP2A1|160	1419.0215	AP2A1|160	2271.4992
AP2A2|161	649.2744	AP2A2|161	2155.3601
AP2B1|163	3871.5407	AP2B1|163	6304.8576
AP2M1|1173	13224.6452	AP2M1|1173	5677.5544
AP2S1|1175	1110.1419	AP2S1|1175	951.4238
AP3B1|8546	1327.0954	AP3B1|8546	1466.0804
AP3B2|8120	130.0452	AP3B2|8120	15.4941
AP3D1|8943	2868.9240000000004	AP3D1|8943	2196.3987
AP3M1|26985	5941.4797	AP3M1|26985	1923.3668
AP3M2|10947	354.2939	AP3M2|10947	569.933
AP3S1|1176	936.3254	AP3S1|1176	1376.0469
AP3S2|10239	859.0215	AP3S2|10239	2234.4891
AP4B1|10717	329.08099999999996	AP4B1|10717	342.8015
AP4E1|23431	529.6963	AP4E1|23431	353.0151
AP4M1|9179	290.8889	AP4M1|9179	262.9439
AP4S1|11154	203.6318	AP4S1|11154	90.87100000000001
APAF1|317	769.487	APAF1|317	453.9363
APBA1|320	157.6402	APBA1|320	247.0687
APBA2|321	123.7015	APBA2|321	23.4506
APBA3|9546	194.4334	APBA3|9546	122.6968
APBB1IP|54518	178.8914	APBB1IP|54518	1199.7487
APBB1|322	243.2797	APBB1|322	702.2613
APBB2|323	1638.8867	APBB2|323	4175.0419
APBB3|10307	45.6744	APBB3|10307	186.3484
lowly_expressed	lowly_expressed	APC2|10297	5.5025
APCDD1L|164284	91.0316	APCDD1L|164284	83.3333
APCDD1|147495	537.6259	APCDD1|147495	4664.9916
APC|324	991.5153	APC|324	1230.737
APEH|327	3718.9755	APEH|327	1192.6298
APEX1|328	4161.1292	APEX1|328	2242.8811
APEX2|27301	558.56	APEX2|27301	279.3132
APH1A|51107	3785.2668	APH1A|51107	2972.7806
APH1B|83464	405.9948	APH1B|83464	701.4238
API5|8539	1359.1309	API5|8539	2539.3635
APIP|51074	305.8156	APIP|51074	880.7621
APITD1|378708	219.1896	APITD1|378708	123.5343
APLF|200558	19.9826	APLF|200558	97.1524
APLNR|187	50.115	APLNR|187	1494.9749
APLN|8862	872.8887	APLN|8862	66.1642
APLP1|333	543.6524	APLP1|333	18.4255
APLP2|334	18328.4434	APLP2|334	15034.3384
APOA1BP|128240	1031.1633	APOA1BP|128240	1023.8693
APOB48R|55911	364.4437	APOB48R|55911	28.8945
APOBEC3A|200315	16.5538	APOBEC3A|200315	7.1189
APOBEC3B|9582	735.4881	APOBEC3B|9582	25.9631
APOBEC3C|27350	385.695	APOBEC3C|27350	269.263
APOBEC3D|140564	70.0975	APOBEC3D|140564	58.2077
APOBEC3F|200316	213.7816	APOBEC3F|200316	103.0151
APOBEC3G|60489	54.8727	APOBEC3G|60489	148.66
lowly_expressed	lowly_expressed	APOB|338	1009.6315
APOC1|341	210.2926	APOC1|341	247.0687
APOC2|344	46.3088	APOC2|344	13.8191
APOD|347	639373.5628	APOD|347	37283.5008
APOE|348	558.56	APOE|348	3619.3467
APOH|350	6.0265	lowly_expressed	lowly_expressed
APOL1|8542	1846.9589999999998	APOL1|8542	1549.4137
APOL2|23780	1015.3041	APOL2|23780	806.1139
APOL3|80833	393.3074	lowly_expressed	lowly_expressed
APOL4|80832	728.5703	APOL4|80832	1376.8844
APOL6|80830	4044.4057	APOL6|80830	11112.2278
APOLD1|81575	150.2308	APOLD1|81575	517.5879
APOM|55937	25.3747	APOM|55937	41.4573
APOOL|139322	261.0419	APOOL|139322	327.8894
APOO|79135	129.4108	APOO|79135	161.6415
APPBP2|10513	1327.7298	APPBP2|10513	1850.5025
APPL1|26060	1933.5501	APPL1|26060	1914.5729
APPL2|55198	2344.6198	APPL2|55198	1468.5929999999998
APP|351	7138.5299	APP|351	17329.9832
APRT|353	1229.0857	APRT|353	826.2144
APTX|54840	386.9638	APTX|54840	427.9732
AQP11|282679	30.7668	AQP11|282679	37.2697
AQP12B|653437	5.0749	lowly_expressed	lowly_expressed
AQP1|358	802.1568	AQP1|358	22301.4908
AQP3|360	165.2526	AQP3|360	270.938
lowly_expressed	lowly_expressed	AQP4|361	22.1943
lowly_expressed	lowly_expressed	AQP5|362	66.1642
lowly_expressed	lowly_expressed	AQP6|363	12.5628
lowly_expressed	lowly_expressed	AQP7P1|375719	743.7186
lowly_expressed	lowly_expressed	AQP7P3|441432	79.5645
lowly_expressed	lowly_expressed	AQP7|364	5994.5561
AQP9|366	158.5917	AQP9|366	10.469000000000001
lowly_expressed	lowly_expressed	AQPEP|206338	979.3216
AQR|9716	1480.6122	AQR|9716	1069.933
ARAF|369	862.4217	ARAF|369	1188.4422
ARAP1|116985	1132.6556	ARAP1|116985	2371.7211
ARAP2|116984	840.8532	ARAP2|116984	180.4858
ARAP3|64411	104.6705	ARAP3|64411	655.3601
ARCN1|372	6843.8665	ARCN1|372	4556.1139
ARC|23237	56.4586	ARC|23237	22.1943
AREG|374	14.2733	AREG|374	34.3384
ARF1|375	8050.115	ARF1|375	6354.2714
ARF3|377	5572.2782	ARF3|377	3807.7889
ARF4|378	8504.956	ARF4|378	3918.7605
ARF5|381	1661.7049	ARF5|381	1457.6801
ARF6|382	2994.5286	ARF6|382	1912.8978
ARFGAP1|55738	884.3074	ARFGAP1|55738	576.2144
ARFGAP2|84364	746.0154	ARFGAP2|84364	1819.9246
ARFGAP3|26286	4490.6827	ARFGAP3|26286	958.1239999999999
ARFGEF1|10565	3173.512	ARFGEF1|10565	1692.8936
ARFGEF2|10564	3324.7165	ARFGEF2|10564	2053.6013
ARFIP1|27236	2241.218	ARFIP1|27236	969.0117
ARFIP2|23647	747.6013	ARFIP2|23647	668.7605
ARFRP1|10139	257.2357	ARFRP1|10139	467.3367
ARG2|384	167.4411	ARG2|384	368.9112
ARGLU1|55082	705.0987	ARGLU1|55082	2364.3216
ARHGAP10|79658	1257.6322	ARHGAP10|79658	1042.2948
ARHGAP11A|9824	812.9411	ARHGAP11A|9824	94.6399
ARHGAP11B|89839	28.2293	lowly_expressed	lowly_expressed
ARHGAP12|94134	979.7796	ARHGAP12|94134	1118.928
ARHGAP15|55843	12.6873	ARHGAP15|55843	68.6767
ARHGAP17|55114	570.613	ARHGAP17|55114	1355.5276
ARHGAP18|93663	443.7396	ARHGAP18|93663	901.5913
ARHGAP19|84986	376.1795	ARHGAP19|84986	451.005
ARHGAP1|392	1544.366	ARHGAP1|392	4016.7504
ARHGAP20|57569	33.3043	ARHGAP20|57569	717.7554
ARHGAP21|57584	1923.0829999999999	ARHGAP21|57584	4857.6214
ARHGAP22|58504	81.5161	ARHGAP22|58504	46.9012
ARHGAP23|57636	335.8972	ARHGAP23|57636	835.0084
ARHGAP24|83478	99.9128	ARHGAP24|83478	515.4941
ARHGAP25|9938	69.146	ARHGAP25|9938	347.9899
ARHGAP26|23092	491.6343	ARHGAP26|23092	1029.3132
ARHGAP27|201176	325.7474	ARHGAP27|201176	327.8894
ARHGAP28|79822	763.7777	ARHGAP28|79822	306.1139
ARHGAP29|9411	4862.4217	ARHGAP29|9411	3377.7219
ARHGAP30|257106	294.3462	ARHGAP30|257106	335.8459
ARHGAP31|57514	346.3643	ARHGAP31|57514	2072.8643
ARHGAP32|9743	1282.0553	ARHGAP32|9743	855.1089
ARHGAP33|115703	36.1589	ARHGAP33|115703	61.5578
ARHGAP39|80728	145.5872	ARHGAP39|80728	49.4137
ARHGAP42|143872	47.2603	ARHGAP42|143872	379.7864
ARHGAP4|393	103.4018	ARHGAP4|393	227.3869
ARHGAP5|394	9512.9649	ARHGAP5|394	2811.5578
ARHGAP6|395	12.3702	ARHGAP6|395	286.0134
ARHGAP8|23779	460.7089	ARHGAP8|23779	72.9816
ARHGAP9|64333	21.5685	ARHGAP9|64333	69.5142
ARHGDIA|396	2853.0648	ARHGDIA|396	3495.3936
ARHGDIB|397	874.1575	ARHGDIB|397	2609.7152
ARHGDIG|398	5.0749	ARHGDIG|398	57.3325
ARHGEF10L|55160	299.4211	ARHGEF10L|55160	699.33
ARHGEF10|9639	351.4392	ARHGEF10|9639	1623.9531
ARHGEF11|9826	942.6691	ARHGEF11|9826	1399.0787
ARHGEF12|23365	5573.2297	ARHGEF12|23365	5270.938
ARHGEF15|22899	38.062	ARHGEF15|22899	1337.5209
ARHGEF16|27237	110.3798	ARHGEF16|27237	161.6415
ARHGEF17|9828	978.1936	ARHGEF17|9828	1521.7755
ARHGEF18|23370	871.62	ARHGEF18|23370	556.1139
ARHGEF19|128272	276.5839	ARHGEF19|128272	104.2714
ARHGEF1|9138	327.0161	ARHGEF1|9138	772.1943
ARHGEF2|9181	599.7938	ARHGEF2|9181	2213.1491
ARHGEF33|100271715	6.6609	ARHGEF33|100271715	7.9564
ARHGEF35|445328	356.8313	ARHGEF35|445328	187.1859
ARHGEF37|389337	779.6368	ARHGEF37|389337	551.0888
ARHGEF38|54848	81.8333	lowly_expressed	lowly_expressed
ARHGEF3|50650	833.558	ARHGEF3|50650	1258.3752
ARHGEF4|50649	138.292	ARHGEF4|50649	584.5896
ARHGEF5|7984	421.5368	ARHGEF5|7984	262.9816
ARHGEF6|9459	1963.3653	ARHGEF6|9459	4868.0905
ARHGEF7|8874	800.2537	ARHGEF7|8874	2292.2948
ARHGEF9|23229	475.1408	ARHGEF9|23229	682.5796
ARID1A|8289	2341.4479	ARID1A|8289	2014.2379
ARID1B|57492	1404.4881	ARID1B|57492	2064.9079
ARID2|196528	1020.6962	ARID2|196528	921.6918
ARID3A|1820	116.7235	ARID3A|1820	69.5142
ARID3B|10620	38.3792	ARID3B|10620	75.7956
ARID4A|5926	488.7796	ARID4A|5926	891.541
ARID4B|51742	1541.5114	ARID4B|51742	1135.6784
ARID5A|10865	205.5349	ARID5A|10865	314.9079
ARID5B|84159	2310.9983	ARID5B|84159	6788.1072
ARIH1|25820	1931.6470000000002	ARIH1|25820	2307.7889
ARIH2|10425	820.8707	ARIH2|10425	1579.0704
ARL10|285598	41.551	ARL10|285598	41.876000000000005
ARL11|115761	109.1111	ARL11|115761	43.5511
ARL13B|200894	608.0406	ARL13B|200894	249.5812
ARL14|80117	60.582	lowly_expressed	lowly_expressed
ARL15|54622	123.7015	ARL15|54622	402.8476
ARL16|339231	238.5219	ARL16|339231	440.536
ARL17A|51326	78.3126	ARL17A|51326	78.4841
ARL1|400	2456.9027	ARL1|400	2446.3987
ARL2BP|23568	1469.8279	ARL2BP|23568	1954.3551
ARL2|402	494.8061	ARL2|402	1562.8141
ARL3|403	351.7564	ARL3|403	546.4824
ARL4A|10124	768.5354	ARL4A|10124	497.9062
ARL4C|10123	1680.7549	ARL4C|10123	593.8023
ARL4D|379	388.2325	ARL4D|379	133.5846
ARL5A|26225	1019.1103	ARL5A|26225	1173.7856
ARL5B|221079	570.9301	ARL5B|221079	247.4874
ARL6IP1|23204	14646.2612	ARL6IP1|23204	6628.5595
ARL6IP4|51329	718.1032	ARL6IP4|51329	1329.1457
ARL6IP5|10550	1237.0153	ARL6IP5|10550	7510.469
ARL6IP6|151188	810.4036	ARL6IP6|151188	213.5678
ARL6|84100	68.1944	ARL6|84100	85.8459
ARL8A|127829	536.3571	ARL8A|127829	909.9665
ARL8B|55207	8255.0155	ARL8B|55207	2631.9095
ARL9|132946	9.8327	lowly_expressed	lowly_expressed
ARMC10|83787	705.4698	ARMC10|83787	749.3844
ARMC1|55156	2075.0139	ARMC1|55156	786.0134
ARMC2|84071	60.2648	ARMC2|84071	48.1575
ARMC5|79798	182.6976	ARMC5|79798	141.541
ARMC6|93436	486.2422	ARMC6|93436	320.335
ARMC7|79637	641.3449	ARMC7|79637	187.1859
ARMC8|25852	1530.41	ARMC8|25852	924.2044
ARMC9|80210	134.4858	ARMC9|80210	106.3652
ARMCX1|51309	146.2216	ARMCX1|51309	958.1239999999999
ARMCX2|9823	177.9399	ARMCX2|9823	635.6784
ARMCX3|51566	748.87	ARMCX3|51566	2353.8526
ARMCX5|64860	288.9541	ARMCX5|64860	240.3685
ARMCX6|54470	95.4722	ARMCX6|54470	197.2362
ARNT2|9915	93.2519	ARNT2|9915	94.6399
ARNTL2|56938	51.3837	ARNTL2|56938	79.1457
ARNTL|406	187.4554	ARNTL|406	114.7404
ARNT|405	1393.0695	ARNT|405	2569.5142
ARPC1A|10552	1695.7735	ARPC1A|10552	2462.3116
ARPC1B|10095	3198.3665	ARPC1B|10095	1429.6482
ARPC2|10109	5341.3686	ARPC2|10109	3969.0117
ARPC3|10094	4463.0878	ARPC3|10094	2829.5645
ARPC4|10093	3947.0240000000003	ARPC4|10093	2557.5544
ARPC5L|81873	979.1452	ARPC5L|81873	482.4121
ARPC5|10092	4621.3623	ARPC5|10092	2697.6549
ARPM1|84517	45.3572	ARPM1|84517	86.2647
ARPP19|10776	3341.5272	ARPP19|10776	5913.7353
ARRB1|408	699.0722	ARRB1|408	1388.191
ARRB2|409	382.5232	ARRB2|409	502.5126
ARRDC1|92714	942.3519	ARRDC1|92714	247.0687
ARRDC2|27106	502.7357	ARRDC2|27106	505.8626
ARRDC3|57561	2517.4847	ARRDC3|57561	2682.5796
ARRDC4|91947	253.4295	ARRDC4|91947	840.8710000000001
ARRDC5|645432	5.0749	lowly_expressed	lowly_expressed
ARSA|410	285.7823	ARSA|410	690.5360000000001
ARSB|411	288.9541	ARSB|411	409.5477
ARSD|414	1423.2020000000002	ARSD|414	1063.6516
ARSE|415	16.1764	ARSE|415	5.4439
ARSG|22901	37.4276	ARSG|22901	92.5461
ARSI|340075	31.084	ARSI|340075	16.7504
ARSJ|79642	193.1647	ARSJ|79642	56.9514
ARSK|153642	134.1686	ARSK|153642	193.8861
ART1|417	35.5245	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ART3|419	5.8626
ART4|420	36.7933	ART4|420	12.9816
lowly_expressed	lowly_expressed	ART5|116969	6.2814
ARTN|9048	5.0749	lowly_expressed	lowly_expressed
ARV1|64801	376.8139	ARV1|64801	348.4087
ARVCF|421	157.9573	ARVCF|421	121.4405
ARX|170302	13.0045	lowly_expressed	lowly_expressed
AR|367	1494.5682	AR|367	648.66
AS3MT|57412	89.4457	AS3MT|57412	325.3769
ASAH1|427	1615.4151	ASAH1|427	13002.0938
ASAH2B|653308	35.5245	lowly_expressed	lowly_expressed
ASAH2|56624	14.2733	ASAH2|56624	10.469000000000001
ASAM|79827	412.3384	ASAM|79827	3185.9296
ASAP1|50807	1693.125	ASAP1|50807	1509.6315
ASAP2|8853	2540.3219	ASAP2|8853	1461.8928
ASAP3|55616	1106.3357	ASAP3|55616	1049.4137
ASB13|79754	389.184	ASB13|79754	452.2613
ASB14|142686	7.2952	ASB14|142686	13.8191
ASB16|92591	6.0392	ASB16|92591	8.4422
ASB1|51665	366.9558	ASB1|51665	734.9623
ASB2|51676	80.2474	ASB2|51676	15.4941
ASB3|51130	523.3526	ASB3|51130	288.1072
ASB6|140459	459.2752	ASB6|140459	395.7538
ASB7|140460	372.6905	ASB7|140460	512.5628
ASB8|140461	651.4947	ASB8|140461	981.1558
ASB9|140462	33.9386	ASB9|140462	87.1022
ASCC1|51008	3978.1143	ASCC1|51008	596.3149
ASCC2|84164	934.7395	ASCC2|84164	1367.6717
ASCC3|10973	7522.3218	ASCC3|10973	925.0419
ASCL2|430	77.3928	ASCL2|430	5.4439
ASF1A|25842	674.9663	ASF1A|25842	425.8794
ASF1B|55723	2681.4686	ASF1B|55723	36.4322
lowly_expressed	lowly_expressed	ASGR1|432	7.1189
lowly_expressed	lowly_expressed	ASGR2|433	5.4439
ASH1L|55870	2519.0167	lowly_expressed	lowly_expressed
ASH2L|9070	893.5057	ASH2L|9070	1763.4003
ASL|435	708.9049	ASL|435	342.9648
ASMTL|8623	462.1362	ASMTL|8623	578.727
ASNA1|439	1731.8214	ASNA1|439	1020.1005
ASNSD1|54529	957.8939	ASNSD1|54529	1255.0251
ASNS|440	466.2596	ASNS|440	237.4372
lowly_expressed	lowly_expressed	ASPA|443	324.5394
ASPHD1|253982	95.155	lowly_expressed	lowly_expressed
ASPHD2|57168	79.613	ASPHD2|57168	38.525999999999996
ASPH|444	15368.7321	ASPH|444	22928.5385
ASPM|259266	828.4831	ASPM|259266	29.3132
ASPN|54829	936.9598	ASPN|54829	1214.4054
ASPRV1|151516	31.1442	ASPRV1|151516	85.5318
ASPSCR1|79058	257.5529	ASPSCR1|79058	201.005
ASRGL1|80150	146.8559	ASRGL1|80150	108.459
ASS1|445	9443.1845	ASS1|445	7503.3501
ASTE1|28990	267.522	ASTE1|28990	238.8652
lowly_expressed	lowly_expressed	ASTN1|460	38.525999999999996
ASTN2|23245	47.8947	ASTN2|23245	110.9715
ASXL1|171023	1106.9701	ASXL1|171023	1773.0318
ASXL2|55252	2251.0507	ASXL2|55252	920.4355
lowly_expressed	lowly_expressed	ASXL3|80816	21.7755
ATAD1|84896	1003.5683	ATAD1|84896	1417.5042
ATAD2B|54454	1527.2381	ATAD2B|54454	314.4891
ATAD2|29028	2993.577	ATAD2|29028	395.7286
ATAD3A|55210	413.29	ATAD3A|55210	217.3367
ATAD3B|83858	122.1156	ATAD3B|83858	80.8208
ATAD3C|219293	23.4716	ATAD3C|219293	41.0385
ATAD5|79915	398.6995	ATAD5|79915	34.3384
ATE1|11101	243.5969	ATE1|11101	369.7655
ATF1|466	1014.6697	ATF1|466	456.4489
ATF2|1386	862.4217	ATF2|1386	718.1742
ATF3|467	470.38300000000004	ATF3|467	155.3601
