gene_id	TCGA-BH-A0DQ-01A-11R-A084-07	gene_id	TCGA-BH-A0DQ-11A-12R-A089-07
lowly_expressed	lowly_expressed	ALK|238	23.5004
ALMS1|7840	1145.8929	ALMS1|7840	967.5782
ALOX12P2|245	24.1112	ALOX12P2|245	46.1304
ALOX12|239	5.7213	ALOX12|239	9.0114
ALOX15B|247	1641.602	ALOX15B|247	2804.0908
ALOX15|246	70.2902	ALOX15|246	92.8411
ALOX5AP|241	420.9236	ALOX5AP|241	222.5285
ALOX5|240	273.39599999999996	ALOX5|240	253.8623
ALOXE3|59344	33.1018	ALOXE3|59344	6.9631
ALPK1|80216	571.3118	ALPK1|80216	908.1018
ALPK2|115701	57.2129	ALPK2|115701	30.1734
ALPK3|57538	258.2754	ALPK3|57538	143.0333
ALPL|249	230.895	ALPL|249	838.7612
ALS2CL|259173	90.7233	ALS2CL|259173	221.368
lowly_expressed	lowly_expressed	ALS2CR11|151254	10.7348
ALS2CR4|65062	609.3175	ALS2CR4|65062	1288.17
ALS2CR8|79800	102.1659	ALS2CR8|79800	311.5979
ALS2|57679	579.8937	ALS2|57679	735.7656
ALX3|257	23.7025	ALX3|257	40.3278
lowly_expressed	lowly_expressed	ALX4|60529	107.9278
AMACR|23600	577.8504	AMACR|23600	453.7608
AMBP|259	55.9869	AMBP|259	42.93899999999999
AMBRA1|55626	969.7589	AMBRA1|55626	1141.3651
AMD1|262	1160.0654	AMD1|262	2347.8262
AMDHD1|144193	64.5689	AMDHD1|144193	20.0189
AMDHD2|51005	465.0674	AMDHD2|51005	133.99
AMFR|267	5422.1496	AMFR|267	4945.2383
lowly_expressed	lowly_expressed	AMH|268	17.6978
AMICA1|120425	70.6988	AMICA1|120425	129.6874
AMIGO1|57463	73.1508	AMIGO1|57463	200.1886
AMIGO2|347902	647.7319	AMIGO2|347902	1286.4263
AMIGO3|386724	80.5067	AMIGO3|386724	96.0325
AMMECR1L|83607	850.4291	AMMECR1L|83607	895.6263
AMMECR1|9949	412.7503	AMMECR1|9949	416.3342
AMN1|196394	188.394	AMN1|196394	254.7327
AMOTL1|154810	1588.8843	AMOTL1|154810	2746.0651
AMOTL2|51421	1725.378	AMOTL2|51421	1796.1848
AMOT|154796	629.3421	AMOT|154796	1387.1038
AMPD1|270	5.3126	AMPD1|270	93.1312
AMPD2|271	541.4794	AMPD2|271	596.504
AMPD3|272	165.1001	AMPD3|272	213.5345
AMPH|273	1225.5823	AMPH|273	105.6067
AMT|275	49.15	AMT|275	131.2048
lowly_expressed	lowly_expressed	AMY1A|276	12.7656
AMY2B|280	185.4597	AMY2B|280	235.532
AMZ1|155185	75.1941	AMZ1|155185	43.2291
AMZ2P1|201283	125.4597	AMZ2P1|201283	186.2624
AMZ2|51321	1294.6465	AMZ2|51321	1057.8081
ANAPC10|10393	123.8251	ANAPC10|10393	105.8969
ANAPC11|51529	1027.7891	ANAPC11|51529	519.6199
ANAPC13|25847	1416.8982	ANAPC13|25847	1204.7552
ANAPC16|119504	1755.2105	ANAPC16|119504	2376.4416
ANAPC1|64682	461.7899	ANAPC1|64682	751.4325
ANAPC2|29882	844.7078	ANAPC2|29882	651.3382
ANAPC4|29945	381.6919	ANAPC4|29945	598.2447
ANAPC5|51433	2668.1651	ANAPC5|51433	2310.5824
ANAPC7|51434	1055.5783	ANAPC7|51434	949.0099
ANGEL1|23357	241.1116	ANGEL1|23357	631.0292
ANGEL2|90806	780.9563	ANGEL2|90806	839.6315
ANGPT1|284	157.3355	ANGPT1|284	157.2496
ANGPT2|285	466.6939	ANGPT2|285	320.5919
lowly_expressed	lowly_expressed	ANGPT4|51378	6.0927
ANGPTL1|9068	187.9853	ANGPTL1|9068	444.1866
ANGPTL2|23452	4840.2125	ANGPTL2|23452	2321.0271
lowly_expressed	lowly_expressed	ANGPTL3|27329	20.309
ANGPTL4|51129	443.4001	ANGPTL4|51129	175.2375
ANGPTL5|253935	5.3126	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANGPTL7|10218	83.557
ANG|283	205.0347	ANG|283	431.1134
ANK1|286	22.0678	ANK1|286	14.7965
ANK2|287	395.5864	ANK2|287	893.0152
ANK3|288	517.3682	ANK3|288	1434.6848
ANKAR|150709	16.7552	ANKAR|150709	59.7664
ANKDD1A|348094	69.8815	ANKDD1A|348094	106.4771
ANKFN1|162282	6.9473	ANKFN1|162282	38.5871
ANKFY1|51479	1948.0997	ANKFY1|51479	2523.5367
ANKHD1-EIF4EBP3|404734	1137.5807	ANKHD1-EIF4EBP3|404734	1218.5392
ANKHD1|54882	1710.2493	ANKHD1|54882	3131.1351
ANKH|56172	2930.5272	ANKH|56172	2212.519
ANKIB1|54467	1363.3020000000001	ANKIB1|54467	1700.1523
ANKK1|255239	5.7213	ANKK1|255239	45.5502
ANKLE1|126549	6.3547	ANKLE1|126549	7.2532
ANKLE2|23141	1456.0687	ANKLE2|23141	1598.0271
ANKMY1|51281	143.8496	ANKMY1|51281	179.2993
ANKMY2|57037	380.8745	ANKMY2|57037	686.7339
ANKRA2|57763	348.9988	ANKRA2|57763	381.5188
ANKRD10|55608	1020.4454	ANKRD10|55608	1470.6985
ANKRD11|29123	1710.895	ANKRD11|29123	2685.2136
ANKRD12|23253	1882.7135	ANKRD12|23253	1911.9460000000001
ANKRD13A|88455	852.0638	ANKRD13A|88455	1435.8454
ANKRD13B|124930	156.9268	ANKRD13B|124930	124.1749
ANKRD13C|81573	561.5039	ANKRD13C|81573	623.776
ANKRD13D|338692	573.3551	ANKRD13D|338692	360.9197
ANKRD16|54522	114.0172	ANKRD16|54522	173.8797
ANKRD17|26057	2535.3494	ANKRD17|26057	3692.7540000000004
ANKRD19|138649	76.8288	ANKRD19|138649	81.2359
ANKRD20A3|441425	6.13	ANKRD20A3|441425	22.63
lowly_expressed	lowly_expressed	ANKRD20A4|728747	5.8026
ANKRD20B|729171	8.1733	ANKRD20B|729171	13.636
ANKRD22|118932	69.8815	ANKRD22|118932	34.2351
ANKRD23|200539	23.7025	ANKRD23|200539	45.8403
ANKRD24|170961	8.1733	ANKRD24|170961	38.5871
ANKRD26|22852	406.2117	ANKRD26|22852	385.2905
ANKRD27|84079	647.7319	ANKRD27|84079	808.2977
ANKRD28|23243	1207.6011	ANKRD28|23243	1801.9874
ANKRD29|147463	75.6028	ANKRD29|147463	271.27
ANKRD2|26287	9.8079	lowly_expressed	lowly_expressed
ANKRD30A|91074	262.7707	ANKRD30A|91074	1020.0914
ANKRD30B|374860	85.8194	ANKRD30B|374860	246.31900000000002
ANKRD32|84250	167.1434	ANKRD32|84250	191.1946
ANKRD34A|284615	17.9812	ANKRD34A|284615	38.0068
ANKRD34C|390616	6.13	lowly_expressed	lowly_expressed
ANKRD35|148741	95.6273	ANKRD35|148741	234.7139
ANKRD36BP1|84832	80.5067	ANKRD36BP1|84832	202.7997
ANKRD36B|57730	13.4859	ANKRD36B|57730	102.9956
ANKRD36|375248	85.8194	ANKRD36|375248	284.6159
ANKRD37|353322	80.2207	ANKRD37|353322	87.729
ANKRD39|51239	154.8835	ANKRD39|51239	87.0385
ANKRD40|91369	1176.134	ANKRD40|91369	1399.2892
ANKRD42|338699	372.7013	ANKRD42|338699	348.1541
ANKRD43|134548	15.9379	ANKRD43|134548	35.1055
ANKRD44|91526	36.7797	ANKRD44|91526	103.5758
lowly_expressed	lowly_expressed	ANKRD45|339416	10.7348
ANKRD46|157567	541.3976	ANKRD46|157567	616.0644
ANKRD49|54851	192.0719	ANKRD49|54851	386.7411
ANKRD50|57182	5665.7131	ANKRD50|57182	2095.3072
ANKRD52|283373	2291.7859	ANKRD52|283373	1572.2057
ANKRD53|79998	8.1733	ANKRD53|79998	13.0558
ANKRD54|129138	294.2378	ANKRD54|129138	331.3266
ANKRD55|79722	5.3126	lowly_expressed	lowly_expressed
ANKRD56|345079	33.9191	ANKRD56|345079	111.4093
ANKRD57|65124	674.7037	ANKRD57|65124	810.9088
ANKRD58|347454	16.7552	ANKRD58|347454	12.4755
ANKRD5|63926	162.2395	ANKRD5|63926	344.0923
ANKRD6|22881	338.4716	ANKRD6|22881	340.3873
ANKRD9|122416	58.0302	ANKRD9|122416	51.933
ANKS1A|23294	1202.6972	ANKS1A|23294	1597.4469
ANKS1B|56899	99.7139	ANKS1B|56899	213.2444
ANKS3|124401	274.2133	ANKS3|124401	235.8744
ANKS6|203286	126.6857	ANKS6|203286	140.132
ANKZF1|55139	395.5864	ANKZF1|55139	634.2206
ANLN|54443	618.7168	ANLN|54443	72.242
ANO10|55129	965.6723	ANO10|55129	889.5336
ANO1|55107	3289.7425	ANO1|55107	7856.3865
ANO2|57101	15.9379	ANO2|57101	51.6429
ANO3|63982	57.2129	ANO3|63982	7.2532
ANO4|121601	12.6686	ANO4|121601	13.636
ANO5|203859	5.3126	ANO5|203859	197.2873
ANO6|196527	2297.0985	ANO6|196527	3316.4575
ANO7|50636	51.9003	ANO7|50636	14.7965
ANO8|57719	219.8611	ANO8|57719	300.8631
ANO9|338440	190.0286	ANO9|338440	127.6565
ANP32A|8125	2510.4209	ANP32A|8125	2609.1245
ANP32B|10541	3944.0131	ANP32B|10541	2565.3152
ANP32E|81611	1636.2893	ANP32E|81611	906.0709
ANPEP|290	429.9142	ANPEP|290	2450.4243
ANTXR1|84168	11539.436000000002	ANTXR1|84168	3702.3283
ANTXR2|118429	1118.9211	ANTXR2|118429	1463.4076
ANUBL1|93550	120.1471	ANUBL1|93550	224.8495
ANXA11|311	3669.7998	ANXA11|311	3311.5253
ANXA1|301	4077.2374	ANXA1|301	4512.6569
ANXA2P1|303	70.2902	ANXA2P1|303	91.6806
ANXA2P2|304	5033.5104	ANXA2P2|304	4013.3459
ANXA2|302	13823.866000000002	ANXA2|302	12374.2656
ANXA3|306	836.9432	ANXA3|306	980.0537
ANXA4|307	1765.4271	ANXA4|307	1499.0933
ANXA5|308	9273.8047	ANXA5|308	6884.7465
ANXA6|309	10417.2456	ANXA6|309	4893.8855
ANXA7|310	2832.0392	ANXA7|310	2985.1309
ANXA8L2|244	14.7119	ANXA8L2|244	37.7167
ANXA8|653145	41.9248	ANXA8|653145	184.9017
ANXA9|8416	960.7683	ANXA9|8416	217.5963
AOAH|313	82.5501	AOAH|313	114.8908
AOC2|314	34.3277	AOC2|314	15.3768
AOC3|8639	2993.0527	AOC3|8639	1405.9621
AOX1|316	353.9027	AOX1|316	490.6071
AP1AR|55435	644.4626	AP1AR|55435	812.9397
AP1B1|162	2449.9387	AP1B1|162	2490.1719
AP1G1|164	3380.8745	AP1G1|164	3728.1497
AP1G2|8906	1618.5166	AP1G2|8906	1282.9245
AP1M1|8907	1247.2415	AP1M1|8907	652.4987
AP1M2|10053	2614.6302	AP1M2|10053	1333.1399
AP1S1|1174	830.8132	AP1S1|1174	532.6757
AP1S2|8905	459.338	AP1S2|8905	307.5361
AP1S3|130340	136.085	AP1S3|130340	138.3912
AP2A1|160	2352.027	AP2A1|160	1359.3617
AP2A2|161	1381.6919	AP2A2|161	1455.8642
AP2B1|163	8679.199	AP2B1|163	10072.6772
AP2M1|1173	8051.9003	AP2M1|1173	4567.201
AP2S1|1175	1527.9935	AP2S1|1175	808.8779
AP3B1|8546	1736.8206	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	AP3B2|8120	68.4703
AP3D1|8943	3018.7985	AP3D1|8943	2842.6779
AP3M1|26985	1564.3645	AP3M1|26985	1593.6752
AP3M2|10947	751.1238	AP3M2|10947	592.4422
AP3S1|1176	1157.3355	AP3S1|1176	885.1817
AP3S2|10239	1592.9138	AP3S2|10239	1245.2339
AP4B1|10717	308.1406	AP4B1|10717	330.3605
AP4E1|23431	467.5112	AP4E1|23431	319.4313
AP4M1|9179	600.4209	AP4M1|9179	364.7262
AP4S1|11154	61.7082	AP4S1|11154	89.9398
APAF1|317	580.7111	APAF1|317	685.8635
APBA1|320	125.0511	APBA1|320	238.1954
APBA2|321	57.2129	APBA2|321	93.1312
APBA3|9546	197.7932	APBA3|9546	173.7869
APBB1IP|54518	322.4356	APBB1IP|54518	229.2014
APBB1|322	400.0817	APBB1|322	638.5726
APBB2|323	3357.9894	APBB2|323	2724.0154
APBB3|10307	121.7818	APBB3|10307	256.4735
APC2|10297	5.3126	APC2|10297	11.1641
APCDD1L|164284	58.4389	APCDD1L|164284	147.0951
APCDD1|147495	543.114	APCDD1|147495	831.2178
APC|324	978.7495	APC|324	1300.0653
APEH|327	2782.5909	APEH|327	1716.9798
APEX1|328	3030.6498	APEX1|328	2741.4231
APEX2|27301	1239.0682	APEX2|27301	453.1805
APH1A|51107	4919.4933	APH1A|51107	3978.8206
APH1B|83464	547.2007	APH1B|83464	1047.9437
API5|8539	2210.0531	API5|8539	2912.3087
APIP|51074	414.2828	APIP|51074	408.2483
APITD1|378708	291.9166	APITD1|378708	192.5698
APLF|200558	39.6404	APLF|200558	94.2917
APLNR|187	1913.3633	APLNR|187	803.3655
APLN|8862	275.0306	APLN|8862	181.3302
APLP1|333	28.6065	APLP1|333	119.823
APLP2|334	9044.5443	APLP2|334	21225.5023
APOA1BP|128240	2317.123	APOA1BP|128240	1192.7178
APOB48R|55911	1597.8749	APOB48R|55911	212.37400000000002
APOBEC3A|200315	14.0866	APOBEC3A|200315	5.7736
APOBEC3B|9582	193.9232	APOBEC3B|9582	46.4496
APOBEC3C|27350	353.4941	APOBEC3C|27350	491.7676
APOBEC3D|140564	98.0793	APOBEC3D|140564	114.8908
APOBEC3F|200316	179.4034	APOBEC3F|200316	257.9241
APOBEC3G|60489	187.9853	APOBEC3G|60489	258.7945
APOB|338	20.8418	APOB|338	7.2532
APOC1|341	1058.4389	APOC1|341	183.6513
APOC2|344	85.8194	APOC2|344	12.7656
APOD|347	5330.6089	APOD|347	14672.6627
APOE|348	5580.7111	APOE|348	2595.4885
APOF|319	19.2072	APOF|319	15.3768
APOL1|8542	1811.606	APOL1|8542	933.6331
APOL2|23780	738.0466	APOL2|23780	640.0232
APOL3|80833	594.6056	APOL3|80833	773.1921
APOL4|80832	440.5394	APOL4|80832	621.7451
APOL6|80830	1099.3053	APOL6|80830	1649.67
APOLD1|81575	620.3515	APOLD1|81575	446.7977
APOM|55937	29.8324	APOM|55937	47.0008
APOOL|139322	174.4994	APOOL|139322	305.5052
APOO|79135	268.492	APOO|79135	196.9972
APPBP2|10513	1072.7421	APPBP2|10513	1557.4092
APPL1|26060	1362.8933	APPL1|26060	2118.8076
APPL2|55198	963.2203	APPL2|55198	1742.8012
APP|351	19171.6387	APP|351	36225.4298
APRT|353	1453.2079999999999	APRT|353	1137.3033
APTX|54840	480.1798	APTX|54840	505.6938
AQP11|282679	49.4483	AQP11|282679	24.6609
AQP1|358	6674.2951	AQP1|358	6567.6391
AQP3|360	421.3322	AQP3|360	1312.8309
lowly_expressed	lowly_expressed	AQP4|361	109.6685
lowly_expressed	lowly_expressed	AQP5|362	219.0469
lowly_expressed	lowly_expressed	AQP6|363	5.8026
AQP7P1|375719	39.2317	AQP7P1|375719	27.2721
AQP7|364	258.2754	AQP7|364	73.1124
AQP9|366	26.5631	AQP9|366	5.2223
AQPEP|206338	28.9497	AQPEP|206338	11.520999999999999
AQR|9716	827.1353	AQR|9716	1687.0965
ARAF|369	1080.5067	ARAF|369	959.4546
ARAP1|116985	2338.3327	ARAP1|116985	2110.2575
ARAP2|116984	145.4843	ARAP2|116984	405.3093
ARAP3|64411	413.5676	ARAP3|64411	468.2672
ARCN1|372	3920.7192	ARCN1|372	4668.4558
ARC|23237	44.953	ARC|23237	186.8427
AREG|374	616.2648	AREG|374	1114.093
ARF1|375	12374.3359	ARF1|375	7461.5217
ARF3|377	9555.3739	ARF3|377	5682.7446
ARF4|378	6541.0707	ARF4|378	4302.894
ARF5|381	3168.3327	ARF5|381	1865.4152
ARF6|382	3203.5145	ARF6|382	2928.8459999999995
ARFGAP1|55738	1791.9902	ARFGAP1|55738	1060.9995
ARFGAP2|84364	2162.6481	ARFGAP2|84364	2043.6643
ARFGAP3|26286	676.3384	ARFGAP3|26286	1150.6492
ARFGEF1|10565	1984.6302	ARFGEF1|10565	2591.7458
ARFGEF2|10564	2300.3678	ARFGEF2|10564	3355.0446
ARFIP1|27236	1299.5505	ARFIP1|27236	1243.4902
ARFIP2|23647	1762.5664	ARFIP2|23647	1848.9882
ARFRP1|10139	706.9881	ARFRP1|10139	508.8852
ARG2|384	122.1618	ARG2|384	195.3347
ARGLU1|55082	645.6886	ARGLU1|55082	3011.2425
ARHGAP10|79658	283.6126	ARHGAP10|79658	339.7403
ARHGAP11A|9824	400.0817	ARHGAP11A|9824	111.6994
ARHGAP11B|89839	12.2599	ARHGAP11B|89839	5.8026
ARHGAP12|94134	943.1957	ARHGAP12|94134	1518.8221
ARHGAP15|55843	57.6216	ARHGAP15|55843	67.89
ARHGAP17|55114	935.0225	ARHGAP17|55114	995.7206
ARHGAP18|93663	791.1729	ARHGAP18|93663	728.2222
ARHGAP19|84986	358.8067	ARHGAP19|84986	1322.9854
ARHGAP1|392	5388.6391	ARHGAP1|392	2992.094
ARHGAP20|57569	111.5652	ARHGAP20|57569	163.6324
ARHGAP21|57584	1247.2415	ARHGAP21|57584	2288.5327
ARHGAP22|58504	89.0887	ARHGAP22|58504	39.1673
ARHGAP23|57636	665.3045	ARHGAP23|57636	673.0978
ARHGAP24|83478	372.2926	ARHGAP24|83478	382.6793
ARHGAP25|9938	226.3997	ARHGAP25|9938	362.9506
ARHGAP26|23092	359.2154	ARHGAP26|23092	1368.2454
ARHGAP27|201176	498.5697	ARHGAP27|201176	449.3595
ARHGAP28|79822	212.0964	ARHGAP28|79822	309.2769
ARHGAP29|9411	1899.4687	ARHGAP29|9411	2050.9175
ARHGAP30|257106	381.2832	ARHGAP30|257106	369.6236
ARHGAP31|57514	1043.3183	ARHGAP31|57514	964.3867
ARHGAP32|9743	1063.3429	ARHGAP32|9743	2580.1117
ARHGAP33|115703	130.7724	ARHGAP33|115703	156.9595
ARHGAP36|158763	1375.1532	ARHGAP36|158763	2100.2394
ARHGAP39|80728	367.7973	ARHGAP39|80728	284.0357
ARHGAP42|143872	137.311	ARHGAP42|143872	349.2478
ARHGAP4|393	302.8198	ARHGAP4|393	273.8812
ARHGAP5|394	1590.9277	ARHGAP5|394	3339.0875
ARHGAP6|395	149.5709	ARHGAP6|395	180.4599
ARHGAP8|23779	259.3788	ARHGAP8|23779	335.2201
ARHGAP9|64333	66.2035	ARHGAP9|64333	90.5201
ARHGDIA|396	5403.351	ARHGDIA|396	2975.2666
ARHGDIB|397	3651.4099	ARHGDIB|397	3839.559
ARHGEF10L|55160	603.5962	ARHGEF10L|55160	811.4891
ARHGEF10|9639	568.4512	ARHGEF10|9639	953.0717
ARHGEF11|9826	1179.812	ARHGEF11|9826	1242.3297
ARHGEF12|23365	3062.5255	ARHGEF12|23365	6842.968000000001
ARHGEF15|22899	533.3061	ARHGEF15|22899	370.4939
ARHGEF16|27237	442.9914	ARHGEF16|27237	311.5979
ARHGEF17|9828	1569.6772	ARHGEF17|9828	1533.0384
ARHGEF18|23370	960.7683	ARHGEF18|23370	1063.3205
ARHGEF19|128272	524.3155	ARHGEF19|128272	467.3968
ARHGEF1|9138	1118.9211	ARHGEF1|9138	930.4417
ARHGEF2|9181	2403.7597	ARHGEF2|9181	1898.6001
ARHGEF33|100271715	13.8946	ARHGEF33|100271715	21.7596
ARHGEF35|445328	733.1426	ARHGEF35|445328	1328.4979
ARHGEF37|389337	600.7356	ARHGEF37|389337	2771.3063
ARHGEF38|54848	11.8512	ARHGEF38|54848	83.8471
ARHGEF3|50650	1222.7217	ARHGEF3|50650	1486.0376
ARHGEF4|50649	50.6743	ARHGEF4|50649	108.508
ARHGEF5|7984	442.9914	ARHGEF5|7984	719.8085
ARHGEF6|9459	774.0089999999999	ARHGEF6|9459	1917.1683
ARHGEF7|8874	892.1128	ARHGEF7|8874	1359.5416
ARHGEF9|23229	558.2346	ARHGEF9|23229	792.9209
ARID1A|8289	3563.1385	ARID1A|8289	3211.4311
ARID1B|57492	1590.9277	ARID1B|57492	2421.9917
ARID2|196528	1362.4847	ARID2|196528	1379.5605
ARID3A|1820	70.6988	ARID3A|1820	40.3278
ARID3B|10620	69.0642	ARID3B|10620	92.2608
ARID4A|5926	464.6506	ARID4A|5926	957.7138
ARID4B|51742	1282.1251	ARID4B|51742	1809.2957
ARID5A|10865	597.4663	ARID5A|10865	1225.7924
ARID5B|84159	1294.2378	ARID5B|84159	2900.1233
ARIH1|25820	1324.8876	ARIH1|25820	2275.7670000000003
ARIH2|10425	1139.6077	ARIH2|10425	1571.7502
ARL10|285598	29.8324	ARL10|285598	70.2111
ARL11|115761	146.7103	ARL11|115761	80.0754
ARL13B|200894	288.9252	ARL13B|200894	326.6846
ARL15|54622	483.4491	ARL15|54622	585.1889
ARL16|339231	398.0384	ARL16|339231	436.3531
ARL17A|51326	65.472	ARL17A|51326	151.1308
lowly_expressed	lowly_expressed	ARL17B|641522	7.0588
ARL1|400	3776.461	ARL1|400	2900.1233
ARL2BP|23568	1859.011	ARL2BP|23568	1434.6848
ARL2|402	986.9228	ARL2|402	653.3691
ARL3|403	1375.5619	ARL3|403	871.8358
ARL4A|10124	657.9485	ARL4A|10124	1823.1668
ARL4C|10123	973.0282	ARL4C|10123	1770.6535
ARL4D|379	160.1962	ARL4D|379	149.7062
ARL5A|26225	1044.1357	ARL5A|26225	867.4839
ARL5B|221079	212.5051	ARL5B|221079	366.7223
ARL6IP1|23204	9958.725	ARL6IP1|23204	4040.0377
ARL6IP4|51329	2428.6882	ARL6IP4|51329	1440.1973
ARL6IP5|10550	3776.8696	ARL6IP5|10550	4187.4229
ARL6IP6|151188	277.8913	ARL6IP6|151188	327.8451
ARL6|84100	71.1075	ARL6|84100	82.6866
ARL8A|127829	1592.5623	ARL8A|127829	872.9963
ARL8B|55207	2532.4888	ARL8B|55207	2404.0038
ARL9|132946	8.9906	ARL9|132946	31.0437
ARMC10|83787	872.8606	ARMC10|83787	853.3401
ARMC1|55156	670.2084	ARMC1|55156	722.9999
ARMC2|84071	49.857	ARMC2|84071	51.3527
ARMC3|219681	19.6159	ARMC3|219681	13.636
ARMC4|55130	15.9379	lowly_expressed	lowly_expressed
ARMC5|79798	349.8161	ARMC5|79798	280.264
ARMC6|93436	628.5247	ARMC6|93436	421.5072
ARMC7|79637	492.8484	ARMC7|79637	316.5301
ARMC8|25852	597.8749	ARMC8|25852	745.6299
ARMC9|80210	425.4189	ARMC9|80210	331.9069
ARMCX1|51309	905.19	ARMCX1|51309	1066.8021
ARMCX2|9823	1000.0	ARMCX2|9823	1139.0439999999999
ARMCX3|51566	2675.5209999999997	ARMCX3|51566	2646.8412
ARMCX5|64860	319.1663	ARMCX5|64860	497.8603
ARMCX6|54470	258.6841	ARMCX6|54470	362.3703
ARNT2|9915	1203.9232	ARNT2|9915	793.211
ARNTL2|56938	41.6837	ARNTL2|56938	30.1734
ARNTL|406	183.8987	ARNTL|406	279.9739
ARNT|405	1368.6146	ARNT|405	1902.9521
ARPC1A|10552	2131.5897	ARPC1A|10552	1973.4533
ARPC1B|10095	3961.177	ARPC1B|10095	1077.8269
ARPC2|10109	5993.0527	ARPC2|10109	3040.8356
ARPC3|10094	5388.6391	ARPC3|10094	2731.5587
ARPC4|10093	4499.9796	ARPC4|10093	2489.1536
ARPC5L|81873	981.2015	ARPC5L|81873	580.5469
ARPC5|10092	3841.8472	ARPC5|10092	2704.5768
ARPM1|84517	51.083	ARPM1|84517	30.1734
ARPP19|10776	3480.5885	ARPP19|10776	3769.6381
ARPP21|10777	950.9604	lowly_expressed	lowly_expressed
ARRB1|408	1026.1545	ARRB1|408	1435.2651
ARRB2|409	601.9616	ARRB2|409	429.39
ARRDC1|92714	1624.0294	ARRDC1|92714	644.3751
ARRDC2|27106	635.0633	ARRDC2|27106	615.6524
ARRDC3|57561	1809.9714	ARRDC3|57561	3870.8929
ARRDC4|91947	659.5832	ARRDC4|91947	1051.4253
ARSA|410	283.6126	ARSA|410	624.9365
ARSB|411	568.4512	ARSB|411	212.37400000000002
ARSD|414	1242.7462	ARSD|414	4845.144
ARSE|415	102.1659	ARSE|415	35.9759
ARSG|22901	137.311	ARSG|22901	308.1163
lowly_expressed	lowly_expressed	ARSH|347527	15.0867
ARSI|340075	167.1434	ARSI|340075	47.8712
ARSJ|79642	96.4446	ARSJ|79642	233.5533
ARSK|153642	166.7348	ARSK|153642	236.4546
lowly_expressed	lowly_expressed	ART3|419	6.0927
lowly_expressed	lowly_expressed	ART4|420	12.1854
ART5|116969	12.2599	ART5|116969	28.7227
ARTN|9048	54.7609	ARTN|9048	10.1545
ARV1|64801	343.2775	ARV1|64801	349.0244
ARVCF|421	250.9195	ARVCF|421	442.4458
lowly_expressed	lowly_expressed	ARX|170302	60.6368
AR|367	324.0703	AR|367	1273.0833
AS3MT|57412	75.6028	AS3MT|57412	241.9671
ASAH1|427	7323.253000000001	ASAH1|427	4797.5629
lowly_expressed	lowly_expressed	ASAH2B|653308	13.0558
ASAH2|56624	9.3993	lowly_expressed	lowly_expressed
ASAM|79827	449.53	ASAM|79827	541.3796
ASAP1|50807	1118.9211	ASAP1|50807	904.04
ASAP2|8853	895.7908	ASAP2|8853	950.4606
ASAP3|55616	779.3216	ASAP3|55616	774.9329
ASB13|79754	1446.2607	ASB13|79754	986.4365
ASB14|142686	8.5819	ASB14|142686	15.6669
ASB16|92591	30.3555	ASB16|92591	17.2917
ASB1|51665	396.7143	ASB1|51665	746.0738
ASB2|51676	31.8758	ASB2|51676	34.5253
ASB3|51130	290.9685	ASB3|51130	426.9152
ASB6|140459	841.9861	ASB6|140459	762.5502
ASB7|140460	432.7748	ASB7|140460	588.0902
ASB8|140461	1014.3032	ASB8|140461	960.3249
ASB9|140462	26.5631	ASB9|140462	24.951
ASCC1|51008	544.34	ASCC1|51008	501.63199999999995
ASCC2|84164	776.8696	ASCC2|84164	1001.8133
ASCC3|10973	643.2366	ASCC3|10973	1316.8927
ASCL1|429	737.2293	lowly_expressed	lowly_expressed
ASCL2|430	104.2092	ASCL2|430	23.5004
ASF1A|25842	470.7805	ASF1A|25842	557.0465
ASF1B|55723	768.6964	ASF1B|55723	76.5939
ASGR1|432	9.8079	ASGR1|432	8.1236
ASGR2|433	7.7646	lowly_expressed	lowly_expressed
ASH1L|55870	1625.942	ASH1L|55870	4437.3656
ASH2L|9070	1259.0928	ASH2L|9070	1243.7804
ASL|435	616.6735	ASL|435	445.0569
ASMTL|8623	615.0388	ASMTL|8623	863.689
ASNA1|439	1731.5079999999998	ASNA1|439	1010.5172
ASNSD1|54529	993.4614	ASNSD1|54529	1130.9204
ASNS|440	272.5787	ASNS|440	331.6167
ASPA|443	12.2599	ASPA|443	13.3459
ASPHD1|253982	15.5292	ASPHD1|253982	21.4695
ASPHD2|57168	56.8043	ASPHD2|57168	41.7785
ASPH|444	4461.3649	ASPH|444	5827.0284
ASPM|259266	246.0155	ASPM|259266	76.3038
ASPN|54829	4641.602	ASPN|54829	713.4257
ASPRV1|151516	44.6792	ASPRV1|151516	110.3184
ASPSCR1|79058	393.5431	ASPSCR1|79058	229.7817
ASRGL1|80150	51.4916	ASRGL1|80150	102.9956
ASS1|445	724.1519999999999	ASS1|445	1297.7443
ASTE1|28990	256.8288	ASTE1|28990	273.1849
ASTL|431705	8.9906	lowly_expressed	lowly_expressed
ASTN1|460	28.1978	ASTN1|460	465.6561
ASTN2|23245	268.492	ASTN2|23245	708.7836
ASXL1|171023	1417.2456	ASXL1|171023	2134.7646
ASXL2|55252	529.2195	ASXL2|55252	1129.7599
ASXL3|80816	5.7213	ASXL3|80816	49.0317
ATAD1|84896	691.8676	ATAD1|84896	1313.1211
