gene_id	TCGA-BH-A0BV-01A-11R-A00Z-07	gene_id	TCGA-BH-A0BV-11A-31R-A089-07
ALKBH6|84964	121.2586	ALKBH6|84964	70.9308
ALKBH7|84266	449.7314	ALKBH7|84266	517.3058
ALKBH8|91801	202.9931	ALKBH8|91801	265.0734
lowly_expressed	lowly_expressed	ALK|238	12.5352
lowly_expressed	lowly_expressed	ALMS1P|200420	8.5606
ALMS1|7840	915.5794	ALMS1|7840	886.6353
ALOX12P2|245	50.6523	ALOX12P2|245	27.2105
lowly_expressed	lowly_expressed	ALOX12|239	7.0625
ALOX15B|247	39.5242	ALOX15B|247	326.8321
lowly_expressed	lowly_expressed	ALOX15|246	22.6245
ALOX5AP|241	1015.7329	ALOX5AP|241	118.0142
ALOX5|240	356.1013	ALOX5|240	269.9652
lowly_expressed	lowly_expressed	ALOXE3|59344	5.1975
ALPK1|80216	386.0322	ALPK1|80216	840.4691
ALPK2|115701	68.3039	ALPK2|115701	18.9557
ALPK3|57538	175.3645	ALPK3|57538	310.6281
ALPL|249	40.2916	ALPL|249	1828.6088
ALS2CL|259173	131.6193	ALS2CL|259173	349.1509
lowly_expressed	lowly_expressed	ALS2CR11|151254	12.8409
ALS2CR4|65062	411.3584	ALS2CR4|65062	1087.1983
ALS2CR8|79800	117.4213	ALS2CR8|79800	318.5772
ALS2|57679	566.3853	ALS2|57679	841.9978
ALX3|257	10.7444	ALX3|257	38.217
lowly_expressed	lowly_expressed	ALX4|60529	117.09700000000001
AMACR|23600	484.2671	AMACR|23600	261.4045
lowly_expressed	lowly_expressed	AMBP|259	6.4205
AMBRA1|55626	723.3308	AMBRA1|55626	1107.6826
AMD1|262	809.2863	AMD1|262	2062.3595
AMDHD1|144193	6.1397	AMDHD1|144193	35.7711
AMDHD2|51005	172.6784	AMDHD2|51005	181.0234
AMFR|267	6674.9808	AMFR|267	3466.7439
AMH|268	52.9547	AMH|268	10.395
AMICA1|120425	93.2464	AMICA1|120425	70.3193
AMIGO1|57463	45.6639	AMIGO1|57463	130.2437
AMIGO2|347902	314.6585	AMIGO2|347902	1760.7354
AMIGO3|386724	89.7928	AMIGO3|386724	68.7907
AMMECR1L|83607	603.9908	AMMECR1L|83607	1201.8494
AMMECR1|9949	400.2302	AMMECR1|9949	286.7807
AMN1|196394	174.9808	AMN1|196394	220.4359
AMOTL1|154810	718.3423	AMOTL1|154810	2325.1246
AMOTL2|51421	761.32	AMOTL2|51421	4195.6193
AMOT|154796	1074.0599	AMOT|154796	1841.144
AMPD1|270	6.1397	AMPD1|270	15.5926
AMPD2|271	625.4797	AMPD2|271	727.9581
AMPD3|272	265.9248	AMPD3|272	199.9515
AMPH|273	730.6216	AMPH|273	43.7203
AMT|275	24.715999999999998	AMT|275	243.2835
lowly_expressed	lowly_expressed	AMY1A|276	8.5606
AMY2B|280	32.8895	AMY2B|280	196.5701
AMZ1|155185	45.6639	AMZ1|155185	37.6056
AMZ2P1|201283	128.9332	AMZ2P1|201283	174.5754
AMZ2|51321	2232.5403	AMZ2|51321	1058.1533
ANAPC10|10393	94.3975	ANAPC10|10393	130.5494
ANAPC11|51529	1247.122	ANAPC11|51529	502.9362
ANAPC13|25847	1213.4651	ANAPC13|25847	1033.1777
ANAPC16|119504	1373.3691	ANAPC16|119504	2112.0264
ANAPC1|64682	805.8327	ANAPC1|64682	912.0114
ANAPC2|29882	651.957	ANAPC2|29882	620.339
ANAPC4|29945	381.0437	ANAPC4|29945	528.0066
ANAPC5|51433	2905.6025	ANAPC5|51433	2180.817
ANAPC7|51434	1082.5019	ANAPC7|51434	875.6288
ANGEL1|23357	481.9647	ANGEL1|23357	697.3845
ANGEL2|90806	1273.9831	ANGEL2|90806	745.9966
ANGPT1|284	33.0008	ANGPT1|284	419.1645
ANGPT2|285	461.62699999999995	ANGPT2|285	252.8439
lowly_expressed	lowly_expressed	ANGPT4|51378	7.0319
ANGPTL1|9068	24.175	ANGPTL1|9068	504.7706
ANGPTL2|23452	1409.056	ANGPTL2|23452	2932.3169
ANGPTL4|51129	31.8496	ANGPTL4|51129	825.488
ANGPTL6|83854	7.7437	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANGPTL7|10218	27.5163
ANG|283	537.9048	ANG|283	269.8948
ANK1|286	11.8956	ANK1|286	5.5033
ANK2|287	178.8181	ANK2|287	644.1864
ANK3|288	118.9563	ANK3|288	1813.9335
ANKAR|150709	14.5817	ANKAR|150709	57.4784
ANKDD1A|348094	40.6754	ANKDD1A|348094	127.492
ANKFN1|162282	11.8956	lowly_expressed	lowly_expressed
ANKFY1|51479	2384.1136	ANKFY1|51479	2123.6443
ANKHD1-EIF4EBP3|404734	1340.4758	ANKHD1-EIF4EBP3|404734	1124.92
ANKHD1|54882	3113.8795	ANKHD1|54882	2660.7527
ANKH|56172	2608.9793	ANKH|56172	1702.9512
ANKIB1|54467	1962.0107	ANKIB1|54467	1685.2185
lowly_expressed	lowly_expressed	ANKK1|255239	25.9876
lowly_expressed	lowly_expressed	ANKLE1|126549	20.096
ANKLE2|23141	1445.5104	ANKLE2|23141	1873.2463
ANKMY1|51281	204.9117	ANKMY1|51281	231.7481
ANKMY2|57037	397.1604	ANKMY2|57037	694.3271
ANKRA2|57763	378.3576	ANKRA2|57763	395.6228
ANKRD10|55608	749.5856	ANKRD10|55608	1178.5248
ANKRD11|29123	1809.954	ANKRD11|29123	2865.5899
ANKRD12|23253	1245.2034	ANKRD12|23253	1485.5727
ANKRD13A|88455	852.2639999999999	ANKRD13A|88455	1542.1339
ANKRD13B|124930	218.726	ANKRD13B|124930	204.8433
ANKRD13C|81573	543.3615	ANKRD13C|81573	646.3265
ANKRD13D|338692	2172.6784	ANKRD13D|338692	498.3502
ANKRD16|54522	160.3991	ANKRD16|54522	202.9141
ANKRD17|26057	2668.0737	ANKRD17|26057	4303.8499
ANKRD19|138649	16.8841	ANKRD19|138649	63.5932
lowly_expressed	lowly_expressed	ANKRD20A3|441425	28.4335
lowly_expressed	lowly_expressed	ANKRD20A4|728747	9.4778
lowly_expressed	lowly_expressed	ANKRD20B|729171	12.8409
ANKRD22|118932	69.8388	ANKRD22|118932	45.8604
ANKRD23|200539	27.2448	ANKRD23|200539	41.2744
ANKRD24|170961	43.3615	ANKRD24|170961	33.631
ANKRD26|22852	1028.7797	ANKRD26|22852	403.8777
ANKRD27|84079	588.2579	ANKRD27|84079	792.1628
ANKRD28|23243	993.0929	ANKRD28|23243	1458.9736
ANKRD29|147463	8.0583	ANKRD29|147463	169.0722
ANKRD30A|91074	1639.2939	ANKRD30A|91074	1277.0605
ANKRD30B|374860	2382.5787	ANKRD30B|374860	38.8285
lowly_expressed	lowly_expressed	ANKRD31|256006	5.1975
ANKRD32|84250	221.7959	ANKRD32|84250	243.3661
ANKRD34A|284615	8.0583	ANKRD34A|284615	27.2105
ANKRD35|148741	26.8611	ANKRD35|148741	208.8179
ANKRD36BP1|84832	88.2579	ANKRD36BP1|84832	183.4418
ANKRD36B|57730	19.1865	ANKRD36B|57730	57.4784
ANKRD36|375248	112.4328	ANKRD36|375248	295.9527
ANKRD37|353322	65.7598	ANKRD37|353322	135.5635
ANKRD39|51239	135.8404	ANKRD39|51239	95.084
ANKRD40|91369	1358.4037	ANKRD40|91369	1784.8885
ANKRD42|338699	299.693	ANKRD42|338699	340.5902
ANKRD43|134548	148.1197	ANKRD43|134548	24.1532
ANKRD44|91526	95.165	ANKRD44|91526	70.0136
lowly_expressed	lowly_expressed	ANKRD45|339416	7.6434
ANKRD46|157567	400.4221	ANKRD46|157567	598.8335
ANKRD49|54851	144.2824	ANKRD49|54851	262.3217
ANKRD50|57182	1065.2341	ANKRD50|57182	1915.4379
ANKRD52|283373	1391.0207	ANKRD52|283373	1584.0198
lowly_expressed	lowly_expressed	ANKRD53|79998	30.8794
ANKRD54|129138	290.4835	ANKRD54|129138	298.3986
ANKRD56|345079	32.617	ANKRD56|345079	121.9888
ANKRD57|65124	166.9225	ANKRD57|65124	1148.0398
ANKRD58|347454	24.5587	ANKRD58|347454	6.4205
ANKRD5|63926	563.6992	ANKRD5|63926	278.5258
ANKRD6|22881	148.1504	ANKRD6|22881	346.1669
ANKRD9|122416	41.0591	ANKRD9|122416	94.4725
ANKS1A|23294	1035.6869	ANKS1A|23294	1475.1777
ANKS1B|56899	97.4674	ANKS1B|56899	130.5494
ANKS3|124401	185.3415	ANKS3|124401	209.4294
ANKS6|203286	69.4551	ANKS6|203286	235.7227
ANKZF1|55139	582.5019	ANKZF1|55139	689.1296
ANLN|54443	352.264	ANLN|54443	176.1041
ANO10|55129	1136.9916	ANO10|55129	873.4886
ANO1|55107	8762.855	ANO1|55107	8331.6199
lowly_expressed	lowly_expressed	ANO2|57101	25.0704
lowly_expressed	lowly_expressed	ANO3|63982	35.1597
lowly_expressed	lowly_expressed	ANO4|121601	7.0319
lowly_expressed	lowly_expressed	ANO5|203859	104.8676
ANO6|196527	1849.1942	ANO6|196527	3764.8368
ANO7|50636	29.1635	ANO7|50636	19.2614
ANO8|57719	540.2916	ANO8|57719	394.3998
ANO9|338440	185.7252	ANO9|338440	131.7723
ANP32A|8125	3187.6439	ANP32A|8125	2220.5628
ANP32B|10541	2453.185	ANP32B|10541	2607.6249
ANP32E|81611	975.0576	ANP32E|81611	932.4957
ANPEP|290	920.9517	ANPEP|290	4366.2201
ANTXR1|84168	5568.3039	ANTXR1|84168	3082.7391
ANTXR2|118429	641.98	ANTXR2|118429	1757.9837
lowly_expressed	lowly_expressed	ANTXRL|195977	7.9491
ANUBL1|93550	111.6654	ANUBL1|93550	302.6789
ANXA11|311	3462.3945	ANXA11|311	3101.0833
ANXA1|301	1359.9386	ANXA1|301	8132.8913
ANXA2P1|303	32.617	ANXA2P1|303	69.0964
ANXA2P2|304	3136.6078	ANXA2P2|304	3335.2773
ANXA2|302	9913.2771	ANXA2|302	10118.6486
ANXA3|306	19.1865	ANXA3|306	1325.0611
ANXA4|307	1191.4812	ANXA4|307	1293.2646
ANXA5|308	7226.0169	ANXA5|308	6608.7959
ANXA6|309	5382.9624	ANXA6|309	4954.151
ANXA7|310	2642.3638	ANXA7|310	2415.011
ANXA8L2|244	13.8143	ANXA8L2|244	235.7227
ANXA8|653145	30.6984	ANXA8|653145	669.8774
ANXA9|8416	440.1381	ANXA9|8416	206.9835
AOAH|313	221.4121	AOAH|313	87.7463
AOC2|314	8.0583	AOC2|314	65.4276
AOC3|8639	776.6692	AOC3|8639	4834.9139
AOX1|316	67.9202	AOX1|316	333.86400000000003
AP1AR|55435	475.4413	AP1AR|55435	686.9895
AP1B1|162	2995.7790000000005	AP1B1|162	2212.0021
AP1G1|164	3442.4405	AP1G1|164	2905.4121
AP1G2|8906	1457.7782	AP1G2|8906	947.6602
AP1M1|8907	1007.2909	AP1M1|8907	686.378
AP1M2|10053	2960.4758	AP1M2|10053	1140.0907
AP1S1|1174	976.9762	AP1S1|1174	523.1148
AP1S2|8905	342.6708	AP1S2|8905	258.3472
AP1S3|130340	47.1988	AP1S3|130340	113.1224
AP2A1|160	2176.8688	AP2A1|160	1341.8461
AP2A2|161	2438.987	AP2A2|161	1685.2185
AP2B1|163	17711.8189	AP2B1|163	7298.2312
AP2M1|1173	5633.1543	AP2M1|1173	4667.0646
AP2S1|1175	1294.3208	AP2S1|1175	778.4046
AP3B1|8546	1776.2855	AP3B1|8546	1366.9470000000001
lowly_expressed	lowly_expressed	AP3B2|8120	87.4406
AP3D1|8943	3669.6086	AP3D1|8943	2963.502
AP3M1|26985	1355.7176	AP3M1|26985	1531.7389
AP3M2|10947	3514.5817	AP3M2|10947	603.8292
AP3S1|1176	596.6999	AP3S1|1176	729.7926
AP3S2|10239	1714.4398	AP3S2|10239	1502.0947
AP4B1|10717	218.1811	AP4B1|10717	323.7931
AP4E1|23431	549.1174	AP4E1|23431	496.5158
AP4M1|9179	520.5564	AP4M1|9179	354.8284
AP4S1|11154	74.4436	AP4S1|11154	93.861
APAF1|317	884.4973	APAF1|317	650.9126
APBA1|320	50.6523	APBA1|320	550.0196
APBA2|321	55.6408	APBA2|321	137.8871
APBA3|9546	247.5058	APBA3|9546	196.5884
APBB1IP|54518	527.2448	APBB1IP|54518	297.1757
APBB1|322	395.6255	APBB1|322	659.4732
APBB2|323	2684.5741	APBB2|323	2450.4765
APBB3|10307	212.5863	APBB3|10307	350.0681
lowly_expressed	lowly_expressed	APC2|10297	7.142
APCDD1L|164284	28.396	APCDD1L|164284	812.9528
APCDD1|147495	155.7943	APCDD1|147495	2732.6711
APC|324	1055.6408	APC|324	1392.9346
APEH|327	3140.4451	APEH|327	1455.3048
APEX1|328	3056.0246	APEX1|328	3290.6398
APEX2|27301	837.6823	APEX2|27301	452.4897
APH1A|51107	6697.2371	APH1A|51107	3261.5949
APH1B|83464	1052.1873	APH1B|83464	750.8884
API5|8539	2464.3131	API5|8539	2648.8993
APIP|51074	437.3101	APIP|51074	379.6572
APITD1|378708	266.5963	APITD1|378708	164.5167
APLF|200558	62.1642	APLF|200558	101.5045
APLNR|187	1200.307	APLNR|187	757.9203
APLN|8862	70.2226	APLN|8862	943.5022
APLP1|333	73.2924	APLP1|333	140.9444
APLP2|334	8790.8672	APLP2|334	16806.9359
APOA1BP|128240	4670.3761	APOA1BP|128240	901.3106
APOB48R|55911	793.5533	APOB48R|55911	111.288
APOBEC3B|9582	131.2356	APOBEC3B|9582	48.3063
APOBEC3C|27350	224.0982	APOBEC3C|27350	455.2414
APOBEC3D|140564	67.5365	APOBEC3D|140564	105.1733
APOBEC3F|200316	199.1558	APOBEC3F|200316	239.3915
APOBEC3G|60489	254.7966	APOBEC3G|60489	181.9131
APOBEC3H|164668	11.5119	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	APOB|338	298.3986
APOC1|341	1611.2817	APOC1|341	239.3915
APOC2|344	480.046	APOC2|344	19.8729
APOD|347	845.3569	APOD|347	12667.2664
APOE|348	6686.109	APOE|348	2426.3233
APOF|319	54.4896	lowly_expressed	lowly_expressed
APOL1|8542	1603.6071	APOL1|8542	777.7931
APOL2|23780	668.0737	APOL2|23780	525.8664
APOL3|80833	636.6078	APOL3|80833	662.8363
APOL4|80832	256.3315	APOL4|80832	479.7003
APOL6|80830	1679.2018	APOL6|80830	2197.9383
APOLD1|81575	559.8619	APOLD1|81575	3101.0833
APOM|55937	20.7214	APOM|55937	39.4981
APOOL|139322	390.2533	APOOL|139322	276.0799
APOO|79135	379.8926	APOO|79135	151.3395
APPBP2|10513	1696.4697	APPBP2|10513	1532.9618
APPL1|26060	2353.4152	APPL1|26060	2136.4853
APPL2|55198	926.3239	APPL2|55198	1462.9482
APP|351	15871.4505	APP|351	38750.5475
APRT|353	1948.9639	APRT|353	1166.384
APTX|54840	505.3722	APTX|54840	522.8091
AQP11|282679	17.6516	AQP11|282679	31.7966
AQP1|358	2075.5948	AQP1|358	9007.661
AQP3|360	2330.0077	AQP3|360	771.3727
lowly_expressed	lowly_expressed	AQP4|361	73.9882
lowly_expressed	lowly_expressed	AQP5|362	1203.0723
lowly_expressed	lowly_expressed	AQP6|363	36.0769
lowly_expressed	lowly_expressed	AQP7P1|375719	167.5435
lowly_expressed	lowly_expressed	AQP7|364	599.2431
AQP9|366	6.1397	AQP9|366	5.5033
lowly_expressed	lowly_expressed	AQPEP|206338	89.8192
AQR|9716	1554.4896	AQR|9716	1255.3533
ARAF|369	2158.0967	ARAF|369	938.6104
ARAP1|116985	1565.9939	ARAP1|116985	2215.8728
ARAP2|116984	213.3538	ARAP2|116984	340.89599999999996
ARAP3|64411	277.8204	ARAP3|64411	743.8564
ARCN1|372	4834.6124	ARCN1|372	4485.4573
ARC|23237	24.175	ARC|23237	346.0935
AREG|374	445.5104	AREG|374	2640.033
ARF1|375	20185.7252	ARF1|375	6604.2098
ARF3|377	7674.5971	ARF3|377	4246.0657
ARF4|378	6804.6815	ARF4|378	3816.5062
ARF5|381	2750.5756	ARF5|381	1731.0789
ARF6|382	3762.855	ARF6|382	3867.8699
ARFGAP1|55738	1203.3768	ARFGAP1|55738	975.2988
ARFGAP2|84364	1134.6892	ARFGAP2|84364	1783.6656
ARFGAP3|26286	764.0061	ARFGAP3|26286	1106.1539
ARFGEF1|10565	3988.9486	ARFGEF1|10565	2219.3001
ARFGEF2|10564	1816.9609	ARFGEF2|10564	2639.7272
ARFIP1|27236	863.0084	ARFIP1|27236	1175.5561
ARFIP2|23647	1699.9233	ARFIP2|23647	1325.0611
ARFRP1|10139	409.8235	ARFRP1|10139	542.6819
ARG2|384	166.9186	ARG2|384	231.5402
ARGLU1|55082	453.185	ARGLU1|55082	2229.7348
ARHGAP10|79658	120.8749	ARHGAP10|79658	424.9735
ARHGAP11A|9824	313.89099999999996	ARHGAP11A|9824	165.7091
ARHGAP11B|89839	31.4658	ARHGAP11B|89839	16.2346
ARHGAP12|94134	821.5656	ARHGAP12|94134	1514.6176
ARHGAP15|55843	81.3507	ARHGAP15|55843	38.5228
ARHGAP17|55114	1094.3975	ARHGAP17|55114	1143.4538
ARHGAP18|93663	587.8741	ARHGAP18|93663	609.3324
ARHGAP19|84986	332.3101	ARHGAP19|84986	1190.2314
ARHGAP1|392	2903.3001	ARHGAP1|392	2897.7687
ARHGAP20|57569	40.6754	ARHGAP20|57569	568.6695
ARHGAP21|57584	1219.4935	ARHGAP21|57584	2465.1518
ARHGAP22|58504	41.4428	ARHGAP22|58504	33.631
ARHGAP23|57636	447.8127	ARHGAP23|57636	763.4235
ARHGAP24|83478	145.8173	ARHGAP24|83478	317.3543
ARHGAP25|9938	302.7629	ARHGAP25|9938	240.3087
ARHGAP26|23092	875.2878	ARHGAP26|23092	1220.805
ARHGAP27|201176	405.9862	ARHGAP27|201176	626.4537
ARHGAP28|79822	160.3991	ARHGAP28|79822	420.6932
ARHGAP29|9411	711.4351	ARHGAP29|9411	2088.7904
ARHGAP30|257106	670.7598	ARHGAP30|257106	274.5512
ARHGAP31|57514	806.9839	ARHGAP31|57514	1093.0073
ARHGAP32|9743	1555.6408	ARHGAP32|9743	2245.9389
ARHGAP33|115703	255.5641	ARHGAP33|115703	154.0911
ARHGAP36|158763	252.1105	ARHGAP36|158763	3578.9491
ARHGAP39|80728	552.571	ARHGAP39|80728	341.2017
ARHGAP42|143872	92.0952	ARHGAP42|143872	234.1726
ARHGAP4|393	403.3001	ARHGAP4|393	210.0408
ARHGAP5|394	1422.4866	ARHGAP5|394	3587.8155
ARHGAP6|395	87.8741	ARHGAP6|395	162.0402
ARHGAP8|23779	162.571	ARHGAP8|23779	446.9559
ARHGAP9|64333	133.9217	ARHGAP9|64333	30.5736
ARHGDIA|396	6235.9939	ARHGDIA|396	3098.9431
ARHGDIB|397	6397.5441	ARHGDIB|397	2455.0625
lowly_expressed	lowly_expressed	ARHGDIG|398	9.1721
ARHGEF10L|55160	644.2824	ARHGEF10L|55160	1302.7424
ARHGEF10|9639	441.2893	ARHGEF10|9639	1160.2693
ARHGEF11|9826	2493.8603	ARHGEF11|9826	1304.2711
ARHGEF12|23365	3196.4697	ARHGEF12|23365	5829.1683
ARHGEF15|22899	268.6109	ARHGEF15|22899	590.3768
ARHGEF16|27237	506.9071	ARHGEF16|27237	301.45599999999996
ARHGEF17|9828	1047.9662	ARHGEF17|9828	1776.0222
ARHGEF18|23370	1099.386	ARHGEF18|23370	901.9221
ARHGEF19|128272	183.4229	ARHGEF19|128272	477.2544
ARHGEF1|9138	1645.0499	ARHGEF1|9138	1005.8724
ARHGEF2|9181	2256.3315	ARHGEF2|9181	2300.6657
lowly_expressed	lowly_expressed	ARHGEF33|100271715	19.8729
ARHGEF35|445328	1566.0015	ARHGEF35|445328	1953.0435
ARHGEF37|389337	178.4344	ARHGEF37|389337	1694.6963
ARHGEF38|54848	10.3607	ARHGEF38|54848	67.5677
ARHGEF3|50650	1318.4958	ARHGEF3|50650	857.2846
ARHGEF4|50649	11.8956	ARHGEF4|50649	189.8622
ARHGEF5|7984	572.1412	ARHGEF5|7984	945.3366
ARHGEF6|9459	549.1174	ARHGEF6|9459	2541.8916
ARHGEF7|8874	754.7966	ARHGEF7|8874	1789.7803
ARHGEF9|23229	537.9893	ARHGEF9|23229	934.3301
ARID1A|8289	3887.1834	ARID1A|8289	3654.1603
ARID1B|57492	2749.0407	ARID1B|57492	2711.2695
ARID2|196528	1803.1466	ARID2|196528	1173.7217
ARID3A|1820	76.74600000000001	ARID3A|1820	50.4465
ARID3B|10620	164.2364	ARID3B|10620	113.7339
ARID4A|5926	884.4973	ARID4A|5926	945.0309
ARID4B|51742	2426.1282	ARID4B|51742	1613.4163
ARID5A|10865	507.6746	ARID5A|10865	2311.3664
ARID5B|84159	541.8266	ARID5B|84159	4338.7038
ARIH1|25820	1950.4988	ARIH1|25820	2113.8608
ARIH2|10425	1446.8956	ARIH2|10425	1511.5847
ARL10|285598	24.9424	ARL10|285598	90.8037
ARL11|115761	55.2571	ARL11|115761	44.9432
ARL13B|200894	242.5173	ARL13B|200894	288.9208
ARL15|54622	236.7613	ARL15|54622	482.4519
ARL16|339231	345.7406	ARL16|339231	395.6228
ARL17A|51326	53.7222	ARL17A|51326	82.87899999999999
ARL1|400	3902.5326	ARL1|400	2168.5876
ARL2BP|23568	1889.4858	ARL2BP|23568	1219.8878
ARL2|402	486.1857	ARL2|402	561.6376
ARL3|403	1023.0238	ARL3|403	605.0521
ARL4A|10124	189.5625	ARL4A|10124	998.2289999999999
ARL4C|10123	652.7245	ARL4C|10123	2534.2482
ARL4D|379	49.5012	ARL4D|379	160.8173
ARL5A|26225	765.1573	ARL5A|26225	870.4312
ARL5B|221079	206.8304	ARL5B|221079	416.7186
ARL6IP1|23204	9299.3093	ARL6IP1|23204	3790.8244
ARL6IP4|51329	1891.7882	ARL6IP4|51329	1387.7371
ARL6IP5|10550	3306.9839	ARL6IP5|10550	4413.6092
ARL6IP6|151188	301.6117	ARL6IP6|151188	310.9338
ARL6|84100	57.9432	ARL6|84100	84.0775
ARL8A|127829	1974.6738	ARL8A|127829	1008.3183
ARL8B|55207	2026.0936	ARL8B|55207	2137.4025
lowly_expressed	lowly_expressed	ARL9|132946	13.4524
ARMC10|83787	924.9693	ARMC10|83787	757.9998
ARMC1|55156	584.4206	ARMC1|55156	653.0527
ARMC2|84071	41.4428	ARMC2|84071	48.3063
ARMC3|219681	61.013000000000005	ARMC3|219681	6.4205
lowly_expressed	lowly_expressed	ARMC4|55130	9.1721
ARMC5|79798	229.0867	ARMC5|79798	328.9723
ARMC6|93436	443.208	ARMC6|93436	520.8768
ARMC7|79637	354.5664	ARMC7|79637	317.9658
ARMC8|25852	883.7299	ARMC8|25852	737.1302
ARMC9|80210	334.6124	ARMC9|80210	309.7109
ARMCX1|51309	150.8058	ARMCX1|51309	897.9475
ARMCX2|9823	260.1688	ARMCX2|9823	1070.9943
ARMCX3|51566	2239.8312	ARMCX3|51566	2474.9354
ARMCX5|64860	400.61400000000003	ARMCX5|64860	422.5276
ARMCX6|54470	207.2141	ARMCX6|54470	312.4625
ARNT2|9915	1422.1028	ARNT2|9915	402.6547
ARNTL2|56938	33.0008	ARNTL2|56938	28.7392
ARNTL|406	191.4812	ARNTL|406	218.6015
ARNT|405	2047.1988	ARNT|405	1680.021
ARPC1A|10552	2122.4942	ARPC1A|10552	1801.3463
ARPC1B|10095	2505.2878	ARPC1B|10095	957.6181
ARPC2|10109	3892.9394	ARPC2|10109	2996.2157
ARPC3|10094	4752.1105	ARPC3|10094	2243.7987
ARPC4|10093	3339.1558	ARPC4|10093	2150.2373
ARPC5L|81873	608.5955	ARPC5L|81873	574.7842
ARPC5|10092	3593.2464	ARPC5|10092	2903.5776
ARPM1|84517	33.0008	ARPM1|84517	45.5547
ARPP19|10776	3739.4474	ARPP19|10776	3960.2023
ARRB1|408	425.5564	ARRB1|408	928.8269
ARRB2|409	639.2939	ARRB2|409	409.6866
ARRDC1|92714	668.0737	ARRDC1|92714	662.5306
ARRDC2|27106	577.8972	ARRDC2|27106	765.258
ARRDC3|57561	1280.1228	ARRDC3|57561	9760.3257
ARRDC4|91947	351.4965	lowly_expressed	lowly_expressed
ARSA|410	737.9125	ARSA|410	943.5022
ARSB|411	427.8588	ARSB|411	227.1621
ARSD|414	4022.6401	ARSD|414	3115.7586
ARSE|415	64.8503	ARSE|415	29.0449
ARSG|22901	216.4236	ARSG|22901	258.0414
lowly_expressed	lowly_expressed	ARSH|347527	7.9491
ARSI|340075	125.0959	ARSI|340075	81.9373
ARSJ|79642	48.7337	ARSJ|79642	157.1485
ARSK|153642	119.7237	ARSK|153642	191.3909
lowly_expressed	lowly_expressed	ART3|419	5.809
ART5|116969	5.3722	ART5|116969	25.0704
ARTN|9048	24.5587	ARTN|9048	20.7901
ARV1|64801	615.119	ARV1|64801	325.9149
ARVCF|421	161.1665	ARVCF|421	659.4732
AR|367	1584.8043	AR|367	625.2307
AS3MT|57412	217.1911	AS3MT|57412	278.22
ASAH1|427	4904.835	ASAH1|427	5051.6809
ASAH2B|653308	10.3607	lowly_expressed	lowly_expressed
ASAH2|56624	5.7559	ASAH2|56624	5.5033
ASAM|79827	212.2026	ASAM|79827	845.0551
ASAP1|50807	1306.6002	ASAP1|50807	1060.2935
ASAP2|8853	842.2869999999999	ASAP2|8853	826.4052
ASAP3|55616	1000.3837	ASAP3|55616	936.7760000000001
ASB13|79754	1051.8035	ASB13|79754	920.2663
ASB14|142686	11.1282	ASB14|142686	11.618
ASB16|92591	50.6255	ASB16|92591	20.5669
ASB1|51665	168.9985	ASB1|51665	681.0062
ASB2|51676	19.954	ASB2|51676	13.1467
ASB3|51130	204.528	ASB3|51130	361.9918
lowly_expressed	lowly_expressed	ASB5|140458	35.7711
ASB6|140459	589.1903	ASB6|140459	834.7549
ASB7|140460	399.4628	ASB7|140460	541.7647
ASB8|140461	891.7882	ASB8|140461	781.1562
ASB9|140462	74.8273	ASB9|140462	31.7966
ASCC1|51008	439.7544	ASCC1|51008	406.3235
ASCC2|84164	898.3116	ASCC2|84164	1000.6749
ASCC3|10973	1581.3507	ASCC3|10973	1312.8317
ASCL1|429	115.8864	ASCL1|429	11.618
ASCL2|430	11.1282	ASCL2|430	13.4524
ASF1A|25842	531.0821	ASF1A|25842	452.4897
ASF1B|55723	330.3914	ASF1B|55723	85.6062
lowly_expressed	lowly_expressed	ASGR1|432	14.9811
ASGR2|433	11.1282	lowly_expressed	lowly_expressed
ASH1L|55870	3518.2579	ASH1L|55870	3601.0202
ASH2L|9070	843.8219	ASH2L|9070	1229.3657
ASL|435	602.4559	ASL|435	378.5015
ASMTL|8623	621.6424	ASMTL|8623	669.2384
ASNA1|439	1741.7498	ASNA1|439	763.1178
ASNSD1|54529	843.4382	ASNSD1|54529	1016.2675
ASNS|440	358.02	ASNS|440	339.0616
ASPA|443	5.7559	ASPA|443	66.3448
lowly_expressed	lowly_expressed	ASPG|374569	6.7262
ASPHD1|253982	28.396	ASPHD1|253982	58.3956
ASPHD2|57168	123.561	ASPHD2|57168	43.1088
ASPH|444	1002.6861	ASPH|444	8022.3432
ASPM|259266	660.0153	ASPM|259266	121.0716
ASPN|54829	3822.3331	ASPN|54829	347.0107
ASPRV1|151516	15.7329	ASPRV1|151516	69.1117
ASPSCR1|79058	437.0683	ASPSCR1|79058	244.8948
ASRGL1|80150	23.4075	ASRGL1|80150	95.3897
ASS1|445	280.8903	ASS1|445	1520.7324
ASTE1|28990	341.6577	ASTE1|28990	256.8063
lowly_expressed	lowly_expressed	ASTL|431705	5.1975
ASTN1|460	9.2095	ASTN1|460	305.1248
ASTN2|23245	221.0284	ASTN2|23245	417.9415
ASXL1|171023	1597.4674	ASXL1|171023	2395.7497
ASXL2|55252	613.9678	ASXL2|55252	1059.682
