gene_id	TCGA-BH-A1FH-01A-12R-A13Q-07	gene_id	TCGA-BH-A1FH-11B-42R-A13Q-07
ALMS1|7840	1045.5918	ALMS1|7840	503.5787
ALOX12P2|245	33.7487	ALOX12P2|245	7.6687
ALOX15B|247	92.2672	ALOX15B|247	85.3783
ALOX15|246	14.5522	lowly_expressed	lowly_expressed
ALOX5AP|241	201.8732	ALOX5AP|241	520.9611
ALOX5|240	355.4455	ALOX5|240	639.5706
lowly_expressed	lowly_expressed	ALOXE3|59344	10.7362
ALPK1|80216	557.6283	ALPK1|80216	533.7423
ALPK2|115701	69.9745	ALPK2|115701	66.9734
ALPK3|57538	88.8614	ALPK3|57538	153.3742
ALPL|249	776.8403	ALPL|249	686.6053
ALS2CL|259173	146.451	ALS2CL|259173	371.1656
ALS2CR11|151254	14.5522	lowly_expressed	lowly_expressed
ALS2CR4|65062	1198.5448	ALS2CR4|65062	1578.7321
ALS2CR8|79800	215.4966	ALS2CR8|79800	177.9141
ALS2|57679	672.1882	ALS2|57679	673.8241
ALX3|257	26.0082	ALX3|257	20.4499
ALX4|60529	42.7278	ALX4|60529	15.8487
AMACR|23600	620.7911	AMACR|23600	174.3354
AMBP|259	25.6986	AMBP|259	6.135
AMBRA1|55626	1003.4832	AMBRA1|55626	710.1227
AMD1|262	2009.7531	AMD1|262	2747.2086
AMDHD1|144193	19.1965	AMDHD1|144193	17.8937
AMDHD2|51005	175.7009	AMDHD2|51005	194.1973
AMFR|267	4204.3502	AMFR|267	3259.2025
AMH|268	29.414	lowly_expressed	lowly_expressed
AMICA1|120425	214.2581	AMICA1|120425	347.13699999999994
AMIGO1|57463	160.3839	AMIGO1|57463	98.6708
AMIGO2|347902	1347.7792	AMIGO2|347902	3274.5399
AMIGO3|386724	55.1126	AMIGO3|386724	47.0348
AMMECR1L|83607	837.8357	AMMECR1L|83607	818.5072
AMMECR1|9949	334.3912	AMMECR1|9949	226.9939
AMN1|196394	218.5928	AMN1|196394	206.0327
AMOTL1|154810	3421.9367	AMOTL1|154810	2109.9182
AMOTL2|51421	2897.4379	AMOTL2|51421	4939.6728
AMOT|154796	977.475	AMOT|154796	1229.0389
AMPD1|270	39.0123	AMPD1|270	6.135
AMPD2|271	862.2958	AMPD2|271	709.1002
AMPD3|272	206.5175	AMPD3|272	256.135
AMPH|273	265.6552	AMPH|273	152.863
lowly_expressed	lowly_expressed	AMTN|401138	5.6237
AMT|275	83.7464	AMT|275	124.2331
AMY1A|276	44.8951	AMY1A|276	75.6646
AMY2B|280	132.1681	AMY2B|280	268.2311
AMZ1|155185	6.8117	lowly_expressed	lowly_expressed
AMZ2P1|201283	178.0324	AMZ2P1|201283	213.1902
AMZ2|51321	1308.4604	AMZ2|51321	1098.1595
ANAPC10|10393	129.1122	ANAPC10|10393	165.6442
ANAPC11|51529	448.0223	ANAPC11|51529	683.5378
ANAPC13|25847	1549.9373	ANAPC13|25847	1254.2178
ANAPC16|119504	1250.5612	ANAPC16|119504	2497.4438
ANAPC1|64682	692.9329	ANAPC1|64682	644.683
ANAPC2|29882	594.1636	ANAPC2|29882	452.454
ANAPC4|29945	475.8882	ANAPC4|29945	595.092
ANAPC5|51433	2129.5766	ANAPC5|51433	2720.8589
ANAPC7|51434	836.5973	ANAPC7|51434	734.1513
ANGEL1|23357	558.5572	ANGEL1|23357	511.7587
ANGEL2|90806	767.8613	ANGEL2|90806	658.998
ANGPT1|284	102.7943	ANGPT1|284	334.3558
ANGPT2|285	369.0688	ANGPT2|285	438.1391
ANGPT4|51378	6.5021	ANGPT4|51378	7.6687
ANGPTL1|9068	696.9580000000001	ANGPTL1|9068	1037.8323
ANGPTL2|23452	3376.4223	ANGPTL2|23452	4831.7996
ANGPTL3|27329	6.5021	lowly_expressed	lowly_expressed
ANGPTL4|51129	178.6516	ANGPTL4|51129	709.1002
lowly_expressed	lowly_expressed	ANGPTL5|253935	32.2086
ANGPTL6|83854	5.728	lowly_expressed	lowly_expressed
ANGPTL7|10218	7.1213	ANGPTL7|10218	240.7975
ANG|283	245.9695	ANG|283	410.8947
ANK1|286	16.7196	ANK1|286	24.5399
ANK2|287	1000.387	ANK2|287	1940.184
ANK3|288	1677.5292	ANK3|288	1211.6564
ANKAR|150709	40.87	ANKAR|150709	35.7873
ANKDD1A|348094	83.9074	ANKDD1A|348094	183.5378
ANKFN1|162282	24.4601	lowly_expressed	lowly_expressed
ANKFY1|51479	2461.4908	ANKFY1|51479	1974.9489
ANKHD1-EIF4EBP3|404734	724.8672	ANKHD1-EIF4EBP3|404734	663.4458
ANKHD1|54882	2466.3023	ANKHD1|54882	1813.1953
ANKH|56172	1900.7663	ANKH|56172	1844.5808
ANKIB1|54467	2337.3326	ANKIB1|54467	1224.9489
ANKK1|255239	20.435	ANKK1|255239	29.6524
ANKLE1|126549	6.1924	ANKLE1|126549	6.135
ANKLE2|23141	1782.4909	ANKLE2|23141	1534.7648
ANKMY1|51281	189.798	ANKMY1|51281	216.7689
ANKMY2|57037	653.611	ANKMY2|57037	695.8078
ANKRA2|57763	266.2745	ANKRA2|57763	371.1656
ANKRD10|55608	1086.6971	ANKRD10|55608	1351.227
ANKRD11|29123	2855.7443	ANKRD11|29123	2031.4008
ANKRD12|23253	1973.2177	ANKRD12|23253	1376.2781
ANKRD13A|88455	1316.8202	ANKRD13A|88455	1458.589
ANKRD13B|124930	128.1833	ANKRD13B|124930	133.4356
ANKRD13C|81573	838.455	ANKRD13C|81573	719.3252
ANKRD13D|338692	391.9808	ANKRD13D|338692	432.5153
ANKRD16|54522	155.1204	ANKRD16|54522	168.2004
ANKRD17|26057	4033.1295	ANKRD17|26057	2068.5072
ANKRD19|138649	17.958	ANKRD19|138649	28.6299
lowly_expressed	lowly_expressed	ANKRD1|27063	8.18
lowly_expressed	lowly_expressed	ANKRD20A3|441425	8.6912
lowly_expressed	lowly_expressed	ANKRD20B|729171	7.1575
ANKRD22|118932	89.7902	ANKRD22|118932	66.9734
ANKRD23|200539	51.3972	ANKRD23|200539	22.4949
ANKRD24|170961	30.3429	ANKRD24|170961	7.6687
ANKRD26|22852	356.684	ANKRD26|22852	274.5399
ANKRD27|84079	818.9488	ANKRD27|84079	716.2577
ANKRD28|23243	1049.9265	ANKRD28|23243	1338.4458
ANKRD29|147463	193.5134	ANKRD29|147463	283.2311
ANKRD2|26287	9.2886	lowly_expressed	lowly_expressed
ANKRD30A|91074	702.2215	ANKRD30A|91074	123.2106
ANKRD30B|374860	72.76100000000001	ANKRD30B|374860	17.3824
ANKRD32|84250	141.8066	ANKRD32|84250	126.7894
ANKRD34A|284615	21.9831	ANKRD34A|284615	13.2924
ANKRD35|148741	132.518	ANKRD35|148741	175.3579
ANKRD36BP1|84832	175.2458	ANKRD36BP1|84832	160.0204
ANKRD36B|57730	88.5517	ANKRD36B|57730	86.9121
ANKRD36|375248	208.6849	ANKRD36|375248	197.8528
ANKRD37|353322	103.6644	ANKRD37|353322	223.1033
ANKRD39|51239	144.2836	ANKRD39|51239	121.6769
ANKRD40|91369	2233.919	ANKRD40|91369	1949.8978
ANKRD42|338699	295.9981	ANKRD42|338699	296.0123
ANKRD43|134548	72.1418	ANKRD43|134548	62.8834
ANKRD44|91526	118.2754	ANKRD44|91526	68.5072
ANKRD45|339416	27.2467	ANKRD45|339416	14.3149
ANKRD46|157567	422.1968	ANKRD46|157567	454.499
ANKRD49|54851	304.3579	ANKRD49|54851	236.7076
ANKRD50|57182	2886.6011	ANKRD50|57182	1094.0695
ANKRD52|283373	1675.0522	ANKRD52|283373	841.002
ANKRD53|79998	12.3849	ANKRD53|79998	55.2147
ANKRD54|129138	314.8851	ANKRD54|129138	330.7771
ANKRD56|345079	53.2549	ANKRD56|345079	223.4151
ANKRD57|65124	1021.1317	ANKRD57|65124	730.5726
ANKRD58|347454	8.3598	lowly_expressed	lowly_expressed
ANKRD5|63926	274.6343	ANKRD5|63926	153.8855
ANKRD6|22881	394.2472	ANKRD6|22881	438.2004
ANKRD9|122416	34.6776	ANKRD9|122416	42.9448
ANKS1A|23294	1575.6638	ANKS1A|23294	1106.8507
ANKS1B|56899	118.8947	ANKS1B|56899	37.3211
ANKS3|124401	215.1869	ANKS3|124401	194.7853
ANKS6|203286	276.492	ANKS6|203286	294.9898
ANKZF1|55139	331.9142	ANKZF1|55139	361.9632
ANLN|54443	173.388	ANLN|54443	146.72799999999998
ANO10|55129	658.5649	ANO10|55129	771.4724
ANO1|55107	6547.8752	ANO1|55107	6346.1145
ANO2|57101	46.1336	ANO2|57101	66.9734
ANO3|63982	9.2886	ANO3|63982	27.6074
ANO4|121601	36.845	ANO4|121601	10.2249
ANO5|203859	20.7446	ANO5|203859	36.2986
ANO6|196527	3669.6339	ANO6|196527	4071.0634
ANO7|50636	16.7196	ANO7|50636	5.6237
ANO8|57719	200.9443	ANO8|57719	261.7587
ANO9|338440	75.238	ANO9|338440	87.4233
ANP32A|8125	2649.1214	ANP32A|8125	1970.8589
ANP32B|10541	2148.4635	ANP32B|10541	2579.2434
ANP32E|81611	1118.6624	ANP32E|81611	1241.82
ANPEP|290	866.9402	ANPEP|290	8672.2904
ANTXR1|84168	7330.2887	ANTXR1|84168	7972.9039
ANTXR2|118429	1500.1161	ANTXR2|118429	1930.4703
ANUBL1|93550	179.5805	ANUBL1|93550	163.0879
ANXA11|311	2717.5478	ANXA11|311	4299.590999999999
ANXA13|312	14.2426	ANXA13|312	6.135
ANXA1|301	4021.6735	ANXA1|301	27853.272
ANXA2P1|303	68.4263	ANXA2P1|303	81.7996
ANXA2P2|304	5008.4372	ANXA2P2|304	6033.7423
lowly_expressed	lowly_expressed	ANXA2P3|305	6.135
ANXA2|302	13388.3428	ANXA2|302	18836.9121
ANXA3|306	728.5394	ANXA3|306	1599.6933
ANXA4|307	1477.8234	ANXA4|307	2085.3783
ANXA5|308	8283.9229	ANXA5|308	10867.5869
ANXA6|309	8560.4149	ANXA6|309	5344.5808
ANXA7|310	2486.5702	ANXA7|310	3485.1738
ANXA8L2|244	41.4893	ANXA8L2|244	276.5849
ANXA8|653145	72.4514	ANXA8|653145	416.181
ANXA9|8416	171.8399	ANXA9|8416	104.8057
AOAH|313	165.9571	AOAH|313	149.7955
AOC2|314	13.0041	AOC2|314	44.4785
AOC3|8639	1742.8594	AOC3|8639	5292.9448
AOX1|316	542.4568	AOX1|316	1816.9734
AP1AR|55435	635.9625	AP1AR|55435	532.2086
AP1B1|162	2456.8465	AP1B1|162	2608.8957
AP1G1|164	3260.6239	AP1G1|164	1819.0184
AP1G2|8906	703.0296	AP1G2|8906	786.1963
AP1M1|8907	903.7851	AP1M1|8907	1079.2434
AP1M2|10053	1063.2402	AP1M2|10053	730.0613
AP1S1|1174	692.0039999999999	AP1S1|1174	467.2802
AP1S2|8905	391.0519	AP1S2|8905	644.1718
AP1S3|130340	149.5472	AP1S3|130340	214.7239
AP2A1|160	1811.6758	AP2A1|160	1531.2986
AP2A2|161	1592.0737	AP2A2|161	1928.9366
AP2B1|163	16297.5462	AP2B1|163	5150.818
AP2M1|1173	6189.3335	AP2M1|1173	5785.2761
AP2S1|1175	788.2963	AP2S1|1175	943.7628
AP3B1|8546	1576.9022	AP3B1|8546	1101.2269999999999
AP3B2|8120	65.6398	AP3B2|8120	77.7096
AP3D1|8943	3413.5769	AP3D1|8943	2233.6401
AP3M1|26985	1440.0495	AP3M1|26985	1213.7014
AP3M2|10947	561.9630000000001	AP3M2|10947	382.9243
AP3S1|1176	866.3209	AP3S1|1176	1395.1943
AP3S2|10239	2270.1881	AP3S2|10239	1544.2638
AP4B1|10717	350.6897	AP4B1|10717	290.8282
AP4E1|23431	452.9762	AP4E1|23431	392.63800000000003
AP4M1|9179	290.8027	AP4M1|9179	324.2127
AP4S1|11154	115.7984	AP4S1|11154	99.182
APAF1|317	642.155	APAF1|317	481.0838
APBA1|320	235.0027	APBA1|320	446.319
APBA2|321	79.5727	APBA2|321	62.8834
APBA3|9546	152.953	APBA3|9546	161.5542
APBB1IP|54518	291.0442	APBB1IP|54518	726.9939
APBB1|322	477.4363	APBB1|322	787.8323
APBB2|323	2673.5815	APBB2|323	1615.0307
APBB3|10307	170.2918	APBB3|10307	219.3252
APC2|10297	10.6138	APC2|10297	6.1759
APCDD1L|164284	92.5768	APCDD1L|164284	335.3783
APCDD1|147495	926.6971	APCDD1|147495	2375.7669
APC|324	1466.0577	APC|324	929.4479
APEH|327	1136.6205	APEH|327	1379.3456
APEX1|328	2039.1671	APEX1|328	2671.7791
APEX2|27301	442.4491	APEX2|27301	472.3926
APH1A|51107	3580.1533	APH1A|51107	4403.3742
APH1B|83464	773.1249	APH1B|83464	624.2331
API5|8539	2386.8720000000003	API5|8539	2794.9898
APIP|51074	194.3959	APIP|51074	388.36400000000003
APITD1|378708	170.2949	APITD1|378708	190.3783
APLF|200558	80.192	APLF|200558	114.5194
APLNR|187	911.8353	APLNR|187	1168.7117
APLN|8862	71.5226	APLN|8862	105.8282
APLP1|333	64.4013	APLP1|333	21.4724
APLP2|334	15645.1738	APLP2|334	12855.317
APOA1BP|128240	1018.6547	APOA1BP|128240	1031.6973
APOB48R|55911	113.6311	APOB48R|55911	99.6933
APOBEC3A|200315	7.4309	APOBEC3A|200315	93.04700000000001
APOBEC3B|9582	55.4222	APOBEC3B|9582	158.998
APOBEC3C|27350	319.839	APOBEC3C|27350	490.7975
APOBEC3D|140564	76.4765	APOBEC3D|140564	83.3333
APOBEC3F|200316	195.6808	APOBEC3F|200316	201.4315
APOBEC3G|60489	224.166	APOBEC3G|60489	331.2883
lowly_expressed	lowly_expressed	APOBEC3H|164668	5.1125
APOB|338	5.5732	APOB|338	105.8282
APOC1|341	226.9526	APOC1|341	388.5481
APOC2|344	9.9079	APOC2|344	18.9162
APOD|347	8723.5854	APOD|347	15946.319
APOE|348	3520.0867	APOE|348	2630.8793
APOL1|8542	1414.6606	APOL1|8542	1472.3926
APOL2|23780	881.4924	APOL2|23780	619.1207
APOL3|80833	745.2589	APOL3|80833	1238.7526
APOL4|80832	212.71	APOL4|80832	277.0961
APOL6|80830	1883.1179	APOL6|80830	2457.0552
APOLD1|81575	1496.4007	APOLD1|81575	3576.1759
APOM|55937	38.7027	APOM|55937	74.6421
APOOL|139322	309.3119	APOOL|139322	118.6094
APOO|79135	209.3041	APOO|79135	132.4131
APPBP2|10513	4758.8823	APPBP2|10513	1164.6217
APPL1|26060	2024.3053	APPL1|26060	2021.9836
APPL2|55198	1438.5014	APPL2|55198	1580.7771
APP|351	31091.2609	APP|351	36343.5583
APRT|353	1138.7878	APRT|353	1279.6524
APTX|54840	375.2612	APTX|54840	532.2086
AQP11|282679	41.7989	AQP11|282679	11.7587
AQP1|358	14689.9419	AQP1|358	16135.2658
AQP3|360	283.3037	AQP3|360	787.3211
AQP4|361	40.5604	AQP4|361	66.4622
AQP5|362	66.8782	AQP5|362	507.1575
lowly_expressed	lowly_expressed	AQP6|363	11.2474
AQP7P1|375719	8.979	AQP7P1|375719	85.3783
lowly_expressed	lowly_expressed	AQP7P3|441432	22.4949
AQP7|364	50.1587	AQP7|364	678.4254
AQP9|366	13.0041	AQP9|366	120.6544
lowly_expressed	lowly_expressed	AQPEP|206338	208.4356
AQR|9716	1161.0806	AQR|9716	872.1881
ARAF|369	1035.0646	ARAF|369	1156.953
ARAP1|116985	2524.3316	ARAP1|116985	2250.4703
ARAP2|116984	321.3871	ARAP2|116984	318.5072
ARAP3|64411	513.3524	ARAP3|64411	708.0777
ARCN1|372	6222.463000000001	ARCN1|372	3793.4559999999997
ARC|23237	42.1085	ARC|23237	149.2843
AREG|374	291.3538	AREG|374	429.9591
ARF1|375	8158.8358	ARF1|375	8216.2577
ARF3|377	5690.5333	ARF3|377	4092.0245
ARF4|378	5540.0573	ARF4|378	4695.2965
ARF5|381	1943.7727	ARF5|381	2488.7526
ARF6|382	3083.2108	ARF6|382	4214.2127
ARFGAP1|55738	1322.3934	ARFGAP1|55738	608.3845
ARFGAP2|84364	1360.7864	ARFGAP2|84364	1746.9325
ARFGAP3|26286	1313.724	ARFGAP3|26286	1336.9121
ARFGEF1|10565	2504.2186	ARFGEF1|10565	1414.1769
ARFGEF2|10564	3638.0525	ARFGEF2|10564	1702.454
ARFIP1|27236	1342.8284	ARFIP1|27236	1201.4315
ARFIP2|23647	1146.838	ARFIP2|23647	1122.6994
ARFRP1|10139	508.7081	ARFRP1|10139	352.7607
ARG2|384	164.4059	ARG2|384	218.3793
ARGLU1|55082	1679.3869	ARGLU1|55082	1520.9611
ARHGAP10|79658	356.9936	ARHGAP10|79658	583.8446
ARHGAP11A|9824	124.4678	ARHGAP11A|9824	107.36200000000001
ARHGAP12|94134	1394.2256	ARHGAP12|94134	1511.7587
ARHGAP15|55843	66.259	ARHGAP15|55843	80.2658
ARHGAP17|55114	1158.9132	ARHGAP17|55114	1630.3681
ARHGAP18|93663	1304.4353	ARHGAP18|93663	916.6667
ARHGAP19|84986	684.2635	ARHGAP19|84986	923.8241
ARHGAP1|392	5088.0099	ARHGAP1|392	3442.2290000000003
ARHGAP20|57569	292.5923	ARHGAP20|57569	380.3681
ARHGAP21|57584	2530.2268	ARHGAP21|57584	2902.863
ARHGAP22|58504	39.9412	ARHGAP22|58504	61.8609
ARHGAP23|57636	1471.0117	ARHGAP23|57636	1231.0838
ARHGAP24|83478	539.9799	ARHGAP24|83478	408.4867
ARHGAP25|9938	282.3748	ARHGAP25|9938	396.2168
ARHGAP26|23092	648.3474	ARHGAP26|23092	870.1431
ARHGAP27|201176	373.7131	ARHGAP27|201176	719.2229
ARHGAP28|79822	738.7569	ARHGAP28|79822	269.9387
ARHGAP29|9411	2762.1333	ARHGAP29|9411	4109.407
ARHGAP30|257106	443.9972	ARHGAP30|257106	556.2372
ARHGAP31|57514	1591.1448	ARHGAP31|57514	1456.5439999999999
ARHGAP32|9743	3125.6289	ARHGAP32|9743	816.9734
ARHGAP33|115703	118.585	ARHGAP33|115703	128.8344
ARHGAP36|158763	84.21700000000001	ARHGAP36|158763	27.0961
ARHGAP39|80728	236.8604	ARHGAP39|80728	107.36200000000001
ARHGAP42|143872	364.1025	ARHGAP42|143872	140.593
ARHGAP4|393	303.7387	ARHGAP4|393	414.6217
ARHGAP5|394	3173.3106	ARHGAP5|394	2627.3006
ARHGAP6|395	166.2667	ARHGAP6|395	193.2515
ARHGAP8|23779	446.2451	ARHGAP8|23779	218.5072
ARHGAP9|64333	98.4596	ARHGAP9|64333	197.3415
ARHGDIA|396	3306.7575	ARHGDIA|396	4837.9346
ARHGDIB|397	2433.0057	ARHGDIB|397	4165.1329
ARHGEF10L|55160	884.279	ARHGEF10L|55160	1034.7648
ARHGEF10|9639	785.5097	ARHGEF10|9639	1277.0961
ARHGEF11|9826	1566.9943	ARHGEF11|9826	1338.4458
ARHGEF12|23365	8447.7127	ARHGEF12|23365	4593.0470000000005
ARHGEF15|22899	649.8955	ARHGEF15|22899	935.0716
ARHGEF16|27237	328.81800000000004	ARHGEF16|27237	163.0879
ARHGEF17|9828	1966.0964	ARHGEF17|9828	1247.955
ARHGEF18|23370	1007.8179	ARHGEF18|23370	593.5583
ARHGEF19|128272	698.5061	ARHGEF19|128272	436.0941
ARHGEF1|9138	1050.8553	ARHGEF1|9138	1282.2086
ARHGEF2|9181	1968.5734	ARHGEF2|9181	1352.2495
ARHGEF33|100271715	16.1003	ARHGEF33|100271715	18.4049
ARHGEF35|445328	274.3246	ARHGEF35|445328	74.6421
ARHGEF37|389337	1068.1941	ARHGEF37|389337	1149.2843
ARHGEF38|54848	83.9074	ARHGEF38|54848	19.4274
ARHGEF3|50650	2182.8315	ARHGEF3|50650	1437.1166
ARHGEF4|50649	173.6977	ARHGEF4|50649	236.7076
ARHGEF5|7984	523.8796	ARHGEF5|7984	348.1595
ARHGEF6|9459	1146.5284	ARHGEF6|9459	2227.5051
ARHGEF7|8874	1274.0924	ARHGEF7|8874	1635.4806
ARHGEF9|23229	647.4185	ARHGEF9|23229	754.6012
ARID1A|8289	3536.187	ARID1A|8289	1975.9714
ARID1B|57492	2715.3804	ARID1B|57492	1942.229
ARID2|196528	1190.4946	ARID2|196528	579.7546
ARID3A|1820	52.9453	ARID3A|1820	37.8323
ARID3B|10620	173.0784	ARID3B|10620	102.2495
ARID4A|5926	897.9023	ARID4A|5926	838.4458
ARID4B|51742	1816.4533	ARID4B|51742	1214.7239
ARID5A|10865	1089.8676	ARID5A|10865	3370.1431
ARID5B|84159	3426.8906	ARID5B|84159	4965.2352
ARIH1|25820	2573.2642	ARIH1|25820	1859.4070000000002
ARIH2|10425	1288.6199	ARIH2|10425	1807.7096
ARL10|285598	79.5727	ARL10|285598	23.5174
ARL11|115761	38.0834	ARL11|115761	55.2147
ARL13B|200894	307.1445	ARL13B|200894	396.728
ARL15|54622	625.1258	ARL15|54622	612.9857
ARL16|339231	278.969	ARL16|339231	413.5992
ARL17A|51326	57.9302	ARL17A|51326	56.8865
ARL1|400	2890.007	ARL1|400	2019.9387
ARL2BP|23568	1730.4745	ARL2BP|23568	1916.1554
ARL2|402	770.3383	ARL2|402	1259.7137
ARL3|403	620.4815	ARL3|403	604.2945
ARL4A|10124	670.6401	ARL4A|10124	891.1043
ARL4C|10123	2250.9482	ARL4C|10123	2449.3865
ARL4D|379	120.7524	ARL4D|379	149.2843
ARL5A|26225	1068.1941	ARL5A|26225	890.5930000000001
ARL5B|221079	503.4445	ARL5B|221079	249.4888
ARL6IP1|23204	3871.8167	ARL6IP1|23204	3850.7157
ARL6IP4|51329	1263.5653	ARL6IP4|51329	1103.7832
ARL6IP5|10550	3254.7411	ARL6IP5|10550	5324.1309
ARL6IP6|151188	240.5759	ARL6IP6|151188	341.5133
ARL6|84100	93.1961	ARL6|84100	75.6646
ARL8A|127829	1007.8179	ARL8A|127829	1123.7219
ARL8B|55207	2104.8069	ARL8B|55207	2137.5256
ARL9|132946	40.2508	ARL9|132946	16.8712
ARMC10|83787	749.3955	ARMC10|83787	714.7035
ARMC1|55156	767.5517	ARMC1|55156	754.6012
ARMC2|84071	64.7109	ARMC2|84071	57.2597
ARMC3|219681	13.6233	lowly_expressed	lowly_expressed
ARMC4|55130	12.3849	ARMC4|55130	8.6912
ARMC5|79798	286.7095	ARMC5|79798	288.8548
ARMC6|93436	513.3122	ARMC6|93436	418.1748
ARMC7|79637	202.4925	ARMC7|79637	179.4479
ARMC8|25852	750.2129	ARMC8|25852	711.6564
ARMC9|80210	464.1226	ARMC9|80210	135.4806
ARMCX1|51309	756.7149	ARMCX1|51309	705.5215
ARMCX2|9823	1361.4057	ARMCX2|9823	534.2536
ARMCX3|51566	2494.0011	ARMCX3|51566	1580.2658
ARMCX5|64860	430.9931	ARMCX5|64860	427.4029
ARMCX6|54470	265.9649	ARMCX6|54470	168.2004
ARNT2|9915	2461.8004	ARNT2|9915	399.7955
ARNTL2|56938	102.1751	ARNTL2|56938	92.5358
ARNTL|406	284.2325	ARNTL|406	359.407
ARNT|405	1707.8721	ARNT|405	2102.7607
ARPC1A|10552	1818.2677	ARPC1A|10552	2138.8344
ARPC1B|10095	1697.4843	ARPC1B|10095	2048.2822
ARPC2|10109	3940.5527	ARPC2|10109	4558.7935
ARPC3|10094	2665.5314	ARPC3|10094	3159.5092
ARPC4|10093	2365.6475	ARPC4|10093	3082.0399
ARPC5L|81873	613.3602	ARPC5L|81873	569.0184
ARPC5|10092	3014.4748	ARPC5|10092	3825.6646
ARPM1|84517	47.0625	ARPM1|84517	59.816
ARPP19|10776	3302.7324	ARPP19|10776	3663.5992
ARRB1|408	962.9228	ARRB1|408	1111.9632
ARRB2|409	489.8212	ARRB2|409	1068.5072
ARRDC1|92714	443.9972	ARRDC1|92714	573.1084
ARRDC2|27106	343.9895	ARRDC2|27106	683.0266
ARRDC3|57561	2744.7945	ARRDC3|57561	4467.2802
ARRDC4|91947	739.6857	ARRDC4|91947	1172.2904
ARSA|410	495.3944	ARSA|410	584.3558
ARSB|411	638.1299	ARSB|411	382.4131
ARSD|414	3799.9845	ARSD|414	1812.8834
ARSE|415	36.845	ARSE|415	27.0961
ARSG|22901	265.3456	ARSG|22901	162.5767
ARSH|347527	8.0502	lowly_expressed	lowly_expressed
ARSI|340075	183.6055	ARSI|340075	38.3436
ARSJ|79642	237.7893	ARSJ|79642	168.2004
ARSK|153642	187.9402	ARSK|153642	175.8691
lowly_expressed	lowly_expressed	ART3|419	5.1125
lowly_expressed	lowly_expressed	ART4|420	50.1022
ART5|116969	27.2467	ART5|116969	13.2924
ARV1|64801	350.4915	ARV1|64801	393.1493
ARVCF|421	342.4414	ARVCF|421	274.5399
ARX|170302	17.3388	lowly_expressed	lowly_expressed
AR|367	414.8928	AR|367	104.2945
AS3MT|57412	150.476	AS3MT|57412	201.9427
ASAH1|427	3807.7251	ASAH1|427	5420.7566
ASAH2B|653308	9.9079	ASAH2B|653308	8.18
ASAM|79827	907.5006	ASAM|79827	880.3681
ASAP1|50807	1719.3281	ASAP1|50807	1167.1779
ASAP2|8853	1209.6912	ASAP2|8853	1081.2883
ASAP3|55616	1440.3592	ASAP3|55616	1373.2106
ASB13|79754	925.4586	ASB13|79754	598.6708
ASB14|142686	12.0752	ASB14|142686	8.18
ASB16|92591	12.7038	ASB16|92591	5.6442
ASB1|51665	631.7114	ASB1|51665	617.6892
ASB2|51676	32.5103	ASB2|51676	21.4724
ASB3|51130	402.5079	ASB3|51130	371.1656
ASB6|140459	708.5688	ASB6|140459	572.8937
ASB7|140460	836.9069	ASB7|140460	378.8344
ASB8|140461	838.1454	ASB8|140461	810.8384
ASB9|140462	48.6106	ASB9|140462	83.3333
ASCC1|51008	446.4742	ASCC1|51008	452.9652
ASCC2|84164	1116.8047	ASCC2|84164	986.1963
ASCC3|10973	1813.4531	ASCC3|10973	867.5869
ASCL1|429	54.803000000000004	lowly_expressed	lowly_expressed
ASCL2|430	24.7697	ASCL2|430	12.7812
ASCL4|121549	10.5271	lowly_expressed	lowly_expressed
ASF1A|25842	464.7419	ASF1A|25842	493.865
ASF1B|55723	100.3174	ASF1B|55723	103.7832
lowly_expressed	lowly_expressed	ASGR1|432	17.8937
ASGR2|433	6.5021	ASGR2|433	11.7587
ASH1L|55870	3868.2808	ASH1L|55870	2049.9387
ASH2L|9070	2511.0303	ASH2L|9070	1225.4601
ASL|435	351.1108	ASL|435	416.1554
ASMTL|8623	586.4231	ASMTL|8623	645.6851
ASNA1|439	1203.4987	ASNA1|439	1066.4622
ASNSD1|54529	755.7861	ASNSD1|54529	1116.5644
ASNS|440	384.2403	ASNS|440	328.7321
ASPA|443	17.6484	ASPA|443	111.9632
ASPHD1|253982	9.2886	ASPHD1|253982	15.3374
ASPHD2|57168	63.4724	ASPHD2|57168	47.0348
ASPH|444	5997.9008	ASPH|444	8183.41
ASPM|259266	109.9156	ASPM|259266	50.1022
ASPN|54829	7388.4976	ASPN|54829	734.1513
ASPRV1|151516	81.6812	ASPRV1|151516	95.818
ASPSCR1|79058	221.68900000000002	ASPSCR1|79058	200.40900000000002
ASRGL1|80150	75.238	ASRGL1|80150	150.81799999999998
ASS1|445	1125.1645	ASS1|445	3005.1125
ASTE1|28990	216.2737	ASTE1|28990	226.273
ASTN1|460	224.7852	ASTN1|460	121.6769
ASTN2|23245	506.2311	ASTN2|23245	129.8569
ASXL1|171023	1626.1321	ASXL1|171023	1569.0184
ASXL2|55252	1215.2643	ASXL2|55252	559.816
ASXL3|80816	46.7528	ASXL3|80816	17.8937
ATAD1|84896	1019.5836	ATAD1|84896	1111.9632
ATAD2B|54454	498.4906	ATAD2B|54454	254.09
ATAD2|29028	490.7501	ATAD2|29028	287.8323
ATAD3A|55210	399.1021	ATAD3A|55210	266.3599
ATAD3B|83858	120.4428	ATAD3B|83858	127.3006
