gene_id	TCGA-BH-A18R-01A-11R-A12D-07	gene_id	TCGA-BH-A18R-11A-42R-A12D-07
ALOX12B|242	7.7266	lowly_expressed	lowly_expressed
ALOX12P2|245	82.0208	ALOX12P2|245	9.8257
lowly_expressed	lowly_expressed	ALOX12|239	6.3899
ALOX15B|247	62.7043	ALOX15B|247	151.1886
ALOX15|246	9.2125	ALOX15|246	9.8257
ALOX5AP|241	193.7593	ALOX5AP|241	193.6609
ALOX5|240	187.2214	ALOX5|240	328.0507
ALOXE3|59344	101.3373	ALOXE3|59344	14.897
ALPK1|80216	579.7919999999999	ALPK1|80216	762.2821
ALPK2|115701	19.0193	ALPK2|115701	20.9192
ALPK3|57538	58.841	ALPK3|57538	1215.5309
ALPL|249	143.2392	ALPL|249	716.9572
ALS2CL|259173	72.214	ALS2CL|259173	383.8352
lowly_expressed	lowly_expressed	ALS2CR11|151254	11.0935
ALS2CR12|130540	19.3165	lowly_expressed	lowly_expressed
ALS2CR4|65062	749.1828	ALS2CR4|65062	1293.8193
ALS2CR8|79800	120.3566	ALS2CR8|79800	290.9667
ALS2|57679	822.5854	ALS2|57679	800.9509
ALX3|257	17.8306	ALX3|257	30.1109
lowly_expressed	lowly_expressed	ALX4|60529	74.168
AMACR|23600	293.0163	AMACR|23600	256.4184
AMBP|259	331.3522	lowly_expressed	lowly_expressed
AMBRA1|55626	1034.1753	AMBRA1|55626	942.6307
AMD1|262	2810.6984	AMD1|262	1854.5166
AMDHD1|144193	82.0208	AMDHD1|144193	21.87
AMDHD2|51005	229.0282	AMDHD2|51005	150.4437
AMFR|267	3261.5156	AMFR|267	3175.9113
AMH|268	15.7504	lowly_expressed	lowly_expressed
AMICA1|120425	198.2169	AMICA1|120425	173.0586
AMIGO1|57463	56.4636	AMIGO1|57463	221.5531
AMIGO2|347902	1611.2927	AMIGO2|347902	1792.71
AMIGO3|386724	38.9302	AMIGO3|386724	44.0571
AMMECR1L|83607	1265.6761	AMMECR1L|83607	900.7924
AMMECR1|9949	175.3343	AMMECR1|9949	237.7179
AMN1|196394	191.679	AMN1|196394	229.1601
AMOTL1|154810	734.0267	AMOTL1|154810	3343.5816
AMOTL2|51421	961.367	AMOTL2|51421	4038.9857
AMOT|154796	524.5171	AMOT|154796	1464.3423
AMPD1|270	9.5097	AMPD1|270	210.4596
AMPD2|271	894.2051	AMPD2|271	665.9271
AMPD3|272	249.0342	AMPD3|272	198.7322
AMPH|273	21.0996	AMPH|273	140.72899999999998
AMT|275	26.840999999999998	AMT|275	203.794
lowly_expressed	lowly_expressed	AMY1A|276	6.9731
AMY2B|280	172.5914	AMY2B|280	377.8035
AMZ2P1|201283	136.9985	AMZ2P1|201283	242.7892
AMZ2|51321	4562.8529	AMZ2|51321	1299.5246
ANAPC10|10393	284.9926	ANAPC10|10393	141.046
ANAPC11|51529	360.7727	ANAPC11|51529	438.3518
ANAPC13|25847	1495.0936	ANAPC13|25847	1128.5071
ANAPC16|119504	985.4383	ANAPC16|119504	2534.7068
ANAPC1|64682	1487.0728	ANAPC1|64682	903.3281
ANAPC2|29882	861.2184	ANAPC2|29882	640.5705
ANAPC4|29945	473.4027	ANAPC4|29945	671.6323
ANAPC5|51433	4485.5869	ANAPC5|51433	2458.9539999999997
ANAPC7|51434	2013.3729999999998	ANAPC7|51434	780.9826
ANGEL1|23357	775.0371	ANGEL1|23357	739.1442
ANGEL2|90806	1106.3893	ANGEL2|90806	689.3819
ANGPT1|284	29.4205	ANGPT1|284	432.9635
ANGPT2|285	189.0045	ANGPT2|285	364.5008
lowly_expressed	lowly_expressed	ANGPT4|51378	12.6783
ANGPTL1|9068	22.5854	ANGPTL1|9068	718.225
ANGPTL2|23452	806.5379	ANGPTL2|23452	4134.0729
ANGPTL4|51129	51.7088	ANGPTL4|51129	939.1442
lowly_expressed	lowly_expressed	ANGPTL5|253935	7.607
ANGPTL7|10218	13.373	ANGPTL7|10218	23.7718
ANG|283	81.4264	ANG|283	628.8494
ANK1|286	47.5483	ANK1|286	16.4818
ANK2|287	132.838	ANK2|287	1164.8177
ANK3|288	1671.3224	ANK3|288	1356.2599
ANKAR|150709	31.2036	ANKAR|150709	69.4136
ANKDD1A|348094	48.1426	ANKDD1A|348094	142.9477
ANKFN1|162282	5.9435	ANKFN1|162282	10.1426
ANKFY1|51479	2030.6092	ANKFY1|51479	2510.6181
ANKHD1-EIF4EBP3|404734	624.3774	ANKHD1-EIF4EBP3|404734	1059.8067
ANKHD1|54882	3186.5973	ANKHD1|54882	3413.9049
ANKH|56172	669.8366	ANKH|56172	1841.5214
ANKIB1|54467	1745.0223	ANKIB1|54467	1631.3788
ANKK1|255239	13.6701	ANKK1|255239	69.0967
ANKLE1|126549	7.7266	ANKLE1|126549	14.897
ANKLE2|23141	2340.2675	ANKLE2|23141	1602.5357
ANKMY1|51281	375.6315	ANKMY1|51281	275.4358
ANKMY2|57037	518.2764	ANKMY2|57037	890.9667
ANKRA2|57763	283.8039	ANKRA2|57763	383.8352
ANKRD10|55608	1382.4844	ANKRD10|55608	1386.0063
ANKRD11|29123	2032.5319	ANKRD11|29123	2659.4865
ANKRD12|23253	1412.1842	ANKRD12|23253	2421.87
ANKRD13A|88455	1312.3328	ANKRD13A|88455	1439.3027
ANKRD13B|124930	57.0579	ANKRD13B|124930	133.439
ANKRD13C|81573	844.2793	ANKRD13C|81573	662.7575
ANKRD13D|338692	583.6553	ANKRD13D|338692	374.6434
ANKRD16|54522	156.1308	ANKRD16|54522	205.6704
ANKRD17|26057	5125.7058	ANKRD17|26057	4136.6086
ANKRD19|138649	58.2467	ANKRD19|138649	33.2805
ANKRD1|27063	5.6464	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANKRD20A3|441425	12.6783
lowly_expressed	lowly_expressed	ANKRD20B|729171	5.3883
ANKRD22|118932	783.0609	ANKRD22|118932	21.2361
ANKRD23|200539	46.3596	ANKRD23|200539	45.0079
ANKRD24|170961	5.6464	ANKRD24|170961	35.4992
ANKRD26|22852	166.7162	ANKRD26|22852	367.9873
ANKRD27|84079	1032.9866	ANKRD27|84079	898.2567
ANKRD28|23243	2316.4933	ANKRD28|23243	1560.6973
ANKRD29|147463	25.5572	ANKRD29|147463	248.1775
ANKRD30A|91074	761.9614	ANKRD30A|91074	849.7623
ANKRD30B|374860	544.4279	ANKRD30B|374860	192.71
lowly_expressed	lowly_expressed	ANKRD31|256006	5.0713
ANKRD32|84250	260.9212	ANKRD32|84250	175.2773
ANKRD34A|284615	15.7504	ANKRD34A|284615	21.2361
ANKRD34B|340120	52.0059	lowly_expressed	lowly_expressed
ANKRD35|148741	19.3165	ANKRD35|148741	184.7861
ANKRD36BP1|84832	122.1397	ANKRD36BP1|84832	229.1601
ANKRD36B|57730	48.1426	ANKRD36B|57730	103.0111
ANKRD36|375248	162.2585	ANKRD36|375248	353.4073
ANKRD37|353322	188.3923	ANKRD37|353322	147.6006
ANKRD39|51239	155.4235	ANKRD39|51239	109.0333
ANKRD40|91369	3114.4131	ANKRD40|91369	2258.0032
ANKRD42|338699	254.6805	ANKRD42|338699	288.4311
ANKRD43|134548	444.5765	ANKRD43|134548	145.8003
ANKRD44|91526	64.4874	ANKRD44|91526	144.2155
lowly_expressed	lowly_expressed	ANKRD45|339416	14.897
ANKRD46|157567	651.1144	ANKRD46|157567	675.8288
ANKRD49|54851	372.6597	ANKRD49|54851	399.3661
ANKRD50|57182	1884.9926	ANKRD50|57182	1457.0523
ANKRD52|283373	2984.844	ANKRD52|283373	1503.0111
lowly_expressed	lowly_expressed	ANKRD53|79998	115.3724
ANKRD54|129138	571.1738	ANKRD54|129138	364.5008
ANKRD56|345079	97.1768	ANKRD56|345079	81.141
ANKRD57|65124	378.9004	ANKRD57|65124	967.0365
ANKRD58|347454	6.5379	ANKRD58|347454	5.7052
ANKRD5|63926	447.2511	ANKRD5|63926	212.0444
ANKRD6|22881	141.7831	ANKRD6|22881	411.103
ANKRD9|122416	26.4487	ANKRD9|122416	50.3962
ANKS1A|23294	1183.9525	ANKS1A|23294	1636.767
ANKS1B|56899	1332.5409	ANKS1B|56899	109.3502
ANKS3|124401	128.6776	ANKS3|124401	216.4818
ANKS6|203286	217.8306	ANKS6|203286	300.4754
ANKZF1|55139	514.1159	ANKZF1|55139	654.8336
ANLN|54443	1742.9421	ANLN|54443	33.2805
ANO10|55129	895.6909	ANO10|55129	839.9366
ANO1|55107	8820.8024	ANO1|55107	7247.2266
ANO2|57101	14.2645	ANO2|57101	66.561
lowly_expressed	lowly_expressed	ANO3|63982	87.4802
ANO5|203859	268.0535	ANO5|203859	90.9667
ANO6|196527	2970.2823	ANO6|196527	7534.0729
ANO7|50636	12.4814	ANO7|50636	12.6783
ANO8|57719	204.1605	ANO8|57719	254.8336
ANO9|338440	126.5973	ANO9|338440	103.962
ANP32A|8125	3227.9346	ANP32A|8125	2296.038
ANP32B|10541	3321.2481	ANP32B|10541	2463.0745
ANP32E|81611	3106.0921	ANP32E|81611	1134.3899
ANPEP|290	266.2704	ANPEP|290	3334.7068
ANTXR1|84168	2025.26	ANTXR1|84168	3179.7147
ANTXR2|118429	422.8826	ANTXR2|118429	3041.2044
ANUBL1|93550	204.4577	ANUBL1|93550	302.3772
ANXA11|311	2685.5869	ANXA11|311	3338.5103
lowly_expressed	lowly_expressed	ANXA13|312	6.0222
ANXA1|301	1180.0892	ANXA1|301	9608.5578
ANXA2P1|303	39.8217	ANXA2P1|303	44.0571
ANXA2P2|304	1936.4042	ANXA2P2|304	3422.8209
ANXA2|302	6086.7756	ANXA2|302	10483.3597
ANXA3|306	719.1679	ANXA3|306	831.6957
ANXA4|307	1040.4160000000002	ANXA4|307	1324.2472
ANXA5|308	3571.4709999999995	ANXA5|308	8279.8732
ANXA6|309	6696.5825	ANXA6|309	7794.9287
ANXA7|310	1771.7682	ANXA7|310	2771.1569
ANXA8L2|244	25.8544	ANXA8L2|244	495.7211
ANXA8|653145	37.4443	ANXA8|653145	762.5989999999999
ANXA9|8416	1063.893	ANXA9|8416	193.6609
AOAH|313	109.6582	AOAH|313	95.4041
AOC2|314	7.1322	AOC2|314	59.588
AOC3|8639	217.2363	AOC3|8639	12493.5024
AOX1|316	66.5676	AOX1|316	547.0681
AP1AR|55435	939.6731	AP1AR|55435	614.2631
AP1B1|162	3069.5394	AP1B1|162	2034.8653
AP1G1|164	3723.6256	AP1G1|164	2495.0872
AP1G2|8906	1551.4562	AP1G2|8906	1021.3217
AP1M1|8907	645.1709	AP1M1|8907	964.8177
AP1M2|10053	2532.2437	AP1M2|10053	631.6957
AP1S1|1174	463.2987	AP1S1|1174	384.4691
AP1S2|8905	191.0847	AP1S2|8905	331.8542
AP1S3|130340	136.7013	AP1S3|130340	83.0428
AP2A1|160	2848.11	AP2A1|160	1568.0444
AP2A2|161	1358.6924	AP2A2|161	1619.0174
AP2B1|163	6360.7727	AP2B1|163	6720.4437
AP2M1|1173	5809.8068	AP2M1|1173	4339.4612
AP2S1|1175	1351.8574	AP2S1|1175	566.0856
AP3B1|8546	1620.2079999999999	AP3B1|8546	1216.1648
AP3B2|8120	7.7266	AP3B2|8120	52.6149
AP3D1|8943	3688.2615	AP3D1|8943	2498.5737
AP3M1|26985	1759.8811	AP3M1|26985	1478.6054
AP3M2|10947	646.6568	AP3M2|10947	539.1442
AP3S1|1176	873.6999	AP3S1|1176	800.9509
AP3S2|10239	1483.3165	AP3S2|10239	1659.5563
AP4B1|10717	276.8053	AP4B1|10717	319.3407
AP4E1|23431	703.4175	AP4E1|23431	395.5626
AP4M1|9179	223.5007	AP4M1|9179	231.4802
AP4S1|11154	73.997	AP4S1|11154	74.8019
APAF1|317	673.6999	APAF1|317	643.4231
APBA1|320	86.4785	APBA1|320	621.5531
APBA2|321	12.1842	APBA2|321	98.5737
APBA3|9546	112.0357	APBA3|9546	113.4707
APBB1IP|54518	127.1917	APBB1IP|54518	536.2916
APBB1|322	465.0817	APBB1|322	886.8463
APBB2|323	2033.2838	APBB2|323	2865.9271
APBB3|10307	110.84700000000001	APBB3|10307	296.038
APC2|10297	5.3819	APC2|10297	5.1189
APCDD1L|164284	24.9629	APCDD1L|164284	348.6529
APCDD1|147495	298.9599	APCDD1|147495	2060.8558
APC|324	1415.4532	APC|324	1712.5198
APEH|327	5169.688	APEH|327	1317.5911
APEX1|328	2885.5869	APEX1|328	2355.9429
APEX2|27301	605.6464	APEX2|27301	350.2377
APH1A|51107	5186.0327	APH1A|51107	3783.8352
APH1B|83464	192.2734	APH1B|83464	968.9382
API5|8539	3690.3418	API5|8539	2662.1236
APIP|51074	345.8722	APIP|51074	486.7607
APITD1|378708	165.9108	APITD1|378708	132.8368
APLF|200558	19.0193	APLF|200558	90.0158
APLNR|187	394.94800000000004	APLNR|187	727.7338
APLN|8862	61.2184	APLN|8862	190.1743
APLP1|333	93.6107	APLP1|333	27.2583
APLP2|334	8613.0758	APLP2|334	16083.3597
APOA1BP|128240	2164.3388	APOA1BP|128240	794.6117
APOB48R|55911	75.1857	APOB48R|55911	103.0111
APOBEC3A|200315	15.162	lowly_expressed	lowly_expressed
APOBEC3B|9582	413.9614	APOBEC3B|9582	34.5483
APOBEC3C|27350	118.2764	APOBEC3C|27350	408.5578
APOBEC3D|140564	82.6152	APOBEC3D|140564	110.3011
APOBEC3F|200316	164.9331	APOBEC3F|200316	218.3835
APOBEC3G|60489	176.523	APOBEC3G|60489	261.8067
APOBEC3H|164668	5.052	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	APOB|338	535.9746
APOC1|341	865.9733	APOC1|341	224.0887
APOC2|344	21.3967	lowly_expressed	lowly_expressed
APOD|347	2544.4279	APOD|347	35972.7417
APOE|348	1102.526	APOE|348	980.0317
APOL1|8542	658.2467	APOL1|8542	1085.2615
APOL2|23780	712.0357	APOL2|23780	656.1014
APOL3|80833	583.6553	APOL3|80833	1205.0713
APOL4|80832	322.73400000000004	APOL4|80832	271.3154
APOL6|80830	979.1976	APOL6|80830	4013.3122
APOLD1|81575	377.1174	APOLD1|81575	1082.4089
APOM|55937	85.8841	APOM|55937	42.8241
APOOL|139322	305.7949	APOOL|139322	336.2916
APOO|79135	223.1798	APOO|79135	132.1712
APPBP2|10513	16921.2481	APPBP2|10513	1644.0571
APPL1|26060	1431.4978	APPL1|26060	2257.3661
APPL2|55198	940.8618	APPL2|55198	1349.2868
APP|351	10913.5215	APP|351	27761.0143
APRT|353	2241.0104	APRT|353	932.1712
APTX|54840	770.8767	APTX|54840	476.3867
AQP11|282679	570.2823	AQP11|282679	39.3027
AQP1|358	1881.7028	AQP1|358	11528.6815
lowly_expressed	lowly_expressed	AQP2|359	6.3391
AQP3|360	145.6166	AQP3|360	930.9033
lowly_expressed	lowly_expressed	AQP4|361	49.1284
AQP5|362	37.1471	AQP5|362	497.3059
lowly_expressed	lowly_expressed	AQP6|363	19.3344
AQP7P1|375719	6.5379	AQP7P1|375719	377.1791
lowly_expressed	lowly_expressed	AQP7P3|441432	48.4945
AQP7|364	6.5379	AQP7|364	1946.4342
AQP9|366	7.4294	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	AQPEP|206338	329.8288
AQR|9716	1463.5958	AQR|9716	1274.1680000000001
ARAF|369	1099.5542	ARAF|369	996.1965
ARAP1|116985	1451.37	ARAP1|116985	2444.038
ARAP2|116984	338.1872	ARAP2|116984	331.5372
ARAP3|64411	137.89	ARAP3|64411	601.2678
ARCN1|372	3686.7756	ARCN1|372	4183.5182
ARC|23237	125.4086	ARC|23237	35.4992
AREG|374	19.3165	AREG|374	77.9715
ARF1|375	14152.4517	ARF1|375	6314.4216
ARF3|377	8087.0728	ARF3|377	4031.0618
ARF4|378	2700.7429	ARF4|378	2765.1347
ARF5|381	1374.6686	ARF5|381	1435.4992
ARF6|382	3783.0609	ARF6|382	2753.4073
ARFGAP1|55738	1570.2823	ARFGAP1|55738	845.0079
ARFGAP2|84364	2071.9168	ARFGAP2|84364	2007.6070000000002
ARFGAP3|26286	350.0743	ARFGAP3|26286	740.7289999999999
ARFGEF1|10565	1841.4235	ARFGEF1|10565	1997.0777
ARFGEF2|10564	4022.2883	ARFGEF2|10564	3159.4295
ARFIP1|27236	2516.4933	ARFIP1|27236	1132.8051
ARFIP2|23647	3222.5854	ARFIP2|23647	1050.7132
ARFRP1|10139	420.208	ARFRP1|10139	437.084
ARG2|384	291.9673	ARG2|384	211.046
ARGLU1|55082	1204.1605	ARGLU1|55082	3118.225
ARHGAP10|79658	554.2348	ARHGAP10|79658	651.3471
ARHGAP11A|9824	1201.1887	ARHGAP11A|9824	79.2393
ARHGAP11B|89839	83.2095	ARHGAP11B|89839	9.5309
ARHGAP12|94134	882.6152	ARHGAP12|94134	1563.233
ARHGAP15|55843	69.8366	ARHGAP15|55843	73.5341
ARHGAP17|55114	873.6999	ARHGAP17|55114	1282.0919
ARHGAP18|93663	923.0312	ARHGAP18|93663	684.6276
ARHGAP19|84986	890.3418	ARHGAP19|84986	1024.4057
ARHGAP1|392	4233.2838	ARHGAP1|392	3295.7211
ARHGAP20|57569	34.7697	ARHGAP20|57569	408.8748
ARHGAP21|57584	1072.214	ARHGAP21|57584	3672.2662
ARHGAP22|58504	25.26	ARHGAP22|58504	40.8875
ARHGAP23|57636	197.6226	ARHGAP23|57636	930.9033
ARHGAP24|83478	118.8707	ARHGAP24|83478	380.0317
ARHGAP25|9938	176.523	ARHGAP25|9938	439.9366
ARHGAP26|23092	312.63	ARHGAP26|23092	1007.9239
ARHGAP27|201176	454.3566	ARHGAP27|201176	514.1046
ARHGAP28|79822	98.3655	ARHGAP28|79822	308.3994
ARHGAP29|9411	2395.5423	ARHGAP29|9411	3373.6926
ARHGAP30|257106	365.2303	ARHGAP30|257106	387.9556
ARHGAP31|57514	442.1991	ARHGAP31|57514	1486.2124
ARHGAP32|9743	1758.3952	ARHGAP32|9743	1914.1046
ARHGAP33|115703	104.0119	ARHGAP33|115703	213.9461
ARHGAP39|80728	812.4814	ARHGAP39|80728	140.412
ARHGAP42|143872	122.6835	ARHGAP42|143872	312.2029
ARHGAP4|393	413.6701	ARHGAP4|393	247.2266
ARHGAP5|394	1974.4428	ARHGAP5|394	3598.0983
ARHGAP6|395	29.1233	ARHGAP6|395	272.2662
ARHGAP8|23779	2061.8484	ARHGAP8|23779	314.9635
ARHGAP9|64333	96.5825	ARHGAP9|64333	75.7528
ARHGDIA|396	2925.7058	ARHGDIA|396	2734.3899
ARHGDIB|397	3045.1709	ARHGDIB|397	3006.3391
ARHGDIG|398	10.2675	ARHGDIG|398	10.0983
ARHGEF10L|55160	560.7727	ARHGEF10L|55160	994.6117
ARHGEF10|9639	635.6612	ARHGEF10|9639	1100.7924
ARHGEF11|9826	1442.1991	ARHGEF11|9826	1630.7448
ARHGEF12|23365	4055.2749	ARHGEF12|23365	6624.4057
ARHGEF15|22899	138.7816	ARHGEF15|22899	818.3835
ARHGEF16|27237	363.1501	ARHGEF16|27237	195.2456
ARHGEF17|9828	1079.9406	ARHGEF17|9828	1818.0666
ARHGEF18|23370	658.841	ARHGEF18|23370	685.5784
ARHGEF19|128272	308.7667	ARHGEF19|128272	334.3899
ARHGEF1|9138	736.107	ARHGEF1|9138	1004.4374
ARHGEF2|9181	2207.4294	ARHGEF2|9181	1812.6783
lowly_expressed	lowly_expressed	ARHGEF33|100271715	16.7987
ARHGEF35|445328	369.68800000000005	ARHGEF35|445328	705.2298
ARHGEF37|389337	714.1159	ARHGEF37|389337	1928.0507
ARHGEF38|54848	51.1144	ARHGEF38|54848	37.7179
ARHGEF3|50650	583.3581	ARHGEF3|50650	859.9049
ARHGEF4|50649	19.6137	ARHGEF4|50649	261.1727
ARHGEF5|7984	282.9123	ARHGEF5|7984	531.2203
ARHGEF6|9459	2396.7311	ARHGEF6|9459	4038.0349
ARHGEF7|8874	1338.1872	ARHGEF7|8874	2165.7686
ARHGEF9|23229	572.0654	ARHGEF9|23229	1145.4834
ARID1A|8289	2853.789	ARID1A|8289	2908.7163
ARID1B|57492	2136.7013	ARID1B|57492	2751.8225
ARID2|196528	1900.4458	ARID2|196528	1115.6894
ARID3A|1820	250.5201	ARID3A|1820	88.1141
ARID3B|10620	162.5557	ARID3B|10620	138.8273
ARID4A|5926	655.5721	ARID4A|5926	1030.7448
ARID4B|51742	3103.7504	ARID4B|51742	1816.7385
ARID5A|10865	692.1248	ARID5A|10865	1314.1046
ARID5B|84159	907.578	ARID5B|84159	3794.9287
ARIH1|25820	2060.3269	ARIH1|25820	2220.6022
ARIH2|10425	2503.4056	ARIH2|10425	1837.401
ARL10|285598	14.8588	ARL10|285598	73.5341
ARL11|115761	144.4279	ARL11|115761	24.4057
ARL13B|200894	180.3863	ARL13B|200894	275.1189
ARL15|54622	244.8737	ARL15|54622	460.2219
ARL16|339231	729.2719	ARL16|339231	400.6339
ARL17A|51326	29.162	ARL17A|51326	88.5547
ARL1|400	2885.5869	ARL1|400	2239.9366
ARL2BP|23568	1327.4889	ARL2BP|23568	1386.0539
ARL2|402	302.2288	ARL2|402	902.3772
ARL3|403	722.1397	ARL3|403	614.8969999999999
ARL4A|10124	505.2006	ARL4A|10124	1231.3788
ARL4C|10123	857.6523	ARL4C|10123	1537.5594
ARL4D|379	34.1753	ARL4D|379	181.2995
ARL5A|26225	1205.052	ARL5A|26225	912.2029
ARL5B|221079	473.4027	ARL5B|221079	271.6323
ARL6IP1|23204	8031.5007	ARL6IP1|23204	4740.412
ARL6IP4|51329	1573.5513	ARL6IP4|51329	1197.1474
ARL6IP5|10550	3150.3715	ARL6IP5|10550	4583.2013
ARL6IP6|151188	282.9123	ARL6IP6|151188	298.2567
ARL6|84100	57.6523	ARL6|84100	84.6276
ARL8A|127829	1099.2571	ARL8A|127829	928.6846
ARL8B|55207	2874.5914	ARL8B|55207	1983.5182
ARL9|132946	16.3447	ARL9|132946	5.0713
ARMC10|83787	689.7771	ARMC10|83787	652.6022
ARMC1|55156	515.0074	ARMC1|55156	763.2330000000001
ARMC2|84071	26.4487	ARMC2|84071	64.3423
ARMC3|219681	37.7415	ARMC3|219681	6.3391
lowly_expressed	lowly_expressed	ARMC4|55130	6.6561
ARMC5|79798	194.6508	ARMC5|79798	200.317
ARMC6|93436	863.2987	ARMC6|93436	421.5372
ARMC7|79637	408.32099999999997	ARMC7|79637	223.4548
ARMC8|25852	1142.0505	ARMC8|25852	854.8336
ARMC9|80210	360.7727	ARMC9|80210	197.1474
ARMCX1|51309	377.1174	ARMCX1|51309	974.6434
ARMCX2|9823	1668.6478	ARMCX2|9823	901.1094
ARMCX3|51566	1372.9569	ARMCX3|51566	1945.1664
ARMCX5|64860	315.899	ARMCX5|64860	413.9461
ARMCX6|54470	160.7727	ARMCX6|54470	230.4279
ARNT2|9915	354.2348	ARNT2|9915	264.3423
ARNTL2|56938	39.5245	ARNTL2|56938	58.0032
ARNTL|406	243.9822	ARNTL|406	207.9239
ARNT|405	1061.2184	ARNT|405	2232.9635
ARPC1A|10552	1920.3061	ARPC1A|10552	1991.2456
ARPC1B|10095	1334.0773	ARPC1B|10095	650.5927
ARPC2|10109	3777.4146	ARPC2|10109	2746.7512
ARPC3|10094	5443.685	ARPC3|10094	1830.4279
ARPC4|10093	3984.5944	ARPC4|10093	2019.0428
ARPC5L|81873	893.0163	ARPC5L|81873	310.6181
ARPC5|10092	2982.1694	ARPC5|10092	1893.8193
ARPM1|84517	51.7088	ARPM1|84517	38.9857
ARPP19|10776	4343.5364	ARPP19|10776	4187.3217
ARRB1|408	1447.5483	ARRB1|408	1464.9762
ARRB2|409	542.3477	ARRB2|409	443.1062
ARRDC1|92714	2965.5275	ARRDC1|92714	446.9097
ARRDC2|27106	392.8678	ARRDC2|27106	440.2536
ARRDC3|57561	3246.0624	ARRDC3|57561	4854.1997
ARRDC4|91947	518.8707	ARRDC4|91947	1358.1616
ARSA|410	143.2392	ARSA|410	411.7274
ARSB|411	355.7207	ARSB|411	195.8796
ARSD|414	2787.5186	ARSD|414	2780.0317
ARSE|415	13.373	ARSE|415	33.9144
ARSG|22901	1205.3492	ARSG|22901	294.4532
ARSI|340075	28.8262	ARSI|340075	10.1426
ARSJ|79642	37.1471	ARSJ|79642	168.3043
ARSK|153642	68.0535	ARSK|153642	246.9097
lowly_expressed	lowly_expressed	ART3|419	8.2409
ART4|420	8.6181	ART4|420	37.7179
lowly_expressed	lowly_expressed	ART5|116969	14.2631
ARV1|64801	534.6211	ARV1|64801	352.1395
ARVCF|421	91.8276	ARVCF|421	295.4041
ARX|170302	33.2838	lowly_expressed	lowly_expressed
AR|367	1005.3492	AR|367	956.2599
AS3MT|57412	76.0773	AS3MT|57412	271.1569
ASAH1|427	3408.6181	ASAH1|427	6084.3106
ASAH2B|653308	27.6374	ASAH2B|653308	8.5578
ASAH2|56624	18.1278	ASAH2|56624	9.1918
ASAM|79827	134.6211	ASAM|79827	1413.3122
ASAP1|50807	1364.0416	ASAP1|50807	1181.2995
ASAP2|8853	1007.4294	ASAP2|8853	953.0903
ASAP3|55616	819.0193	ASAP3|55616	1135.0238
ASB13|79754	435.6612	ASB13|79754	810.4596
ASB14|142686	5.9465	ASB14|142686	16.8019
ASB16|92591	6.8053	ASB16|92591	15.2837
ASB1|51665	380.3418	ASB1|51665	922.3518
ASB2|51676	19.3165	ASB2|51676	58.3201
ASB3|51130	216.9391	ASB3|51130	323.9303
ASB6|140459	553.9257	ASB6|140459	636.6149
ASB7|140460	594.3536	ASB7|140460	578.7639
ASB8|140461	1477.8603	ASB8|140461	904.9128
ASB9|140462	8.321	ASB9|140462	32.6466
ASCC1|51008	205.05200000000002	ASCC1|51008	400.9509
ASCC2|84164	1353.6404	ASCC2|84164	1102.0602
ASCC3|10973	1347.1025	ASCC3|10973	1117.2742
ASCL2|430	23.476999999999997	ASCL2|430	21.87
ASF1A|25842	759.8811	ASF1A|25842	502.6941
ASF1B|55723	763.1501	ASF1B|55723	34.2314
ASGR1|432	8.9153	ASGR1|432	10.4596
ASH1L|55870	3882.0059	ASH1L|55870	4735.8479
ASH2L|9070	1330.1634	ASH2L|9070	1233.2805
ASL|435	605.9435	ASL|435	390.8082
ASMTL|8623	1621.0817	ASMTL|8623	667.4897
ASNA1|439	1379.4948	ASNA1|439	772.7417
ASNSD1|54529	1150.0743	ASNSD1|54529	1143.2647
ASNS|440	526.3001	ASNS|440	374.6434
lowly_expressed	lowly_expressed	ASPA|443	115.0555
lowly_expressed	lowly_expressed	ASPG|374569	30.4279
ASPHD1|253982	20.5052	ASPHD1|253982	10.1426
ASPHD2|57168	46.3596	ASPHD2|57168	42.1553
ASPH|444	1171.2036	ASPH|444	10518.71
ASPM|259266	2326.0029999999997	ASPM|259266	28.2092
ASPN|54829	235.0669	ASPN|54829	225.0396
ASPRV1|151516	30.9302	ASPRV1|151516	109.0555
ASPSCR1|79058	206.8351	ASPSCR1|79058	164.5008
ASRGL1|80150	87.37	ASRGL1|80150	87.1632
ASS1|445	567.3105	ASS1|445	2522.6624
ASTE1|28990	278.4339	ASTE1|28990	277.5214
lowly_expressed	lowly_expressed	ASTN1|460	88.1141
ASTN2|23245	85.8841	ASTN2|23245	216.1648
ASXL1|171023	1687.37	ASXL1|171023	2536.9255
ASXL2|55252	901.3373	ASXL2|55252	1218.3835
ASXL3|80816	5.052	ASXL3|80816	25.6735
ATAD1|84896	1576.523	ATAD1|84896	1205.3883
ATAD2B|54454	597.6226	ATAD2B|54454	391.4422
ATAD2|29028	3443.0906	ATAD2|29028	714.7385
ATAD3A|55210	380.3863	ATAD3A|55210	258.3201
ATAD3B|83858	109.9554	ATAD3B|83858	183.2013
ATAD3C|219293	97.1768	ATAD3C|219293	97.3059
ATAD5|79915	450.8172	ATAD5|79915	89.6989
