gene_id	TCGA-BH-A18L-01A-32R-A12D-07	gene_id	TCGA-BH-A18L-11A-42R-A12D-07
ALMS1|7840	1037.5723	ALMS1|7840	754.836
lowly_expressed	lowly_expressed	ALOX12P2|245	18.5029
ALOX15B|247	11.2717	ALOX15B|247	280.4878
ALOX15|246	8.6705	ALOX15|246	84.1043
ALOX5AP|241	146.2428	ALOX5AP|241	228.7637
ALOX5|240	95.9538	ALOX5|240	420.5214
ALOXE3|59344	5.4913	ALOXE3|59344	12.1951
ALPK1|80216	299.422	ALPK1|80216	711.9428
lowly_expressed	lowly_expressed	ALPK2|115701	34.9033
ALPK3|57538	75.7225	ALPK3|57538	421.3625
ALPL|249	414.4509	ALPL|249	1169.8907
ALS2CL|259173	40.4624	ALS2CL|259173	423.4651
lowly_expressed	lowly_expressed	ALS2CR11|151254	19.344
ALS2CR4|65062	335.5491	ALS2CR4|65062	978.9739
ALS2CR8|79800	149.1329	ALS2CR8|79800	203.5324
ALS2|57679	849.422	ALS2|57679	680.8242
ALX3|257	20.5202	ALX3|257	22.2876
lowly_expressed	lowly_expressed	ALX4|60529	59.2935
AMACR|23600	477.1676	AMACR|23600	280.9083
AMBP|259	130.0578	AMBP|259	15.1388
AMBRA1|55626	978.0347	AMBRA1|55626	997.4769
AMD1|262	807.8035	AMD1|262	1710.1724
lowly_expressed	lowly_expressed	AMDHD1|144193	5.8873
AMDHD2|51005	317.2919	AMDHD2|51005	198.7384
AMFR|267	1756.6474	AMFR|267	3569.8066
AMICA1|120425	30.9249	AMICA1|120425	75.6939
AMIGO1|57463	121.6763	AMIGO1|57463	182.5063
AMIGO2|347902	24818.7832	AMIGO2|347902	2072.7502
AMIGO3|386724	49.422	AMIGO3|386724	83.6838
AMMECR1L|83607	1083.526	AMMECR1L|83607	885.6182
AMMECR1|9949	339.5954	AMMECR1|9949	220.7738
AMN1|196394	210.6936	AMN1|196394	195.963
AMOTL1|154810	230.6358	AMOTL1|154810	2093.7763
AMOTL2|51421	438.1503	AMOTL2|51421	5689.2347
AMOT|154796	107.8035	AMOT|154796	1126.1564
lowly_expressed	lowly_expressed	AMPD1|270	13.0362
AMPD2|271	618.2081	AMPD2|271	719.5122
AMPD3|272	317.6301	AMPD3|272	185.8705
AMPH|273	6.6474	AMPH|273	75.2733
AMT|275	17.9191	AMT|275	158.7595
lowly_expressed	lowly_expressed	AMY1A|276	24.3902
AMY2B|280	24.7341	AMY2B|280	264.1337
lowly_expressed	lowly_expressed	AMZ1|155185	25.2313
AMZ2P1|201283	251.7341	AMZ2P1|201283	188.8141
AMZ2|51321	2680.0578	AMZ2|51321	1155.5929
ANAPC10|10393	201.4451	ANAPC10|10393	132.4643
ANAPC11|51529	1977.7457	ANAPC11|51529	650.1262
ANAPC13|25847	717.7254	ANAPC13|25847	1019.2052
ANAPC16|119504	2217.9191	ANAPC16|119504	2179.5627
ANAPC1|64682	968.7861	ANAPC1|64682	652.6493
ANAPC2|29882	618.7861	ANAPC2|29882	716.9891
ANAPC4|29945	382.94800000000004	ANAPC4|29945	562.6577
ANAPC5|51433	2885.2601	ANAPC5|51433	2236.7536
ANAPC7|51434	956.3584	ANAPC7|51434	821.2784
ANGEL1|23357	849.711	ANGEL1|23357	534.4828
ANGEL2|90806	1316.185	ANGEL2|90806	595.8789
ANGPT1|284	29.4798	ANGPT1|284	929.7729
ANGPT2|285	190.7514	ANGPT2|285	335.5761
lowly_expressed	lowly_expressed	ANGPT4|51378	18.9235
ANGPTL1|9068	8.9595	ANGPTL1|9068	553.8267
ANGPTL2|23452	541.0405	ANGPTL2|23452	7446.5938
ANGPTL4|51129	64.1618	ANGPTL4|51129	2218.2506
lowly_expressed	lowly_expressed	ANGPTL5|253935	14.7183
lowly_expressed	lowly_expressed	ANGPTL7|10218	159.3776
ANG|283	76.763	ANG|283	558.8394
lowly_expressed	lowly_expressed	ANK1|286	30.6981
ANK2|287	160.1156	ANK2|287	1263.6669
ANK3|288	612.4277	ANK3|288	800.2523
ANKAR|150709	11.2717	ANKAR|150709	52.1447
ANKDD1A|348094	16.762999999999998	ANKDD1A|348094	312.0269
ANKFY1|51479	1613.2948	ANKFY1|51479	2414.2136
ANKHD1-EIF4EBP3|404734	1309.8468	ANKHD1-EIF4EBP3|404734	1350.6602
ANKHD1|54882	4610.8497	ANKHD1|54882	1799.4491
ANKH|56172	254.0462	lowly_expressed	lowly_expressed
ANKIB1|54467	1279.7688	ANKIB1|54467	1349.8738
lowly_expressed	lowly_expressed	ANKK1|255239	37.8469
lowly_expressed	lowly_expressed	ANKLE1|126549	13.8772
ANKLE2|23141	1685.2601	ANKLE2|23141	1469.7225
ANKMY1|51281	295.3757	ANKMY1|51281	244.32299999999998
ANKMY2|57037	314.7399	ANKMY2|57037	599.2431
ANKRA2|57763	326.5896	ANKRA2|57763	284.2725
ANKRD10|55608	677.8555	ANKRD10|55608	1237.9815
ANKRD11|29123	1301.7023	ANKRD11|29123	2404.4449
ANKRD12|23253	1236.4162	ANKRD12|23253	1556.7704
ANKRD13A|88455	650.578	ANKRD13A|88455	1211.9428
ANKRD13B|124930	570.2312	ANKRD13B|124930	137.931
ANKRD13C|81573	593.0636	ANKRD13C|81573	555.0883
ANKRD13D|338692	1582.3699	ANKRD13D|338692	497.4769
ANKRD16|54522	183.78900000000002	ANKRD16|54522	144.2389
ANKRD17|26057	3313.2948	ANKRD17|26057	2726.6611
ANKRD19|138649	67.05199999999999	ANKRD19|138649	26.4929
ANKRD20A3|441425	8.9595	ANKRD20A3|441425	10.9336
ANKRD20B|729171	6.6474	ANKRD20B|729171	5.0463
ANKRD22|118932	67.34100000000001	ANKRD22|118932	50.0421
ANKRD23|200539	28.6127	ANKRD23|200539	34.0622
ANKRD24|170961	10.4046	ANKRD24|170961	33.2212
ANKRD26|22852	396.8208	ANKRD26|22852	289.7393
ANKRD27|84079	997.1098	ANKRD27|84079	832.6325
ANKRD28|23243	1335.8382	ANKRD28|23243	1125.7359
ANKRD29|147463	267.052	ANKRD29|147463	246.8461
ANKRD2|26287	8.6705	lowly_expressed	lowly_expressed
ANKRD30A|91074	9.8266	ANKRD30A|91074	408.3263
lowly_expressed	lowly_expressed	ANKRD30B|374860	29.016
ANKRD32|84250	340.1734	ANKRD32|84250	143.8183
ANKRD34A|284615	12.7168	ANKRD34A|284615	23.5492
lowly_expressed	lowly_expressed	ANKRD35|148741	218.2506
ANKRD36BP1|84832	190.1734	ANKRD36BP1|84832	113.5408
ANKRD36B|57730	14.7399	ANKRD36B|57730	35.3238
ANKRD36|375248	81.5029	ANKRD36|375248	214.8865
ANKRD37|353322	39.9942	ANKRD37|353322	193.6543
ANKRD39|51239	200.8671	ANKRD39|51239	119.8486
ANKRD40|91369	2714.7399	ANKRD40|91369	2643.8183
ANKRD42|338699	245.9538	ANKRD42|338699	322.1194
ANKRD43|134548	17.052	ANKRD43|134548	27.3339
ANKRD44|91526	24.8555	ANKRD44|91526	82.8427
lowly_expressed	lowly_expressed	ANKRD45|339416	10.0925
ANKRD46|157567	1380.2514	ANKRD46|157567	634.1758
ANKRD49|54851	162.1387	ANKRD49|54851	239.6972
ANKRD50|57182	1738.1503	ANKRD50|57182	1008.4104
ANKRD52|283373	1588.4393	ANKRD52|283373	1250.2103
lowly_expressed	lowly_expressed	ANKRD53|79998	101.7662
ANKRD54|129138	350.0	ANKRD54|129138	352.8175
ANKRD56|345079	14.4509	ANKRD56|345079	51.3036
ANKRD57|65124	782.0809	ANKRD57|65124	570.6476
lowly_expressed	lowly_expressed	ANKRD58|347454	7.1489
ANKRD5|63926	417.9191	ANKRD5|63926	217.8301
ANKRD6|22881	75.1676	ANKRD6|22881	301.0681
ANKRD9|122416	43.3526	ANKRD9|122416	44.9958
ANKS1A|23294	727.1676	ANKS1A|23294	1267.0311
ANKS1B|56899	481.2139	ANKS1B|56899	89.9916
ANKS3|124401	246.5318	ANKS3|124401	242.6409
ANKS6|203286	72.8324	ANKS6|203286	292.2624
ANKZF1|55139	519.3642	ANKZF1|55139	563.4987
ANLN|54443	1826.3006	ANLN|54443	34.9033
ANO10|55129	454.0462	ANO10|55129	945.3322
ANO1|55107	6925.4335	ANO1|55107	4229.6047
ANO2|57101	17.9191	ANO2|57101	52.1447
lowly_expressed	lowly_expressed	ANO3|63982	66.4424
lowly_expressed	lowly_expressed	ANO4|121601	14.2977
ANO5|203859	11.2717	ANO5|203859	212.7839
ANO6|196527	2171.6763	ANO6|196527	6198.0656
ANO7|50636	8.0925	ANO7|50636	15.9798
ANO8|57719	109.2486	ANO8|57719	307.8217
ANO9|338440	380.3468	ANO9|338440	100.0841
ANP32A|8125	2454.6243	ANP32A|8125	2040.7906
ANP32B|10541	2887.2832	ANP32B|10541	2253.995
ANP32E|81611	1776.0116	ANP32E|81611	760.3028
ANPEP|290	40.7514	ANPEP|290	2095.8789
ANTXR1|84168	665.0289	ANTXR1|84168	3810.3448
ANTXR2|118429	168.2081	ANTXR2|118429	2503.3642
ANUBL1|93550	317.341	ANUBL1|93550	216.148
ANXA11|311	2448.5549	ANXA11|311	5187.1320000000005
ANXA1|301	538.4393	ANXA1|301	16989.9075
ANXA2P1|303	32.3699	ANXA2P1|303	59.2935
ANXA2P2|304	2319.6532	ANXA2P2|304	5800.2523
ANXA2|302	7063.8728	ANXA2|302	16753.5744
ANXA3|306	18.7861	ANXA3|306	1056.7704
ANXA4|307	1033.237	ANXA4|307	1583.2632
ANXA5|308	4263.8728	ANXA5|308	12942.3886
ANXA6|309	1553.7572	ANXA6|309	8119.0076
ANXA7|310	4939.8844	ANXA7|310	3158.9571
lowly_expressed	lowly_expressed	ANXA8L2|244	148.8646
ANXA8|653145	10.9827	ANXA8|653145	313.2885
ANXA9|8416	475.1445	ANXA9|8416	198.0656
AOAH|313	56.9364	AOAH|313	77.3759
AOC2|314	5.4913	AOC2|314	133.3053
AOC3|8639	710.9827	AOC3|8639	15397.8133
AOX1|316	22.5434	AOX1|316	1149.7056
AP1AR|55435	1265.896	AP1AR|55435	502.5231
AP1B1|162	2083.237	AP1B1|162	2576.9554
AP1G1|164	2007.5145	AP1G1|164	2511.3541
AP1G2|8906	1380.2341	AP1G2|8906	915.1262
AP1M1|8907	724.8555	AP1M1|8907	1107.6535
AP1M2|10053	1985.5491	AP1M2|10053	712.3633
AP1S1|1174	822.5434	AP1S1|1174	424.7267
AP1S2|8905	162.4277	AP1S2|8905	482.7586
AP1S3|130340	145.9538	AP1S3|130340	77.3759
AP2A1|160	2556.5665	AP2A1|160	1818.8478
AP2A2|161	1427.1676	AP2A2|161	1835.5761
AP2B1|163	15719.9422	AP2B1|163	6176.619000000001
AP2M1|1173	3498.2659	AP2M1|1173	5662.7418
AP2S1|1175	1019.3642	AP2S1|1175	884.3566
AP3B1|8546	1776.3006	AP3B1|8546	1291.8419
AP3B2|8120	454.6243	AP3B2|8120	109.7561
AP3D1|8943	2465.0289	AP3D1|8943	2655.1724
AP3M1|26985	2220.5202	AP3M1|26985	1503.7847
AP3M2|10947	404.6243	AP3M2|10947	467.1993
AP3S1|1176	1493.0636	AP3S1|1176	931.8755
AP3S2|10239	1464.0636	AP3S2|10239	1488.7721
AP4B1|10717	282.1705	AP4B1|10717	328.5618
AP4E1|23431	488.4393	AP4E1|23431	379.3103
AP4M1|9179	244.0231	AP4M1|9179	292.6535
AP4S1|11154	29.1908	AP4S1|11154	70.2271
APAF1|317	713.0058	APAF1|317	492.0101
APBA1|320	69.6532	APBA1|320	293.1034
APBA2|321	6.0694	APBA2|321	31.9596
APBA3|9546	79.4798	APBA3|9546	179.5627
APBB1IP|54518	121.3873	APBB1IP|54518	1079.8991
APBB1|322	798.2659	APBB1|322	797.7292
APBB2|323	5118.7861	APBB2|323	3883.9361
APBB3|10307	325.7225	APBB3|10307	269.1337
lowly_expressed	lowly_expressed	APC2|10297	5.9462
lowly_expressed	lowly_expressed	APCDD1L|164284	82.8427
APCDD1|147495	57.2254	APCDD1|147495	1537.4264
APC|324	1947.9769	APC|324	1129.1001
APEH|327	1998.8439	APEH|327	1433.5576
APEX1|328	2864.1618	APEX1|328	2119.0076
APEX2|27301	600.0	APEX2|27301	512.1951
APH1A|51107	8253.4682	APH1A|51107	3221.1943
APH1B|83464	739.8844	APH1B|83464	723.2969
API5|8539	2377.1676	API5|8539	2196.804
APIP|51074	536.8064	APIP|51074	400.7359
APITD1|378708	382.4277	APITD1|378708	132.4643
APLF|200558	21.0983	APLF|200558	84.5248
APLNR|187	612.4277	APLNR|187	1869.2178
APLN|8862	145.0867	APLN|8862	105.1304
APLP1|333	1389.0173	APLP1|333	31.9596
APLP2|334	10022.5434	APLP2|334	15986.1228
APOA1BP|128240	2598.2659	APOA1BP|128240	1068.1245
APOA1|335	11.5607	lowly_expressed	lowly_expressed
APOB48R|55911	344.7977	APOB48R|55911	140.4542
APOBEC3A|200315	13.2948	APOBEC3A|200315	12.1951
APOBEC3B|9582	233.52599999999998	APOBEC3B|9582	31.5391
APOBEC3C|27350	54.3353	APOBEC3C|27350	421.783
APOBEC3D|140564	18.4971	APOBEC3D|140564	90.4121
APOBEC3F|200316	52.8902	APOBEC3F|200316	223.2969
APOBEC3G|60489	67.9191	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	APOB|338	246.005
APOC1|341	748.5549	APOC1|341	296.0471
APOC2|344	34.9711	APOC2|344	6.3078
APOC3|345	13.8728	lowly_expressed	lowly_expressed
APOD|347	9349.1329	APOD|347	23929.7729
APOE|348	1958.3815	APOE|348	3216.5685
APOF|319	10.6936	APOF|319	5.8873
APOL1|8542	923.9884	APOL1|8542	2002.1026
APOL2|23780	437.5723	APOL2|23780	864.5921
APOL3|80833	390.1734	APOL3|80833	1485.2817
APOL4|80832	85.5491	APOL4|80832	498.7384
APOL6|80830	1403.1792	APOL6|80830	6247.2666
APOLD1|81575	703.7572	APOLD1|81575	2602.6072
APOM|55937	214.1618	APOM|55937	39.529
APOOL|139322	217.05200000000002	APOOL|139322	179.5627
APOO|79135	247.1098	APOO|79135	151.8082
APPBP2|10513	1545.9538	APPBP2|10513	1340.6224
APPL1|26060	2393.3526	APPL1|26060	1509.672
APPL2|55198	1113.8728	APPL2|55198	1192.5988
APP|351	13562.4277	APP|351	26559.2935
APRT|353	1380.6358	APRT|353	1032.8007
APTX|54840	427.7457	APTX|54840	411.27
AQP11|282679	9.8266	AQP11|282679	41.2111
AQP1|358	1948.3642	AQP1|358	16152.0311
AQP3|360	2449.422	AQP3|360	861.6484
lowly_expressed	lowly_expressed	AQP4|361	70.6476
lowly_expressed	lowly_expressed	AQP5|362	121.1102
lowly_expressed	lowly_expressed	AQP6|363	7.1489
lowly_expressed	lowly_expressed	AQP7P1|375719	317.0732
lowly_expressed	lowly_expressed	AQP7P3|441432	18.0824
AQP7|364	41.9075	AQP7|364	2188.8141
AQP9|366	13.0058	AQP9|366	37.4264
lowly_expressed	lowly_expressed	AQPEP|206338	345.5971
AQR|9716	1000.289	AQR|9716	1122.7923
ARAF|369	1289.3064	ARAF|369	1276.7031
ARAP1|116985	813.8208	ARAP1|116985	2650.9083
ARAP2|116984	44.7977	ARAP2|116984	277.9647
ARAP3|64411	183.237	ARAP3|64411	761.9849
ARCN1|372	3206.0694	ARCN1|372	4477.7124
lowly_expressed	lowly_expressed	ARC|23237	143.3978
AREG|374	67.6301	AREG|374	691.3373
ARF1|375	18549.422	ARF1|375	7487.8049
ARF3|377	9015.3179	ARF3|377	3960.8915
ARF4|378	2366.185	ARF4|378	3915.8957
ARF5|381	1536.6908	ARF5|381	1726.2405
ARF6|382	3198.8439	ARF6|382	2791.0008
ARFGAP1|55738	1835.8382	ARFGAP1|55738	1015.5593
ARFGAP2|84364	1976.0116	ARFGAP2|84364	1781.7494
ARFGAP3|26286	476.3006	ARFGAP3|26286	948.2759
ARFGEF1|10565	10110.7948	ARFGEF1|10565	1655.5929
ARFGEF2|10564	4474.8555	ARFGEF2|10564	2029.4365
ARFIP1|27236	1547.3988	ARFIP1|27236	1062.2372
ARFIP2|23647	1801.1561	ARFIP2|23647	1330.9504
ARFRP1|10139	547.3988	ARFRP1|10139	561.3961
ARG2|384	220.8844	ARG2|384	231.2111
ARGLU1|55082	604.6243	ARGLU1|55082	1976.0303
ARHGAP10|79658	437.8613	ARHGAP10|79658	699.7477
ARHGAP11A|9824	917.9191	ARHGAP11A|9824	69.8066
ARHGAP11B|89839	56.6474	ARHGAP11B|89839	6.7283
ARHGAP12|94134	1332.9479999999999	ARHGAP12|94134	1186.7115
ARHGAP15|55843	34.6821	ARHGAP15|55843	39.1085
ARHGAP17|55114	1161.2717	ARHGAP17|55114	1423.4651
ARHGAP18|93663	370.5202	ARHGAP18|93663	802.3549
ARHGAP19|84986	583.237	ARHGAP19|84986	881.8335
ARHGAP1|392	2509.5376	ARHGAP1|392	3490.328
ARHGAP20|57569	15.0289	ARHGAP20|57569	467.1993
ARHGAP21|57584	1849.422	ARHGAP21|57584	3157.275
ARHGAP22|58504	11.5607	ARHGAP22|58504	57.1909
ARHGAP23|57636	901.1561	ARHGAP23|57636	1003.3642
ARHGAP24|83478	654.3353	ARHGAP24|83478	503.7847
ARHGAP25|9938	108.3815	ARHGAP25|9938	412.111
ARHGAP26|23092	172.5434	ARHGAP26|23092	660.6392
ARHGAP27|201176	591.0376	ARHGAP27|201176	604.7098
ARHGAP28|79822	14.7399	ARHGAP28|79822	324.222
ARHGAP29|9411	1919.3642	ARHGAP29|9411	3434.8192
ARHGAP30|257106	156.3584	ARHGAP30|257106	410.0084
ARHGAP31|57514	349.42199999999997	ARHGAP31|57514	1744.3229999999999
ARHGAP32|9743	4055.2023	ARHGAP32|9743	1207.7376
ARHGAP33|115703	378.0347	ARHGAP33|115703	163.1623
lowly_expressed	lowly_expressed	ARHGAP36|158763	2015.1388
ARHGAP39|80728	1074.5665	ARHGAP39|80728	166.5265
ARHGAP42|143872	32.659	ARHGAP42|143872	299.8192
ARHGAP4|393	756.3584	ARHGAP4|393	356.1817
ARHGAP5|394	2577.4566	ARHGAP5|394	2647.603
ARHGAP6|395	53.4682	ARHGAP6|395	153.4903
ARHGAP8|23779	136.5173	ARHGAP8|23779	242.0648
ARHGAP9|64333	42.7746	ARHGAP9|64333	99.2431
ARHGDIA|396	6573.9884	ARHGDIA|396	4075.6939
ARHGDIB|397	1446.8208	ARHGDIB|397	3174.5164
lowly_expressed	lowly_expressed	ARHGDIG|398	62.7376
ARHGEF10L|55160	635.5491	ARHGEF10L|55160	1076.5349
ARHGEF10|9639	187.2832	ARHGEF10|9639	1231.7073
ARHGEF11|9826	3078.0347	ARHGEF11|9826	1524.3902
ARHGEF12|23365	4754.3353	ARHGEF12|23365	5455.8452
ARHGEF15|22899	295.9538	ARHGEF15|22899	1452.0606
ARHGEF16|27237	383.815	ARHGEF16|27237	260.7233
ARHGEF17|9828	423.4104	ARHGEF17|9828	1771.6569
ARHGEF18|23370	608.3815	ARHGEF18|23370	817.4937
ARHGEF19|128272	205.4913	ARHGEF19|128272	340.6224
ARHGEF1|9138	1298.5549	ARHGEF1|9138	1295.2061
ARHGEF2|9181	767.052	ARHGEF2|9181	2141.2952
ARHGEF33|100271715	5.2023	ARHGEF33|100271715	7.9899
ARHGEF35|445328	441.6185	ARHGEF35|445328	769.9748
ARHGEF37|389337	467.9191	ARHGEF37|389337	1242.6409
ARHGEF38|54848	6.3584	ARHGEF38|54848	34.0622
ARHGEF3|50650	308.9595	ARHGEF3|50650	1009.2515
lowly_expressed	lowly_expressed	ARHGEF4|50649	314.1295
ARHGEF5|7984	394.2197	ARHGEF5|7984	597.561
ARHGEF6|9459	246.2428	ARHGEF6|9459	3229.1842
ARHGEF7|8874	1116.474	ARHGEF7|8874	1734.2304
ARHGEF9|23229	326.3006	ARHGEF9|23229	637.931
ARID1A|8289	4550.5779999999995	ARID1A|8289	2718.2506
ARID1B|57492	2031.7919	ARID1B|57492	2167.3675
ARID2|196528	1739.0173	ARID2|196528	833.053
ARID3A|1820	117.052	ARID3A|1820	57.1909
ARID3B|10620	115.0289	ARID3B|10620	115.2229
ARID4A|5926	744.2197	ARID4A|5926	819.5963
ARID4B|51742	3173.7919	ARID4B|51742	1320.5214
ARID5A|10865	506.9364	ARID5A|10865	2370.0589
ARID5B|84159	722.5434	ARID5B|84159	4394.8696
ARIH1|25820	1533.815	ARIH1|25820	1759.8823
ARIH2|10425	1582.8873	ARIH2|10425	1566.3961
ARL10|285598	35.8382	ARL10|285598	56.3499
ARL11|115761	184.9711	ARL11|115761	42.8932
ARL13B|200894	167.6301	ARL13B|200894	272.9184
ARL15|54622	471.6763	ARL15|54622	452.4811
ARL16|339231	472.5434	ARL16|339231	290.5803
ARL17A|51326	76.4682	ARL17A|51326	85.7191
ARL1|400	2682.3699	ARL1|400	1997.8974
ARL2BP|23568	714.7399	ARL2BP|23568	1457.5273
ARL2|402	679.4798	ARL2|402	1133.7258
ARL3|403	745.0867	ARL3|403	552.5652
ARL4A|10124	250.578	ARL4A|10124	780.0673
ARL4C|10123	518.4971	ARL4C|10123	1576.9554
ARL4D|379	41.6185	ARL4D|379	187.5526
ARL5A|26225	1065.6069	ARL5A|26225	809.0833
ARL5B|221079	223.9884	ARL5B|221079	326.3246
ARL6IP1|23204	22710.1156	ARL6IP1|23204	3425.9882
ARL6IP4|51329	1506.9364	ARL6IP4|51329	1724.979
ARL6IP5|10550	2756.3584	ARL6IP5|10550	4798.1497
ARL6IP6|151188	518.2081	ARL6IP6|151188	245.16400000000002
ARL6|84100	60.9827	ARL6|84100	83.6838
ARL8A|127829	1913.2948	ARL8A|127829	1104.2893
ARL8B|55207	2570.8092	ARL8B|55207	2092.0942
ARL9|132946	5.4913	ARL9|132946	7.5694
ARMC10|83787	429.5405	ARMC10|83787	622.2959999999999
ARMC1|55156	2630.3468	ARMC1|55156	636.2489
ARMC2|84071	28.3237	ARMC2|84071	63.9193
lowly_expressed	lowly_expressed	ARMC3|219681	10.513
ARMC4|55130	48.5549	lowly_expressed	lowly_expressed
ARMC5|79798	359.2486	ARMC5|79798	271.2363
ARMC6|93436	368.2081	ARMC6|93436	506.3078
ARMC7|79637	429.1908	ARMC7|79637	261.1438
ARMC8|25852	642.7746	ARMC8|25852	736.7536
ARMC9|80210	273.6994	ARMC9|80210	224.5585
ARMCX1|51309	198.8439	ARMCX1|51309	880.9924
ARMCX2|9823	51.7341	ARMCX2|9823	828.8478
ARMCX3|51566	1040.4624	ARMCX3|51566	1983.1791
ARMCX5|64860	232.94799999999998	ARMCX5|64860	351.9765
ARMCX6|54470	84.3931	ARMCX6|54470	249.3692
ARNT2|9915	441.3295	ARNT2|9915	209.8402
ARNTL2|56938	15.0289	ARNTL2|56938	39.529
ARNTL|406	203.7572	ARNTL|406	208.9992
ARNT|405	2023.1214	ARNT|405	1859.1253
ARPC1A|10552	2138.1503	ARPC1A|10552	1791.8419
ARPC1B|10095	1872.5434	ARPC1B|10095	1547.0984
ARPC2|10109	2625.4335	ARPC2|10109	3376.3667
ARPC3|10094	3147.1098	ARPC3|10094	2254.4155
ARPC4|10093	2507.7601	ARPC4|10093	2538.1707
ARPC5L|81873	663.0058	ARPC5L|81873	562.2372
ARPC5|10092	3799.1329	ARPC5|10092	2441.127
ARPM1|84517	14.7399	ARPM1|84517	47.9394
ARPP19|10776	4125.7225	ARPP19|10776	4086.2069
lowly_expressed	lowly_expressed	ARPP21|10777	8.4104
ARRB1|408	760.6936	ARRB1|408	1087.4685
ARRB2|409	433.526	ARRB2|409	592.0942
ARRDC1|92714	558.0925	ARRDC1|92714	445.3322
ARRDC2|27106	403.7572	ARRDC2|27106	666.947
ARRDC3|57561	4481.5029	ARRDC3|57561	4424.7267
ARRDC4|91947	343.9306	ARRDC4|91947	873.0025
ARSA|410	596.5318	ARSA|410	1214.4659
ARSB|411	242.7746	ARSB|411	272.0774
ARSD|414	209.2486	ARSD|414	2457.9479
lowly_expressed	lowly_expressed	ARSE|415	26.4929
ARSG|22901	888.1503	ARSG|22901	272.4979
lowly_expressed	lowly_expressed	ARSI|340075	42.0521
ARSJ|79642	35.8382	ARSJ|79642	159.7981
ARSK|153642	142.1965	ARSK|153642	192.1783
lowly_expressed	lowly_expressed	ART3|419	5.4668
lowly_expressed	lowly_expressed	ART4|420	6.7283
ART5|116969	6.6474	ART5|116969	20.6056
ARTN|9048	63.2948	ARTN|9048	8.4104
ARV1|64801	649.422	ARV1|64801	300.6728
ARVCF|421	108.3815	ARVCF|421	377.6283
AR|367	730.3468	AR|367	652.6493
AS3MT|57412	124.5665	AS3MT|57412	188.8141
ASAH1|427	10392.7746	ASAH1|427	8621.1102
ASAH2B|653308	23.6994	lowly_expressed	lowly_expressed
ASAH2|56624	6.9364	ASAH2|56624	12.6156
ASAM|79827	23.4104	ASAM|79827	1925.1472
ASAP1|50807	2167.052	ASAP1|50807	1200.1682
ASAP2|8853	1285.2601	ASAP2|8853	1079.058
ASAP3|55616	737.5723	ASAP3|55616	1224.979
lowly_expressed	lowly_expressed	ASB12|142689	5.0126
ASB13|79754	366.76300000000003	ASB13|79754	639.6131
ASB14|142686	8.6705	ASB14|142686	18.9235
ASB16|92591	137.8873	ASB16|92591	17.3465
ASB1|51665	257.0058	ASB1|51665	545.2229
lowly_expressed	lowly_expressed	ASB2|51676	33.6417
ASB3|51130	313.2948	ASB3|51130	269.1337
ASB6|140459	966.6734	ASB6|140459	644.2178
ASB7|140460	444.2197	ASB7|140460	404.9622
ASB8|140461	905.2023	ASB8|140461	807.8217
ASB9|140462	10.4046	ASB9|140462	38.2675
ASCC1|51008	697.1098	ASCC1|51008	380.5719
ASCC2|84164	907.2254	ASCC2|84164	1338.0992
ASCC3|10973	853.4682	ASCC3|10973	868.7973
ASCL1|429	5503.4682	lowly_expressed	lowly_expressed
ASCL2|430	475.4335	ASCL2|430	14.2977
ASCL4|121549	17.6301	lowly_expressed	lowly_expressed
ASF1A|25842	315.6069	ASF1A|25842	401.1775
ASF1B|55723	584.104	ASF1B|55723	40.7906
lowly_expressed	lowly_expressed	ASGR1|432	8.4104
ASH1L|55870	4665.6358	lowly_expressed	lowly_expressed
ASH2L|9070	807.2254	ASH2L|9070	1291.0008
ASL|435	315.6069	ASL|435	497.0563
ASMTL|8623	154.0462	ASMTL|8623	704.7939
ASNA1|439	1011.2717	ASNA1|439	972.6661
ASNSD1|54529	737.8613	ASNSD1|54529	933.5576
ASNS|440	356.6474	ASNS|440	290.5803
lowly_expressed	lowly_expressed	ASPA|443	178.3011
lowly_expressed	lowly_expressed	ASPG|374569	12.1951
ASPHD1|253982	352.8902	ASPHD1|253982	12.1951
ASPHD2|57168	23.6994	ASPHD2|57168	41.2111
ASPH|444	2515.8092	ASPH|444	14097.6787
ASPM|259266	1617.6301	ASPM|259266	25.6518
ASPN|54829	352.8902	ASPN|54829	795.6266
ASPRV1|151516	11.8006	ASPRV1|151516	76.4886
ASPSCR1|79058	436.9942	ASPSCR1|79058	312.4474
ASRGL1|80150	82.65899999999999	ASRGL1|80150	185.8705
ASS1|445	1662.4277	ASS1|445	3193.8604
ASTE1|28990	125.0751	ASTE1|28990	262.3045
lowly_expressed	lowly_expressed	ASTN1|460	186.291
ASTN2|23245	255.7803	ASTN2|23245	210.2607
ASXL1|171023	2389.8844	ASXL1|171023	1777.9647
ASXL2|55252	1253.1792	ASXL2|55252	862.4895
ASXL3|80816	13.8728	ASXL3|80816	18.5029
ATAD1|84896	1828.6127	ATAD1|84896	1021.4466
ATAD2B|54454	441.3295	ATAD2B|54454	346.5097
ATAD2|29028	9293.6416	ATAD2|29028	373.423
ATAD3A|55210	566.474	ATAD3A|55210	366.6947
ATAD3B|83858	250.8671	ATAD3B|83858	184.6089
ATAD3C|219293	30.3468	ATAD3C|219293	126.57700000000001
