gene_id	TCGA-BH-A1F0-01A-11R-A137-07	gene_id	TCGA-BH-A1F0-11B-23R-A137-07
ALOX5AP|241	844.822	ALOX5AP|241	220.9302
ALOX5|240	670.8248	ALOX5|240	777.2338
lowly_expressed	lowly_expressed	ALOXE3|59344	9.1799
ALPK1|80216	646.9513	ALPK1|80216	715.7283
ALPK2|115701	46.8868	ALPK2|115701	23.2558
ALPK3|57538	229.487	ALPK3|57538	321.2974
ALPL|249	1676.7394	ALPL|249	648.1028
ALS2CL|259173	230.1323	ALS2CL|259173	350.0612
ALS2CR11|151254	21.2926	ALS2CR11|151254	6.4259
ALS2CR4|65062	575.9759	ALS2CR4|65062	1289.1677
ALS2CR8|79800	122.8089	ALS2CR8|79800	218.4823
ALS2|57679	805.0328	ALS2|57679	665.2387
ALX3|257	21.7228	ALX3|257	29.9878
ALX4|60529	128.4009	ALX4|60529	7.9559
AMACR|23600	222.1744	AMACR|23600	178.3966
AMBRA1|55626	1059.8989	AMBRA1|55626	840.2693
AMD1|262	5901.7099	AMD1|262	2141.6769
AMDHD1|144193	32.9068	AMDHD1|144193	23.2558
AMDHD2|51005	208.6504	AMDHD2|51005	176.7472
AMFR|267	1701.6884	AMFR|267	3244.798
AMH|268	9.6785	lowly_expressed	lowly_expressed
AMICA1|120425	434.8855	AMICA1|120425	69.4614
AMIGO1|57463	76.7824	AMIGO1|57463	145.6548
AMIGO2|347902	580.0624	AMIGO2|347902	1678.3966
AMIGO3|386724	60.6517	AMIGO3|386724	39.4737
AMMECR1L|83607	812.3454	AMMECR1L|83607	887.0869
AMMECR1|9949	435.1005	AMMECR1|9949	246.02200000000002
AMN1|196394	125.3898	AMN1|196394	247.55200000000002
AMOTL1|154810	1166.7921	AMOTL1|154810	2188.8005
AMOTL2|51421	1829.2289	AMOTL2|51421	5359.2411
AMOT|154796	1042.9078	AMOT|154796	875.459
AMPD1|270	39.5741	AMPD1|270	42.8397
AMPD2|271	807.1836	AMPD2|271	533.0477
AMPD3|272	553.3928	AMPD3|272	200.4284
AMPH|273	59.3612	AMPH|273	67.6255
AMTN|401138	32.6917	lowly_expressed	lowly_expressed
AMT|275	41.7679	AMT|275	160.9455
AMY1A|276	7.0975	AMY1A|276	21.7258
AMY2B|280	94.5973	AMY2B|280	321.98900000000003
AMZ1|155185	12.2594	lowly_expressed	lowly_expressed
AMZ2P1|201283	104.3123	AMZ2P1|201283	225.8262
AMZ2|51321	1272.825	AMZ2|51321	1272.6438
ANAPC10|10393	168.8354	ANAPC10|10393	172.5826
ANAPC11|51529	746.1017	ANAPC11|51529	548.0416
ANAPC13|25847	1065.5834	ANAPC13|25847	1401.0343
ANAPC16|119504	1641.4668	ANAPC16|119504	3187.8825
ANAPC1|64682	1291.3216	ANAPC1|64682	731.6401
ANAPC2|29882	441.5529	ANAPC2|29882	566.0955
ANAPC4|29945	417.2492	ANAPC4|29945	594.5532
ANAPC5|51433	2306.2695	ANAPC5|51433	2102.8152
ANAPC7|51434	934.0789	ANAPC7|51434	747.2460000000001
ANGEL1|23357	593.3971	ANGEL1|23357	607.0991
ANGEL2|90806	628.2396	ANGEL2|90806	705.0184
ANGPT1|284	146.6824	ANGPT1|284	689.1065
ANGPT2|285	874.7177	ANGPT2|285	827.1114
ANGPT4|51378	7.3126	ANGPT4|51378	33.0477
ANGPTL1|9068	233.5735	ANGPTL1|9068	795.2876
ANGPTL2|23452	1704.9145	ANGPTL2|23452	5166.4627
ANGPTL4|51129	240.2409	ANGPTL4|51129	1970.6242
lowly_expressed	lowly_expressed	ANGPTL5|253935	11.9339
ANGPTL6|83854	5.6221	lowly_expressed	lowly_expressed
ANGPTL7|10218	7.7428	ANGPTL7|10218	258.5679
ANG|283	123.3789	ANG|283	526.3984
ANK1|286	49.8978	ANK1|286	30.5998
ANK2|287	628.2396	ANK2|287	997.8580000000001
ANK3|288	1016.6685	ANK3|288	1000.918
ANKAR|150709	34.4123	ANKAR|150709	53.8556
ANKDD1A|348094	88.1815	ANKDD1A|348094	207.7723
ANKFY1|51479	2047.9621	ANKFY1|51479	2052.6316
ANKHD1-EIF4EBP3|404734	370.5818	ANKHD1-EIF4EBP3|404734	867.5581
ANKHD1|54882	1903.3982	ANKHD1|54882	2115.0826
ANKH|56172	1645.3382	ANKH|56172	1673.8066
ANKIB1|54467	2375.5242	ANKIB1|54467	1341.4933
lowly_expressed	lowly_expressed	ANKK1|255239	45.8996
ANKLE1|126549	96.3544	ANKLE1|126549	11.6279
ANKLE2|23141	1087.8589	ANKLE2|23141	1641.6769
ANKMY1|51281	90.1172	ANKMY1|51281	224.2962
ANKMY2|57037	421.5507	ANKMY2|57037	764.3819
ANKRA2|57763	184.9661	ANKRA2|57763	375.765
ANKRD10|55608	829.5516	ANKRD10|55608	1249.8042
ANKRD11|29123	2029.6957	ANKRD11|29123	2322.7448
ANKRD12|23253	1573.0724	ANKRD12|23253	1978.8862
ANKRD13A|88455	1452.6293	ANKRD13A|88455	1514.6879
ANKRD13B|124930	134.8532	ANKRD13B|124930	74.6634
ANKRD13C|81573	878.8042	ANKRD13C|81573	669.5226
ANKRD13D|338692	515.3242	ANKRD13D|338692	393.8188
ANKRD16|54522	195.6748	ANKRD16|54522	140.7038
ANKRD17|26057	4591.6765	ANKRD17|26057	2466.6463
ANKRD19|138649	26.6695	ANKRD19|138649	42.2277
ANKRD1|27063	84.3101	lowly_expressed	lowly_expressed
ANKRD20A3|441425	12.2594	ANKRD20A3|441425	13.4639
ANKRD20B|729171	8.388	ANKRD20B|729171	11.6279
ANKRD22|118932	437.4664	ANKRD22|118932	60.5875
ANKRD23|200539	38.7138	ANKRD23|200539	30.2938
ANKRD26|22852	183.0304	ANKRD26|22852	291.9217
ANKRD27|84079	1236.0469	ANKRD27|84079	825.2754
ANKRD28|23243	1496.0748	ANKRD28|23243	1390.7589
ANKRD29|147463	122.3788	ANKRD29|147463	345.1652
lowly_expressed	lowly_expressed	ANKRD30A|91074	216.0343
lowly_expressed	lowly_expressed	ANKRD30B|374860	41.3097
ANKRD32|84250	149.4784	ANKRD32|84250	162.7907
ANKRD34A|284615	15.2705	ANKRD34A|284615	15.9119
ANKRD35|148741	26.8846	ANKRD35|148741	207.7723
ANKRD36BP1|84832	636.6276	ANKRD36BP1|84832	123.01100000000001
ANKRD36B|57730	84.5252	ANKRD36B|57730	26.6218
ANKRD36|375248	187.547	ANKRD36|375248	216.9523
ANKRD37|353322	64.4413	ANKRD37|353322	252.7479
ANKRD39|51239	124.5295	ANKRD39|51239	92.7173
ANKRD40|91369	1260.9958	ANKRD40|91369	2641.3709
ANKRD42|338699	255.9415	ANKRD42|338699	286.4137
lowly_expressed	lowly_expressed	ANKRD43|134548	59.0575
ANKRD44|91526	192.0637	ANKRD44|91526	67.9315
ANKRD45|339416	40.2194	ANKRD45|339416	13.1579
ANKRD46|157567	331.9196	ANKRD46|157567	637.4204
ANKRD49|54851	417.0341	ANKRD49|54851	312.7295
ANKRD50|57182	1795.4619	ANKRD50|57182	1061.5055
ANKRD52|283373	1257.5546	ANKRD52|283373	1081.3953
ANKRD53|79998	34.4123	ANKRD53|79998	113.8311
ANKRD54|129138	227.3363	ANKRD54|129138	291.6157
ANKRD55|79722	9.0332	lowly_expressed	lowly_expressed
ANKRD56|345079	51.8335	ANKRD56|345079	143.2069
ANKRD57|65124	660.7162	ANKRD57|65124	839.9633
ANKRD58|347454	26.4545	lowly_expressed	lowly_expressed
ANKRD5|63926	200.4517	ANKRD5|63926	213.8923
ANKRD6|22881	261.2066	ANKRD6|22881	354.6787
ANKRD9|122416	29.8957	ANKRD9|122416	32.1297
ANKS1A|23294	1496.505	ANKS1A|23294	1513.4639
ANKS1B|56899	85.3855	ANKS1B|56899	93.3293
ANKS3|124401	182.1701	ANKS3|124401	225.2142
ANKS6|203286	611.8938	ANKS6|203286	246.94
ANKZF1|55139	537.4771	ANKZF1|55139	534.8837
ANLN|54443	2133.5627	ANLN|54443	40.0857
ANO10|55129	791.4830000000001	ANO10|55129	822.5214
ANO1|55107	1885.5791	ANO1|55107	5135.5569
ANO2|57101	23.2283	ANO2|57101	94.8592
ANO3|63982	40.2194	ANO3|63982	74.3574
ANO4|121601	7.5277	ANO4|121601	32.1297
ANO5|203859	12.0443	ANO5|203859	71.9094
ANO6|196527	2534.8962	ANO6|196527	6268.9718
ANO7|50636	7.7428	ANO7|50636	10.4039
ANO8|57719	194.2144	ANO8|57719	326.8054
ANO9|338440	130.7667	ANO9|338440	70.3794
ANP32A|8125	2299.6021	ANP32A|8125	2308.4455
ANP32B|10541	3647.0588	ANP32B|10541	3171.0526
ANP32E|81611	6911.2808	ANP32E|81611	1169.2166
ANPEP|290	1199.6989	ANPEP|290	4957.7723
ANTXR1|84168	2862.2433	ANTXR1|84168	5178.3966
ANTXR2|118429	1075.1694	ANTXR2|118429	3050.4896
ANTXRL|195977	28.8203	ANTXRL|195977	7.0379
ANUBL1|93550	156.1458	ANUBL1|93550	275.0918
ANXA11|311	2327.347	ANXA11|311	4238.9841
ANXA13|312	5.5920000000000005	ANXA13|312	7.3439
ANXA1|301	5799.3333	ANXA1|301	17961.4443
ANXA2P1|303	84.3101	ANXA2P1|303	75.5814
ANXA2P2|304	4660.9313	ANXA2P2|304	4458.3843
ANXA2P3|305	7.9578	ANXA2P3|305	6.12
ANXA2|302	13894.1822	ANXA2|302	13891.0649
ANXA3|306	2693.8379999999997	ANXA3|306	1706.8543
ANXA4|307	2672.5454	ANXA4|307	1646.2668
ANXA5|308	7188.0847	ANXA5|308	8909.7307
ANXA6|309	4417.6793	ANXA6|309	7406.0588
ANXA7|310	2949.3494	ANXA7|310	3386.1689
ANXA8L2|244	192.0637	ANXA8L2|244	300.7956
ANXA8|653145	412.5175	ANXA8|653145	392.5398
ANXA9|8416	14.6252	ANXA9|8416	156.6707
AOAH|313	405.2049	AOAH|313	60.8935
AOC2|314	12.2594	AOC2|314	55.6916
AOC3|8639	1305.3016	AOC3|8639	10407.5887
AOX1|316	1370.2549	AOX1|316	1320.9914
AP1AR|55435	836.0039	AP1AR|55435	682.6805
AP1B1|162	2857.2965	AP1B1|162	1859.8531
AP1G1|164	2262.1787	AP1G1|164	2371.175
AP1G2|8906	687.717	AP1G2|8906	772.9743
AP1M1|8907	762.8777	AP1M1|8907	1070.9914
AP1M2|10053	954.9414	AP1M2|10053	743.88
AP1S1|1174	847.618	AP1S1|1174	470.9302
AP1S2|8905	820.0882	AP1S2|8905	579.2534
AP1S3|130340	193.3541	AP1S3|130340	91.7993
AP2A1|160	1421.8884	AP2A1|160	1362.8794
AP2A2|161	1317.9912	AP2A2|161	1534.2717
AP2B1|163	11124.8521	AP2B1|163	5789.4737
AP2M1|1173	6213.3563	AP2M1|1173	4637.3929
AP2S1|1175	1180.9872	AP2S1|1175	662.4847
AP3B1|8546	1426.3899	AP3B1|8546	1314.8715
AP3B2|8120	24.0886	AP3B2|8120	110.4651
AP3D1|8943	2639.8537	AP3D1|8943	2421.6646
AP3M1|26985	1315.6253	AP3M1|26985	1462.0563
AP3M2|10947	488.6547	AP3M2|10947	465.1163
AP3S1|1176	923.3251	AP3S1|1176	1102.2032
AP3S2|10239	1284.6414	AP3S2|10239	1874.1707
AP4B1|10717	388.3815	AP4B1|10717	306.5514
AP4E1|23431	549.5215	AP4E1|23431	405.7528
AP4M1|9179	317.9546	AP4M1|9179	246.4015
AP4S1|11154	58.9311	AP4S1|11154	87.8213
APAF1|317	544.5747	APAF1|317	458.6903
APBA1|320	260.028	APBA1|320	351.8972
APBA2|321	49.2526	APBA2|321	57.5275
APBA3|9546	140.4452	APBA3|9546	132.8029
APBB1IP|54518	789.1171	APBB1IP|54518	693.3905
APBB1|322	275.5135	APBB1|322	738.9841
APBB2|323	1340.5743	APBB2|323	2727.0502
APBB3|10307	133.5627	APBB3|10307	215.7283
APCDD1L|164284	228.6267	APCDD1L|164284	199.8164
APCDD1|147495	520.0559	APCDD1|147495	1503.366
APC|324	876.8685	APC|324	1059.3635
APEH|327	1289.386	APEH|327	1249.694
APEX1|328	2438.1116	APEX1|328	2399.9388
APEX2|27301	599.4193	APEX2|27301	365.6671
APH1A|51107	5870.5237	APH1A|51107	3520.8078
APH1B|83464	445.6393	APH1B|83464	865.3611
API5|8539	4608.8827	API5|8539	2793.7576
APIP|51074	705.8996	APIP|51074	533.5251
APITD1|378708	136.8341	APITD1|378708	154.9541
APLF|200558	189.2677	APLF|200558	129.131
APLNR|187	849.7688	APLNR|187	769.5838
APLN|8862	54.6295	APLN|8862	148.7148
APLP1|333	14.6252	APLP1|333	44.3696
APLP2|334	13237.3373	APLP2|334	16819.4614
APOA1BP|128240	1852.4573	APOA1BP|128240	950.4284
APOB48R|55911	464.351	APOB48R|55911	92.4113
APOBEC3A|200315	457.8987	APOBEC3A|200315	5.202000000000001
APOBEC3B|9582	1365.9533	APOBEC3B|9582	30.5998
APOBEC3C|27350	457.6836	APOBEC3C|27350	445.8384
APOBEC3D|140564	194.2144	APOBEC3D|140564	138.9229
APOBEC3F|200316	254.2209	APOBEC3F|200316	198.5924
APOBEC3G|60489	717.9267	APOBEC3G|60489	325.5814
APOBEC3H|164668	36.348	APOBEC3H|164668	6.4259
APOB|338	13.3348	APOB|338	427.1726
APOC1|341	1692.44	APOC1|341	193.0845
APOC2|344	123.8843	APOC2|344	14.0759
APOD|347	2045.5963	APOD|347	10730.7222
APOE|348	6410.3667	APOE|348	1952.5704
APOL1|8542	2665.0177	APOL1|8542	1950.7344
APOL2|23780	1170.0183	APOL2|23780	979.1922
APOL3|80833	1646.6287	APOL3|80833	1980.4162
APOL4|80832	294.2252	APOL4|80832	563.0355
APOL6|80830	5286.59	APOL6|80830	4566.0955
APOLD1|81575	1335.3565	APOLD1|81575	3798.9596
APOM|55937	19.572	APOM|55937	61.5055
APOOL|139322	198.0858	APOOL|139322	164.3207
APOO|79135	310.7861	APOO|79135	143.2069
APPBP2|10513	987.6331	APPBP2|10513	1536.1077
APPL1|26060	2280.2409	APPL1|26060	1925.6426
APPL2|55198	734.0574	APPL2|55198	1889.2289
APP|351	16186.0415	APP|351	32467.8703
APRT|353	859.0171	APRT|353	906.3647
APTX|54840	970.2119	APTX|54840	503.67199999999997
AQP11|282679	9.4634	AQP11|282679	24.7858
AQP1|358	10115.664	AQP1|358	14615.9272
AQP3|360	2323.9058	AQP3|360	558.7515
AQP4|361	15.0554	AQP4|361	26.9278
AQP5|362	159.1569	AQP5|362	37.3317
AQP7P1|375719	21.5077	AQP7P1|375719	511.0159
lowly_expressed	lowly_expressed	AQP7P3|441432	40.0857
AQP7|364	58.2858	AQP7|364	1451.0404
AQP9|366	551.6722	AQP9|366	5.202000000000001
AQPEP|206338	43.0154	AQPEP|206338	292.2215
AQR|9716	1198.4084	AQR|9716	1043.7576
ARAF|369	1614.1521	ARAF|369	1027.5398
ARAP1|116985	2316.3566	ARAP1|116985	2114.7246
ARAP2|116984	683.7294	ARAP2|116984	402.3868
ARAP3|64411	352.51099999999997	ARAP3|64411	795.8996
ARCN1|372	5649.2096	ARCN1|372	4492.3501
lowly_expressed	lowly_expressed	ARC|23237	100.9792
AREG|374	97.2148	AREG|374	342.4113
ARF1|375	13624.0456	ARF1|375	6531.2118
ARF3|377	5163.7811	ARF3|377	3953.4884
ARF4|378	5162.9207	ARF4|378	3949.5104
ARF5|381	2526.0609	ARF5|381	1807.4755
ARF6|382	3941.284	ARF6|382	3203.7944
ARFGAP1|55738	860.9528	ARFGAP1|55738	797.7356
ARFGAP2|84364	2269.7064	ARFGAP2|84364	1998.47
ARFGAP3|26286	1215.1844	ARFGAP3|26286	1201.9584
ARFGEF1|10565	2236.4319	ARFGEF1|10565	1699.2809
ARFGEF2|10564	2878.5891	ARFGEF2|10564	2355.8752
ARFIP1|27236	822.8842	ARFIP1|27236	1098.5312
ARFIP2|23647	608.2374	ARFIP2|23647	1047.4296
ARFRP1|10139	398.3224	ARFRP1|10139	503.06
ARG2|384	151.2743	ARG2|384	156.4045
ARGLU1|55082	1165.2866	ARGLU1|55082	2064.2595
ARHGAP10|79658	361.1141	ARHGAP10|79658	955.6304
ARHGAP11A|9824	852.1346	ARHGAP11A|9824	65.4835
ARHGAP11B|89839	49.2526	lowly_expressed	lowly_expressed
ARHGAP12|94134	1009.3558	ARHGAP12|94134	1308.7515
ARHGAP15|55843	296.8061	ARHGAP15|55843	88.7393
ARHGAP17|55114	1410.6893	ARHGAP17|55114	1472.1542
ARHGAP18|93663	1314.1198	ARHGAP18|93663	811.5055
ARHGAP19|84986	506.7212	ARHGAP19|84986	873.317
ARHGAP1|392	3644.0477	ARHGAP1|392	3143.5129
ARHGAP20|57569	133.9929	ARHGAP20|57569	297.1236
ARHGAP21|57584	2649.1021	ARHGAP21|57584	3021.1138
ARHGAP22|58504	181.3098	ARHGAP22|58504	58.1395
ARHGAP23|57636	862.8885	ARHGAP23|57636	848.2252
ARHGAP24|83478	331.4335	ARHGAP24|83478	557.2215
ARHGAP25|9938	1047.6395	ARHGAP25|9938	483.4761
ARHGAP26|23092	901.1722	ARHGAP26|23092	988.3721
ARHGAP27|201176	897.5051	ARHGAP27|201176	506.1077
ARHGAP28|79822	293.3649	ARHGAP28|79822	265.6059
ARHGAP29|9411	3089.3644	ARHGAP29|9411	4347.6132
ARHGAP30|257106	1875.2554	ARHGAP30|257106	448.2864
ARHGAP31|57514	1523.8198	ARHGAP31|57514	1518.9718
ARHGAP32|9743	709.3236	ARHGAP32|9743	1123.011
ARHGAP33|115703	92.6981	ARHGAP33|115703	111.0771
ARHGAP36|158763	14.6252	lowly_expressed	lowly_expressed
ARHGAP39|80728	249.2741	ARHGAP39|80728	143.2069
ARHGAP42|143872	220.88400000000001	ARHGAP42|143872	213.2681
ARHGAP4|393	572.5347	ARHGAP4|393	292.5337
ARHGAP5|394	2267.7707	ARHGAP5|394	2695.8384
ARHGAP6|395	115.2812	ARHGAP6|395	126.071
ARHGAP8|23779	221.2733	ARHGAP8|23779	263.3874
ARHGAP9|64333	382.4067	ARHGAP9|64333	95.4712
ARHGDIA|396	4113.5606	ARHGDIA|396	3582.0073
ARHGDIB|397	6932.3583	ARHGDIB|397	3950.7344
ARHGEF10L|55160	924.8306	ARHGEF10L|55160	873.929
ARHGEF10|9639	892.5691	ARHGEF10|9639	1196.7564
ARHGEF11|9826	1908.5923	ARHGEF11|9826	1263.7699
ARHGEF12|23365	4572.1045	ARHGEF12|23365	5506.4259
ARHGEF15|22899	384.9876	ARHGEF15|22899	947.3684
ARHGEF16|27237	179.15900000000002	ARHGEF16|27237	202.2644
ARHGEF17|9828	815.3565	ARHGEF17|9828	1627.601
ARHGEF18|23370	735.563	ARHGEF18|23370	719.4002
ARHGEF19|128272	216.3674	ARHGEF19|128272	371.481
ARHGEF1|9138	1507.9041	ARHGEF1|9138	1167.0747
ARHGEF2|9181	2227.3363	ARHGEF2|9181	1526.0098
lowly_expressed	lowly_expressed	ARHGEF33|100271715	14.6879
ARHGEF35|445328	1019.4645	ARHGEF35|445328	872.705
ARHGEF37|389337	503.2799	ARHGEF37|389337	1886.1689
ARHGEF38|54848	9.6785	ARHGEF38|54848	29.3758
ARHGEF3|50650	1568.9859	ARHGEF3|50650	896.8788
ARHGEF4|50649	23.6585	ARHGEF4|50649	217.2583
ARHGEF5|7984	472.73900000000003	ARHGEF5|7984	468.4823
ARHGEF6|9459	1939.9935	ARHGEF6|9459	3285.1897
ARHGEF7|8874	1160.9851	ARHGEF7|8874	1734.7001
ARHGEF9|23229	532.9605	ARHGEF9|23229	780.2938
ARID1A|8289	2136.7889	ARID1A|8289	2174.1126
ARID1B|57492	1881.0625	ARID1B|57492	2034.5777
ARID2|196528	861.8131	ARID2|196528	795.5936
ARID3A|1820	133.3477	ARID3A|1820	72.2154
ARID3B|10620	173.5671	ARID3B|10620	93.9412
ARID4A|5926	632.7562	ARID4A|5926	903.6108
ARID4B|51742	1434.7134	ARID4B|51742	1484.5441
ARID5A|10865	562.211	ARID5A|10865	2631.2729
ARID5B|84159	2340.2516	ARID5B|84159	5500.0
ARIH1|25820	1610.9259	ARIH1|25820	1917.0747
ARIH2|10425	1579.7398	ARIH2|10425	1746.0220000000002
ARL10|285598	32.2615	ARL10|285598	33.9657
ARL11|115761	164.96400000000003	ARL11|115761	53.5496
ARL13B|200894	197.2255	ARL13B|200894	321.9094
ARL15|54622	454.0273	ARL15|54622	680.2326
ARL16|339231	367.1363	ARL16|339231	301.4076
ARL17A|51326	51.6335	ARL17A|51326	68.2528
ARL1|400	2120.4431	ARL1|400	2344.5532
ARL2BP|23568	1497.7955	ARL2BP|23568	1721.5422
ARL2|402	736.6383	ARL2|402	1128.213
ARL3|403	331.6486	ARL3|403	609.5471
ARL4A|10124	439.6172	ARL4A|10124	1336.9033
ARL4C|10123	1744.0585	ARL4C|10123	2611.6891
ARL4D|379	53.5541	ARL4D|379	188.8005
ARL5A|26225	1531.7776	ARL5A|26225	1053.5496
ARL5B|221079	551.8873	ARL5B|221079	246.328
ARL6IP1|23204	7782.3422	ARL6IP1|23204	4925.9486
ARL6IP4|51329	1098.8278	ARL6IP4|51329	1675.0306
ARL6IP5|10550	4112.2701	ARL6IP5|10550	4435.1285
ARL6IP6|151188	463.0605	ARL6IP6|151188	307.8335
ARL6|84100	77.6428	ARL6|84100	78.9474
ARL8A|127829	1336.7029	ARL8A|127829	1062.1175
ARL8B|55207	2133.3477	ARL8B|55207	2348.8372
ARL9|132946	7.3126	ARL9|132946	12.5459
ARMC10|83787	936.8319	ARMC10|83787	681.5361
ARMC1|55156	1120.9808	ARMC1|55156	848.5312
ARMC2|84071	64.308	ARMC2|84071	60.2815
lowly_expressed	lowly_expressed	ARMC4|55130	5.507999999999999
ARMC5|79798	165.6092	ARMC5|79798	247.24599999999998
ARMC6|93436	355.7372	ARMC6|93436	332.5918
ARMC7|79637	309.0655	ARMC7|79637	248.77599999999998
ARMC8|25852	1029.358	ARMC8|25852	815.4835
ARMC9|80210	126.6803	ARMC9|80210	173.8066
ARMCX1|51309	448.2202	ARMCX1|51309	1024.4798
ARMCX2|9823	427.1427	ARMCX2|9823	774.1738
ARMCX3|51566	1485.1059	ARMCX3|51566	2046.5116
ARMCX5|64860	219.3784	ARMCX5|64860	448.2864
ARMCX6|54470	173.352	ARMCX6|54470	212.6683
ARNT2|9915	119.3677	ARNT2|9915	220.0122
ARNTL2|56938	393.8058	ARNTL2|56938	66.7075
ARNTL|406	160.8775	ARNTL|406	220.3182
ARNT|405	1644.0477	ARNT|405	1908.2007
ARPC1A|10552	2005.3769	ARPC1A|10552	2143.0202
ARPC1B|10095	3255.4038	ARPC1B|10095	1293.9443
ARPC2|10109	6301.3227	ARPC2|10109	3847.0012
ARPC3|10094	4367.3513	ARPC3|10094	2713.2803
ARPC4|10093	3144.6026	ARPC4|10093	2656.9308
ARPC5L|81873	960.3183	ARPC5L|81873	560.5875
ARPC5|10092	6223.0347	ARPC5|10092	2988.9841
ARPM1|84517	206.6889	ARPM1|84517	46.8176
ARPP19|10776	3552.8551	ARPP19|10776	4118.4211
ARRB1|408	557.0491	ARRB1|408	1179.0086
ARRB2|409	1313.6896	ARRB2|409	502.754
ARRDC1|92714	965.6952	ARRDC1|92714	404.5288
ARRDC2|27106	662.6519	ARRDC2|27106	737.4541
ARRDC3|57561	2777.5029999999997	ARRDC3|57561	3611.3831
ARRDC4|91947	699.6451	ARRDC4|91947	1517.1359
ARSA|410	495.10699999999997	ARSA|410	393.5129
ARSB|411	647.3814	ARSB|411	256.12
ARSD|414	950.4248	ARSD|414	2375.459
ARSE|415	14.6252	ARSE|415	10.7099
ARSG|22901	75.7071	ARSG|22901	240.8201
lowly_expressed	lowly_expressed	ARSH|347527	5.202000000000001
ARSI|340075	58.2858	ARSI|340075	28.1518
ARSJ|79642	196.5803	ARSJ|79642	120.869
ARSK|153642	127.3255	ARSK|153642	180.8446
ART3|419	1375.2016	lowly_expressed	lowly_expressed
ART4|420	17.8514	ART4|420	36.7197
lowly_expressed	lowly_expressed	ART5|116969	18.6659
ARTN|9048	47.7471	ARTN|9048	5.507999999999999
ARV1|64801	494.6768	ARV1|64801	416.7687
ARVCF|421	154.6403	ARVCF|421	333.2313
ARX|170302	7.3126	lowly_expressed	lowly_expressed
AR|367	16.776	AR|367	279.0698
AS3MT|57412	160.4474	AS3MT|57412	257.0379
ASAH1|427	3966.8782	ASAH1|427	4927.7846
ASAH2B|653308	6.4523	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ASAH2|56624	6.12
ASAM|79827	271.212	ASAM|79827	824.6634
ASAP1|50807	1785.7834	ASAP1|50807	1208.6903
ASAP2|8853	1026.3469	ASAP2|8853	905.4468
ASAP3|55616	429.0784	ASAP3|55616	1087.5153
ASB13|79754	896.0103	ASB13|79754	672.2766
ASB14|142686	13.124	ASB14|142686	9.4859
ASB16|92591	8.6031	ASB16|92591	12.3133
ASB1|51665	341.8776	ASB1|51665	719.5563
ASB2|51676	69.2548	ASB2|51676	50.1836
ASB3|51130	482.8476	ASB3|51130	326.8054
ASB6|140459	576.1587	ASB6|140459	592.5796
ASB7|140460	462.2002	ASB7|140460	518.6659
ASB8|140461	587.8051	ASB8|140461	890.1469
ASB9|140462	55.4898	ASB9|140462	76.1934
ASCC1|51008	540.4882	ASCC1|51008	452.8764
ASCC2|84164	988.2783	ASCC2|84164	1224.6022
ASCC3|10973	1393.0529999999999	ASCC3|10973	918.2987
ASCL2|430	45.3812	ASCL2|430	14.3819
ASF1A|25842	1136.0361	ASF1A|25842	499.694
ASF1B|55723	339.8215	ASF1B|55723	34.5777
ASGR1|432	18.4966	ASGR1|432	18.6659
ASGR2|433	18.0665	lowly_expressed	lowly_expressed
ASH1L|55870	2948.9171	ASH1L|55870	2621.9461
ASH2L|9070	1091.0851	ASH2L|9070	1320.9914
ASL|435	465.2113	ASL|435	447.3684
ASMTL|8623	404.1209	ASMTL|8623	678.0814
ASNA1|439	872.9971	ASNA1|439	926.8666
ASNSD1|54529	1084.6328	ASNSD1|54529	1280.5998
ASNS|440	753.8445	ASNS|440	316.0955
ASPA|443	21.7228	ASPA|443	113.8311
lowly_expressed	lowly_expressed	ASPG|374569	8.8739
ASPHD1|253982	137.6492	ASPHD1|253982	23.8678
ASPHD2|57168	95.2791	ASPHD2|57168	49.8776
ASPH|444	3543.6391	ASPH|444	10976.8972
ASPM|259266	638.9934	ASPM|259266	7.0379
ASPN|54829	575.3307	ASPN|54829	600.6732
ASPRV1|151516	45.9426	ASPRV1|151516	102.1022
ASPSCR1|79058	239.8107	ASPSCR1|79058	257.9559
ASRGL1|80150	230.1323	ASRGL1|80150	191.2485
ASS1|445	3070.0075	ASS1|445	3546.5116
ASTE1|28990	174.0037	ASTE1|28990	304.5808
ASTN1|460	47.9621	ASTN1|460	52.0196
ASTN2|23245	46.8868	ASTN2|23245	182.0685
ASXL1|171023	1630.0677	ASXL1|171023	1807.8335
ASXL2|55252	1052.3712	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ASXL3|80816	26.0098
ATAD1|84896	1032.154	ATAD1|84896	1179.6206
ATAD2B|54454	554.2531	ATAD2B|54454	291.6157
ATAD2|29028	1412.4099	ATAD2|29028	345.7772
ATAD3A|55210	472.73900000000003	ATAD3A|55210	325.2754
ATAD3B|83858	193.139	ATAD3B|83858	166.7687
ATAD3C|219293	57.4255	ATAD3C|219293	116.5851
ATAD5|79915	297.2363	ATAD5|79915	61.8115
ATE1|11101	267.5557	ATE1|11101	282.1297
ATF1|466	514.679	ATF1|466	566.7075
ATF2|1386	483.7079	ATF2|1386	479.8042
ATF3|467	2125.3898	ATF3|467	9746.328000000001
ATF4|468	5095.1715	ATF4|468	7115.6671
