gene_id	TCGA-BH-A1EO-01A-11R-A137-07	gene_id	TCGA-BH-A1EO-11A-31R-A137-07
ALPK3|57538	246.05700000000002	ALPK3|57538	289.3037
ALPL|249	124.7452	ALPL|249	940.4164
ALS2CL|259173	82.4005	ALS2CL|259173	208.4231
lowly_expressed	lowly_expressed	ALS2CR11|151254	8.8538
lowly_expressed	lowly_expressed	ALS2CR12|130540	6.2216
ALS2CR4|65062	682.6651	ALS2CR4|65062	774.1086
ALS2CR8|79800	189.4067	ALS2CR8|79800	88.0593
ALS2|57679	848.0383	ALS2|57679	592.7255
lowly_expressed	lowly_expressed	ALX1|8092	7.8966
ALX3|257	18.3112	ALX3|257	17.4683
lowly_expressed	lowly_expressed	ALX4|60529	5.5037
AMACR|23600	577.3756	AMACR|23600	385.7382
AMBP|259	7.4389	lowly_expressed	lowly_expressed
AMBRA1|55626	1044.3117	AMBRA1|55626	569.7535
AMD1|262	1860.8777	AMD1|262	1951.4238
AMDHD1|144193	10.3001	AMDHD1|144193	28.2364
AMDHD2|51005	170.1971	AMDHD2|51005	206.6858
AMFR|267	3145.5241	AMFR|267	3134.7212
AMICA1|120425	90.4116	AMICA1|120425	462.3116
AMIGO1|57463	105.8617	AMIGO1|57463	118.6887
AMIGO2|347902	661.4871	AMIGO2|347902	393.3955
AMIGO3|386724	46.9225	AMIGO3|386724	39.4831
AMMECR1L|83607	946.4611	AMMECR1L|83607	853.7928
AMMECR1|9949	726.7265	AMMECR1|9949	197.6549
AMN1|196394	145.3453	AMN1|196394	164.3934
AMOTL1|154810	1704.6601	AMOTL1|154810	1793.7306
AMOTL2|51421	1875.7555	AMOTL2|51421	4588.179
AMOT|154796	578.5201	AMOT|154796	600.3829
AMPD2|271	643.7538	AMPD2|271	566.1642
AMPD3|272	303.8518	AMPD3|272	181.8617
AMPH|273	348.4854	AMPH|273	433.8358
AMT|275	20.6345	AMT|275	40.201
AMY2B|280	43.0142	AMY2B|280	215.4343
AMZ1|155185	180.2511	lowly_expressed	lowly_expressed
AMZ2P1|201283	153.9287	AMZ2P1|201283	272.5532
AMZ2|51321	1323.5578	AMZ2|51321	1567.3606
ANAPC10|10393	104.1451	ANAPC10|10393	193.8263
ANAPC11|51529	489.8251	ANAPC11|51529	1028.4757
ANAPC13|25847	690.7221	ANAPC13|25847	1643.4147
ANAPC16|119504	1477.4865	ANAPC16|119504	2948.7916
ANAPC1|64682	896.1053	ANAPC1|64682	458.4829
ANAPC2|29882	355.3521	ANAPC2|29882	511.3664
ANAPC4|29945	387.969	ANAPC4|29945	507.5377
ANAPC5|51433	1389.3638	ANAPC5|51433	2126.5853
ANAPC7|51434	857.1939	ANAPC7|51434	861.4501
ANGEL1|23357	694.1097	ANGEL1|23357	402.4886
ANGEL2|90806	1056.3285	ANGEL2|90806	511.1271
ANGPT1|284	61.2281	ANGPT1|284	1031.3472
ANGPT2|285	362.2188	ANGPT2|285	916.0086
lowly_expressed	lowly_expressed	ANGPT4|51378	41.3975
ANGPTL1|9068	144.7731	ANGPTL1|9068	1516.8701
ANGPTL2|23452	2920.6395	ANGPTL2|23452	13210.3374
ANGPTL4|51129	115.0173	ANGPTL4|51129	2629.5765
ANGPTL5|253935	7.4389	ANGPTL5|253935	239.2917
ANGPTL6|83854	9.9624	lowly_expressed	lowly_expressed
ANGPTL7|10218	9.7278	ANGPTL7|10218	11.2467
ANG|283	131.8923	ANG|283	625.1783
ANK1|286	11.4445	ANK1|286	52.8835
ANK2|287	604.8425	ANK2|287	3813.1132
ANK3|288	1389.3638	ANK3|288	61.9765
ANKAR|150709	13.7334	ANKAR|150709	29.9115
ANKDD1A|348094	36.6224	ANKDD1A|348094	213.2089
ANKFY1|51479	2282.0357	ANKFY1|51479	1691.7923
ANKHD1-EIF4EBP3|404734	829.9903	ANKHD1-EIF4EBP3|404734	467.5138
ANKHD1|54882	3148.7915	ANKHD1|54882	1402.0292
ANKH|56172	3190.1577	ANKH|56172	1969.8492
ANKIB1|54467	2391.903	ANKIB1|54467	1202.4408
ANKLE2|23141	1243.4462	ANKLE2|23141	1461.3544
ANKMY1|51281	109.2951	ANKMY1|51281	134.7212
ANKMY2|57037	499.5529	ANKMY2|57037	525.006
ANKRA2|57763	249.4904	ANKRA2|57763	203.8765
ANKRD10|55608	1609.0984	ANKRD10|55608	1130.347
ANKRD11|29123	1154.5166	ANKRD11|29123	1321.6152
ANKRD12|23253	1103.251	ANKRD12|23253	994.9749
ANKRD13A|88455	976.2169	ANKRD13A|88455	1040.201
ANKRD13B|124930	139.0508	ANKRD13B|124930	190.7155
ANKRD13C|81573	729.0154	ANKRD13C|81573	700.1675
ANKRD13D|338692	252.3515	ANKRD13D|338692	365.87699999999995
ANKRD16|54522	82.9727	ANKRD16|54522	82.2039
ANKRD17|26057	3486.5706	ANKRD17|26057	1683.6564
ANKRD19|138649	21.7446	ANKRD19|138649	43.7904
ANKRD1|27063	10.3001	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANKRD20B|729171	5.5037
ANKRD22|118932	21.1723	lowly_expressed	lowly_expressed
ANKRD23|200539	18.8834	ANKRD23|200539	6.9395
ANKRD24|170961	7.4389	ANKRD24|170961	9.0931
ANKRD26|22852	208.2901	ANKRD26|22852	147.643
ANKRD27|84079	879.5107	ANKRD27|84079	828.1886
ANKRD28|23243	1521.5479	ANKRD28|23243	1149.5573
ANKRD29|147463	34.9058	ANKRD29|147463	357.7411
lowly_expressed	lowly_expressed	ANKRD2|26287	10.5288
ANKRD30A|91074	177.3899	ANKRD30A|91074	5.0251
ANKRD32|84250	203.1401	ANKRD32|84250	108.6384
ANKRD34A|284615	7.4389	ANKRD34A|284615	11.2467
ANKRD35|148741	17.1668	ANKRD35|148741	245.5133
ANKRD36BP1|84832	238.6181	ANKRD36BP1|84832	45.943999999999996
ANKRD36B|57730	19.4557	ANKRD36B|57730	12.9218
ANKRD36|375248	94.4172	ANKRD36|375248	88.0593
ANKRD37|353322	48.17	ANKRD37|353322	75.3218
ANKRD39|51239	51.5003	ANKRD39|51239	117.2529
ANKRD40|91369	1375.0581	ANKRD40|91369	3304.3790000000004
ANKRD42|338699	386.8245	ANKRD42|338699	174.2044
ANKRD43|134548	81.8283	ANKRD43|134548	27.9971
ANKRD44|91526	147.6342	ANKRD44|91526	83.0342
ANKRD45|339416	7.4389	ANKRD45|339416	7.8966
ANKRD46|157567	1051.8708	ANKRD46|157567	754.4867
ANKRD49|54851	275.2405	ANKRD49|54851	271.3568
ANKRD50|57182	3558.0988	ANKRD50|57182	749.2223
ANKRD52|283373	1055.184	ANKRD52|283373	608.9974
ANKRD53|79998	7.4389	ANKRD53|79998	115.3386
ANKRD54|129138	273.5238	ANKRD54|129138	336.2048
ANKRD56|345079	77.2505	lowly_expressed	lowly_expressed
ANKRD57|65124	972.2113	ANKRD57|65124	528.8346
ANKRD58|347454	12.589	ANKRD58|347454	13.161
ANKRD5|63926	191.6956	ANKRD5|63926	111.5099
ANKRD6|22881	320.1259	ANKRD6|22881	223.7665
ANKRD9|122416	17.1668	ANKRD9|122416	53.361999999999995
ANKS1A|23294	1259.4685	ANKS1A|23294	769.3228
ANKS1B|56899	47.4947	ANKS1B|56899	12.6825
ANKS3|124401	149.9231	ANKS3|124401	131.6104
ANKS6|203286	237.4736	ANKS6|203286	336.2048
ANKZF1|55139	279.8183	ANKZF1|55139	263.4602
ANLN|54443	889.8108	ANLN|54443	64.1302
ANO10|55129	896.1053	ANO10|55129	1005.743
ANO1|55107	5749.1506	ANO1|55107	661.163
ANO2|57101	153.3565	ANO2|57101	94.2809
lowly_expressed	lowly_expressed	ANO3|63982	85.9057
lowly_expressed	lowly_expressed	ANO4|121601	10.5288
ANO5|203859	10.3001	ANO5|203859	46.9012
ANO6|196527	3170.1298	ANO6|196527	6668.3417
ANO7|50636	12.0167	ANO7|50636	6.4609
ANO8|57719	176.2455	ANO8|57719	116.0565
ANO9|338440	97.2784	lowly_expressed	lowly_expressed
ANP32A|8125	1765.316	ANP32A|8125	2740.8471
ANP32B|10541	1776.1883	ANP32B|10541	3546.0637
ANP32E|81611	1942.1337	ANP32E|81611	987.5568
ANPEP|290	935.0166	ANPEP|290	1567.1213
ANTXR1|84168	18589.3208	ANTXR1|84168	4445.0826
ANTXR2|118429	1527.8424	ANTXR2|118429	4250.2991
ANUBL1|93550	187.1178	ANUBL1|93550	140.7035
ANXA11|311	2125.2459	ANXA11|311	6168.2221
ANXA1|301	4531.4545	ANXA1|301	30122.0388
ANXA2P1|303	57.2226	ANXA2P1|303	157.6932
ANXA2P2|304	4164.6579	ANXA2P2|304	10076.5733
lowly_expressed	lowly_expressed	ANXA2P3|305	12.2039
ANXA2|302	12411.001	ANXA2|302	31737.7363
ANXA3|306	760.4878	ANXA3|306	1012.2039
ANXA4|307	2571.0096	ANXA4|307	2841.1103
ANXA5|308	7686.7065	ANXA5|308	24845.4176
ANXA6|309	6377.4543	ANXA6|309	11953.3381
ANXA7|310	2413.6476	ANXA7|310	4050.4905
ANXA8L2|244	5.15	lowly_expressed	lowly_expressed
ANXA8|653145	6.2945	ANXA8|653145	5.0251
ANXA9|8416	872.6439999999999	ANXA9|8416	19.1433
AOAH|313	165.9454	AOAH|313	264.178
AOC2|314	5.15	AOC2|314	167.0256
AOC3|8639	1036.3006	AOC3|8639	17672.648999999998
AOX1|316	241.4792	AOX1|316	1886.0972
AP1AR|55435	1059.7618	AP1AR|55435	399.1385
AP1B1|162	2996.1732	AP1B1|162	2238.3345
AP1G1|164	2746.1107	AP1G1|164	1618.8083
AP1G2|8906	609.3001	AP1G2|8906	239.6626
AP1M1|8907	963.0557	AP1M1|8907	1458.7222
AP1M2|10053	1605.665	AP1M2|10053	5.9823
AP1S1|1174	568.7922	AP1S1|1174	466.3795
AP1S2|8905	715.2819999999999	AP1S2|8905	1395.5492
AP1S3|130340	284.9683	AP1S3|130340	30.1508
AP2A1|160	1680.9184	lowly_expressed	lowly_expressed
AP2A2|161	2050.8566	AP2A2|161	2589.3754
AP2B1|163	11245.9497	AP2B1|163	4789.6626
AP2M1|1173	5606.0942	AP2M1|1173	7047.1405
AP2S1|1175	834.3049	AP2S1|1175	1582.9146
AP3B1|8546	2071.4567	AP3B1|8546	1247.4276
AP3B2|8120	38.9113	AP3B2|8120	20.3398
AP3D1|8943	2937.2340000000004	AP3D1|8943	1992.582
AP3M1|26985	1495.7977	AP3M1|26985	1321.608
AP3M2|10947	1310.9688	AP3M2|10947	424.2642
AP3S1|1176	1402.5249	AP3S1|1176	2141.6607
AP3S2|10239	1372.0482	AP3S2|10239	1938.2532
AP4B1|10717	312.5668	AP4B1|10717	390.6963
AP4E1|23431	397.1246	AP4E1|23431	315.865
AP4M1|9179	440.0415	AP4M1|9179	316.1043
AP4S1|11154	64.0893	AP4S1|11154	115.3386
APAF1|317	512.1419	APAF1|317	441.2539
APBA1|320	343.9076	APBA1|320	151.9502
APBA2|321	102.4284	APBA2|321	23.4506
APBA3|9546	149.9231	APBA3|9546	146.6858
APBB1IP|54518	547.0477	APBB1IP|54518	1237.8559
APBB1|322	377.0967	APBB1|322	759.2726
APBB2|323	2810.7721	APBB2|323	2616.4154
APBB3|10307	183.6844	APBB3|10307	109.5956
APCDD1L|164284	47.4947	APCDD1L|164284	85.9057
APCDD1|147495	454.9194	APCDD1|147495	2648.4805
APC|324	1664.6043	APC|324	907.3941
APEH|327	2039.9843	APEH|327	1147.643
APEX1|328	2295.7691	APEX1|328	2197.6549
APEX2|27301	579.6645	APEX2|27301	357.2625
APH1A|51107	8801.402	APH1A|51107	3905.2405
APH1B|83464	390.2579	APH1B|83464	530.9883
API5|8539	4211.5804	API5|8539	2050.7298
APIP|51074	340.1824	APIP|51074	757.0424
APITD1|378708	165.9454	APITD1|378708	138.1359
APLF|200558	147.6342	APLF|200558	119.6458
APLNR|187	1258.3241	APLNR|187	2816.9419
APLN|8862	149.9231	APLN|8862	120.8423
APLP1|333	20.6001	APLP1|333	29.6722
APLP2|334	19340.6531	APLP2|334	12775.3051
APOA1BP|128240	1442.5807	APOA1BP|128240	1433.8358
APOB48R|55911	131.6119	APOB48R|55911	173.0079
APOBEC3A|200315	6.8667	APOBEC3A|200315	18.4255
APOBEC3B|9582	104.1451	APOBEC3B|9582	27.5185
APOBEC3C|27350	228.8902	APOBEC3C|27350	352.4767
APOBEC3D|140564	45.778	APOBEC3D|140564	82.3163
APOBEC3F|200316	97.8506	APOBEC3F|200316	98.5882
APOBEC3G|60489	151.0676	APOBEC3G|60489	231.6344
lowly_expressed	lowly_expressed	APOBEC3H|164668	5.5037
lowly_expressed	lowly_expressed	APOB|338	338.1192
APOC1|341	1573.6204	APOC1|341	1600.8615
APOC2|344	168.8066	APOC2|344	35.1759
APOD|347	2043.9898	APOD|347	26292.892999999996
APOE|348	3074.5681	APOE|348	5838.9567
APOL1|8542	1756.1604	APOL1|8542	1901.8904
APOL2|23780	708.9875	APOL2|23780	841.5889
APOL3|80833	501.8419	APOL3|80833	1997.3678
APOL4|80832	409.7135	APOL4|80832	559.9426
APOL6|80830	2435.9644	APOL6|80830	4504.4269
APOLD1|81575	484.1029	APOLD1|81575	1769.5621
APOM|55937	16.6117	APOM|55937	40.2417
APOOL|139322	355.3521	APOOL|139322	100.2632
APOO|79135	210.579	APOO|79135	176.358
APPBP2|10513	1490.0755	APPBP2|10513	1220.8662
APPL1|26060	2812.4888	APPL1|26060	1590.8112
APPL2|55198	1083.2231	APPL2|55198	1186.1689
APP|351	22252.7091	APP|351	15046.1833
APRT|353	636.8871	APRT|353	1205.7909
APTX|54840	485.2473	APTX|54840	521.8952
AQP11|282679	26.8946	AQP11|282679	29.1936
AQP1|358	3558.5794	AQP1|358	26853.3046
lowly_expressed	lowly_expressed	AQP2|359	5.5037
AQP3|360	88.695	AQP3|360	330.2225
lowly_expressed	lowly_expressed	AQP4|361	6.4609
lowly_expressed	lowly_expressed	AQP5|362	5.0251
lowly_expressed	lowly_expressed	AQP7P1|375719	342.1871
lowly_expressed	lowly_expressed	AQP7P3|441432	57.9086
AQP7|364	14.8779	AQP7|364	3011.9646
AQP9|366	294.6962	AQP9|366	417.3247
AQPEP|206338	8.0112	AQPEP|206338	473.5463
AQR|9716	1130.1456	AQR|9716	779.8516
ARAF|369	999.6781	ARAF|369	1147.1644
ARAP1|116985	1941.4928	ARAP1|116985	2776.4896
ARAP2|116984	388.5412	ARAP2|116984	248.3848
ARAP3|64411	280.3905	ARAP3|64411	953.3381
ARCN1|372	4243.625	ARCN1|372	3914.5729
lowly_expressed	lowly_expressed	ARC|23237	387.8918
AREG|374	192.2678	AREG|374	48.0976
ARF1|375	9422.839	ARF1|375	7112.9457
ARF3|377	4791.2449	ARF3|377	3820.2919
ARF4|378	6970.8523	ARF4|378	5527.6382
ARF5|381	2352.3794	ARF5|381	2523.027
ARF6|382	3874.5395	ARF6|382	3123.7138
ARFGAP1|55738	749.6155	ARFGAP1|55738	684.3743
ARFGAP2|84364	1841.9942	ARFGAP2|84364	1729.1218
ARFGAP3|26286	1102.1065	ARFGAP3|26286	1153.386
ARFGEF1|10565	7009.8609	ARFGEF1|10565	1003.1108
ARFGEF2|10564	3874.5395	ARFGEF2|10564	977.9852
ARFIP1|27236	1643.4319	ARFIP1|27236	1039.9617
ARFIP2|23647	1165.6235	ARFIP2|23647	659.9665
ARFRP1|10139	355.3521	ARFRP1|10139	625.0299
ARG2|384	206.4933	ARG2|384	235.7717
ARGLU1|55082	732.4488	ARGLU1|55082	1290.2608
ARHGAP10|79658	270.0905	ARHGAP10|79658	922.4695
ARHGAP11A|9824	278.1016	ARHGAP11A|9824	92.6059
ARHGAP11B|89839	14.3056	lowly_expressed	lowly_expressed
ARHGAP12|94134	720.432	ARHGAP12|94134	708.7819999999999
ARHGAP15|55843	112.7284	ARHGAP15|55843	188.8011
ARHGAP17|55114	992.2392	ARHGAP17|55114	1764.7763
ARHGAP18|93663	943.0278	ARHGAP18|93663	1215.8411
ARHGAP19|84986	403.9913	ARHGAP19|84986	324.2402
ARHGAP1|392	6386.0377	ARHGAP1|392	3604.9294
ARHGAP20|57569	139.0508	ARHGAP20|57569	502.9911
ARHGAP21|57584	1873.4666	ARHGAP21|57584	3001.675
ARHGAP22|58504	63.516999999999996	ARHGAP22|58504	96.4346
ARHGAP23|57636	490.3973	ARHGAP23|57636	1426.1785
ARHGAP24|83478	375.38	ARHGAP24|83478	1022.4934
ARHGAP25|9938	327.8853	ARHGAP25|9938	530.2704
ARHGAP26|23092	248.3459	ARHGAP26|23092	442.6896
ARHGAP27|201176	355.9243	ARHGAP27|201176	434.5226
ARHGAP28|79822	468.6528	ARHGAP28|79822	450.8256
ARHGAP29|9411	1495.2255	ARHGAP29|9411	3032.5437
ARHGAP30|257106	614.5703	ARHGAP30|257106	987.3175
ARHGAP31|57514	1321.8411	ARHGAP31|57514	2380.7131
ARHGAP32|9743	2854.8335	ARHGAP32|9743	315.865
ARHGAP33|115703	94.9894	ARHGAP33|115703	28.2364
ARHGAP36|158763	19.4557	ARHGAP36|158763	52.8835
ARHGAP39|80728	504.70300000000003	ARHGAP39|80728	31.3472
ARHGAP42|143872	178.5344	ARHGAP42|143872	235.7023
ARHGAP4|393	222.0235	ARHGAP4|393	494.6159
ARHGAP5|394	2652.8379	ARHGAP5|394	1609.9545
ARHGAP6|395	102.4284	ARHGAP6|395	316.5829
ARHGAP8|23779	278.1303	ARHGAP8|23779	22.971999999999998
ARHGAP9|64333	115.5896	ARHGAP9|64333	231.1558
ARHGDIA|396	3169.5576	ARHGDIA|396	4742.0436
ARHGDIB|397	2590.4653	ARHGDIB|397	5013.8789
lowly_expressed	lowly_expressed	ARHGDIG|398	57.1644
ARHGEF10L|55160	885.2330000000001	ARHGEF10L|55160	695.3817
ARHGEF10|9639	632.3093	ARHGEF10|9639	1176.8366
ARHGEF11|9826	1561.6037	ARHGEF11|9826	1104.0919
ARHGEF12|23365	6336.8263	ARHGEF12|23365	3184.0153
ARHGEF15|22899	350.2021	ARHGEF15|22899	2463.2687
ARHGEF16|27237	176.2455	ARHGEF16|27237	27.7578
ARHGEF17|9828	1345.3024	ARHGEF17|9828	1163.6755
ARHGEF18|23370	1030.5783	ARHGEF18|23370	536.7313
ARHGEF19|128272	319.8741	ARHGEF19|128272	135.4391
ARHGEF1|9138	690.6763	ARHGEF1|9138	1168.4614
ARHGEF2|9181	1880.3333	ARHGEF2|9181	2757.3582
ARHGEF33|100271715	5.7223	ARHGEF33|100271715	5.9823
ARHGEF35|445328	212.8679	ARHGEF35|445328	76.0948
ARHGEF37|389337	687.2429	ARHGEF37|389337	377.8416
ARHGEF38|54848	51.5003	lowly_expressed	lowly_expressed
ARHGEF3|50650	1484.3532	ARHGEF3|50650	1092.3666
ARHGEF4|50649	24.6057	ARHGEF4|50649	211.7732
ARHGEF5|7984	333.6075	ARHGEF5|7984	96.4346
ARHGEF6|9459	2432.531	ARHGEF6|9459	3123.9531
ARHGEF7|8874	1343.0135	lowly_expressed	lowly_expressed
ARHGEF9|23229	676.3707	ARHGEF9|23229	393.6348
ARID1A|8289	2855.978	lowly_expressed	lowly_expressed
ARID1B|57492	1719.5379	ARID1B|57492	1270.6389
ARID2|196528	984.8003	ARID2|196528	566.882
ARID3A|1820	72.1004	ARID3A|1820	78.727
ARID3B|10620	90.9839	ARID3B|10620	58.3872
ARID4A|5926	666.0706	ARID4A|5926	561.8569
ARID4B|51742	1965.5949	ARID4B|51742	876.7385
ARID5A|10865	356.4965	ARID5A|10865	648.4805
ARID5B|84159	2154.4294	ARID5B|84159	2184.7332
ARIH1|25820	1556.4536	ARIH1|25820	1578.368
ARIH2|10425	1443.7252	ARIH2|10425	1402.9529
ARL10|285598	50.3559	ARL10|285598	27.04
ARL11|115761	107.0062	ARL11|115761	88.0593
ARL13B|200894	206.0012	ARL13B|200894	279.732
ARL15|54622	560.7811	ARL15|54622	822.2063
ARL16|339231	219.1624	ARL16|339231	456.5686
ARL17A|51326	68.3008	ARL17A|51326	43.1706
ARL1|400	2164.7294	ARL1|400	2319.4544
ARL2BP|23568	1802.5106	ARL2BP|23568	2590.8112
ARL2|402	544.1865	ARL2|402	2080.8806
ARL3|403	715.8542	ARL3|403	694.1852
ARL4A|10124	232.3236	ARL4A|10124	621.9191
ARL4C|10123	1477.4865	ARL4C|10123	1015.0754
ARL4D|379	117.3062	ARL4D|379	415.1711
ARL5A|26225	1284.0742	ARL5A|26225	1214.4054
ARL5B|221079	310.1463	ARL5B|221079	157.9325
ARL6IP1|23204	8745.3238	ARL6IP1|23204	5428.0928
ARL6IP4|51329	454.3471	ARL6IP4|51329	2272.314
ARL6IP5|10550	6546.2609	ARL6IP5|10550	8315.3865
ARL6IP6|151188	368.5133	ARL6IP6|151188	330.7011
ARL6|84100	102.4284	ARL6|84100	66.5231
ARL8A|127829	1171.9180000000001	ARL8A|127829	1139.9856
ARL8B|55207	3712.5997	ARL8B|55207	2740.8471
ARMC10|83787	1148.8631	ARMC10|83787	754.0967
ARMC1|55156	664.9261	ARMC1|55156	625.2692
ARMC2|84071	53.217	ARMC2|84071	58.6265
ARMC5|79798	193.4123	ARMC5|79798	231.6344
ARMC6|93436	321.0186	ARMC6|93436	464.9318
ARMC7|79637	258.64599999999996	ARMC7|79637	225.8914
ARMC8|25852	760.4878	ARMC8|25852	837.9995
ARMC9|80210	487.5362	ARMC9|80210	105.0491
ARMCX1|51309	291.2628	ARMCX1|51309	1055.9943
ARMCX2|9823	881.2274	ARMCX2|9823	657.3343
ARMCX3|51566	2467.4368	ARMCX3|51566	2080.8806
ARMCX5|64860	276.385	ARMCX5|64860	267.5281
ARMCX6|54470	200.27900000000002	ARMCX6|54470	233.0701
ARNT2|9915	577.3756	ARNT2|9915	69.8732
ARNTL2|56938	112.1562	ARNTL2|56938	68.6767
ARNTL|406	494.4029	ARNTL|406	348.4087
ARNT|405	2348.4139	ARNT|405	1839.1960000000001
ARPC1A|10552	2114.0818	ARPC1A|10552	2306.1953
ARPC1B|10095	1902.942	ARPC1B|10095	4053.9387
ARPC2|10109	5443.0099	ARPC2|10109	7299.3539
ARPC3|10094	2496.0481	ARPC3|10094	4363.9627
ARPC4|10093	2637.4107	ARPC4|10093	3989.3563
ARPC5L|81873	539.6087	ARPC5L|81873	807.6095
ARPC5|10092	4770.6448	ARPC5|10092	5700.1675
ARPM1|84517	29.1835	ARPM1|84517	72.2661
ARPP19|10776	4086.263	ARPP19|10776	4331.1797
ARRB1|408	790.2436	ARRB1|408	1288.5858
ARRB2|409	734.7377	ARRB2|409	1679.1098
ARRDC1|92714	653.4816	ARRDC1|92714	330.9404
ARRDC2|27106	306.1407	ARRDC2|27106	650.3948
ARRDC3|57561	2726.655	ARRDC3|57561	2513.0414
ARRDC4|91947	496.6918	ARRDC4|91947	1271.1175
ARSA|410	602.5536	ARSA|410	793.252
ARSB|411	1030.0061	ARSB|411	591.5291
ARSD|414	3978.1124	ARSD|414	949.0309
ARSE|415	119.5952	lowly_expressed	lowly_expressed
ARSG|22901	337.6131	ARSG|22901	98.5882
ARSH|347527	6.2945	lowly_expressed	lowly_expressed
ARSI|340075	187.1178	ARSI|340075	260.3494
ARSJ|79642	73.2449	ARSJ|79642	60.0622
ARSK|153642	199.1345	ARSK|153642	163.6755
lowly_expressed	lowly_expressed	ART4|420	8.1359
ART5|116969	5.7223	ART5|116969	9.5717
ARTN|9048	101.2839	lowly_expressed	lowly_expressed
ARV1|64801	515.003	ARV1|64801	314.9079
ARVCF|421	114.4451	ARVCF|421	124.671
AR|367	943.6	AR|367	89.7344
AS3MT|57412	227.1736	AS3MT|57412	240.7274
ASAH1|427	7850.363	ASAH1|427	11107.9206
ASAM|79827	601.9813	ASAM|79827	1437.4252
ASAP1|50807	1805.3718	ASAP1|50807	1305.3362
ASAP2|8853	703.2653	ASAP2|8853	1520.6987
ASAP3|55616	1240.0129	ASAP3|55616	1335.2477
ASB13|79754	630.5926	ASB13|79754	394.592
ASB14|142686	6.2945	ASB14|142686	11.485999999999999
ASB1|51665	357.2805	ASB1|51665	515.9416
ASB2|51676	22.3168	ASB2|51676	18.1862
ASB3|51130	241.8798	ASB3|51130	287.6286
ASB6|140459	471.3823	ASB6|140459	486.1618
ASB7|140460	438.897	ASB7|140460	386.4561
ASB8|140461	688.3874	ASB8|140461	850.2034
ASB9|140462	20.0279	ASB9|140462	115.0993
ASCC1|51008	469.7972	ASCC1|51008	470.2082
ASCC2|84164	953.9001	ASCC2|84164	1397.7028
ASCC3|10973	1987.3395	ASCC3|10973	610.9117
ASCL1|429	25.7502	lowly_expressed	lowly_expressed
ASCL2|430	30.9002	ASCL2|430	10.5288
ASF1A|25842	606.5591	ASF1A|25842	477.8655
ASF1B|55723	351.3465	ASF1B|55723	53.361999999999995
lowly_expressed	lowly_expressed	ASGR1|432	10.0503
lowly_expressed	lowly_expressed	ASGR2|433	23.2113
ASH1L|55870	3921.9828	ASH1L|55870	1334.0369
ASH2L|9070	4282.5364	ASH2L|9070	1337.4013
ASL|435	350.2021	ASL|435	470.4475
ASMTL|8623	483.5306	ASMTL|8623	740.3565
ASNA1|439	1091.2342	ASNA1|439	1342.6657
ASNSD1|54529	1128.4289	ASNSD1|54529	1401.2922
ASNS|440	398.8412	ASNS|440	208.9017
ASPA|443	5.7223	ASPA|443	247.1883
ASPHD1|253982	8.5834	ASPHD1|253982	11.0074
ASPHD2|57168	129.8952	ASPHD2|57168	64.848
ASPH|444	39435.9687	ASPH|444	16531.7133
ASPM|259266	478.9528	ASPM|259266	27.9971
ASPN|54829	17519.8312	ASPN|54829	7630.7729
ASPRV1|151516	30.328000000000003	ASPRV1|151516	99.7703
ASPSCR1|79058	189.9789	ASPSCR1|79058	276.8605
ASRGL1|80150	103.0006	ASRGL1|80150	286.9107
ASS1|445	304.42400000000004	ASS1|445	5026.3221
ASTE1|28990	214.9623	ASTE1|28990	244.7332
lowly_expressed	lowly_expressed	ASTN1|460	15.0754
ASTN2|23245	609.4203	ASTN2|23245	112.7064
ASXL1|171023	1724.1157	ASXL1|171023	1515.6736
ASXL2|55252	1206.2516	ASXL2|55252	378.3202
ASXL3|80816	14.3056	ASXL3|80816	8.3752
ATAD1|84896	426.8803	ATAD1|84896	911.2228
ATAD2B|54454	509.853	ATAD2B|54454	257.4779
ATAD2|29028	2595.0431	ATAD2|29028	257.4779
ATAD3A|55210	165.3732	ATAD3A|55210	251.7349
ATAD3B|83858	61.2281	ATAD3B|83858	94.2809
ATAD3C|219293	5.7223	ATAD3C|219293	36.133
ATAD5|79915	93.2728	ATAD5|79915	17.4683
ATE1|11101	294.124	ATE1|11101	180.6652
ATF1|466	465.7916	ATF1|466	647.5233
ATF2|1386	775.9379	ATF2|1386	407.9923
ATF3|467	742.7488	ATF3|467	3810.7203
ATF4|468	3363.5421	ATF4|468	7210.3374
ATF5|22809	543.6143	ATF5|22809	682.6992
ATF6B|1388	2780.1752	ATF6B|1388	1103.8526
ATF6|22926	2375.8807	ATF6|22926	1248.3848
ATF7IP2|80063	52.0725	ATF7IP2|80063	78.727
ATF7IP|55729	1693.7878	ATF7IP|55729	585.0682
ATF7|11016	1639.4263	ATF7|11016	1352.4767
ATG10|83734	111.0118	ATG10|83734	108.8777
ATG12|9140	565.3589	ATG12|9140	691.0744
ATG16L1|55054	872.6439999999999	ATG16L1|55054	453.9363
ATG16L2|89849	136.9221	ATG16L2|89849	137.1788
ATG2A|23130	663.2095	ATG2A|23130	386.2168
ATG2B|55102	1530.1313	ATG2B|55102	817.1811
ATG3|64422	757.0545	ATG3|64422	1165.3506
ATG4A|115201	367.3688	ATG4A|115201	462.0723
ATG4B|23192	518.4364	ATG4B|23192	650.3948
ATG4C|84938	300.4184	ATG4C|84938	356.3053
