gene_id	TCGA-BH-A0DG-01A-21R-A12P-07	gene_id	TCGA-BH-A0DG-11A-43R-A12P-07
ALOX5AP|241	505.2884	ALOX5AP|241	234.2447
ALOX5|240	428.9949	ALOX5|240	715.2887
ALOXE3|59344	9.5888	ALOXE3|59344	9.9116
ALPK1|80216	415.6539	ALPK1|80216	932.3532
ALPK2|115701	102.9754	ALPK2|115701	11.2332
ALPK3|57538	308.0925	ALPK3|57538	156.934
ALPL|249	273.4895	ALPL|249	1074.0894
ALS2CL|259173	86.2993	ALS2CL|259173	260.6756
ALS2CR11|151254	5.8367	ALS2CR11|151254	9.2508
ALS2CR12|130540	9.5888	lowly_expressed	lowly_expressed
ALS2CR4|65062	498.2011	ALS2CR4|65062	1637.0695
ALS2CR8|79800	87.55	ALS2CR8|79800	381.267
ALS2|57679	554.4832	ALS2|57679	865.9453
ALX3|257	10.4226	ALX3|257	35.3514
ALX4|60529	13.7579	ALX4|60529	58.809
AMACR|23600	431.9132	AMACR|23600	252.7463
lowly_expressed	lowly_expressed	AMBP|259	12.2243
AMBRA1|55626	1103.1297	AMBRA1|55626	1051.9534
AMD1|262	1238.2068	AMD1|262	1886.8423
AMDHD1|144193	7.5043	AMDHD1|144193	19.4929
AMDHD2|51005	198.0297	AMDHD2|51005	109.0939
AMFR|267	4227.4131	AMFR|267	3626.0015
AMICA1|120425	232.6328	AMICA1|120425	343.9333
AMIGO1|57463	75.0428	AMIGO1|57463	226.6457
AMIGO2|347902	929.6932	AMIGO2|347902	2280.0033
AMIGO3|386724	95.4712	AMIGO3|386724	40.6376
AMMECR1L|83607	822.1360000000001	AMMECR1L|83607	975.3035
AMMECR1|9949	336.0251	AMMECR1|9949	291.7321
AMN1|196394	183.0211	AMN1|196394	261.6668
AMOTL1|154810	1345.3513	AMOTL1|154810	2995.9528
AMOTL2|51421	1309.9144	AMOTL2|51421	2219.5424
AMOT|154796	1106.048	AMOT|154796	1639.3822
AMPD1|270	7.5043	AMPD1|270	34.6907
AMPD2|271	549.4803	AMPD2|271	672.3383
AMPD3|272	280.5768	AMPD3|272	232.5927
AMPH|273	110.4797	AMPH|273	57.4874
AMT|275	50.6372	AMT|275	158.2225
lowly_expressed	lowly_expressed	AMY1A|276	29.0741
AMY2B|280	62.3648	AMY2B|280	382.767
AMZ1|155185	11.2564	AMZ1|155185	8.5901
AMZ2P1|201283	228.8807	AMZ2P1|201283	207.4833
AMZ2|51321	2228.7723	AMZ2|51321	1128.2729
ANAPC10|10393	85.8824	ANAPC10|10393	124.556
ANAPC11|51529	1438.7379	ANAPC11|51529	403.7334
ANAPC13|25847	1643.7842	ANAPC13|25847	1415.7
ANAPC16|119504	1229.4518	ANAPC16|119504	2574.3785
ANAPC1|64682	569.0748	ANAPC1|64682	1180.4741
ANAPC2|29882	656.6248	ANAPC2|29882	538.201
ANAPC4|29945	335.6082	ANAPC4|29945	660.4444
ANAPC5|51433	1818.5381	ANAPC5|51433	1846.8654
ANAPC7|51434	1045.5969	ANAPC7|51434	805.154
ANGEL1|23357	886.7562	ANGEL1|23357	769.4722
ANGEL2|90806	675.8024	ANGEL2|90806	910.5476
ANGPT1|284	104.2262	ANGPT1|284	236.227
ANGPT2|285	336.0251	ANGPT2|285	260.0149
lowly_expressed	lowly_expressed	ANGPT4|51378	18.8321
ANGPTL1|9068	71.7076	ANGPTL1|9068	296.3575
ANGPTL2|23452	2873.3068	ANGPTL2|23452	1712.0674
ANGPTL4|51129	203.0326	ANGPTL4|51129	347.8979
ANGPTL7|10218	8.755	ANGPTL7|10218	445.6926
ANG|283	425.4178	ANG|283	372.2673
ANK1|286	20.0114	ANK1|286	11.5636
ANK2|287	431.4963	ANK2|287	610.8863
ANK3|288	1482.5129	ANK3|288	1721.3182
ANKAR|150709	29.1833	ANKAR|150709	81.2753
ANKDD1A|348094	55.4483	ANKDD1A|348094	107.0455
ANKFN1|162282	148.4181	ANKFN1|162282	7.9293
ANKFY1|51479	2224.1863	ANKFY1|51479	2564.4668
ANKHD1-EIF4EBP3|404734	868.7793	ANKHD1-EIF4EBP3|404734	1015.4489
ANKHD1|54882	2648.3534	ANKHD1|54882	3857.722
ANKH|56172	1895.6654	ANKH|56172	1526.0593
ANKIB1|54467	1460.8339	ANKIB1|54467	1920.5418
lowly_expressed	lowly_expressed	ANKK1|255239	40.6376
ANKLE1|126549	5.4198	ANKLE1|126549	19.8232
ANKLE2|23141	1444.5746	ANKLE2|23141	1548.856
ANKMY1|51281	132.5757	ANKMY1|51281	181.0523
ANKMY2|57037	416.0708	ANKMY2|57037	818.0392
ANKRA2|57763	281.4106	ANKRA2|57763	449.6572
ANKRD10|55608	1471.2565	ANKRD10|55608	1440.9251
ANKRD11|29123	1935.7425	ANKRD11|29123	2617.0579
ANKRD12|23253	784.6146	ANKRD12|23253	2262.8232
ANKRD13A|88455	930.5312	ANKRD13A|88455	1826.7118
ANKRD13B|124930	113.3981	ANKRD13B|124930	112.6621
ANKRD13C|81573	662.0446	ANKRD13C|81573	676.303
ANKRD13D|338692	749.1777	ANKRD13D|338692	360.4526
ANKRD16|54522	199.2512	ANKRD16|54522	215.6637
ANKRD17|26057	3213.0841	ANKRD17|26057	5074.7501
ANKRD19|138649	36.2707	ANKRD19|138649	31.0564
ANKRD22|118932	171.3478	ANKRD22|118932	35.6818
ANKRD23|200539	23.7636	ANKRD23|200539	47.5758
ANKRD24|170961	10.4226	ANKRD24|170961	21.4752
ANKRD26|22852	163.8435	ANKRD26|22852	427.8517
ANKRD27|84079	717.9098	ANKRD27|84079	898.3233
ANKRD28|23243	1211.5249	ANKRD28|23243	1873.2964
ANKRD29|147463	27.0988	ANKRD29|147463	242.8347
ANKRD30A|91074	938.0355	ANKRD30A|91074	2440.902
ANKRD30B|374860	105.8938	ANKRD30B|374860	132.4853
lowly_expressed	lowly_expressed	ANKRD31|256006	6.9381
ANKRD32|84250	148.4181	ANKRD32|84250	215.4126
ANKRD34A|284615	20.4283	ANKRD34A|284615	9.5812
ANKRD35|148741	36.2707	ANKRD35|148741	142.0666
ANKRD36BP1|84832	125.9052	ANKRD36BP1|84832	337.3255
ANKRD36B|57730	34.1862	ANKRD36B|57730	89.8654
ANKRD36|375248	202.6157	ANKRD36|375248	407.0373
ANKRD37|353322	59.4631	ANKRD37|353322	127.4998
ANKRD39|51239	164.2604	ANKRD39|51239	73.346
ANKRD40|91369	4510.4914	ANKRD40|91369	1576.6086
ANKRD42|338699	574.9115	ANKRD42|338699	308.2514
ANKRD43|134548	12.924000000000001	ANKRD43|134548	57.8178
ANKRD44|91526	128.8235	ANKRD44|91526	145.0401
lowly_expressed	lowly_expressed	ANKRD45|339416	19.1625
ANKRD46|157567	279.422	ANKRD46|157567	641.6519
ANKRD49|54851	148.835	ANKRD49|54851	366.0692
ANKRD50|57182	1843.5524	ANKRD50|57182	1938.0524
ANKRD52|283373	1474.1748	ANKRD52|283373	1647.3115
ANKRD53|79998	15.4255	ANKRD53|79998	25.4398
ANKRD54|129138	561.5706	ANKRD54|129138	290.0801
ANKRD55|79722	5.0029	lowly_expressed	lowly_expressed
ANKRD56|345079	43.3581	ANKRD56|345079	98.1251
ANKRD57|65124	215.1228	ANKRD57|65124	1105.8066
ANKRD58|347454	19.5945	ANKRD58|347454	6.2774
ANKRD5|63926	191.7761	ANKRD5|63926	224.333
ANKRD6|22881	268.7618	ANKRD6|22881	393.1312
ANKRD9|122416	64.6202	ANKRD9|122416	41.6288
ANKS1A|23294	1009.7431	ANKS1A|23294	1477.8227
ANKS1B|56899	86.2993	ANKS1B|56899	194.2678
ANKS3|124401	169.6802	ANKS3|124401	211.1175
ANKS6|203286	158.8407	ANKS6|203286	189.9727
ANKZF1|55139	569.9087	ANKZF1|55139	807.1364
ANLN|54443	550.3141	ANLN|54443	131.1638
ANO10|55129	953.4609	ANO10|55129	684.2323
ANO1|55107	2177.9099	ANO1|55107	8098.7858
ANO2|57101	10.0057	ANO2|57101	88.2134
lowly_expressed	lowly_expressed	ANO3|63982	23.1271
ANO5|203859	163.4266	ANO5|203859	46.5846
ANO6|196527	2265.0429999999997	ANO6|196527	3980.8375
ANO7|50636	329.3547	ANO7|50636	9.2508
ANO8|57719	247.6414	ANO8|57719	229.6192
ANO9|338440	271.8218	ANO9|338440	133.8069
ANP32A|8125	2729.4747	ANP32A|8125	2765.3424
ANP32B|10541	1815.6197	ANP32B|10541	2861.1547
ANP32E|81611	842.5643	ANP32E|81611	1233.0057
ANPEP|290	1671.3707	ANPEP|290	8405.3853
ANTXR1|84168	10968.7613	ANTXR1|84168	5457.0083
ANTXR2|118429	1204.4375	ANTXR2|118429	1593.7887
ANUBL1|93550	170.514	ANUBL1|93550	352.8537
ANXA11|311	3845.1116	ANXA11|311	2933.8399
ANXA1|301	2825.7797	ANXA1|301	8432.4771
ANXA2P1|303	70.4569	ANXA2P1|303	50.2189
ANXA2P2|304	5338.464	ANXA2P2|304	3142.9751
ANXA2|302	15654.3527	ANXA2|302	8087.2223
ANXA3|306	401.0623	ANXA3|306	1344.3462
ANXA4|307	1616.3393	ANXA4|307	1569.6704
ANXA5|308	11052.9761	ANXA5|308	6064.9211
ANXA6|309	6885.1803	ANXA6|309	4592.3846
ANXA7|310	2458.4867	ANXA7|310	2620.3023
ANXA8L2|244	81.2964	ANXA8L2|244	225.6546
ANXA8|653145	199.6973	ANXA8|653145	1157.8161
ANXA9|8416	722.9127	ANXA9|8416	160.5683
AOAH|313	258.8978	AOAH|313	190.3031
AOC2|314	11.2564	AOC2|314	35.3514
AOC3|8639	1613.8379	AOC3|8639	2364.2521
AOX1|316	188.8578	AOX1|316	530.2717
AP1AR|55435	362.707	AP1AR|55435	816.0568
AP1B1|162	3931.8278	AP1B1|162	2156.4384
AP1G1|164	2858.2983	AP1G1|164	3450.5658
AP1G2|8906	2508.0275	AP1G2|8906	1071.3174
AP1M1|8907	1190.2628	AP1M1|8907	615.8421
AP1M2|10053	1886.4935	AP1M2|10053	1118.3613
AP1S1|1174	877.5843	AP1S1|1174	506.4839
AP1S2|8905	386.4706	AP1S2|8905	397.7864
AP1S3|130340	106.7276	AP1S3|130340	94.8212
AP2A1|160	2805.6265	AP2A1|160	1157.2743
AP2A2|161	2088.6923	AP2A2|161	1414.058
AP2B1|163	9898.984	AP2B1|163	8780.0446
AP2M1|1173	7339.1895	AP2M1|1173	4361.1134
AP2S1|1175	1467.0875	AP2S1|1175	595.6884
AP3B1|8546	1722.2331	AP3B1|8546	1555.4638
AP3B2|8120	7.9212	AP3B2|8120	94.1604
AP3D1|8943	3577.0419	AP3D1|8943	2385.0665
AP3M1|26985	1473.3410000000001	AP3M1|26985	1765.5902
AP3M2|10947	510.2913	AP3M2|10947	640.9515
AP3S1|1176	925.1114	AP3S1|1176	775.0888
AP3S2|10239	1193.598	AP3S2|10239	1428.2911
AP4B1|10717	266.9274	AP4B1|10717	335.6306
AP4E1|23431	316.8475	AP4E1|23431	463.2031
AP4M1|9179	633.7284	AP4M1|9179	334.5205
AP4S1|11154	63.3695	AP4S1|11154	109.3582
APAF1|317	523.6322	APAF1|317	762.5341
APBA1|320	129.2404	APBA1|320	699.4301
APBA2|321	153.004	APBA2|321	107.0455
APBA3|9546	242.6385	APBA3|9546	113.6533
APBB1IP|54518	471.9361	APBB1IP|54518	303.2956
APBB1|322	312.6785	APBB1|322	629.388
APBB2|323	3489.9088	APBB2|323	2241.0176
APBB3|10307	185.5226	APBB3|10307	280.1685
APC2|10297	5.0029	lowly_expressed	lowly_expressed
APCDD1L|164284	163.4266	APCDD1L|164284	860.3287
APCDD1|147495	564.9058	APCDD1|147495	2135.9544
APC|324	1108.9664	APC|324	1527.7112
APEH|327	1754.3348	APEH|327	1498.6372
APEX1|328	3596.6364	APEX1|328	3194.8459999999995
APEX2|27301	910.5198	APEX2|27301	408.3588
APH1A|51107	6983.1529	APH1A|51107	3889.9809999999998
APH1B|83464	274.3233	APH1B|83464	1021.8882
API5|8539	2052.4216	API5|8539	3124.8038
APIP|51074	225.487	APIP|51074	309.2426
APITD1|378708	128.5984	APITD1|378708	182.8991
APLF|200558	63.7864	APLF|200558	180.0611
APLNR|187	1848.5552	APLNR|187	812.753
APLN|8862	249.30900000000003	APLN|8862	854.0514
APLP1|333	53.7807	APLP1|333	40.6376
APLP2|334	9170.6516	APLP2|334	22321.6321
APOA1BP|128240	3381.9305	APOA1BP|128240	791.9385
APOB48R|55911	176.7676	APOB48R|55911	110.01899999999999
APOBEC3A|200315	19.1776	lowly_expressed	lowly_expressed
APOBEC3B|9582	345.61400000000003	APOBEC3B|9582	61.1217
APOBEC3C|27350	214.7059	APOBEC3C|27350	341.6206
APOBEC3D|140564	70.8738	APOBEC3D|140564	100.1074
APOBEC3F|200316	188.8578	APOBEC3F|200316	256.3806
APOBEC3G|60489	208.8692	APOBEC3G|60489	283.142
APOBEC3H|164668	5.8367	lowly_expressed	lowly_expressed
APOB|338	29.6002	APOB|338	102.4201
APOC1|341	1963.6209	APOC1|341	433.4682
APOC2|344	232.2159	APOC2|344	18.5017
APOD|347	4518.4126	APOD|347	19416.5359
APOE|348	5147.5217	APOE|348	1083.3402
APOF|319	7.9212	APOF|319	5.2862
APOL1|8542	1744.746	APOL1|8542	937.309
APOL2|23780	1397.8813	APOL2|23780	562.3193
APOL3|80833	798.3724	APOL3|80833	837.2016
APOL4|80832	441.0851	APOL4|80832	365.7388
APOL6|80830	2576.8876	APOL6|80830	2172.9578
APOLD1|81575	666.2136	APOLD1|81575	938.1449
APOM|55937	52.1131	APOM|55937	48.9469
APOOL|139322	176.3507	APOOL|139322	331.3785
APOO|79135	260.5654	APOO|79135	131.4942
APPBP2|10513	11271.4341	APPBP2|10513	1692.2442
APPL1|26060	851.7362	APPL1|26060	2690.014
APPL2|55198	1150.6568	APPL2|55198	1729.2475
APP|351	24178.3852	APP|351	46235.7314
APRT|353	1682.2103	APRT|353	654.1669999999999
APTX|54840	491.9475	APTX|54840	540.1834
AQP11|282679	183.855	AQP11|282679	32.0476
AQP1|358	3941.6917	AQP1|358	8392.5365
lowly_expressed	lowly_expressed	AQP2|359	6.2774
AQP3|360	386.8875	AQP3|360	412.6538
AQP4|361	7.0874	AQP4|361	74.3372
AQP5|362	69.6231	AQP5|362	671.3472
lowly_expressed	lowly_expressed	AQP6|363	21.8056
AQP7P1|375719	15.4255	AQP7P1|375719	33.6995
AQP7|364	167.1788	AQP7|364	253.7375
AQP9|366	75.4597	AQP9|366	11.2332
AQPEP|206338	7.9087	AQPEP|206338	29.4045
AQR|9716	1171.5021	AQR|9716	1477.162
ARAF|369	1647.6072	ARAF|369	880.8128
ARAP1|116985	2431.2587	ARAP1|116985	2184.7956
ARAP2|116984	354.7859	ARAP2|116984	607.9128
ARAP3|64411	361.4563	ARAP3|64411	398.4472
ARCN1|372	3937.6644	ARCN1|372	4239.5308
ARC|23237	15.0086	ARC|23237	71.3637
AREG|374	589.0863	AREG|374	877.1785
ARF1|375	19085.478	ARF1|375	5861.4025
ARF3|377	6656.2996	ARF3|377	5089.948
ARF4|378	4145.6998	ARF4|378	2993.64
ARF5|381	2861.5959999999995	ARF5|381	1610.4997
ARF6|382	2825.7797	ARF6|382	3601.2224
ARFGAP1|55738	1735.1572	ARFGAP1|55738	754.6048
ARFGAP2|84364	2142.473	ARFGAP2|84364	1909.3087
ARFGAP3|26286	913.0212	ARFGAP3|26286	1073.759
ARFGEF1|10565	2054.0892	ARFGEF1|10565	2744.3826
ARFGEF2|10564	2142.473	ARFGEF2|10564	4174.7749
ARFIP1|27236	991.3993	ARFIP1|27236	1343.3551
ARFIP2|23647	2042.4159	ARFIP2|23647	1204.9228
ARFRP1|10139	450.25699999999995	ARFRP1|10139	361.4438
ARG2|384	149.3686	ARG2|384	242.3755
ARGLU1|55082	995.9852	ARGLU1|55082	2911.0432
ARHGAP10|79658	267.6528	ARHGAP10|79658	401.4207
ARHGAP11A|9824	379.8001	ARHGAP11A|9824	167.176
ARHGAP11B|89839	13.7579	ARHGAP11B|89839	12.8851
ARHGAP12|94134	786.6991	ARHGAP12|94134	1660.527
ARHGAP15|55843	102.1416	ARHGAP15|55843	62.7736
ARHGAP17|55114	1429.566	ARHGAP17|55114	1091.5999
ARHGAP18|93663	809.6288	ARHGAP18|93663	774.428
ARHGAP19|84986	359.7887	ARHGAP19|84986	1184.4388
ARHGAP1|392	6543.3185	ARHGAP1|392	2973.156
ARHGAP20|57569	104.6431	ARHGAP20|57569	424.2174
ARHGAP21|57584	2010.3142	ARHGAP21|57584	2578.0127
ARHGAP22|58504	66.2878	ARHGAP22|58504	41.6288
ARHGAP23|57636	627.4415	ARHGAP23|57636	646.2377
ARHGAP24|83478	236.3849	ARHGAP24|83478	398.1168
ARHGAP25|9938	394.3918	ARHGAP25|9938	373.0074
ARHGAP26|23092	535.7225	ARHGAP26|23092	1149.0873
ARHGAP27|201176	373.9635	ARHGAP27|201176	464.5247
ARHGAP28|79822	303.0897	ARHGAP28|79822	130.1726
ARHGAP29|9411	3223.9237	ARHGAP29|9411	4402.0814
ARHGAP30|257106	596.1736	ARHGAP30|257106	434.4594
ARHGAP31|57514	1086.8704	ARHGAP31|57514	1167.589
ARHGAP32|9743	2153.3125	ARHGAP32|9743	2358.9659
ARHGAP33|115703	171.3478	ARHGAP33|115703	139.0931
ARHGAP36|158763	8.3381	lowly_expressed	lowly_expressed
ARHGAP39|80728	326.4363	ARHGAP39|80728	149.3351
ARHGAP42|143872	192.143	ARHGAP42|143872	233.4815
ARHGAP4|393	303.9235	ARHGAP4|393	194.5982
ARHGAP5|394	1080.1999	ARHGAP5|394	4530.9325
ARHGAP6|395	147.1673	ARHGAP6|395	175.1053
ARHGAP8|23779	381.8054	ARHGAP8|23779	377.0942
ARHGAP9|64333	186.3564	ARHGAP9|64333	94.8212
ARHGDIA|396	9412.4563	ARHGDIA|396	2225.8198
ARHGDIB|397	4439.6176	ARHGDIB|397	3343.1899
ARHGEF10L|55160	448.1725	ARHGEF10L|55160	1085.6529
ARHGEF10|9639	448.5894	ARHGEF10|9639	1226.3980000000001
ARHGEF11|9826	2814.5233	ARHGEF11|9826	1330.47
ARHGEF12|23365	3286.4594	ARHGEF12|23365	8145.0401
ARHGEF15|22899	422.7413	ARHGEF15|22899	350.541
ARHGEF16|27237	221.7933	ARHGEF16|27237	202.8579
ARHGEF17|9828	2426.802	ARHGEF17|9828	1596.1014
ARHGEF18|23370	973.8893	ARHGEF18|23370	720.5749
ARHGEF19|128272	446.5049	ARHGEF19|128272	453.9523
ARHGEF1|9138	1187.3444	ARHGEF1|9138	810.4402
ARHGEF2|9181	2596.8991	ARHGEF2|9181	1719.0055
lowly_expressed	lowly_expressed	ARHGEF33|100271715	24.1183
ARHGEF35|445328	497.7842	ARHGEF35|445328	1044.3545
ARHGEF37|389337	450.25699999999995	ARHGEF37|389337	1966.1353
ARHGEF38|54848	82.5471	ARHGEF38|54848	108.0367
ARHGEF3|50650	741.6734	ARHGEF3|50650	1164.9459
ARHGEF4|50649	113.3981	ARHGEF4|50649	198.8932
ARHGEF5|7984	464.8487	ARHGEF5|7984	1016.9324
ARHGEF6|9459	865.9110000000001	ARHGEF6|9459	3191.8725
ARHGEF7|8874	1634.2662	ARHGEF7|8874	1688.9403
ARHGEF9|23229	590.337	ARHGEF9|23229	1237.3007
ARID1A|8289	2865.3857	ARID1A|8289	3505.4101
ARID1B|57492	2593.5638	ARID1B|57492	2899.81
ARID2|196528	1068.5266	ARID2|196528	1565.7058
ARID3A|1820	91.3021	ARID3A|1820	35.0211
ARID3B|10620	150.5026	ARID3B|10620	130.1726
ARID4A|5926	439.8344	ARID4A|5926	1164.9459
ARID4B|51742	1421.7241	ARID4B|51742	2058.8783
ARID5A|10865	854.2376	ARID5A|10865	1972.4127
ARID5B|84159	1956.9504	ARID5B|84159	4648.22
ARIH1|25820	1545.0486	ARIH1|25820	2490.1297
ARIH2|10425	835.8938	ARIH2|10425	1721.3182
ARL10|285598	39.189	ARL10|285598	100.1074
ARL11|115761	43.3581	ARL11|115761	49.8885
ARL13B|200894	166.345	ARL13B|200894	339.9686
ARL15|54622	366.0423	ARL15|54622	511.7701
ARL16|339231	347.2816	ARL16|339231	410.6715
ARL17A|51326	45.9137	ARL17A|51326	97.79799999999999
ARL1|400	2244.6146	ARL1|400	2335.178
ARL2BP|23568	1630.0972	ARL2BP|23568	1382.0104
ARL2|402	874.2491	ARL2|402	608.5736
ARL3|403	666.6305	ARL3|403	663.0875
ARL4A|10124	427.7442	ARL4A|10124	1641.3645
ARL4C|10123	945.5397	ARL4C|10123	1730.8995
ARL4D|379	42.1074	ARL4D|379	134.4677
ARL5A|26225	749.5946	ARL5A|26225	981.5809
ARL5B|221079	195.5283	ARL5B|221079	374.9897
ARL6IP1|23204	7582.2449	ARL6IP1|23204	4648.22
ARL6IP4|51329	830.0572	ARL6IP4|51329	1108.78
ARL6IP5|10550	2418.8808	ARL6IP5|10550	4101.4289
ARL6IP6|151188	202.1988	ARL6IP6|151188	292.7232
ARL6|84100	53.7807	ARL6|84100	101.0985
ARL8A|127829	1664.7003	ARL8A|127829	813.0833
ARL8B|55207	2247.9499	ARL8B|55207	2392.335
ARL9|132946	27.0988	ARL9|132946	12.5547
ARMC10|83787	720.4404	ARMC10|83787	988.6974
ARMC1|55156	585.751	ARMC1|55156	752.2921
ARMC2|84071	42.5243	ARMC2|84071	61.4521
ARMC3|219681	24.5974	lowly_expressed	lowly_expressed
ARMC5|79798	305.1742	ARMC5|79798	181.7131
ARMC6|93436	709.9886	ARMC6|93436	406.0461
ARMC7|79637	1155.2428	ARMC7|79637	259.0237
ARMC8|25852	577.4129	ARMC8|25852	817.048
ARMC9|80210	383.1354	ARMC9|80210	304.2868
ARMCX1|51309	576.1622	ARMCX1|51309	1066.8208
ARMCX2|9823	960.5483	ARMCX2|9823	1025.192
ARMCX3|51566	1623.8436	ARMCX3|51566	2212.2739
ARMCX5|64860	355.2028	ARMCX5|64860	521.6817
ARMCX6|54470	196.77900000000002	ARMCX6|54470	266.2922
ARNT2|9915	1447.4929	ARNT2|9915	559.6762
ARNTL2|56938	43.775	ARNTL2|56938	52.861999999999995
ARNTL|406	250.9766	ARNTL|406	403.0726
ARNT|405	1508.361	ARNT|405	1975.0558
ARPC1A|10552	2009.6513	ARPC1A|10552	1880.6773
ARPC1B|10095	2585.0548	ARPC1B|10095	763.7433
ARPC2|10109	4366.2424	ARPC2|10109	2994.9616
ARPC3|10094	4280.7769	ARPC3|10094	2460.0644
ARPC4|10093	3728.5117	ARPC4|10093	2262.7571
ARPC5L|81873	659.9601	ARPC5L|81873	433.1379
ARPC5|10092	4077.3275	ARPC5|10092	2689.0229
ARPM1|84517	37.9383	ARPM1|84517	24.4487
ARPP19|10776	3686.6878	ARPP19|10776	4542.8265
ARRB1|408	1183.1754	ARRB1|408	1063.517
ARRB2|409	767.1046	ARRB2|409	538.5314
ARRDC1|92714	1012.6614	ARRDC1|92714	384.5709
ARRDC2|27106	499.8687	ARRDC2|27106	821.3430000000001
ARRDC3|57561	1856.4764	ARRDC3|57561	9239.2831
ARRDC4|91947	384.80300000000005	ARRDC4|91947	1243.2477
ARSA|410	750.0115	ARSA|410	434.7898
ARSB|411	740.8396	ARSB|411	199.2236
ARSD|414	5577.3504	ARSD|414	3571.1572
ARSE|415	67.5386	ARSE|415	42.62
ARSG|22901	140.4969	ARSG|22901	334.352
ARSH|347527	15.4255	ARSH|347527	6.9381
ARSI|340075	126.73899999999999	ARSI|340075	31.0564
ARSJ|79642	97.5557	ARSJ|79642	179.07
ARSK|153642	123.4038	ARSK|153642	243.8259
ART1|417	18.3438	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ART3|419	7.9293
ART4|420	10.8395	ART4|420	11.2332
ART5|116969	25.4312	ART5|116969	16.8498
ARTN|9048	7.0874	lowly_expressed	lowly_expressed
ARV1|64801	473.6037	ARV1|64801	365.7388
ARVCF|421	199.2804	ARVCF|421	330.05699999999996
ARX|170302	22.0959	lowly_expressed	lowly_expressed
AR|367	741.2565	AR|367	883.7862
AS3MT|57412	142.5814	AS3MT|57412	313.5376
ASAH1|427	3318.5609999999997	ASAH1|427	4126.208
ASAH2B|653308	38.3552	ASAH2B|653308	31.3868
ASAH2|56624	7.0874	ASAH2|56624	5.6166
ASAM|79827	421.0737	ASAM|79827	668.3737
ASAP1|50807	1214.0263	ASAP1|50807	995.7876
ASAP2|8853	1273.6437	ASAP2|8853	1057.9004
ASAP3|55616	900.0971	ASAP3|55616	976.2947
ASB13|79754	499.0349	ASB13|79754	788.3043
ASB14|142686	5.8367	ASB14|142686	14.537
ASB16|92591	5.032	ASB16|92591	13.8895
ASB1|51665	422.1243	ASB1|51665	842.1112
ASB2|51676	31.6848	ASB2|51676	23.1271
ASB3|51130	268.9035	ASB3|51130	408.3588
ASB6|140459	628.4963	ASB6|140459	653.2188
ASB7|140460	452.3415	ASB7|140460	640.2907
ASB8|140461	829.2233	ASB8|140461	921.4504
ASB9|140462	27.9326	ASB9|140462	26.1006
ASCC1|51008	524.466	ASCC1|51008	402.7422
ASCC2|84164	1282.3987	ASCC2|84164	991.4925
ASCC3|10973	1088.1211	ASCC3|10973	1267.6964
ASCL2|430	10.0057	ASCL2|430	10.242
ASF1A|25842	367.7099	ASF1A|25842	550.4254
ASF1B|55723	431.4963	ASF1B|55723	88.2134
ASGR1|432	8.755	ASGR1|432	6.2774
ASGR2|433	5.8367	lowly_expressed	lowly_expressed
ASH1L|55870	2951.5307	ASH1L|55870	5283.0429
ASH2L|9070	1667.2017	ASH2L|9070	1214.1736
ASL|435	542.8099	ASL|435	351.2018
ASMTL|8623	539.0577	ASMTL|8623	720.2081
ASNA1|439	1315.7511	ASNA1|439	830.5939
ASNSD1|54529	752.9298	ASNSD1|54529	1088.296
ASNS|440	506.5391	ASNS|440	470.1412
ASPA|443	9.5888	ASPA|443	27.0918
ASPHD1|253982	9.5888	ASPHD1|253982	27.0918
ASPHD2|57168	185.1057	ASPHD2|57168	40.3073
ASPH|444	2251.406	ASPH|444	7163.4393
ASPM|259266	626.6077	ASPM|259266	124.556
ASPN|54829	5348.4698	ASPN|54829	200.8755
ASPRV1|151516	23.4926	ASPRV1|151516	86.3137
ASPSCR1|79058	451.9246	ASPSCR1|79058	134.4677
ASRGL1|80150	41.2736	ASRGL1|80150	189.6424
ASS1|445	600.3427	ASS1|445	1627.8186
ASTE1|28990	202.8575	ASTE1|28990	305.9718
ASTN1|460	12.0902	ASTN1|460	50.5493
ASTN2|23245	496.5334	ASTN2|23245	315.1896
ASXL1|171023	1628.8465	ASXL1|171023	2421.0787
ASXL2|55252	732.9184	ASXL2|55252	1404.1464
ASXL3|80816	9.5888	ASXL3|80816	45.5935
ATAD1|84896	919.6917	ATAD1|84896	1496.6548
ATAD2B|54454	403.9806	ATAD2B|54454	559.6762
ATAD2|29028	529.8858	ATAD2|29028	672.0079
ATAD3A|55210	724.9972	ATAD3A|55210	201.2059
ATAD3B|83858	326.0194	ATAD3B|83858	119.6002
ATAD3C|219293	33.7693	ATAD3C|219293	78.3018
ATAD5|79915	49.1947	ATAD5|79915	131.4942
ATE1|11101	206.3678	ATE1|11101	392.5002
ATF1|466	296.4192	ATF1|466	519.6993
ATF2|1386	449.0063	ATF2|1386	772.4457
ATF3|467	292.6671	ATF3|467	2269.4309
ATF4|468	4275.7741	ATF4|468	5289.8323
ATF5|22809	979.309	ATF5|22809	462.5423
ATF6B|1388	2536.944	ATF6B|1388	1882.4581
ATF6|22926	1740.5769	ATF6|22926	1931.4446
ATF7IP2|80063	48.3609	ATF7IP2|80063	59.4697
ATF7IP|55729	1486.682	ATF7IP|55729	2378.7891
ATF7|11016	1939.3570000000002	ATF7|11016	2996.934
