gene_id	TCGA-AC-A2FM-01A-11R-A19W-07	gene_id	TCGA-AC-A2FM-11B-32R-A19W-07
ALPK1|80216	170.7317	ALPK1|80216	499.5922
lowly_expressed	lowly_expressed	ALPK2|115701	33.4421
ALPK3|57538	165.3859	ALPK3|57538	225.5302
ALPL|249	617.4407	ALPL|249	1188.4176
ALS2CL|259173	59.138000000000005	ALS2CL|259173	382.5449
ALS2CR4|65062	294.3535	ALS2CR4|65062	1068.1077
ALS2CR8|79800	105.2456	ALS2CR8|79800	67.6998
ALS2|57679	416.9729	ALS2|57679	430.6688
ALX3|257	12.6963	ALX3|257	26.1011
ALX4|60529	18.7103	ALX4|60529	14.2741
AMACR|23600	489.8096	AMACR|23600	239.8042
AMBP|259	218.84400000000002	AMBP|259	20.7993
AMBRA1|55626	1372.2018	AMBRA1|55626	798.9396
AMD1|262	988.0922	AMD1|262	1686.7781
lowly_expressed	lowly_expressed	AMDHD1|144193	33.4421
AMDHD2|51005	877.0164	AMDHD2|51005	496.876
AMFR|267	4881.724	AMFR|267	4253.2626
lowly_expressed	lowly_expressed	AMHR2|269	6.1175
AMH|268	77.5142	AMH|268	7.7488
AMICA1|120425	52.1216	AMICA1|120425	183.9315
AMIGO1|57463	70.1637	AMIGO1|57463	83.1974
AMIGO2|347902	231.2028	AMIGO2|347902	3082.7896
AMIGO3|386724	166.3882	AMIGO3|386724	121.1256
AMMECR1L|83607	678.2492	AMMECR1L|83607	598.2871
AMMECR1|9949	239.2249	AMMECR1|9949	132.9527
AMN1|196394	345.1387	AMN1|196394	212.0718
lowly_expressed	lowly_expressed	AMN|81693	5.7096
AMOTL1|154810	443.0337	AMOTL1|154810	1265.9054
AMOTL2|51421	760.7751	AMOTL2|51421	2844.6166
AMOT|154796	80.8553	AMOT|154796	597.0636
lowly_expressed	lowly_expressed	AMPD1|270	47.7162
AMPD2|271	446.0408	AMPD2|271	1013.0506
AMPD3|272	509.1881	AMPD3|272	184.3393
AMPH|273	15.3692	AMPH|273	55.0571
AMT|275	54.2198	AMT|275	301.5212
lowly_expressed	lowly_expressed	AMY1A|276	14.6819
AMY2B|280	151.293	AMY2B|280	236.8189
AMZ1|155185	346.14099999999996	AMZ1|155185	28.956
AMZ2P1|201283	399.9332	AMZ2P1|201283	221.044
AMZ2|51321	2016.7056	AMZ2|51321	1145.1876
ANAPC10|10393	102.9068	ANAPC10|10393	99.1028
ANAPC11|51529	2555.6298	ANAPC11|51529	1988.5808
ANAPC13|25847	908.9208	ANAPC13|25847	1331.3785
ANAPC16|119504	1683.2609	ANAPC16|119504	3062.8059
ANAPC1|64682	465.0852	ANAPC1|64682	305.4649
ANAPC2|29882	1506.5152	ANAPC2|29882	1307.0962
ANAPC4|29945	463.0805	ANAPC4|29945	479.6085
ANAPC5|51433	3325.7601	ANAPC5|51433	2616.6395
ANAPC7|51434	1052.7898	ANAPC7|51434	927.4062
ANGEL1|23357	950.5513	ANGEL1|23357	383.7684
ANGEL2|90806	693.2843	ANGEL2|90806	433.1158
ANGPT1|284	28.3996	ANGPT1|284	95.4323
ANGPT2|285	147.0097	ANGPT2|285	107.6672
ANGPTL1|9068	47.7781	ANGPTL1|9068	244.6982
ANGPTL2|23452	612.429	ANGPTL2|23452	2760.1958
ANGPTL4|51129	190.1103	ANGPTL4|51129	1967.7814
lowly_expressed	lowly_expressed	ANGPTL6|83854	5.1387
ANGPTL7|10218	6.013999999999999	ANGPTL7|10218	327.4878
ANG|283	231.2229	ANG|283	884.2741
ANK1|286	378.8841	ANK1|286	15.4976
ANK2|287	132.3087	ANK2|287	446.5742
ANK3|288	313.3979	ANK3|288	482.4633
ANKAR|150709	9.3552	ANKAR|150709	19.9837
ANKDD1A|348094	40.7618	ANKDD1A|348094	120.7178
ANKFY1|51479	1584.3635	ANKFY1|51479	1199.0212
ANKHD1-EIF4EBP3|404734	598.56	ANKHD1-EIF4EBP3|404734	577.6917
ANKHD1|54882	2004.9248	ANKHD1|54882	998.3279
ANKH|56172	716.0039999999999	ANKH|56172	2402.5285
ANKIB1|54467	1913.7989	ANKIB1|54467	512.2349
ANKK1|255239	22.7197	ANKK1|255239	84.4209
ANKLE1|126549	23.3879	ANKLE1|126549	11.8271
ANKLE2|23141	2110.9255	ANKLE2|23141	1483.6868
ANKMY1|51281	354.1597	ANKMY1|51281	293.6378
ANKMY2|57037	626.4617	ANKMY2|57037	631.3214
ANKRA2|57763	556.6321	ANKRA2|57763	286.7047
ANKRD10|55608	1460.6081	ANKRD10|55608	1142.6794
ANKRD11|29123	2113.0404	ANKRD11|29123	2293.124
ANKRD12|23253	891.7474	ANKRD12|23253	446.1664
ANKRD13A|88455	1619.1113	ANKRD13A|88455	988.5808
ANKRD13B|124930	574.006	ANKRD13B|124930	185.9706
ANKRD13C|81573	495.8236	ANKRD13C|81573	371.5334
ANKRD13D|338692	2819.579	ANKRD13D|338692	1097.8793
ANKRD16|54522	169.295	ANKRD16|54522	235.9095
ANKRD17|26057	1823.5884	ANKRD17|26057	954.7308
ANKRD19|138649	36.7524	ANKRD19|138649	58.3197
ANKRD20A3|441425	19.7127	ANKRD20A3|441425	11.4192
ANKRD20A4|728747	25.3926	lowly_expressed	lowly_expressed
ANKRD20B|729171	52.4557	lowly_expressed	lowly_expressed
ANKRD22|118932	9.6893	lowly_expressed	lowly_expressed
ANKRD23|200539	153.3578	ANKRD23|200539	29.3638
ANKRD24|170961	63.8156	ANKRD24|170961	47.3083
ANKRD26|22852	251.58700000000002	ANKRD26|22852	97.4715
ANKRD27|84079	854.6609	ANKRD27|84079	587.2757
ANKRD28|23243	1139.6592	ANKRD28|23243	749.1843
ANKRD29|147463	179.4186	ANKRD29|147463	150.4894
ANKRD30A|91074	258.9375	ANKRD30A|91074	55.0571
ANKRD30B|374860	11.0257	ANKRD30B|374860	43.23
ANKRD31|256006	5.0117	lowly_expressed	lowly_expressed
ANKRD32|84250	193.7855	ANKRD32|84250	75.4486
ANKRD34A|284615	26.729	ANKRD34A|284615	28.956
ANKRD35|148741	26.0608	ANKRD35|148741	536.7047
ANKRD36BP1|84832	81.8577	lowly_expressed	lowly_expressed
ANKRD36B|57730	25.3926	ANKRD36B|57730	28.1403
ANKRD36|375248	86.8694	ANKRD36|375248	128.8744
ANKRD37|353322	109.0378	ANKRD37|353322	226.7822
ANKRD39|51239	339.4587	ANKRD39|51239	265.4976
ANKRD40|91369	1720.3475	ANKRD40|91369	1190.4568
ANKRD42|338699	252.2553	ANKRD42|338699	283.4421
ANKRD43|134548	78.5165	ANKRD43|134548	51.3866
ANKRD44|91526	14.3669	ANKRD44|91526	10.1958
lowly_expressed	lowly_expressed	ANKRD45|339416	12.6427
ANKRD46|157567	1488.149	ANKRD46|157567	437.602
ANKRD49|54851	245.9071	ANKRD49|54851	188.8254
ANKRD50|57182	1791.5135	ANKRD50|57182	382.13699999999994
ANKRD52|283373	1925.1587	ANKRD52|283373	838.0914
lowly_expressed	lowly_expressed	ANKRD53|79998	64.4372
ANKRD54|129138	357.5008	ANKRD54|129138	559.5432
ANKRD56|345079	43.1006	ANKRD56|345079	130.9135
ANKRD57|65124	780.8219	ANKRD57|65124	548.9396
ANKRD58|347454	7.6846	ANKRD58|347454	17.5367
ANKRD5|63926	364.5172	ANKRD5|63926	79.9347
ANKRD6|22881	95.4126	ANKRD6|22881	235.3507
ANKRD9|122416	263.6151	ANKRD9|122416	113.3768
ANKS1A|23294	1326.0942	ANKS1A|23294	1009.7879
ANKS1B|56899	56.7992	ANKS1B|56899	60.3589
ANKS3|124401	476.7792	ANKS3|124401	588.9069999999999
ANKS6|203286	110.9255	ANKS6|203286	128.4666
ANKZF1|55139	382.8934	ANKZF1|55139	812.398
ANLN|54443	459.7394	ANLN|54443	12.6427
ANO10|55129	814.2332	ANO10|55129	949.8369
ANO1|55107	5207.15	ANO1|55107	6060.7667
ANO2|57101	18.0421	ANO2|57101	20.3915
lowly_expressed	lowly_expressed	ANO3|63982	10.1958
ANO4|121601	13.0304	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANO5|203859	50.571000000000005
ANO6|196527	862.3455	ANO6|196527	1556.2806
ANO7|50636	5.3458	ANO7|50636	11.8271
ANO8|57719	1374.2065	ANO8|57719	371.9413
ANO9|338440	549.2817	ANO9|338440	302.2023
ANP32A|8125	2835.2823	ANP32A|8125	2685.155
ANP32B|10541	2550.284	ANP32B|10541	3092.1697
ANP32E|81611	523.2208	ANP32E|81611	661.5008
ANPEP|290	154.6943	ANPEP|290	7711.2561
ANTXR1|84168	1157.3672	ANTXR1|84168	2732.4633
ANTXR2|118429	306.7157	ANTXR2|118429	1036.7047
lowly_expressed	lowly_expressed	ANTXRL|195977	5.3018
ANUBL1|93550	153.0237	ANUBL1|93550	154.1599
ANXA11|311	4103.2409	ANXA11|311	6671.2887
lowly_expressed	lowly_expressed	ANXA13|312	22.4307
ANXA1|301	1118.9442	ANXA1|301	20075.4486
ANXA2P1|303	18.0421	ANXA2P1|303	98.6949
ANXA2P2|304	1280.3207	ANXA2P2|304	6827.4878
lowly_expressed	lowly_expressed	ANXA2P3|305	11.0114
ANXA2|302	3355.4962	ANXA2|302	21948.6134
ANXA3|306	87.8717	ANXA3|306	2510.1958
ANXA4|307	991.3131	ANXA4|307	1714.1109
ANXA5|308	2990.6448	ANXA5|308	5958.8091
ANXA6|309	3718.6769	ANXA6|309	8657.0147
ANXA7|310	2739.0578	ANXA7|310	3054.6493
lowly_expressed	lowly_expressed	ANXA8L2|244	157.4225
ANXA8|653145	10.3575	ANXA8|653145	491.4356
ANXA9|8416	190.1103	ANXA9|8416	431.8923
AOAH|313	60.1403	AOAH|313	135.8075
AOC2|314	52.1216	AOC2|314	26.9168
AOC3|8639	951.8877	AOC3|8639	2426.5905
AOX1|316	18.3762	AOX1|316	417.2104
AP1AR|55435	1001.6706	AP1AR|55435	361.3377
AP1B1|162	2213.4982	AP1B1|162	3170.0653
AP1G1|164	2311.3933	AP1G1|164	1502.4470000000001
AP1G2|8906	3361.9011	AP1G2|8906	1725.8116
AP1M1|8907	1222.5192	AP1M1|8907	1362.1533
AP1M2|10053	2016.7056	AP1M2|10053	2142.3328
AP1S1|1174	1696.2913	AP1S1|1174	1018.3524
AP1S2|8905	200.4678	AP1S2|8905	252.447
AP1S3|130340	79.85300000000001	AP1S3|130340	114.1925
AP2A1|160	3766.1109	AP2A1|160	2225.4323
AP2A2|161	2068.8273	AP2A2|161	2233.279
AP2B1|163	14469.7628	AP2B1|163	5478.385
AP2M1|1173	5256.5987	AP2M1|1173	8141.5171
AP2S1|1175	781.4901	AP2S1|1175	1874.3883
AP3B1|8546	1273.9726	AP3B1|8546	808.3197
AP3B2|8120	51.4534	AP3B2|8120	230.4241
AP3D1|8943	2569.3284	AP3D1|8943	3263.4584
AP3M1|26985	2065.4861	AP3M1|26985	969.0049
AP3M2|10947	1637.8216	AP3M2|10947	329.1191
AP3S1|1176	823.5884	AP3S1|1176	896.0033
AP3S2|10239	1453.555	AP3S2|10239	1698.5439999999999
AP4B1|10717	135.583	AP4B1|10717	346.8719
AP4E1|23431	446.709	AP4E1|23431	163.1321
AP4M1|9179	583.5015	AP4M1|9179	601.6232
AP4S1|11154	95.5563	AP4S1|11154	80.3426
APAF1|317	1039.7594	APAF1|317	232.8711
APBA1|320	97.8951	APBA1|320	196.9821
APBA2|321	11.0257	APBA2|321	73.8173
APBA3|9546	235.8837	APBA3|9546	342.9853
APBB1IP|54518	77.8483	APBB1IP|54518	431.8923
APBB1|322	266.288	APBB1|322	1404.1599
APBB2|323	1989.3084	APBB2|323	968.5971
APBB3|10307	204.8112	APBB3|10307	355.6281
APC2|10297	13.8557	APC2|10297	11.9005
APCDD1L|164284	11.3598	APCDD1L|164284	245.106
APCDD1|147495	210.4911	APCDD1|147495	1010.1958
APC|324	682.2586	APC|324	287.9282
APEH|327	3513.1975	APEH|327	2727.1615
APEX1|328	4488.4731	APEX1|328	3965.7423
APEX2|27301	710.6582	APEX2|27301	752.447
APH1A|51107	4667.2235	APH1A|51107	5216.1501
APH1B|83464	931.841	APH1B|83464	623.1648
API5|8539	2703.6418	API5|8539	1783.4421
APIP|51074	442.3922	APIP|51074	408.8458
APITD1|378708	299.1914	APITD1|378708	236.8475
APLF|200558	27.3973	APLF|200558	68.1077
APLNR|187	824.9248	APLNR|187	490.6199
APLN|8862	111.2596	APLN|8862	211.2561
APLP1|333	261.6104	APLP1|333	79.1191
APLP2|334	32111.5937	APLP2|334	16715.3344
APOA1BP|128240	1961.9111	APOA1BP|128240	2559.1354
APOA1|335	54.7945	lowly_expressed	lowly_expressed
APOB48R|55911	136.6522	APOB48R|55911	300.1631
lowly_expressed	lowly_expressed	APOBEC3A|200315	17.9445
APOBEC3B|9582	119.9465	APOBEC3B|9582	53.4258
APOBEC3C|27350	59.138000000000005	APOBEC3C|27350	420.8809
APOBEC3D|140564	20.715	APOBEC3D|140564	109.2985
APOBEC3F|200316	35.0819	APOBEC3F|200316	314.0294
APOBEC3G|60489	87.8717	APOBEC3G|60489	525.2855
lowly_expressed	lowly_expressed	APOBEC3H|164668	8.9723
lowly_expressed	lowly_expressed	APOB|338	31.4029
APOC1|341	165.3859	APOC1|341	920.0653
lowly_expressed	lowly_expressed	APOC2|344	31.8108
APOD|347	9499.4988	APOD|347	36573.8173
APOE|348	2878.717	APOE|348	10237.7651
APOL1|8542	397.5944	APOL1|8542	1573.8173
APOL2|23780	372.2018	APOL2|23780	843.801
APOL3|80833	252.2553	APOL3|80833	1108.075
APOL4|80832	144.3368	APOL4|80832	642.7406
APOL6|80830	360.842	APOL6|80830	892.7406
APOLD1|81575	592.3822	APOLD1|81575	521.615
APOM|55937	19.7127	APOM|55937	110.9299
APOOL|139322	208.1524	APOOL|139322	21.615
APOO|79135	231.8744	APOO|79135	222.6754
APPBP2|10513	1427.9987	APPBP2|10513	634.9918
APPL1|26060	2039.7594	APPL1|26060	964.5188
APPL2|55198	1786.1677	APPL2|55198	1345.8401
APP|351	11491.146	APP|351	23755.3018
APRT|353	1416.6388	APRT|353	3201.0604
APTX|54840	805.8804	APTX|54840	654.1599
AQP11|282679	28.7337	AQP11|282679	36.7047
AQP1|358	3528.5667	AQP1|358	10265.5424
AQP3|360	21.7173	AQP3|360	752.447
lowly_expressed	lowly_expressed	AQP4|361	24.4698
lowly_expressed	lowly_expressed	AQP5|362	201.87599999999998
AQP6|363	14.3669	lowly_expressed	lowly_expressed
AQP7P1|375719	12.0281	AQP7P1|375719	98.2871
lowly_expressed	lowly_expressed	AQP7P3|441432	22.8385
AQP7|364	114.9348	AQP7|364	1252.0392
lowly_expressed	lowly_expressed	AQP9|366	33.0343
AQPEP|206338	7.4708	AQPEP|206338	34.9103
AQR|9716	934.8480000000001	AQR|9716	533.8499
ARAF|369	1713.3311	ARAF|369	1766.3132
ARAP1|116985	2041.734	ARAP1|116985	3398.4462
ARAP2|116984	80.5212	ARAP2|116984	178.2219
ARAP3|64411	340.12699999999995	ARAP3|64411	549.3475
ARCN1|372	3304.711	ARCN1|372	2745.5139
ARC|23237	26.729	ARC|23237	1039.1517
AREG|374	1088.5399	AREG|374	2816.0685
ARF1|375	13803.5416	ARF1|375	10458.4013
ARF3|377	9505.5129	ARF3|377	4167.2104
ARF4|378	3378.8841	ARF4|378	3711.6639
ARF5|381	2894.7209999999995	ARF5|381	5083.5155
ARF6|382	3811.2262	ARF6|382	3386.2153
ARFGAP1|55738	2743.0672	ARFGAP1|55738	2125.2039
ARFGAP2|84364	2855.6632	ARFGAP2|84364	3024.8777
ARFGAP3|26286	250.9188	ARFGAP3|26286	914.7635
ARFGEF1|10565	6294.6074	ARFGEF1|10565	847.9772
ARFGEF2|10564	2463.4146	ARFGEF2|10564	734.5024
ARFIP1|27236	1348.1457	ARFIP1|27236	718.5971
ARFIP2|23647	2166.7224	ARFIP2|23647	2308.7276
ARFRP1|10139	637.8216	ARFRP1|10139	1491.8434
ARG2|384	129.4253	ARG2|384	240.3793
ARGLU1|55082	2556.9663	ARGLU1|55082	1465.7423
ARHGAP10|79658	206.1477	ARHGAP10|79658	525.2855
ARHGAP11A|9824	400.9355	ARHGAP11A|9824	31.8108
ARHGAP11B|89839	36.0842	lowly_expressed	lowly_expressed
ARHGAP12|94134	1029.4019	ARHGAP12|94134	512.6427
ARHGAP15|55843	26.3949	ARHGAP15|55843	73.4095
ARHGAP17|55114	1559.9733	ARHGAP17|55114	981.6476
ARHGAP18|93663	1044.1029	ARHGAP18|93663	335.6444
ARHGAP19|84986	504.55400000000003	ARHGAP19|84986	1106.4437
ARHGAP1|392	5311.3933	ARHGAP1|392	3663.9478
ARHGAP20|57569	16.7056	ARHGAP20|57569	95.0245
ARHGAP21|57584	1176.4116	ARHGAP21|57584	1084.0131
ARHGAP22|58504	29.0678	ARHGAP22|58504	113.3768
ARHGAP23|57636	322.41900000000004	ARHGAP23|57636	722.2675
ARHGAP24|83478	86.8694	ARHGAP24|83478	290.783
ARHGAP25|9938	122.6194	ARHGAP25|9938	452.2838
ARHGAP26|23092	145.6732	ARHGAP26|23092	508.9723
ARHGAP27|201176	397.2603	ARHGAP27|201176	606.8515
ARHGAP28|79822	31.7407	ARHGAP28|79822	53.4258
ARHGAP29|9411	937.1868	ARHGAP29|9411	1496.3295
ARHGAP30|257106	266.6221	ARHGAP30|257106	582.7896
ARHGAP31|57514	434.6809	ARHGAP31|57514	439.2333
ARHGAP32|9743	6293.017	ARHGAP32|9743	575.8564
ARHGAP33|115703	769.128	ARHGAP33|115703	258.5644
ARHGAP36|158763	7.3505	ARHGAP36|158763	2566.4763
ARHGAP39|80728	1815.5697	ARHGAP39|80728	345.0245
ARHGAP42|143872	33.0772	ARHGAP42|143872	31.8108
ARHGAP4|393	266.6221	ARHGAP4|393	806.2806
ARHGAP5|394	1574.006	ARHGAP5|394	951.0604
ARHGAP6|395	88.874	ARHGAP6|395	69.3312
ARHGAP8|23779	462.1784	ARHGAP8|23779	634.5351
ARHGAP9|64333	42.0982	ARHGAP9|64333	196.1664
ARHGDIA|396	8348.4798	ARHGDIA|396	8768.3524
ARHGDIB|397	1517.875	ARHGDIB|397	5559.5432
ARHGDIG|398	5.5997	ARHGDIG|398	63.1485
ARHGEF10L|55160	1638.4898	ARHGEF10L|55160	1353.1811
ARHGEF10|9639	500.5012	ARHGEF10|9639	670.4731
ARHGEF11|9826	1887.7381	ARHGEF11|9826	847.8793
ARHGEF12|23365	3378.2158	ARHGEF12|23365	1991.0277
ARHGEF15|22899	420.9823	ARHGEF15|22899	542.0065
ARHGEF16|27237	405.279	ARHGEF16|27237	665.1713
ARHGEF17|9828	1346.4751	ARHGEF17|9828	1617.4551
ARHGEF18|23370	2339.7928	ARHGEF18|23370	1118.6786
ARHGEF19|128272	176.4116	ARHGEF19|128272	728.7928
ARHGEF1|9138	866.3548	ARHGEF1|9138	2256.5253
ARHGEF2|9181	921.4835	ARHGEF2|9181	1643.5563
ARHGEF33|100271715	5.3458	ARHGEF33|100271715	17.5367
ARHGEF35|445328	866.0207	ARHGEF35|445328	1306.6884
ARHGEF37|389337	1696.6255	ARHGEF37|389337	1464.9266
lowly_expressed	lowly_expressed	ARHGEF38|54848	21.2072
ARHGEF3|50650	680.5880000000001	ARHGEF3|50650	823.8173
ARHGEF4|50649	19.3785	ARHGEF4|50649	407.8303
ARHGEF5|7984	519.2115	ARHGEF5|7984	1118.2708
ARHGEF6|9459	348.4798	ARHGEF6|9459	1455.1387
ARHGEF7|8874	1660.8754	ARHGEF7|8874	943.7194
ARHGEF9|23229	639.158	ARHGEF9|23229	501.6313
ARID1A|8289	2326.4283	ARID1A|8289	1356.0359
ARID1B|57492	1596.3916	ARID1B|57492	1192.4959
ARID2|196528	1200.8019	ARID2|196528	367.0473
ARID3A|1820	117.6078	ARID3A|1820	32.6264
ARID3B|10620	161.3765	ARID3B|10620	93.3931
ARID4A|5926	858.6702	ARID4A|5926	289.1517
ARID4B|51742	1330.4377	ARID4B|51742	559.1354
ARID5A|10865	330.7718	ARID5A|10865	8419.2496
ARID5B|84159	250.2506	ARID5B|84159	1871.9413
ARIH1|25820	1294.3535	ARIH1|25820	974.3067
ARIH2|10425	2160.6315	ARIH2|10425	1414.2863
ARL10|285598	6.013999999999999	ARL10|285598	15.0897
ARL11|115761	46.7758	ARL11|115761	46.4927
ARL13B|200894	278.3161	ARL13B|200894	159.0538
ARL15|54622	344.8045	ARL15|54622	172.1044
ARL16|339231	699.9666	ARL16|339231	777.7325
ARL17A|51326	105.6131	ARL17A|51326	55.0571
ARL1|400	4197.7949	ARL1|400	1813.2137
ARL2BP|23568	760.441	ARL2BP|23568	1321.7781
ARL2|402	474.4404	ARL2|402	2339.7227
ARL3|403	1461.41	ARL3|403	1136.2153
ARL4A|10124	151.019	ARL4A|10124	1054.6493
ARL4C|10123	259.6057	ARL4C|10123	1122.7569
ARL4D|379	99.8998	ARL4D|379	402.5285
ARL5A|26225	477.4474	ARL5A|26225	563.2137
ARL5B|221079	151.3532	ARL5B|221079	62.398
ARL6IP1|23204	9247.9118	ARL6IP1|23204	2785.0734
ARL6IP4|51329	2754.427	ARL6IP4|51329	4778.5481
ARL6IP5|10550	2453.7254	ARL6IP5|10550	4339.3148
ARL6IP6|151188	263.9492	ARL6IP6|151188	245.5139
ARL6|84100	41.0959	ARL6|84100	44.8613
ARL8A|127829	1952.8901	ARL8A|127829	1602.7732
ARL8B|55207	3282.9937	ARL8B|55207	1655.3834
ARL9|132946	53.4581	ARL9|132946	16.3132
ARMC10|83787	769.3385	ARMC10|83787	638.1852
ARMC1|55156	1252.5894	ARMC1|55156	318.1077
ARMC2|84071	59.138000000000005	ARMC2|84071	33.8499
lowly_expressed	lowly_expressed	ARMC3|219681	6.9331
ARMC4|55130	12.6963	ARMC4|55130	6.5253
ARMC5|79798	379.5523	ARMC5|79798	767.1289
ARMC6|93436	793.7888	ARMC6|93436	883.3605
ARMC7|79637	494.8212	ARMC7|79637	476.7537
ARMC8|25852	796.8593	ARMC8|25852	497.55300000000005
ARMC9|80210	217.1734	ARMC9|80210	324.2251
ARMCX1|51309	289.3418	ARMCX1|51309	1116.6395
ARMCX2|9823	368.8607	ARMCX2|9823	972.2675
ARMCX3|51566	835.9506	ARMCX3|51566	1508.9723
ARMCX5|64860	274.9749	ARMCX5|64860	321.7781
ARMCX6|54470	92.5493	ARMCX6|54470	295.677
ARNT2|9915	861.0089999999999	ARNT2|9915	451.4682
ARNTL2|56938	11.0257	ARNTL2|56938	8.5644
ARNTL|406	322.7531	ARNTL|406	206.3622
ARNT|405	1440.3608	ARNT|405	1046.0848
ARPC1A|10552	3378.8841	ARPC1A|10552	3280.1794
ARPC1B|10095	2050.7852	ARPC1B|10095	3648.8581
ARPC2|10109	2344.1363	ARPC2|10109	4940.4568
ARPC3|10094	5238.2225	ARPC3|10094	3789.5595
ARPC4|10093	3773.3211	ARPC4|10093	5007.7039
ARPC5L|81873	900.7685	ARPC5L|81873	857.2594
ARPC5|10092	3208.8206	ARPC5|10092	3456.3622
ARPM1|84517	19.0444	ARPM1|84517	57.5041
ARPP19|10776	4459.7394	ARPP19|10776	2648.4502
ARRB1|408	1899.432	ARRB1|408	1561.9902
ARRB2|409	589.3752	ARRB2|409	986.5416
ARRDC1|92714	1881.724	ARRDC1|92714	1650.4894
ARRDC2|27106	507.1834	ARRDC2|27106	933.9315
ARRDC3|57561	1029.7361	ARRDC3|57561	1721.8597
ARRDC4|91947	1008.0187	ARRDC4|91947	721.8597
ARSA|410	901.1026	ARSA|410	1710.8483
ARSB|411	110.2573	ARSB|411	112.5612
ARSD|414	4659.5389	ARSD|414	3133.3605
ARSE|415	14.700999999999999	ARSE|415	48.123999999999995
ARSG|22901	680.5880000000001	ARSG|22901	309.1354
lowly_expressed	lowly_expressed	ARSH|347527	8.9723
ARSI|340075	11.694	ARSI|340075	85.2365
ARSJ|79642	12.6963	ARSJ|79642	111.7455
ARSK|153642	30.7384	ARSK|153642	94.2088
lowly_expressed	lowly_expressed	ART4|420	11.4192
ART5|116969	6.3481	ART5|116969	39.5595
ARTN|9048	49.4487	ARTN|9048	34.2577
ARV1|64801	346.14099999999996	ARV1|64801	344.2088
ARVCF|421	608.7538	ARVCF|421	1046.9005
ARX|170302	381.55699999999996	ARX|170302	10.6036
AR|367	1048.1123	AR|367	37.5204
AS3MT|57412	174.4069	AS3MT|57412	550.9788
ASAH1|427	13726.3615	ASAH1|427	3838.4992
ASAH2B|653308	10.6916	lowly_expressed	lowly_expressed
ASAM|79827	102.9068	ASAM|79827	232.0555
ASAP1|50807	862.0114	ASAP1|50807	373.9804
ASAP2|8853	986.9696	ASAP2|8853	349.9184
ASAP3|55616	366.1878	ASAP3|55616	1064.845
ASB13|79754	3318.7437	ASB13|79754	1295.677
ASB14|142686	11.3598	ASB14|142686	6.5253
ASB16|92591	50.0902	ASB16|92591	11.8475
ASB1|51665	573.0438	ASB1|51665	477.7162
ASB2|51676	9.021	ASB2|51676	53.0179
ASB3|51130	213.16400000000002	ASB3|51130	305.0571
ASB6|140459	1181.6305	ASB6|140459	1078.8010000000002
ASB7|140460	424.3234	ASB7|140460	261.0114
ASB8|140461	1087.8717	ASB8|140461	672.9201
ASB9|140462	15.7033	ASB9|140462	31.8108
ASCC1|51008	492.1483	ASCC1|51008	364.6003
ASCC2|84164	1038.7571	ASCC2|84164	1636.2153
ASCC3|10973	586.0341	ASCC3|10973	447.7977
ASCL1|429	564.985	lowly_expressed	lowly_expressed
ASCL2|430	16.3715	ASCL2|430	42.8222
ASF1A|25842	457.0665	ASF1A|25842	359.2985
ASF1B|55723	289.0077	ASF1B|55723	70.5546
ASGR1|432	7.0164	ASGR1|432	33.8499
ASGR2|433	8.3528	ASGR2|433	10.6036
ASH1L|55870	1913.4915	ASH1L|55870	844.7431
ASH2L|9070	2545.6064	ASH2L|9070	1043.6378
ASL|435	773.8055	ASL|435	1061.9902
ASMTL|8623	1105.553	ASMTL|8623	1563.9886
ASMT|438	12.3655	lowly_expressed	lowly_expressed
ASNA1|439	1467.7581	ASNA1|439	2056.2806
ASNSD1|54529	551.6204	ASNSD1|54529	1089.7227
ASNS|440	672.2352	ASNS|440	420.8809
ASPA|443	11.3598	ASPA|443	35.4812
lowly_expressed	lowly_expressed	ASPG|374569	40.783
ASPHD1|253982	21.7173	ASPHD1|253982	115.8238
ASPHD2|57168	82.1918	ASPHD2|57168	79.1191
ASPH|444	1511.5636	ASPH|444	4839.7471
ASPM|259266	293.017	ASPM|259266	7.3409
ASPN|54829	617.7748	ASPN|54829	303.8336
ASPRV1|151516	36.8994	ASPRV1|151516	102.1044
ASPSCR1|79058	888.0722	ASPSCR1|79058	769.168
ASRGL1|80150	114.9348	ASRGL1|80150	260.6036
ASS1|445	304.3769	ASS1|445	3425.367
ASTE1|28990	199.7394	ASTE1|28990	255.3752
lowly_expressed	lowly_expressed	ASTL|431705	10.6036
ASTN1|460	16.0374	ASTN1|460	77.4878
ASTN2|23245	382.8934	ASTN2|23245	382.13699999999994
ASXL1|171023	1398.9308	ASXL1|171023	1139.8858
ASXL2|55252	566.6555	ASXL2|55252	78.3034
lowly_expressed	lowly_expressed	ASXL3|80816	17.9445
ATAD1|84896	1206.8159	ATAD1|84896	652.9364
ATAD2B|54454	214.5005	ATAD2B|54454	135.3997
ATAD2|29028	2120.9489	ATAD2|29028	133.3605
ATAD3A|55210	467.0899	ATAD3A|55210	837.6835
ATAD3B|83858	254.5941	ATAD3B|83858	469.4127
ATAD3C|219293	185.0986	ATAD3C|219293	464.5188
ATAD5|79915	148.6803	ATAD5|79915	15.0897
ATE1|11101	355.162	ATE1|11101	41.1909
ATF1|466	394.2533	ATF1|466	322.5938
