gene_id	TCGA-BH-A0BT-01A-11R-A12P-07	gene_id	TCGA-BH-A0BT-11A-21R-A12P-07
lowly_expressed	lowly_expressed	ALK|238	26.093000000000004
ALMS1|7840	652.6749	ALMS1|7840	762.3177
lowly_expressed	lowly_expressed	ALOX12P2|245	44.5589
ALOX15B|247	14299.0264	ALOX15B|247	511.4232
ALOX15|246	537.2489	ALOX15|246	40.946
ALOX5AP|241	277.2526	ALOX5AP|241	183.8554
ALOX5|240	164.1274	ALOX5|240	763.5219999999999
lowly_expressed	lowly_expressed	ALOXE3|59344	24.0859
ALPK1|80216	756.2133	ALPK1|80216	989.5277
ALPK2|115701	45.2501	ALPK2|115701	13.6487
ALPK3|57538	68.6421	ALPK3|57538	114.8093
ALPL|249	570.6112	ALPL|249	790.4178
ALS2CL|259173	185.2186	ALS2CL|259173	234.8372
ALS2CR4|65062	414.1533	ALS2CR4|65062	1887.529
ALS2CR8|79800	149.9388	ALS2CR8|79800	253.303
ALS2|57679	521.5264	ALS2|57679	668.3828
ALX3|257	16.4894	ALX3|257	17.663
lowly_expressed	lowly_expressed	ALX4|60529	23.6844
AMACR|23600	403.0325	AMACR|23600	381.3595
AMBP|259	40.6484	AMBP|259	15.6558
AMBRA1|55626	1254.3477	AMBRA1|55626	996.352
AMD1|262	833.2918	AMD1|262	2458.4363
lowly_expressed	lowly_expressed	AMDHD1|144193	25.2902
AMDHD2|51005	341.82599999999996	AMDHD2|51005	159.9221
AMFR|267	3031.7556	AMFR|267	5278.819
AMH|268	13.0382	lowly_expressed	lowly_expressed
AMICA1|120425	94.3349	AMICA1|120425	81.4905
AMIGO1|57463	29.1441	AMIGO1|57463	169.4039
AMIGO2|347902	243.1233	AMIGO2|347902	3639.3744
AMIGO3|386724	187.9029	AMIGO3|386724	77.4762
AMMECR1L|83607	525.3611	AMMECR1L|83607	969.4561
AMMECR1|9949	529.9628	AMMECR1|9949	305.8905
AMN1|196394	229.3182	AMN1|196394	264.1417
AMOTL1|154810	553.7383	AMOTL1|154810	3053.6864
AMOTL2|51421	2722.2909999999997	AMOTL2|51421	2750.2045
AMOT|154796	337.4582	AMOT|154796	1307.0597
lowly_expressed	lowly_expressed	AMPD1|270	11.6415
AMPD2|271	1017.7434	AMPD2|271	657.5441
AMPD3|272	95.4853	AMPD3|272	224.4
AMPH|273	48.3179	AMPH|273	27.2973
AMTN|401138	8.4365	lowly_expressed	lowly_expressed
AMT|275	56.0564	AMT|275	171.1662
lowly_expressed	lowly_expressed	AMY1A|276	38.5374
AMY2B|280	86.6654	AMY2B|280	300.5274
AMZ1|155185	225.1	AMZ1|155185	31.7131
AMZ2P1|201283	375.4223	AMZ2P1|201283	288.2275
AMZ2|51321	1893.6009	AMZ2|51321	1180.2074
ANAPC10|10393	130.7651	ANAPC10|10393	137.6909
ANAPC11|51529	1578.7677	ANAPC11|51529	641.4869
ANAPC13|25847	2313.8208	ANAPC13|25847	1365.9576
ANAPC16|119504	1940.3849	ANAPC16|119504	2586.4206
ANAPC1|64682	353.9477	ANAPC1|64682	699.293
ANAPC2|29882	559.8739	ANAPC2|29882	634.2611
ANAPC4|29945	439.0792	ANAPC4|29945	594.9209
ANAPC5|51433	2443.888	ANAPC5|51433	2317.8632
ANAPC7|51434	1645.8759	ANAPC7|51434	961.0261
ANGEL1|23357	905.3851	ANGEL1|23357	703.7087
ANGEL2|90806	684.8869	ANGEL2|90806	775.9663
ANGPT1|284	47.9344	ANGPT1|284	69.4476
ANGPT2|285	171.4135	ANGPT2|285	182.6512
lowly_expressed	lowly_expressed	ANGPT4|51378	5.2186
ANGPTL1|9068	30.2945	ANGPTL1|9068	130.8665
ANGPTL2|23452	873.5567	ANGPTL2|23452	1956.9766
ANGPTL4|51129	90.1167	ANGPTL4|51129	311.5105
lowly_expressed	lowly_expressed	ANGPTL7|10218	433.1442
ANG|283	529.8631	ANG|283	527.2557
ANK1|286	15.7225	ANK1|286	10.4372
ANK2|287	84.3646	ANK2|287	335.9978
ANK3|288	613.9439	ANK3|288	1514.1981
ANKAR|150709	22.2416	ANKAR|150709	43.756
ANKDD1A|348094	31.8284	ANKDD1A|348094	78.6805
ANKFY1|51479	1974.5142	ANKFY1|51479	2006.7541
ANKHD1-EIF4EBP3|404734	521.1276	ANKHD1-EIF4EBP3|404734	1144.0827
ANKHD1|54882	1079.4177	ANKHD1|54882	2327.8709
ANKH|56172	661.4949	ANKH|56172	2759.8388
ANKIB1|54467	1418.8585	ANKIB1|54467	1307.0597
ANKK1|255239	26.0763	ANKK1|255239	55.7989
ANKLE1|126549	5.7521	lowly_expressed	lowly_expressed
ANKLE2|23141	1258.9494	ANKLE2|23141	1607.3301
ANKMY1|51281	184.0681	ANKMY1|51281	199.1098
ANKMY2|57037	261.1467	ANKMY2|57037	812.0951
ANKRA2|57763	166.0448	ANKRA2|57763	375.7395
ANKRD10|55608	1226.5073	ANKRD10|55608	1567.1870000000001
ANKRD11|29123	1265.5681	ANKRD11|29123	2013.0044
ANKRD12|23253	714.7979	ANKRD12|23253	1142.0715
ANKRD13A|88455	1084.4681	ANKRD13A|88455	1382.5287
ANKRD13B|124930	71.3264	ANKRD13B|124930	94.7377
ANKRD13C|81573	385.7761	ANKRD13C|81573	586.4908
ANKRD13D|338692	618.1622	ANKRD13D|338692	354.4637
ANKRD16|54522	224.6973	ANKRD16|54522	148.9309
ANKRD17|26057	1570.7148	ANKRD17|26057	2893.5154
ANKRD19|138649	39.498000000000005	ANKRD19|138649	34.5231
ANKRD1|27063	9.2034	lowly_expressed	lowly_expressed
ANKRD20A3|441425	8.052999999999999	ANKRD20A3|441425	21.2758
ANKRD20B|729171	13.4216	ANKRD20B|729171	8.0286
ANKRD22|118932	453.2678	ANKRD22|118932	101.9635
ANKRD23|200539	30.2945	ANKRD23|200539	28.1002
ANKRD24|170961	15.339	ANKRD24|170961	25.6916
ANKRD26|22852	330.9392	ANKRD26|22852	262.9374
ANKRD27|84079	579.0477	ANKRD27|84079	924.8973
ANKRD28|23243	1567.2635	ANKRD28|23243	1298.6296
ANKRD29|147463	14.5721	ANKRD29|147463	223.1957
lowly_expressed	lowly_expressed	ANKRD30A|91074	916.8686
ANKRD30B|374860	569.8443	ANKRD30B|374860	136.0851
ANKRD32|84250	52.1526	ANKRD32|84250	116.0136
ANKRD34A|284615	246.9581	ANKRD34A|284615	21.6773
ANKRD35|148741	21.8581	ANKRD35|148741	133.6766
ANKRD36BP1|84832	22.2416	ANKRD36BP1|84832	149.3324
ANKRD36B|57730	24.1589	ANKRD36B|57730	42.9531
ANKRD36|375248	120.7947	ANKRD36|375248	218.3785
ANKRD37|353322	105.0991	ANKRD37|353322	121.0275
ANKRD39|51239	118.4939	ANKRD39|51239	111.9993
ANKRD40|91369	1141.9894	ANKRD40|91369	1620.9788
ANKRD42|338699	348.1956	ANKRD42|338699	378.95099999999996
ANKRD43|134548	46.4005	ANKRD43|134548	113.2036
ANKRD44|91526	9.2034	ANKRD44|91526	53.7918
lowly_expressed	lowly_expressed	ANKRD45|339416	15.2544
ANKRD46|157567	474.4049	ANKRD46|157567	568.5348
ANKRD49|54851	430.6427	ANKRD49|54851	295.4533
ANKRD50|57182	993.201	ANKRD50|57182	1227.5763
ANKRD52|283373	600.9058	ANKRD52|283373	1385.7402
lowly_expressed	lowly_expressed	ANKRD53|79998	29.7059
ANKRD54|129138	401.4986	ANKRD54|129138	454.0186
ANKRD56|345079	102.3879	ANKRD56|345079	195.4969
ANKRD57|65124	813.3511	ANKRD57|65124	859.4639999999999
ANKRD58|347454	13.8051	ANKRD58|347454	9.2329
ANKRD5|63926	231.2356	ANKRD5|63926	232.83
ANKRD6|22881	59.7646	ANKRD6|22881	306.7897
ANKRD9|122416	115.4261	ANKRD9|122416	37.3331
ANKS1A|23294	1059.5422	ANKS1A|23294	1330.7441
ANKS1B|56899	145.7206	ANKS1B|56899	187.0669
ANKS3|124401	632.3507	ANKS3|124401	185.8626
ANKS6|203286	159.5257	ANKS6|203286	100.3578
ANKZF1|55139	492.3823	ANKZF1|55139	624.2254
ANLN|54443	272.6509	ANLN|54443	69.84899999999999
ANO10|55129	1436.8819	ANO10|55129	1002.3735
ANO1|55107	1745.963	ANO1|55107	9531.1787
ANO2|57101	31.445	ANO2|57101	57.8061
ANO3|63982	112.7417	ANO3|63982	24.4873
ANO5|203859	504.27	ANO5|203859	47.7703
ANO6|196527	1605.9945	ANO6|196527	3314.6166
ANO7|50636	11.1208	ANO7|50636	18.0644
ANO8|57719	197.8732	ANO8|57719	214.7656
ANO9|338440	200.5576	ANO9|338440	200.7156
ANP32A|8125	2657.4837	ANP32A|8125	2538.6503
ANP32B|10541	3114.2028	ANP32B|10541	2123.972
ANP32E|81611	1183.0212	ANP32E|81611	949.3846
ANPEP|290	188.6698	ANPEP|290	5352.2809
ANTXR1|84168	2799.3696	ANTXR1|84168	5538.9463
ANTXR2|118429	437.9288	ANTXR2|118429	763.1205
ANUBL1|93550	337.8417	ANUBL1|93550	250.493
ANXA11|311	4204.0395	ANXA11|311	3901.9103
lowly_expressed	lowly_expressed	ANXA13|312	18.0644
ANXA1|301	1435.348	ANXA1|301	11757.917
ANXA2P1|303	55.6039	ANXA2P1|303	52.9889
ANXA2P2|304	4061.7702	ANXA2P2|304	4735.2813
ANXA2|302	14027.5259	ANXA2|302	13904.7705
ANXA3|306	428.7254	ANXA3|306	2474.8227
ANXA4|307	1683.0729999999999	ANXA4|307	1694.8421
ANXA5|308	6690.1098	ANXA5|308	6790.6085
ANXA6|309	5183.4354	ANXA6|309	5212.1814
ANXA7|310	3360.3939	ANXA7|310	3544.2352
ANXA8L2|244	65.1908	ANXA8L2|244	289.4318
ANXA8|653145	255.0111	ANXA8|653145	487.3374
ANXA9|8416	2262.5042	ANXA9|8416	364.098
AOAH|313	69.0256	AOAH|313	85.1034
AOC2|314	6.1356	AOC2|314	16.8601
AOC3|8639	345.1278	AOC3|8639	1037.6994
AOX1|316	41.0319	AOX1|316	541.5306
AP1AR|55435	726.3022	AP1AR|55435	764.3248
AP1B1|162	2377.1633	AP1B1|162	2442.7083
AP1G1|164	1700.7129	AP1G1|164	3792.3196
AP1G2|8906	4008.1834	AP1G2|8906	1372.9104
AP1M1|8907	1242.0764	AP1M1|8907	710.1316
AP1M2|10053	3805.6087	AP1M2|10053	1677.9820000000002
AP1S1|1174	1383.1953	AP1S1|1174	657.9456
AP1S2|8905	207.4601	AP1S2|8905	251.6973
AP1S3|130340	141.8859	AP1S3|130340	142.9095
AP2A1|160	2122.9153	AP2A1|160	1296.4739
AP2A2|161	1305.7333	AP2A2|161	1700.4621
AP2B1|163	5903.9855	AP2B1|163	9394.2906
AP2M1|1173	9344.5257	AP2M1|1173	5108.2108
AP2S1|1175	3128.0079	AP2S1|1175	870.7041
AP3B1|8546	902.3173	AP3B1|8546	1336.7656
AP3B2|8120	9.2034	AP3B2|8120	149.7338
AP3D1|8943	1986.7854	AP3D1|8943	2370.0492
AP3M1|26985	863.9698	AP3M1|26985	1622.1831
AP3M2|10947	387.6935	AP3M2|10947	454.8214
AP3S1|1176	857.4507	AP3S1|1176	717.7588
AP3S2|10239	1484.6399	AP3S2|10239	1480.5582
AP4B1|10717	263.0832	AP4B1|10717	364.5035
AP4E1|23431	139.585	AP4E1|23431	305.0876
AP4M1|9179	409.7817	AP4M1|9179	398.4886
AP4S1|11154	424.5071	AP4S1|11154	97.9492
APAF1|317	345.8947	APAF1|317	570.0322
APBA1|320	164.1274	APBA1|320	395.0082
APBA2|321	50.2353	APBA2|321	41.3474
APBA3|9546	122.3286	APBA3|9546	128.0565
APBB1IP|54518	129.2312	APBB1IP|54518	152.5438
APBB1|322	431.0262	APBB1|322	775.1635
APBB2|323	1495.5536	APBB2|323	1822.4972
APBB3|10307	140.352	APBB3|10307	243.2672
APC2|10297	5.0082	lowly_expressed	lowly_expressed
APCDD1L|164284	32.2119	APCDD1L|164284	462.8501
APCDD1|147495	302.9455	APCDD1|147495	1209.5119
APC|324	318.668	APC|324	983.1048
APEH|327	4274.9825	APEH|327	2013.5784
APEX1|328	7502.6939	APEX1|328	3037.2277
APEX2|27301	1413.1064	APEX2|27301	740.6404
APH1A|51107	10787.5432	APH1A|51107	4710.3925
APH1B|83464	340.5261	APH1B|83464	1095.9069
API5|8539	2178.1396	API5|8539	2929.2428
APIP|51074	380.024	APIP|51074	425.0553
APITD1|378708	186.1197	APITD1|378708	208.688
APLF|200558	101.2375	APLF|200558	122.4365
APLNR|187	446.7487	APLNR|187	1077.4411
APLN|8862	74.7777	APLN|8862	112.8021
APLP1|333	13.8051	APLP1|333	49.376000000000005
APLP2|334	16321.475	APLP2|334	23902.8135
APOA1BP|128240	5403.1667	APOA1BP|128240	1435.5176
APOB48R|55911	534.5645	APOB48R|55911	62.2218
APOBEC2|10930	13.8051	lowly_expressed	lowly_expressed
APOBEC3A|200315	29.9111	lowly_expressed	lowly_expressed
APOBEC3B|9582	45.2501	APOBEC3B|9582	75.469
APOBEC3C|27350	135.7503	APOBEC3C|27350	535.9105
APOBEC3D|140564	53.6865	APOBEC3D|140564	112.4007
APOBEC3F|200316	54.4535	APOBEC3F|200316	263.7402
APOBEC3G|60489	192.8881	APOBEC3G|60489	287.0232
APOBEC3H|164668	9.9704	lowly_expressed	lowly_expressed
APOBEC4|403314	5.7521	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	APOB|338	6.4229
APOC1|341	587.8676	APOC1|341	403.4383
APOC2|344	120.0278	APOC2|344	109.9921
APOD|347	2337.6653	APOD|347	9381.0434
APOE|348	2675.8905	APOE|348	1465.625
APOF|319	87.8158	APOF|319	19.6701
APOL1|8542	2617.2188	APOL1|8542	493.7603
APOL2|23780	1078.3325	APOL2|23780	494.9645
APOL3|80833	932.9954	APOL3|80833	583.6808
APOL4|80832	277.6361	APOL4|80832	236.4429
APOL6|80830	2298.5508	APOL6|80830	1098.3155
APOLD1|81575	245.0407	APOLD1|81575	484.9288
APOM|55937	232.7695	APOM|55937	55.7989
APOOL|139322	99.3201	APOOL|139322	216.7728
APOO|79135	389.2274	APOO|79135	211.9556
APPBP2|10513	941.4318	APPBP2|10513	1383.3316
APPL1|26060	1267.7693	APPL1|26060	2054.9258
APPL2|55198	730.9039	APPL2|55198	1478.0693
APP|351	23879.0059	APP|351	43568.1203
APRT|353	2033.1860000000001	APRT|353	1127.2185
APTX|54840	997.8027	APTX|54840	627.0354
AQP11|282679	55.2204	AQP11|282679	41.3474
AQP1|358	2098.3767	AQP1|358	11283.1886
AQP3|360	66.7247	AQP3|360	570.0322
AQP4|361	1311.4855	AQP4|361	61.8204
AQP5|362	193.2715	AQP5|362	157.361
lowly_expressed	lowly_expressed	AQP6|363	8.4301
lowly_expressed	lowly_expressed	AQP7P1|375719	5.2186
AQP7|364	5.7521	AQP7|364	29.7059
AQP8|343	7.6695	lowly_expressed	lowly_expressed
AQP9|366	31.0615	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	AQPEP|206338	5.62
AQR|9716	826.3892	AQR|9716	1195.8633
ARAF|369	1380.1275	ARAF|369	1323.9198
ARAP1|116985	1658.0896	ARAP1|116985	1918.7684
ARAP2|116984	284.5387	ARAP2|116984	333.9907
ARAP3|64411	149.9388	ARAP3|64411	476.0973
ARCN1|372	5025.0601	ARCN1|372	4572.7017
ARC|23237	65.5743	ARC|23237	346.435
AREG|374	173.7143	AREG|374	1329.1384
ARF1|375	15365.0876	ARF1|375	8354.9855
ARF3|377	8416.5155	ARF3|377	5434.9757
ARF4|378	6702.7645	ARF4|378	4802.7217
ARF5|381	5235.9715	ARF5|381	2710.4467
ARF6|382	5600.6565	ARF6|382	3784.2909999999997
ARFGAP1|55738	1879.0289	ARFGAP1|55738	923.693
ARFGAP2|84364	2773.2932	ARFGAP2|84364	2254.0356
ARFGAP3|26286	643.855	ARFGAP3|26286	1411.4318
ARFGEF1|10565	1712.0331	ARFGEF1|10565	2103.6957
ARFGEF2|10564	1345.2313	ARFGEF2|10564	2174.9537
ARFIP1|27236	1069.1291	ARFIP1|27236	1233.5978
ARFIP2|23647	2721.1406	ARFIP2|23647	1895.9591
ARFRP1|10139	709.8127	ARFRP1|10139	341.6179
ARG2|384	230.9557	ARG2|384	238.4059
ARGLU1|55082	1137.7712	ARGLU1|55082	1910.4106
ARHGAP10|79658	83.5976	ARHGAP10|79658	392.5996
ARHGAP11A|9824	85.8985	ARHGAP11A|9824	69.0461
ARHGAP12|94134	566.393	ARHGAP12|94134	1354.83
ARHGAP15|55843	56.3709	ARHGAP15|55843	52.18600000000001
ARHGAP17|55114	1413.4899	ARHGAP17|55114	1013.2121
ARHGAP18|93663	338.2252	ARHGAP18|93663	472.4844
ARHGAP19|84986	222.4157	ARHGAP19|84986	1521.4239
ARHGAP1|392	6121.7994	ARHGAP1|392	3621.7114
ARHGAP20|57569	27.6102	ARHGAP20|57569	309.5034
ARHGAP21|57584	973.2603	ARHGAP21|57584	1791.9884
ARHGAP22|58504	67.1082	ARHGAP22|58504	30.9102
ARHGAP23|57636	343.2104	ARHGAP23|57636	599.7381
ARHGAP24|83478	106.6061	ARHGAP24|83478	413.0726
ARHGAP25|9938	187.9029	ARHGAP25|9938	322.7506
ARHGAP26|23092	91.6506	ARHGAP26|23092	664.3685
ARHGAP27|201176	604.357	ARHGAP27|201176	411.8683
ARHGAP28|79822	94.3349	ARHGAP28|79822	99.5549
ARHGAP29|9411	440.2296	ARHGAP29|9411	4523.7271
ARHGAP30|257106	343.9773	ARHGAP30|257106	225.6043
ARHGAP31|57514	354.7146	ARHGAP31|57514	753.4862
ARHGAP32|9743	1468.7103	ARHGAP32|9743	2171.7423
ARHGAP33|115703	136.5172	ARHGAP33|115703	162.981
lowly_expressed	lowly_expressed	ARHGAP36|158763	4138.7547
ARHGAP39|80728	756.5967	ARHGAP39|80728	208.7442
ARHGAP42|143872	23.392	ARHGAP42|143872	118.4222
ARHGAP4|393	285.6891	ARHGAP4|393	184.6583
ARHGAP5|394	2021.2982	ARHGAP5|394	3260.4234
ARHGAP6|395	25.3094	ARHGAP6|395	61.419
ARHGAP8|23779	784.4179	ARHGAP8|23779	518.8256
ARHGAP9|64333	85.8985	ARHGAP9|64333	54.1932
ARHGDIA|396	5477.9444	ARHGDIA|396	3740.535
ARHGDIB|397	4512.3537	ARHGDIB|397	5598.3581
ARHGEF10L|55160	518.0751	ARHGEF10L|55160	955.8075
ARHGEF10|9639	206.6932	ARHGEF10|9639	979.0905
ARHGEF11|9826	1901.6539	ARHGEF11|9826	1363.26
ARHGEF12|23365	5106.3569	ARHGEF12|23365	6896.9878
ARHGEF15|22899	198.2567	ARHGEF15|22899	453.6171
ARHGEF16|27237	255.3945	ARHGEF16|27237	281.0018
ARHGEF17|9828	1197.9768	ARHGEF17|9828	1669.5520000000001
ARHGEF18|23370	719.0162	ARHGEF18|23370	749.4719
ARHGEF19|128272	523.0603	ARHGEF19|128272	490.5488
ARHGEF1|9138	1722.5710000000001	ARHGEF1|9138	896.7971
ARHGEF2|9181	1995.9888	ARHGEF2|9181	1601.7101
ARHGEF33|100271715	5.7521	ARHGEF33|100271715	14.4515
ARHGEF35|445328	816.8024	ARHGEF35|445328	727.7946
ARHGEF37|389337	290.6743	ARHGEF37|389337	1868.2603
ARHGEF38|54848	71.3264	ARHGEF38|54848	61.419
ARHGEF3|50650	411.0855	ARHGEF3|50650	1266.5151
ARHGEF4|50649	29.1441	ARHGEF4|50649	181.4469
ARHGEF5|7984	342.06	ARHGEF5|7984	739.8375
ARHGEF6|9459	1483.2824	ARHGEF6|9459	2286.1501
ARHGEF7|8874	884.6775	ARHGEF7|8874	1315.0883
ARHGEF9|23229	552.5879	ARHGEF9|23229	945.3702
ARID1A|8289	2153.9807	ARID1A|8289	3097.8438
ARID1B|57492	1015.826	ARID1B|57492	2209.4768
ARID2|196528	916.5059	ARID2|196528	1112.3656
ARID3A|1820	24.9259	ARID3A|1820	18.4658
ARID3B|10620	90.8836	ARID3B|10620	98.3506
ARID4A|5926	528.0455	ARID4A|5926	678.4186
ARID4B|51742	896.5652	ARID4B|51742	1212.9441
ARID5A|10865	336.6913	ARID5A|10865	2380.085
ARID5B|84159	1190.6908	ARID5B|84159	2919.6084
ARIH1|25820	1085.2351	ARIH1|25820	1973.0339
ARIH2|10425	1689.895	ARIH2|10425	1706.0822
ARL10|285598	21.4746	ARL10|285598	51.3832
ARL11|115761	35.2797	ARL11|115761	50.1789
ARL13B|200894	147.638	ARL13B|200894	352.0551
ARL15|54622	145.3371	ARL15|54622	534.3048
ARL16|339231	469.7572	ARL16|339231	321.5463
ARL17A|51326	114.7396	ARL17A|51326	108.3744
ARL17B|641522	5.1769	ARL17B|641522	5.319
ARL1|400	3262.2242	ARL1|400	2874.6481
ARL2BP|23568	1188.3899	ARL2BP|23568	1561.567
ARL2|402	1143.5233	ARL2|402	891.177
ARL3|403	781.5226	ARL3|403	755.8948
ARL4A|10124	343.5939	ARL4A|10124	1879.9019
ARL4C|10123	501.2022	ARL4C|10123	2034.8543
ARL4D|379	828.6901	ARL4D|379	178.2354
ARL5A|26225	577.1303	ARL5A|26225	886.7613
ARL5B|221079	126.1634	ARL5B|221079	262.9374
ARL6IP1|23204	9310.3964	ARL6IP1|23204	4413.3335
ARL6IP4|51329	2688.5452	ARL6IP4|51329	1022.0436
ARL6IP5|10550	6320.8231	ARL6IP5|10550	4971.3228
ARL6IP6|151188	154.924	ARL6IP6|151188	297.059
ARL6|84100	66.3412	ARL6|84100	93.132
ARL8A|127829	1687.2912	ARL8A|127829	1042.9180000000001
ARL8B|55207	3168.2728	ARL8B|55207	2839.3222
lowly_expressed	lowly_expressed	ARL9|132946	10.4372
ARMC10|83787	1426.2404	ARMC10|83787	891.6949
ARMC1|55156	702.9102	ARMC1|55156	767.1348
ARMC2|84071	28.7606	ARMC2|84071	34.9245
ARMC3|219681	63.6569	ARMC3|219681	10.8386
ARMC5|79798	459.4034	ARMC5|79798	237.6472
ARMC6|93436	766.5671	ARMC6|93436	395.0082
ARMC7|79637	501.2022	ARMC7|79637	310.7077
ARMC8|25852	843.2621	ARMC8|25852	721.3717
ARMC9|80210	487.7806	ARMC9|80210	285.8189
ARMCX1|51309	439.4627	ARMCX1|51309	938.5459
ARMCX2|9823	1231.7226	ARMCX2|9823	1038.9037
ARMCX3|51566	893.8809	ARMCX3|51566	2050.9115
ARMCX5|64860	421.4393	ARMCX5|64860	450.0043
ARMCX6|54470	382.3249	ARMCX6|54470	289.8333
ARNT2|9915	67.8751	ARNT2|9915	618.2039
ARNTL2|56938	13.8051	ARNTL2|56938	21.2758
ARNTL|406	190.2037	ARNTL|406	494.1617
ARNT|405	1762.8359	ARNT|405	1783.9598
ARPC1A|10552	1857.4086	ARPC1A|10552	2506.881
ARPC1B|10095	1615.7271	ARPC1B|10095	1068.6658
ARPC2|10109	3440.5402	ARPC2|10109	3500.8806
ARPC3|10094	6233.0073	ARPC3|10094	2927.2356
ARPC4|10093	4663.4122	ARPC4|10093	3051.0891
ARPC5L|81873	595.9206	ARPC5L|81873	576.4551
ARPC5|10092	3287.1501	ARPC5|10092	3082.9909
ARPM1|84517	61.356	ARPM1|84517	51.3832
ARPP19|10776	2157.0485	ARPP19|10776	4323.0115
ARRB1|408	284.9221	ARRB1|408	1292.6081
ARRB2|409	621.23	ARRB2|409	455.6243
ARRDC1|92714	1406.2039	ARRDC1|92714	663.967
ARRDC2|27106	263.4475	ARRDC2|27106	603.3509
ARRDC3|57561	1895.1348	ARRDC3|57561	3988.6194
ARRDC4|91947	228.5513	ARRDC4|91947	936.5388
ARSA|410	1085.2351	ARSA|410	1045.3266
ARSB|411	192.8881	ARSB|411	162.981
ARSD|414	2514.4474	ARSD|414	4536.5729
ARSE|415	39.1145	ARSE|415	37.7345
ARSG|22901	424.1237	ARSG|22901	506.6061
lowly_expressed	lowly_expressed	ARSH|347527	5.2186
ARSI|340075	127.6973	ARSI|340075	40.1431
ARSJ|79642	34.8963	ARSJ|79642	217.1742
ARSK|153642	77.8455	ARSK|153642	179.8411
lowly_expressed	lowly_expressed	ART4|420	7.6272
lowly_expressed	lowly_expressed	ART5|116969	5.62
ARTN|9048	154.1571	ARTN|9048	16.0572
ARV1|64801	855.5334	ARV1|64801	432.7427
ARVCF|421	292.9751	ARVCF|421	411.0654
lowly_expressed	lowly_expressed	ARX|170302	36.9317
AR|367	227.0174	AR|367	685.6443
AS3MT|57412	217.81400000000002	AS3MT|57412	177.834
ASAH1|427	1240.5425	ASAH1|427	4804.7289
ASAH2|56624	10.3538	ASAH2|56624	9.6343
ASAM|79827	96.6358	ASAM|79827	512.6275
ASAP1|50807	600.1388	ASAP1|50807	608.1681
ASAP2|8853	116.5765	ASAP2|8853	531.8962
ASAP3|55616	830.2239999999999	ASAP3|55616	1273.3395
ASB12|142689	6.1356	ASB12|142689	8.0286
ASB13|79754	932.2284	ASB13|79754	975.4776
ASB14|142686	9.2034	ASB14|142686	12.0429
ASB16|92591	25.0064	ASB16|92591	8.4501
ASB1|51665	250.78900000000002	ASB1|51665	722.2067
ASB2|51676	19.9407	ASB2|51676	22.8816
ASB3|51130	262.6806	ASB3|51130	392.5996
ASB6|140459	464.4039	ASB6|140459	798.3019
ASB7|140460	277.6361	ASB7|140460	492.9574
ASB8|140461	967.5081	ASB8|140461	929.313
ASB9|140462	7.6695	ASB9|140462	50.9817
ASCC1|51008	559.107	ASCC1|51008	445.1871
ASCC2|84164	1556.9096	ASCC2|84164	1024.0507
ASCC3|10973	603.9736	ASCC3|10973	969.0547
ASCL2|430	23.392	ASCL2|430	33.3188
ASCL4|121549	32.2119	lowly_expressed	lowly_expressed
ASF1A|25842	495.0666	ASF1A|25842	609.3724
ASF1B|55723	317.901	ASF1B|55723	57.0032
ASGR1|432	10.7373	ASGR1|432	8.8315
ASH1L|55870	1761.6164	ASH1L|55870	2799.5082
ASH2L|9070	1921.2112	ASH2L|9070	1203.8919
ASL|435	679.5182	ASL|435	511.0218
ASMTL|8623	1163.836	ASMTL|8623	793.2279
ASNA1|439	2506.7779	ASNA1|439	1158.5302
ASNSD1|54529	662.6453	ASNSD1|54529	1138.86
ASNS|440	498.5179	ASNS|440	412.2697
lowly_expressed	lowly_expressed	ASPA|443	19.6701
ASPHD1|253982	22.625	ASPHD1|253982	24.8887
ASPHD2|57168	58.2882	ASPHD2|57168	58.6089
ASPH|444	11483.1558	ASPH|444	5205.5418
ASPM|259266	166.8117	ASPM|259266	22.8816
ASPN|54829	3115.3532	ASPN|54829	135.6837
ASPRV1|151516	41.1316	ASPRV1|151516	110.3173
ASPSCR1|79058	1066.8282	ASPSCR1|79058	225.2028
ASRGL1|80150	42.9492	ASRGL1|80150	103.5692
ASS1|445	776.9209	ASS1|445	1441.9405
ASTE1|28990	337.3355	ASTE1|28990	321.731
ASTL|431705	9.9704	ASTL|431705	22.8816
lowly_expressed	lowly_expressed	ASTN1|460	79.0819
ASTN2|23245	124.6295	ASTN2|23245	360.4851
ASXL1|171023	1317.6211	ASXL1|171023	1784.3612
ASXL2|55252	171.4135	ASXL2|55252	768.7406
lowly_expressed	lowly_expressed	ASXL3|80816	38.5374
ATAD1|84896	1090.2202	ATAD1|84896	1234.8021
ATAD2B|54454	257.3119	ATAD2B|54454	332.7864
ATAD2|29028	538.7828	ATAD2|29028	401.4311
ATAD3A|55210	293.7421	ATAD3A|55210	258.9231
ATAD3B|83858	107.7566	ATAD3B|83858	124.0422
ATAD3C|219293	69.40899999999999	ATAD3C|219293	245.6758
ATAD5|79915	49.0848	ATAD5|79915	55.3975
ATE1|11101	108.5235	ATE1|11101	298.2633
ATF1|466	350.1129	ATF1|466	614.9924
ATF2|1386	243.8903	ATF2|1386	588.8994
