gene_id	TCGA-BH-A18M-01A-11R-A12D-07	gene_id	TCGA-BH-A18M-11A-33R-A12D-07
ALPK3|57538	121.5803	ALPK3|57538	324.8127
ALPL|249	288.34	ALPL|249	879.242
ALS2CL|259173	153.5365	ALS2CL|259173	337.1529
lowly_expressed	lowly_expressed	ALS2CR11|151254	12.780999999999999
ALS2CR12|130540	10.2847	ALS2CR12|130540	6.1701
ALS2CR4|65062	642.0616	ALS2CR4|65062	1399.2948
ALS2CR8|79800	180.3503	ALS2CR8|79800	236.2274
ALS2|57679	668.8754	ALS2|57679	795.9454
ALX3|257	20.2022	ALX3|257	30.8506
ALX4|60529	13.2232	ALX4|60529	70.0749
AMACR|23600	557.9472	AMACR|23600	240.6346
AMBP|259	8.8155	AMBP|259	6.1701
AMBRA1|55626	1564.0152	AMBRA1|55626	993.3892
AMD1|262	1308.9867	AMD1|262	1798.6470000000002
AMDHD1|144193	28.283	AMDHD1|144193	10.1366
AMDHD2|51005	235.6491	AMDHD2|51005	185.7647
AMFR|267	6592.5186	AMFR|267	3820.6258
AMH|268	7.7136	lowly_expressed	lowly_expressed
AMICA1|120425	178.88099999999997	AMICA1|120425	317.7611
AMIGO1|57463	67.9527	AMIGO1|57463	112.825
AMIGO2|347902	3062.2778	AMIGO2|347902	2204.0502
AMIGO3|386724	74.1971	AMIGO3|386724	58.1754
AMMECR1L|83607	870.1625	AMMECR1L|83607	960.7757
AMMECR1|9949	292.0132	AMMECR1|9949	256.5007
AMN1|196394	195.7774	AMN1|196394	190.3922
AMOTL1|154810	1940.5101	AMOTL1|154810	2836.0511
AMOTL2|51421	3208.1044	AMOTL2|51421	4261.3486
AMOT|154796	1015.2508	AMOT|154796	1172.3226
AMPD1|270	8.0809	AMPD1|270	40.9872
AMPD2|271	676.2217	AMPD2|271	717.056
AMPD3|272	327.6424	AMPD3|272	262.6708
AMPH|273	226.6316	AMPH|273	113.7065
AMT|275	43.9379	AMT|275	238.5544
AMY2B|280	62.5606	AMY2B|280	294.9405
AMZ1|155185	48.4852	AMZ1|155185	17.1882
AMZ2P1|201283	141.7825	AMZ2P1|201283	168.7968
AMZ2|51321	1379.2571	AMZ2|51321	1052.0053
ANAPC10|10393	142.5171	ANAPC10|10393	105.3327
ANAPC11|51529	716.9933	ANAPC11|51529	582.6355
ANAPC13|25847	1300.7148	ANAPC13|25847	1062.587
ANAPC16|119504	1926.1849	ANAPC16|119504	1992.5077
ANAPC1|64682	872.7337	ANAPC1|64682	814.015
ANAPC2|29882	627.3692	ANAPC2|29882	751.8731
ANAPC4|29945	437.8361	ANAPC4|29945	540.7669
ANAPC5|51433	2246.4811	ANAPC5|51433	2036.58
ANAPC7|51434	937.0133	ANAPC7|51434	790.216
ANGEL1|23357	394.8606	ANGEL1|23357	620.097
ANGEL2|90806	1077.3266	ANGEL2|90806	807.8449
ANGPT1|284	56.1988	ANGPT1|284	645.2182
ANGPT2|285	214.8776	ANGPT2|285	766.8576
lowly_expressed	lowly_expressed	ANGPT4|51378	54.2089
ANGPTL1|9068	106.8878	ANGPTL1|9068	771.2649
ANGPTL2|23452	2335.0034	ANGPTL2|23452	5869.9868
ANGPTL4|51129	489.9944	ANGPTL4|51129	1137.0648
lowly_expressed	lowly_expressed	ANGPTL5|253935	5.2887
ANGPTL7|10218	13.9579	ANGPTL7|10218	411.1944
ANG|283	222.66099999999997	ANG|283	358.6029
ANK1|286	9.1828	ANK1|286	35.2578
ANK2|287	288.34	ANK2|287	917.5848
ANK3|288	1031.7798	ANK3|288	879.6827
ANKAR|150709	29.385	ANKAR|150709	39.6651
ANKDD1A|348094	53.6276	ANKDD1A|348094	263.9929
ANKFN1|162282	33.4254	ANKFN1|162282	5.7294
ANKFY1|51479	2693.5	ANKFY1|51479	2657.1177
ANKHD1-EIF4EBP3|404734	1734.7639	ANKHD1-EIF4EBP3|404734	1301.0004
ANKHD1|54882	3284.902	ANKHD1|54882	2512.9749
ANKH|56172	1491.6547	ANKH|56172	1925.9586
ANKIB1|54467	1688.1667	ANKIB1|54467	1454.3852
ANKK1|255239	10.6521	ANKK1|255239	32.1728
ANKLE1|126549	7.3462	ANKLE1|126549	11.850999999999999
ANKLE2|23141	1360.8915	ANKLE2|23141	1645.6589
ANKMY1|51281	257.4858	ANKMY1|51281	245.9233
ANKMY2|57037	372.4545	ANKMY2|57037	587.4835
ANKRA2|57763	350.7831	ANKRA2|57763	356.10400000000004
ANKRD10|55608	1465.884	ANKRD10|55608	1525.3416
ANKRD11|29123	1502.1047	ANKRD11|29123	2874.1384
ANKRD12|23253	1620.2139	ANKRD12|23253	1877.4791
ANKRD13A|88455	1185.3163	ANKRD13A|88455	1293.0807
ANKRD13B|124930	243.1606	ANKRD13B|124930	156.0159
ANKRD13C|81573	561.9876	ANKRD13C|81573	625.8264
ANKRD13D|338692	621.1249	ANKRD13D|338692	511.2384
ANKRD16|54522	144.6071	ANKRD16|54522	148.9643
ANKRD17|26057	3487.2616	ANKRD17|26057	3035.2578
ANKRD19|138649	53.9949	ANKRD19|138649	36.58
lowly_expressed	lowly_expressed	ANKRD1|27063	5.7294
lowly_expressed	lowly_expressed	ANKRD20A3|441425	10.1366
lowly_expressed	lowly_expressed	ANKRD20B|729171	5.2887
ANKRD22|118932	600.5554	ANKRD22|118932	77.1265
ANKRD23|200539	31.2215	ANKRD23|200539	48.4795
ANKRD24|170961	20.2022	ANKRD24|170961	26.4434
ANKRD26|22852	408.4511	ANKRD26|22852	378.1401
ANKRD27|84079	782.7422	ANKRD27|84079	878.8012
ANKRD28|23243	1483.5738	ANKRD28|23243	1282.5033
ANKRD29|147463	66.1162	ANKRD29|147463	310.2688
ANKRD2|26287	5.5097	lowly_expressed	lowly_expressed
ANKRD30A|91074	1192.2953	ANKRD30A|91074	714.4116
ANKRD30B|374860	194.6754	ANKRD30B|374860	73.16
ANKRD32|84250	215.6122	ANKRD32|84250	181.5778
ANKRD34A|284615	11.3867	ANKRD34A|284615	15.866
ANKRD34C|390616	6.2443	lowly_expressed	lowly_expressed
ANKRD35|148741	40.037	ANKRD35|148741	169.6783
ANKRD36BP1|84832	102.4801	ANKRD36BP1|84832	159.5416
ANKRD36B|57730	45.5467	ANKRD36B|57730	92.5518
ANKRD36|375248	135.1709	ANKRD36|375248	208.9026
ANKRD37|353322	42.9535	ANKRD37|353322	193.1732
ANKRD39|51239	141.4152	ANKRD39|51239	109.74
ANKRD40|91369	1266.8596	ANKRD40|91369	2159.9824
ANKRD42|338699	596.5149	ANKRD42|338699	333.6271
ANKRD43|134548	90.7261	ANKRD43|134548	50.2424
ANKRD44|91526	75.29899999999999	ANKRD44|91526	114.5879
lowly_expressed	lowly_expressed	ANKRD45|339416	9.2552
ANKRD46|157567	375.8448	ANKRD46|157567	605.0463
ANKRD49|54851	369.1487	ANKRD49|54851	252.9749
ANKRD50|57182	3930.9747	ANKRD50|57182	1394.4469
ANKRD52|283373	1567.6883	ANKRD52|283373	1533.7153
ANKRD53|79998	12.8559	ANKRD53|79998	48.4795
ANKRD54|129138	325.4386	ANKRD54|129138	368.0035
ANKRD56|345079	41.8736	ANKRD56|345079	85.0595
ANKRD57|65124	709.2798	ANKRD57|65124	912.2962
ANKRD58|347454	5.877000000000001	lowly_expressed	lowly_expressed
ANKRD5|63926	370.61800000000005	ANKRD5|63926	241.5161
ANKRD6|22881	263.5538	ANKRD6|22881	338.7307
ANKRD9|122416	34.16	ANKRD9|122416	52.8867
ANKS1A|23294	1150.4217	ANKS1A|23294	1527.1045
ANKS1B|56899	166.7597	ANKS1B|56899	97.3997
ANKS3|124401	250.5069	ANKS3|124401	251.21200000000002
ANKS6|203286	107.6225	ANKS6|203286	257.3821
ANKZF1|55139	445.5496	ANKZF1|55139	660.6435
ANLN|54443	595.0457	ANLN|54443	178.4927
ANO10|55129	1136.8311	ANO10|55129	681.7981
ANO1|55107	3195.2484	ANO1|55107	5626.7078
ANO2|57101	21.3041	ANO2|57101	83.2966
ANO3|63982	24.6099	ANO3|63982	111.9436
ANO4|121601	16.529	ANO4|121601	18.9511
ANO5|203859	64.6469	ANO5|203859	43.1908
ANO6|196527	2253.0928	ANO6|196527	4773.0278
ANO7|50636	11.0194	ANO7|50636	13.2217
ANO8|57719	330.9483	ANO8|57719	253.4156
ANO9|338440	251.9761	ANO9|338440	116.3508
ANP32A|8125	2576.3275	ANP32A|8125	2065.6677
ANP32B|10541	2421.689	ANP32B|10541	2165.7118
ANP32E|81611	1220.5783	ANP32E|81611	1019.3918
ANPEP|290	384.2085	ANPEP|290	2478.1842
ANTXR1|84168	7392.5245	ANTXR1|84168	5029.9691
ANTXR2|118429	839.3083	ANTXR2|118429	1956.3684
ANUBL1|93550	324.7039	ANUBL1|93550	238.43099999999998
ANXA11|311	3163.2923	ANXA11|311	3792.4196
ANXA13|312	5.877000000000001	ANXA13|312	9.6959
ANXA1|301	2681.0114	ANXA1|301	10515.2049
ANXA2P1|303	65.3816	ANXA2P1|303	65.6677
ANXA2P2|304	4665.2317	ANXA2P2|304	4484.7951
ANXA2|302	14761.1736	ANXA2|302	12842.662
ANXA3|306	718.8299	ANXA3|306	1019.3918
ANXA4|307	1319.0179999999998	ANXA4|307	1110.6214
ANXA5|308	5656.9745	ANXA5|308	7957.2499
ANXA6|309	9626.8843	ANXA6|309	7742.1772
ANXA7|310	2385.3251	ANXA7|310	2677.3909
ANXA8L2|244	20.5695	ANXA8L2|244	73.6007
ANXA8|653145	54.3622	ANXA8|653145	151.6086
ANXA9|8416	715.1568	ANXA9|8416	175.8484
AOAH|313	130.7631	AOAH|313	137.9462
AOC2|314	12.8559	AOC2|314	119.4359
AOC3|8639	1516.6319	AOC3|8639	11269.2816
AOX1|316	443.7131	AOX1|316	1528.8673
AP1AR|55435	849.5930000000001	AP1AR|55435	549.1406
AP1B1|162	2963.4745	AP1B1|162	2211.1062
AP1G1|164	2305.2511	AP1G1|164	2401.4985
AP1G2|8906	2023.3647	AP1G2|8906	1163.8299
AP1M1|8907	896.9763	AP1M1|8907	867.7832
AP1M2|10053	1715.7151	AP1M2|10053	635.9630000000001
AP1S1|1174	629.9403	AP1S1|1174	406.7871
AP1S2|8905	765.4785	AP1S2|8905	506.3905
AP1S3|130340	305.971	AP1S3|130340	113.2658
AP2A1|160	1963.2908	AP2A1|160	1691.3971
AP2A2|161	1959.9777	AP2A2|161	1751.8731
AP2B1|163	13266.2132	AP2B1|163	7023.799
AP2M1|1173	6689.8563	AP2M1|1173	5268.8409
AP2S1|1175	1208.4569999999999	AP2S1|1175	715.2931
AP3B1|8546	2073.1098	AP3B1|8546	1313.3539
AP3B2|8120	51.4237	AP3B2|8120	66.5491
AP3D1|8943	3401.6779	AP3D1|8943	2659.3213
AP3M1|26985	1618.01	AP3M1|26985	1437.6377
AP3M2|10947	703.7701	AP3M2|10947	501.1018
AP3S1|1176	1203.3146	AP3S1|1176	836.4918
AP3S2|10239	1549.2088	AP3S2|10239	1329.2993
AP4B1|10717	262.5951	AP4B1|10717	302.7942
AP4E1|23431	483.3828	AP4E1|23431	384.3103
AP4M1|9179	378.0928	AP4M1|9179	314.848
AP4S1|11154	90.3588	AP4S1|11154	92.9925
APAF1|317	547.2951	APAF1|317	697.2234
APBA1|320	91.82799999999999	APBA1|320	253.8563
APBA2|321	59.5046	APBA2|321	65.6677
APBA3|9546	194.3081	APBA3|9546	182.9
APBB1IP|54518	290.5439	APBB1IP|54518	796.8268
APBB1|322	785.6807	APBB1|322	857.2058
APBB2|323	4281.7578	APBB2|323	4013.6624
APBB3|10307	198.3486	APBB3|10307	280.2997
APCDD1L|164284	37.8332	APCDD1L|164284	65.227
APCDD1|147495	520.4813	APCDD1|147495	1295.2843
APC|324	1586.4212	APC|324	1349.4932
APEH|327	2704.8867	APEH|327	1333.6271
APEX1|328	3029.2234	APEX1|328	2249.4491
APEX2|27301	721.7684	APEX2|27301	478.6249
APH1A|51107	3852.0026	APH1A|51107	3187.3072
APH1B|83464	573.007	APH1B|83464	784.9273
API5|8539	3490.9347	API5|8539	2449.5372
APIP|51074	357.4976	APIP|51074	308.2812
APITD1|378708	284.7441	APITD1|378708	146.0467
APLF|200558	67.9527	APLF|200558	92.1111
APLNR|187	658.9580000000001	APLNR|187	1345.5267
APLN|8862	69.422	APLN|8862	85.9409
APLP1|333	41.8736	APLP1|333	59.9383
APLP2|334	7346.9778	APLP2|334	14617.8933
APOA1BP|128240	1680.8204	APOA1BP|128240	928.6029
APOB48R|55911	270.3417	APOB48R|55911	228.7351
APOBEC3A|200315	23.508000000000003	APOBEC3A|200315	47.1573
APOBEC3B|9582	94.7665	APOBEC3B|9582	58.1754
APOBEC3C|27350	156.8423	APOBEC3C|27350	330.1014
APOBEC3D|140564	73.0951	APOBEC3D|140564	89.4667
APOBEC3F|200316	186.9619	APOBEC3F|200316	205.3768
APOBEC3G|60489	257.8531	APOBEC3G|60489	326.1349
APOBEC3H|164668	5.877000000000001	APOBEC3H|164668	6.6108
APOB|338	20.9368	APOB|338	307.6245
APOC1|341	445.5496	APOC1|341	536.3596
APOC2|344	47.3833	APOC2|344	27.3248
APOD|347	3561.0914	APOD|347	14234.0238
APOE|348	1527.6513	APOE|348	2859.8502
APOF|319	5.877000000000001	lowly_expressed	lowly_expressed
APOL1|8542	1750.6097	APOL1|8542	1081.093
APOL2|23780	746.0110000000001	APOL2|23780	748.788
APOL3|80833	774.6613	APOL3|80833	1241.9568
APOL4|80832	87.7876	APOL4|80832	162.186
APOL6|80830	2049.6018	APOL6|80830	3281.1811
APOLD1|81575	1122.8733	APOLD1|81575	7208.9026
APOM|55937	66.4835	APOM|55937	54.6496
APOOL|139322	232.8759	APOOL|139322	225.2093
APOO|79135	177.0445	APOO|79135	128.2503
APPBP2|10513	1445.006	APPBP2|10513	1520.4936
APPL1|26060	2477.1422	APPL1|26060	1825.0331
APPL2|55198	912.4034	APPL2|55198	1574.2618
APP|351	18552.5697	APP|351	25081.9744
APRT|353	251.9761	APRT|353	443.8078
APTX|54840	524.1544	APTX|54840	405.0242
AQP11|282679	26.8138	AQP11|282679	31.732
AQP1|358	4314.8159	AQP1|358	15533.063
AQP3|360	402.9414	AQP3|360	555.3107
AQP4|361	9.5501	AQP4|361	26.0026
lowly_expressed	lowly_expressed	AQP5|362	21.1547
AQP7P1|375719	11.0194	AQP7P1|375719	101.3662
lowly_expressed	lowly_expressed	AQP7P3|441432	14.1031
AQP7|364	115.336	AQP7|364	1077.5672
AQP9|366	18.3656	AQP9|366	88.5853
AQPEP|206338	14.3252	AQPEP|206338	168.7572
AQR|9716	1411.5806	AQR|9716	1177.6113
ARAF|369	1249.2286	ARAF|369	1115.0286
ARAP1|116985	2634.6603	ARAP1|116985	2829.4006
ARAP2|116984	386.7797	ARAP2|116984	285.5884
ARAP3|64411	303.0325	ARAP3|64411	766.8576
ARCN1|372	3626.8402	ARCN1|372	4137.9462
ARC|23237	30.4869	ARC|23237	115.4694
AREG|374	114.9687	AREG|374	469.8105
ARF1|375	12254.2682	ARF1|375	7372.8515
ARF3|377	5605.9181	ARF3|377	4009.2552
ARF4|378	5283.7854	ARF4|378	3551.7849
ARF5|381	2109.1064	ARF5|381	1617.8669
ARF6|382	3394.3316	ARF6|382	2698.1049
ARFGAP1|55738	1124.3425	ARFGAP1|55738	1050.6831
ARFGAP2|84364	2600.5701	ARFGAP2|84364	1889.3786
ARFGAP3|26286	885.9569	ARFGAP3|26286	919.3477
ARFGEF1|10565	2783.1242	ARFGEF1|10565	1921.2781
ARFGEF2|10564	2290.5586	ARFGEF2|10564	2195.6809
ARFIP1|27236	1259.5134	ARFIP1|27236	917.5848
ARFIP2|23647	2345.2881	ARFIP2|23647	1189.0701
ARFRP1|10139	461.7114	ARFRP1|10139	466.7254
ARG2|384	155.5861	ARG2|384	246.1525
ARGLU1|55082	1286.3272	ARGLU1|55082	2374.6144
ARHGAP10|79658	331.3156	ARHGAP10|79658	613.4861
ARHGAP11A|9824	325.4386	ARHGAP11A|9824	118.1137
ARHGAP11B|89839	23.8753	ARHGAP11B|89839	14.134
ARHGAP12|94134	981.8254	ARHGAP12|94134	1034.8171
ARHGAP15|55843	67.2181	ARHGAP15|55843	63.9048
ARHGAP17|55114	1125.0771	ARHGAP17|55114	1654.4733
ARHGAP18|93663	654.9176	ARHGAP18|93663	673.4244
ARHGAP19|84986	586.5975	ARHGAP19|84986	1186.4257
ARHGAP1|392	7064.5147	ARHGAP1|392	4130.0132
ARHGAP20|57569	116.43799999999999	ARHGAP20|57569	481.71
ARHGAP21|57584	1432.5174	ARHGAP21|57584	3128.2503
ARHGAP22|58504	33.0581	ARHGAP22|58504	47.1573
ARHGAP23|57636	541.4181	ARHGAP23|57636	1053.7682
ARHGAP24|83478	235.8144	ARHGAP24|83478	619.2155
ARHGAP25|9938	207.5314	ARHGAP25|9938	432.3491
ARHGAP26|23092	781.273	ARHGAP26|23092	884.9714
ARHGAP27|201176	262.6282	ARHGAP27|201176	520.0529
ARHGAP28|79822	280.2592	ARHGAP28|79822	328.3385
ARHGAP29|9411	3237.4893	ARHGAP29|9411	3584.8391
ARHGAP30|257106	416.8993	ARHGAP30|257106	539.4447
ARHGAP31|57514	885.5896	ARHGAP31|57514	1847.9506
ARHGAP32|9743	1645.5585	ARHGAP32|9743	1347.2896
ARHGAP33|115703	184.0234	ARHGAP33|115703	135.3019
ARHGAP36|158763	35.6293	ARHGAP36|158763	149.405
ARHGAP39|80728	505.4215	ARHGAP39|80728	195.6809
ARHGAP42|143872	276.9093	ARHGAP42|143872	304.5174
ARHGAP4|393	200.9197	ARHGAP4|393	414.2794
ARHGAP5|394	2311.1281	ARHGAP5|394	2675.6279999999997
ARHGAP6|395	65.7489	ARHGAP6|395	215.5134
ARHGAP8|23779	360.796	ARHGAP8|23779	225.6677
ARHGAP9|64333	87.7876	ARHGAP9|64333	127.3689
ARHGDIA|396	4448.5175	ARHGDIA|396	3599.383
ARHGDIB|397	6749.7282	ARHGDIB|397	3214.632
lowly_expressed	lowly_expressed	ARHGDIG|398	34.4469
ARHGEF10L|55160	947.2981	ARHGEF10L|55160	862.4945
ARHGEF10|9639	721.7684	ARHGEF10|9639	1189.0701
ARHGEF11|9826	1375.2167	ARHGEF11|9826	1635.0815
ARHGEF12|23365	4477.9025	ARHGEF12|23365	5685.3239
ARHGEF15|22899	382.7393	ARHGEF15|22899	1138.387
ARHGEF16|27237	493.3002	ARHGEF16|27237	274.1296
ARHGEF17|9828	2477.8878	ARHGEF17|9828	2292.1992
ARHGEF18|23370	934.8094	ARHGEF18|23370	887.175
ARHGEF19|128272	605.3304	ARHGEF19|128272	350.8153
ARHGEF1|9138	1147.1159	ARHGEF1|9138	1280.7404
ARHGEF2|9181	1914.431	ARHGEF2|9181	1944.9097
ARHGEF33|100271715	8.4482	ARHGEF33|100271715	18.9511
ARHGEF35|445328	592.4745	ARHGEF35|445328	809.1669999999999
ARHGEF37|389337	676.2217	ARHGEF37|389337	1580.8726
ARHGEF38|54848	60.9738	ARHGEF38|54848	33.0542
ARHGEF3|50650	1222.4149	ARHGEF3|50650	1096.9589999999998
ARHGEF4|50649	88.5222	ARHGEF4|50649	267.078
ARHGEF5|7984	422.7763	ARHGEF5|7984	627.5892
ARHGEF6|9459	1809.3797	ARHGEF6|9459	2137.9462
ARHGEF7|8874	1038.7588	ARHGEF7|8874	1734.2442
ARHGEF9|23229	503.9523	ARHGEF9|23229	669.0172
ARID1A|8289	4251.6382	ARID1A|8289	2798.1490000000003
ARID1B|57492	2307.0877	ARID1B|57492	2287.3513
ARID2|196528	1359.7896	ARID2|196528	964.3015
ARID3A|1820	51.791000000000004	ARID3A|1820	55.0903
ARID3B|10620	128.9266	ARID3B|10620	132.2168
ARID4A|5926	652.7137	ARID4A|5926	932.1287
ARID4B|51742	2194.1061	ARID4B|51742	1473.1996
ARID5A|10865	417.2666	ARID5A|10865	1529.3081
ARID5B|84159	1874.3939	ARID5B|84159	6045.8352
ARIH1|25820	1294.4080000000001	ARIH1|25820	1826.7959
ARIH2|10425	1186.4183	ARIH2|10425	1635.5223
ARL10|285598	35.262	ARL10|285598	60.379
ARL11|115761	18.7329	ARL11|115761	28.647
ARL13B|200894	256.3839	ARL13B|200894	349.4932
ARL15|54622	637.6539	ARL15|54622	609.5196
ARL16|339231	361.0678	ARL16|339231	371.5293
ARL17A|51326	82.7922	ARL17A|51326	68.6822
ARL1|400	2285.7836	ARL1|400	1832.5253
ARL2BP|23568	1944.5506	ARL2BP|23568	1523.1379
ARL2|402	915.3419	ARL2|402	974.4381
ARL3|403	1292.2042	ARL3|403	646.5403
ARL4A|10124	490.72900000000004	ARL4A|10124	801.6747
ARL4C|10123	1007.9046	ARL4C|10123	1559.2772
ARL4D|379	121.213	ARL4D|379	193.918
ARL5A|26225	840.0429	ARL5A|26225	800.7933
ARL5B|221079	319.1943	ARL5B|221079	553.1071
ARL6IP1|23204	6498.854	ARL6IP1|23204	4300.1322
ARL6IP4|51329	1074.3881	ARL6IP4|51329	1487.4394
ARL6IP5|10550	3541.9911	ARL6IP5|10550	3343.323
ARL6IP6|151188	306.7057	ARL6IP6|151188	260.4672
ARL6|84100	88.8895	ARL6|84100	82.4152
ARL8A|127829	1544.1803	ARL8A|127829	1041.8687
ARL8B|55207	2178.8957	ARL8B|55207	1969.5901
ARMC10|83787	834.8271	ARMC10|83787	641.6219
ARMC1|55156	696.7912	ARMC1|55156	649.1847
ARMC2|84071	51.791000000000004	ARMC2|84071	45.8352
ARMC3|219681	47.3833	ARMC3|219681	8.8145
ARMC4|55130	5.1424	lowly_expressed	lowly_expressed
ARMC5|79798	299.7267	ARMC5|79798	315.1168
ARMC6|93436	560.8416	ARMC6|93436	400.1763
ARMC7|79637	348.9465	ARMC7|79637	236.2274
ARMC8|25852	746.0110000000001	ARMC8|25852	767.7391
ARMC9|80210	577.4147	ARMC9|80210	280.7404
ARMCX1|51309	583.659	ARMCX1|51309	894.2265
ARMCX2|9823	1523.6108	ARMCX2|9823	869.5461
ARMCX3|51566	1935.7351	ARMCX3|51566	1938.2988
ARMCX5|64860	365.4756	ARMCX5|64860	305.8616
ARMCX6|54470	211.5718	ARMCX6|54470	216.3949
ARNT2|9915	851.7969	ARNT2|9915	410.3129
ARNTL2|56938	82.2779	ARNTL2|56938	57.7347
ARNTL|406	267.7706	ARNTL|406	291.3178
ARNT|405	1415.9884	ARNT|405	2040.1058
ARPC1A|10552	1991.0009	ARPC1A|10552	1863.3759
ARPC1B|10095	1963.8491	ARPC1B|10095	1384.3103
ARPC2|10109	5323.0878	ARPC2|10109	3393.1247
ARPC3|10094	3260.2627	ARPC3|10094	2145.4385
ARPC4|10093	3071.4532	ARPC4|10093	2553.6668
ARPC5L|81873	645.7348	ARPC5L|81873	472.8955
ARPC5|10092	2485.6014	ARPC5|10092	2531.071
ARPM1|84517	38.5678	ARPM1|84517	50.6831
ARPP19|10776	3995.989	ARPP19|10776	4060.8197
ARRB1|408	955.3789	ARRB1|408	1411.6351
ARRB2|409	582.1898	ARRB2|409	596.2979
ARRDC1|92714	810.6579	ARRDC1|92714	481.2693
ARRDC2|27106	386.7797	ARRDC2|27106	622.7413
ARRDC3|57561	2773.2068	ARRDC3|57561	2345.5267
ARRDC4|91947	454.3651	ARRDC4|91947	885.4121
ARSA|410	810.2906	ARSA|410	624.5042
ARSB|411	498.0753	ARSB|411	301.8951
ARSD|414	2587.7141	ARSD|414	2288.6734
ARSE|415	50.6891	ARSE|415	41.8687
ARSG|22901	342.3349	ARSG|22901	290.877
ARSH|347527	5.5097	lowly_expressed	lowly_expressed
ARSI|340075	156.8423	ARSI|340075	51.5646
ARSJ|79642	109.459	ARSJ|79642	130.0132
ARSK|153642	209.0006	ARSK|153642	179.8149
lowly_expressed	lowly_expressed	ART3|419	6.1701
lowly_expressed	lowly_expressed	ART4|420	14.5439
ART5|116969	9.5501	ART5|116969	36.58
ARTN|9048	89.6242	ARTN|9048	51.1238
ARV1|64801	724.7069	ARV1|64801	316.8797
ARVCF|421	238.3856	ARVCF|421	377.2587
ARX|170302	12.1213	lowly_expressed	lowly_expressed
AR|367	1105.9769	AR|367	634.6408
AS3MT|57412	250.8742	AS3MT|57412	193.4773
ASAH1|427	5388.8366	ASAH1|427	5855.0022
lowly_expressed	lowly_expressed	ASAH2B|653308	7.933
ASAH2|56624	9.9174	lowly_expressed	lowly_expressed
ASAM|79827	435.6322	ASAM|79827	1666.8136
ASAP1|50807	1879.9036	ASAP1|50807	1635.0815
ASAP2|8853	655.6522	ASAP2|8853	1115.9101
ASAP3|55616	1310.5698	ASAP3|55616	982.3711
ASB13|79754	1213.2321	ASB13|79754	725.4297
ASB14|142686	17.2747	ASB14|142686	12.780999999999999
ASB16|92591	27.9598	ASB16|92591	18.9026
ASB1|51665	340.5608	ASB1|51665	839.9956
ASB2|51676	22.406	ASB2|51676	28.647
ASB3|51130	305.2364	ASB3|51130	343.32300000000004
ASB6|140459	585.9621	ASB6|140459	598.0917
ASB7|140460	419.1032	ASB7|140460	435.4341
ASB8|140461	744.5417	ASB8|140461	758.9246
ASB9|140462	19.1002	ASB9|140462	42.3094
ASCC1|51008	653.8156	ASCC1|51008	468.4883
ASCC2|84164	880.8146	ASCC2|84164	1171.0004
ASCC3|10973	1498.2663	ASCC3|10973	994.7113
ASCL1|429	580.7205	ASCL1|429	82.4152
ASCL2|430	12.4886	ASCL2|430	15.4253
ASF1A|25842	411.7569	ASF1A|25842	430.5862
ASF1B|55723	462.0787	ASF1B|55723	82.8559
lowly_expressed	lowly_expressed	ASGR1|432	9.6959
lowly_expressed	lowly_expressed	ASGR2|433	7.933
ASH1L|55870	2969.6159	ASH1L|55870	3421.6527
ASH2L|9070	1220.211	ASH2L|9070	1251.6527
ASL|435	432.6937	ASL|435	395.7691
ASMTL|8623	671.7992	ASMTL|8623	647.4218
ASNA1|439	1519.2031	ASNA1|439	1002.2036
ASNSD1|54529	884.4877	ASNSD1|54529	961.2164
ASNS|440	306.7057	ASNS|440	297.4879
ASPA|443	50.3218	ASPA|443	107.0956
ASPHD1|253982	8.0809	ASPHD1|253982	8.8145
ASPHD2|57168	57.3007	ASPHD2|57168	45.3944
ASPH|444	4180.3135	ASPH|444	11303.6404
ASPM|259266	262.2609	ASPM|259266	89.4667
ASPN|54829	5102.3332	ASPN|54829	1237.1089
ASPRV1|151516	46.2666	ASPRV1|151516	119.2155
ASPSCR1|79058	408.8184	ASPSCR1|79058	235.34599999999998
ASRGL1|80150	93.6646	ASRGL1|80150	144.5571
ASS1|445	2804.4283	ASS1|445	2428.8233
ASTE1|28990	234.1027	ASTE1|28990	217.5231
ASTL|431705	8.0809	lowly_expressed	lowly_expressed
ASTN1|460	32.3235	ASTN1|460	169.2375
ASTN2|23245	337.5599	ASTN2|23245	311.1503
ASXL1|171023	1724.8979	ASXL1|171023	2047.1573
ASXL2|55252	1032.5145	ASXL2|55252	958.1313
ASXL3|80816	27.5484	ASXL3|80816	23.799
ATAD1|84896	846.2872	ATAD1|84896	978.4046
ATAD2B|54454	460.9768	ATAD2B|54454	426.1789
ATAD2|29028	2192.119	ATAD2|29028	761.569
ATAD3A|55210	377.5969	ATAD3A|55210	346.8488
ATAD3B|83858	149.8634	ATAD3B|83858	195.6809
ATAD3C|219293	206.7967	ATAD3C|219293	138.8277
ATAD5|79915	105.4186	ATAD5|79915	72.7193
ATE1|11101	374.6584	ATE1|11101	300.1322
ATF1|466	423.8782	ATF1|466	442.9264
ATF2|1386	768.0497	ATF2|1386	624.9449
ATF3|467	4040.4337	ATF3|467	11727.1926
ATF4|468	3352.4581	ATF4|468	5134.4204
ATF5|22809	932.6056	ATF5|22809	642.1331
ATF6B|1388	2125.2681	ATF6B|1388	1736.6814
