gene_id	TCGA-E9-A1RD-01A-11R-A157-07	gene_id	TCGA-E9-A1RD-11A-33R-A157-07
AMACR|23600	755.6442	AMACR|23600	297.1713
removed	removed	AMBP|259	5.9061
AMBRA1|55626	779.8289	AMBRA1|55626	706.8698
AMD1|262	1042.6835	AMD1|262	1435.1881
AMDHD1|144193	16.4662	AMDHD1|144193	9.3255
AMDHD2|51005	110.2541	AMDHD2|51005	115.2875
AMFR|267	3574.7089	AMFR|267	2828.7224
AMICA1|120425	25.7284	AMICA1|120425	165.3715
AMIGO1|57463	142.02100000000002	AMIGO1|57463	175.6295
AMIGO2|347902	261.6556	AMIGO2|347902	918.2468
AMIGO3|386724	97.2535	AMIGO3|386724	36.0584
AMMECR1L|83607	795.5233	AMMECR1L|83607	884.6752
AMMECR1|9949	293.0469	AMMECR1|9949	179.6705
AMN1|196394	249.5658	AMN1|196394	136.7734
AMOTL1|154810	576.317	AMOTL1|154810	2631.9552
AMOTL2|51421	1248.601	AMOTL2|51421	4171.5884
AMOT|154796	1241.6543	AMOT|154796	1079.8881
removed	removed	AMPD1|270	12.7448
AMPD2|271	515.5979	AMPD2|271	499.8446
AMPD3|272	317.7462	AMPD3|272	299.3472
AMPH|273	72.8115	AMPH|273	452.9064
AMT|275	298.8281	AMT|275	171.0755
removed	removed	AMY1A|276	20.2052
removed	removed	AMY2A|279	5.9061
AMY2B|280	203.1028	AMY2B|280	421.6102
AMZ1|155185	16.9808	AMZ1|155185	5.5953
AMZ2P1|201283	204.5411	AMZ2P1|201283	246.1921
AMZ2|51321	1971.8274	AMZ2|51321	1673.9198
ANAPC10|10393	146.1375	ANAPC10|10393	129.313
ANAPC11|51529	667.3956	ANAPC11|51529	596.5185
ANAPC13|25847	1516.8611	ANAPC13|25847	1313.1489
ANAPC16|119504	1915.4821	ANAPC16|119504	2787.6904
ANAPC1|64682	651.1867	ANAPC1|64682	807.8956
ANAPC2|29882	465.1701	ANAPC2|29882	502.9531
ANAPC4|29945	534.8942	ANAPC4|29945	563.8794
ANAPC5|51433	2492.8282	ANAPC5|51433	2161.6413
ANAPC7|51434	1268.1546	ANAPC7|51434	793.5965
ANGEL1|23357	630.0894	ANGEL1|23357	555.4865
ANGEL2|90806	1356.6604	ANGEL2|90806	656.5123
ANGPT1|284	29.845	ANGPT1|284	1381.7221
ANGPT2|285	609.7639	ANGPT2|285	619.5213
removed	removed	ANGPT4|51378	67.1433
ANGPTL1|9068	21.3546	ANGPTL1|9068	1198.3214
ANGPTL2|23452	790.1203	ANGPTL2|23452	12430.2145
ANGPTL4|51129	14.6652	ANGPTL4|51129	2576.6242
removed	removed	ANGPTL5|253935	124.3394
removed	removed	ANGPTL7|10218	116.8791
ANG|283	391.2369	ANG|283	581.7812
ANK1|286	7.9758	ANK1|286	45.3839
ANK2|287	155.9143	ANK2|287	2705.3155
ANK3|288	1259.1497	ANK3|288	627.6034
ANKAR|150709	48.1122	ANKAR|150709	51.9117
ANKDD1A|348094	55.0589	ANKDD1A|348094	366.4905
ANKFN1|162282	187.5603	removed	removed
ANKFY1|51479	2491.5418	ANKFY1|51479	2662.7293
ANKHD1-EIF4EBP3|404734	2636.3954	ANKHD1-EIF4EBP3|404734	1149.5555
ANKHD1|54882	3041.1346	ANKHD1|54882	2011.8713
ANKH|56172	703.1582	ANKH|56172	2006.5278
ANKIB1|54467	1662.5716	ANKIB1|54467	1734.8461
ANKK1|255239	16.4662	ANKK1|255239	8.7038
ANKLE1|126549	6.4321	removed	removed
ANKLE2|23141	1264.5526	ANKLE2|23141	1407.2117
ANKMY1|51281	249.3085	ANKMY1|51281	195.5238
ANKMY2|57037	407.0239	ANKMY2|57037	688.5297
ANKRA2|57763	572.4577	ANKRA2|57763	277.277
ANKRD10|55608	1567.8909	ANKRD10|55608	1420.7181
ANKRD11|29123	1146.737	ANKRD11|29123	2065.5984
ANKRD12|23253	2459.8958	ANKRD12|23253	1832.4526
ANKRD13A|88455	917.7333	ANKRD13A|88455	1215.7289
ANKRD13B|124930	94.6806	ANKRD13B|124930	111.2838
ANKRD13C|81573	587.6375	ANKRD13C|81573	639.1048
ANKRD13D|338692	340.6445	ANKRD13D|338692	327.9453
ANKRD16|54522	156.6579	ANKRD16|54522	96.2885
ANKRD17|26057	3223.5158	ANKRD17|26057	2767.1744
ANKRD19|138649	41.1655	ANKRD19|138649	26.1113
ANKRD20A3|441425	5.1457	ANKRD20A3|441425	15.5424
removed	removed	ANKRD20B|729171	7.1495
ANKRD22|118932	148.1958	ANKRD22|118932	12.1231
ANKRD23|200539	41.4228	ANKRD23|200539	25.4896
ANKRD24|170961	52.7433	ANKRD24|170961	18.3401
removed	removed	ANKRD26P1|124149	6.5278
ANKRD26|22852	567.5693	ANKRD26|22852	306.4967
ANKRD27|84079	752.5568	ANKRD27|84079	878.7689999999999
ANKRD28|23243	892.2622	ANKRD28|23243	1604.9114
ANKRD29|147463	45.5393	ANKRD29|147463	401.3056
ANKRD30A|91074	4438.6698	ANKRD30A|91074	262.9779
ANKRD30B|374860	1940.4387	ANKRD30B|374860	81.1315
ANKRD32|84250	247.2503	ANKRD32|84250	136.1517
ANKRD34A|284615	25.7284	ANKRD34A|284615	16.1641
ANKRD34C|390616	8.4904	removed	removed
ANKRD35|148741	12.0924	ANKRD35|148741	188.6851
ANKRD36BP1|84832	100.3409	ANKRD36BP1|84832	125.8937
ANKRD36B|57730	39.8791	ANKRD36B|57730	48.4924
ANKRD36|375248	181.9	ANKRD36|375248	222.5676
ANKRD37|353322	81.2555	ANKRD37|353322	50.2362
ANKRD39|51239	118.0935	ANKRD39|51239	82.064
ANKRD40|91369	1521.3224	ANKRD40|91369	4601.1812
ANKRD42|338699	663.0218	ANKRD42|338699	217.59400000000002
ANKRD43|134548	192.9633	ANKRD43|134548	38.5452
ANKRD44|91526	53.5151	ANKRD44|91526	122.4744
ANKRD45|339416	5.1457	ANKRD45|339416	6.8387
ANKRD46|157567	452.3368	ANKRD46|157567	868.6571
ANKRD49|54851	394.1596	ANKRD49|54851	310.5378
ANKRD50|57182	1102.9781	ANKRD50|57182	918.2468
ANKRD52|283373	1418.1514	ANKRD52|283373	1155.7352
removed	removed	ANKRD53|79998	89.8353
ANKRD54|129138	283.7847	ANKRD54|129138	289.7109
ANKRD56|345079	82.0737	ANKRD56|345079	18.9618
ANKRD57|65124	674.8569	ANKRD57|65124	561.7035
ANKRD58|347454	5.9175	ANKRD58|347454	5.5953
ANKRD5|63926	461.8254	ANKRD5|63926	218.8374
ANKRD6|22881	172.1052	ANKRD6|22881	261.3522
ANKRD9|122416	72.8115	ANKRD9|122416	51.29
ANKS1A|23294	846.7228	ANKS1A|23294	1123.0961
ANKS1B|56899	204.5411	ANKS1B|56899	39.7886
ANKS3|124401	184.9875	ANKS3|124401	156.9786
ANKS6|203286	60.4618	ANKS6|203286	389.4933
ANKZF1|55139	548.7875	ANKZF1|55139	473.4224
ANLN|54443	500.4181	ANLN|54443	62.4806
ANO10|55129	1372.8694	ANO10|55129	1127.7588
ANO1|55107	2357.2393	ANO1|55107	1912.3407
ANO2|57101	16.2089	ANO2|57101	82.9966
removed	removed	ANO3|63982	95.7414
removed	removed	ANO4|121601	30.1523
removed	removed	ANO5|203859	70.2518
ANO6|196527	2301.9232	ANO6|196527	10695.6792
ANO7|50636	35.7625	ANO7|50636	8.3929
ANO8|57719	359.6835	ANO8|57719	219.4591
ANO9|338440	204.7984	ANO9|338440	23.6245
ANP32A|8125	2584.6787	ANP32A|8125	2308.9835
ANP32B|10541	1897.9867	ANP32B|10541	3205.1601
ANP32E|81611	837.2033	ANP32E|81611	918.5577
ANPEP|290	14768.8943	ANPEP|290	3807.5847
ANTXR1|84168	4100.0836	ANTXR1|84168	5167.5474
ANTXR2|118429	853.4122	ANTXR2|118429	4583.152
ANUBL1|93550	425.5483	ANUBL1|93550	150.7616
ANXA11|311	2722.0686	ANXA11|311	5973.8887
ANXA1|301	1198.6878	ANXA1|301	23510.1026
ANXA2P1|303	77.6999	ANXA2P1|303	134.9083
ANXA2P2|304	4318.518	ANXA2P2|304	8460.056
removed	removed	ANXA2P3|305	7.1495
ANXA2|302	13234.7077	ANXA2|302	24935.3435
ANXA3|306	96.2244	ANXA3|306	1303.6991
ANXA4|307	1629.8964	ANXA4|307	1964.5633
ANXA5|308	5632.9839	ANXA5|308	19246.503
ANXA6|309	6301.9232	ANXA6|309	12287.2241
ANXA7|310	3905.8339	ANXA7|310	3870.3761
ANXA8L2|244	14.1506	ANXA8L2|244	156.6677
ANXA8|653145	31.9033	ANXA8|653145	287.2241
ANXA9|8416	1138.9979	ANXA9|8416	91.3895
AOAH|313	87.4767	AOAH|313	130.8673
AOC2|314	5.1457	AOC2|314	323.9043
AOC3|8639	402.1355	AOC3|8639	33958.0354
AOX1|316	187.8176	AOX1|316	2850.171
AP1AR|55435	960.6998	AP1AR|55435	436.7423
AP1B1|162	1992.4101	AP1B1|162	1949.9534
AP1G1|164	3277.2882	AP1G1|164	2390.7367
AP1G2|8906	1800.1209	AP1G2|8906	504.1094
AP1M1|8907	730.6876	AP1M1|8907	1244.9487
AP1M2|10053	3086.1259	AP1M2|10053	316.133
AP1S1|1174	598.9580000000001	AP1S1|1174	371.7749
AP1S2|8905	319.0326	AP1S2|8905	785.5145
AP1S3|130340	229.4977	AP1S3|130340	41.9646
AP2A1|160	1514.7591	AP2A1|160	1505.9589999999998
AP2A2|161	1764.4562	AP2A2|161	2055.6419
AP2B1|163	11254.6472	AP2B1|163	6285.6699
AP2M1|1173	4365.3438	AP2M1|1173	5470.314
AP2S1|1175	1592.0756	AP2S1|1175	806.6522
AP3B1|8546	2132.1155	AP3B1|8546	1538.3898
AP3B2|8120	33.446999999999996	AP3B2|8120	29.5306
AP3D1|8943	2829.0989	AP3D1|8943	2223.5002
AP3M1|26985	1937.094	AP3M1|26985	1882.8101
AP3M2|10947	752.5568	AP3M2|10947	631.6444
AP3S1|1176	1582.0416	AP3S1|1176	1587.193
AP3S2|10239	2323.1157	AP3S2|10239	2464.3767
AP4B1|10717	360.3422	AP4B1|10717	358.1194
AP4E1|23431	456.4225	AP4E1|23431	408.1442
AP4M1|9179	409.85400000000004	AP4M1|9179	263.2888
AP4S1|11154	69.4668	AP4S1|11154	85.7942
APAF1|317	526.6611	APAF1|317	515.6979
APBA1|320	63.0347	APBA1|320	261.1128
APBA2|321	33.1897	APBA2|321	29.8415
APBA3|9546	165.9484	APBA3|9546	102.58
APBB1IP|54518	230.2695	APBB1IP|54518	1309.6052
APBB1|322	319.8045	APBB1|322	654.0255
APBB2|323	4212.7742	APBB2|323	2966.7392
APBB3|10307	376.1497	APBB3|10307	263.2888
APC2|10297	5.4493	removed	removed
APCDD1L|164284	11.5778	APCDD1L|164284	98.539
APCDD1|147495	442.5291	APCDD1|147495	1828.7224
APC|324	1331.4466	APC|324	1491.7625
APEH|327	2425.9343	APEH|327	1042.5863
APEX1|328	2433.1382	APEX1|328	2147.3422
APEX2|27301	977.4233	APEX2|27301	309.2944
APH1A|51107	6195.922	APH1A|51107	2927.5723
APH1B|83464	1123.3035	APH1B|83464	633.1986
API5|8539	2687.5925	API5|8539	2449.7979
APIP|51074	421.8126	APIP|51074	678.9555
APITD1|378708	350.3647	APITD1|378708	136.0584
APLF|200558	32.6751	APLF|200558	128.3805
APLNR|187	682.0608	APLNR|187	1987.5661
APLN|8862	81.8164	APLN|8862	39.1669
APLP1|333	90.5641	APLP1|333	35.4367
APLP2|334	18068.8236	APLP2|334	19115.9465
APOA1BP|128240	3671.1906	APOA1BP|128240	1074.9145
APOB48R|55911	108.3167	APOB48R|55911	103.2017
APOBEC3A|200315	9.7768	removed	removed
APOBEC3B|9582	86.1903	APOBEC3B|9582	24.557
APOBEC3C|27350	101.6273	APOBEC3C|27350	293.7519
APOBEC3D|140564	87.2194	APOBEC3D|140564	55.0202
APOBEC3F|200316	342.9601	APOBEC3F|200316	116.2574
APOBEC3G|60489	369.9749	APOBEC3G|60489	280.6963
APOBEC3H|164668	8.2331	removed	removed
removed	removed	APOB|338	663.9726
APOC1|341	339.8726	APOC1|341	398.8188
APOC2|344	68.9522	APOC2|344	16.475
APOD|347	36294.8479	APOD|347	25151.6941
APOE|348	867.5629	APOE|348	1381.7221
APOF|319	13.6361	removed	removed
APOL1|8542	1402.7144	APOL1|8542	1520.0497
APOL2|23780	701.8717	APOL2|23780	738.8872
APOL3|80833	834.3732	APOL3|80833	1792.3531
APOL4|80832	103.4283	APOL4|80832	380.7896
APOL6|80830	1924.7443	APOL6|80830	7765.6201
APOLD1|81575	367.9166	APOLD1|81575	2101.0258
APOM|55937	52.7433	APOM|55937	33.8825
APOOL|139322	425.0338	APOOL|139322	253.0308
APOO|79135	360.97	APOO|79135	144.2338
APPBP2|10513	1611.1147	APPBP2|10513	1585.9496
APPL1|26060	2026.6264	APPL1|26060	1878.4582
APPL2|55198	1332.9903	APPL2|55198	1566.9879
APP|351	29793.7866	APP|351	20391.9801
APRT|353	628.5457	APRT|353	583.7737
APTX|54840	702.6436	APTX|54840	440.4725
AQP11|282679	24.9566	AQP11|282679	29.8415
AQP1|358	1846.5556	AQP1|358	15821.4113
AQP3|360	784.7173	AQP3|360	287.2241
removed	removed	AQP4|361	26.4221
AQP5|362	6.1748	AQP5|362	36.991
removed	removed	AQP7P1|375719	1100.715
removed	removed	AQP7P3|441432	87.0376
removed	removed	AQP7|364	4802.9220000000005
removed	removed	AQP9|366	121.23100000000001
removed	removed	AQPEP|206338	977.7308
AQR|9716	1484.5308	AQR|9716	1164.4389
ARAF|369	1694.9894	ARAF|369	1158.2219
ARAP1|116985	1312.8681	ARAP1|116985	2335.0389
ARAP2|116984	543.8991	ARAP2|116984	322.9717
ARAP3|64411	252.1387	ARAP3|64411	907.9888
ARCN1|372	6499.2603	ARCN1|372	4563.8794
removed	removed	ARC|23237	22.3811
AREG|374	109.8604	AREG|374	48.4924
ARF1|375	12369.4603	ARF1|375	6115.9465
ARF3|377	6440.3422	ARF3|377	3898.9742
ARF4|378	6423.6187	ARF4|378	3632.8878
ARF5|381	2250.7107	ARF5|381	1476.2076
ARF6|382	4097.2535	ARF6|382	2232.2039
ARFGAP1|55738	650.9294	ARFGAP1|55738	691.3273
ARFGAP2|84364	1879.4623	ARFGAP2|84364	1679.8259
ARFGAP3|26286	1247.8292	ARFGAP3|26286	1137.7059
ARFGEF1|10565	2805.3747	ARFGEF1|10565	1825.6823
ARFGEF2|10564	2305.2679	ARFGEF2|10564	2180.2922
ARFIP1|27236	1294.3976	ARFIP1|27236	1006.8387
ARFIP2|23647	2005.017	ARFIP2|23647	689.4622
ARFRP1|10139	197.8517	ARFRP1|10139	467.8272
ARG2|384	153.218	ARG2|384	380.2052
ARGLU1|55082	1180.6779	ARGLU1|55082	2809.7606
ARHGAP10|79658	86.4475	ARHGAP10|79658	1192.7261
ARHGAP11A|9824	219.9781	ARHGAP11A|9824	97.2956
ARHGAP11B|89839	17.5365	ARHGAP11B|89839	7.7805
ARHGAP12|94134	1054.8659	ARHGAP12|94134	1183.4007
ARHGAP15|55843	66.3794	ARHGAP15|55843	80.1989
ARHGAP17|55114	931.3694	ARHGAP17|55114	1635.6854
ARHGAP18|93663	634.9778	ARHGAP18|93663	902.7044
ARHGAP19|84986	439.4417	ARHGAP19|84986	511.6568
ARHGAP1|392	4740.979	ARHGAP1|392	3505.1290000000004
ARHGAP20|57569	39.1072	ARHGAP20|57569	924.4638
ARHGAP21|57584	1624.2362	ARHGAP21|57584	7322.6609
ARHGAP22|58504	35.5052	ARHGAP22|58504	63.724
ARHGAP23|57636	288.1585	ARHGAP23|57636	926.018
ARHGAP24|83478	147.9385	ARHGAP24|83478	675.7849
ARHGAP25|9938	185.2447	ARHGAP25|9938	449.1763
ARHGAP26|23092	419.8881	ARHGAP26|23092	822.5054
ARHGAP27|201176	377.1557	ARHGAP27|201176	399.7513
ARHGAP28|79822	138.9336	ARHGAP28|79822	393.2235
ARHGAP29|9411	5082.9099	ARHGAP29|9411	4580.3544
ARHGAP30|257106	328.0376	ARHGAP30|257106	638.1722
ARHGAP31|57514	630.8613	ARHGAP31|57514	3045.6947
ARHGAP32|9743	3473.5962	ARHGAP32|9743	957.4137
ARHGAP33|115703	169.8077	ARHGAP33|115703	66.8325
ARHGAP39|80728	207.6285	ARHGAP39|80728	70.8735
ARHGAP42|143872	162.0891	ARHGAP42|143872	362.1324
ARHGAP4|393	181.6428	ARHGAP4|393	293.7519
ARHGAP5|394	1725.0917	ARHGAP5|394	2474.0441
ARHGAP6|395	66.6367	ARHGAP6|395	219.77
ARHGAP8|23779	375.0331	ARHGAP8|23779	106.6615
ARHGAP9|64333	97.7681	ARHGAP9|64333	120.2984
ARHGDIA|396	3089.9852	ARHGDIA|396	3254.2742
ARHGDIB|397	9366.9518	ARHGDIB|397	3302.1449
removed	removed	ARHGDIG|398	15.2316
ARHGEF10L|55160	715.5078	ARHGEF10L|55160	912.0298
ARHGEF10|9639	551.875	ARHGEF10|9639	1305.875
ARHGEF11|9826	2293.1755	ARHGEF11|9826	1437.9857
ARHGEF12|23365	8401.6209	ARHGEF12|23365	5156.6677
ARHGEF15|22899	257.5416	ARHGEF15|22899	1623.8732
ARHGEF16|27237	339.3581	ARHGEF16|27237	147.9639
ARHGEF17|9828	1305.4609	ARHGEF17|9828	1331.6755
ARHGEF18|23370	784.2027	ARHGEF18|23370	665.216
ARHGEF19|128272	495.0151	ARHGEF19|128272	211.3771
ARHGEF1|9138	925.7091	ARHGEF1|9138	1073.982
ARHGEF2|9181	1540.3615	ARHGEF2|9181	2363.6929
ARHGEF33|100271715	12.3496	ARHGEF33|100271715	9.0146
ARHGEF35|445328	340.3872	ARHGEF35|445328	306.1859
ARHGEF37|389337	185.7593	ARHGEF37|389337	925.0855
ARHGEF38|54848	167.4921	ARHGEF38|54848	13.9882
ARHGEF3|50650	1402.4571	ARHGEF3|50650	793.9074
ARHGEF4|50649	22.8983	ARHGEF4|50649	304.3208
ARHGEF5|7984	391.3295	ARHGEF5|7984	220.0808
ARHGEF6|9459	747.4111	ARHGEF6|9459	6153.8701
ARHGEF7|8874	1067.7301	ARHGEF7|8874	2446.6895
ARHGEF9|23229	584.2928	ARHGEF9|23229	565.7445
ARID1A|8289	3880.6201	ARID1A|8289	2218.8374
ARID1B|57492	1928.3463	ARID1B|57492	2017.0967
ARID2|196528	1388.3064	ARID2|196528	917.3143
ARID3A|1820	99.569	ARID3A|1820	55.0202
ARID3B|10620	129.1568	ARID3B|10620	86.7268
ARID4A|5926	694.6678	ARID4A|5926	1001.8651
ARID4B|51742	2056.9962	ARID4B|51742	1283.438
ARID5A|10865	370.4895	ARID5A|10865	747.9018
ARID5B|84159	1338.6505	ARID5B|84159	3156.3569
ARIH1|25820	1955.1039	ARIH1|25820	2235.9341
ARIH2|10425	1364.8935	ARIH2|10425	1698.4768
ARL10|285598	26.5003	ARL10|285598	47.248999999999995
ARL11|115761	43.2238	ARL11|115761	50.6683
ARL13B|200894	209.94400000000002	ARL13B|200894	261.7345
ARL15|54622	562.6809	ARL15|54622	528.1318
ARL16|339231	369.7176	ARL16|339231	398.5079
ARL17A|51326	174.5752	ARL17A|51326	101.8806
ARL1|400	3278.8319	ARL1|400	2160.087
ARL2BP|23568	1689.3291	ARL2BP|23568	2150.7616
ARL2|402	615.6815	ARL2|402	1534.3488
ARL3|403	1063.099	ARL3|403	520.6714
ARL4A|10124	143.5647	ARL4A|10124	1205.7818
ARL4C|10123	280.9545	ARL4C|10123	692.8816
ARL4D|379	69.9813	ARL4D|379	140.5036
ARL5A|26225	1106.3228	ARL5A|26225	921.3553
ARL5B|221079	284.5565	ARL5B|221079	218.2157
ARL6IP1|23204	7729.8514	ARL6IP1|23204	4787.3795
ARL6IP4|51329	665.0801	ARL6IP4|51329	1596.5185
ARL6IP5|10550	3976.3298	ARL6IP5|10550	6537.7681
ARL6IP6|151188	215.347	ARL6IP6|151188	235.9341
ARL6|84100	59.69	ARL6|84100	78.023
ARL8A|127829	1263.2662	ARL8A|127829	917.3143
ARL8B|55207	2721.0394	ARL8B|55207	2394.4669
removed	removed	ARL9|132946	7.1495
ARMC10|83787	974.1944	ARMC10|83787	801.2931
ARMC1|55156	712.1631	ARMC1|55156	781.1626
ARMC2|84071	54.287	ARMC2|84071	64.9674
ARMC5|79798	196.8225	ARMC5|79798	138.3276
ARMC6|93436	429.6263	ARMC6|93436	308.3618
ARMC7|79637	326.4939	ARMC7|79637	215.4181
ARMC8|25852	759.2462	ARMC8|25852	894.6223
ARMC9|80210	402.3927	ARMC9|80210	129.0022
ARMCX1|51309	1043.2881	ARMCX1|51309	949.9534
ARMCX2|9823	1476.8122	ARMCX2|9823	690.7056
ARMCX3|51566	2019.6823	ARMCX3|51566	2309.2944
ARMCX5|64860	569.113	ARMCX5|64860	253.3416
ARMCX6|54470	272.2069	ARMCX6|54470	213.2422
ARNT2|9915	7341.8666	ARNT2|9915	254.8959
ARNTL2|56938	23.4129	ARNTL2|56938	66.2108
ARNTL|406	240.8182	ARNTL|406	283.4939
ARNT|405	2040.0077	ARNT|405	2395.0886
ARPC1A|10552	2114.26	ARPC1A|10552	1978.6789
ARPC1B|10095	1067.0612	ARPC1B|10095	1492.5676
ARPC2|10109	3465.8777	ARPC2|10109	4393.8452
ARPC3|10094	3929.5041	ARPC3|10094	2843.0214
ARPC4|10093	2446.4964	ARPC4|10093	2528.3929
ARPC5L|81873	701.6145	ARPC5L|81873	479.9503
ARPC5|10092	3001.2221	ARPC5|10092	3060.6155
ARPM1|84517	53.2579	ARPM1|84517	49.1141
ARPP19|10776	4604.1037	ARPP19|10776	5814.4234
ARRB1|408	374.3487	ARRB1|408	1237.1775
ARRB2|409	588.1521	ARRB2|409	820.0187
ARRDC1|92714	862.9318	ARRDC1|92714	345.042
ARRDC2|27106	375.8925	ARRDC2|27106	885.6077
ARRDC3|57561	558.3071	ARRDC3|57561	3044.1405
ARRDC4|91947	781.6299	ARRDC4|91947	1238.11
ARSA|410	745.3528	ARSA|410	534.9705
ARSB|411	320.319	ARSB|411	417.1588
ARSD|414	4080.53	ARSD|414	1728.94
ARSE|415	64.8357	ARSE|415	20.8269
ARSG|22901	510.7095	ARSG|22901	109.7296
ARSI|340075	26.5003	ARSI|340075	18.6509
ARSJ|79642	42.4519	ARSJ|79642	70.2518
ARSK|153642	107.2876	ARSK|153642	215.1072
removed	removed	ART4|420	17.4075
ARTN|9048	87.734	ARTN|9048	5.5953
ARV1|64801	947.8356	ARV1|64801	344.4203
ARVCF|421	93.9088	ARVCF|421	161.3304
AR|367	1442.3361	AR|367	495.8035
AS3MT|57412	574.0014	AS3MT|57412	308.8747
ASAH1|427	16873.4804	ASAH1|427	10198.0106
ASAH2B|653308	20.0682	removed	removed
ASAH2|56624	10.5487	ASAH2|56624	9.3255
ASAM|79827	147.4239	ASAM|79827	2129.6239
ASAP1|50807	1756.4803	ASAP1|50807	1566.0553
ASAP2|8853	725.5419	ASAP2|8853	1861.3615
ASAP3|55616	1241.6543	ASAP3|55616	1248.0572
ASB13|79754	754.3578	ASB13|79754	461.6102
ASB14|142686	9.2648	ASB14|142686	15.8533
ASB16|92591	33.1305	ASB16|92591	6.5278
ASB1|51665	283.5788	ASB1|51665	793.2111
ASB2|51676	10.5487	ASB2|51676	11.5014
ASB3|51130	338.5862	ASB3|51130	294.0628
ASB6|140459	516.4469	ASB6|140459	504.0814
ASB7|140460	473.9178	ASB7|140460	476.2201
ASB8|140461	975.6223	ASB8|140461	883.4318
ASB9|140462	37.0489	ASB9|140462	79.8881
ASCC1|51008	492.6996	ASCC1|51008	535.2813
ASCC2|84164	770.0521	ASCC2|84164	1471.5574
ASCC3|10973	1388.0491	ASCC3|10973	1024.8679
ASCL2|430	11.0632	ASCL2|430	7.4604
ASF1A|25842	505.3065	ASF1A|25842	473.4224
ASF1B|55723	391.3295	ASF1B|55723	27.3547
removed	removed	ASGR1|432	6.8387
ASH1L|55870	4229.9685	ASH1L|55870	3492.9375
ASH2L|9070	1325.7863	ASH2L|9070	1384.2089
ASL|435	436.6116	ASL|435	338.2033
ASMTL|8623	360.1698	ASMTL|8623	590.5844
ASNA1|439	1673.3775	ASNA1|439	923.2204
ASNSD1|54529	902.2963	ASNSD1|54529	1175.3186
ASNS|440	288.9303	ASNS|440	295.617
ASPA|443	10.0341	ASPA|443	222.8785
ASPHD1|253982	12.8642	ASPHD1|253982	16.475
ASPHD2|57168	103.9429	ASPHD2|57168	48.8032
ASPH|444	4333.1369	ASPH|444	25723.1986
ASPM|259266	305.3965	ASPM|259266	36.991
ASPN|54829	3061.9412	ASPN|54829	1169.4125
ASPRV1|151516	36.4032	ASPRV1|151516	80.9667
ASPSCR1|79058	247.7648	ASPSCR1|79058	191.4827
ASRGL1|80150	168.0067	ASRGL1|80150	148.2748
ASS1|445	350.6786	ASS1|445	4437.3640000000005
ASTE1|28990	285.3232	ASTE1|28990	216.0149
ASTN1|460	5.9175	ASTN1|460	35.1259
ASTN2|23245	1007.0110000000001	ASTN2|23245	112.2164
ASXL1|171023	1292.5966	ASXL1|171023	1845.8191
ASXL2|55252	761.3044	ASXL2|55252	951.8185
removed	removed	ASXL3|80816	40.4103
ATAD1|84896	1173.2167	ATAD1|84896	1193.3478
ATAD2B|54454	501.4472	ATAD2B|54454	407.8334
ATAD2|29028	973.3067	ATAD2|29028	333.8514
ATAD3A|55210	146.6521	ATAD3A|55210	183.7115
ATAD3B|83858	91.5932	ATAD3B|83858	112.2164
ATAD3C|219293	19.039	ATAD3C|219293	42.8971
ATAD5|79915	112.6906	ATAD5|79915	44.7622
ATE1|11101	276.0661	ATE1|11101	372.3966
ATF1|466	374.606	ATF1|466	422.7541
ATF2|1386	499.9035	ATF2|1386	695.6792
ATF3|467	138.1617	ATF3|467	453.839
ATF4|468	3011.7708	ATF4|468	7577.2459
ATF5|22809	1054.094	ATF5|22809	538.0790000000001
ATF6B|1388	2250.209	ATF6B|1388	1513.9322
ATF6|22926	2704.5732	ATF6|22926	1597.1402
ATF7IP2|80063	149.4822	ATF7IP2|80063	109.7296
ATF7IP|55729	1282.048	ATF7IP|55729	1404.7249
ATF7|11016	1942.6307	ATF7|11016	2452.8256
ATG10|83734	150.2541	ATG10|83734	146.4097
ATG12|9140	788.3193	ATG12|9140	706.8698
ATG16L1|55054	1321.4125	ATG16L1|55054	570.0964
ATG16L2|89849	309.3278	ATG16L2|89849	261.3584
ATG2A|23130	545.9574	ATG2A|23130	417.1588
ATG2B|55102	1272.0139	ATG2B|55102	1313.3354
ATG3|64422	844.6646	ATG3|64422	804.1654
ATG4A|115201	653.7596	ATG4A|115201	410.9419
ATG4B|23192	613.6232	ATG4B|23192	579.7327
ATG4C|84938	235.4152	ATG4C|84938	319.2415
ATG4D|84971	335.2518	ATG4D|84971	146.3506
ATG5|9474	775.9696	ATG5|9474	900.2176
ATG7|10533	733.9268	ATG7|10533	751.3926
ATG9A|79065	1245.7786	ATG9A|79065	1590.9885
ATG9B|285973	6.4295	ATG9B|285973	5.53
ATHL1|80162	156.4289	ATHL1|80162	269.1949
ATIC|471	2468.9008	ATIC|471	1168.1691
ATL1|51062	287.6439	ATL1|51062	271.6817
ATL2|64225	1047.9192	ATL2|64225	1018.9618
ATL3|25923	758.7316	ATL3|25923	850.7927
ATMIN|23300	1908.7927	ATMIN|23300	2279.1421
ATM|472	1296.9705	ATM|472	1376.4377
ATN1|1822	4304.3674	ATN1|1822	4771.8371
ATOH8|84913	10.2914	ATOH8|84913	923.8421
ATOX1|475	1064.3854	ATOX1|475	588.1256
ATP10A|57194	222.2937	ATP10A|57194	401.9273
ATP10D|57205	555.9915	ATP10D|57205	608.3307
