gene_id	TCGA-BH-A0HA-01A-11R-A12P-07	gene_id	TCGA-BH-A0HA-11A-31R-A12P-07
ALS2CR8|79800	92.7751	ALS2CR8|79800	472.425
ALS2|57679	380.3781	ALS2|57679	844.6878
ALX3|257	12.5246	ALX3|257	33.6577
lowly_expressed	lowly_expressed	ALX4|60529	60.8273
AMAC1L3|643664	7.422000000000001	lowly_expressed	lowly_expressed
AMACR|23600	541.3429	AMACR|23600	249.7972
lowly_expressed	lowly_expressed	AMBP|259	7.2993
AMBRA1|55626	1334.5703	AMBRA1|55626	1282.2384
AMD1|262	642.9317	AMD1|262	2062.4493
AMDHD1|144193	9.2775	AMDHD1|144193	34.8743
AMDHD2|51005	276.006	AMDHD2|51005	185.4177
AMFR|267	9332.7148	AMFR|267	2692.2141
lowly_expressed	lowly_expressed	AMH|268	5.2717
AMICA1|120425	164.6759	AMICA1|120425	175.1825
AMIGO1|57463	48.2431	AMIGO1|57463	160.9895
AMIGO2|347902	839.615	AMIGO2|347902	4064.0714
AMIGO3|386724	125.7103	AMIGO3|386724	49.4728
AMMECR1L|83607	642.9317	AMMECR1L|83607	1118.0049
AMMECR1|9949	257.45099999999996	AMMECR1|9949	218.1671
AMN1|196394	398.9331	AMN1|196394	259.1241
AMOTL1|154810	552.0121	AMOTL1|154810	4051.5004
AMOTL2|51421	1556.3029	AMOTL2|51421	3183.2928
AMOT|154796	168.8507	AMOT|154796	1560.0162
lowly_expressed	lowly_expressed	AMPD1|270	32.0357
AMPD2|271	638.2929	AMPD2|271	860.5028
AMPD3|272	300.5914	AMPD3|272	270.073
AMPH|273	463.4118	AMPH|273	19.8702
AMT|275	16.3748	AMT|275	346.6018
lowly_expressed	lowly_expressed	AMY1A|276	9.7324
lowly_expressed	lowly_expressed	AMY2A|279	6.0827
AMY2B|280	25.976999999999997	AMY2B|280	570.9854
AMZ1|155185	166.5314	lowly_expressed	lowly_expressed
AMZ2P1|201283	233.3295	AMZ2P1|201283	228.3049
AMZ2|51321	1510.3792	AMZ2|51321	1002.0276
ANAPC10|10393	182.767	ANAPC10|10393	177.2101
ANAPC11|51529	1696.3934	ANAPC11|51529	366.9911
ANAPC13|25847	2272.2765	ANAPC13|25847	966.2328
ANAPC16|119504	2059.1441	ANAPC16|119504	2752.2303
ANAPC1|64682	258.3788	ANAPC1|64682	1020.2758
ANAPC2|29882	652.6731	ANAPC2|29882	725.0608
ANAPC4|29945	434.1876	ANAPC4|29945	771.2895
ANAPC5|51433	2443.2332	ANAPC5|51433	2904.704
ANAPC7|51434	1046.5035	ANAPC7|51434	923.3577
ANGEL1|23357	296.8804	ANGEL1|23357	703.163
ANGEL2|90806	573.8142	ANGEL2|90806	901.8654
ANGPT1|284	77.9311	ANGPT1|284	237.2263
ANGPT2|285	658.2396	ANGPT2|285	109.4891
lowly_expressed	lowly_expressed	ANGPT4|51378	6.4882
ANGPTL1|9068	76.0756	ANGPTL1|9068	30.8191
ANGPTL2|23452	2774.4404	ANGPTL2|23452	1339.8216
ANGPTL4|51129	69.5814	ANGPTL4|51129	325.223
ANGPTL7|10218	6.0304	ANGPTL7|10218	51.9059
ANG|283	612.9514	ANG|283	259.4607
ANK1|286	26.9048	ANK1|286	5.2717
ANK2|287	225.4436	ANK2|287	160.9895
ANK3|288	494.4915	ANK3|288	1830.0892
ANKAR|150709	22.266	ANKAR|150709	100.5677
ANKDD1A|348094	51.0263	ANKDD1A|348094	83.9416
ANKFY1|51479	1167.5751	ANKFY1|51479	2103.0008
ANKHD1-EIF4EBP3|404734	960.9695	ANKHD1-EIF4EBP3|404734	924.3877
ANKHD1|54882	2085.6036	ANKHD1|54882	3860.7218
ANKH|56172	1278.9053	ANKH|56172	1373.0738
ANKIB1|54467	1157.3698	ANKIB1|54467	1486.2125
ANKK1|255239	52.418	ANKK1|255239	92.8629
lowly_expressed	lowly_expressed	ANKLE1|126549	35.2798
ANKLE2|23141	1394.4103	ANKLE2|23141	1782.644
ANKMY1|51281	216.1661	ANKMY1|51281	383.6172
ANKMY2|57037	249.5651	ANKMY2|57037	737.6318
ANKRA2|57763	294.5611	ANKRA2|57763	454.1768
ANKRD10|55608	1184.4184	ANKRD10|55608	1350.661
ANKRD11|29123	1842.7415	ANKRD11|29123	3115.3974
ANKRD12|23253	970.4279	ANKRD12|23253	2211.2733
ANKRD13A|88455	1068.7696	ANKRD13A|88455	1769.2620000000002
ANKRD13B|124930	162.8204	ANKRD13B|124930	186.9424
ANKRD13C|81573	556.6508	ANKRD13C|81573	759.9351
ANKRD13D|338692	634.5819	ANKRD13D|338692	448.0941
ANKRD16|54522	117.8244	ANKRD16|54522	274.9067
ANKRD17|26057	2042.4446	ANKRD17|26057	5554.339
ANKRD19|138649	115.0412	ANKRD19|138649	41.3625
ANKRD1|27063	6.0304	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ANKRD20A3|441425	54.339
lowly_expressed	lowly_expressed	ANKRD20A4|728747	7.2993
lowly_expressed	lowly_expressed	ANKRD20B|729171	19.4647
ANKRD22|118932	237.0405	ANKRD22|118932	48.6618
ANKRD23|200539	16.2356	ANKRD23|200539	75.8313
ANKRD24|170961	33.399	ANKRD24|170961	35.6853
ANKRD26|22852	278.3254	ANKRD26|22852	515.8151
ANKRD27|84079	808.9992	ANKRD27|84079	880.7786
ANKRD28|23243	503.769	ANKRD28|23243	1590.8354
ANKRD29|147463	43.6043	ANKRD29|147463	283.8605
ANKRD30A|91074	1023.3098	ANKRD30A|91074	550.6894
ANKRD30B|374860	23.6577	ANKRD30B|374860	24.7364
lowly_expressed	lowly_expressed	ANKRD31|256006	15.0041
ANKRD32|84250	102.5165	ANKRD32|84250	278.9943
ANKRD34A|284615	10.6691	ANKRD34A|284615	24.7364
ANKRD35|148741	40.3572	ANKRD35|148741	194.6472
ANKRD36BP1|84832	15.7718	ANKRD36BP1|84832	263.1792
lowly_expressed	lowly_expressed	ANKRD36B|57730	58.3942
ANKRD36|375248	64.4787	ANKRD36|375248	554.339
ANKRD37|353322	154.7814	ANKRD37|353322	97.5791
ANKRD39|51239	172.5618	ANKRD39|51239	95.7015
ANKRD40|91369	1164.328	ANKRD40|91369	1577.0479
ANKRD42|338699	417.952	ANKRD42|338699	263.1792
ANKRD43|134548	24.1215	ANKRD43|134548	19.8702
ANKRD44|91526	21.8022	ANKRD44|91526	140.3082
lowly_expressed	lowly_expressed	ANKRD45|339416	10.5434
ANKRD46|157567	467.5867	ANKRD46|157567	605.7461
ANKRD49|54851	357.6482	ANKRD49|54851	377.94
ANKRD50|57182	983.8803	ANKRD50|57182	1554.339
ANKRD52|283373	793.2274	ANKRD52|283373	1330.0892
ANKRD53|79998	12.9885	ANKRD53|79998	32.4412
ANKRD54|129138	459.2369	ANKRD54|129138	346.3098
ANKRD56|345079	44.9959	ANKRD56|345079	81.10300000000001
ANKRD57|65124	456.4537	ANKRD57|65124	1111.5166
ANKRD58|347454	16.6995	lowly_expressed	lowly_expressed
ANKRD5|63926	440.218	ANKRD5|63926	204.7851
ANKRD6|22881	196.8039	ANKRD6|22881	511.6383
ANKRD9|122416	95.5584	ANKRD9|122416	45.0122
ANKS1A|23294	486.6056	ANKS1A|23294	2034.0633
ANKS1B|56899	35.2546	lowly_expressed	lowly_expressed
ANKS3|124401	282.0364	ANKS3|124401	319.9513
ANKS6|203286	79.3227	ANKS6|203286	154.5012
ANKZF1|55139	304.7663	ANKZF1|55139	1134.2255
ANLN|54443	212.4551	ANLN|54443	80.292
ANO10|55129	699.9884	ANO10|55129	675.9935
ANO1|55107	3219.7611	ANO1|55107	15148.013
ANO2|57101	35.2546	ANO2|57101	17.0316
lowly_expressed	lowly_expressed	ANO3|63982	8.5158
lowly_expressed	lowly_expressed	ANO5|203859	28.7916
ANO6|196527	1982.1408	ANO6|196527	2939.1727
ANO7|50636	45.4598	ANO7|50636	16.6261
ANO8|57719	220.8048	ANO8|57719	495.1338
ANO9|338440	186.47799999999998	ANO9|338440	166.2612
ANP32A|8125	4180.4476	ANP32A|8125	2222.6277
ANP32B|10541	3238.78	ANP32B|10541	2559.6107
ANP32E|81611	957.4394	ANP32E|81611	1202.3519999999999
ANPEP|290	362.2869	ANPEP|290	4317.1127
ANTXR1|84168	7677.1425	ANTXR1|84168	2969.5864
ANTXR2|118429	699.9884	ANTXR2|118429	532.0357
ANUBL1|93550	64.0148	ANUBL1|93550	300.8921
ANXA11|311	4617.4185	ANXA11|311	2572.5872
ANXA13|312	6.4943	ANXA13|312	8.1103
ANXA1|301	3273.1068	ANXA1|301	8093.2685
ANXA2P1|303	105.2998	ANXA2P1|303	36.9019
ANXA2P2|304	5141.5981	ANXA2P2|304	1903.8929
ANXA2P3|305	6.9581	ANXA2P3|305	5.2717
ANXA2|302	19701.7279	ANXA2|302	5750.2028
ANXA3|306	145.1931	ANXA3|306	1372.2628
ANXA4|307	2100.4291	ANXA4|307	1158.9619
ANXA5|308	9565.1165	ANXA5|308	3887.2668
ANXA6|309	8700.9162	ANXA6|309	3645.5799
ANXA7|310	3346.863	ANXA7|310	2495.5393
ANXA8L2|244	99.7333	ANXA8L2|244	677.6156
ANXA8|653145	340.4848	ANXA8|653145	1234.5012
ANXA9|8416	1106.8074	ANXA9|8416	150.4461
AOAH|313	140.5543	AOAH|313	143.9578
AOC2|314	8.3498	AOC2|314	19.0592
AOC3|8639	984.8081	AOC3|8639	776.9667
AOX1|316	51.4902	AOX1|316	154.0957
AP1AR|55435	439.7541	AP1AR|55435	786.6991
AP1B1|162	2297.5762	AP1B1|162	2197.0803
AP1G1|164	2616.2588	AP1G1|164	2583.5361
AP1G2|8906	1873.3712	AP1G2|8906	1475.3933
AP1M1|8907	1253.856	AP1M1|8907	622.4655
AP1M2|10053	2858.4019	AP1M2|10053	901.4599
AP1S1|1174	1512.6986	AP1S1|1174	526.764
AP1S2|8905	351.6178	AP1S2|8905	264.3958
AP1S3|130340	79.7866	AP1S3|130340	113.5442
AP2A1|160	2418.4762	AP2A1|160	1124.6513
AP2A2|161	1500.6378	AP2A2|161	1476.0746
AP2B1|163	12102.0526	AP2B1|163	6145.9854
AP2M1|1173	9356.3725	AP2M1|1173	3909.9757
AP2S1|1175	2099.5013	AP2S1|1175	626.5207
AP3B1|8546	1382.8134	AP3B1|8546	1253.8524
AP3B2|8120	37.5739	AP3B2|8120	166.2612
AP3D1|8943	3243.4188	AP3D1|8943	2773.7226
AP3M1|26985	1323.4373	AP3M1|26985	1407.5426
AP3M2|10947	580.3085	AP3M2|10947	763.9903
AP3S1|1176	1129.0734	AP3S1|1176	611.5166
AP3S2|10239	2451.4856	AP3S2|10239	1504.3796
AP4B1|10717	326.8561	AP4B1|10717	409.116
AP4E1|23431	260.2343	AP4E1|23431	486.61800000000005
AP4M1|9179	539.2416	lowly_expressed	lowly_expressed
AP4S1|11154	76.0756	AP4S1|11154	111.1111
APAF1|317	324.71299999999997	APAF1|317	634.2255
APBA1|320	69.1175	APBA1|320	796.0260000000001
APBA2|321	151.6873	APBA2|321	231.5491
APBA3|9546	251.4206	APBA3|9546	178.8321
APBB1IP|54518	351.1539	APBB1IP|54518	281.4274
APBB1|322	327.9601	APBB1|322	789.5377
APBB2|323	5554.4474	APBB2|323	1284.6715
APBB3|10307	132.2046	APBB3|10307	521.0868
APC2|10297	8.86	lowly_expressed	lowly_expressed
APCDD1L|164284	46.3876	APCDD1L|164284	1296.4315
APCDD1|147495	483.3585	APCDD1|147495	1763.1792
APC|324	661.9506	lowly_expressed	lowly_expressed
APEH|327	1290.0383	APEH|327	1447.283
APEX1|328	3284.2398	APEX1|328	3326.4396
APEX2|27301	928.2152	APEX2|27301	425.7908
APH1A|51107	4633.1903	APH1A|51107	4056.3666
APH1B|83464	552.9398	APH1B|83464	558.7997
API5|8539	2062.8552	API5|8539	3125.7097
APIP|51074	346.5569	APIP|51074	342.6886
APITD1|378708	342.8041	APITD1|378708	170.0892
APLF|200558	31.5435	APLF|200558	122.87100000000001
APLNR|187	1220.9208	APLNR|187	399.0268
APLN|8862	224.5158	APLN|8862	297.64799999999997
APLP1|333	102.9804	APLP1|333	45.8232
APLP2|334	17046.0397	APLP2|334	13000.0
APOA1BP|128240	2817.5809	APOA1BP|128240	862.9359
APOA1|335	12.5246	lowly_expressed	lowly_expressed
APOB48R|55911	379.9142	APOB48R|55911	106.6504
APOBEC3A|200315	86.3551	APOBEC3A|200315	5.218999999999999
APOBEC3B|9582	159.9629	APOBEC3B|9582	53.5807
APOBEC3C|27350	213.8467	APOBEC3C|27350	333.7388
APOBEC3D|140564	104.37200000000001	APOBEC3D|140564	109.8946
APOBEC3F|200316	242.1431	APOBEC3F|200316	245.3366
APOBEC3G|60489	577.9891	APOBEC3G|60489	358.8808
APOBEC3H|164668	11.5969	APOBEC3H|164668	6.0827
APOC1|341	1758.5527	APOC1|341	265.6123
APOC2|344	129.8852	lowly_expressed	lowly_expressed
APOD|347	5248.2895	APOD|347	7035.2798
APOE|348	7155.2824	APOE|348	1678.8321
APOF|319	6.9581	lowly_expressed	lowly_expressed
APOL1|8542	2582.8598	APOL1|8542	642.3358
APOL2|23780	1279.3691	APOL2|23780	570.9651
APOL3|80833	931.9262	APOL3|80833	752.2303
APOL4|80832	394.7582	APOL4|80832	123.2766
APOL6|80830	2118.5202	APOL6|80830	1292.7818
APOLD1|81575	1031.1956	APOLD1|81575	1444.4444
APOM|55937	149.368	APOM|55937	58.3942
APOOL|139322	74.684	APOOL|139322	257.0965
APOO|79135	368.7812	APOO|79135	111.1111
APPBP2|10513	1124.8985	APPBP2|10513	1665.4501
APPL1|26060	730.1403	APPL1|26060	2731.9546
APPL2|55198	601.6468	APPL2|55198	1328.8727
APP|351	21832.3089	APP|351	48253.8524
APRT|353	3075.4958	APRT|353	1420.5191
APTX|54840	629.4793	APTX|54840	524.7364
AQP11|282679	38.5017	AQP11|282679	17.8427
AQP1|358	5910.7039	AQP1|358	8419.4809
lowly_expressed	lowly_expressed	AQP2|359	5.2717
AQP3|360	792.7635	AQP3|360	808.5969
lowly_expressed	lowly_expressed	AQP4|361	103.4063
AQP5|362	10.6691	AQP5|362	598.5401
lowly_expressed	lowly_expressed	AQP6|363	31.6302
lowly_expressed	lowly_expressed	AQP7P1|375719	30.4136
AQP7|364	20.8744	AQP7|364	81.5085
AQP9|366	6.0304	lowly_expressed	lowly_expressed
AQR|9716	1354.9809	AQR|9716	1461.0706
ARAF|369	789.9803	ARAF|369	1013.382
ARAP1|116985	2469.637	ARAP1|116985	2054.6918
ARAP2|116984	154.4706	ARAP2|116984	578.6699
ARAP3|64411	308.4773	ARAP3|64411	526.3585
ARCN1|372	6290.1542	ARCN1|372	4247.7697
ARC|23237	10.6691	ARC|23237	40.957
AREG|374	60.3038	AREG|374	618.0049
ARF1|375	15465.1513	ARF1|375	6113.1387
ARF3|377	7345.9353	ARF3|377	3842.6602
ARF4|378	5998.3764	ARF4|378	3357.6642
ARF5|381	4809.9269	ARF5|381	1770.0
ARF6|382	3813.0581	ARF6|382	3843.4712
ARFGAP1|55738	1842.5142	ARFGAP1|55738	852.3925
ARFGAP2|84364	2201.554	ARFGAP2|84364	1935.1176
ARFGAP3|26286	834.0485	ARFGAP3|26286	1190.5921
ARFGEF1|10565	1735.011	ARFGEF1|10565	2123.7348
ARFGEF2|10564	1184.2746	ARFGEF2|10564	2598.1346
ARFIP1|27236	1292.3576	ARFIP1|27236	1251.0138
ARFIP2|23647	2200.1624	ARFIP2|23647	1571.7762
ARFRP1|10139	628.0877	ARFRP1|10139	461.4761
ARG2|384	135.5909	ARG2|384	195.6934
ARGLU1|55082	765.3949	ARGLU1|55082	3467.5588
ARHGAP10|79658	222.6603	ARHGAP10|79658	486.2125
ARHGAP11A|9824	157.7177	ARHGAP11A|9824	92.0519
ARHGAP11B|89839	5.1026	ARHGAP11B|89839	20.2758
ARHGAP12|94134	792.2997	ARHGAP12|94134	1385.6448
ARHGAP15|55843	150.7596	ARHGAP15|55843	80.292
ARHGAP17|55114	1010.7851	ARHGAP17|55114	945.2555
ARHGAP18|93663	611.852	ARHGAP18|93663	656.9343
ARHGAP19|84986	320.5381	ARHGAP19|84986	1884.0227
ARHGAP1|392	4501.4496	ARHGAP1|392	2731.5491
ARHGAP20|57569	68.6536	ARHGAP20|57569	302.5142
ARHGAP21|57584	1167.1112	ARHGAP21|57584	2761.9627
ARHGAP22|58504	70.973	ARHGAP22|58504	67.3155
ARHGAP23|57636	674.4752	ARHGAP23|57636	862.9359
ARHGAP24|83478	217.0938	ARHGAP24|83478	310.219
ARHGAP25|9938	404.9635	ARHGAP25|9938	485.4015
ARHGAP26|23092	285.7474	ARHGAP26|23092	1082.3195
ARHGAP27|201176	370.1542	ARHGAP27|201176	616.3828
ARHGAP28|79822	283.8919	ARHGAP28|79822	165.8556
ARHGAP29|9411	1921.3731	lowly_expressed	lowly_expressed
ARHGAP30|257106	608.141	ARHGAP30|257106	386.8613
ARHGAP31|57514	852.1396	ARHGAP31|57514	778.5888
ARHGAP32|9743	2765.6268	ARHGAP32|9743	1745.3366
ARHGAP33|115703	210.5996	ARHGAP33|115703	312.2466
ARHGAP36|158763	35.2546	lowly_expressed	lowly_expressed
ARHGAP39|80728	325.1769	ARHGAP39|80728	241.2814
ARHGAP42|143872	91.3835	ARHGAP42|143872	203.9457
ARHGAP4|393	334.9182	ARHGAP4|393	360.5028
ARHGAP5|394	1057.6366	ARHGAP5|394	4114.7607
ARHGAP6|395	92.3113	ARHGAP6|395	160.1784
ARHGAP8|23779	527.1019	ARHGAP8|23779	498.8605
ARHGAP9|64333	135.4517	ARHGAP9|64333	112.7332
ARHGDIA|396	7105.6477	ARHGDIA|396	2617.5994
ARHGDIB|397	8115.9689	ARHGDIB|397	2549.8783
ARHGDIG|398	17.6273	lowly_expressed	lowly_expressed
ARHGEF10L|55160	895.2801	ARHGEF10L|55160	1641.1192
ARHGEF10|9639	513.5104	ARHGEF10|9639	1177.6156
ARHGEF11|9826	1134.1760000000002	ARHGEF11|9826	1324.412
ARHGEF12|23365	4740.8095	ARHGEF12|23365	5846.3098
ARHGEF15|22899	400.7886	ARHGEF15|22899	365.369
ARHGEF16|27237	491.7082	ARHGEF16|27237	236.0097
ARHGEF17|9828	1253.3921	ARHGEF17|9828	1926.1963
ARHGEF18|23370	1011.2489999999999	ARHGEF18|23370	723.0333
ARHGEF19|128272	531.1377	ARHGEF19|128272	727.4939
ARHGEF1|9138	1416.2125	ARHGEF1|9138	1235.1987
ARHGEF2|9181	1448.2199	ARHGEF2|9181	1736.8208
ARHGEF33|100271715	5.5665	ARHGEF33|100271715	11.7599
ARHGEF35|445328	272.295	ARHGEF35|445328	915.2474
ARHGEF37|389337	435.1154	ARHGEF37|389337	1557.1776
ARHGEF38|54848	65.8703	ARHGEF38|54848	78.6699
ARHGEF3|50650	633.6542	ARHGEF3|50650	1060.8273
ARHGEF4|50649	44.5321	ARHGEF4|50649	198.7024
ARHGEF5|7984	429.085	ARHGEF5|7984	1130.5758
ARHGEF6|9459	476.4003	ARHGEF6|9459	3014.1929999999998
ARHGEF7|8874	1085.0052	ARHGEF7|8874	1522.3033
ARHGEF9|23229	577.9891	ARHGEF9|23229	1142.7413
ARID1A|8289	2717.8476	ARID1A|8289	3198.7024
ARID1B|57492	1097.5299	ARID1B|57492	3060.0162
ARID2|196528	984.8081	ARID2|196528	1178.4266
ARID3A|1820	89.52799999999999	ARID3A|1820	23.1144
ARID3B|10620	93.23899999999999	ARID3B|10620	145.5799
ARID4A|5926	406.3551	ARID4A|5926	1254.2579
ARID4B|51742	954.8	ARID4B|51742	2358.4753
ARID5A|10865	815.0296	ARID5A|10865	2339.4161
ARID5B|84159	823.3793	ARID5B|84159	6090.8354
ARIH1|25820	1424.5622	ARIH1|25820	2422.9521
ARIH2|10425	680.5056	ARIH2|10425	1857.2587
ARL10|285598	10.2053	ARL10|285598	108.2725
ARL11|115761	37.1101	ARL11|115761	24.3309
ARL13B|200894	217.0938	ARL13B|200894	321.5734
ARL15|54622	494.4915	ARL15|54622	617.1938
ARL16|339231	466.1951	ARL16|339231	500.0
ARL17A|51326	74.0717	ARL17A|51326	135.1987
lowly_expressed	lowly_expressed	ARL17B|641522	7.1371
ARL1|400	3332.0190000000002	ARL1|400	2011.3544
ARL2BP|23568	3284.7037	ARL2BP|23568	1220.6002
ARL2|402	1140.6703	ARL2|402	669.5053
ARL3|403	1201.9019	ARL3|403	499.5945
ARL4A|10124	454.5982	ARL4A|10124	1566.0989
ARL4C|10123	1133.2483	ARL4C|10123	3127.3317
ARL4D|379	198.5388	ARL4D|379	158.9619
ARL5A|26225	905.4853	ARL5A|26225	852.7981
ARL5B|221079	130.8129	ARL5B|221079	214.5174
ARL6IP1|23204	7036.5302	ARL6IP1|23204	3242.0925
ARL6IP4|51329	3080.1345	ARL6IP4|51329	1284.6715
ARL6IP5|10550	2926.5917	ARL6IP5|10550	3209.6513
ARL6IP6|151188	237.5043	ARL6IP6|151188	329.6837
ARL6|84100	52.418	ARL6|84100	87.5912
ARL8A|127829	1456.5696	ARL8A|127829	1032.0357
ARL8B|55207	1692.6824	ARL8B|55207	2009.3268
ARL9|132946	13.4524	lowly_expressed	lowly_expressed
ARMC10|83787	873.6263	ARMC10|83787	760.1582
ARMC1|55156	532.0654	ARMC1|55156	744.5255
ARMC2|84071	28.7603	ARMC2|84071	70.5596
lowly_expressed	lowly_expressed	ARMC4|55130	15.4096
ARMC5|79798	453.6704	ARMC5|79798	253.4469
ARMC6|93436	794.6189999999999	ARMC6|93436	538.5239
ARMC7|79637	528.8183	ARMC7|79637	279.3998
ARMC8|25852	528.3544	ARMC8|25852	793.9984
ARMC9|80210	264.4091	ARMC9|80210	261.9627
ARMCX1|51309	1162.9363	ARMCX1|51309	936.7397
ARMCX2|9823	992.2301	ARMCX2|9823	1457.0154
ARMCX3|51566	1768.2941	ARMCX3|51566	1965.1257
ARMCX5|64860	486.6056	ARMCX5|64860	579.0754
ARMCX6|54470	277.3977	ARMCX6|54470	290.7543
ARNT2|9915	478.7197	ARNT2|9915	258.7186
ARNTL2|56938	38.9656	ARNTL2|56938	40.957
ARNTL|406	157.2539	ARNTL|406	227.8994
ARNT|405	1303.4907	ARNT|405	1534.0633
ARPC1A|10552	2435.8112	ARPC1A|10552	1625.7097
ARPC1B|10095	2605.1258	ARPC1B|10095	444.4444
ARPC2|10109	5436.6230000000005	ARPC2|10109	2662.6115
ARPC3|10094	8800.1856	ARPC3|10094	1980.1298
ARPC4|10093	3088.3451	ARPC4|10093	1923.5523
ARPC5L|81873	918.01	ARPC5L|81873	392.5385
ARPC5|10092	4218.4854	ARPC5|10092	2489.4566
ARPM1|84517	35.2546	ARPM1|84517	32.8467
ARPP19|10776	4594.6886	ARPP19|10776	3947.6886
ARRB1|408	547.3733	ARRB1|408	1087.9968
ARRB2|409	662.4145	ARRB2|409	470.8029
ARRDC1|92714	1123.0430000000001	ARRDC1|92714	575.0203
ARRDC2|27106	726.8932	ARRDC2|27106	1406.7315
ARRDC3|57561	980.6332	ARRDC3|57561	16341.0381
ARRDC4|91947	496.8109	ARRDC4|91947	1018.6537
lowly_expressed	lowly_expressed	ARRDC5|645432	7.2993
ARSA|410	1538.2118	ARSA|410	553.528
ARSB|411	490.7805	ARSB|411	141.9303
ARSD|414	3528.7023	ARSD|414	2820.3569
ARSE|415	143.3376	ARSE|415	43.7956
ARSG|22901	294.5611	ARSG|22901	208.0292
ARSI|340075	269.0479	ARSI|340075	15.8151
ARSJ|79642	65.4065	ARSJ|79642	233.1711
ARSK|153642	77.0034	ARSK|153642	219.3836
lowly_expressed	lowly_expressed	ART3|419	5.6772
ART5|116969	12.9885	ART5|116969	17.8427
ARTN|9048	10.2053	lowly_expressed	lowly_expressed
ARV1|64801	590.9776	ARV1|64801	349.1484
ARVCF|421	209.6718	ARVCF|421	721.4112
ARX|170302	25.0493	lowly_expressed	lowly_expressed
AR|367	485.6778	AR|367	407.1371
AS3MT|57412	458.773	AS3MT|57412	326.0341
ASAH1|427	6293.8652	ASAH1|427	2870.2352
ASAH2B|653308	14.844000000000001	ASAH2B|653308	19.8702
ASAM|79827	230.0823	ASAM|79827	612.3277
ASAP1|50807	963.4698	ASAP1|50807	897.4047
ASAP2|8853	744.0566	ASAP2|8853	732.7656
ASAP3|55616	1366.1139	ASAP3|55616	921.3301
lowly_expressed	lowly_expressed	ASB12|142689	9.3268
ASB13|79754	1169.4306	ASB13|79754	668.2887
lowly_expressed	lowly_expressed	ASB14|142686	20.2758
ASB16|92591	17.2191	ASB16|92591	12.571
ASB1|51665	225.7822	ASB1|51665	716.0868
ASB2|51676	31.0797	ASB2|51676	34.8743
ASB3|51130	272.7589	ASB3|51130	573.9335
lowly_expressed	lowly_expressed	ASB5|140458	10.9489
ASB6|140459	772.4133	ASB6|140459	963.159
ASB7|140460	535.7764	ASB7|140460	613.9497
ASB8|140461	866.0559	ASB8|140461	848.3374
ASB9|140462	9.7414	ASB9|140462	9.3268
ASCC1|51008	477.3281	ASCC1|51008	384.8337
ASCC2|84164	1120.2598	ASCC2|84164	1066.91
ASCC3|10973	604.8939	ASCC3|10973	1467.9643
ASCL1|429	8.3498	lowly_expressed	lowly_expressed
ASCL2|430	59.84	ASCL2|430	10.9489
ASCL4|121549	6.9581	lowly_expressed	lowly_expressed
ASF1A|25842	455.9898	ASF1A|25842	526.3585
ASF1B|55723	592.8331	ASF1B|55723	83.5361
ASGR1|432	6.4943	ASGR1|432	6.4882
ASGR2|433	10.6691	lowly_expressed	lowly_expressed
ASH1L|55870	972.2324	ASH1L|55870	4274.4242
ASH2L|9070	1228.8067	ASH2L|9070	1223.4388
ASL|435	514.4381	ASL|435	365.7745
ASMTL|8623	866.0373	ASMTL|8623	707.6237
ASNA1|439	1979.3575	ASNA1|439	716.1395
ASNSD1|54529	1097.5299	ASNSD1|54529	1371.0462
ASNS|440	407.2828	ASNS|440	431.8735
ASPA|443	26.9048	ASPA|443	19.0592
lowly_expressed	lowly_expressed	ASPG|374569	7.2993
ASPHD1|253982	46.8514	ASPHD1|253982	43.3901
ASPHD2|57168	72.8285	ASPHD2|57168	26.3585
ASPH|444	1790.1473	ASPH|444	4877.3844
ASPM|259266	140.5543	ASPM|259266	67.3155
ASPN|54829	12544.59	ASPN|54829	60.4217
ASPRV1|151516	69.1778	ASPRV1|151516	85.146
ASPSCR1|79058	593.297	ASPSCR1|79058	215.734
ASRGL1|80150	47.3153	ASRGL1|80150	66.91
ASS1|445	544.59	ASS1|445	890.5109
ASTE1|28990	233.1207	ASTE1|28990	293.9051
ASTN1|460	17.1634	ASTN1|460	21.8978
ASTN2|23245	374.8116	ASTN2|23245	519.0592
ASXL1|171023	1134.6399	ASXL1|171023	2982.1573
ASXL2|55252	163.2842	ASXL2|55252	1057.1776
lowly_expressed	lowly_expressed	ASXL3|80816	37.7129
ATAD1|84896	1192.1605	ATAD1|84896	1481.7518
ATAD2B|54454	299.6637	ATAD2B|54454	508.1103
ATAD2|29028	641.0762	ATAD2|29028	548.6618
ATAD3A|55210	523.2518	ATAD3A|55210	391.32199999999995
ATAD3B|83858	127.5658	ATAD3B|83858	320.3569
ATAD3C|219293	694.4219	ATAD3C|219293	188.97
ATAD5|79915	41.2849	ATAD5|79915	169.0998
ATE1|11101	75.1479	ATE1|11101	345.0933
ATF1|466	378.5226	ATF1|466	618.0049
ATF2|1386	299.1998	ATF2|1386	746.5531
ATF3|467	366.9257	ATF3|467	2229.927
ATF4|468	5320.6541	ATF4|468	7107.4615
ATF5|22809	2303.6066	ATF5|22809	484.9959
ATF6B|1388	2166.7633	ATF6B|1388	1955.7989
ATF6|22926	948.1619	ATF6|22926	1795.2149
ATF7IP2|80063	99.7333	ATF7IP2|80063	95.7015
